,GPOR_Open,GPOR_High,GPOR_Low,GPOR_Close,GPOR_Adj Close,GPOR_Volume,GPOR_Dividend Amount,GPOR_Split Coefficient
2023-04-27,82.81,85.605,82.66,85.43,85.43,71765,0.0,1.0
2023-04-26,82.62,84.125,81.2901,82.63,82.63,136653,0.0,1.0
2023-04-25,83.75,83.98,81.84,83.62,83.62,105676,0.0,1.0
2023-04-24,82.56,85.175,82.56,84.74,84.74,133271,0.0,1.0
2023-04-21,82.02,83.2,81.28,83.1,83.1,100079,0.0,1.0
2023-04-20,80.1,81.67,79.63,81.54,81.54,68834,0.0,1.0
2023-04-19,79.19,81.31,79.19,81.22,81.22,80197,0.0,1.0
2023-04-18,79.88,80.87,79.14,80.86,80.86,61303,0.0,1.0
2023-04-17,82.4,82.81,79.85,80.15,80.15,65207,0.0,1.0
2023-04-14,81.32,81.815,80.21,81.48,81.48,58630,0.0,1.0
2023-04-13,80.75,82.53,80.06,81.38,81.38,94865,0.0,1.0
2023-04-12,81.44,82.37,79.68,80.74,80.74,130725,0.0,1.0
2023-04-11,81.05,82.2,79.34,81.63,81.63,126311,0.0,1.0
2023-04-10,76.6,80.75,76.185,80.0,80.0,210488,0.0,1.0
2023-04-06,78.33,78.64,75.69,75.81,75.81,89274,0.0,1.0
2023-04-05,79.23,80.7,76.84,78.45,78.45,106469,0.0,1.0
2023-04-04,79.99,80.37,77.26,79.44,79.44,107017,0.0,1.0
2023-04-03,82.15,83.5,78.65,79.5,79.5,335589,0.0,1.0
2023-03-31,79.99,80.3,79.17,80.0,80.0,122218,0.0,1.0
2023-03-30,79.81,80.4,78.3,79.21,79.21,76960,0.0,1.0
2023-03-29,79.73,80.155,79.05,79.43,79.43,101942,0.0,1.0
2023-03-28,79.04,81.515,78.98,79.2,79.2,122372,0.0,1.0
2023-03-27,78.15,79.83,75.785,79.42,79.42,98219,0.0,1.0
2023-03-24,74.37,78.43,74.37,77.66,77.66,112332,0.0,1.0
2023-03-23,75.74,78.29,75.55,75.9,75.9,116887,0.0,1.0
2023-03-22,77.94,77.94,75.05,75.24,75.24,114617,0.0,1.0
2023-03-21,77.03,79.04,76.05,78.34,78.34,136959,0.0,1.0
2023-03-20,74.54,77.4,74.065,75.95,75.95,129934,0.0,1.0
2023-03-17,74.27,75.825,72.64,74.22,74.22,208057,0.0,1.0
2023-03-16,69.99,74.81,69.18,74.81,74.81,145156,0.0,1.0
2023-03-15,71.85,73.6025,69.0,71.53,71.53,122080,0.0,1.0
2023-03-14,74.41,78.66,74.25,75.5,75.5,136307,0.0,1.0
2023-03-13,72.66,77.005,72.585,73.69,73.69,141063,0.0,1.0
2023-03-10,76.83,79.24,74.385,75.26,75.26,126997,0.0,1.0
2023-03-09,78.78,80.3,77.25,77.25,77.25,108433,0.0,1.0
2023-03-08,77.71,79.85,76.75,78.61,78.61,91536,0.0,1.0
2023-03-07,78.38,79.31,77.365,77.83,77.83,92348,0.0,1.0
2023-03-06,81.11,81.845,77.19,78.75,78.75,178949,0.0,1.0
2023-03-03,77.97,82.89,77.97,82.2,82.2,358651,0.0,1.0
2023-03-02,76.03,79.18,76.03,78.17,78.17,302143,0.0,1.0
2023-03-01,72.38,78.81,71.465,76.01,76.01,531609,0.0,1.0
2023-02-28,66.89,68.2,66.12,66.12,66.12,134747,0.0,1.0
2023-02-27,68.39,70.05,66.13,66.82,66.82,112015,0.0,1.0
2023-02-24,65.91,69.32,65.27,68.15,68.15,183915,0.0,1.0
2023-02-23,65.58,67.0,64.97,66.53,66.53,125025,0.0,1.0
2023-02-22,62.34,64.37,61.88,64.26,64.26,143759,0.0,1.0
2023-02-21,61.46,63.05,61.055,62.34,62.34,154075,0.0,1.0
2023-02-17,62.74,62.74,60.8,62.11,62.11,133511,0.0,1.0
2023-02-16,64.52,65.7,63.68,63.7,63.7,62384,0.0,1.0
2023-02-15,64.08,65.41,62.49,65.28,65.28,89827,0.0,1.0
2023-02-14,63.35,65.34,62.63,64.41,64.41,115528,0.0,1.0
2023-02-13,65.38,65.38,63.215,64.0,64.0,170665,0.0,1.0
2023-02-10,64.47,66.38,63.82,66.22,66.22,72958,0.0,1.0
2023-02-09,62.15,65.63,62.13,63.45,63.45,123674,0.0,1.0
2023-02-08,64.1,64.81,60.15,62.19,62.19,159893,0.0,1.0
2023-02-07,60.69,64.43,60.69,64.43,64.43,113936,0.0,1.0
2023-02-06,62.57,63.0,60.385,60.8,60.8,159084,0.0,1.0
2023-02-03,62.1,64.37,62.0,63.04,63.04,117931,0.0,1.0
2023-02-02,64.5,64.5,61.46,62.17,62.17,208544,0.0,1.0
2023-02-01,67.93,67.93,62.66,64.43,64.43,179184,0.0,1.0
2023-01-31,68.29,69.48,67.71,68.15,68.15,104133,0.0,1.0
2023-01-30,69.86,70.77,68.24,68.44,68.44,98635,0.0,1.0
2023-01-27,69.8,70.535,68.6,70.4,70.4,307424,0.0,1.0
2023-01-26,71.47,72.23,69.85,70.43,70.43,79631,0.0,1.0
2023-01-25,71.86,72.24,69.99,71.46,71.46,87483,0.0,1.0
2023-01-24,78.87,79.48,72.85,72.99,72.99,119872,0.0,1.0
2023-01-23,79.95,81.61,78.66,79.82,79.82,121112,0.0,1.0
2023-01-20,83.69,83.7,79.06,79.54,79.54,122655,0.0,1.0
2023-01-19,78.47,83.0,78.05,82.74,82.74,64069,0.0,1.0
2023-01-18,80.42,84.13,78.32,78.84,78.84,100945,0.0,1.0
2023-01-17,80.82,81.52,79.6,80.09,80.09,39981,0.0,1.0
2023-01-13,78.76,80.84,76.295,80.41,80.41,75513,0.0,1.0
2023-01-12,73.9,79.68,73.9,79.14,79.14,81767,0.0,1.0
2023-01-11,76.81,77.01,72.33,73.27,73.27,97618,0.0,1.0
2023-01-10,77.72,77.72,73.56,76.08,76.08,134483,0.0,1.0
2023-01-09,76.61,79.53,76.0,78.63,78.63,94006,0.0,1.0
2023-01-06,72.4,75.71,72.4,75.63,75.63,75599,0.0,1.0
2023-01-05,71.05,71.69,69.75,71.38,71.38,74951,0.0,1.0
2023-01-04,69.5,71.26,69.5,70.62,70.62,132594,0.0,1.0
2023-01-03,72.86,74.45,68.96,70.66,70.66,182669,0.0,1.0
2022-12-30,73.31,74.31,72.73,73.64,73.64,53562,0.0,1.0
2022-12-29,72.71,73.88,72.3,73.75,73.75,97700,0.0,1.0
2022-12-28,73.58,73.815,72.2575,72.94,72.94,98308,0.0,1.0
2022-12-27,74.44,74.555,72.76,74.31,74.31,62979,0.0,1.0
2022-12-23,71.61,73.75,71.26,73.72,73.72,42113,0.0,1.0
2022-12-22,73.9,73.9,69.93,71.26,71.26,93318,0.0,1.0
2022-12-21,73.04,75.12,71.2,74.6,74.6,84392,0.0,1.0
2022-12-20,69.56,71.369,69.12,71.14,71.14,207728,0.0,1.0
2022-12-19,72.94,72.94,69.28,70.22,70.22,144758,0.0,1.0
2022-12-16,70.71,73.58,69.82,72.78,72.78,407634,0.0,1.0
2022-12-15,69.57,72.74,69.51,72.74,72.74,74564,0.0,1.0
2022-12-14,70.98,71.32,69.51,70.18,70.18,163226,0.0,1.0
2022-12-13,72.01,72.09,70.345,70.98,70.98,271555,0.0,1.0
2022-12-12,68.13,70.525,66.535,69.88,69.88,114029,0.0,1.0
2022-12-09,68.49,68.49,67.17,67.59,67.59,67540,0.0,1.0
2022-12-08,71.76,71.76,68.0,68.63,68.63,93200,0.0,1.0
2022-12-07,70.98,72.5,69.155,70.65,70.65,92736,0.0,1.0
2022-12-06,75.05,75.05,69.805,70.69,70.69,126461,0.0,1.0
2022-12-05,78.38,79.385,74.615,74.81,74.81,102086,0.0,1.0
2022-12-02,77.48,78.98,76.4101,78.01,78.01,119712,0.0,1.0
2022-12-01,81.35,82.15,76.41,77.15,77.15,246351,0.0,1.0
2022-11-30,80.24,81.66,79.07,81.09,81.09,96495,0.0,1.0
2022-11-29,79.35,81.15,79.0,79.55,79.55,43460,0.0,1.0
2022-11-28,80.2,80.72,78.69,78.7,78.7,64396,0.0,1.0
2022-11-25,82.06,84.32,81.78,81.98,81.98,10025,0.0,1.0
2022-11-23,82.94,83.3,81.33,81.51,81.51,68280,0.0,1.0
2022-11-22,82.94,84.53,81.93,82.95,82.95,61259,0.0,1.0
2022-11-21,81.71,82.8,78.89,82.57,82.57,73281,0.0,1.0
2022-11-18,83.15,84.67,82.71,83.04,83.04,72762,0.0,1.0
2022-11-17,81.99,84.11,81.72,84.06,84.06,41413,0.0,1.0
2022-11-16,84.51,84.51,82.4,82.52,82.52,57154,0.0,1.0
2022-11-15,85.76,86.56,83.01,85.83,85.83,69677,0.0,1.0
2022-11-14,87.19,89.16,85.26,85.26,85.26,70474,0.0,1.0
2022-11-11,87.45,89.055,85.78,87.59,87.59,54037,0.0,1.0
2022-11-10,83.64,86.31,83.34,86.31,86.31,68717,0.0,1.0
2022-11-09,86.32,86.32,81.3412,81.38,81.38,94519,0.0,1.0
2022-11-08,90.02,90.02,86.96,88.24,88.24,63157,0.0,1.0
2022-11-07,87.65,90.57,87.65,90.1,90.1,80125,0.0,1.0
2022-11-04,85.58,87.51,83.62,87.14,87.14,143856,0.0,1.0
2022-11-03,84.83,86.28,81.6,83.22,83.22,151261,0.0,1.0
2022-11-02,90.07,92.07,86.23,86.26,86.26,103947,0.0,1.0
2022-11-01,91.23,92.98,89.98,91.78,91.78,240188,0.0,1.0
2022-10-31,88.58,89.77,87.0793,89.51,89.51,103280,0.0,1.0
2022-10-28,87.18,88.32,85.97,87.62,87.62,83116,0.0,1.0
2022-10-27,88.8,89.365,85.9,86.28,86.28,108200,0.0,1.0
2022-10-26,88.93,90.07,87.345,87.82,87.82,116966,0.0,1.0
2022-10-25,86.12,89.465,85.41,88.92,88.92,88857,0.0,1.0
2022-10-24,85.34,88.62,85.34,86.64,86.64,88237,0.0,1.0
2022-10-21,88.11,88.11,84.65,85.93,85.93,82322,0.0,1.0
2022-10-20,92.28,92.43,87.73,87.89,87.89,102486,0.0,1.0
2022-10-19,92.14,93.0,91.42,92.11,92.11,164925,0.0,1.0
2022-10-18,91.58,92.855,90.28,92.0,92.0,55241,0.0,1.0
2022-10-17,91.7,93.31,90.74,91.79,91.79,81899,0.0,1.0
2022-10-14,94.59,96.57,91.38,91.55,91.55,56722,0.0,1.0
2022-10-13,92.21,96.68,92.21,96.02,96.02,94203,0.0,1.0
2022-10-12,92.7,93.78,91.165,93.23,93.23,79140,0.0,1.0
2022-10-11,92.54,94.79,90.965,93.1,93.1,97154,0.0,1.0
2022-10-10,96.35,96.59,93.15,94.06,94.06,84234,0.0,1.0
2022-10-07,96.75,98.56,94.69,95.22,95.22,140767,0.0,1.0
2022-10-06,96.8,98.145,96.42,96.94,96.94,75561,0.0,1.0
2022-10-05,97.3,98.05,95.94,97.38,97.38,118559,0.0,1.0
2022-10-04,96.08,97.75,95.0101,97.3,97.3,130982,0.0,1.0
2022-10-03,91.2,93.94,90.36,93.23,93.23,104038,0.0,1.0
2022-09-30,86.58,90.03,85.76,88.29,88.29,82034,0.0,1.0
2022-09-29,88.08,88.87,84.49,87.97,87.97,89800,0.0,1.0
2022-09-28,85.15,90.03,85.15,89.44,89.44,84882,0.0,1.0
2022-09-27,83.17,85.74,82.18,84.49,84.49,106689,0.0,1.0
2022-09-26,82.6,85.1864,82.16,82.27,82.27,138833,0.0,1.0
2022-09-23,85.62,85.62,82.45,83.78,83.78,173833,0.0,1.0
2022-09-22,93.33,93.33,89.55,89.62,89.62,76498,0.0,1.0
2022-09-21,94.33,94.37,91.7,91.86,91.86,100111,0.0,1.0
2022-09-20,94.55,94.55,89.0,92.48,92.48,127664,0.0,1.0
2022-09-19,90.74,95.97,90.74,95.64,95.64,107329,0.0,1.0
2022-09-16,97.48,97.83,91.52,93.27,93.27,700553,0.0,1.0
2022-09-15,98.57,99.59,96.5,97.96,97.96,117623,0.0,1.0
2022-09-14,97.23,101.6324,97.23,100.11,100.11,167659,0.0,1.0
2022-09-13,96.2,97.47,95.78,96.59,96.59,84280,0.0,1.0
2022-09-12,97.37,97.37,95.8,96.93,96.93,70204,0.0,1.0
2022-09-09,95.0,96.43,94.75,96.15,96.15,56925,0.0,1.0
2022-09-08,93.02,94.23,92.58,93.88,93.88,72804,0.0,1.0
2022-09-07,93.7,94.61,90.81,92.58,92.58,89288,0.0,1.0
2022-09-06,99.01,99.01,94.11,95.71,95.71,112117,0.0,1.0
2022-09-02,98.58,99.42,97.82,99.25,99.25,66211,0.0,1.0
2022-09-01,96.4,97.57,94.57,96.35,96.35,152068,0.0,1.0
2022-08-31,93.0,98.555,93.0,97.76,97.76,66731,0.0,1.0
2022-08-30,99.12,100.18,94.31,95.15,95.15,96974,0.0,1.0
2022-08-29,99.26,102.53,98.8401,101.03,101.03,126821,0.0,1.0
2022-08-26,100.59,102.58,99.51,100.02,100.02,106684,0.0,1.0
2022-08-25,100.25,100.55,97.63,100.09,100.09,63094,0.0,1.0
2022-08-24,96.04,100.105,95.68,100.0,100.0,83379,0.0,1.0
2022-08-23,99.1,100.03,95.01,95.09,95.09,105645,0.0,1.0
2022-08-22,96.38,98.3,94.98,97.46,97.46,108820,0.0,1.0
2022-08-19,99.63,100.495,96.72,96.96,96.96,116314,0.0,1.0
2022-08-18,98.41,101.1,98.03,99.99,99.99,236306,0.0,1.0
2022-08-17,91.13,97.56,91.13,97.16,97.16,130006,0.0,1.0
2022-08-16,89.8,91.6122,89.05,91.03,91.03,67202,0.0,1.0
2022-08-15,86.81,88.71,85.53,88.57,88.57,87240,0.0,1.0
2022-08-12,87.22,90.05,87.22,89.75,89.75,100168,0.0,1.0
2022-08-11,86.07,88.86,86.07,87.63,87.63,156366,0.0,1.0
2022-08-10,85.14,85.655,83.61,84.68,84.68,50842,0.0,1.0
2022-08-09,85.83,86.98,85.04,85.45,85.45,56000,0.0,1.0
2022-08-08,87.08,88.03,84.79,85.06,85.06,88730,0.0,1.0
2022-08-05,85.11,90.1728,85.11,87.8,87.8,88462,0.0,1.0
2022-08-04,87.72,89.0,86.11,86.29,86.29,119412,0.0,1.0
2022-08-03,91.65,93.75,84.7101,88.37,88.37,189467,0.0,1.0
2022-08-02,84.93,88.92,84.51,88.84,88.84,129354,0.0,1.0
2022-08-01,89.67,89.84,84.425,86.29,86.29,165417,0.0,1.0
2022-07-29,93.77,95.88,91.95,92.04,92.04,292186,0.0,1.0
2022-07-28,92.42,92.65,90.08,91.55,91.55,114401,0.0,1.0
2022-07-27,90.55,92.345,89.6,91.75,91.75,166270,0.0,1.0
2022-07-26,89.45,91.59,88.45,89.15,89.15,77182,0.0,1.0
2022-07-25,84.54,88.19,84.4,87.99,87.99,159088,0.0,1.0
2022-07-22,84.47,86.9,83.16,83.58,83.58,79231,0.0,1.0
2022-07-21,85.48,85.48,81.97,84.89,84.89,115680,0.0,1.0
2022-07-20,82.95,87.52,82.41,87.31,87.31,150209,0.0,1.0
2022-07-19,80.99,83.61,80.84,83.51,83.51,73391,0.0,1.0
2022-07-18,80.94,81.86,79.65,80.11,80.11,165096,0.0,1.0
2022-07-15,78.97,79.15,76.84,78.73,78.73,88202,0.0,1.0
2022-07-14,74.88,77.05,73.17,76.98,76.98,87581,0.0,1.0
2022-07-13,74.7,78.67,74.7,77.24,77.24,76266,0.0,1.0
2022-07-12,76.56,77.38,74.63,75.01,75.01,102865,0.0,1.0
2022-07-11,77.79,79.7,76.84,78.71,78.71,103663,0.0,1.0
2022-07-08,78.0,79.655,76.68,78.2,78.2,184766,0.0,1.0
2022-07-07,74.51,78.0,74.51,77.84,77.84,166772,0.0,1.0
2022-07-06,73.24,75.46,69.36,72.71,72.71,257616,0.0,1.0
2022-07-05,78.35,78.88,73.45,74.01,74.01,303226,0.0,1.0
2022-07-01,80.2,81.04,76.88,80.5,80.5,211127,0.0,1.0
2022-06-30,81.47,83.7299,78.77,79.51,79.51,295992,0.0,1.0
2022-06-29,87.16,87.385,83.255,83.44,83.44,220648,0.0,1.0
2022-06-28,87.15,88.09,85.15,86.21,86.21,266767,0.0,1.0
2022-06-27,77.64,86.31,77.64,85.58,85.58,397322,0.0,1.0
2022-06-24,80.41,82.385,76.83,77.14,77.14,1859744,0.0,1.0
2022-06-23,86.55,86.76,78.11,79.26,79.26,355944,0.0,1.0
2022-06-22,86.97,89.2699,84.9801,85.74,85.74,370167,0.0,1.0
2022-06-21,90.79,93.06,89.49,90.84,90.84,275458,0.0,1.0
2022-06-17,95.59,97.5,88.92,89.61,89.61,775082,0.0,1.0
2022-06-16,97.09,100.0,95.83,96.45,96.45,341786,0.0,1.0
2022-06-15,96.92,101.09,96.92,100.09,100.09,197841,0.0,1.0
2022-06-14,100.1,100.1,96.38,96.58,96.58,255220,0.0,1.0
2022-06-13,102.02,102.77,98.26,98.4,98.4,246210,0.0,1.0
2022-06-10,103.39,105.26,101.61,104.37,104.37,130040,0.0,1.0
2022-06-09,104.9,105.75,102.32,103.95,103.95,108572,0.0,1.0
2022-06-08,108.1,108.1,104.6339,105.85,105.85,126124,0.0,1.0
2022-06-07,104.79,107.885,104.14,107.08,107.08,184082,0.0,1.0
2022-06-06,103.36,107.0,102.62,105.0,105.0,223847,0.0,1.0
2022-06-03,100.62,103.85,99.84,101.74,101.74,182875,0.0,1.0
2022-06-02,101.88,102.68,100.49,101.18,101.18,244800,0.0,1.0
2022-06-01,97.08,102.31,96.55,101.58,101.58,181104,0.0,1.0
2022-05-31,99.54,100.15,95.315,96.75,96.75,162722,0.0,1.0
2022-05-27,100.88,102.129,98.13,98.28,98.28,119915,0.0,1.0
2022-05-26,99.65,102.22,99.6,101.06,101.06,248515,0.0,1.0
2022-05-25,95.59,99.64,95.59,99.51,99.51,170986,0.0,1.0
2022-05-24,94.73,96.69,94.16,95.74,95.74,130605,0.0,1.0
2022-05-23,91.19,97.285,90.2311,96.06,96.06,159986,0.0,1.0
2022-05-20,90.17,91.35,89.01,91.07,91.07,164777,0.0,1.0
2022-05-19,88.31,91.13,88.22,89.98,89.98,133870,0.0,1.0
2022-05-18,92.1,92.1,88.42,89.5,89.5,165860,0.0,1.0
2022-05-17,89.97,92.87,89.02,91.3,91.3,488158,0.0,1.0
2022-05-16,86.69,90.8,85.98,88.87,88.87,202278,0.0,1.0
2022-05-13,87.37,89.69,86.61,86.74,86.74,447335,0.0,1.0
2022-05-12,89.06,90.84,85.25,85.83,85.83,596412,0.0,1.0
2022-05-11,86.35,92.103,86.35,90.17,90.17,129376,0.0,1.0
2022-05-10,87.32,90.81,83.67,85.25,85.25,302804,0.0,1.0
2022-05-09,92.99,93.82,86.39,86.53,86.53,294293,0.0,1.0
2022-05-06,97.0,98.3,94.27,95.45,95.45,123139,0.0,1.0
2022-05-05,101.89,101.89,93.74,97.19,97.19,190475,0.0,1.0
2022-05-04,101.14,101.39,98.02,101.0,101.0,241101,0.0,1.0
2022-05-03,96.63,98.94,95.0,98.22,98.22,216127,0.0,1.0
2022-05-02,93.35,95.95,91.62,94.96,94.96,125661,0.0,1.0
2022-04-29,97.36,98.675,93.78,93.98,93.98,161338,0.0,1.0
2022-04-28,94.16,96.89,92.94,96.75,96.75,186741,0.0,1.0
2022-04-27,89.35,93.54,87.695,93.54,93.54,176405,0.0,1.0
2022-04-26,87.82,89.64,86.21,89.18,89.18,228531,0.0,1.0
2022-04-25,87.61,88.5,85.63,87.87,87.87,235919,0.0,1.0
2022-04-22,89.58,91.41,88.86,88.9,88.9,85228,0.0,1.0
2022-04-21,93.44,93.44,89.63,90.41,90.41,106041,0.0,1.0
2022-04-20,91.22,93.47,90.13,92.48,92.48,339459,0.0,1.0
2022-04-19,91.78,92.65,89.99,90.0,90.0,131242,0.0,1.0
2022-04-18,92.81,94.57,92.175,92.72,92.72,231635,0.0,1.0
2022-04-14,91.5,93.23,90.98,92.1,92.1,403526,0.0,1.0
2022-04-13,91.34,92.0,89.59,91.65,91.65,99618,0.0,1.0
2022-04-12,90.39,92.84,89.28,90.15,90.15,153983,0.0,1.0
2022-04-11,89.32,89.855,88.44,89.17,89.17,170930,0.0,1.0
2022-04-08,87.32,90.41,86.84,90.37,90.37,303684,0.0,1.0
2022-04-07,86.88,88.65,86.05,87.0,87.0,244773,0.0,1.0
2022-04-06,89.17,90.36,86.88,86.88,86.88,264075,0.0,1.0
2022-04-05,90.13,91.2888,88.31,88.35,88.35,194798,0.0,1.0
2022-04-04,91.0,91.805,88.57,89.82,89.82,102415,0.0,1.0
2022-04-01,89.3,91.22,89.3,90.5,90.5,151001,0.0,1.0
2022-03-31,87.18,90.75,85.99,89.82,89.82,147812,0.0,1.0
2022-03-30,87.39,89.53,87.39,88.98,88.98,205389,0.0,1.0
2022-03-29,87.15,88.4,85.2,86.57,86.57,163275,0.0,1.0
2022-03-28,87.55,89.66,86.13,87.47,87.47,277588,0.0,1.0
2022-03-25,82.75,87.5,82.75,87.08,87.08,178747,0.0,1.0
2022-03-24,80.08,84.29,79.88,83.7,83.7,182870,0.0,1.0
2022-03-23,80.17,81.36,79.51,79.85,79.85,106456,0.0,1.0
2022-03-22,77.65,80.53,77.65,79.27,79.27,105383,0.0,1.0
2022-03-21,77.58,79.095,77.39,77.9,77.9,134973,0.0,1.0
2022-03-18,76.99,78.36,76.35,76.48,76.48,110548,0.0,1.0
2022-03-17,73.5,77.65,73.5,77.0,77.0,162428,0.0,1.0
2022-03-16,72.61,77.15,72.21,72.5,72.5,165376,0.0,1.0
2022-03-15,72.54,74.245,71.41,71.95,71.95,181069,0.0,1.0
2022-03-14,75.6,76.48,73.84,74.02,74.02,113477,0.0,1.0
2022-03-11,76.58,77.85,76.49,76.79,76.79,80757,0.0,1.0
2022-03-10,77.7,77.7,76.12,76.72,76.72,114137,0.0,1.0
2022-03-09,75.61,78.42,74.96,77.0,77.0,88385,0.0,1.0
2022-03-08,80.05,80.15,75.91,77.73,77.73,108232,0.0,1.0
2022-03-07,77.0,81.2,76.13,78.91,78.91,108723,0.0,1.0
2022-03-04,71.91,76.43,71.91,75.95,75.95,81922,0.0,1.0
2022-03-03,73.79,74.785,71.09,72.26,72.26,43113,0.0,1.0
2022-03-02,75.49,77.21,73.61,74.56,74.56,78384,0.0,1.0
2022-03-01,69.75,75.5,69.75,73.83,73.83,119319,0.0,1.0
2022-02-28,67.0,69.8,66.97,68.98,68.98,95175,0.0,1.0
2022-02-25,66.07,66.99,64.61,66.1,66.1,68003,0.0,1.0
2022-02-24,64.99,67.4,63.225,65.58,65.58,119652,0.0,1.0
2022-02-23,62.87,64.435,62.3698,64.07,64.07,40129,0.0,1.0
2022-02-22,62.25,63.19,60.46,62.68,62.68,58908,0.0,1.0
2022-02-18,61.98,62.37,60.74,61.36,61.36,94681,0.0,1.0
2022-02-17,63.39,64.64,61.75,61.99,61.99,127051,0.0,1.0
2022-02-16,64.92,65.485,63.57,63.7,63.7,49231,0.0,1.0
2022-02-15,62.37,64.81,61.73,64.62,64.62,38320,0.0,1.0
2022-02-14,63.74,63.92,61.41,62.97,62.97,70409,0.0,1.0
2022-02-11,64.11,66.2,63.77,64.0,64.0,99137,0.0,1.0
2022-02-10,64.47,66.8099,63.35,63.88,63.88,62845,0.0,1.0
2022-02-09,65.1,65.68,64.26,65.45,65.45,18988,0.0,1.0
2022-02-08,66.55,66.55,64.31,64.7,64.7,42802,0.0,1.0
2022-02-07,66.35,67.1,65.29,66.74,66.74,28065,0.0,1.0
2022-02-04,67.66,67.995,66.35,66.95,66.95,44598,0.0,1.0
2022-02-03,68.06,69.015,66.37,66.96,66.96,47020,0.0,1.0
2022-02-02,69.96,69.96,67.29,68.79,68.79,32183,0.0,1.0
2022-02-01,65.45,68.92,65.15,68.37,68.37,218771,0.0,1.0
2022-01-31,64.55,67.4305,64.26,65.45,65.45,87420,0.0,1.0
2022-01-28,63.61,65.7525,62.28,64.44,64.44,64970,0.0,1.0
2022-01-27,64.78,65.31,62.735,63.91,63.91,70356,0.0,1.0
2022-01-26,65.06,67.53,63.52,63.69,63.69,79667,0.0,1.0
2022-01-25,63.94,66.4006,62.06,65.11,65.11,177125,0.0,1.0
2022-01-24,65.03,66.13,62.7267,64.96,64.96,182205,0.0,1.0
2022-01-21,68.72,70.12,66.18,66.57,66.57,65447,0.0,1.0
2022-01-20,73.82,74.88,69.69,69.7,69.7,56867,0.0,1.0
2022-01-19,74.51,75.67,73.6793,74.21,74.21,71604,0.0,1.0
2022-01-18,77.22,77.22,74.0,74.51,74.51,44114,0.0,1.0
2022-01-14,75.36,76.89,74.665,76.75,76.75,55598,0.0,1.0
2022-01-13,77.02,77.6468,75.24,75.43,75.43,54447,0.0,1.0
2022-01-12,77.37,78.49,76.79,77.1,77.1,61934,0.0,1.0
2022-01-11,75.7589,78.2,75.34,77.48,77.48,55845,0.0,1.0
2022-01-10,75.45,76.55,75.055,76.0,76.0,60428,0.0,1.0
2022-01-07,76.71,77.0904,75.7,76.29,76.29,31153,0.0,1.0
2022-01-06,77.05,79.01,75.89,77.18,77.18,49537,0.0,1.0
2022-01-05,78.79,79.35,75.54,76.01,76.01,76005,0.0,1.0
2022-01-04,75.95,78.695,75.95,78.66,78.66,108812,0.0,1.0
2022-01-03,73.0,75.87,73.0,75.58,75.58,34158,0.0,1.0
2021-12-31,73.47,73.47,71.26,72.03,72.03,41651,0.0,1.0
2021-12-30,76.94,76.995,72.97,73.19,73.19,36296,0.0,1.0
2021-12-29,76.76,78.0053,76.1,76.1,76.1,46867,0.0,1.0
2021-12-28,75.78,77.025,75.135,76.4,76.4,30388,0.0,1.0
2021-12-27,71.97,76.0,71.29,75.99,75.99,44033,0.0,1.0
2021-12-23,73.63,74.645,71.245,71.77,71.77,35436,0.0,1.0
2021-12-22,72.41,74.535,72.41,73.75,73.75,34173,0.0,1.0
2021-12-21,69.65,73.3055,69.65,72.46,72.46,47712,0.0,1.0
2021-12-20,68.95,69.45,67.21,68.48,68.48,90866,0.0,1.0
2021-12-17,68.84,70.62,67.04,70.16,70.16,366282,0.0,1.0
2021-12-16,67.02,71.49,67.02,68.93,68.93,130869,0.0,1.0
2021-12-15,66.55,67.22,64.7225,66.7,66.7,80181,0.0,1.0
2021-12-14,65.75,67.42,65.68,66.89,66.89,43837,0.0,1.0
2021-12-13,67.01,67.9,65.725,66.55,66.55,75705,0.0,1.0
2021-12-10,67.81,68.5,65.57,67.18,67.18,45754,0.0,1.0
2021-12-09,70.0,70.99,67.31,67.37,67.37,49170,0.0,1.0
2021-12-08,67.955,70.89,67.23,70.39,70.39,45775,0.0,1.0
2021-12-07,65.77,69.59,65.77,68.31,68.31,112585,0.0,1.0
2021-12-06,66.59,66.59,64.81,65.01,65.01,68128,0.0,1.0
2021-12-03,67.17,68.87,65.86,66.01,66.01,97805,0.0,1.0
2021-12-02,66.43,67.55,65.0,66.51,66.51,141389,0.0,1.0
2021-12-01,73.95,74.41,66.4,67.12,67.12,138131,0.0,1.0
2021-11-30,77.81,78.48,72.29,72.99,72.99,357247,0.0,1.0
2021-11-29,80.62,81.98,78.63,78.64,78.64,44740,0.0,1.0
2021-11-26,79.79,81.26,79.04,79.5,79.5,148171,0.0,1.0
2021-11-24,79.25,81.6,79.25,81.6,81.6,80093,0.0,1.0
2021-11-23,78.5,80.05,78.5,79.8,79.8,46773,0.0,1.0
2021-11-22,77.27,80.04,77.27,78.14,78.14,54193,0.0,1.0
2021-11-19,78.08,78.7,76.48,77.26,77.26,46410,0.0,1.0
2021-11-18,80.86,82.75,79.02,79.07,79.07,66325,0.0,1.0
2021-11-17,80.18,83.6,79.9,80.6,80.6,63743,0.0,1.0
2021-11-16,80.76,81.75,79.64,80.8,80.8,110494,0.0,1.0
2021-11-15,79.76,81.01,78.86,80.22,80.22,148412,0.0,1.0
2021-11-12,80.1,81.35,79.28,79.5,79.5,197557,0.0,1.0
