,AAOI_Open,AAOI_High,AAOI_Low,AAOI_Close,AAOI_Adj Close,AAOI_Volume,AAOI_Dividend Amount,AAOI_Split Coefficient
2021-11-24,5.87,6.05,5.77,6.03,6.03,334141,0.0,1.0
2021-11-23,5.94,6.01,5.75,5.92,5.92,624254,0.0,1.0
2021-11-22,6.18,6.2022,5.97,6.0,6.0,469707,0.0,1.0
2021-11-19,5.99,6.24,5.99,6.16,6.16,484524,0.0,1.0
2021-11-18,6.01,6.14,5.89,6.03,6.03,779930,0.0,1.0
2021-11-17,6.02,6.18,5.965,6.01,6.01,901412,0.0,1.0
2021-11-16,6.0,6.085,5.9306,6.01,6.01,698821,0.0,1.0
2021-11-15,6.09,6.3,5.99,6.04,6.04,653458,0.0,1.0
2021-11-12,6.05,6.12,5.95,6.08,6.08,704972,0.0,1.0
2021-11-11,5.77,6.14,5.77,6.04,6.04,969714,0.0,1.0
2021-11-10,5.73,5.915,5.55,5.75,5.75,922749,0.0,1.0
2021-11-09,5.9,5.94,5.73,5.75,5.75,1233259,0.0,1.0
2021-11-08,5.98,6.0,5.61,5.85,5.85,7146523,0.0,1.0
2021-11-05,6.8044,6.92,5.75,5.86,5.86,5693081,0.0,1.0
2021-11-04,8.51,8.86,8.38,8.64,8.64,1252364,0.0,1.0
2021-11-03,7.89,8.46,7.84,8.37,8.37,709868,0.0,1.0
2021-11-02,7.76,8.0,7.72,7.86,7.86,666747,0.0,1.0
2021-11-01,7.64,7.7202,7.58,7.66,7.66,301548,0.0,1.0
2021-10-29,7.61,7.71,7.61,7.65,7.65,272280,0.0,1.0
2021-10-28,7.72,7.74,7.57,7.66,7.66,380369,0.0,1.0
2021-10-27,7.5,7.88,7.5,7.69,7.69,385956,0.0,1.0
2021-10-26,7.59,7.8215,7.49,7.5,7.5,510031,0.0,1.0
2021-10-25,7.5,7.6713,7.471,7.59,7.59,252482,0.0,1.0
2021-10-22,7.5,7.61,7.41,7.5,7.5,432107,0.0,1.0
2021-10-21,7.37,7.58,7.37,7.52,7.52,234493,0.0,1.0
2021-10-20,7.42,7.57,7.3,7.41,7.41,305635,0.0,1.0
2021-10-19,7.259,7.45,7.17,7.42,7.42,233526,0.0,1.0
2021-10-18,7.17,7.28,7.1,7.16,7.16,210019,0.0,1.0
2021-10-15,7.39,7.45,7.18,7.22,7.22,210977,0.0,1.0
2021-10-14,7.25,7.58,7.25,7.34,7.34,362094,0.0,1.0
2021-10-13,6.76,7.22,6.76,7.2,7.2,361032,0.0,1.0
2021-10-12,6.83,6.94,6.74,6.75,6.75,292479,0.0,1.0
2021-10-11,6.75,6.97,6.75,6.81,6.81,195189,0.0,1.0
2021-10-08,6.94,7.065,6.77,6.79,6.79,357560,0.0,1.0
2021-10-07,6.91,7.07,6.88,6.9,6.9,463638,0.0,1.0
2021-10-06,6.8,6.92,6.71,6.87,6.87,224814,0.0,1.0
2021-10-05,6.81,7.03,6.8,6.87,6.87,310006,0.0,1.0
2021-10-04,7.23,7.25,6.795,6.81,6.81,307781,0.0,1.0
2021-10-01,7.23,7.34,7.1,7.19,7.19,261806,0.0,1.0
2021-09-30,7.08,7.25,7.08,7.18,7.18,247976,0.0,1.0
2021-09-29,7.13,7.18,6.98,7.04,7.04,273444,0.0,1.0
2021-09-28,7.18,7.29,7.05,7.05,7.05,248722,0.0,1.0
2021-09-27,7.27,7.51,7.24,7.24,7.24,297009,0.0,1.0
2021-09-24,7.17,7.33,7.08,7.24,7.24,242764,0.0,1.0
2021-09-23,7.05,7.24,7.015,7.16,7.16,228403,0.0,1.0
2021-09-22,6.87,7.13,6.8,6.98,6.98,448183,0.0,1.0
2021-09-21,7.04,7.09,6.76,6.78,6.78,351158,0.0,1.0
2021-09-20,7.25,7.305,6.94,6.97,6.97,442616,0.0,1.0
2021-09-17,7.45,7.55,7.38,7.46,7.46,515776,0.0,1.0
2021-09-16,7.29,7.49,7.13,7.46,7.46,288010,0.0,1.0
2021-09-15,7.25,7.3745,7.05,7.28,7.28,486299,0.0,1.0
2021-09-14,7.44,7.52,7.12,7.21,7.21,330662,0.0,1.0
2021-09-13,7.44,7.52,7.2164,7.45,7.45,372945,0.0,1.0
2021-09-10,7.77,7.8,7.4,7.43,7.43,259830,0.0,1.0
2021-09-09,7.8,7.97,7.58,7.72,7.72,425570,0.0,1.0
2021-09-08,7.77,8.0,7.77,7.78,7.78,292154,0.0,1.0
2021-09-07,7.7,8.0,7.7,7.81,7.81,415875,0.0,1.0
2021-09-03,7.77,7.92,7.6501,7.72,7.72,330788,0.0,1.0
2021-09-02,7.62,7.84,7.6,7.77,7.77,411490,0.0,1.0
2021-09-01,7.36,7.7,7.265,7.63,7.63,605050,0.0,1.0
2021-08-31,7.26,7.41,7.15,7.33,7.33,328266,0.0,1.0
2021-08-30,7.3,7.36,7.14,7.28,7.28,315802,0.0,1.0
2021-08-27,7.1,7.3,7.085,7.3,7.3,378145,0.0,1.0
2021-08-26,6.88,7.15,6.88,7.09,7.09,332936,0.0,1.0
2021-08-25,6.88,7.02,6.845,6.92,6.92,323185,0.0,1.0
2021-08-24,6.79,7.015,6.75,6.88,6.88,418000,0.0,1.0
2021-08-23,6.64,6.8,6.63,6.73,6.73,488889,0.0,1.0
2021-08-20,6.5,6.67,6.488,6.62,6.62,283804,0.0,1.0
2021-08-19,6.62,6.71,6.51,6.52,6.52,405058,0.0,1.0
2021-08-18,6.54,6.82,6.445,6.69,6.69,504391,0.0,1.0
2021-08-17,6.74,6.74,6.39,6.52,6.52,861762,0.0,1.0
2021-08-16,7.04,7.15,6.76,6.76,6.76,450161,0.0,1.0
2021-08-13,6.96,7.2,6.74,7.04,7.04,791430,0.0,1.0
2021-08-12,7.0,7.0899,6.815,7.0,7.0,534468,0.0,1.0
2021-08-11,7.15,7.2,6.93,6.97,6.97,696153,0.0,1.0
2021-08-10,7.54,7.6,7.06,7.12,7.12,585954,0.0,1.0
2021-08-09,7.2,7.61,7.15,7.52,7.52,740196,0.0,1.0
2021-08-06,7.27,7.27,6.85,7.15,7.15,1627479,0.0,1.0
2021-08-05,7.71,7.875,7.62,7.7,7.7,485298,0.0,1.0
2021-08-04,7.51,7.72,7.38,7.71,7.71,563281,0.0,1.0
2021-08-03,7.64,7.67,7.38,7.62,7.62,672266,0.0,1.0
2021-08-02,7.76,7.92,7.625,7.64,7.64,421250,0.0,1.0
2021-07-30,7.69,7.86,7.67,7.73,7.73,369693,0.0,1.0
2021-07-29,7.61,7.805,7.6,7.77,7.77,320906,0.0,1.0
2021-07-28,7.3,7.61,7.3,7.55,7.55,451134,0.0,1.0
2021-07-27,7.36,7.46,7.11,7.21,7.21,453107,0.0,1.0
2021-07-26,7.53,7.53,7.3,7.35,7.35,348810,0.0,1.0
2021-07-23,7.37,7.4184,7.18,7.33,7.33,407919,0.0,1.0
2021-07-22,7.64,7.65,7.33,7.4,7.4,460916,0.0,1.0
2021-07-21,7.44,7.81,7.44,7.71,7.71,319411,0.0,1.0
2021-07-20,7.3,7.495,7.145,7.41,7.41,453852,0.0,1.0
2021-07-19,7.22,7.31,6.95,7.27,7.27,685241,0.0,1.0
2021-07-16,7.56,7.66,7.3,7.31,7.31,405970,0.0,1.0
2021-07-15,7.63,7.69,7.39,7.52,7.52,489706,0.0,1.0
2021-07-14,7.87,7.96,7.62,7.62,7.62,425876,0.0,1.0
2021-07-13,7.94,7.99,7.82,7.83,7.83,248696,0.0,1.0
2021-07-12,8.05,8.1,7.92,7.955,7.955,358269,0.0,1.0
2021-07-09,7.78,8.09,7.77,8.02,8.02,415209,0.0,1.0
2021-07-08,7.66,7.8615,7.56,7.76,7.76,561817,0.0,1.0
2021-07-07,8.14,8.265,7.76,7.8,7.8,526187,0.0,1.0
2021-07-06,8.43,8.43,8.0232,8.16,8.16,561013,0.0,1.0
2021-07-02,8.47,8.5,8.29,8.39,8.39,326162,0.0,1.0
2021-07-01,8.58,8.6,8.34,8.4,8.4,387550,0.0,1.0
2021-06-30,8.63,8.73,8.42,8.47,8.47,483499,0.0,1.0
2021-06-29,8.85,9.19,8.56,8.67,8.67,550656,0.0,1.0
2021-06-28,8.87,9.25,8.84,8.86,8.86,762100,0.0,1.0
2021-06-25,8.47,8.84,8.4611,8.82,8.82,3761316,0.0,1.0
2021-06-24,8.43,8.54,8.37,8.4,8.4,475615,0.0,1.0
2021-06-23,8.45,8.64,8.33,8.36,8.36,334918,0.0,1.0
2021-06-22,8.33,8.53,8.2913,8.47,8.47,531478,0.0,1.0
2021-06-21,8.3,8.47,8.16,8.34,8.34,497403,0.0,1.0
2021-06-18,8.65,8.65,8.11,8.24,8.24,836466,0.0,1.0
2021-06-17,8.8,8.9,8.62,8.62,8.62,384192,0.0,1.0
2021-06-16,8.64,8.85,8.51,8.78,8.78,355842,0.0,1.0
2021-06-15,8.755,8.8799,8.64,8.69,8.69,358216,0.0,1.0
2021-06-14,8.78,9.03,8.76,8.79,8.79,446002,0.0,1.0
2021-06-11,8.845,8.845,8.6547,8.79,8.79,279624,0.0,1.0
2021-06-10,8.7,8.8,8.53,8.63,8.63,387952,0.0,1.0
2021-06-09,8.85,8.98,8.652,8.69,8.69,368087,0.0,1.0
2021-06-08,8.73,9.03,8.73,8.85,8.85,583323,0.0,1.0
2021-06-07,8.42,8.74,8.42,8.68,8.68,510162,0.0,1.0
2021-06-04,8.39,8.549,8.38,8.44,8.44,413113,0.0,1.0
2021-06-03,8.62,8.69,8.37,8.39,8.39,509546,0.0,1.0
2021-06-02,8.56,8.7438,8.56,8.64,8.64,761040,0.0,1.0
2021-06-01,8.29,8.56,8.13,8.54,8.54,580595,0.0,1.0
2021-05-28,8.3,8.58,8.21,8.23,8.23,415896,0.0,1.0
2021-05-27,8.08,8.32,8.01,8.21,8.21,513930,0.0,1.0
2021-05-26,7.75,8.09,7.7,8.04,8.04,469597,0.0,1.0
2021-05-25,7.91,7.99,7.7,7.71,7.71,509009,0.0,1.0
2021-05-24,8.1,8.1599,7.825,7.85,7.85,581068,0.0,1.0
2021-05-21,7.98,8.23,7.9099,8.06,8.06,588497,0.0,1.0
2021-05-20,7.78,8.15,7.78,7.89,7.89,658189,0.0,1.0
2021-05-19,7.62,7.82,7.53,7.78,7.78,343642,0.0,1.0
2021-05-18,7.79,8.04,7.73,7.78,7.78,405734,0.0,1.0
2021-05-17,7.47,7.91,7.36,7.78,7.78,535476,0.0,1.0
2021-05-14,7.24,7.525,7.11,7.47,7.47,430128,0.0,1.0
2021-05-13,7.08,7.47,7.0412,7.17,7.17,717834,0.0,1.0
2021-05-12,7.2,7.38,7.04,7.13,7.13,783390,0.0,1.0
2021-05-11,7.3,7.6,7.11,7.35,7.35,683316,0.0,1.0
2021-05-10,7.57,7.6754,7.25,7.53,7.53,873386,0.0,1.0
2021-05-07,7.16,7.9,6.81,7.58,7.58,1067095,0.0,1.0
2021-05-06,7.0,7.24,6.75,7.22,7.22,989640,0.0,1.0
2021-05-05,7.36,7.4,7.0,7.05,7.05,640480,0.0,1.0
2021-05-04,7.19,7.33,6.87,7.26,7.26,903274,0.0,1.0
2021-05-03,7.49,7.545,7.22,7.3,7.3,852632,0.0,1.0
2021-04-30,7.81,7.8276,7.4,7.41,7.41,1011360,0.0,1.0
2021-04-29,8.26,8.26,7.81,7.91,7.91,480118,0.0,1.0
2021-04-28,8.09,8.24,7.98,8.2,8.2,261108,0.0,1.0
2021-04-27,8.29,8.29,8.1,8.13,8.13,360102,0.0,1.0
2021-04-26,8.29,8.46,8.17,8.28,8.28,511322,0.0,1.0
2021-04-23,8.08,8.31,7.99,8.27,8.27,489092,0.0,1.0
2021-04-22,7.9,8.09,7.81,8.01,8.01,427600,0.0,1.0
2021-04-21,7.55,7.93,7.45,7.92,7.92,385469,0.0,1.0
2021-04-20,7.67,7.71,7.395,7.58,7.58,633156,0.0,1.0
2021-04-19,7.88,8.02,7.59,7.72,7.72,544302,0.0,1.0
2021-04-16,7.9,7.955,7.68,7.89,7.89,432679,0.0,1.0
2021-04-15,8.35,8.35,7.8,7.88,7.88,696362,0.0,1.0
2021-04-14,8.22,8.53,8.1001,8.29,8.29,341778,0.0,1.0
2021-04-13,8.24,8.39,8.11,8.22,8.22,649883,0.0,1.0
2021-04-12,8.41,8.45,8.17,8.27,8.27,342402,0.0,1.0
2021-04-09,8.32,8.5099,8.27,8.44,8.44,350859,0.0,1.0
2021-04-08,8.52,8.52,8.28,8.41,8.41,301874,0.0,1.0
2021-04-07,8.45,8.6,8.31,8.48,8.48,382791,0.0,1.0
2021-04-06,8.64,8.7399,8.45,8.47,8.47,444914,0.0,1.0
2021-04-05,8.92,8.93,8.42,8.69,8.69,1358976,0.0,1.0
2021-04-01,8.32,8.88,8.32,8.82,8.82,618088,0.0,1.0
2021-03-31,8.06,8.43,7.99,8.36,8.36,480110,0.0,1.0
2021-03-30,7.94,8.02,7.79,7.97,7.97,472621,0.0,1.0
2021-03-29,8.29,8.41,7.96,8.01,8.01,686435,0.0,1.0
2021-03-26,7.88,8.29,7.88,8.29,8.29,511219,0.0,1.0
2021-03-25,7.68,7.9785,7.53,7.84,7.84,496639,0.0,1.0
2021-03-24,8.23,8.26,7.69,7.7,7.7,924433,0.0,1.0
2021-03-23,8.35,8.45,8.05,8.09,8.09,642392,0.0,1.0
2021-03-22,8.51,8.662,8.37,8.48,8.48,529020,0.0,1.0
2021-03-19,8.49,8.62,8.34,8.48,8.48,1006752,0.0,1.0
2021-03-18,8.74,9.02,8.27,8.37,8.37,582979,0.0,1.0
2021-03-17,8.74,8.85,8.565,8.77,8.77,555553,0.0,1.0
2021-03-16,9.02,9.22,8.77,8.9,8.9,707081,0.0,1.0
2021-03-15,8.95,9.11,8.86,9.04,9.04,595708,0.0,1.0
2021-03-12,8.8,9.055,8.71,8.95,8.95,516341,0.0,1.0
2021-03-11,8.6,8.99,8.57,8.85,8.85,646859,0.0,1.0
2021-03-10,8.62,8.87,8.35,8.47,8.47,821954,0.0,1.0
2021-03-09,7.97,8.55,7.94,8.45,8.45,810695,0.0,1.0
2021-03-08,8.06,8.23,7.75,7.76,7.76,636823,0.0,1.0
2021-03-05,7.96,8.1,7.33,8.045,8.045,1237374,0.0,1.0
2021-03-04,8.35,8.6299,7.7,7.99,7.99,1238426,0.0,1.0
2021-03-03,8.67,8.79,8.35,8.36,8.36,1044202,0.0,1.0
2021-03-02,8.7,8.84,8.38,8.625,8.625,1585479,0.0,1.0
2021-03-01,9.52,9.635,8.82,9.02,9.02,1276558,0.0,1.0
2021-02-26,10.53,10.72,9.2011,9.325,9.325,1832115,0.0,1.0
2021-02-25,11.61,11.8,10.97,11.17,11.17,651233,0.0,1.0
2021-02-24,11.36,11.73,11.05,11.61,11.61,485250,0.0,1.0
2021-02-23,11.41,11.54,10.41,11.4,11.4,784475,0.0,1.0
2021-02-22,12.19,12.373,11.74,11.74,11.74,447489,0.0,1.0
2021-02-19,12.0,12.5,11.9004,12.3,12.3,572499,0.0,1.0
2021-02-18,12.22,12.39,11.9,11.94,11.94,605646,0.0,1.0
2021-02-17,12.77,12.82,12.08,12.36,12.36,422791,0.0,1.0
2021-02-16,12.3,12.97,12.08,12.83,12.83,746028,0.0,1.0
2021-02-12,12.59,12.64,12.02,12.25,12.25,455336,0.0,1.0
2021-02-11,11.9,12.38,11.6,12.36,12.36,524157,0.0,1.0
2021-02-10,12.39,12.54,11.63,11.75,11.75,604563,0.0,1.0
2021-02-09,12.48,12.5,12.08,12.37,12.37,404751,0.0,1.0
2021-02-08,11.85,12.5,11.85,12.34,12.34,571481,0.0,1.0
2021-02-05,11.51,11.82,11.37,11.73,11.73,509714,0.0,1.0
2021-02-04,10.75,11.45,10.74,11.39,11.39,666386,0.0,1.0
2021-02-03,10.72,11.03,10.61,10.86,10.86,439862,0.0,1.0
2021-02-02,11.05,11.08,10.26,10.63,10.63,653937,0.0,1.0
2021-02-01,11.46,11.46,10.45,11.0,11.0,758600,0.0,1.0
2021-01-29,11.41,12.0,10.9474,11.01,11.01,892476,0.0,1.0
2021-01-28,12.01,12.17,10.8701,11.3,11.3,1232124,0.0,1.0
2021-01-27,11.06,13.9488,11.0,12.17,12.17,3545859,0.0,1.0
2021-01-26,11.13,11.19,10.66,11.14,11.14,1228737,0.0,1.0
2021-01-25,10.43,11.15,10.43,10.95,10.95,818407,0.0,1.0
2021-01-22,10.35,10.54,10.155,10.47,10.47,489676,0.0,1.0
2021-01-21,10.75,10.75,10.25,10.49,10.49,485957,0.0,1.0
2021-01-20,10.87,11.11,10.68,10.77,10.77,796887,0.0,1.0
2021-01-19,10.95,10.95,10.5202,10.71,10.71,754059,0.0,1.0
2021-01-15,10.5,10.94,10.37,10.79,10.79,945704,0.0,1.0
2021-01-14,10.2,10.55,10.19,10.47,10.47,756534,0.0,1.0
2021-01-13,10.43,10.44,9.845,10.17,10.17,806575,0.0,1.0
2021-01-12,10.34,10.56,10.235,10.4,10.4,897777,0.0,1.0
2021-01-11,10.06,10.33,9.74,10.28,10.28,771067,0.0,1.0
2021-01-08,10.11,10.42,9.93,10.19,10.19,1473398,0.0,1.0
2021-01-07,9.7748,9.87,9.54,9.64,9.64,646145,0.0,1.0
2021-01-06,8.92,9.7,8.8,9.58,9.58,1487788,0.0,1.0
2021-01-05,8.47,8.99,8.4202,8.91,8.91,863853,0.0,1.0
2021-01-04,8.58,8.97,8.49,8.76,8.76,782773,0.0,1.0
2020-12-31,8.6,8.6958,8.455,8.51,8.51,638427,0.0,1.0
2020-12-30,8.85,8.9,8.58,8.6,8.6,535255,0.0,1.0
2020-12-29,8.92,9.09,8.68,8.8,8.8,1173296,0.0,1.0
2020-12-28,8.87,9.11,8.83,8.93,8.93,509622,0.0,1.0
2020-12-24,9.02,9.04,8.66,8.77,8.77,477223,0.0,1.0
2020-12-23,8.99,9.2,8.71,9.0,9.0,625598,0.0,1.0
2020-12-22,8.38,9.1153,8.26,8.89,8.89,1001769,0.0,1.0
2020-12-21,8.34,8.45,8.18,8.38,8.38,627037,0.0,1.0
2020-12-18,8.56,8.59,8.42,8.51,8.51,697523,0.0,1.0
2020-12-17,8.4,8.6598,8.31,8.5,8.5,673154,0.0,1.0
2020-12-16,8.49,8.51,8.25,8.32,8.32,453966,0.0,1.0
2020-12-15,8.26,8.52,8.2,8.41,8.41,1128666,0.0,1.0
2020-12-14,7.87,8.07,7.82,7.93,7.93,556758,0.0,1.0
2020-12-11,7.84,7.91,7.62,7.76,7.76,721066,0.0,1.0
2020-12-10,7.97,8.04,7.76,7.9,7.9,489434,0.0,1.0
2020-12-09,8.4,8.45,7.81,7.88,7.88,781483,0.0,1.0
2020-12-08,8.39,8.53,8.26,8.4,8.4,701058,0.0,1.0
2020-12-07,8.44,8.47,8.25,8.39,8.39,500264,0.0,1.0
2020-12-04,8.18,8.485,8.18,8.45,8.45,461075,0.0,1.0
2020-12-03,8.35,8.44,8.18,8.2,8.2,533872,0.0,1.0
2020-12-02,8.07,8.37,8.02,8.32,8.32,411050,0.0,1.0
2020-12-01,8.33,8.3801,8.02,8.15,8.15,694538,0.0,1.0
2020-11-30,8.18,8.385,8.14,8.31,8.31,587415,0.0,1.0
2020-11-27,8.52,8.6,8.1,8.14,8.14,527501,0.0,1.0
2020-11-25,7.97,8.59,7.88,8.43,8.43,1077511,0.0,1.0
2020-11-24,7.9,7.95,7.62,7.91,7.91,868227,0.0,1.0
2020-11-23,8.03,8.15,7.8,7.84,7.84,762789,0.0,1.0
2020-11-20,7.74,8.13,7.74,7.92,7.92,690017,0.0,1.0
2020-11-19,7.54,7.78,7.415,7.77,7.77,929374,0.0,1.0
2020-11-18,7.51,7.81,7.2897,7.54,7.54,1158690,0.0,1.0
2020-11-17,7.5,7.62,7.37,7.48,7.48,625706,0.0,1.0
2020-11-16,7.64,7.7,7.24,7.51,7.51,963732,0.0,1.0
2020-11-13,7.67,7.7237,7.38,7.59,7.59,708939,0.0,1.0
2020-11-12,7.63,7.8799,7.59,7.63,7.63,714485,0.0,1.0
2020-11-11,7.43,7.75,7.35,7.65,7.65,674554,0.0,1.0
2020-11-10,7.7,7.735,7.2,7.4,7.4,1074027,0.0,1.0
2020-11-09,7.91,8.13,7.7,7.715,7.715,883809,0.0,1.0
2020-11-06,8.1135,8.5,7.59,7.69,7.69,2623099,0.0,1.0
2020-11-05,9.17,10.2,9.015,10.02,10.02,1102467,0.0,1.0
2020-11-04,9.17,9.3,8.825,9.07,9.07,579382,0.0,1.0
2020-11-03,8.8,9.36,8.63,9.14,9.14,583551,0.0,1.0
2020-11-02,8.82,8.98,8.51,8.715,8.715,535348,0.0,1.0
2020-10-30,9.15,9.22,8.469,8.78,8.78,1046792,0.0,1.0
2020-10-29,9.57,9.62,9.33,9.36,9.36,534056,0.0,1.0
2020-10-28,9.75,9.855,9.43,9.57,9.57,420106,0.0,1.0
2020-10-27,10.07,10.1999,9.79,9.96,9.96,353126,0.0,1.0
2020-10-26,10.41,10.4387,9.9,10.02,10.02,359228,0.0,1.0
2020-10-23,10.44,10.54,10.07,10.17,10.17,669286,0.0,1.0
2020-10-22,10.63,10.645,10.29,10.39,10.39,604925,0.0,1.0
2020-10-21,10.85,10.95,10.64,10.645,10.645,396566,0.0,1.0
2020-10-20,11.0,11.0932,10.75,10.86,10.86,246768,0.0,1.0
2020-10-19,11.06,11.1751,10.86,10.89,10.89,296206,0.0,1.0
2020-10-16,11.21,11.4,10.96,10.98,10.98,263142,0.0,1.0
2020-10-15,11.0,11.28,10.77,11.22,11.22,283517,0.0,1.0
2020-10-14,11.5,11.56,11.11,11.18,11.18,312059,0.0,1.0
2020-10-13,11.37,11.71,11.2,11.5,11.5,254693,0.0,1.0
2020-10-12,11.79,11.84,11.36,11.4,11.4,360206,0.0,1.0
2020-10-09,11.79,11.94,11.46,11.83,11.83,334255,0.0,1.0
2020-10-08,11.51,11.85,11.3,11.59,11.59,361303,0.0,1.0
2020-10-07,11.28,11.61,11.26,11.48,11.48,364542,0.0,1.0
2020-10-06,11.49,11.85,11.01,11.2,11.2,482830,0.0,1.0
2020-10-05,11.49,11.62,11.17,11.49,11.49,346006,0.0,1.0
2020-10-02,10.77,11.36,10.55,11.33,11.33,347083,0.0,1.0
2020-10-01,11.4,11.4066,11.0374,11.22,11.22,275192,0.0,1.0
2020-09-30,11.23,11.6,11.1,11.25,11.25,443332,0.0,1.0
2020-09-29,10.95,11.36,10.8559,11.24,11.24,386267,0.0,1.0
2020-09-28,10.95,11.18,10.66,10.95,10.95,453760,0.0,1.0
2020-09-25,10.38,10.77,10.3,10.73,10.73,275502,0.0,1.0
2020-09-24,10.39,10.73,10.05,10.42,10.42,479160,0.0,1.0
2020-09-23,11.1,11.32,10.4,10.46,10.46,737762,0.0,1.0
2020-09-22,11.19,11.68,10.84,11.11,11.11,814525,0.0,1.0
2020-09-21,10.18,11.09,10.0,11.04,11.04,804083,0.0,1.0
2020-09-18,10.52,10.54,10.17,10.29,10.29,777953,0.0,1.0
2020-09-17,10.19,10.52,10.0566,10.43,10.43,321808,0.0,1.0
2020-09-16,10.47,10.67,10.36,10.44,10.44,342469,0.0,1.0
2020-09-15,10.37,10.71,10.313,10.41,10.41,462133,0.0,1.0
2020-09-14,9.84,10.32,9.73,10.21,10.21,545302,0.0,1.0
2020-09-11,9.88,10.03,9.58,9.7,9.7,531265,0.0,1.0
2020-09-10,10.39,10.46,9.86,9.86,9.86,506359,0.0,1.0
2020-09-09,10.11,10.38,9.91,10.24,10.24,594903,0.0,1.0
2020-09-08,10.17,10.46,9.93,9.94,9.94,607942,0.0,1.0
2020-09-04,11.0,11.07,9.88,10.52,10.52,948597,0.0,1.0
2020-09-03,12.41,12.41,10.51,10.95,10.95,1604640,0.0,1.0
2020-09-02,11.74,12.68,11.74,12.63,12.63,1122251,0.0,1.0
2020-09-01,11.63,11.776,11.33,11.675,11.675,516842,0.0,1.0
2020-08-31,11.68,11.8,11.46,11.63,11.63,558315,0.0,1.0
2020-08-28,11.46,11.77,11.39,11.65,11.65,573346,0.0,1.0
2020-08-27,11.64,11.86,11.45,11.55,11.55,663195,0.0,1.0
2020-08-26,12.0,12.14,11.74,11.79,11.79,732533,0.0,1.0
2020-08-25,11.7,12.385,11.56,12.0,12.0,832431,0.0,1.0
2020-08-24,11.74,12.08,11.64,11.65,11.65,827523,0.0,1.0
2020-08-21,12.52,12.61,11.57,11.65,11.65,1479253,0.0,1.0
2020-08-20,13.03,13.03,12.445,12.57,12.57,618358,0.0,1.0
2020-08-19,12.97,13.41,12.97,13.09,13.09,702552,0.0,1.0
2020-08-18,13.24,13.3,12.64,13.02,13.02,682111,0.0,1.0
2020-08-17,13.36,13.52,12.96,13.35,13.35,1009931,0.0,1.0
2020-08-14,13.44,13.73,12.98,13.28,13.28,991525,0.0,1.0
2020-08-13,13.29,13.78,13.23,13.46,13.46,776705,0.0,1.0
2020-08-12,13.69,13.89,13.2,13.38,13.38,786476,0.0,1.0
2020-08-11,14.0,14.54,13.45,13.57,13.57,1292958,0.0,1.0
2020-08-10,15.89,15.92,13.705,13.82,13.82,1967423,0.0,1.0
2020-08-07,17.31,17.57,15.63,15.8,15.8,4356686,0.0,1.0
2020-08-06,16.04,16.04,14.922,15.05,15.05,1921123,0.0,1.0
2020-08-05,16.48,16.5,15.84,16.11,16.11,1693186,0.0,1.0
2020-08-04,15.96,16.5399,15.43,16.36,16.36,1316359,0.0,1.0
2020-08-03,14.41,16.75,14.21,16.06,16.06,3124736,0.0,1.0
2020-07-31,14.07,14.8,13.72,14.21,14.21,1207053,0.0,1.0
2020-07-30,13.25,14.05,13.07,13.87,13.87,803474,0.0,1.0
2020-07-29,13.29,13.75,13.2,13.53,13.53,761331,0.0,1.0
2020-07-28,13.92,13.92,13.14,13.24,13.24,693813,0.0,1.0
2020-07-27,13.77,14.22,13.64,13.97,13.97,821572,0.0,1.0
2020-07-24,13.95,13.96,13.13,13.62,13.62,1090829,0.0,1.0
2020-07-23,14.43,14.5,13.62,14.23,14.23,1056244,0.0,1.0
2020-07-22,13.93,15.13,13.33,14.39,14.39,2532562,0.0,1.0
2020-07-21,13.01,14.262,12.43,13.925,13.925,3153058,0.0,1.0
2020-07-20,11.22,12.2,11.16,12.015,12.015,862811,0.0,1.0
2020-07-17,10.65,11.41,10.61,11.24,11.24,746000,0.0,1.0
2020-07-16,10.98,11.03,10.35,10.66,10.665,730600,0.0,1.0
2020-07-15,10.89,11.41,10.8,11.12,11.12,542000,0.0,1.0
2020-07-14,10.8,10.84,10.12,10.71,10.71,645400,0.0,1.0
2020-07-13,11.7,11.8,10.76,10.8,10.8,833500,0.0,1.0
2020-07-10,12.0,12.06,11.22,11.51,11.51,884600,0.0,1.0
2020-07-09,11.29,12.25,11.16,12.0,12.0,1593200,0.0,1.0
2020-07-08,11.18,11.64,11.02,11.29,11.29,466900,0.0,1.0
2020-07-07,11.47,11.52,11.06,11.15,11.15,697700,0.0,1.0
2020-07-06,11.05,12.02,11.05,11.58,11.58,1390600,0.0,1.0
2020-07-02,10.48,11.03,10.39,10.79,10.79,881000,0.0,1.0
2020-07-01,10.67,10.72,9.9,10.19,10.19,1267900,0.0,1.0
2020-06-30,9.35,11.17,9.35,10.87,10.87,1792800,0.0,1.0
2020-06-29,9.39,9.57,9.16,9.41,9.41,330700,0.0,1.0
2020-06-26,9.35,9.41,9.14,9.31,9.31,473272,0.0,1.0
2020-06-25,9.32,9.425,9.11,9.38,9.38,354859,0.0,1.0
2020-06-24,9.69,9.79,9.31,9.34,9.34,480730,0.0,1.0
2020-06-23,10.01,10.04,9.52,9.8,9.8,522777,0.0,1.0
2020-06-22,9.76,10.16,9.75,9.94,9.94,635790,0.0,1.0
2020-06-19,9.98,10.18,9.62,9.8,9.8,943719,0.0,1.0
