,AAOI_Open,AAOI_High,AAOI_Low,AAOI_Close,AAOI_Adj Close,AAOI_Volume,AAOI_Dividend Amount,AAOI_Split Coefficient
2019-01-09,16.22,16.57,15.91,16.12,16.12,597419,0.0,1.0
2019-01-08,15.9,16.39,15.77,16.01,16.01,477634,0.0,1.0
2019-01-07,15.68,16.033,15.33,15.68,15.68,546257,0.0,1.0
2019-01-04,15.33,15.77,15.16,15.54,15.54,765396,0.0,1.0
2019-01-03,15.51,15.8,15.015,15.06,15.06,398444,0.0,1.0
2019-01-02,15.0,16.29,14.8501,15.88,15.88,478337,0.0,1.0
2018-12-31,15.11,15.54,14.41,15.43,15.43,774094,0.0,1.0
2018-12-28,14.94,15.32,14.57,15.03,15.03,662407,0.0,1.0
2018-12-27,14.72,15.43,14.33,14.92,14.92,651678,0.0,1.0
2018-12-26,14.0,14.975,13.8866,14.93,14.93,667402,0.0,1.0
2018-12-24,14.0,14.47,13.42,13.84,13.84,842505,0.0,1.0
2018-12-21,15.2,15.4,14.141,14.53,14.53,1762981,0.0,1.0
2018-12-20,14.88,15.97,14.88,15.22,15.22,932243,0.0,1.0
2018-12-19,15.41,16.1,14.63,14.91,14.91,1467939,0.0,1.0
2018-12-18,17.31,17.68,15.14,15.41,15.41,1744817,0.0,1.0
2018-12-17,17.5,17.98,16.927,17.11,17.11,838479,0.0,1.0
2018-12-14,18.92,19.07,17.55,17.6,17.6,934135,0.0,1.0
2018-12-13,20.03,20.13,19.02,19.1,19.1,406990,0.0,1.0
2018-12-12,20.04,20.2,19.54,19.84,19.84,441102,0.0,1.0
2018-12-11,20.0,20.32,19.25,19.77,19.77,506664,0.0,1.0
2018-12-10,19.08,19.82,18.94,19.74,19.74,511524,0.0,1.0
2018-12-07,19.93,20.39,19.05,19.14,19.14,834894,0.0,1.0
2018-12-06,20.61,20.82,18.68,20.02,20.02,973615,0.0,1.0
2018-12-04,21.5,21.91,21.04,21.16,21.16,614508,0.0,1.0
2018-12-03,21.12,21.92,20.88,21.58,21.58,704028,0.0,1.0
2018-11-30,20.29,20.59,19.94,20.59,20.59,574033,0.0,1.0
2018-11-29,20.59,20.8,20.0677,20.28,20.28,300504,0.0,1.0
2018-11-28,20.16,20.73,19.81,20.66,20.66,337303,0.0,1.0
2018-11-27,20.18,20.87,19.83,20.0,20.0,447600,0.0,1.0
2018-11-26,20.5,21.32,20.12,20.41,20.41,1168982,0.0,1.0
2018-11-23,20.14,20.98,20.1201,20.33,20.33,250940,0.0,1.0
2018-11-21,19.9,20.69,19.9,20.26,20.26,508466,0.0,1.0
2018-11-20,19.18,20.13,19.02,19.65,19.65,507581,0.0,1.0
2018-11-19,20.83,20.83,19.44,19.69,19.69,549824,0.0,1.0
2018-11-16,21.13,21.39,20.47,20.99,20.99,477920,0.0,1.0
2018-11-15,20.11,21.49,20.06,21.34,21.34,640496,0.0,1.0
2018-11-14,20.5,21.41,20.18,20.19,20.19,999697,0.0,1.0
2018-11-13,19.55,20.82,19.55,20.16,20.16,1159696,0.0,1.0
2018-11-12,21.13,21.2688,19.2301,19.625,19.625,1586265,0.0,1.0
2018-11-09,21.4,23.38,21.13,21.66,21.66,2005990,0.0,1.0
2018-11-08,18.0,22.83,17.95,21.7,21.7,4030226,0.0,1.0
2018-11-07,20.0,20.0,18.5669,19.38,19.38,2371091,0.0,1.0
2018-11-06,19.4,20.44,19.01,20.3,20.3,828842,0.0,1.0
2018-11-05,20.39,20.4597,18.41,19.44,19.44,1678419,0.0,1.0
2018-11-02,20.11,20.85,19.72,20.49,20.49,870952,0.0,1.0
2018-11-01,18.67,20.31,18.16,20.14,20.14,1711359,0.0,1.0
2018-10-31,20.32,20.5,19.6,19.63,19.63,901591,0.0,1.0
2018-10-30,20.22,20.3,19.07,20.04,20.04,1026114,0.0,1.0
2018-10-29,20.86,21.4525,20.085,20.32,20.32,1067349,0.0,1.0
2018-10-26,21.05,21.39,20.44,20.52,20.52,1184072,0.0,1.0
2018-10-25,20.72,21.82,20.7088,21.56,21.56,686404,0.0,1.0
2018-10-24,22.28,22.54,20.51,20.55,20.55,963717,0.0,1.0
2018-10-23,21.86,22.56,21.4543,22.25,22.25,685670,0.0,1.0
2018-10-22,21.85,22.785,21.85,22.31,22.31,801917,0.0,1.0
2018-10-19,22.9,23.47,21.85,21.91,21.91,1074853,0.0,1.0
2018-10-18,22.98,23.38,22.21,22.85,22.85,842941,0.0,1.0
2018-10-17,23.21,23.4,22.52,23.15,23.15,468910,0.0,1.0
2018-10-16,22.53,23.57,22.2457,23.37,23.37,642021,0.0,1.0
2018-10-15,22.91,24.12,22.32,22.35,22.35,938563,0.0,1.0
2018-10-12,22.54,23.22,22.29,22.92,22.92,971591,0.0,1.0
2018-10-11,20.7585,23.1799,20.7585,22.02,22.02,1688208,0.0,1.0
2018-10-10,22.38,22.5284,21.255,21.32,21.32,1003390,0.0,1.0
2018-10-09,22.68,23.33,22.25,22.56,22.56,1008691,0.0,1.0
2018-10-08,23.73,24.23,22.12,22.85,22.85,1107848,0.0,1.0
2018-10-05,24.47,24.6473,23.6,23.99,23.99,787635,0.0,1.0
2018-10-04,25.48,25.86,24.11,24.54,24.54,1533011,0.0,1.0
2018-10-03,23.28,25.264,22.15,24.91,24.91,2168945,0.0,1.0
2018-10-02,23.9,24.69,23.05,23.36,23.36,1385728,0.0,1.0
2018-10-01,25.37,25.48,23.93,24.0,24.0,2170958,0.0,1.0
2018-09-28,24.0,25.78,23.8,24.66,24.66,6187653,0.0,1.0
2018-09-27,28.18,28.52,26.712,28.36,28.36,4045323,0.0,1.0
2018-09-26,33.38,33.66,31.26,31.34,31.34,1214993,0.0,1.0
2018-09-25,33.3273,33.79,32.669,33.56,33.56,738124,0.0,1.0
2018-09-24,32.64,33.47,32.54,33.21,33.21,743476,0.0,1.0
2018-09-21,32.85,33.09,32.4971,32.72,32.72,841285,0.0,1.0
2018-09-20,31.01,32.9,30.43,32.87,32.87,1434295,0.0,1.0
2018-09-19,32.65,32.78,31.1,31.18,31.18,1403982,0.0,1.0
2018-09-18,33.83,34.42,32.5,32.54,32.54,1230195,0.0,1.0
2018-09-17,34.07,34.34,33.0524,34.04,34.04,711375,0.0,1.0
2018-09-14,35.0,35.51,34.03,34.19,34.19,1434146,0.0,1.0
2018-09-13,33.63,34.59,33.4,33.79,33.79,807846,0.0,1.0
2018-09-12,32.86,33.9633,32.37,33.66,33.66,669607,0.0,1.0
2018-09-11,32.89,33.2,32.42,33.05,33.05,472600,0.0,1.0
2018-09-10,32.07,33.36,31.9,33.13,33.13,752086,0.0,1.0
2018-09-07,32.15,33.14,31.65,32.04,32.04,1558537,0.0,1.0
2018-09-06,34.06,34.52,32.05,32.24,32.24,1519857,0.0,1.0
2018-09-05,36.74,37.26,33.44,34.25,34.25,2443643,0.0,1.0
2018-09-04,41.27,41.27,36.05,36.72,36.72,3086500,0.0,1.0
2018-08-31,41.51,41.87,41.221,41.36,41.36,381054,0.0,1.0
2018-08-30,42.49,42.84,41.54,41.62,41.62,505126,0.0,1.0
2018-08-29,42.95,43.95,42.31,42.39,42.39,1555029,0.0,1.0
2018-08-28,42.2,42.77,41.68,42.74,42.74,374050,0.0,1.0
2018-08-27,42.95,43.21,42.07,42.11,42.11,570933,0.0,1.0
2018-08-24,43.1,43.3,42.465,42.87,42.87,734474,0.0,1.0
2018-08-23,41.72,43.37,41.72,42.79,42.79,1142377,0.0,1.0
2018-08-22,40.65,41.86,40.15,41.83,41.83,764699,0.0,1.0
2018-08-21,40.45,41.14,40.146,40.61,40.61,531663,0.0,1.0
2018-08-20,40.05,40.76,39.5,40.27,40.27,603802,0.0,1.0
2018-08-17,39.91,40.33,39.18,40.16,40.16,700504,0.0,1.0
2018-08-16,41.51,41.85,39.37,39.58,39.58,1275076,0.0,1.0
2018-08-15,41.25,41.66,40.05,41.34,41.34,786169,0.0,1.0
2018-08-14,42.73,43.18,41.15,41.68,41.68,972979,0.0,1.0
2018-08-13,42.19,43.35,41.53,42.28,42.28,850414,0.0,1.0
2018-08-10,39.45,43.15,38.9,42.5,42.5,2057566,0.0,1.0
2018-08-09,41.17,42.15,39.75,40.1,40.1,1707285,0.0,1.0
2018-08-08,46.0,46.0,40.28,40.92,40.92,5951349,0.0,1.0
2018-08-07,39.29,39.45,36.88,37.23,37.23,2884292,0.0,1.0
2018-08-06,39.71,39.8499,38.62,38.98,38.98,1006907,0.0,1.0
2018-08-03,38.34,39.68,38.205,39.42,39.42,1219050,0.0,1.0
2018-08-02,36.39,38.25,35.56,38.14,38.14,634272,0.0,1.0
2018-08-01,38.18,38.96,36.8,37.4,37.4,942664,0.0,1.0
2018-07-31,37.99,39.1429,37.43,38.43,38.43,476713,0.0,1.0
2018-07-30,38.31,38.31,37.24,37.91,37.91,439279,0.0,1.0
2018-07-27,39.75,40.21,37.55,38.23,38.23,985916,0.0,1.0
2018-07-26,38.13,40.08,38.1,39.72,39.72,765446,0.0,1.0
2018-07-25,38.26,39.4008,37.22,38.3,38.3,1117245,0.0,1.0
2018-07-24,42.31,42.38,37.9101,38.26,38.26,1866246,0.0,1.0
2018-07-23,41.39,42.3181,40.6,41.99,41.99,1080920,0.0,1.0
2018-07-20,42.37,42.5,41.15,41.78,41.78,1311640,0.0,1.0
2018-07-19,42.5,43.93,42.13,42.5,42.5,1171463,0.0,1.0
2018-07-18,46.99,47.09,42.88,43.0,43.0,3865344,0.0,1.0
2018-07-17,48.28,49.43,47.01,47.4,47.4,941603,0.0,1.0
2018-07-16,47.43,49.069,47.01,48.67,48.67,1103283,0.0,1.0
2018-07-13,48.84,50.3,46.65,47.78,47.78,1862313,0.0,1.0
2018-07-12,45.76,49.5,45.548,48.8,48.8,2173483,0.0,1.0
2018-07-11,45.4,46.0,44.5,45.76,45.76,645917,0.0,1.0
2018-07-10,45.35,47.0,45.01,45.79,45.79,934208,0.0,1.0
2018-07-09,45.4,47.11,44.37,45.33,45.33,1007817,0.0,1.0
2018-07-06,45.58,46.51,45.21,46.02,46.02,727508,0.0,1.0
2018-07-05,46.12,46.9,44.38,46.0,46.0,824356,0.0,1.0
2018-07-03,46.95,46.95,45.381,45.97,45.97,805287,0.0,1.0
2018-07-02,44.55,47.8,44.0,45.98,45.98,1637664,0.0,1.0
2018-06-29,43.0,45.365,43.0,44.9,44.9,1236608,0.0,1.0
2018-06-28,41.2,43.13,40.6652,42.63,42.63,571813,0.0,1.0
2018-06-27,42.71,44.75,41.08,41.26,41.26,1054576,0.0,1.0
2018-06-26,40.6,42.75,40.41,42.75,42.75,597765,0.0,1.0
2018-06-25,43.27,43.319,40.0183,40.25,40.25,945666,0.0,1.0
2018-06-22,43.19,44.28,41.8086,43.75,43.75,1154098,0.0,1.0
2018-06-21,42.44,45.4,42.44,43.13,43.13,1302457,0.0,1.0
2018-06-20,42.11,42.97,41.65,42.15,42.15,772033,0.0,1.0
2018-06-19,42.9,43.275,40.63,42.1,42.1,1195391,0.0,1.0
2018-06-18,42.89,43.49,42.15,43.47,43.47,658177,0.0,1.0
2018-06-15,43.56,44.22,43.0,43.38,43.38,872978,0.0,1.0
2018-06-14,43.59,44.57,43.3,43.74,43.74,791699,0.0,1.0
2018-06-13,43.18,44.65,42.5,43.58,43.58,902643,0.0,1.0
2018-06-12,42.5,44.1499,41.82,43.52,43.52,962260,0.0,1.0
2018-06-11,43.07,43.38,41.3018,42.52,42.52,3258550,0.0,1.0
2018-06-08,44.49,46.8591,44.2773,45.36,45.36,913607,0.0,1.0
2018-06-07,45.37,45.8,44.0,44.98,44.98,1138258,0.0,1.0
2018-06-06,47.0,47.0,44.25,44.86,44.86,1487985,0.0,1.0
2018-06-05,46.83,48.03,46.005,47.04,47.04,1212720,0.0,1.0
2018-06-04,45.47,49.75,45.281,46.95,46.95,3245140,0.0,1.0
2018-06-01,46.87,46.99,42.5,45.02,45.02,3614625,0.0,1.0
2018-05-31,41.01,46.79,41.01,46.77,46.77,4887605,0.0,1.0
2018-05-30,36.0,40.67,35.84,40.62,40.62,3521193,0.0,1.0
2018-05-29,34.32,35.86,34.32,35.72,35.72,1039302,0.0,1.0
2018-05-25,34.08,35.26,34.08,34.49,34.49,693369,0.0,1.0
2018-05-24,33.37,34.56,33.37,33.93,33.93,478472,0.0,1.0
2018-05-23,33.0,33.75,32.77,33.67,33.67,508149,0.0,1.0
2018-05-22,33.83,33.91,33.22,33.26,33.26,535455,0.0,1.0
2018-05-21,33.65,33.88,33.07,33.51,33.51,640898,0.0,1.0
2018-05-18,33.58,34.0585,33.18,33.22,33.22,672810,0.0,1.0
2018-05-17,33.04,34.1,32.92,33.74,33.74,607502,0.0,1.0
2018-05-16,32.23,33.555,32.1739,33.32,33.32,586814,0.0,1.0
2018-05-15,31.91,32.5,31.4,32.4,32.4,433971,0.0,1.0
2018-05-14,32.6,33.3299,31.861,32.19,32.19,907484,0.0,1.0
2018-05-11,32.09,32.47,31.61,31.78,31.78,619982,0.0,1.0
2018-05-10,32.26,32.58,31.4,32.09,32.09,1185114,0.0,1.0
2018-05-09,31.64,32.63,30.66,32.26,32.26,3177333,0.0,1.0
2018-05-08,33.89,35.7399,33.7661,35.13,35.13,2567558,0.0,1.0
2018-05-07,32.0,33.99,31.59,33.64,33.64,1249272,0.0,1.0
2018-05-04,31.86,32.54,31.3,31.84,31.84,857827,0.0,1.0
2018-05-03,30.6,32.17,30.47,32.14,32.14,1050955,0.0,1.0
2018-05-02,32.04,32.4,30.2167,30.75,30.75,1424958,0.0,1.0
2018-05-01,31.64,32.15,30.1,31.53,31.53,1886191,0.0,1.0
2018-04-30,33.76,33.9,31.5,31.96,31.96,1382165,0.0,1.0
2018-04-27,34.23,34.52,32.71,33.76,33.76,1183009,0.0,1.0
2018-04-26,32.63,33.89,32.19,33.84,33.84,801294,0.0,1.0
2018-04-25,32.8,33.13,31.67,32.62,32.62,815670,0.0,1.0
2018-04-24,32.7,34.105,31.79,32.9,32.9,1564619,0.0,1.0
2018-04-23,32.84,33.47,31.37,32.46,32.46,1880165,0.0,1.0
2018-04-20,31.79,34.17,30.78,32.99,32.99,3099328,0.0,1.0
2018-04-19,28.31,31.72,28.1162,31.64,31.64,1787181,0.0,1.0
2018-04-18,28.21,28.6,27.6,28.29,28.29,1074433,0.0,1.0
2018-04-17,30.09,30.116,28.29,28.33,28.33,1217373,0.0,1.0
2018-04-16,29.93,30.42,28.44,29.97,29.97,1795154,0.0,1.0
2018-04-13,30.28,30.59,29.27,30.19,30.19,1413413,0.0,1.0
2018-04-12,29.19,30.98,28.26,29.59,29.59,2557882,0.0,1.0
2018-04-11,27.0,29.81,26.6,29.12,29.12,3359421,0.0,1.0
2018-04-10,24.51,26.0784,24.5093,25.43,25.43,685692,0.0,1.0
2018-04-09,24.22,25.03,23.49,24.36,24.36,677632,0.0,1.0
2018-04-06,24.5,24.9766,23.75,24.09,24.09,597129,0.0,1.0
2018-04-05,24.43,25.07,24.105,24.61,24.61,791502,0.0,1.0
2018-04-04,23.01,24.61,22.54,24.29,24.29,919021,0.0,1.0
2018-04-03,24.1,24.66,23.76,24.0,24.0,721909,0.0,1.0
2018-04-02,24.87,25.33,24.02,24.02,24.02,598010,0.0,1.0
2018-03-29,23.98,25.19,23.8801,25.06,25.06,872898,0.0,1.0
2018-03-28,24.54,24.58,23.56,23.65,23.65,1210406,0.0,1.0
2018-03-27,24.54,25.239,24.15,24.6,24.6,747569,0.0,1.0
2018-03-26,25.55,25.8395,23.51,24.53,24.53,1836280,0.0,1.0
2018-03-23,26.0,26.325,25.23,25.36,25.36,1123201,0.0,1.0
2018-03-22,26.5,26.97,25.91,25.96,25.96,945245,0.0,1.0
2018-03-21,26.51,27.24,26.46,26.71,26.71,918485,0.0,1.0
2018-03-20,26.07,26.87,25.95,26.67,26.67,563206,0.0,1.0
2018-03-19,26.79,26.88,25.8,26.22,26.22,1264304,0.0,1.0
2018-03-16,27.38,27.38,26.57,26.78,26.78,1312183,0.0,1.0
2018-03-15,28.94,29.16,26.61,26.79,26.79,2251504,0.0,1.0
2018-03-14,29.74,30.11,29.03,29.12,29.12,916733,0.0,1.0
2018-03-13,30.84,31.0,28.8,29.51,29.51,1901913,0.0,1.0
2018-03-12,30.0,31.9699,29.93,30.95,30.95,3291695,0.0,1.0
2018-03-09,28.05,29.38,28.05,28.7,28.7,1306963,0.0,1.0
2018-03-08,26.65,29.5,26.65,27.95,27.95,2401142,0.0,1.0
2018-03-07,27.18,27.44,26.28,26.78,26.78,1543500,0.0,1.0
2018-03-06,28.14,28.43,27.3,27.45,27.45,1596174,0.0,1.0
2018-03-05,27.95,28.55,27.48,27.53,27.53,949419,0.0,1.0
2018-03-02,27.5,28.105,27.01,27.95,27.95,1041896,0.0,1.0
2018-03-01,27.9,28.2,27.1109,27.82,27.82,1138164,0.0,1.0
2018-02-28,27.57,28.0402,26.35,27.93,27.93,1138007,0.0,1.0
2018-02-27,28.0,28.28,27.18,27.33,27.33,940434,0.0,1.0
2018-02-26,28.06,28.75,27.8,28.0,28.0,1356117,0.0,1.0
2018-02-23,27.0,28.09,26.68,28.02,28.02,1863913,0.0,1.0
2018-02-22,28.66,29.0,26.11,27.51,27.51,10590458,0.0,1.0
2018-02-21,33.66,34.98,32.31,34.55,34.55,1905190,0.0,1.0
2018-02-20,32.2,33.98,32.0,33.33,33.33,1209584,0.0,1.0
2018-02-16,31.63,32.2,30.59,31.99,31.99,1266572,0.0,1.0
2018-02-15,31.28,32.51,31.28,31.99,31.99,1148814,0.0,1.0
2018-02-14,29.1,31.31,29.0414,31.28,31.28,978617,0.0,1.0
2018-02-13,29.3,29.71,28.56,29.51,29.51,1362458,0.0,1.0
2018-02-12,30.77,31.0475,28.97,30.25,30.25,1522043,0.0,1.0
2018-02-09,32.18,32.66,30.3,30.72,30.72,1901200,0.0,1.0
2018-02-08,31.3,32.58,31.3,32.05,32.05,1426488,0.0,1.0
2018-02-07,33.86,33.86,30.85,31.53,31.53,2213529,0.0,1.0
2018-02-06,32.0,33.8,31.23,33.42,33.42,1551281,0.0,1.0
2018-02-05,32.5,33.7,32.37,32.48,32.48,615601,0.0,1.0
2018-02-02,33.61,33.8493,32.8,32.81,32.81,665479,0.0,1.0
2018-02-01,32.5,33.6,32.3422,33.49,33.49,625095,0.0,1.0
2018-01-31,33.01,33.373,32.14,32.39,32.39,694010,0.0,1.0
2018-01-30,32.74,33.4199,32.12,32.84,32.84,887447,0.0,1.0
2018-01-29,34.63,34.88,33.05,33.33,33.33,1719704,0.0,1.0
2018-01-26,34.91,36.29,34.91,35.99,35.99,1004935,0.0,1.0
2018-01-25,34.32,35.11,34.09,35.1,35.1,594540,0.0,1.0
2018-01-24,34.92,35.45,33.62,34.22,34.22,1423892,0.0,1.0
2018-01-23,34.42,35.09,33.85,35.09,35.09,695126,0.0,1.0
2018-01-22,34.98,35.44,34.1,34.5,34.5,785854,0.0,1.0
2018-01-19,34.87,36.18,34.0149,35.03,35.03,2499475,0.0,1.0
2018-01-18,33.73,33.9275,32.32,32.79,32.79,1502381,0.0,1.0
2018-01-17,34.0,35.49,33.99,34.0,34.0,1241389,0.0,1.0
2018-01-16,35.69,35.73,33.63,34.17,34.17,1509060,0.0,1.0
2018-01-12,36.31,36.67,35.35,35.85,35.85,835996,0.0,1.0
2018-01-11,35.37,36.28,35.01,35.94,35.94,869787,0.0,1.0
2018-01-10,35.04,35.92,33.78,35.31,35.31,1722303,0.0,1.0
2018-01-09,38.14,38.3,35.1,35.54,35.54,3004054,0.0,1.0
2018-01-08,38.9,38.99,37.44,38.37,38.37,898983,0.0,1.0
2018-01-05,38.7,39.1701,38.04,38.89,38.89,677692,0.0,1.0
2018-01-04,37.95,38.65,37.91,38.38,38.38,696035,0.0,1.0
2018-01-03,38.27,38.34,37.42,37.89,37.89,1030703,0.0,1.0
2018-01-02,37.8,38.77,37.62,37.91,37.91,963893,0.0,1.0
2017-12-29,38.6,38.86,37.36,37.82,37.82,1485044,0.0,1.0
2017-12-28,38.76,39.4,38.3401,38.86,38.86,848091,0.0,1.0
2017-12-27,38.65,39.75,38.41,38.66,38.66,898763,0.0,1.0
2017-12-26,39.51,39.91,38.58,38.91,38.91,732950,0.0,1.0
2017-12-22,40.02,40.26,39.59,39.96,39.96,595591,0.0,1.0
2017-12-21,41.35,41.94,40.2,40.52,40.52,1074273,0.0,1.0
2017-12-20,42.41,42.88,40.75,41.3,41.3,906725,0.0,1.0
2017-12-19,39.41,42.57,39.31,42.07,42.07,2167609,0.0,1.0
2017-12-18,39.1,40.399,39.1,39.27,39.27,1127632,0.0,1.0
2017-12-15,39.35,39.5488,38.76,38.99,38.99,1175167,0.0,1.0
2017-12-14,40.17,40.7499,39.0,39.09,39.09,875282,0.0,1.0
2017-12-13,40.67,41.43,40.19,40.35,40.35,885913,0.0,1.0
2017-12-12,40.0,40.9958,39.5,40.15,40.15,874774,0.0,1.0
2017-12-11,38.78,40.565,38.75,40.52,40.52,1000191,0.0,1.0
2017-12-08,39.1,39.71,38.1,38.69,38.69,1335702,0.0,1.0
2017-12-07,40.43,40.6999,38.2,38.84,38.84,2034426,0.0,1.0
2017-12-06,41.99,42.379,40.67,40.74,40.74,1069583,0.0,1.0
2017-12-05,43.82,44.2,41.58,42.46,42.46,1132420,0.0,1.0
2017-12-04,43.47,44.05,41.53,44.05,44.05,1098812,0.0,1.0
2017-12-01,43.21,43.89,41.83,43.38,43.38,1137699,0.0,1.0
2017-11-30,43.3,45.02,43.06,43.66,43.66,1253856,0.0,1.0
2017-11-29,43.06,43.72,42.32,43.3,43.3,1360982,0.0,1.0
2017-11-28,41.5,43.33,41.26,42.68,42.68,1177657,0.0,1.0
2017-11-27,42.21,42.45,41.18,41.24,41.24,944978,0.0,1.0
2017-11-24,42.0,43.04,42.0,42.22,42.22,508835,0.0,1.0
2017-11-22,43.0,43.539,41.69,41.95,41.95,1058183,0.0,1.0
2017-11-21,43.15,43.87,42.31,42.9,42.9,1616773,0.0,1.0
2017-11-20,44.55,45.71,43.45,43.48,43.48,1668570,0.0,1.0
2017-11-17,44.54,45.27,44.28,45.04,45.04,1004908,0.0,1.0
2017-11-16,46.0,46.112,44.21,44.8,44.8,1190554,0.0,1.0
2017-11-15,45.8,45.8,44.13,45.4,45.4,1808897,0.0,1.0
2017-11-14,43.89,44.269,42.79,43.9,43.9,1279343,0.0,1.0
2017-11-13,45.24,46.6,43.64,44.58,44.58,2421287,0.0,1.0
2017-11-10,42.67,46.072,42.55,45.3,45.3,2963763,0.0,1.0
2017-11-09,43.0,44.24,41.344,43.2,43.2,2834306,0.0,1.0
2017-11-08,40.47,44.643,39.1,43.64,43.64,7672497,0.0,1.0
2017-11-07,37.98,38.6,36.97,37.89,37.89,2420912,0.0,1.0
2017-11-06,37.58,38.72,36.7,37.8,37.8,2387425,0.0,1.0
2017-11-03,39.3,39.873,37.56,37.82,37.82,2713643,0.0,1.0
2017-11-02,39.08,42.5,39.01,39.28,39.28,2236339,0.0,1.0
2017-11-01,40.41,41.466,38.83,38.97,38.97,1264176,0.0,1.0
2017-10-31,42.44,42.99,40.57,40.74,40.74,1606156,0.0,1.0
2017-10-30,39.3,42.25,38.89,42.12,42.12,1842479,0.0,1.0
2017-10-27,38.65,39.39,37.27,39.27,39.27,2046334,0.0,1.0
2017-10-26,40.35,40.8,38.5,38.68,38.68,1665137,0.0,1.0
2017-10-25,41.51,41.98,39.6,40.43,40.43,2315599,0.0,1.0
2017-10-24,42.04,42.835,41.55,41.66,41.66,1073336,0.0,1.0
2017-10-23,41.41,42.24,40.8,41.81,41.81,1303017,0.0,1.0
2017-10-20,42.3,42.6,41.21,41.47,41.47,1299014,0.0,1.0
2017-10-19,41.64,42.83,41.05,42.17,42.17,1823289,0.0,1.0
2017-10-18,43.5,44.59,41.95,42.29,42.29,2000306,0.0,1.0
2017-10-17,42.79,45.5,42.24,43.74,43.74,2833816,0.0,1.0
2017-10-16,47.0,47.75,43.135,43.38,43.38,4521625,0.0,1.0
2017-10-13,46.55,49.77,46.0,47.01,47.01,8672894,0.0,1.0
2017-10-12,60.62,61.0,58.63,58.84,58.84,2723588,0.0,1.0
2017-10-11,60.45,62.3,60.38,61.44,61.44,1634657,0.0,1.0
2017-10-10,59.06,60.65,59.03,60.35,60.35,1718989,0.0,1.0
2017-10-09,59.24,59.399,57.9,58.79,58.79,1457480,0.0,1.0
2017-10-06,56.73,59.43,56.55,58.17,58.17,2017494,0.0,1.0
2017-10-05,59.0,59.24,56.75,56.99,56.99,2570101,0.0,1.0
2017-10-04,61.39,61.99,59.35,59.43,59.43,2155885,0.0,1.0
2017-10-03,61.97,62.78,59.82,61.73,61.73,3390684,0.0,1.0
2017-10-02,64.36,65.75,63.0,64.52,64.52,1222599,0.0,1.0
2017-09-29,64.0,66.23,64.0,64.67,64.67,1785242,0.0,1.0
2017-09-28,64.36,65.34,63.45,64.21,64.21,1210374,0.0,1.0
2017-09-27,63.96,65.68,63.873,64.73,64.73,1898531,0.0,1.0
2017-09-26,62.05,63.94,61.61,62.85,62.85,1732982,0.0,1.0
2017-09-25,62.57,63.8,59.29,61.11,61.11,2182187,0.0,1.0
2017-09-22,62.87,64.68,62.72,63.8,63.8,1093609,0.0,1.0
2017-09-21,63.99,65.39,61.3,63.6,63.6,2605620,0.0,1.0
2017-09-20,67.25,68.95,63.7,63.96,63.96,3475606,0.0,1.0
2017-09-19,67.25,71.29,65.36,67.23,67.23,6917837,0.0,1.0
2017-09-18,58.46,66.7,58.35,66.29,66.29,6217795,0.0,1.0
2017-09-15,57.25,58.9,56.9,58.3,58.3,1848150,0.0,1.0
2017-09-14,59.31,59.5,56.8,57.27,57.27,2030085,0.0,1.0
2017-09-13,57.25,60.553,56.31,59.69,59.69,2143356,0.0,1.0
2017-09-12,58.65,59.29,57.5,57.99,57.99,1387211,0.0,1.0
2017-09-11,58.0,58.39,56.94,58.11,58.11,1245434,0.0,1.0
2017-09-08,55.98,57.82,55.88,56.76,56.76,1722914,0.0,1.0
2017-09-07,58.52,59.25,56.1,56.16,56.16,1877261,0.0,1.0
2017-09-06,56.36,58.73,56.36,58.06,58.06,2283556,0.0,1.0
2017-09-05,58.39,59.0,55.13,56.09,56.09,2742655,0.0,1.0
2017-09-01,59.25,60.17,58.4,58.98,58.98,1866019,0.0,1.0
2017-08-31,61.01,61.19,58.82,59.12,59.12,3757275,0.0,1.0
2017-08-30,63.1,64.0,61.46,61.5,61.5,1920323,0.0,1.0
2017-08-29,60.03,63.34,60.01,62.69,62.69,2717490,0.0,1.0
2017-08-28,61.84,62.3,60.5,61.25,61.25,1432079,0.0,1.0
2017-08-25,62.38,62.9,61.7,62.3,62.3,1004829,0.0,1.0
2017-08-24,64.79,64.9,61.72,62.39,62.39,2689803,0.0,1.0
2017-08-23,60.29,64.25,60.121,63.51,63.51,2256099,0.0,1.0
2017-08-22,60.94,62.4,60.41,61.02,61.02,1930912,0.0,1.0
2017-08-21,63.93,64.418,60.05,60.6,60.6,3102114,0.0,1.0
2017-08-18,64.16,65.55,62.56,64.1,64.1,1948216,0.0,1.0
2017-08-17,65.0,66.57,64.26,64.51,64.51,2031261,0.0,1.0
2017-08-16,67.88,68.17,64.8,65.79,65.79,3364820,0.0,1.0
2017-08-15,71.07,71.45,67.45,68.18,68.18,3682761,0.0,1.0
2017-08-14,67.82,69.21,66.17,68.92,68.92,3238871,0.0,1.0
2017-08-11,63.61,66.89,63.02,65.84,65.84,2832509,0.0,1.0
2017-08-10,66.67,66.77,63.0,63.55,63.55,3433471,0.0,1.0
2017-08-09,70.23,71.2,66.66,67.47,67.47,4073450,0.0,1.0
2017-08-08,71.75,74.43,70.1,71.2,71.2,6311462,0.0,1.0
2017-08-07,64.14,73.01,63.1,69.69,69.69,10850547,0.0,1.0
