,ZBH_Open,ZBH_High,ZBH_Low,ZBH_Close,ZBH_Adj Close,ZBH_Volume,ZBH_Dividend Amount,ZBH_Split Coefficient
2021-07-08,159.48,160.225,157.96,159.26,150.707084684231,1060967,0.0,1.0
2021-07-07,163.18,163.58,160.36,161.1,152.44826913619,1483608,0.0,1.0
2021-07-06,162.85,163.46,161.95,162.78,154.0380462445,1217953,0.0,1.0
2021-07-02,162.98,163.835,162.1,163.52,154.738305208875,893758,0.0,1.0
2021-07-01,161.5,163.17,160.71,163.14,154.37871276771,1136200,0.0,1.0
2021-06-30,160.64,161.81,160.04,160.82,152.183306284805,1241144,0.0,1.0
2021-06-29,163.69,164.05,161.0,161.18,152.523972808014,1100621,0.0,1.0
2021-06-28,166.1,166.1,161.9,163.7,154.90863847048,1653804,0.0,1.0
2021-06-25,164.53,167.59,164.53,165.85,156.943174650758,1072442,0.24,1.0
2021-06-24,165.4,165.4,163.6,164.39,155.33679619988,1090842,0.0,1.0
2021-06-23,166.38,166.715,164.46,164.47,155.412390479922,1187364,0.0,1.0
2021-06-22,163.8,167.15,162.78,166.38,157.217203915908,2081974,0.0,1.0
2021-06-21,159.44,164.07,158.77,163.48,154.47691126441,1580142,0.0,1.0
2021-06-18,159.38,160.04,158.0,158.51,149.780616616844,2238958,0.0,1.0
2021-06-17,157.71,160.91,157.71,160.39,151.557082197815,1367058,0.0,1.0
2021-06-16,158.61,159.22,156.48,158.03,149.327050936596,1425584,0.0,1.0
2021-06-15,157.84,159.24,157.0932,158.34,149.619978771756,1376843,0.0,1.0
2021-06-14,158.21,158.72,156.69,157.55,148.873485256349,1271762,0.0,1.0
2021-06-11,159.12,159.285,157.38,158.28,149.563283061726,1112939,0.0,1.0
2021-06-10,158.55,159.8699,158.5,159.26,150.489312992232,854687,0.0,1.0
2021-06-09,157.72,158.6794,157.275,158.22,149.506587351695,785485,0.0,1.0
2021-06-08,158.88,158.91,155.73,157.54,148.864035971343,1062476,0.0,1.0
2021-06-07,159.97,160.0,157.4,157.9,149.204210231529,1783377,0.0,1.0
2021-06-04,160.77,160.77,158.96,159.13,150.366472287164,2068632,0.0,1.0
2021-06-03,160.38,160.85,157.9,159.94,151.131864372583,1992247,0.0,1.0
2021-06-02,166.1,166.2,160.29,161.06,152.190184293161,1920047,0.0,1.0
2021-06-01,169.47,169.98,165.99,166.22,157.066015355825,914973,0.0,1.0
2021-05-28,168.94,169.52,167.78,168.33,159.059814491915,1366969,0.0,1.0
2021-05-27,165.0,167.925,164.52,167.63,158.398364541553,1839514,0.0,1.0
2021-05-26,166.68,167.13,163.075,164.18,155.138361214772,1383491,0.0,1.0
2021-05-25,168.78,169.51,167.42,167.76,158.52120524662,633627,0.0,1.0
2021-05-24,168.62,169.04,167.61,167.86,158.615698096672,783540,0.0,1.0
2021-05-21,168.0,169.51,167.13,167.32,158.105436706393,824417,0.0,1.0
2021-05-20,165.82,167.66,165.42,166.93,157.736914591192,767960,0.0,1.0
2021-05-19,165.05,165.88,163.81,165.76,156.631348245588,738401,0.0,1.0
2021-05-18,165.77,167.74,165.74,166.54,157.36839247599,862741,0.0,1.0
2021-05-17,166.84,167.35,165.49,165.81,156.678594670614,598734,0.0,1.0
2021-05-14,166.16,168.49,165.25,167.27,158.058190281367,565606,0.0,1.0
2021-05-13,164.07,166.42,163.94,165.63,156.508507540521,1136264,0.0,1.0
2021-05-12,166.08,166.98,163.65,163.77,154.75094052956,1432303,0.0,1.0
2021-05-11,171.71,171.84,167.07,167.55,158.322770261512,1407964,0.0,1.0
2021-05-10,172.66,173.18,171.24,171.95,162.480455663784,1162631,0.0,1.0
2021-05-07,173.03,174.84,172.31,172.49,162.990717054063,991444,0.0,1.0
2021-05-06,173.04,173.69,169.75,173.23,163.689964144445,760501,0.0,1.0
2021-05-05,173.73,174.56,171.8,173.55,163.99234126461,748658,0.0,1.0
2021-05-04,173.84,176.06,170.12,172.93,163.40648559429,1755554,0.0,1.0
2021-05-03,178.5,178.76,176.98,177.94,168.140577381877,1292929,0.0,1.0
2021-04-30,178.09,178.45,176.08,177.16,167.403533151474,1291455,0.0,1.0
2021-04-29,179.25,180.36,177.06,178.61,168.773679477223,895950,0.0,1.0
2021-04-28,176.64,178.64,175.82,178.5,168.669737342166,977308,0.0,1.0
2021-04-27,175.83,177.75,174.56,176.35,166.638141066056,819459,0.0,1.0
2021-04-26,178.21,178.21,175.47,175.72,166.04283611073,820952,0.0,1.0
2021-04-23,177.02,178.87,176.49,177.62,167.838200261711,909424,0.0,1.0
2021-04-22,176.58,179.19,175.46,177.38,167.611417421588,1009196,0.0,1.0
2021-04-21,174.04,177.45,173.37,176.65,166.921619616211,1089040,0.0,1.0
2021-04-20,172.53,175.18,172.22,173.81,164.238022674744,1172773,0.0,1.0
2021-04-19,171.92,173.025,170.08,172.53,163.028514194083,1107620,0.0,1.0
2021-04-16,172.74,173.22,170.38,171.88,162.414310668748,723354,0.0,1.0
2021-04-15,168.6,172.34,168.6,171.76,162.300919248686,945595,0.0,1.0
2021-04-14,168.91,170.525,168.06,168.31,159.040915921904,904795,0.0,1.0
2021-04-13,167.49,169.14,167.18,168.47,159.192104481987,892190,0.0,1.0
2021-04-12,168.69,169.81,167.69,168.33,159.059814491915,1293731,0.0,1.0
2021-04-09,165.83,169.58,165.46,169.48,160.146482267508,1508430,0.0,1.0
2021-04-08,164.08,165.36,163.58,164.54,155.478535474958,804703,0.0,1.0
2021-04-07,163.62,164.24,161.28,162.75,153.787113459034,691420,0.0,1.0
2021-04-06,163.0,164.87,162.46,163.51,154.505259119426,795838,0.0,1.0
2021-04-05,161.76,163.12,160.95,162.7,153.739867034008,788869,0.0,1.0
2021-04-01,160.08,160.57,158.36,160.0,151.188560082614,788484,0.0,1.0
2021-03-31,162.59,163.98,159.95,160.08,151.264154362655,1259091,0.0,1.0
2021-03-30,159.03,161.51,158.81,161.22,152.341372853244,762880,0.0,1.0
2021-03-29,160.19,161.27,158.915,160.21,151.386995067722,667083,0.0,1.0
2021-03-26,158.35,161.49,157.29,161.32,152.435865703295,655775,0.24,1.0
2021-03-25,158.32,158.32,154.88,157.88,148.963694461725,1081864,0.0,1.0
2021-03-24,157.23,158.6362,156.56,157.45,148.557978800346,694430,0.0,1.0
2021-03-23,159.53,160.1492,155.18,156.14,147.32196132033,979910,0.0,1.0
2021-03-22,159.68,160.99,159.09,160.24,151.190412975341,667462,0.0,1.0
2021-03-19,158.46,161.65,157.64,160.16,151.114930991828,1412910,0.0,1.0
2021-03-18,159.97,161.07,158.49,158.89,149.916654503569,693353,0.0,1.0
2021-03-17,159.62,161.45,157.925,160.52,151.454599917634,920322,0.0,1.0
2021-03-16,161.0,161.0,158.48,160.25,151.19984822328,1008746,0.0,1.0
2021-03-15,164.04,165.49,160.57,161.47,152.350948471844,1088556,0.0,1.0
2021-03-12,159.95,163.44,159.7,163.16,153.945505373543,1863517,0.0,1.0
2021-03-11,160.3,161.64,159.01,160.3,151.247024462975,1372815,0.0,1.0
2021-03-10,157.95,161.33,156.755,160.39,151.331941694426,1055400,0.0,1.0
2021-03-09,157.59,160.54,156.515,156.66,147.812594213161,1289508,0.0,1.0
2021-03-08,158.78,160.9,156.42,156.5,147.661630246136,2266070,0.0,1.0
2021-03-05,157.94,159.42,154.105,158.5,149.548679833946,1492040,0.0,1.0
2021-03-04,159.73,159.73,154.46,156.25,147.42574904766,1913937,0.0,1.0
2021-03-03,161.26,161.765,157.84,159.75,150.728085826327,2112606,0.0,1.0
2021-03-02,163.33,163.71,160.19,161.19,152.08676152955,1370713,0.0,1.0
2021-03-01,165.02,166.46,162.665,163.4,154.17195132408,1456602,0.0,1.0
2021-02-26,165.24,166.36,161.47,163.06,153.851152894153,1570214,0.0,1.0
2021-02-25,162.95,165.37,162.21,164.5,155.209828597376,1435466,0.0,1.0
2021-02-24,162.08,165.21,161.9435,163.69,154.445573514313,1017965,0.0,1.0
2021-02-23,161.72,164.52,160.5,161.87,152.728358389406,1824789,0.0,1.0
2021-02-22,155.63,161.17,154.83,160.34,151.284765454731,1276717,0.0,1.0
2021-02-19,157.02,157.94,155.905,156.67,147.8220294611,806558,0.0,1.0
2021-02-18,157.69,158.07,154.48,156.81,147.954122932246,868138,0.0,1.0
2021-02-17,159.46,159.56,157.12,158.58,149.624161817458,945766,0.0,1.0
2021-02-16,161.78,161.78,159.51,160.37,151.313071198548,921904,0.0,1.0
2021-02-12,161.25,162.5,160.34,161.38,152.266031240392,1206228,0.0,1.0
2021-02-11,161.49,163.88,160.0,162.21,153.049156819333,1105320,0.0,1.0
2021-02-10,160.0,162.445,159.52,160.34,151.284765454731,1644272,0.0,1.0
2021-02-09,159.8,160.26,157.72,159.15,150.161970949984,1195081,0.0,1.0
2021-02-08,160.17,161.19,157.25,159.81,150.784697313961,1327262,0.0,1.0
2021-02-05,170.05,170.05,158.48,159.89,150.860179297474,3544859,0.0,1.0
2021-02-04,159.92,163.97,158.24,160.73,151.652740124354,1812382,0.0,1.0
2021-02-03,157.78,159.04,155.86,158.56,149.60529132158,941950,0.0,1.0
2021-02-02,155.16,160.68,154.87,158.5,149.548679833946,1670496,0.0,1.0
2021-02-01,154.87,156.01,152.24,153.9,145.208465781983,1421975,0.0,1.0
2021-01-29,156.0,156.79,151.85,153.67,144.991455079385,1621543,0.0,1.0
2021-01-28,154.2,159.07,152.89,157.03,148.161698386905,1540214,0.0,1.0
2021-01-27,155.23,157.72,152.02,152.6,143.981883549906,1890046,0.0,1.0
2021-01-26,160.25,161.23,157.32,158.22,149.284492891652,842553,0.0,1.0
2021-01-25,160.54,161.0,156.48,159.31,150.312934917009,1343413,0.0,1.0
2021-01-22,161.84,162.74,160.59,161.01,151.916927066647,974450,0.0,1.0
2021-01-21,164.07,165.5,162.53,162.96,153.756800414762,1046115,0.0,1.0
2021-01-20,159.95,164.12,158.705,163.46,154.228562811715,1184528,0.0,1.0
2021-01-19,161.29,161.6,159.29,159.93,150.89792028923,1007297,0.0,1.0
2021-01-15,162.18,162.69,159.53,160.12,151.077190000072,1409240,0.0,1.0
2021-01-14,162.38,165.93,162.38,162.62,153.436001984834,1145693,0.0,1.0
2021-01-13,160.46,163.98,159.56,162.95,153.747365166823,1675412,0.0,1.0
2021-01-12,158.36,160.04,157.04,159.83,150.803567809839,1176145,0.0,1.0
2021-01-11,156.78,159.14,155.57,159.0,150.020442230898,1201729,0.0,1.0
2021-01-08,160.29,161.89,158.36,158.95,149.973265991203,1222397,0.0,1.0
2021-01-07,160.33,161.35,158.42,159.3,150.30349966907,1201562,0.0,1.0
2021-01-06,155.65,160.625,155.65,160.25,151.19984822328,1383329,0.0,1.0
2021-01-05,153.04,157.19,152.74,155.81,147.010598138341,969824,0.0,1.0
2021-01-04,155.67,156.49,150.8,153.16,144.510257434493,1229012,0.0,1.0
2020-12-31,151.86,154.48,151.25,154.09,145.387735492825,499190,0.0,1.0
2020-12-30,152.85,154.76,151.37,152.22,143.623344128222,427576,0.0,1.0
2020-12-29,150.43,153.34,149.9119,152.45,143.84035483082,735671,0.0,1.0
2020-12-28,150.61,151.57,148.8,148.89,140.481406564519,683439,0.0,1.0
2020-12-24,149.4,149.7,147.61,149.25,140.821075490324,283763,0.24,1.0
2020-12-23,151.67,152.3,148.94,148.98,140.34065038831,662037,0.0,1.0
2020-12-22,148.31,151.7,146.2,150.83,142.083368895616,1019413,0.0,1.0
2020-12-21,148.92,150.24,147.05,148.6,139.98268658681,863127,0.0,1.0
2020-12-18,151.82,152.42,149.51,151.85,143.044219099644,1766602,0.0,1.0
2020-12-17,148.32,152.07,148.1,151.36,142.582634197709,804646,0.0,1.0
2020-12-16,147.2,150.0359,146.99,148.85,140.218189087797,743121,0.0,1.0
2020-12-15,144.64,148.49,144.0,147.81,139.23849868369,997127,0.0,1.0
2020-12-14,143.02,144.94,142.32,142.59,134.321206463077,966615,0.0,1.0
2020-12-11,144.92,145.325,141.14,141.68,133.463977359483,1426925,0.0,1.0
2020-12-10,147.16,148.55,145.7,145.99,137.524040476503,1039777,0.0,1.0
2020-12-09,147.22,147.67,145.245,147.21,138.673292681321,1089833,0.0,1.0
2020-12-08,144.94,147.07,144.04,146.57,138.070406278793,948107,0.0,1.0
2020-12-07,148.51,149.23,145.03,145.57,137.128396274845,936449,0.0,1.0
2020-12-04,146.41,149.1,145.6,149.05,140.406591088587,621048,0.0,1.0
2020-12-03,147.5,148.34,145.79,146.31,137.825483677767,838572,0.0,1.0
2020-12-02,145.36,148.01,145.16,147.85,139.276179083848,772413,0.0,1.0
2020-12-01,150.49,150.92,145.62,146.1,137.627661576937,935219,0.0,1.0
2020-11-30,150.24,151.46,148.73,149.12,140.472531788863,880201,0.0,1.0
2020-11-27,150.48,150.625,148.57,150.02,141.320340792417,381674,0.0,1.0
2020-11-25,150.39,151.0,148.41,149.68,141.000057391075,601260,0.0,1.0
2020-11-24,147.65,151.89,147.63,151.08,142.318871396603,1103576,0.0,1.0
2020-11-23,146.57,148.86,145.59,146.24,137.75954297749,659118,0.0,1.0
2020-11-20,146.08,147.17,144.3,145.94,137.476939976306,1462558,0.0,1.0
2020-11-19,147.88,147.93,145.28,146.53,138.032725878636,1777335,0.0,1.0
2020-11-18,150.41,153.21,148.12,148.19,139.596462485191,1531698,0.0,1.0
2020-11-17,148.54,150.45,144.63,150.15,141.442802092931,1363141,0.0,1.0
2020-11-16,154.48,154.48,147.34,150.22,141.508742793207,1388102,0.0,1.0
2020-11-13,149.26,152.015,148.61,151.36,142.582634197709,1598880,0.0,1.0
2020-11-12,148.78,150.79,146.86,148.43,139.822544886139,1341973,0.0,1.0
2020-11-11,151.13,151.5,146.6,149.4,140.736294589969,1275453,0.0,1.0
2020-11-10,153.0,154.5,149.86,150.16,141.45222219297,2126749,0.0,1.0
2020-11-09,159.92,165.15,154.77,155.95,146.906460115834,2844709,0.0,1.0
2020-11-06,139.78,143.93,134.69,138.52,130.487225747005,2214085,0.0,1.0
2020-11-05,138.75,141.1,138.1,139.35,131.269094050282,1557582,0.0,1.0
2020-11-04,137.01,140.8,136.34,136.8,128.866968540213,1024122,0.0,1.0
2020-11-03,134.77,137.45,133.79,136.41,128.499584638672,759664,0.0,1.0
2020-11-02,133.87,134.21,130.8433,132.52,124.835165723311,1136101,0.0,1.0
2020-10-30,133.49,134.82,130.05,132.1,124.439521521653,1256420,0.0,1.0
2020-10-29,132.79,134.77,131.5,133.84,126.078618928524,1591179,0.0,1.0
2020-10-28,135.88,136.0,132.74,133.37,125.635874226668,1771048,0.0,1.0
2020-10-27,139.38,142.06,138.42,138.6,130.562586547321,1000973,0.0,1.0
2020-10-26,140.67,141.94,137.995,139.51,131.419815650914,1623524,0.0,1.0
2020-10-23,144.37,144.37,142.3,142.71,134.434247663551,723337,0.0,1.0
2020-10-22,142.56,144.255,141.11,143.05,134.754531064893,1047453,0.0,1.0
2020-10-21,141.23,142.72,140.641,141.82,133.595858760036,510841,0.0,1.0
2020-10-20,143.37,144.36,141.57,141.9,133.671219560352,589641,0.0,1.0
2020-10-19,146.93,148.51,141.34,142.0,133.765420560747,1011986,0.0,1.0
2020-10-16,148.27,149.35,146.73,146.93,138.409529880215,770258,0.0,1.0
2020-10-15,143.31,147.63,141.835,147.54,138.984155982624,991009,0.0,1.0
2020-10-14,146.0,148.88,145.305,145.72,137.269697775437,858538,0.0,1.0
2020-10-13,148.19,148.23,144.4957,144.81,136.412468671843,1211326,0.0,1.0
2020-10-12,150.09,150.09,147.84,149.15,140.500792088982,963990,0.0,1.0
2020-10-09,147.94,149.8,147.19,147.99,139.408060484401,1032332,0.0,1.0
2020-10-08,146.43,147.62,145.36,146.66,138.155187179149,793106,0.0,1.0
2020-10-07,141.95,145.56,141.95,144.83,136.431308871922,717896,0.0,1.0
2020-10-06,141.68,144.37,140.88,141.08,132.898771357114,752493,0.0,1.0
2020-10-05,139.27,141.74,138.5731,141.59,133.379196459128,607164,0.0,1.0
2020-10-02,134.43,139.0,134.26,137.69,129.705357443727,971631,0.0,1.0
2020-10-01,137.14,138.9,135.905,137.33,129.366233842305,1101932,0.0,1.0
2020-09-30,133.8,137.93,133.59,136.14,128.245241937606,1009987,0.0,1.0
2020-09-29,136.81,136.93,131.79,133.4,125.664134526786,831540,0.24,1.0
2020-09-28,137.19,138.015,135.94,136.31,128.174784326147,909853,0.0,1.0
2020-09-25,131.53,135.98,130.8867,135.04,126.980580114466,860835,0.0,1.0
2020-09-24,133.14,133.16,129.145,132.12,124.234850745877,858673,0.0,1.0
2020-09-23,135.39,135.86,133.4,133.74,125.758166354478,652187,0.0,1.0
2020-09-22,134.77,136.3,133.28,135.55,127.460142435692,1099870,0.0,1.0
2020-09-21,136.47,136.69,131.93,134.0,126.002649106475,1404070,0.0,1.0
2020-09-18,142.32,143.52,136.6,138.87,130.581999115046,1805490,0.0,1.0
2020-09-17,144.58,146.39,142.48,142.79,134.268046760549,1033239,0.0,1.0
2020-09-16,144.97,147.92,144.32,145.93,137.220646150059,1102387,0.0,1.0
2020-09-15,141.21,144.5,141.085,144.3,135.687927358689,944507,0.0,1.0
2020-09-14,140.0,141.605,139.525,140.59,132.199346551338,816923,0.0,1.0
2020-09-11,140.19,140.93,138.58,139.21,130.901707329197,623065,0.0,1.0
2020-09-10,140.49,141.95,138.58,138.67,130.393935459664,1055248,0.0,1.0
2020-09-09,139.16,141.44,139.11,140.2,131.832622423342,965040,0.0,1.0
2020-09-08,138.53,140.41,137.5,138.28,130.027211331667,762282,0.0,1.0
2020-09-04,141.47,142.04,137.11,139.8,131.456495112576,557806,0.0,1.0
2020-09-03,143.0,143.4,139.77,140.52,132.133524271954,1347254,0.0,1.0
2020-09-02,140.6,143.33,139.33,142.97,134.437304050394,781051,0.0,1.0
2020-09-01,140.18,140.79,139.23,140.48,132.095911540878,658957,0.0,1.0
2020-08-31,141.77,142.21,140.35,140.88,132.472038851644,751352,0.0,1.0
2020-08-28,140.91,141.81,139.464,141.67,133.214890290406,736664,0.0,1.0
2020-08-27,137.75,141.29,136.69,140.53,132.142927454724,1305822,0.0,1.0
2020-08-26,137.08,137.73,135.83,136.83,128.663749830142,878905,0.0,1.0
2020-08-25,138.27,138.9,136.83,137.6,129.387794903366,556112,0.0,1.0
2020-08-24,137.12,139.41,136.1,136.81,128.644943464604,727373,0.0,1.0
2020-08-21,136.78,136.92,134.57,136.16,128.033736584609,909983,0.0,1.0
2020-08-20,136.28,137.74,136.0416,136.8,128.635540281834,1219105,0.0,1.0
2020-08-19,139.37,139.75,136.77,137.25,129.058683506446,694213,0.0,1.0
2020-08-18,138.9,140.0,138.6,138.8,130.516176835662,681570,0.0,1.0
2020-08-17,137.74,140.48,137.5,138.58,130.309306814741,733265,0.0,1.0
2020-08-14,137.14,138.1,136.265,137.32,129.12450578583,632882,0.0,1.0
2020-08-13,137.57,138.71,136.535,137.91,129.679293569209,638407,0.0,1.0
2020-08-12,139.66,139.97,137.64,138.58,130.309306814741,819018,0.0,1.0
2020-08-11,139.41,140.35,136.22,138.21,129.961389052283,884929,0.0,1.0
2020-08-10,139.41,139.5,137.84,138.38,130.121243159359,1037516,0.0,1.0
2020-08-07,132.78,139.47,132.71,139.38,131.061561436273,1683754,0.0,1.0
2020-08-06,132.85,133.57,131.79,132.99,125.052927646792,958798,0.0,1.0
2020-08-05,133.7,135.88,131.63,133.63,125.654731344017,1169232,0.0,1.0
2020-08-04,130.0,134.3,129.53,130.64,122.843179696044,2248641,0.0,1.0
2020-08-03,135.5,138.4,134.87,135.72,127.619996542767,1623687,0.0,1.0
2020-07-31,137.43,137.63,133.36,134.86,126.811322824621,1303615,0.0,1.0
2020-07-30,137.2,138.865,135.065,138.3,130.046017697205,987296,0.0,1.0
2020-07-29,134.93,139.85,134.775,139.58,131.249625091655,1111033,0.0,1.0
2020-07-28,135.05,136.06,133.23,134.16,126.153100030781,1173063,0.0,1.0
2020-07-27,133.04,134.92,130.93,134.24,126.228325492935,963860,0.0,1.0
2020-07-24,132.65,134.21,131.78,134.11,126.106084116936,745394,0.0,1.0
2020-07-23,133.17,134.085,131.66,132.77,124.846057625871,735473,0.0,1.0
2020-07-22,132.23,134.64,131.84,133.09,125.146959474483,972474,0.0,1.0
2020-07-21,132.45,133.55,132.0,132.53,124.620381239412,952780,0.0,1.0
2020-07-20,134.29,135.39,130.29,130.68,122.880792427121,1289742,0.0,1.0
2020-07-17,131.11,136.0,130.88,135.14,127.074611942157,1639386,0.0,1.0
2020-07-16,131.3,131.32,129.1,130.56,122.767954233891,1359739,0.0,1.0
2020-07-15,126.48,132.55,125.55,131.72,123.858723435111,2021887,0.0,1.0
2020-07-14,121.04,124.21,120.67,124.17,116.759320444411,1334913,0.0,1.0
2020-07-13,119.87,124.21,119.86,120.87,113.656270130594,1459767,0.0,1.0
2020-07-10,117.19,119.5,115.59,119.43,112.302211811838,845094,0.0,1.0
2020-07-09,118.45,119.35,115.05,117.64,110.619042096162,1546084,0.0,1.0
2020-07-08,116.8,119.43,115.8,118.92,111.822649490612,1936224,0.0,1.0
2020-07-07,117.23,119.61,116.48,117.0,110.017238398937,1123217,0.0,1.0
2020-07-06,121.88,122.6,117.15,118.07,111.023378955235,1516880,0.0,1.0
2020-07-02,121.46,122.99,120.19,120.61,113.411787378597,1464019,0.0,1.0
2020-07-01,119.8,120.98,117.44,119.34,112.217583166916,2040245,0.0,1.0
2020-06-30,116.7,120.78,115.97,119.36,112.236389532454,1917634,0.0,1.0
2020-06-29,116.48,117.78,115.51,116.9,109.923206571246,1759557,0.0,1.0
2020-06-26,115.22,117.46,113.96,115.43,108.540938704182,3381596,0.24,1.0
2020-06-25,118.03,118.03,112.0,115.3,108.193742825212,3492342,0.0,1.0
2020-06-24,124.72,124.72,115.5,118.22,110.933775167359,2928755,0.0,1.0
2020-06-23,126.29,128.48,125.87,125.96,118.196737608531,929953,0.0,1.0
2020-06-22,125.42,125.65,122.7,124.6,116.920558161504,918757,0.0,1.0
2020-06-19,129.78,130.63,125.72,126.22,118.440713091051,1562269,0.0,1.0
2020-06-18,127.38,128.8,126.62,127.44,119.585521124414,865748,0.0,1.0
2020-06-17,131.52,131.52,127.51,128.07,120.176692485905,1056721,0.0,1.0
2020-06-16,130.91,132.73,128.0,131.06,122.982410534885,1639056,0.0,1.0
2020-06-15,121.96,128.19,121.02,127.13,119.294627279871,1498170,0.0,1.0
2020-06-12,125.01,126.08,121.09,125.19,117.474194833376,1853704,0.0,1.0
2020-06-11,130.0,130.1,120.83,121.14,113.673807509507,1937326,0.0,1.0
2020-06-10,135.09,137.47,133.17,134.29,126.013336721576,1981298,0.0,1.0
2020-06-09,134.87,136.8,132.06,134.14,125.872581635506,1658473,0.0,1.0
2020-06-08,137.4,139.43,135.7,136.5,128.087128322996,1330916,0.0,1.0
2020-06-05,134.09,139.34,133.5,137.4,128.931658839411,1879922,0.0,1.0
2020-06-04,129.45,132.12,128.98,129.51,121.52794131217,1150384,0.0,1.0
2020-06-03,129.09,134.1,128.38,130.37,122.334937138966,1382410,0.0,1.0
2020-06-02,128.6,129.07,127.39,128.48,120.561423054494,1031889,0.0,1.0
2020-06-01,125.98,128.65,125.86,127.88,119.998402710217,612037,0.0,1.0
2020-05-29,128.52,128.52,123.54,126.34,118.553317159907,1345849,0.0,1.0
2020-05-28,129.49,130.38,127.72,127.99,120.101623106668,958968,0.0,1.0
2020-05-27,128.31,129.97,127.0,128.34,120.43005164083,1494254,0.0,1.0
2020-05-26,127.7,129.52,126.39,126.74,118.928664056091,1967487,0.0,1.0
2020-05-22,122.0,123.6,121.17,123.4,115.79451747295,1027415,0.0,1.0
2020-05-21,125.42,125.97,120.65,122.0,114.480803336304,2490156,0.0,1.0
2020-05-20,125.3,127.2,124.87,126.6,118.797292642427,1403045,0.0,1.0
2020-05-19,122.53,125.5,122.28,123.95,116.310619455204,1518966,0.0,1.0
2020-05-18,117.0,123.77,116.29,122.67,115.109509387413,2375856,0.0,1.0
2020-05-15,111.14,112.92,110.53,112.39,105.463094155469,855064,0.0,1.0
2020-05-14,109.18,112.63,108.78,112.1,105.190967655735,1611616,0.0,1.0
2020-05-13,113.0,113.54,109.38,111.07,104.224449398059,1913897,0.0,1.0
2020-05-12,119.0,120.24,113.51,113.59,106.589134844022,1351213,0.0,1.0
2020-05-11,122.41,124.57,116.67,117.99,110.717950702053,1901235,0.0,1.0
2020-05-08,120.99,121.86,119.5,121.86,114.349431922639,1465190,0.0,1.0
2020-05-07,117.84,120.63,117.0,119.4,112.041048511104,1520295,0.0,1.0
2020-05-06,118.8,119.81,115.61,115.88,108.737995824679,820789,0.0,1.0
2020-05-05,115.55,120.07,115.54,118.02,110.746101719267,1071941,0.0,1.0
2020-05-04,115.41,115.88,113.3,114.07,107.039551119444,1353853,0.0,1.0
2020-05-01,117.6,118.34,115.6,116.25,109.08519170365,1507282,0.0,1.0
2020-04-30,120.0,123.1,118.13,119.7,112.322558683242,1713632,0.0,1.0
2020-04-29,116.77,123.01,116.66,120.86,113.411064682178,1383254,0.0,1.0
2020-04-28,118.8,119.5,114.53,114.74,107.668257170553,1210141,0.0,1.0
2020-04-27,117.2,118.54,116.41,117.49,110.248767081822,1468919,0.0,1.0
2020-04-24,114.51,117.09,113.11,116.45,109.272865151742,1475924,0.0,1.0
2020-04-23,109.84,113.9,109.61,112.99,106.026114499746,3186328,0.0,1.0
2020-04-22,113.49,114.23,109.07,109.26,102.526004692824,1602487,0.0,1.0
2020-04-21,113.53,115.79,111.58,112.14,105.228502345353,1502614,0.0,1.0
2020-04-20,116.46,119.02,115.39,117.0,109.788967133996,1097050,0.0,1.0
2020-04-17,113.86,118.71,113.5,118.58,111.271587373925,1908236,0.0,1.0
2020-04-16,110.94,112.0,107.21,109.32,102.582306727252,1444646,0.0,1.0
2020-04-15,109.09,112.42,108.68,110.12,103.333000519621,1599536,0.0,1.0
2020-04-14,109.9,114.66,109.23,113.59,106.589134844022,2304914,0.0,1.0
2020-04-13,108.4,109.0,104.14,108.02,101.362429314652,1132704,0.0,1.0
2020-04-09,111.96,114.76,108.28,110.36,103.558208657332,2058242,0.0,1.0
2020-04-08,103.24,112.0,102.69,111.28,104.421506518556,2937222,0.0,1.0
2020-04-07,103.09,108.45,100.9,101.91,95.629005475432,3021372,0.0,1.0
2020-04-06,100.0,100.61,95.43,97.94,91.9036875307998,2592316,0.0,1.0
2020-04-03,92.19,92.88,89.21,92.01,86.3391697948631,2557740,0.0,1.0
2020-04-02,88.0,94.98,88.0,92.71,86.9960268631862,1633663,0.0,1.0
2020-04-01,97.05,97.05,88.48,89.63,84.1058557625647,1713834,0.0,1.0
2020-03-31,98.15,102.04,96.0,101.08,94.850160665849,1923741,0.0,1.0
2020-03-30,94.99,98.82,91.59,98.28,92.2227323925568,2024774,0.0,1.0
2020-03-27,97.37,98.42,92.47,94.94,89.0885858094153,1822070,0.0,1.0
2020-03-26,98.24,104.84,96.51,100.85,94.6343362005428,2254072,0.24,1.0
2020-03-25,92.84,101.97,92.08,96.83,90.6463821772536,2313482,0.0,1.0
2020-03-24,85.63,93.93,85.0,93.4,87.4354238908962,2339346,0.0,1.0
2020-03-23,84.71,85.18,78.7,80.81,75.6494283150249,2487070,0.0,1.0
2020-03-20,90.57,93.16,83.73,85.98,80.489269230613,3012701,0.0,1.0
2020-03-19,80.61,91.33,76.66,89.14,83.447469867607,3113839,0.0,1.0
2020-03-18,82.31,83.72,74.37,80.63,75.4809232154493,3902843,0.0,1.0
2020-03-17,93.82,94.0,83.7,86.16,80.6577743301886,3774450,0.0,1.0
2020-03-16,83.65,95.1,79.03,92.0,86.1248286719749,4817965,0.0,1.0
2020-03-13,106.5,108.1,93.94,97.8,91.5544374360776,4476177,0.0,1.0
