,EXP_Open,EXP_High,EXP_Low,EXP_Close,EXP_Adj Close,EXP_Volume,EXP_Dividend Amount,EXP_Split Coefficient
2024-04-08,267.8,269.97,265.62,266.27,265.7442398119,172235,0.0,1.0
2024-04-05,261.38,267.025,261.38,266.74,266.21331177912,231754,0.0,1.0
2024-04-04,268.41,270.49,259.69,260.0,259.486620164097,252983,0.0,1.0
2024-04-03,262.52,267.32,262.52,265.93,265.404911154763,321916,0.0,1.0
2024-04-02,268.43,268.775,262.57,264.02,263.498682522019,307350,0.0,1.0
2024-04-01,272.35,272.42,268.42,269.82,269.287230202602,229875,0.0,1.0
2024-03-28,269.67,272.31,267.22,271.75,271.21341934459,278790,0.0,1.0
2024-03-27,271.31,272.72,266.15,269.13,268.598592633705,249498,0.0,1.0
2024-03-26,269.0,270.17,267.425,270.07,269.536736568145,360233,0.0,1.0
2024-03-25,267.46,268.905,266.3496,268.15,267.620527680779,263734,0.0,1.0
2024-03-22,266.35,267.86,263.25,267.57,267.041672912721,284808,0.0,1.0
2024-03-21,262.7,264.92,260.94,264.73,264.207280600159,248528,0.0,1.0
2024-03-20,254.18,261.66,254.18,261.52,261.003618866595,323561,0.0,1.0
2024-03-19,249.56,254.285,249.45,254.17,253.668131719648,209103,0.0,1.0
2024-03-18,250.91,252.01,248.91,249.88,249.38660248694,237310,0.0,1.0
2024-03-15,248.03,252.23,248.03,249.57,249.077214593668,518238,0.0,1.0
2024-03-14,249.14,253.18,247.91,250.36,249.865654708782,624869,0.25,1.0
2024-03-13,253.81,256.68,249.54,250.0,249.257466490545,570571,0.0,1.0
2024-03-12,252.38,255.2,252.22,254.46,253.704219692736,291963,0.0,1.0
2024-03-11,255.76,256.38,247.22,251.61,250.862684574744,305145,0.0,1.0
2024-03-08,259.43,261.65,255.885,256.99,256.226705253621,174617,0.0,1.0
2024-03-07,257.66,262.4,257.66,259.57,258.799042307803,169661,0.0,1.0
2024-03-06,256.99,258.39,253.06,256.22,255.45899225683,296082,0.0,1.0
2024-03-05,257.14,259.7599,254.395,254.99,254.232645521696,264047,0.0,1.0
2024-03-04,257.86,261.41,257.62,258.68,257.911685727097,275759,0.0,1.0
2024-03-01,252.98,256.615,252.98,256.2,255.43905165951,247591,0.0,1.0
2024-02-29,253.31,255.36,252.44,253.55,252.796922514711,271070,0.0,1.0
2024-02-28,250.15,253.02,250.15,250.71,249.965357695378,207887,0.0,1.0
2024-02-27,251.48,253.13,250.58,251.07,250.324288447124,247302,0.0,1.0
2024-02-26,248.41,252.0,248.0544,250.99,250.244526057848,215636,0.0,1.0
2024-02-23,250.84,251.24,247.93,248.67,247.931416768815,223303,0.0,1.0
2024-02-22,244.0,250.09,244.0,249.51,248.768921856223,286180,0.0,1.0
2024-02-21,242.07,243.01,241.34,242.3,241.580336522636,214460,0.0,1.0
2024-02-20,244.28,245.72,240.35,242.13,241.410841445423,340670,0.0,1.0
2024-02-16,250.0,252.305,246.37,246.51,245.777832258337,356745,0.0,1.0
2024-02-15,247.61,249.36,243.155,249.04,248.300317819221,319411,0.0,1.0
2024-02-14,243.41,247.41,241.38,245.31,244.581396419182,328088,0.0,1.0
2024-02-13,239.23,240.515,234.0,240.39,239.676009478648,485572,0.0,1.0
2024-02-12,244.49,249.01,244.175,246.37,245.638248077102,334701,0.0,1.0
2024-02-09,244.43,244.72,242.83,243.22,242.497603999321,371412,0.0,1.0
2024-02-08,240.29,243.67,239.52,243.38,242.657128777875,327725,0.0,1.0
2024-02-07,238.71,242.005,237.52,240.28,239.566336193393,343397,0.0,1.0
2024-02-06,233.61,237.025,233.2747,235.82,235.119582991201,311840,0.0,1.0
2024-02-05,233.43,235.33,231.04,233.56,232.866295494127,335847,0.0,1.0
2024-02-02,231.64,237.43,229.79,236.23,235.528365236246,292968,0.0,1.0
2024-02-01,228.19,234.47,226.63,233.87,233.175374752575,393312,0.0,1.0
2024-01-31,227.35,230.02,226.0,226.28,225.607918069922,451505,0.0,1.0
2024-01-30,224.71,229.725,223.745,228.86,228.180255124104,632531,0.0,1.0
2024-01-29,216.92,225.37,215.085,224.38,223.713561324594,532204,0.0,1.0
2024-01-26,215.88,216.99,214.36,215.91,215.268718359894,365063,0.0,1.0
2024-01-25,210.0,212.89,204.27,212.4,211.769143530367,417401,0.0,1.0
2024-01-24,208.76,209.395,205.915,207.42,206.803934797875,436839,0.0,1.0
2024-01-23,209.37,209.37,203.98,206.42,205.806904931913,321819,0.0,1.0
2024-01-22,205.59,211.01,205.59,209.56,208.937578711034,261371,0.0,1.0
2024-01-19,202.27,204.67,200.08,204.45,203.842756095968,171444,0.0,1.0
2024-01-18,199.58,201.98,198.89,201.68,201.080983367252,202279,0.0,1.0
2024-01-17,198.0,199.71,197.58,198.8,198.209537353281,196632,0.0,1.0
2024-01-16,202.0,202.485,199.72,200.24,199.645260360267,207375,0.0,1.0
2024-01-12,205.0,205.1775,201.71,202.91,202.307330102386,132651,0.0,1.0
2024-01-11,205.05,205.35,201.84,204.67,204.062102666479,116858,0.0,1.0
2024-01-10,203.15,205.75,202.5,205.54,204.929518649866,160153,0.0,1.0
2024-01-09,202.01,203.655,200.07,203.57,202.965369813921,146400,0.0,1.0
2024-01-08,202.13,204.29,200.82,203.94,203.334270864327,248340,0.0,1.0
2024-01-05,196.56,200.65,196.56,200.12,199.525616776351,219228,0.0,1.0
2024-01-04,196.52,199.15,195.93,197.45,196.863547034232,228104,0.0,1.0
2024-01-03,198.18,199.69,196.27,196.46,195.87648746693,227735,0.0,1.0
2024-01-02,201.05,203.385,198.94,200.47,199.874577229438,200811,0.0,1.0
2023-12-29,203.38,204.4,202.42,202.84,202.237538011769,105451,0.0,1.0
2023-12-28,205.2,205.655,203.51,204.24,203.633379824116,104884,0.0,1.0
2023-12-27,205.25,205.82,204.43,205.8,205.188746415017,79696,0.0,1.0
2023-12-26,204.15,206.38,203.31,205.12,204.510766106162,114053,0.0,1.0
2023-12-22,203.05,204.06,201.5583,203.4,202.795874736707,135513,0.0,1.0
2023-12-21,203.77,204.31,199.83,201.58,200.981280380656,254825,0.0,1.0
2023-12-20,203.46,206.47,201.46,201.55,200.951369484677,255439,0.0,1.0
2023-12-19,205.24,205.93,202.58,204.26,203.653320421435,215431,0.0,1.0
2023-12-18,203.96,204.345,200.79,203.31,202.706142048771,261510,0.0,1.0
2023-12-15,202.92,205.66,201.535,203.56,202.955399515261,460568,0.0,1.0
2023-12-14,195.06,203.845,193.945,203.46,202.855696528665,608755,0.25,1.0
2023-12-13,190.59,192.74,186.72,192.31,191.503504979763,451301,0.0,1.0
2023-12-12,190.04,191.295,188.35,190.65,189.850466561239,179040,0.0,1.0
2023-12-11,188.9,190.87,188.22,188.36,187.570070188696,159038,0.0,1.0
2023-12-08,187.16,190.82,187.16,189.06,188.26713458205,210584,0.0,1.0
2023-12-07,185.28,188.18,184.6848,188.16,187.370908933453,156980,0.0,1.0
2023-12-06,184.03,186.52,183.92,184.76,183.985167594306,240590,0.0,1.0
2023-12-05,184.62,184.62,182.39,182.44,181.674897033477,215747,0.0,1.0
2023-12-04,184.26,186.235,183.83,185.29,184.512944920703,207283,0.0,1.0
2023-12-01,181.04,185.35,181.04,185.13,184.353615916508,187560,0.0,1.0
2023-11-30,179.82,182.0,178.42,181.05,180.290726309532,266416,0.0,1.0
2023-11-29,178.59,181.265,178.59,180.03,179.275003907788,238746,0.0,1.0
2023-11-28,180.81,181.895,177.67,177.77,177.024481723532,223277,0.0,1.0
2023-11-27,178.38,181.49,178.18,180.94,180.181187619148,180285,0.0,1.0
2023-11-24,177.65,180.07,177.65,179.32,178.567981451673,82547,0.0,1.0
2023-11-22,178.08,179.88,177.795,178.4,177.651839677551,173480,0.0,1.0
2023-11-21,175.94,180.015,175.94,177.01,176.267668953606,315868,0.0,1.0
2023-11-20,175.32,176.19,173.05,175.81,175.072701422142,260524,0.0,1.0
2023-11-17,174.03,175.97,173.125,175.89,175.15236592424,211222,0.0,1.0
2023-11-16,173.52,175.065,172.2039,172.84,172.115156781771,299504,0.0,1.0
2023-11-15,174.7,176.64,172.51,173.01,172.284443848728,352129,0.0,1.0
2023-11-14,171.19,176.52,171.19,174.49,173.758237137533,252357,0.0,1.0
2023-11-13,166.74,168.9299,166.74,167.8,167.096293149624,231135,0.0,1.0
2023-11-10,166.38,167.81,165.12,167.79,167.086335086862,153953,0.0,1.0
2023-11-09,167.41,167.41,164.45,165.12,164.427532329356,172233,0.0,1.0
2023-11-08,165.36,166.4,164.15,166.08,165.383506354527,225956,0.0,1.0
2023-11-07,163.97,165.26,163.2,164.55,163.859922751911,222229,0.0,1.0
2023-11-06,165.46,166.32,164.63,164.87,164.178580760301,221353,0.0,1.0
2023-11-03,163.92,166.05,163.035,165.08,164.387700078308,264687,0.0,1.0
2023-11-02,161.68,163.49,161.05,161.42,160.743049107344,396335,0.0,1.0
2023-11-01,154.11,159.07,153.66,158.68,158.014539910503,285683,0.0,1.0
2023-10-31,152.59,154.72,152.59,153.91,153.264543972936,306014,0.0,1.0
2023-10-30,148.74,153.6721,148.195,153.0,152.358360261577,414821,0.0,1.0
2023-10-27,148.44,149.51,145.03,147.75,147.130377311424,382607,0.0,1.0
2023-10-26,150.79,150.79,146.41,147.65,147.030796683802,481420,0.0,1.0
2023-10-25,154.1,154.68,151.795,152.11,151.472092675741,392245,0.0,1.0
2023-10-24,156.12,157.155,154.7701,155.62,154.967372705271,252407,0.0,1.0
2023-10-23,153.89,157.96,153.89,154.34,153.692740671711,490817,0.0,1.0
2023-10-20,157.65,158.285,154.05,155.03,154.379847002302,539158,0.0,1.0
2023-10-19,159.4,161.33,156.76,157.36,156.700075625893,377499,0.0,1.0
2023-10-18,164.89,164.89,159.24,159.31,158.641897864521,246106,0.0,1.0
2023-10-17,165.79,168.19,165.79,167.0,166.299648128649,350314,0.0,1.0
2023-10-16,166.79,168.44,166.31,166.98,166.279732003124,138063,0.0,1.0
2023-10-13,166.29,167.22,163.7,164.53,163.840006626387,247703,0.0,1.0
2023-10-12,172.26,172.26,165.23,166.16,165.463170856625,271369,0.0,1.0
2023-10-11,169.96,172.05,169.9575,171.79,171.06956019174,163054,0.0,1.0
2023-10-10,169.72,172.04,168.67,169.68,168.968408948917,204356,0.0,1.0
2023-10-09,168.01,169.75,166.37,169.16,168.450589685283,172319,0.0,1.0
2023-10-06,166.69,171.155,166.271,169.24,168.53025418738,191480,0.0,1.0
2023-10-05,167.05,168.81,165.96,167.49,166.787593203996,209821,0.0,1.0
2023-10-04,162.51,167.79,162.15,167.44,166.737802890185,296871,0.0,1.0
2023-10-03,163.64,165.34,160.31,161.5,160.822713609442,381998,0.0,1.0
2023-10-02,166.52,167.7,163.915,164.97,164.278161387923,243885,0.0,1.0
2023-09-29,170.21,170.32,166.41,166.52,165.821661116064,300568,0.0,1.0
2023-09-28,166.75,170.43,166.75,168.87,168.161805865179,218956,0.0,1.0
2023-09-27,164.23,167.7,163.34,166.57,165.871451429875,413621,0.0,1.0
2023-09-26,162.88,165.31,162.44,162.81,162.127219831289,260752,0.0,1.0
2023-09-25,161.83,164.5684,161.65,163.57,162.884032601216,330738,0.0,1.0
2023-09-22,164.31,165.29,161.63,162.5,161.818519885661,523796,0.0,1.0
2023-09-21,169.6,169.6,163.75,164.09,163.40185186485,423228,0.0,1.0
2023-09-20,174.68,175.62,170.88,171.14,170.422286112197,286780,0.0,1.0
2023-09-19,173.74,174.09,171.2352,173.53,172.802263112362,248015,0.0,1.0
2023-09-18,174.28,175.01,171.44,173.98,173.250375936661,404998,0.0,1.0
2023-09-15,176.65,177.49,172.95,173.95,173.220501748374,683190,0.0,1.0
2023-09-14,178.32,179.55,176.32,177.96,177.213684916014,294998,0.25,1.0
2023-09-13,179.29,180.19,175.75,177.02,176.030337825222,307749,0.0,1.0
2023-09-12,180.72,182.105,179.51,180.19,179.182615369601,167820,0.0,1.0
2023-09-11,181.89,182.75,180.75,182.1,181.081937170788,183301,0.0,1.0
2023-09-08,179.85,182.475,179.41,180.41,179.401385419999,186819,0.0,1.0
2023-09-07,181.56,183.63,178.74,180.67,179.659931843198,472142,0.0,1.0
2023-09-06,184.01,186.43,181.01,183.78,182.752544828377,287823,0.0,1.0
2023-09-05,192.81,193.905,183.4,184.06,183.030979437975,462351,0.0,1.0
2023-09-01,190.13,195.96,190.13,194.78,193.691047348304,302059,0.0,1.0
2023-08-31,188.58,190.89,187.705,189.32,188.26157246114,343817,0.0,1.0
2023-08-30,186.63,189.69,186.63,187.85,186.79979076075,299747,0.0,1.0
2023-08-29,181.26,186.47,179.82,186.25,185.208735848761,249719,0.0,1.0
2023-08-28,179.91,183.53,179.91,181.62,180.604620697191,350429,0.0,1.0
2023-08-25,177.16,180.12,174.34,179.6,178.595913870805,435706,0.0,1.0
2023-08-24,179.31,180.38,176.925,177.01,176.020393732022,210442,0.0,1.0
2023-08-23,177.71,180.495,177.39,180.43,179.421273606399,187318,0.0,1.0
2023-08-22,175.41,178.72,175.41,178.12,177.124188077215,183026,0.0,1.0
2023-08-21,176.01,177.0422,172.8,176.43,175.443636326426,265087,0.0,1.0
2023-08-18,175.0,176.32,173.67,175.45,174.469115192832,297761,0.0,1.0
2023-08-17,183.33,185.15,176.5,176.64,175.652462283625,773705,0.0,1.0
2023-08-16,184.5,185.475,182.7,182.74,181.718359135584,185441,0.0,1.0
2023-08-15,184.57,185.01,182.965,184.14,183.110532183575,176808,0.0,1.0
2023-08-14,183.72,185.18,182.65,185.06,184.025388757968,126399,0.0,1.0
2023-08-11,184.38,185.71,183.37,183.58,182.553662964378,170782,0.0,1.0
2023-08-10,186.11,187.53,183.93,184.47,183.438687259172,304754,0.0,1.0
2023-08-09,190.32,190.61,186.54,187.04,185.994319211555,208827,0.0,1.0
2023-08-08,189.29,189.99,187.72,189.52,188.460454325139,250083,0.0,1.0
2023-08-07,188.57,191.655,187.36,190.97,189.902347839129,223653,0.0,1.0
2023-08-04,188.38,191.095,186.13,188.07,187.018560811148,265818,0.0,1.0
2023-08-03,186.03,187.26,183.17,187.05,186.004263304755,339793,0.0,1.0
2023-08-02,185.86,189.45,185.86,187.57,186.521356151152,388456,0.0,1.0
2023-08-01,184.89,188.15,184.55,187.31,186.262809727954,236554,0.0,1.0
2023-07-31,183.58,184.75,182.3001,184.37,183.339246327173,383941,0.0,1.0
2023-07-28,184.0,184.12,181.03,182.34,181.320595407587,366780,0.0,1.0
2023-07-27,186.2,188.81,181.52,183.28,182.25534016838,493719,0.0,1.0
2023-07-26,190.24,191.82,189.52,189.8,188.738888934737,388237,0.0,1.0
2023-07-25,188.5,191.415,188.5,190.32,189.255981781133,291409,0.0,1.0
2023-07-24,190.65,192.34,188.7,189.45,188.390845672739,294426,0.0,1.0
2023-07-21,192.52,193.21,189.7625,190.91,189.84268327993,337808,0.0,1.0
2023-07-20,194.05,194.05,190.87,192.54,191.463570471519,317985,0.0,1.0
2023-07-19,192.45,193.3681,190.44,192.54,191.463570471519,335060,0.0,1.0
2023-07-18,190.89,193.47,190.89,192.94,191.861334199516,363241,0.0,1.0
2023-07-17,188.0,191.99,187.92,191.67,190.598434363124,347014,0.0,1.0
2023-07-14,188.55,188.93,185.735,187.79,186.74012620155,379702,0.0,1.0
2023-07-13,185.77,187.765,183.96,187.71,186.660573455951,315815,0.0,1.0
2023-07-12,185.0,185.83,182.05,183.48,182.454222032379,285811,0.0,1.0
2023-07-11,183.25,184.885,181.79,183.54,182.513886591579,243284,0.0,1.0
2023-07-10,179.6,182.97,178.66,182.18,181.161489916388,235994,0.0,1.0
2023-07-07,178.96,181.43,178.96,179.6,178.595913870805,324568,0.0,1.0
2023-07-06,179.32,181.05,177.19,178.66,177.661169110011,342350,0.0,1.0
2023-07-05,184.31,185.37,182.81,184.03,183.001147158375,328693,0.0,1.0
2023-07-03,185.44,186.85,184.99,185.64,184.602146163565,157585,0.0,1.0
2023-06-30,186.33,186.96,184.76,186.42,185.377785433159,251250,0.0,1.0
2023-06-29,181.61,184.99,181.61,184.92,183.886171453169,244077,0.0,1.0
2023-06-28,180.1,182.01,179.64,181.96,180.942719865989,351876,0.0,1.0
2023-06-27,175.22,180.38,174.93,180.03,179.023509878402,409518,0.0,1.0
2023-06-26,173.98,175.91,173.98,174.82,173.842637321237,309519,0.0,1.0
2023-06-23,172.26,176.28,172.26,174.37,173.39515312724,631627,0.0,1.0
2023-06-22,174.01,175.1,171.35,173.95,172.977501212842,411374,0.0,1.0
2023-06-21,171.72,176.31,171.53,174.57,173.594034991238,410715,0.0,1.0
2023-06-20,169.48,172.37,168.41,172.05,171.088123504855,503116,0.0,1.0
2023-06-16,170.0,172.98,169.41,170.42,169.467236313266,936291,0.0,1.0
2023-06-15,165.38,169.99,165.38,169.47,168.522547459272,337815,0.25,1.0
2023-06-14,167.34,167.79,164.5898,166.76,165.583431618597,429717,0.0,1.0
2023-06-13,165.99,168.235,165.99,166.79,165.61321995482,321488,0.0,1.0
2023-06-12,166.25,167.31,165.45,165.52,164.352180388044,208250,0.0,1.0
2023-06-09,167.7,168.08,165.665,166.42,165.245830474735,234076,0.0,1.0
2023-06-08,166.28,168.51,165.225,168.42,167.231719556273,253659,0.0,1.0
2023-06-07,165.86,169.67,165.86,166.66,165.48413716452,545845,0.0,1.0
2023-06-06,166.33,168.835,164.82,166.41,165.235901029328,356651,0.0,1.0
2023-06-05,168.2,168.2,164.13,166.37,165.196183247697,358900,0.0,1.0
2023-06-02,164.99,169.1761,164.99,169.07,167.877133507773,364102,0.0,1.0
2023-06-01,163.15,164.175,162.08,163.09,161.939325153975,407347,0.0,1.0
2023-05-31,164.11,165.54,162.545,162.93,161.780454027452,294680,0.0,1.0
2023-05-30,166.19,166.765,163.93,164.62,163.458530301352,228990,0.0,1.0
2023-05-26,166.75,167.51,164.9501,166.18,165.007523784951,236730,0.0,1.0
2023-05-25,165.27,167.1,165.27,166.56,165.384842710443,262444,0.0,1.0
2023-05-24,165.24,166.0885,164.14,164.89,163.726625327359,486668,0.0,1.0
2023-05-23,166.14,167.43,165.19,166.75,165.573502173189,446390,0.0,1.0
2023-05-22,167.78,168.34,165.56,167.11,165.930962207866,419134,0.0,1.0
2023-05-19,168.25,169.19,165.69,167.21,166.030256661943,513542,0.0,1.0
2023-05-18,162.33,166.72,160.72,166.03,164.858582103836,641967,0.0,1.0
2023-05-17,159.14,160.96,157.815,160.62,159.486752138277,392311,0.0,1.0
2023-05-16,158.8,159.14,156.57,158.35,157.232768030732,197689,0.0,1.0
2023-05-15,158.34,159.75,156.95,159.64,158.513666488323,353234,0.0,1.0
2023-05-12,157.86,158.85,156.7,158.31,157.193050249101,306838,0.0,1.0
2023-05-11,157.83,158.98,156.89,157.82,156.706507424124,320325,0.0,1.0
2023-05-10,160.44,161.0336,157.95,158.89,157.768958082747,265333,0.0,1.0
2023-05-09,159.2,159.84,158.2031,158.76,157.639875292447,264047,0.0,1.0
2023-05-08,160.12,161.69,159.0,159.98,158.851267632185,335170,0.0,1.0
2023-05-05,158.43,161.485,157.3,160.08,158.950562086262,546357,0.0,1.0
2023-05-04,151.2,158.285,151.2,156.4,155.296526176233,675481,0.0,1.0
2023-05-03,150.55,153.5,150.55,150.74,149.676460075481,333287,0.0,1.0
2023-05-02,148.7,150.18,146.24,149.79,148.733162761751,251586,0.0,1.0
2023-05-01,147.73,150.1928,147.73,148.95,147.899089347505,236598,0.0,1.0
2023-04-28,146.88,149.67,146.445,148.21,147.164310387336,306359,0.0,1.0
2023-04-27,143.95,147.34,143.95,146.88,145.843694148114,255904,0.0,1.0
2023-04-26,144.56,146.28,143.44,143.52,142.507400491131,295032,0.0,1.0
2023-04-25,146.14,146.71,145.1,145.47,144.44364234563,186290,0.0,1.0
2023-04-24,145.71,147.83,145.71,147.23,146.191224737383,204267,0.0,1.0
2023-04-21,148.6,148.82,145.24,145.88,144.850749607345,274855,0.0,1.0
2023-04-20,145.05,149.855,145.0,148.27,147.223887059783,352491,0.0,1.0
2023-04-19,143.81,146.25,143.39,146.14,145.108915187945,275932,0.0,1.0
2023-04-18,144.72,145.475,143.225,143.71,142.696059953877,203318,0.0,1.0
2023-04-17,143.02,143.88,142.12,143.67,142.656342172246,190435,0.0,1.0
2023-04-14,144.28,146.0,143.3,143.74,142.7258482901,230618,0.0,1.0
2023-04-13,142.87,144.86,142.1,144.78,143.7585106125,214790,0.0,1.0
2023-04-12,143.34,144.0105,142.45,142.98,141.971210439116,237083,0.0,1.0
2023-04-11,140.5,142.58,140.37,141.75,140.74988865397,201089,0.0,1.0
2023-04-10,135.31,140.02,135.31,139.91,138.922870698956,263195,0.0,1.0
2023-04-06,137.07,138.24,135.17,136.29,135.328411461373,273172,0.0,1.0
2023-04-05,141.3,141.92,136.89,137.43,136.460368237849,275812,0.0,1.0
2023-04-04,147.7,147.7,142.37,143.17,142.159869901862,240749,0.0,1.0
2023-04-03,146.5,147.69,145.03,147.38,146.340166418498,244243,0.0,1.0
2023-03-31,145.66,147.81,145.15,146.75,145.714611357814,202309,0.0,1.0
2023-03-30,145.41,147.5,144.135,144.73,143.708863385461,183950,0.0,1.0
2023-03-29,144.13,144.57,143.29,144.15,143.132955551815,158990,0.0,1.0
2023-03-28,140.95,143.4,140.22,142.99,141.981139884524,164103,0.0,1.0
2023-03-27,140.27,141.55,139.3239,140.5,139.508707978009,145385,0.0,1.0
2023-03-24,137.03,139.04,135.49,138.89,137.910067267372,204353,0.0,1.0
2023-03-23,138.69,141.45,137.73,139.06,138.078867839302,361429,0.0,1.0
2023-03-22,139.91,142.05,138.49,138.51,137.53274834188,408976,0.0,1.0
2023-03-21,137.96,141.01,137.96,140.18,139.190965724963,360403,0.0,1.0
2023-03-20,133.91,136.0671,133.11,135.37,134.414902483866,194386,0.0,1.0
2023-03-17,134.82,135.45,131.59,131.92,130.989243818213,724780,0.0,1.0
2023-03-16,130.51,135.66,129.79,135.57,134.613491392019,261540,0.25,1.0
2023-03-15,133.69,134.13,129.76,131.62,130.450800596507,318555,0.0,1.0
2023-03-14,137.245,138.82,135.405,136.8,135.584785910972,296056,0.0,1.0
2023-03-13,133.28,136.85,132.55,133.9,132.710547028357,260689,0.0,1.0
2023-03-10,139.975,140.8,134.02,136.0,134.791892426113,300509,0.0,1.0
2023-03-09,144.49,145.68,140.43,140.5,139.251918278447,171930,0.0,1.0
2023-03-08,144.53,146.1508,142.73,144.7,143.41460907396,231829,0.0,1.0
2023-03-07,145.55,146.195,143.55,144.37,143.087540511455,264306,0.0,1.0
2023-03-06,147.43,147.43,144.42,145.25,143.959723344801,592440,0.0,1.0
2023-03-03,146.29,147.89,144.7975,147.53,146.21946977665,257297,0.0,1.0
2023-03-02,142.32,146.03,141.01,145.6,144.306614244427,314327,0.0,1.0
2023-03-01,140.02,143.35,140.0,143.29,142.017134306895,331983,0.0,1.0
2023-02-28,139.68,141.295,139.68,140.32,139.073517244354,196165,0.0,1.0
2023-02-27,140.44,141.9,139.7,139.85,138.607692321999,247823,0.0,1.0
2023-02-24,137.93,139.06,136.88,138.76,137.527374948878,295207,0.0,1.0
2023-02-23,140.16,141.09,137.43,139.85,138.607692321999,155056,0.0,1.0
2023-02-22,138.48,139.84,138.22,139.55,138.310357265177,230571,0.0,1.0
2023-02-21,141.57,142.63,137.64,137.64,136.417324070075,240395,0.0,1.0
2023-02-17,143.06,145.12,142.32,143.81,142.532515072054,237826,0.0,1.0
2023-02-16,143.92,146.65,142.63,143.51,142.235180015231,244024,0.0,1.0
2023-02-15,143.61,147.77,143.61,146.33,145.030129549361,247100,0.0,1.0
2023-02-14,144.57,146.22,142.7,144.25,142.968606488726,163955,0.0,1.0
2023-02-13,143.52,145.14,142.36,145.05,143.761499973586,207308,0.0,1.0
2023-02-10,143.46,144.94,142.4803,143.79,142.512692734932,265819,0.0,1.0
2023-02-09,148.12,148.84,144.27,144.31,143.028073500091,154405,0.0,1.0
2023-02-08,149.3,149.44,146.05,146.97,145.664444337249,265617,0.0,1.0
2023-02-07,146.79,150.67,145.12,149.9,148.568416725546,299269,0.0,1.0
2023-02-06,147.4,148.01,145.65,147.28,145.971690562632,238527,0.0,1.0
2023-02-03,149.62,151.82,147.81,148.64,147.319609486893,292641,0.0,1.0
2023-02-02,148.49,152.15,148.28,151.16,149.8172239642,286775,0.0,1.0
2023-02-01,145.1,149.53,145.01,148.08,146.764584047491,292170,0.0,1.0
2023-01-31,143.01,146.172,142.725,146.08,144.782350335342,345677,0.0,1.0
2023-01-30,140.93,143.26,139.87,141.53,140.272768640204,358658,0.0,1.0
2023-01-27,138.97,142.26,137.82,141.11,139.856499560653,352902,0.0,1.0
2023-01-26,143.63,144.5,133.58,139.04,137.804887668579,604482,0.0,1.0
2023-01-25,141.96,145.15,141.585,144.73,143.444342579642,245043,0.0,1.0
2023-01-24,140.02,144.4,140.02,143.19,141.918022621287,203402,0.0,1.0
2023-01-23,140.34,143.91,140.08,142.18,140.916994596652,258222,0.0,1.0
2023-01-20,137.9,140.7286,136.46,140.43,139.182540098522,326078,0.0,1.0
2023-01-19,140.37,140.62,137.045,137.49,136.268656541664,200237,0.0,1.0
2023-01-18,142.49,144.9,141.32,141.44,140.183568123157,143059,0.0,1.0
2023-01-17,143.65,144.07,141.21,142.34,141.075573293624,184242,0.0,1.0
2023-01-13,141.47,144.85,141.3,144.19,142.909139477362,186078,0.0,1.0
2023-01-12,143.86,143.86,140.95,142.35,141.085484462185,192807,0.0,1.0
2023-01-11,140.88,143.6,139.49,143.39,142.116245992502,265632,0.0,1.0
2023-01-10,140.24,140.44,136.67,139.69,138.449113625027,253173,0.0,1.0
2023-01-09,143.73,143.8899,139.79,139.94,138.696892839046,332948,0.0,1.0
2023-01-06,139.05,143.12,138.65,143.05,141.779266261437,160841,0.0,1.0
2023-01-05,137.0,138.17,136.24,137.51,136.288478878785,394099,0.0,1.0
2023-01-04,136.85,138.565,136.01,138.23,137.002083015159,304303,0.0,1.0
2023-01-03,134.93,136.1499,133.58,134.87,133.671930378749,201579,0.0,1.0
2022-12-30,132.47,133.295,131.61,132.85,131.669874329479,125029,0.0,1.0
2022-12-29,132.47,134.4775,132.3641,133.97,132.779925208282,165532,0.0,1.0
2022-12-28,134.56,134.95,131.895,131.94,130.767957990451,118579,0.0,1.0
2022-12-27,133.71,134.75,133.35,134.13,132.938503905254,157133,0.0,1.0
2022-12-23,131.53,133.73,130.7,133.46,132.274455611684,139357,0.0,1.0
2022-12-22,132.31,132.96,129.25,131.4,130.232754888171,586599,0.0,1.0
2022-12-21,133.65,134.73,133.45,133.7,132.512323657142,166363,0.0,1.0
2022-12-20,131.27,132.87,130.88,131.98,130.807602664694,232313,0.0,1.0
2022-12-19,135.32,135.9346,130.35,131.37,130.203021382489,294215,0.0,1.0
2022-12-16,133.67,135.42,132.42,135.1,133.899887255646,494455,0.0,1.0
2022-12-15,136.84,137.36,135.05,135.11,133.909798424207,243962,0.25,1.0
2022-12-14,140.52,141.44,138.07,139.58,138.084586761604,269459,0.0,1.0
2022-12-13,141.88,142.23,138.62,140.89,139.380551861602,290045,0.0,1.0
2022-12-12,137.41,138.0,134.43,137.06,135.591585195196,422330,0.0,1.0
2022-12-09,135.49,137.83,135.49,137.12,135.650942375349,246310,0.0,1.0
2022-12-08,134.91,136.19,134.28,135.91,134.453905908939,161866,0.0,1.0
2022-12-07,133.24,135.4,133.1,133.8,132.36651174024,169206,0.0,1.0
2022-12-06,133.35,135.25,131.62,133.95,132.514904690621,250202,0.0,1.0
2022-12-05,134.68,134.9,131.53,133.09,131.664118441768,457175,0.0,1.0
2022-12-02,135.81,137.05,135.385,136.63,135.166192070769,158514,0.0,1.0
2022-12-01,137.44,137.88,136.02,137.03,135.56190660512,211717,0.0,1.0
