,CME_Open,CME_High,CME_Low,CME_Close,CME_Adj Close,CME_Volume,CME_Dividend Amount,CME_Split Coefficient
2020-05-20,181.05,182.54,180.24,180.82,152.667165867928,950720,0.0,1.0
2020-05-19,184.86,185.99,179.33,179.76,151.772202944468,1044853,0.0,1.0
2020-05-18,185.31,187.23,183.69,185.8,156.8718029989,1339243,0.0,1.0
2020-05-15,179.64,181.95,177.62,181.07,152.878242029121,1802882,0.0,1.0
2020-05-14,176.55,180.9,175.63,180.52,152.413874474496,1505469,0.0,1.0
2020-05-13,175.66,179.06,174.45,177.96,150.252454583876,1508682,0.0,1.0
2020-05-12,185.63,186.39,179.14,179.18,151.2825062505,1307668,0.0,1.0
2020-05-11,178.97,185.11,178.38,184.17,155.495586427919,1950232,0.0,1.0
2020-05-08,180.46,181.81,179.74,181.53,153.266622165717,1445562,0.0,1.0
2020-05-07,176.59,182.48,174.81,178.49,150.699936045606,1716930,0.0,1.0
2020-05-06,179.53,180.4,173.41,173.7,146.655716797141,1575738,0.0,1.0
2020-05-05,175.09,180.7,173.39,178.51,150.716822138501,1678192,0.0,1.0
2020-05-04,174.55,175.0,170.67,172.56,145.6932095021,2274637,0.0,1.0
2020-05-01,175.45,176.95,171.71,173.65,146.613501564903,2457163,0.0,1.0
2020-04-30,180.33,180.73,174.46,178.21,150.463530745069,2413350,0.0,1.0
2020-04-29,186.67,190.76,181.12,181.47,153.215963887031,2394609,0.0,1.0
2020-04-28,188.5,192.0,183.18,184.32,155.622232124635,2140286,0.0,1.0
2020-04-27,184.58,188.82,183.45,187.75,158.518197056208,2104630,0.0,1.0
2020-04-24,181.29,183.62,179.24,182.72,154.271344692998,1483556,0.0,1.0
2020-04-23,178.79,181.98,177.66,178.48,150.691492999158,1348533,0.0,1.0
2020-04-22,181.41,182.42,177.33,179.39,151.459810225902,1794335,0.0,1.0
2020-04-21,179.5,182.59,170.93,178.02,150.303112862563,2532599,0.0,1.0
2020-04-20,192.14,192.27,180.17,184.62,155.875523518067,2660209,0.0,1.0
2020-04-17,189.47,192.26,188.0,191.62,161.785656031481,1597098,0.0,1.0
2020-04-16,186.5,188.24,184.21,187.34,158.172032151851,1200618,0.0,1.0
2020-04-15,183.94,186.99,183.44,184.98,156.179473190185,1648023,0.0,1.0
2020-04-14,183.72,189.15,183.72,188.07,158.788374542535,1905478,0.0,1.0
2020-04-13,187.58,188.58,181.22,182.68,154.237572507207,1290250,0.0,1.0
2020-04-09,181.87,191.04,181.87,190.16,160.552971250112,3187736,0.0,1.0
2020-04-08,179.87,181.86,176.18,180.97,152.793811564644,1685097,0.0,1.0
2020-04-07,187.33,189.48,176.22,176.81,149.281504242387,2448741,0.0,1.0
2020-04-06,179.77,184.0,178.38,182.44,154.034939392461,2359708,0.0,1.0
2020-04-03,167.02,174.88,166.1,173.74,146.689488982932,1747171,0.0,1.0
2020-04-02,166.53,169.48,162.81,168.57,142.324433969454,2335411,0.0,1.0
2020-04-01,164.47,167.62,162.55,166.2,140.323431961341,2333315,0.0,1.0
2020-03-31,172.14,174.81,166.86,172.91,145.98871612777,2546337,0.0,1.0
2020-03-30,174.9,176.9,170.88,173.99,146.900565144126,2299669,0.0,1.0
2020-03-27,167.0,178.33,164.16,171.34,144.663157835476,2339166,0.0,1.0
2020-03-26,158.0,176.98,157.01,174.84,147.618224092183,3594384,0.0,1.0
2020-03-25,152.0,160.59,146.35,156.33,131.990145117427,4155593,0.0,1.0
2020-03-24,147.2,153.26,144.67,152.26,128.553825213199,3172297,0.0,1.0
2020-03-23,157.82,157.82,136.72,139.54,117.814270131682,3848569,0.0,1.0
2020-03-20,155.16,163.87,140.19,158.41,133.746298778556,5123422,0.0,1.0
2020-03-19,145.46,158.33,131.8,155.22,131.052966961729,4223838,0.0,1.0
2020-03-18,156.0,159.1,137.49,142.97,120.710235063255,4327727,0.0,1.0
2020-03-17,153.77,168.43,149.9,166.02,140.171457125282,3602635,0.0,1.0
2020-03-16,163.0,168.46,148.37,148.54,125.413011934642,5752382,0.0,1.0
2020-03-13,180.27,184.16,164.76,182.01,153.671888395208,4385807,0.0,1.0
2020-03-12,178.41,187.85,171.25,172.31,145.482133340906,4187546,0.0,1.0
2020-03-11,201.4,203.04,192.36,194.68,164.369228244488,2817316,0.0,1.0
2020-03-10,208.4,212.48,199.72,207.01,174.779504514544,2730779,0.0,1.0
2020-03-09,203.44,212.86,202.31,204.91,173.00646476052,3294463,0.85,1.0
2020-03-06,217.46,220.49,212.74,216.26,181.835041160138,2771281,0.0,1.0
2020-03-05,219.0,223.82,216.66,221.82,186.509982567936,2800817,0.0,1.0
2020-03-04,217.7,224.56,214.81,223.63,188.03186097587,2348398,0.0,1.0
2020-03-03,209.39,218.79,208.71,216.07,181.675285968145,3753770,0.0,1.0
2020-03-02,198.46,210.33,198.37,209.4,176.067037912387,3768457,0.0,1.0
2020-02-28,206.16,208.83,195.93,198.82,167.171196168772,4751275,0.0,1.0
2020-02-27,220.4,225.36,210.23,210.39,176.899446544351,3940868,0.0,1.0
2020-02-26,212.96,222.29,211.66,220.18,185.131043015995,4405090,0.0,1.0
2020-02-25,209.66,211.22,206.89,208.32,175.158955768426,2754088,0.0,1.0
2020-02-24,207.28,212.22,206.25,209.3,175.982956232391,2604798,0.0,1.0
2020-02-21,208.78,210.64,207.5,208.83,175.587772336408,2869537,0.0,1.0
2020-02-20,207.98,209.29,204.69,209.0,175.730711192402,1604230,0.0,1.0
2020-02-19,213.5,214.32,207.35,207.5,174.469485992456,1854530,0.0,1.0
2020-02-18,210.15,214.15,210.15,213.37,179.405080608243,1240529,0.0,1.0
2020-02-14,208.22,213.24,208.02,213.13,179.203284576252,1054480,0.0,1.0
2020-02-13,207.7,210.25,206.87,208.31,175.150547600427,1094153,0.0,1.0
2020-02-12,208.1,210.0,204.01,207.64,174.587200344451,2374361,0.0,1.0
2020-02-11,213.59,215.14,211.3,211.65,177.958875712305,1270272,0.0,1.0
2020-02-10,213.7,215.0,212.14,213.37,179.405080608243,1042738,0.0,1.0
2020-02-07,212.75,215.26,212.66,213.2,179.262141752249,1163114,0.0,1.0
2020-02-06,213.17,214.57,210.28,212.63,178.78287617627,1279969,0.0,1.0
2020-02-05,216.22,216.9,211.39,213.43,179.455529616241,1870362,0.0,1.0
2020-02-04,216.48,218.44,214.79,215.54,181.229653064164,1649252,0.0,1.0
2020-02-03,218.0,218.44,214.16,214.57,180.414060768199,1661805,0.0,1.0
2020-01-31,218.04,220.35,216.18,217.11,182.549735440107,1634635,0.0,1.0
2020-01-30,213.16,218.88,213.05,218.78,183.953899496046,1559246,0.0,1.0
2020-01-29,213.78,215.17,211.65,213.58,179.581652136235,921140,0.0,1.0
2020-01-28,213.01,213.86,211.93,213.21,179.270549920249,1406830,0.0,1.0
2020-01-27,208.88,214.19,208.37,212.99,179.085570224257,1720279,0.0,1.0
2020-01-24,208.79,209.79,208.19,209.24,175.932507224393,1245526,0.0,1.0
2020-01-23,207.69,209.14,206.59,208.24,175.091690424429,1101592,0.0,1.0
2020-01-22,207.39,208.48,206.37,207.55,174.511526832454,952532,0.0,1.0
2020-01-21,207.46,209.28,206.58,206.86,173.93136324048,1156775,0.0,1.0
2020-01-17,207.28,208.6,205.77,206.86,173.93136324048,1262957,0.0,1.0
2020-01-16,205.38,207.22,205.29,207.15,174.175200112469,1008412,0.0,1.0
2020-01-15,204.66,206.78,203.01,205.01,172.375852160547,1184982,0.0,1.0
2020-01-14,204.53,204.95,203.03,203.56,171.1566678006,1260596,0.0,1.0
2020-01-13,204.6,205.12,202.84,204.14,171.644341544578,1244151,0.0,1.0
2020-01-10,208.4,208.89,204.69,205.09,172.443117504544,1838244,0.0,1.0
2020-01-09,206.19,210.25,205.58,208.47,175.285078288421,1667156,0.0,1.0
2020-01-08,205.56,208.38,205.56,206.1,173.292342472507,1512422,0.0,1.0
2020-01-07,205.5,206.01,202.94,204.99,172.359035824548,968038,0.0,1.0
2020-01-06,205.09,206.29,203.67,205.39,172.695362544533,1329834,0.0,1.0
2020-01-03,201.16,205.05,201.1,204.55,171.989076432564,1184920,0.0,1.0
2020-01-02,201.11,202.05,200.58,201.85,169.718871072662,1464894,0.0,1.0
2019-12-31,199.2,200.83,198.35,200.72,168.768748088703,1016664,0.0,1.0
2019-12-30,202.79,203.53,198.76,199.18,167.473890216759,1012413,0.0,1.0
2019-12-27,201.28,203.03,200.32,202.78,170.500830696628,1001240,0.0,1.0
2019-12-26,201.0,202.36,200.35,201.35,169.29846267268,970789,2.5,1.0
2019-12-24,202.51,203.74,201.51,203.36,168.891515178397,750037,0.0,1.0
2019-12-23,203.88,204.46,202.26,203.28,168.825074771167,1369002,0.0,1.0
2019-12-20,205.0,206.65,202.43,202.52,168.193890902483,3424053,0.0,1.0
2019-12-19,200.88,204.79,200.49,204.72,170.021002101305,1229327,0.0,1.0
2019-12-18,203.97,204.18,199.54,200.49,166.507965569024,1191632,0.0,1.0
2019-12-17,203.81,205.08,202.25,203.57,169.065921247375,1245020,0.0,1.0
2019-12-16,204.59,206.52,202.63,203.18,168.74202426213,1544945,0.0,1.0
2019-12-13,203.1,205.34,201.67,204.59,169.913036439556,900396,0.0,1.0
2019-12-12,204.19,205.6,201.98,203.14,168.708804058515,1651166,0.0,1.0
2019-12-11,205.39,206.05,204.42,204.71,170.012697050401,1189699,0.0,1.0
2019-12-10,205.15,206.6,204.09,205.1,170.336594035647,1168651,0.0,1.0
2019-12-09,205.31,205.55,204.12,204.99,170.245238475706,1079680,0.75,1.0
2019-12-06,206.98,207.96,205.12,205.96,170.427283544553,1629171,0.0,1.0
2019-12-05,204.86,207.69,204.36,207.43,171.643675595488,1202006,0.0,1.0
2019-12-04,202.68,205.4,202.68,204.78,169.450859993463,1042066,0.0,1.0
2019-12-03,203.4,206.68,202.58,204.12,168.904724786921,1317188,0.0,1.0
2019-12-02,202.8,205.4,202.02,203.32,168.242742718385,1404173,0.0,1.0
2019-11-29,200.0,203.52,199.51,202.73,167.75453094284,1155104,0.0,1.0
2019-11-27,205.84,205.9,200.56,200.98,166.306445167918,1723799,0.0,1.0
2019-11-26,206.96,207.5,204.37,205.87,170.352810561843,2470533,0.0,1.0
2019-11-25,207.5,208.78,205.55,206.8,171.122364716516,967170,0.0,1.0
2019-11-22,205.36,207.16,204.86,206.9,171.205112475083,851297,0.0,1.0
2019-11-21,207.38,208.0,205.16,205.49,170.038369079288,955407,0.0,1.0
2019-11-20,206.39,208.77,205.13,206.64,170.989968302809,1187259,0.0,1.0
2019-11-19,204.29,206.72,204.11,206.18,170.609328613401,832942,0.0,1.0
2019-11-18,204.85,205.6,203.06,205.33,169.905972665581,1070289,0.0,1.0
2019-11-15,206.78,206.78,203.92,204.2,168.970922993774,1182671,0.0,1.0
2019-11-14,204.44,206.34,203.36,206.05,170.501756527264,1059640,0.0,1.0
2019-11-13,202.6,205.96,202.4,204.62,169.318463579756,1080490,0.0,1.0
2019-11-12,198.97,201.84,198.22,201.49,166.728458736609,1009308,0.0,1.0
2019-11-11,197.49,199.75,197.19,198.65,164.378422393307,773047,0.0,1.0
2019-11-08,198.94,200.5,197.54,198.17,163.981233152185,1172291,0.0,1.0
2019-11-07,199.02,199.09,196.74,199.0,164.668039548291,1023436,0.0,1.0
2019-11-06,196.81,198.86,196.51,198.59,164.328773738167,976808,0.0,1.0
2019-11-05,197.02,197.97,195.79,196.95,162.971710497668,1178812,0.0,1.0
2019-11-04,201.75,202.37,196.71,197.02,163.029633928665,1377788,0.0,1.0
2019-11-01,206.91,207.79,200.53,201.51,166.745008288323,1358345,0.0,1.0
2019-10-31,204.2,209.35,203.95,205.75,170.253513251563,1541014,0.0,1.0
2019-10-30,203.89,207.42,202.11,204.97,169.60808073474,1595038,0.0,1.0
2019-10-29,200.99,203.54,199.95,201.0,166.322994719631,2497450,0.0,1.0
2019-10-28,201.63,201.72,196.95,200.66,166.041652340503,2561595,0.0,1.0
2019-10-25,203.52,204.4,200.4,200.46,165.876156823369,1396415,0.0,1.0
2019-10-24,202.92,204.42,201.44,203.25,168.184819287388,1199812,0.0,1.0
2019-10-23,201.9,204.12,200.12,202.23,167.340792150005,1060699,0.0,1.0
2019-10-22,206.23,207.47,201.5,202.02,167.167021857014,1606681,0.0,1.0
2019-10-21,212.21,212.94,205.79,206.07,170.518306078977,1274365,0.0,1.0
2019-10-18,213.58,214.12,211.61,213.17,176.393396937233,1239353,0.0,1.0
2019-10-17,211.95,213.22,210.3,213.01,176.261000523525,1426221,0.0,1.0
2019-10-16,211.25,212.06,208.67,212.01,175.433522937856,1172730,0.0,1.0
2019-10-15,213.13,214.0,211.4,212.57,175.896910385831,727402,0.0,1.0
2019-10-14,213.43,214.89,212.01,212.35,175.714865316983,785290,0.0,1.0
2019-10-11,217.79,217.79,211.75,212.83,176.112054558105,1199132,0.0,1.0
2019-10-10,214.22,217.24,214.02,215.89,178.644135970254,675119,0.0,1.0
2019-10-09,214.25,215.42,212.52,215.13,178.015253005145,780352,0.0,1.0
2019-10-08,212.51,213.81,211.26,212.14,175.541095023993,1266393,0.0,1.0
2019-10-07,214.57,215.6,212.68,213.33,176.52579335094,935926,0.0,1.0
2019-10-04,210.25,216.19,209.96,216.02,178.751708056392,1060995,0.0,1.0
2019-10-03,208.42,210.97,207.7,209.43,173.298630766828,1036443,0.0,1.0
2019-10-02,210.05,211.81,206.88,207.84,171.982941405613,1275120,0.0,1.0
2019-10-01,211.34,211.88,208.32,210.72,174.366076852342,1109616,0.0,1.0
2019-09-30,214.8,214.83,210.59,211.34,174.879112955457,1123274,0.0,1.0
2019-09-27,217.18,217.88,213.22,213.89,176.989180798915,1030782,0.0,1.0
2019-09-26,214.82,216.69,214.22,215.99,178.726883728821,1251033,0.0,1.0
2019-09-25,213.42,214.06,211.18,213.28,176.484419471656,1122865,0.0,1.0
2019-09-24,213.06,216.67,211.99,212.91,176.178252764958,1129126,0.0,1.0
2019-09-23,209.77,213.0,209.58,212.28,175.656941885986,851195,0.0,1.0
2019-09-20,212.89,212.89,209.78,211.15,174.72189221418,2126425,0.0,1.0
2019-09-19,214.06,216.15,210.94,211.95,175.383874282715,1375915,0.0,1.0
2019-09-18,215.1,216.47,212.99,216.17,178.875829694242,1172121,0.0,1.0
2019-09-17,207.02,214.86,205.63,214.73,177.684261970877,2521060,0.0,1.0
2019-09-16,205.57,209.19,205.13,207.0,171.28786023365,1244678,0.0,1.0
2019-09-13,206.13,206.54,202.54,205.8,170.294887130846,1122577,0.0,1.0
2019-09-12,201.98,205.77,201.78,205.38,169.947346544865,1764763,0.0,1.0
2019-09-11,206.0,206.7,201.94,202.58,167.630409304989,2564197,0.0,1.0
2019-09-10,215.38,216.65,204.51,205.43,169.988720424148,2569654,0.0,1.0
2019-09-09,223.99,224.0,214.85,215.58,178.387617918697,1343264,0.75,1.0
2019-09-06,221.52,224.91,221.32,223.07,183.945481112761,1093877,0.0,1.0
2019-09-05,224.03,224.86,220.55,221.18,182.386970513832,1186388,0.0,1.0
2019-09-04,217.62,221.76,217.54,221.06,182.288017459932,1132693,0.0,1.0
2019-09-03,216.07,218.1,215.67,217.76,179.566808477675,1045254,0.0,1.0
2019-08-30,215.91,217.74,214.67,217.29,179.179242349899,947345,0.0,1.0
2019-08-29,216.83,216.87,213.09,215.69,177.859868297895,667330,0.0,1.0
2019-08-28,216.57,217.22,214.31,215.76,177.917590912671,812027,0.0,1.0
2019-08-27,215.44,217.51,214.81,216.22,178.296910952622,993527,0.0,1.0
2019-08-26,211.82,214.81,211.82,214.64,176.994029076268,798620,0.0,1.0
2019-08-23,212.53,213.75,210.4,211.22,174.173867040111,1547474,0.0,1.0
2019-08-22,214.52,214.79,213.14,213.24,175.839576780765,755407,0.0,1.0
2019-08-21,215.07,215.2,211.99,213.49,176.045728976391,1089812,0.0,1.0
2019-08-20,216.74,217.65,213.61,213.85,176.342588138091,871784,0.0,1.0
2019-08-19,215.0,217.24,213.93,216.7,178.692723168223,757544,0.0,1.0
2019-08-16,214.34,214.34,211.93,213.58,176.119943766816,1176375,0.0,1.0
2019-08-15,210.77,213.29,209.02,212.71,175.402534126039,1300281,0.0,1.0
2019-08-14,211.09,213.22,208.24,208.34,171.798993746504,1455300,0.0,1.0
2019-08-13,212.4,214.78,208.7,213.3,175.889053307715,989779,0.0,1.0
2019-08-12,213.2,216.7,211.79,212.25,175.023214086088,1122583,0.0,1.0
2019-08-09,212.38,216.73,211.68,215.72,177.88460656137,1051910,0.0,1.0
2019-08-08,209.73,211.24,207.07,211.1,174.07491398621,1049988,0.0,1.0
2019-08-07,206.74,210.17,204.8,208.89,172.252528576881,1869765,0.0,1.0
2019-08-06,202.38,209.15,202.13,208.38,171.831978097804,1431825,0.0,1.0
2019-08-05,203.29,205.41,199.2,201.88,166.47202101154,1767810,0.0,1.0
2019-08-02,201.18,206.37,199.58,205.16,169.176737818147,1788258,0.0,1.0
2019-08-01,194.05,201.92,193.65,200.6,165.416521769937,2525077,0.0,1.0
2019-07-31,194.66,195.98,193.09,194.42,160.320439494074,2187499,0.0,1.0
2019-07-30,199.03,200.63,196.82,197.31,162.703558875505,1183256,0.0,1.0
2019-07-29,201.55,202.15,198.92,199.64,164.624897338735,1295635,0.0,1.0
2019-07-26,201.44,202.17,200.34,201.07,165.804087897713,1189902,0.0,1.0
2019-07-25,201.88,203.65,201.27,201.66,166.29060707939,838897,0.0,1.0
2019-07-24,206.02,206.65,198.21,201.64,166.27411490374,1764772,0.0,1.0
2019-07-23,204.79,205.78,203.93,205.35,169.333413486823,1007342,0.0,1.0
2019-07-22,205.62,206.72,204.01,206.14,169.984854425,962162,0.0,1.0
2019-07-19,206.47,207.4,204.76,204.85,168.921109095572,823683,0.0,1.0
2019-07-18,203.86,206.56,203.39,206.26,170.0838074789,811298,0.0,1.0
2019-07-17,203.45,205.0,203.41,204.09,168.29440642087,972678,0.0,1.0
2019-07-16,206.67,207.18,203.3,203.48,167.791395063544,1214007,0.0,1.0
2019-07-15,207.51,207.51,205.03,206.02,169.885901371099,1221967,0.0,1.0
2019-07-12,207.01,207.84,205.13,207.47,171.081584105727,1425825,0.0,1.0
2019-07-11,203.67,206.48,202.5,206.41,170.207498796275,1168788,0.0,1.0
2019-07-10,202.16,204.36,201.92,203.17,167.535766340968,1099181,0.0,1.0
2019-07-09,201.3,202.12,200.47,201.99,166.562727977616,971019,0.0,1.0
2019-07-08,202.51,203.53,201.22,201.99,166.562727977616,718227,0.0,1.0
2019-07-05,201.83,203.35,200.59,202.81,167.238907179267,884617,0.0,1.0
2019-07-03,200.0,201.7,199.2,201.67,166.298853167215,865103,0.0,1.0
2019-07-02,196.3,200.36,195.36,199.77,164.732096480461,1031546,0.0,1.0
2019-07-01,195.47,196.99,193.38,196.59,162.109840552104,1421118,0.0,1.0
2019-06-28,194.74,194.99,193.05,194.11,160.064810771498,2138854,0.0,1.0
2019-06-27,192.64,195.39,192.53,193.9,159.891642927173,1252045,0.0,1.0
2019-06-26,198.37,198.37,191.96,192.03,158.349624503894,1488037,0.0,1.0
2019-06-25,198.91,199.11,197.36,198.32,163.536413745832,1174236,0.0,1.0
2019-06-24,197.99,199.16,197.48,198.42,163.618874624083,1201041,0.0,1.0
2019-06-21,197.87,200.94,197.22,197.46,162.827250192881,2699926,0.0,1.0
2019-06-20,198.83,199.98,196.5493,198.82,163.948718137084,1163800,0.0,1.0
2019-06-19,195.81,197.73,195.3,197.32,162.71180496333,1071278,0.0,1.0
2019-06-18,194.96,196.84,194.79,195.82,161.474891789577,1364724,0.0,1.0
2019-06-17,197.07,198.09,194.41,194.77,160.60905256795,1174742,0.0,1.0
2019-06-14,197.35,197.81,195.66,197.1,162.53039103118,1147580,0.0,1.0
2019-06-13,198.77,198.88,194.5,196.74,162.233531869479,1608986,0.0,1.0
2019-06-12,198.44,200.27,197.81,198.88,163.998194664034,1161888,0.0,1.0
2019-06-11,203.58,204.3,197.5,198.75,163.890995522308,2506050,0.0,1.0
2019-06-10,203.26,204.56,202.69,203.18,167.544012428793,1294727,0.0,1.0
2019-06-07,199.71,202.98,199.71,202.11,166.661681031516,1104499,0.75,1.0
2019-06-06,199.94,201.43,197.04,200.89,165.043207642814,1296328,0.0,1.0
2019-06-05,195.11,200.0,195.02,199.88,164.213431946068,1630272,0.0,1.0
2019-06-04,194.39,195.68,192.5,194.96,160.171356274792,1344815,0.0,1.0
2019-06-03,192.45,193.22,190.97,193.0,158.561098487048,1745793,0.0,1.0
2019-05-31,190.06,192.71,190.06,192.12,157.838125602755,1782470,0.0,1.0
2019-05-30,190.69,193.27,190.47,192.36,158.035300025744,1183769,0.0,1.0
2019-05-29,187.32,190.78,187.32,190.52,156.523629449494,2017976,0.0,1.0
2019-05-28,187.46,190.94,186.98,187.26,153.845343537226,2557748,0.0,1.0
2019-05-24,187.67,188.26,185.55,187.92,154.387573200446,800670,0.0,1.0
2019-05-23,185.0,187.49,184.92,186.8,153.467425893163,1189680,0.0,1.0
2019-05-22,186.23,187.13,185.04,185.82,152.662296999291,773658,0.0,1.0
2019-05-21,186.38,187.79,185.88,186.57,153.278467071132,1121370,0.0,1.0
2019-05-20,183.93,186.19,183.88,185.64,152.51441618205,1250464,0.0,1.0
2019-05-17,182.19,184.74,182.19,183.85,151.043823610589,1223734,0.0,1.0
2019-05-16,182.64,183.66,181.53,182.79,150.172969909054,1061214,0.0,1.0
2019-05-15,181.9,183.71,181.26,181.83,149.384272217098,995571,0.0,1.0
2019-05-14,182.48,184.87,182.11,183.29,150.583749956948,1621872,0.0,1.0
2019-05-13,181.0,183.63,180.8,182.3,149.770405462118,1720525,0.0,1.0
2019-05-10,179.9,183.03,179.39,182.94,150.296203923423,1532966,0.0,1.0
2019-05-09,176.78,181.13,176.53,180.01,147.889032842764,1563563,0.0,1.0
2019-05-08,178.47,179.81,177.18,178.22,146.418440271304,1549279,0.0,1.0
2019-05-07,177.1,180.96,177.1,178.11,146.328068660767,2517842,0.0,1.0
2019-05-06,171.01,178.45,171.01,178.15,146.360931064599,1617861,0.0,1.0
2019-05-03,172.97,174.3,172.31,173.91,142.877516258459,1872698,0.0,1.0
2019-05-02,174.92,174.92,172.56,172.8,141.965584552134,2503864,0.0,1.0
2019-05-01,174.71,176.33,171.5,175.3,144.019484791604,2580912,0.0,1.0
2019-04-30,177.83,178.98,177.09,178.9,146.97710113644,1828385,0.0,1.0
2019-04-29,178.61,179.57,176.6,177.53,145.85156380521,2537103,0.0,1.0
2019-04-26,177.74,179.98,177.74,179.01,147.067472746976,1658404,0.0,1.0
2019-04-25,175.51,178.23,175.18,178.01,146.245912651189,1210090,0.0,1.0
2019-04-24,174.35,176.26,174.25,176.21,144.767104478771,1537492,0.0,1.0
2019-04-23,174.8,175.45,173.56,174.79,143.600489142752,1403528,0.0,1.0
2019-04-22,175.41,176.0,174.36,174.78,143.592273541794,1498445,0.0,1.0
2019-04-18,177.73,179.14,175.93,176.36,144.890338493139,2021786,0.0,1.0
2019-04-17,173.92,177.14,173.92,176.92,145.35041214678,2247377,0.0,1.0
2019-04-16,174.285,174.62,173.09,173.92,142.885731859416,1281809,0.0,1.0
2019-04-15,172.94,174.44,172.56,173.4,142.458520609607,1149233,0.0,1.0
2019-04-12,172.15,173.6,171.86,172.92,142.064171763629,1528168,0.0,1.0
2019-04-11,170.77,171.5,170.05,170.54,140.108858735654,1081967,0.0,1.0
2019-04-10,170.76,171.15,169.37,170.06,139.714509889675,1596860,0.0,1.0
2019-04-09,171.48,172.48,169.4,170.76,140.289601956727,1639591,0.0,1.0
2019-04-08,170.03,172.56,169.35,172.39,141.628744912861,1630278,0.0,1.0
2019-04-05,169.7,170.6,168.99,170.09,139.739156692549,1668094,0.0,1.0
2019-04-04,167.81,169.59,167.81,169.36,139.139417822624,1270554,0.0,1.0
2019-04-03,168.27,170.61,167.82,168.44,138.383582534499,1767267,0.0,1.0
2019-04-02,166.96,168.48,166.1,168.07,138.079605299058,1473680,0.0,1.0
2019-04-01,165.66,166.79,164.75,166.55,136.83083395346,1346891,0.0,1.0
2019-03-29,163.79,164.91,162.91,164.58,135.212360564758,1485224,0.0,1.0
2019-03-28,162.72,163.05,161.05,162.76,133.717121190424,1557611,0.0,1.0
2019-03-27,163.73,164.0,162.0,162.58,133.569240373183,1335276,0.0,1.0
2019-03-26,164.94,165.58,163.69,164.15,134.85908972357,1850410,0.0,1.0
2019-03-25,163.08,164.8,162.92,164.17,134.875520925485,1532489,0.0,1.0
2019-03-22,162.15,164.44,161.4,163.32,134.177194844066,2894911,0.0,1.0
2019-03-21,164.45,165.54,163.02,164.33,135.006970540811,1839746,0.0,1.0
2019-03-20,168.39,168.6,164.58,164.79,135.384888184874,2300404,0.0,1.0
2019-03-19,169.94,170.83,168.0,168.73,138.621834962278,1816432,0.0,1.0
2019-03-18,170.58,171.37,169.51,169.89,139.574844673392,1834028,0.0,1.0
2019-03-15,167.95,170.9,167.43,170.14,139.780234697338,2965793,0.0,1.0
2019-03-14,169.5,169.69,166.88,168.43,138.375366933541,2421810,0.0,1.0
2019-03-13,170.89,171.81,168.11,169.69,139.410532654234,2159181,0.0,1.0
2019-03-12,171.27,171.52,170.11,170.37,139.96919351937,2022831,0.0,1.0
2019-03-11,171.52,172.74,170.6,170.82,140.338895562474,1727532,0.0,1.0
2019-03-08,171.37,171.98,170.45,171.54,140.930418831441,1832963,0.0,1.0
2019-03-07,173.19,173.78,171.39,172.5,141.719116523398,2612358,0.75,1.0
2019-03-06,176.17,176.62,173.96,174.25,142.537120081974,1840072,0.0,1.0
2019-03-05,181.01,181.8,175.32,175.99,143.960446273898,2014072,0.0,1.0
2019-03-04,183.41,183.66,179.07,180.3,147.486041611363,2357414,0.0,1.0
2019-03-01,182.45,183.97,182.01,182.59,149.359269760503,1896617,0.0,1.0
2019-02-28,180.45,183.12,180.43,181.91,148.803027340671,2130899,0.0,1.0
2019-02-27,177.85,180.25,177.32,179.86,147.126120045589,1762270,0.0,1.0
2019-02-26,177.6,179.49,177.12,178.11,145.69461381808,1742524,0.0,1.0
2019-02-25,178.83,180.42,177.35,177.49,145.187451611763,1935860,0.0,1.0
2019-02-22,176.51,178.16,176.08,178.06,145.653713640151,1350094,0.0,1.0
2019-02-21,175.41,176.57,175.04,176.49,144.369448053186,1955127,0.0,1.0
2019-02-20,174.3,175.76,172.76,175.59,143.633244850467,2197669,0.0,1.0
2019-02-19,175.26,176.5,174.08,174.3,142.578020259903,1611083,0.0,1.0
2019-02-15,176.6,177.8,173.9,175.4,143.477824174337,3069592,0.0,1.0
2019-02-14,181.0,181.04,176.62,177.4,145.113831291491,2898320,0.0,1.0
2019-02-13,179.17,181.41,179.01,180.4,147.567841967221,2249507,0.0,1.0
2019-02-12,178.03,180.66,177.55,178.93,146.365376736113,1414765,0.0,1.0
2019-02-11,178.55,179.15,177.2,177.32,145.048391006805,1085983,0.0,1.0
2019-02-08,176.95,179.12,176.51,178.2,145.768234138352,1359989,0.0,1.0
2019-02-07,176.36,177.24,173.7,177.23,144.974770686533,1732208,0.0,1.0
2019-02-06,178.14,178.6,176.81,177.76,145.408312572578,1643281,0.0,1.0
2019-02-05,179.58,180.13,176.48,178.78,146.242676202326,2605305,0.0,1.0
2019-02-04,183.14,183.77,175.58,181.54,148.500366023998,2399203,0.0,1.0
2019-02-01,182.98,185.22,182.3,183.44,150.054572785293,1495930,0.0,1.0
2019-01-31,179.73,182.54,179.03,182.28,149.105688657345,1824157,0.0,1.0
2019-01-30,181.26,182.84,179.81,180.37,147.543301860463,1547310,0.0,1.0
2019-01-29,184.81,185.09,180.24,181.19,148.214064778496,1345421,0.0,1.0
2019-01-28,185.52,186.48,184.6,184.96,151.29793819433,1100724,0.0,1.0
