,BCPC_Open,BCPC_High,BCPC_Low,BCPC_Close,BCPC_Adj Close,BCPC_Volume,BCPC_Dividend Amount,BCPC_Split Coefficient
2018-04-02,81.74,82.16,79.8,80.7,77.9824105627526,89251,0.0,1.0
2018-03-29,81.53,82.44,80.48,81.75,78.9970515923795,102901,0.0,1.0
2018-03-28,80.71,82.02,80.62,81.29,78.5525421889239,73514,0.0,1.0
2018-03-27,81.72,81.86,80.31,80.62,77.9051045795429,82507,0.0,1.0
2018-03-26,80.56,81.53,79.68,81.49,78.7458071469481,79315,0.0,1.0
2018-03-23,80.09,80.33,79.03,79.46,76.7841678230027,153069,0.0,1.0
2018-03-22,80.88,82.22,79.92,80.01,77.3156464575692,93459,0.0,1.0
2018-03-21,80.95,82.06,80.95,81.42,78.6781644116396,105168,0.0,1.0
2018-03-20,81.26,81.89,80.14,80.88,78.1563490249743,72176,0.0,1.0
2018-03-19,81.49,81.9,80.21,81.34,78.6008584284299,113205,0.0,1.0
2018-03-16,81.49,82.38,80.47,82.07,79.3062755252181,260753,0.0,1.0
2018-03-15,81.5,82.15,81.02,81.48,78.7361438990469,76229,0.0,1.0
2018-03-14,82.84,82.91,80.94,81.42,78.6781644116396,98284,0.0,1.0
2018-03-13,82.76,83.07,81.65,82.37,79.5961729622544,105010,0.0,1.0
2018-03-12,81.57,83.0,81.57,82.37,79.5961729622544,79445,0.0,1.0
2018-03-09,79.83,81.52,79.71,81.4,78.6588379158372,52693,0.0,1.0
2018-03-08,79.54,79.54,78.67,79.32,76.6488823523858,69299,0.0,1.0
2018-03-07,79.3,80.11,78.74,79.45,76.7745045751015,105029,0.0,1.0
2018-03-06,78.54,79.97,77.7,79.67,76.9870960289281,120973,0.0,1.0
2018-03-05,76.57,78.66,76.36,78.19,75.5569353395493,121917,0.0,1.0
2018-03-02,75.54,77.31,74.64,76.97,74.3780190956018,129856,0.0,1.0
2018-03-01,75.6,76.3,74.42,76.01,73.4503472970858,92588,0.0,1.0
2018-02-28,75.07,75.98,74.65,75.25,72.715940456594,151428,0.0,1.0
2018-02-27,76.21,78.29,74.2,75.12,72.5903182338782,230756,0.0,1.0
2018-02-26,75.38,76.43,74.44,76.21,73.64361225511,56094,0.0,1.0
2018-02-23,75.86,75.86,74.99,75.39,72.8512259272109,53097,0.0,1.0
2018-02-22,75.2,76.11,74.28,75.67,73.1217968684447,47161,0.0,1.0
2018-02-21,74.9,76.01,74.25,74.85,72.3294105405456,55461,0.0,1.0
2018-02-20,74.83,76.23,74.32,74.89,72.3680635321504,70196,0.0,1.0
2018-02-16,74.31,75.37,73.95,74.95,72.4260430195577,108537,0.0,1.0
2018-02-15,73.93,74.74,73.37,74.57,72.0588395993118,76783,0.0,1.0
2018-02-14,71.11,73.67,71.06,73.56,71.0828515612897,102371,0.0,1.0
2018-02-13,72.04,72.5,71.0,71.9,69.4787524096891,154888,0.0,1.0
2018-02-12,71.76,73.01,70.98,72.53,70.0875370274652,162024,0.0,1.0
2018-02-09,71.78,72.17,70.23,71.53,69.1212122373444,179253,0.0,1.0
2018-02-08,73.74,74.51,70.77,70.84,68.454448132161,143859,0.0,1.0
2018-02-07,73.45,79.65,72.73,73.73,71.2471267756103,109153,0.0,1.0
2018-02-06,73.25,74.87,72.88,73.68,71.1988105361042,158864,0.0,1.0
2018-02-05,77.36,78.2,73.99,74.39,71.88490113709,79473,0.0,1.0
2018-02-02,78.22,78.4,76.72,77.86,75.2380481588094,92050,0.0,1.0
2018-02-01,78.68,80.16,77.93,78.71,76.0594242304121,145090,0.0,1.0
2018-01-31,80.69,80.95,78.35,79.0,76.3396584195471,127595,0.0,1.0
2018-01-30,79.54,81.17,79.5,80.35,77.6441968862103,75388,0.0,1.0
2018-01-29,80.47,81.3,80.0,80.24,77.537901159297,70631,0.0,1.0
2018-01-26,82.11,82.11,80.42,80.84,78.1176960333695,68257,0.0,1.0
2018-01-25,80.59,82.49,80.17,81.82,79.0646943276879,118775,0.0,1.0
2018-01-24,80.68,81.27,80.01,80.12,77.4219421844825,106509,0.0,1.0
2018-01-23,81.24,81.33,79.75,80.59,77.8761148358393,76900,0.0,1.0
2018-01-22,82.03,82.11,80.5,81.13,78.3979302225045,55931,0.0,1.0
2018-01-19,80.49,82.42,80.49,82.02,79.2579592857121,88694,0.0,1.0
2018-01-18,81.35,81.73,80.55,80.73,78.0114003064562,58408,0.0,1.0
2018-01-17,81.02,82.16,80.62,81.46,78.7168174032444,75887,0.0,1.0
2018-01-16,81.45,81.94,80.36,80.75,78.0307268022586,82297,0.0,1.0
2018-01-12,81.93,82.65,79.67,81.22,78.4848994536154,100127,0.0,1.0
2018-01-11,80.33,81.97,79.59,81.93,79.1709900546012,87920,0.0,1.0
2018-01-10,80.05,80.66,79.21,80.18,77.4799216718898,65876,0.0,1.0
2018-01-09,81.41,81.96,80.06,80.08,77.3832891928777,63432,0.0,1.0
2018-01-08,80.36,82.0,79.92,81.38,78.6395114200348,118185,0.0,1.0
2018-01-05,80.51,83.05,80.24,80.45,77.7408293652224,173235,0.0,1.0
2018-01-04,80.93,81.59,80.26,80.36,77.6538601341115,64831,0.0,1.0
2018-01-03,81.32,81.72,80.66,80.71,77.9920738106538,61405,0.0,1.0
2018-01-02,80.83,81.95,80.33,81.54,78.7941233864541,88901,0.0,1.0
2017-12-29,80.13,81.58,80.1,80.6,77.8857780837405,103486,0.0,1.0
2017-12-28,79.4,80.25,78.83,80.1,77.4026156886801,85479,0.0,1.0
2017-12-27,79.73,80.6,79.11,79.39,76.7165250876943,75711,0.0,1.0
2017-12-26,80.8,81.05,79.72,79.72,77.0354122684342,79033,0.42,1.0
2017-12-22,81.48,82.27,80.81,81.11,77.9678349025792,76803,0.0,1.0
2017-12-21,82.04,84.14,81.15,81.63,78.4676903353167,85849,0.0,1.0
2017-12-20,82.56,83.01,81.36,81.76,78.5926541935011,100738,0.0,1.0
2017-12-19,83.98,83.98,81.78,82.01,78.8329693053941,107334,0.0,1.0
2017-12-18,84.48,86.18,83.73,83.99,80.736264991587,78810,0.0,1.0
2017-12-15,81.23,84.3,81.22,83.87,80.6209137378784,200099,0.0,1.0
2017-12-14,82.75,84.3,80.07,80.94,77.8044206264919,63778,0.0,1.0
2017-12-13,82.05,83.35,81.86,82.59,79.390500364986,99158,0.0,1.0
2017-12-12,81.52,83.85,81.52,82.04,78.8618071188213,73132,0.0,1.0
2017-12-11,82.7,84.32,81.53,81.81,78.6407172158797,68760,0.0,1.0
2017-12-08,84.82,84.82,81.86,82.61,79.4097255739374,83982,0.0,1.0
2017-12-07,84.72,86.46,84.0,84.53,81.255345633276,81967,0.0,1.0
2017-12-06,84.44,85.7486,84.0,84.73,81.4475977227904,52788,0.0,1.0
2017-12-05,86.33,86.74,84.68,84.73,81.4475977227904,85872,0.0,1.0
2017-12-04,87.84,88.38,86.17,86.2,82.8606505807215,65067,0.0,1.0
2017-12-01,87.42,87.42,84.62,86.82,83.4566320582163,77069,0.0,1.0
2017-11-30,88.11,88.11,86.01,87.27,83.8891992596238,71519,0.0,1.0
2017-11-29,87.16,88.47,86.75,87.71,84.3121538565555,61775,0.0,1.0
2017-11-28,86.08,87.25,85.66,87.11,83.7353975880122,71788,0.0,1.0
2017-11-27,86.58,87.2,85.91,85.91,82.5818850509256,46199,0.0,1.0
2017-11-24,86.44,86.72,85.23,86.63,83.2739925731776,26189,0.0,1.0
2017-11-22,86.58,87.9567,84.02,86.07,82.7356867225371,57513,0.0,1.0
2017-11-21,85.0,87.37,84.63,86.71,83.3508934089833,122371,0.0,1.0
2017-11-20,83.47,84.93,82.99,84.85,81.5629489764991,63767,0.0,1.0
2017-11-17,83.19,84.114,82.81,83.46,80.2267969543738,85348,0.0,1.0
2017-11-16,82.86,84.39,80.7001,83.33,80.1018330961894,84520,0.0,1.0
2017-11-15,82.66,83.35,81.9973,82.43,79.2366986933744,53207,0.0,1.0
2017-11-14,82.86,83.79,82.8,83.23,80.0057070514322,67125,0.0,1.0
2017-11-13,82.4,83.61,81.97,83.28,80.0537700738108,46226,0.0,1.0
2017-11-10,82.98,83.66,82.46,82.82,79.6115902679276,78774,0.0,1.0
2017-11-09,83.56,84.19,82.7,83.22,79.9960944469564,75951,0.0,1.0
2017-11-08,83.83,84.97,83.15,84.27,81.0054179169072,69713,0.0,1.0
2017-11-07,84.35,84.89,82.15,84.38,81.1111565661402,107600,0.0,1.0
2017-11-06,83.45,84.57,82.89,83.44,80.2075717454223,65195,0.0,1.0
2017-11-03,83.41,84.01,82.6761,83.24,80.0153196559079,42872,0.0,1.0
2017-11-02,82.75,83.8,82.0729,83.21,79.9864818424807,53020,0.0,1.0
2017-11-01,84.9,84.9,82.32,82.76,79.5539146410732,88143,0.0,1.0
2017-10-31,82.34,84.94,81.85,84.29,81.0246431258587,95596,0.0,1.0
2017-10-30,83.88,83.88,81.6,82.02,78.8425819098698,56962,0.0,1.0
2017-10-27,83.84,84.28,82.46,84.07,80.8131658273928,68843,0.0,1.0
2017-10-26,84.3,84.43,82.82,83.78,80.5344002975969,43477,0.0,1.0
2017-10-25,83.51,84.13,82.73,83.77,80.5247876931211,43840,0.0,1.0
2017-10-24,83.64,84.57,83.46,83.63,80.390211230461,59964,0.0,1.0
2017-10-23,84.03,84.03,82.26,83.47,80.2364095588495,49323,0.0,1.0
2017-10-20,83.2,84.34,82.96,83.83,80.5824633199755,80049,0.0,1.0
2017-10-19,82.01,83.03,81.82,82.6,79.4001129694617,60684,0.0,1.0
2017-10-18,82.03,82.8196,79.7418,82.26,79.0732844172872,48583,0.0,1.0
2017-10-17,82.31,82.5325,81.585,81.95,78.7752936785398,45953,0.0,1.0
2017-10-16,82.78,83.59,81.95,82.29,79.1021222307143,81242,0.0,1.0
2017-10-13,81.89,82.68,81.1673,82.38,79.1886356709958,76065,0.0,1.0
2017-10-12,81.54,82.39,81.54,81.82,78.6503298203554,102427,0.0,1.0
2017-10-11,81.8,82.12,81.44,81.68,78.5157533576953,68874,0.0,1.0
2017-10-10,82.43,82.43,80.6,81.73,78.5638163800739,66639,0.0,1.0
2017-10-09,82.15,82.24,81.42,82.01,78.8329693053941,49784,0.0,1.0
2017-10-06,81.97,82.29,81.58,81.84,78.6695550293068,56610,0.0,1.0
2017-10-05,82.13,82.25,80.285,81.96,78.7849062830155,85866,0.0,1.0
2017-10-04,82.89,83.43,81.49,81.8,78.631104611404,65287,0.0,1.0
2017-10-03,82.78,83.0,82.045,82.75,79.5443020365975,117494,0.0,1.0
2017-10-02,81.53,82.8,81.2,82.79,79.5827524545004,143972,0.0,1.0
2017-09-29,81.66,81.87,81.05,81.29,78.1408617831422,119382,0.0,1.0
2017-09-28,81.84,82.03,81.1,81.91,78.7368432606369,106251,0.0,1.0
2017-09-27,80.99,82.3,79.86,81.86,78.6887802382583,131423,0.0,1.0
2017-09-26,80.58,80.77,77.7791,80.52,77.4006912385116,68956,0.0,1.0
2017-09-25,80.32,80.4,79.33,80.19,77.0834752908128,103167,0.0,1.0
2017-09-22,79.3,80.4,79.3,80.12,77.0161870594827,111595,0.0,1.0
2017-09-21,79.2,79.85,78.915,79.32,76.247178701425,95983,0.0,1.0
2017-09-20,78.05,79.67,77.75,79.33,76.2567913059007,81637,0.0,1.0
2017-09-19,77.63,78.41,77.42,78.33,75.2955308583285,104871,0.0,1.0
2017-09-18,76.84,77.73,75.75,77.65,74.6418737539794,91546,0.0,1.0
2017-09-15,76.59,77.0,74.8615,76.66,73.690225910883,221898,0.0,1.0
2017-09-14,75.86,76.5,75.42,76.4,73.4402981945142,90643,0.0,1.0
2017-09-13,75.98,76.4,75.58,76.12,73.171145269194,67221,0.0,1.0
2017-09-12,75.73,76.08,75.02,75.82,72.8827671349223,69910,0.0,1.0
2017-09-11,75.3,75.71,74.87,75.57,72.6424520230293,55065,0.0,1.0
2017-09-08,74.7,75.49,74.18,74.83,71.9311192918259,112952,0.0,1.0
2017-09-07,75.37,75.37,74.54,74.77,71.8734436649716,65797,0.0,1.0
2017-09-06,75.37,75.54,74.225,75.09,72.1810470081947,66695,0.0,1.0
2017-09-05,75.71,76.27,73.6966,75.16,72.2483352395247,51006,0.0,1.0
2017-09-01,75.03,75.88,74.1,75.67,72.7385780677865,52054,0.0,1.0
2017-08-31,74.66,75.55,74.65,74.96,72.0560831500103,66292,0.0,1.0
2017-08-30,74.56,74.82,74.16,74.44,71.5562277172727,45088,0.0,1.0
2017-08-29,74.52,74.97,73.93,74.66,71.7677050157386,66609,0.0,1.0
2017-08-28,74.64,74.85,74.33,74.78,71.8830562694473,99267,0.0,1.0
2017-08-25,74.55,74.87,73.005,74.52,71.6331285530785,125738,0.0,1.0
2017-08-24,74.03,74.42,73.34,74.35,71.4697142769912,65941,0.0,1.0
2017-08-23,73.76,73.94,73.26,73.56,70.7103185234092,49826,0.0,1.0
2017-08-22,73.39,74.42,73.39,74.18,71.306300000904,52177,0.0,1.0
2017-08-21,73.34,73.53,72.9201,73.16,70.3258143443804,43289,0.0,1.0
2017-08-18,72.74,73.54,72.435,73.36,70.5180664338948,198811,0.0,1.0
2017-08-17,74.29,75.74,73.09,73.12,70.2873639264775,100808,0.0,1.0
2017-08-16,74.62,75.24,74.17,74.67,71.7773176202143,76704,0.0,1.0
2017-08-15,75.84,75.84,74.09,74.65,71.7580924112629,72005,0.0,1.0
2017-08-14,75.0,75.8979,74.13,75.81,72.8731545304466,75530,0.0,1.0
2017-08-11,74.98,75.39,74.42,74.48,71.5946781351756,60582,0.0,1.0
2017-08-10,73.71,75.36,73.59,75.03,72.1233713813403,88827,0.0,1.0
2017-08-09,73.33,74.33,72.28,74.02,71.1524983292924,98038,0.0,1.0
2017-08-08,74.91,75.21,73.36,73.75,70.8929580084479,93243,0.0,1.0
2017-08-07,77.8,78.0,71.95,75.02,72.1137587768646,277869,0.0,1.0
2017-08-04,79.21,79.21,76.5901,78.0,74.9783149106297,136091,0.0,1.0
2017-08-03,77.17,77.47,76.0,77.04,74.0555048809604,74369,0.0,1.0
2017-08-02,78.27,78.6,76.42,76.84,73.863252791446,70531,0.0,1.0
2017-08-01,77.81,78.42,77.61,78.33,75.2955308583285,96748,0.0,1.0
2017-07-31,78.15,78.15,77.43,77.6,74.5938107316008,72194,0.0,1.0
2017-07-28,77.33,78.055,77.04,78.04,75.0167653285326,53182,0.0,1.0
2017-07-27,78.21,78.6071,77.05,77.51,74.5072972913193,64618,0.0,1.0
2017-07-26,79.78,79.78,77.56,77.71,74.6995493808338,70458,0.0,1.0
2017-07-25,78.45,79.99,78.33,79.68,76.593232462551,78136,0.0,1.0
2017-07-24,77.85,78.41,77.05,78.08,75.0552157464355,55253,0.0,1.0
2017-07-21,78.51,79.22,78.01,78.05,75.0263779330083,72171,0.0,1.0
2017-07-20,78.13,78.66,77.77,78.16,75.1321165822412,98993,0.0,1.0
2017-07-19,78.28,78.615,77.7,78.12,75.0936661643384,71965,0.0,1.0
2017-07-18,79.27,79.27,77.93,78.29,75.2570804404256,69323,0.0,1.0
2017-07-17,78.67,79.95,78.57,79.51,76.4298181864637,73814,0.0,1.0
2017-07-14,78.16,79.0,77.92,78.66,75.6127468060273,68168,0.0,1.0
2017-07-13,78.22,78.315,76.72,78.25,75.2186300225227,77470,0.0,1.0
2017-07-12,77.92,78.73,77.585,78.43,75.3916569030857,52610,0.0,1.0
2017-07-11,76.58,77.58,76.54,77.39,74.3919460376107,99126,0.0,1.0
2017-07-10,77.37,77.37,76.06,76.28,73.3249469408055,69090,0.0,1.0
2017-07-07,76.83,77.6,76.25,77.42,74.4207838510378,84494,0.0,1.0
2017-07-06,76.99,77.39,75.99,76.39,73.4306855900385,72613,0.0,1.0
2017-07-05,78.2,78.2,77.07,77.67,74.6610989629309,51126,0.0,1.0
2017-07-03,78.11,78.725,76.4,78.23,75.1994048135713,64901,0.0,1.0
2017-06-30,77.77,78.34,77.44,77.71,74.6995493808338,96429,0.0,1.0
2017-06-29,77.24,77.645,76.32,77.47,74.4688468734164,96710,0.0,1.0
2017-06-28,77.3,77.87,77.08,77.15,74.1612435301933,130061,0.0,1.0
2017-06-27,77.2,78.04,76.98,77.0,74.0170544630575,64393,0.0,1.0
2017-06-26,78.65,79.585,77.24,77.32,74.3246578062806,174853,0.0,1.0
2017-06-23,78.29,79.115,78.23,78.5,75.4589451344158,139591,0.0,1.0
2017-06-22,78.2,78.57,77.6,78.25,75.2186300225227,53877,0.0,1.0
2017-06-21,79.25,79.46,77.77,78.18,75.1513417911927,71371,0.0,1.0
2017-06-20,80.15,80.87,78.89,78.99,75.9299627537261,81358,0.0,1.0
2017-06-19,80.63,81.3,80.22,80.41,77.2949525892786,55694,0.0,1.0
2017-06-16,80.96,81.28,79.59,80.34,77.2276643579486,168366,0.0,1.0
2017-06-15,81.25,81.61,80.94,81.48,78.3235012681809,51010,0.0,1.0
2017-06-14,82.91,83.53,81.74,82.16,78.9771583725299,88032,0.0,1.0
2017-06-13,83.75,83.89,82.17,82.9,79.6884911037334,81218,0.0,1.0
2017-06-12,83.73,85.51,83.34,83.77,80.5247876931211,100323,0.0,1.0
2017-06-09,81.82,84.09,81.4,83.63,80.390211230461,126715,0.0,1.0
2017-06-08,80.83,82.12,80.39,81.72,78.5542037755982,84105,0.0,1.0
2017-06-07,82.13,82.62,80.84,80.93,77.7948080220162,62470,0.0,1.0
2017-06-06,81.2,82.52,80.8,81.98,78.804131491967,71054,0.0,1.0
2017-06-05,82.82,82.82,81.25,81.42,78.2658256413265,45712,0.0,1.0
2017-06-02,79.98,84.4,79.98,82.88,79.6692658947819,112322,0.0,1.0
2017-06-01,78.71,79.99,78.7,79.98,76.8816105968226,115805,0.0,1.0
2017-05-31,79.36,79.68,77.96,78.72,75.6704224328817,70007,0.0,1.0
2017-05-30,79.9,80.475,78.75,79.24,76.1702778656192,54076,0.0,1.0
2017-05-26,79.6,80.23,79.27,79.98,76.8816105968226,61389,0.0,1.0
2017-05-25,79.54,80.84,78.88,79.7,76.6124576715024,85567,0.0,1.0
2017-05-24,79.63,79.895,78.88,79.46,76.3817551640851,105518,0.0,1.0
2017-05-23,79.73,79.91,79.1,79.54,76.4586559998909,68681,0.0,1.0
2017-05-22,79.21,79.88,79.0,79.49,76.4105929775122,52517,0.0,1.0
2017-05-19,78.37,79.47,78.37,79.04,75.9780257761048,98083,0.0,1.0
2017-05-18,78.63,79.75,78.35,78.485,75.4445262277022,74971,0.0,1.0
2017-05-17,78.36,79.6,78.1101,79.04,75.9780257761048,166186,0.0,1.0
2017-05-16,79.6,81.19,79.23,79.53,76.4490433954151,104799,0.0,1.0
2017-05-15,79.66,80.4,79.11,79.63,76.5451694401723,69160,0.0,1.0
2017-05-12,80.65,81.18,79.53,79.77,76.6797459028324,86705,0.0,1.0
2017-05-11,80.82,81.31,79.8,81.03,77.8909340667734,86899,0.0,1.0
2017-05-10,82.49,82.55,80.21,80.88,77.7467449996376,106753,0.0,1.0
2017-05-09,78.68,83.59,78.68,82.31,79.1213474396658,180723,0.0,1.0
2017-05-08,80.92,81.26,79.985,80.59,77.4679794698416,78437,0.0,1.0
2017-05-05,81.08,81.28,80.26,80.91,77.7755828130647,69789,0.0,1.0
2017-05-04,79.78,80.96,79.78,80.94,77.8044206264919,72348,0.0,1.0
2017-05-03,80.01,80.33,79.15,80.0,76.9008358057741,65184,0.0,1.0
2017-05-02,82.25,82.28,79.97,80.65,77.525655096696,100880,0.0,1.0
2017-05-01,81.19,82.46,81.19,82.19,79.0059961859571,83707,0.0,1.0
2017-04-28,82.17,82.22,80.35,81.16,78.0158979249578,76188,0.0,1.0
2017-04-27,81.93,82.13,81.17,81.93,78.7560684695884,69332,0.0,1.0
2017-04-26,81.05,82.27,80.69,81.81,78.6407172158797,104959,0.0,1.0
2017-04-25,79.99,82.23,79.99,81.14,77.9966727160063,103036,0.0,1.0
2017-04-24,79.02,80.41,78.91,79.37,76.2952417238036,80956,0.0,1.0
2017-04-21,78.08,78.64,77.74,78.31,75.2763056493771,97618,0.0,1.0
2017-04-20,77.59,78.07,77.23,77.94,74.9206392837754,77945,0.0,1.0
2017-04-19,77.3,78.1,76.8901,77.17,74.1804687391448,55252,0.0,1.0
2017-04-18,76.28,77.24,76.12,76.89,73.9113158138246,70733,0.0,1.0
2017-04-17,75.75,76.91,75.22,76.77,73.7959645601159,60080,0.0,1.0
2017-04-13,76.68,77.1489,75.56,75.59,72.6616772319807,74319,0.0,1.0
2017-04-12,77.86,77.94,76.69,76.93,73.9497662317275,73573,0.0,1.0
2017-04-11,77.65,78.26,77.525,78.03,75.0071527240569,101882,0.0,1.0
2017-04-10,77.72,78.82,77.45,78.11,75.0840535598626,86480,0.0,1.0
2017-04-07,78.25,79.22,77.76,77.98,74.9590897016783,138941,0.0,1.0
2017-04-06,78.33,79.42,77.75,78.77,75.7184854552603,89860,0.0,1.0
2017-04-05,80.92,81.05,77.98,78.27,75.2378552314742,115300,0.0,1.0
2017-04-04,79.76,80.93,79.32,80.53,77.4103038429873,132957,0.0,1.0
2017-04-03,82.48,83.415,79.84,79.96,76.8623853878712,161651,0.0,1.0
2017-03-31,82.55,83.64,81.6525,82.42,79.2270860888987,146170,0.0,1.0
2017-03-30,81.9,83.85,80.4816,82.68,79.4770138052675,123099,0.0,1.0
2017-03-29,81.52,82.12,81.25,81.69,78.525365962171,73585,0.0,1.0
2017-03-28,80.81,81.86,80.18,81.8,78.631104611404,104576,0.0,1.0
2017-03-27,80.08,81.92,79.19,81.25,78.1024113652393,88302,0.0,1.0
2017-03-24,82.16,82.16,80.52,81.0,77.8620962533462,98102,0.0,1.0
2017-03-23,81.71,83.12,81.63,82.09,78.9098701411999,143827,0.0,1.0
2017-03-22,81.54,82.21,81.32,81.97,78.7945188874912,107965,0.0,1.0
2017-03-21,84.5,84.5,81.81,81.83,78.6599424248311,91718,0.0,1.0
2017-03-20,85.6,85.88,84.06,84.12,80.8612288497714,83534,0.0,1.0
2017-03-17,84.13,86.14,83.97,85.81,82.4857590061684,406586,0.0,1.0
2017-03-16,85.87,85.88,84.29,84.77,81.4860481406933,130617,0.0,1.0
2017-03-15,83.54,85.89,82.8,85.46,82.1493178495181,231691,0.0,1.0
2017-03-14,83.0,83.82,82.22,83.29,80.0633826782865,100375,0.0,1.0
2017-03-13,84.26,84.275,83.25,83.31,80.0826078872379,196542,0.0,1.0
2017-03-10,85.59,85.65,84.06,84.26,80.9958053124315,97645,0.0,1.0
2017-03-09,85.25,85.605,84.41,84.88,81.5917867899263,110803,0.0,1.0
2017-03-08,85.8,87.42,85.19,85.28,81.9762909689551,99347,0.0,1.0
2017-03-07,85.61,86.82,85.4064,86.12,82.7837497449158,83788,0.0,1.0
2017-03-06,86.23,86.71,85.3532,85.86,82.533822028547,104975,0.0,1.0
2017-03-03,88.04,88.16,86.59,86.7,83.3412808045076,118510,0.0,1.0
2017-03-02,89.48,89.48,87.81,88.14,84.7254958490116,126581,0.0,1.0
2017-03-01,88.11,89.5,87.6,89.23,85.7732697368652,182587,0.0,1.0
2017-02-28,86.12,89.365,84.76,87.17,83.7930732148665,266388,0.0,1.0
2017-02-27,84.23,85.42,84.23,84.82,81.5341111630719,177042,0.0,1.0
2017-02-24,84.39,84.99,83.31,84.24,80.9765801034801,91324,0.0,1.0
2017-02-23,84.43,84.77,82.9,84.48,81.2072826108974,108628,0.0,1.0
2017-02-22,85.01,85.5,83.86,84.35,81.082318752713,85047,0.0,1.0
2017-02-21,84.38,85.62,83.39,85.4,82.0916422226638,138438,0.0,1.0
2017-02-17,84.0,84.215,83.38,83.87,80.6209137378784,134331,0.0,1.0
2017-02-16,85.85,85.85,83.96,84.03,80.7747154094899,132455,0.0,1.0
2017-02-15,84.23,85.74,83.2975,85.54,82.2262186853239,92847,0.0,1.0
2017-02-14,85.25,85.25,83.18,83.69,80.4478868573154,132665,0.0,1.0
2017-02-13,86.26,86.91,85.33,85.82,82.4953716106441,97365,0.0,1.0
2017-02-10,85.3,86.2,84.38,86.01,82.6780110956828,69930,0.0,1.0
2017-02-09,82.93,85.26,82.93,85.0,81.7071380436349,67049,0.0,1.0
2017-02-08,82.59,83.28,81.6126,82.88,79.6692658947819,68996,0.0,1.0
2017-02-07,84.41,84.41,82.18,82.82,79.6115902679276,80476,0.0,1.0
2017-02-06,84.39,84.42,83.49,84.24,80.9765801034801,53735,0.0,1.0
2017-02-03,84.16,84.75,83.53,84.65,81.3706968869847,85530,0.0,1.0
2017-02-02,86.51,86.96,83.31,83.5,80.2652473722767,123162,0.0,1.0
2017-02-01,85.83,86.99,85.65,86.66,83.3028303866047,126292,0.0,1.0
2017-01-31,85.08,85.53,84.075,85.24,81.9378405510522,165920,0.0,1.0
2017-01-30,85.17,85.5299,83.161,85.12,81.8224892973436,133829,0.0,1.0
2017-01-27,84.52,85.6,83.92,85.41,82.1012548271395,82741,0.0,1.0
2017-01-26,85.5,85.8,83.99,84.46,81.1880574019459,57739,0.0,1.0
2017-01-25,84.99,85.9,84.0727,85.62,82.3031195211297,85104,0.0,1.0
2017-01-24,82.42,84.71,82.32,84.45,81.1784447974702,81603,0.0,1.0
2017-01-23,80.49,82.61,80.49,82.32,79.1309600441415,66658,0.0,1.0
2017-01-20,81.48,82.32,80.61,81.03,77.8909340667734,132795,0.0,1.0
2017-01-19,82.28,82.44,81.06,81.53,78.3715642905595,94334,0.0,1.0
2017-01-18,82.14,82.86,81.27,82.1,78.9194827456756,65296,0.0,1.0
2017-01-17,83.07,83.07,81.99,81.99,78.8137440964427,149163,0.0,1.0
2017-01-13,83.7,84.58,83.025,83.6,80.3613734170339,87279,0.0,1.0
2017-01-12,83.26,83.79,82.17,83.34,80.1114457006651,79215,0.0,1.0
2017-01-11,82.76,83.93,82.66,83.78,80.5344002975969,85599,0.0,1.0
2017-01-10,82.72,83.42,80.675,82.69,79.4866264097432,80997,0.0,1.0
2017-01-09,82.36,83.41,82.0,83.01,79.7942297529663,168901,0.0,1.0
2017-01-06,84.24,84.24,82.2001,83.0,79.7846171484906,107822,0.0,1.0
2017-01-05,84.56,84.86,83.54,83.99,80.736264991587,81734,0.0,1.0
2017-01-04,83.49,85.2,81.375,84.78,81.495660745169,151501,0.0,1.0
2017-01-03,84.06,84.06,82.75,83.26,80.0345448648593,165905,0.0,1.0
2016-12-30,83.26,84.0,82.54,83.92,80.668976760257,111703,0.0,1.0
2016-12-29,83.54,83.89,82.55,83.03,79.8134549619177,36995,0.0,1.0
2016-12-28,84.21,84.31,82.63,83.21,79.9864818424807,87836,0.0,1.0
2016-12-27,83.55,84.86,83.55,84.0,80.7458775960627,55313,0.0,1.0
2016-12-23,80.83,83.31,80.83,83.31,80.0826078872379,69443,0.0,1.0
2016-12-22,82.78,83.21,80.91,80.97,77.833258439919,103842,0.38,1.0
2016-12-21,82.06,83.33,81.79,82.96,79.3736585147595,80043,0.0,1.0
2016-12-20,83.25,83.79,82.23,82.94,79.3545231101031,137598,0.0,1.0
2016-12-19,83.99,84.84,82.36,82.52,78.9526796123186,195784,0.0,1.0
2016-12-16,86.3,86.51,83.23,83.46,79.8520436311696,335554,0.0,1.0
2016-12-15,85.95,87.955,85.34,85.99,82.2726723202045,187807,0.0,1.0
2016-12-14,86.75,87.72,85.038,86.21,82.483161771425,99723,0.0,1.0
2016-12-13,87.57,87.98,85.385,86.89,83.1337655297427,104104,0.0,1.0
2016-12-12,87.53,87.65,81.81,87.28,83.5069059205426,94608,0.0,1.0
2016-12-09,87.14,88.76,86.62,87.56,83.7748015857322,97555,0.0,1.0
2016-12-08,84.92,87.48,84.41,87.4,83.621718348481,162295,0.0,1.0
2016-12-07,83.8,84.99,82.18,84.73,81.0671418268512,151871,0.0,1.0
2016-12-06,80.0,84.42,80.0,84.11,80.4739442825027,210353,0.0,1.0
