,KALU_Open,KALU_High,KALU_Low,KALU_Close,KALU_Adj Close,KALU_Volume,KALU_Dividend Amount,KALU_Split Coefficient
2021-05-11,129.79,140.33,129.5272,139.54,123.338769973902,172308,0.0,1.0
2021-05-10,137.9,137.9,132.96,133.21,117.743711826168,109146,0.0,1.0
2021-05-07,139.1,139.23,133.85,136.1,120.29816965349,74503,0.0,1.0
2021-05-06,138.95,141.07,133.88,137.6,121.62401281646,157125,0.0,1.0
2021-05-05,131.65,137.65,129.59,137.48,121.517945363423,143058,0.0,1.0
2021-05-04,125.53,132.0,125.53,131.24,116.002437805467,98290,0.0,1.0
2021-05-03,120.0,126.58,120.0,126.12,111.476893142529,128624,0.0,1.0
2021-04-30,120.25,131.14,118.84,120.47,106.482883895341,333599,0.0,1.0
2021-04-29,124.25,125.0,117.24,120.29,106.323782715785,143774,0.0,1.0
2021-04-28,120.26,125.0,119.54,124.24,109.815169711606,134083,0.0,1.0
2021-04-27,116.88,120.13,115.49,119.75,105.846479177116,161322,0.0,1.0
2021-04-26,113.81,117.01,112.94,116.52,102.99149689952,131769,0.0,1.0
2021-04-23,111.1,114.2,109.88,113.23,100.083480895405,64220,0.0,1.0
2021-04-22,110.82,112.49,109.12,110.6,97.7588358829978,64354,0.72,1.0
2021-04-21,107.82,112.66,107.48,112.32,98.6370144302759,63657,0.0,1.0
2021-04-20,111.01,111.59,106.4,108.94,95.668770940476,102827,0.0,1.0
2021-04-19,114.45,114.76,110.23,111.48,97.8993444505623,74455,0.0,1.0
2021-04-16,115.79,116.69,113.41,115.1,101.078350791709,83349,0.0,1.0
2021-04-15,112.57,114.25,111.46,113.9,100.024536534975,52606,0.0,1.0
2021-04-14,110.77,114.55,108.837,112.2,98.5316330046026,80254,0.0,1.0
2021-04-13,110.18,111.73,107.49,110.59,97.1177655434848,65288,0.0,1.0
2021-04-12,110.43,111.42,109.15,111.04,97.51294588976,55866,0.0,1.0
2021-04-09,111.06,111.38,108.99,111.05,97.5217276752327,58132,0.0,1.0
2021-04-08,109.62,111.74,107.03,111.74,98.1276708728546,75522,0.0,1.0
2021-04-07,111.04,111.9599,109.01,109.33,96.0112605739144,74217,0.0,1.0
2021-04-06,113.87,115.2685,109.36,110.44,96.9860387613931,70865,0.0,1.0
2021-04-05,112.76,114.5,110.84,113.32,99.515192977554,83954,0.0,1.0
2021-04-01,110.01,114.455,109.43,111.13,97.591981959015,91728,0.0,1.0
2021-03-31,110.63,112.87,109.29,110.5,97.0387294742298,237894,0.0,1.0
2021-03-30,107.69,111.39,107.06,109.61,96.2571505671523,61483,0.0,1.0
2021-03-29,112.17,116.18,107.33,107.79,94.6588656111062,125145,0.0,1.0
2021-03-26,108.95,113.08,106.4775,112.67,98.9443769218233,106683,0.0,1.0
2021-03-25,102.5,108.11,100.92,107.05,94.0090134861204,114865,0.0,1.0
2021-03-24,106.77,110.5,102.81,102.81,90.2855364456612,93006,0.0,1.0
2021-03-23,108.93,109.47,103.48,104.85,92.0770206821085,157482,0.0,1.0
2021-03-22,115.09,115.1199,109.64,111.21,97.6622362427972,101960,0.0,1.0
2021-03-19,112.43,115.81,108.05,113.72,99.8664643964653,530949,0.0,1.0
2021-03-18,120.56,121.515,112.53,113.31,99.5064111920812,108199,0.0,1.0
2021-03-17,117.19,119.79,115.18,119.43,104.880863901423,100051,0.0,1.0
2021-03-16,121.8,121.8,116.66,117.42,103.115725021394,117664,0.0,1.0
2021-03-15,124.25,124.4472,119.09,122.17,107.287073120965,111043,0.0,1.0
2021-03-12,126.51,127.095,120.85,125.46,110.17628054151,94075,0.0,1.0
2021-03-11,127.18,129.8102,124.18,125.02,109.789881980708,162185,0.0,1.0
2021-03-10,119.19,126.96,119.19,125.7,110.387043392857,216590,0.0,1.0
2021-03-09,118.71,120.24,114.25,118.9,104.415429271366,155424,0.0,1.0
2021-03-08,116.02,118.2,115.01,117.38,103.080597879503,113284,0.0,1.0
2021-03-05,111.46,114.965,107.151,114.61,100.648043303543,94481,0.0,1.0
2021-03-04,120.14,121.49,109.18,111.45,97.872999094144,175547,0.0,1.0
2021-03-03,117.59,123.0,117.59,121.48,106.681129923343,114013,0.0,1.0
2021-03-02,119.69,123.1,117.33,118.01,103.633850364288,100229,0.0,1.0
2021-03-01,117.87,121.66,116.225,120.35,105.688788164919,172190,0.0,1.0
2021-02-26,116.26,116.465,110.32,114.1,100.200172244431,125854,0.0,1.0
2021-02-25,117.47,123.37,112.91,117.07,102.808362529847,164623,0.0,1.0
2021-02-24,119.2,122.97,114.12,121.5,106.698693494289,354321,0.0,1.0
2021-02-23,118.84,118.84,114.075,118.56,104.116848565291,123125,0.0,1.0
2021-02-22,114.71,121.09,114.64,119.29,104.757918904804,216042,0.0,1.0
2021-02-19,108.17,117.09,108.17,115.43,101.368149712311,86978,0.0,1.0
2021-02-18,110.27,110.27,106.15,107.45,94.3602849050316,77247,0.0,1.0
2021-02-17,110.05,112.0,109.07,111.01,97.4866005333416,84387,0.0,1.0
2021-02-16,109.46,111.75,108.75,110.9,97.390000893141,94419,0.0,1.0
2021-02-12,106.16,108.63,106.16,108.62,95.387753805347,73856,0.0,1.0
2021-02-11,107.49,108.8,104.79,106.65,93.6577420672091,145194,0.0,1.0
2021-02-10,105.95,108.38,105.95,107.38,94.2988124067221,193193,0.0,1.0
2021-02-09,105.01,106.42,101.71,104.79,92.0243299692719,105087,0.0,1.0
2021-02-08,100.29,105.78,99.68,105.59,92.7268728070943,143627,0.0,1.0
2021-02-05,98.54,100.6,97.6,98.63,86.6147501180388,101427,0.0,1.0
2021-02-04,93.97,97.75,92.735,97.2,85.3589547954311,103905,0.0,1.0
2021-02-03,92.52,93.94,89.64,93.85,82.4170566620495,88179,0.0,1.0
2021-02-02,90.32,94.08,89.81,93.18,81.8286770353731,180877,0.0,1.0
2021-02-01,88.75,89.475,84.78,89.15,78.2896174898424,96853,0.0,1.0
2021-01-29,91.74,92.27,86.2,86.7,76.1380800490111,108990,0.0,1.0
2021-01-28,92.77,94.5,89.58,91.57,80.4148095742554,99780,0.0,1.0
2021-01-27,92.53,95.025,90.385,91.1,80.0020656570347,108228,0.0,1.0
2021-01-26,99.03,99.29,93.76,95.31,83.6991973410755,65624,0.0,1.0
2021-01-25,98.75,98.75,94.55,97.77,85.8595165673796,82364,0.0,1.0
2021-01-22,98.26,100.13,97.645,99.61,87.4753650943713,50807,0.72,1.0
2021-01-21,101.9,102.73,98.315,100.76,87.8502719715823,104265,0.0,1.0
2021-01-20,103.8,105.35,101.81,102.71,89.5504310659113,61731,0.0,1.0
2021-01-19,104.5,105.88,102.68,103.69,90.4048699953689,97575,0.0,1.0
2021-01-15,105.75,106.995,102.17,102.98,89.7858377097414,119254,0.0,1.0
2021-01-14,105.72,108.029,104.9,105.99,92.4101858502184,89925,0.0,1.0
2021-01-13,106.955,109.33,104.715,104.93,91.4859968040704,103726,0.0,1.0
2021-01-12,106.96,109.875,105.865,108.47,94.5724394676214,65574,0.0,1.0
2021-01-11,105.29,107.9203,104.805,106.03,92.4450609085636,90031,0.0,1.0
2021-01-08,107.73,108.215,105.27,107.08,93.3605311901254,120652,0.0,1.0
2021-01-07,111.29,111.29,105.0,107.31,93.5610627756104,105313,0.0,1.0
2021-01-06,102.64,110.695,100.69,109.66,95.6099724533914,245671,0.0,1.0
2021-01-05,96.01,102.2,96.01,101.05,88.1031161445851,89116,0.0,1.0
2021-01-04,101.055,102.39,95.19,95.99,83.6914212639161,139258,0.0,1.0
2020-12-31,98.3,99.59,95.9076,98.9,86.2285817585301,64716,0.0,1.0
2020-12-30,95.28,99.25,95.28,98.4,85.792643529215,83541,0.0,1.0
2020-12-29,95.89,96.94,93.415,95.38,83.1595766241517,86846,0.0,1.0
2020-12-28,96.78,97.75,95.12,95.62,83.3688269742229,75620,0.0,1.0
2020-12-24,94.44,96.11,92.445,95.65,83.3949832679818,65902,0.0,1.0
2020-12-23,92.96,94.43,92.88,93.57,81.5814802340309,65743,0.0,1.0
2020-12-22,92.74,93.51,91.61,92.07,80.2736655460856,74000,0.0,1.0
2020-12-21,92.545,93.5599,90.18,92.86,80.9624479484035,122694,0.0,1.0
2020-12-18,95.53,95.89,93.1901,93.73,81.7209804674118,477991,0.0,1.0
2020-12-17,94.09,95.48,93.6,95.03,82.8544198636311,103020,0.0,1.0
2020-12-16,96.68,96.68,93.04,93.08,81.1542607693021,112095,0.0,1.0
2020-12-15,94.69,96.48,93.01,96.44,84.0837656702997,90015,0.0,1.0
2020-12-14,95.44,96.42,93.01,93.34,81.380948648546,108560,0.0,1.0
2020-12-11,94.47,96.85,93.44,94.55,82.4359191634886,80336,0.0,1.0
2020-12-10,93.92,96.2,93.5579,95.78,83.5083272076038,103697,0.0,1.0
2020-12-09,97.37,97.37,93.12,94.4,82.305137694694,65189,0.0,1.0
2020-12-08,93.14,95.97,92.44,95.86,83.5780773242942,80939,0.0,1.0
2020-12-07,97.14,100.285,94.3,94.61,82.4882317510064,147569,0.0,1.0
2020-12-04,95.26,100.45,92.9,99.32,86.5947698711548,256802,0.0,1.0
2020-12-03,87.0,90.41,86.0,89.87,78.3555373370991,121300,0.0,1.0
2020-12-02,87.92,87.92,84.23,86.1,75.0685630880631,134299,0.0,1.0
2020-12-01,82.0,90.1,81.555,87.57,76.3502214822495,253306,0.0,1.0
2020-11-30,79.48,80.695,77.74,77.98,67.9889262439856,124072,0.0,1.0
2020-11-27,79.49,80.175,78.085,79.95,69.7065228674872,42766,0.0,1.0
2020-11-25,80.36,80.36,77.39,79.37,69.2008345214816,70957,0.0,1.0
2020-11-24,80.8,82.26,80.1,80.5,70.1860549197338,145876,0.0,1.0
2020-11-23,76.27,79.46,76.27,79.12,68.9828654068241,169129,0.0,1.0
2020-11-20,76.13,76.41,74.89,75.29,65.6435785702703,100298,0.0,1.0
2020-11-19,77.6,78.1395,75.01,76.61,66.7944554956622,112305,0.0,1.0
2020-11-18,81.76,83.02,78.1,78.15,68.1371452419528,97436,0.0,1.0
2020-11-17,78.94,81.12,78.505,80.89,70.5260867385996,99877,0.0,1.0
2020-11-16,78.7,80.96,76.915,80.61,70.2819613301831,146450,0.0,1.0
2020-11-13,73.15,77.81,73.15,76.83,66.9862683165608,92891,0.0,1.0
2020-11-12,73.7,73.93,69.17,72.42,63.1412931340015,109422,0.0,1.0
2020-11-11,77.07,77.07,73.7251,74.95,65.347140574336,140067,0.0,1.0
2020-11-10,72.32,76.58,71.76,75.84,66.1231106225169,210262,0.0,1.0
2020-11-09,70.0,74.86,70.0,70.87,61.7898846231246,245522,0.0,1.0
2020-11-06,66.26,66.84,64.78,65.04,56.7068448693104,63797,0.0,1.0
2020-11-05,63.67,67.43,63.23,66.1,57.6310339154584,90531,0.0,1.0
2020-11-04,65.11,65.475,62.3169,63.22,55.1200297146034,96288,0.0,1.0
2020-11-03,65.55,66.58,63.89,65.75,57.3258771549378,113181,0.0,1.0
2020-11-02,63.92,65.0,62.43,64.64,56.3580942858583,126974,0.0,1.0
2020-10-30,64.1,64.68,62.035,62.93,54.8671855416006,107643,0.0,1.0
2020-10-29,60.42,64.485,59.52,64.24,56.0093437024062,131558,0.0,1.0
2020-10-28,60.57,61.61,59.21,60.69,52.9141822742689,138585,0.0,1.0
2020-10-27,62.53,63.87,62.37,62.63,54.6056226040115,188040,0.0,1.0
2020-10-26,62.86,63.11,62.095,62.8,54.7538416019787,145615,0.0,1.0
2020-10-23,65.1,65.27,63.63,63.92,55.7303432356445,181877,0.0,1.0
2020-10-22,63.48,64.93,57.1301,64.45,56.1924377587185,213424,0.67,1.0
2020-10-21,64.16,65.9,63.305,63.62,54.8980787808611,193848,0.0,1.0
2020-10-20,66.37,68.0,64.1,64.53,55.6833232274279,124925,0.0,1.0
2020-10-19,63.45,67.0364,63.45,65.43,56.4599386141424,185708,0.0,1.0
2020-10-16,62.91,65.39,62.64,65.06,56.1406633996042,131351,0.0,1.0
2020-10-15,60.59,63.14,60.2656,63.11,54.4579967283895,111378,0.0,1.0
2020-10-14,60.18,62.52,59.78,61.92,53.431138605956,121594,0.0,1.0
2020-10-13,60.52,61.17,59.76,60.0,51.7743591142984,81958,0.0,1.0
2020-10-12,62.35,62.95,60.425,61.44,53.0169437330416,113247,0.0,1.0
2020-10-09,60.72,62.97,60.72,62.77,54.1646086934085,179375,0.0,1.0
2020-10-08,58.88,60.12,58.35,59.94,51.7225847551841,114604,0.0,1.0
2020-10-07,56.04,58.27,55.59,57.96,50.0140309044123,164401,0.0,1.0
2020-10-06,57.25,57.57,54.72,54.81,47.2958770509116,96806,0.0,1.0
2020-10-05,55.65,56.84,55.65,56.44,48.70241380685,118653,0.0,1.0
2020-10-02,52.87,55.9,52.87,55.07,47.5202326070736,125367,0.0,1.0
2020-10-01,53.63,54.18,52.68,54.18,46.7522462802115,105118,0.0,1.0
2020-09-30,53.34,55.08,53.335,53.59,46.2431317489209,194035,0.0,1.0
2020-09-29,53.04,53.4,51.71,53.0,45.7340172176303,152066,0.0,1.0
2020-09-28,51.6,54.16,51.3685,53.47,46.1395830306923,129308,0.0,1.0
2020-09-25,51.52,52.09,50.49,50.5,43.5767522545345,150098,0.0,1.0
2020-09-24,52.03,53.48,51.71,51.97,44.8452240528348,60564,0.0,1.0
2020-09-23,53.31,54.605,52.0175,52.02,44.8883693520967,121564,0.0,1.0
2020-09-22,54.91,55.31,52.76,53.59,46.2431317489209,116722,0.0,1.0
2020-09-21,58.53,59.225,53.41,54.74,47.2354736319449,185576,0.0,1.0
2020-09-18,60.89,61.6,59.53,59.98,51.7571009945936,335048,0.0,1.0
2020-09-17,59.66,61.03,58.92,60.78,52.4474257827843,116311,0.0,1.0
2020-09-16,59.03,60.87,58.08,60.77,52.4387967229319,126497,0.0,1.0
2020-09-15,60.01,60.675,58.66,58.73,50.6784685130458,95163,0.0,1.0
2020-09-14,57.58,59.81,57.58,59.6,51.4291967202031,119039,0.0,1.0
2020-09-11,57.99,59.56,57.05,57.19,49.3495932957788,80209,0.0,1.0
2020-09-10,60.01,60.6,57.53,57.64,49.737900989136,95171,0.0,1.0
2020-09-09,62.96,62.96,59.36,59.97,51.7484719347413,134301,0.0,1.0
2020-09-08,63.89,64.45,61.54,62.32,53.7763010000513,96525,0.0,1.0
2020-09-04,64.86,65.58,63.74,64.45,55.6142907486089,92478,0.0,1.0
2020-09-03,64.84,66.13,63.18,63.54,54.829046302042,70958,0.0,1.0
2020-09-02,64.31,65.3,63.79,65.2,56.2614702375376,67345,0.0,1.0
2020-09-01,63.96,64.73,63.28,64.45,55.6142907486089,52687,0.0,1.0
2020-08-31,66.09,66.09,64.14,64.28,55.4675967311184,154404,0.0,1.0
2020-08-28,66.19,66.285,65.32,65.95,56.9086497264663,69373,0.0,1.0
2020-08-27,65.83,66.71,64.32,65.49,56.5117129732567,91488,0.0,1.0
2020-08-26,66.47,66.47,64.6516,65.21,56.27009929739,63027,0.0,1.0
2020-08-25,66.15,67.204,65.81,66.65,57.5126839161332,112953,0.0,1.0
2020-08-24,64.69,65.97,64.06,65.97,56.9259078461711,122755,0.0,1.0
2020-08-21,64.75,65.16,63.58,63.96,55.1914668158421,276494,0.0,1.0
2020-08-20,65.13,65.7,64.01,65.45,56.4771967338472,87016,0.0,1.0
2020-08-19,66.76,67.625,65.78,66.1,57.0380856242521,72034,0.0,1.0
2020-08-18,67.48,67.82,66.36,66.45,57.3401027190855,92789,0.0,1.0
2020-08-17,66.27,67.66,66.27,67.41,58.1684924649143,84016,0.0,1.0
2020-08-14,66.59,67.44,65.84,66.29,57.2020377614474,82634,0.0,1.0
2020-08-13,69.49,69.56,66.74,67.22,58.004540327719,79561,0.0,1.0
2020-08-12,72.46,72.46,69.23,70.1,60.4897095652053,79370,0.0,1.0
2020-08-11,70.66,72.15,70.46,71.27,61.4993095679341,220149,0.0,1.0
2020-08-10,67.4,70.78,67.4,69.26,59.7648685376051,130612,0.0,1.0
2020-08-07,66.01,66.89,64.4798,66.74,57.5903454548046,85292,0.0,1.0
2020-08-06,64.4,66.7,63.83,66.11,57.0467146841045,108998,0.0,1.0
2020-08-05,63.72,65.715,63.33,64.83,55.9421950229994,156298,0.0,1.0
2020-08-04,62.66,62.93,61.88,62.47,53.905736897837,100696,0.0,1.0
2020-08-03,62.25,63.28,61.426,62.79,54.1818668131133,147593,0.0,1.0
2020-07-31,63.1,63.1,61.41,61.95,53.4570257855131,108156,0.0,1.0
2020-07-30,62.92,63.89,61.845,63.35,54.6650941648467,96274,0.0,1.0
2020-07-29,66.16,66.3253,63.98,64.12,55.3295317734802,124532,0.0,1.0
2020-07-28,66.9,67.08,65.67,65.81,56.787842888533,155044,0.0,1.0
2020-07-27,66.38,67.2,66.1,66.97,57.7888138314094,250876,0.0,1.0
2020-07-24,67.96,68.27,65.58,66.22,57.1416343424807,126300,0.0,1.0
2020-07-23,71.44,72.1,67.28,67.89,58.5826873378287,262148,0.67,1.0
2020-07-22,70.59,72.78,70.59,71.96,61.4878964531819,159858,0.0,1.0
2020-07-21,69.04,71.32,68.44,71.0,60.6676021147292,213069,0.0,1.0
2020-07-20,68.45,68.81,66.88,68.17,58.2494427628323,122337,0.0,1.0
2020-07-17,69.79,70.73,68.22,68.57,58.5912320705209,81966,0.0,1.0
2020-07-16,69.51,70.33,68.81,69.77,59.6165999935867,76168,0.0,1.0
2020-07-15,70.15,70.15,68.0,69.26,59.1808186262837,177568,0.0,1.0
2020-07-14,67.82,69.05,66.83,67.7,57.8478403262981,143333,0.0,1.0
2020-07-13,69.1,69.36,67.72,67.78,57.9161981878359,61975,0.0,1.0
2020-07-10,65.78,68.47,65.0,68.35,58.4032479512921,76938,0.0,1.0
2020-07-09,68.72,69.57,65.06,65.32,55.8141939455509,140622,0.0,1.0
2020-07-08,69.12,72.89,67.21,68.68,58.6852241301352,89246,0.0,1.0
2020-07-07,70.28,71.64,68.76,68.9,58.873208249364,87021,0.0,1.0
2020-07-06,72.26,73.44,69.74,71.26,60.8897651647268,87807,0.0,1.0
2020-07-02,72.04,73.66,70.15,70.3,60.0694708262741,70434,0.0,1.0
2020-07-01,73.07,73.82,70.21,70.6,60.3258128070406,109329,0.0,1.0
2020-06-30,72.82,74.1,72.45,73.62,62.9063220800896,113060,0.0,1.0
2020-06-29,70.19,73.98,70.19,73.4,62.7183379608609,106800,0.0,1.0
2020-06-26,70.31,70.31,68.32,68.87,58.8475740512873,232628,0.0,1.0
2020-06-25,69.76,71.57,68.97,71.18,60.8214073031891,72722,0.0,1.0
2020-06-24,73.06,73.52,70.35,70.46,60.2061865493496,100787,0.0,1.0
2020-06-23,75.22,76.37,73.28,74.5,63.6582585570046,87724,0.0,1.0
2020-06-22,73.01,74.79,72.61,74.15,63.3591929127771,73930,0.0,1.0
2020-06-19,75.83,75.83,73.04,73.86,63.1113956647028,251697,0.0,1.0
2020-06-18,75.32,76.56,74.03,74.68,63.8120637454645,56146,0.0,1.0
2020-06-17,77.84,78.31,75.85,75.88,64.8374316685303,72013,0.0,1.0
2020-06-16,78.73,79.82,76.42,77.79,66.4694756127435,102089,0.0,1.0
2020-06-15,70.46,75.79,70.42,75.2,64.2563898454597,105622,0.0,1.0
2020-06-12,73.45,75.12,70.93,73.39,62.7097932281687,139084,0.0,1.0
2020-06-11,75.11,75.69,69.28,69.66,59.5226079339723,118608,0.0,1.0
2020-06-10,82.45,83.49,79.08,79.08,67.5717461300392,87317,0.0,1.0
2020-06-09,83.65,85.05,82.03,82.74,70.6991182953901,71382,0.0,1.0
2020-06-08,86.05,87.0,84.39,85.85,73.356530162669,97118,0.0,1.0
2020-06-05,83.02,86.63,80.5,84.86,72.5106016261397,198126,0.0,1.0
2020-06-04,78.0,80.12,77.34,79.93,68.2980484088775,58979,0.0,1.0
2020-06-03,76.04,80.63,75.6,78.53,67.1017858319674,146719,0.0,1.0
2020-06-02,73.2,75.03,73.2,74.81,63.9231452704633,88335,0.0,1.0
2020-06-01,71.36,73.25,71.36,72.68,62.1031172070214,104735,0.0,1.0
2020-05-29,73.26,73.5,70.53,71.75,61.3084570666454,105512,0.0,1.0
2020-05-28,77.24,78.3,73.71,74.53,63.6838927550812,88667,0.0,1.0
2020-05-27,72.62,76.17,72.03,75.99,64.9314237281447,116712,0.0,1.0
2020-05-26,69.38,71.14,68.52,70.63,60.3514470051172,226121,0.0,1.0
2020-05-22,65.91,66.37,64.34,66.36,56.7028461455413,43974,0.0,1.0
2020-05-21,66.41,67.62,65.95,66.12,56.4977725609281,62468,0.0,1.0
2020-05-20,65.77,66.68,65.01,66.66,56.9591881263077,137315,0.0,1.0
2020-05-19,66.15,66.45,64.55,64.63,55.224607389788,135933,0.0,1.0
2020-05-18,61.57,67.84,61.57,67.19,57.4120589589951,176093,0.0,1.0
2020-05-15,58.13,59.56,57.38,58.84,50.2772071609953,248924,0.0,1.0
2020-05-14,58.26,59.77,56.82,58.35,49.8585152590767,137649,0.0,1.0
2020-05-13,62.5,62.5,59.37,59.91,51.1914935590623,93431,0.0,1.0
2020-05-12,65.76,67.24,62.55,62.55,53.4473029898072,114627,0.0,1.0
2020-05-11,67.62,68.08,65.12,66.05,56.4379594320826,103519,0.0,1.0
2020-05-08,65.74,69.65,65.74,69.47,59.3602580128203,96242,0.0,1.0
2020-05-07,65.69,66.82,64.52,64.83,55.3955020436323,86836,0.0,1.0
2020-05-06,67.18,67.94,64.52,64.67,55.2587863205569,78625,0.0,1.0
2020-05-05,67.23,68.25,66.65,67.07,57.3095221666886,164369,0.0,1.0
2020-05-04,66.71,68.32,65.36,65.81,56.2328858474694,216564,0.0,1.0
2020-05-01,70.43,71.16,66.25,67.24,57.4547826224562,135770,0.0,1.0
2020-04-30,75.02,79.38,72.03,72.23,61.7186042358717,105590,0.0,1.0
2020-04-29,73.66,78.7,73.62,77.98,66.6318255338956,139748,0.0,1.0
2020-04-28,74.19,75.1,71.42,71.67,61.2400992051076,114388,0.0,1.0
2020-04-27,71.84,73.57,71.62,72.7,62.1202066724058,103062,0.0,1.0
2020-04-24,72.48,73.9,71.47,71.72,61.2828228685687,73770,0.0,1.0
2020-04-23,74.11,75.55,72.23,72.35,61.8211410281783,94027,0.67,1.0
2020-04-22,73.72,74.79,73.08,73.8,62.4815147614292,150685,0.0,1.0
2020-04-21,74.11,75.93,72.12,73.12,61.905804327313,148088,0.0,1.0
2020-04-20,81.21,81.21,72.8,77.46,65.5801915097602,158540,0.0,1.0
2020-04-17,74.7,75.72,74.32,75.68,64.073184785162,148786,0.0,1.0
2020-04-16,73.08,74.46,71.35,72.74,61.584083790601,138071,0.0,1.0
2020-04-15,70.79,72.52,70.79,72.1,61.0422386761388,130122,0.0,1.0
2020-04-14,72.5,75.49,72.5,75.12,63.5990703100076,163569,0.0,1.0
2020-04-13,73.53,73.92,70.56,72.5,61.3808918726777,128944,0.0,1.0
2020-04-09,73.83,76.7,73.56,74.0,62.6508413596986,127827,0.0,1.0
2020-04-08,66.84,73.12,66.61,72.1,61.0422386761388,133562,0.0,1.0
2020-04-07,68.28,70.12,64.58,66.04,55.9116427485743,116911,0.0,1.0
2020-04-06,63.29,66.03,63.14,65.27,55.2597353452369,134867,0.0,1.0
2020-04-03,62.99,65.12,58.86,60.27,51.0265703885005,111867,0.0,1.0
2020-04-02,62.94,66.61,61.17,63.42,53.6934643112444,98365,0.0,1.0
2020-04-01,66.98,68.44,62.35,63.58,53.82892558986,152093,0.0,1.0
2020-03-31,68.55,71.61,67.53,69.28,58.6547336405395,115429,0.0,1.0
2020-03-30,69.03,69.96,67.06,68.93,58.3584120935679,140830,0.0,1.0
2020-03-27,64.2,69.51,63.24,67.99,57.5625770817015,180258,0.0,1.0
2020-03-26,63.82,67.75,63.54,66.8,56.5550838219982,260380,0.0,1.0
2020-03-25,62.59,64.47,60.19,63.02,53.3548111147055,205764,0.0,1.0
2020-03-24,59.5,63.41,59.5,62.5,52.9145619592049,197018,0.0,1.0
2020-03-23,56.08,57.89,55.1,57.03,48.2834794965353,168665,0.0,1.0
2020-03-20,63.02,64.47,54.54,55.45,46.9457993702066,211321,0.0,1.0
2020-03-19,63.87,66.56,59.63,62.87,53.2278161660034,176401,0.0,1.0
2020-03-18,66.57,70.3,61.91,64.17,54.3284390547549,249239,0.0,1.0
2020-03-17,71.21,76.15,68.03,70.87,60.0008800967816,193474,0.0,1.0
2020-03-16,78.72,79.4,69.88,70.32,59.5352319515406,184335,0.0,1.0
2020-03-13,79.2,84.36,74.81,84.12,71.2187672321331,182081,0.0,1.0
2020-03-12,75.88,80.42,73.62,74.74,63.2773497732956,182265,0.0,1.0
2020-03-11,84.68,85.32,80.5,82.43,69.7879574767562,191988,0.0,1.0
2020-03-10,83.13,88.23,81.13,87.64,74.1989153616755,207965,0.0,1.0
2020-03-09,83.97,85.18,79.2,80.46,68.120090483802,148592,0.0,1.0
2020-03-06,90.17,92.83,87.68,89.47,75.748253735841,114339,0.0,1.0
2020-03-05,96.6,96.68,92.19,93.22,78.9231274533933,122974,0.0,1.0
2020-03-04,98.15,99.37,97.04,99.16,83.9521274219961,120464,0.0,1.0
2020-03-03,97.84,101.23,95.12,96.56,81.7508816444932,135915,0.0,1.0
2020-03-02,94.98,98.08,94.8,97.97,82.9446341622929,121156,0.0,1.0
2020-02-28,94.13,98.21,93.3,94.55,80.0491493318852,217637,0.0,1.0
2020-02-27,100.23,101.06,96.86,96.87,82.0133378718109,136756,0.0,1.0
2020-02-26,103.64,105.77,102.13,102.37,86.6698193242209,100650,0.0,1.0
2020-02-25,104.45,107.36,102.8,103.46,87.5926492847894,199146,0.0,1.0
2020-02-24,101.08,104.47,100.94,104.21,88.2276240282999,171568,0.0,1.0
2020-02-21,107.15,107.38,104.58,104.83,88.7525364829352,318259,0.0,1.0
2020-02-20,102.53,112.0,102.21,107.39,90.9199169407842,276658,0.0,1.0
2020-02-19,104.14,105.8,102.22,102.56,86.8306795925769,212044,0.0,1.0
2020-02-18,102.58,104.94,102.58,104.05,88.0921627496843,167249,0.0,1.0
2020-02-14,103.5,103.87,102.23,103.3,87.4571880061739,105736,0.0,1.0
2020-02-13,101.76,103.66,101.76,103.59,87.7027115736646,59515,0.0,1.0
2020-02-12,105.95,106.13,101.71,102.22,86.5428243755188,194172,0.0,1.0
2020-02-11,103.72,106.51,103.72,105.14,89.0149927102529,51379,0.0,1.0
2020-02-10,103.51,104.32,102.94,103.45,87.584182954876,55066,0.0,1.0
2020-02-07,106.63,106.87,103.44,104.02,88.0667637599439,77753,0.0,1.0
2020-02-06,105.56,107.98,105.01,107.31,90.8521863014765,138364,0.0,1.0
2020-02-05,103.22,105.8,103.22,105.24,89.0996560093876,118283,0.0,1.0
2020-02-04,101.74,102.91,101.5,101.89,86.2634354883742,144492,0.0,1.0
2020-02-03,100.63,101.59,100.22,100.49,85.078149300488,104689,0.0,1.0
2020-01-31,102.93,103.49,100.0,100.15,84.79029408343,103409,0.0,1.0
2020-01-30,102.81,104.19,101.42,103.45,87.584182954876,84303,0.0,1.0
2020-01-29,101.67,104.94,101.46,104.25,88.2614893479538,191755,0.0,1.0
2020-01-28,101.33,102.08,100.66,101.05,85.5522637756425,214013,0.0,1.0
2020-01-27,99.65,101.18,99.2,100.75,85.2982738782383,148752,0.0,1.0
2020-01-24,101.62,101.87,100.39,101.5,85.9332486217488,125076,0.0,1.0
2020-01-23,99.13,101.98,98.36,101.82,86.2041711789799,211203,0.67,1.0
2020-01-22,103.4,103.47,100.05,101.04,84.984578553265,147858,0.0,1.0
2020-01-21,104.38,104.47,101.68,102.73,86.4060347859948,154582,0.0,1.0
2020-01-17,106.74,106.98,104.66,104.94,88.2648621672568,104312,0.0,1.0
2020-01-16,106.85,107.69,106.1,106.25,89.366701022213,91367,0.0,1.0
