,AMWD_Open,AMWD_High,AMWD_Low,AMWD_Close,AMWD_Adj Close,AMWD_Volume,AMWD_Dividend Amount,AMWD_Split Coefficient
2017-09-05,83.45,85.55,83.35,84.9,84.9,187569,0.0,1.0
2017-09-01,83.25,84.65,82.6,83.45,83.45,176987,0.0,1.0
2017-08-31,82.4,83.25,81.88,82.8,82.8,95050,0.0,1.0
2017-08-30,80.65,82.4,80.5,82.0,82.0,136527,0.0,1.0
2017-08-29,80.65,81.25,80.1,80.85,80.85,269368,0.0,1.0
2017-08-28,80.55,81.6,79.2,81.05,81.05,173393,0.0,1.0
2017-08-25,79.65,80.6,78.75,80.15,80.15,175549,0.0,1.0
2017-08-24,80.65,81.25,79.05,79.15,79.15,230248,0.0,1.0
2017-08-23,83.3,84.6,80.0,80.5,80.5,239311,0.0,1.0
2017-08-22,87.5,87.5,79.4,84.45,84.45,379500,0.0,1.0
2017-08-21,93.4,94.1,92.5,93.55,93.55,71793,0.0,1.0
2017-08-18,93.05,94.65,92.9,93.35,93.35,53210,0.0,1.0
2017-08-17,94.5,94.7,93.3,93.55,93.55,61288,0.0,1.0
2017-08-16,94.7,95.6,94.6,95.0,95.0,43315,0.0,1.0
2017-08-15,95.85,96.25,94.5,94.75,94.75,47401,0.0,1.0
2017-08-14,94.35,95.85,94.2,95.8,95.8,51002,0.0,1.0
2017-08-11,92.6,94.25,92.5,93.85,93.85,51342,0.0,1.0
2017-08-10,93.75,93.75,91.8,92.5,92.5,67314,0.0,1.0
2017-08-09,95.3,95.35,93.5,94.25,94.25,62329,0.0,1.0
2017-08-08,96.4,96.95,95.3,95.65,95.65,60305,0.0,1.0
2017-08-07,96.9,97.1,95.8,96.65,96.65,51028,0.0,1.0
2017-08-04,95.0,97.1,94.9,96.9,96.9,64931,0.0,1.0
2017-08-03,97.0,97.0,94.65,94.75,94.75,58093,0.0,1.0
2017-08-02,98.4,98.4,96.8,97.05,97.05,39541,0.0,1.0
2017-08-01,98.35,98.6,96.15,98.35,98.35,55577,0.0,1.0
2017-07-31,98.5,99.3,97.1,98.15,98.15,75630,0.0,1.0
2017-07-28,96.95,98.35,96.5,98.3,98.3,62628,0.0,1.0
2017-07-27,98.35,99.1,96.8,97.3,97.3,91426,0.0,1.0
2017-07-26,99.15,99.4,97.65,98.0,98.0,59902,0.0,1.0
2017-07-25,99.05,100.35,98.05,98.65,98.65,64138,0.0,1.0
2017-07-24,99.65,99.95,98.65,98.8,98.8,52347,0.0,1.0
2017-07-21,101.45,101.45,99.18,99.6,99.6,69750,0.0,1.0
2017-07-20,100.05,107.3,100.05,101.2,101.2,463138,0.0,1.0
2017-07-19,100.05,101.35,98.85,99.15,99.15,130850,0.0,1.0
2017-07-18,96.75,100.7,95.9,100.15,100.15,277321,0.0,1.0
2017-07-17,96.75,97.2,96.1,96.7,96.7,107946,0.0,1.0
2017-07-14,97.0,98.0,96.6,96.7,96.7,51025,0.0,1.0
2017-07-13,97.6,97.6,96.05,97.2,97.2,46669,0.0,1.0
2017-07-12,98.05,98.8,97.0,97.65,97.65,43875,0.0,1.0
2017-07-11,97.65,98.08,96.35,97.1,97.1,74786,0.0,1.0
2017-07-10,97.75,98.0,96.65,97.65,97.65,85046,0.0,1.0
2017-07-07,96.75,104.5,96.75,97.75,97.75,268376,0.0,1.0
2017-07-06,95.1,97.8,95.1,96.5,96.5,110496,0.0,1.0
2017-07-05,95.5,96.8,94.7,95.75,95.75,55726,0.0,1.0
2017-07-03,95.2,96.0,94.1,95.45,95.45,41856,0.0,1.0
2017-06-30,94.75,95.95,94.5,95.55,95.55,50600,0.0,1.0
2017-06-29,95.8,95.8,93.7,94.3,94.3,49715,0.0,1.0
2017-06-28,94.75,96.3,94.1,95.55,95.55,49376,0.0,1.0
2017-06-27,95.3,95.3,93.6,94.05,94.05,44417,0.0,1.0
2017-06-26,95.2,95.9,93.95,95.55,95.55,57267,0.0,1.0
2017-06-23,93.7,95.15,93.1,95.05,95.05,129132,0.0,1.0
2017-06-22,94.6,95.45,93.6,93.75,93.75,51086,0.0,1.0
2017-06-21,96.15,96.6,93.85,94.15,94.15,72523,0.0,1.0
2017-06-20,96.15,96.7,95.35,95.7,95.7,44378,0.0,1.0
2017-06-19,95.8,97.0,95.8,96.7,96.7,43961,0.0,1.0
2017-06-16,95.7,95.75,94.45,95.5,95.5,105560,0.0,1.0
2017-06-15,96.05,96.8,95.5,96.35,96.35,63330,0.0,1.0
2017-06-14,96.6,97.9,96.45,97.3,97.3,71333,0.0,1.0
2017-06-13,97.8,97.9,96.65,97.2,97.2,55035,0.0,1.0
2017-06-12,96.35,97.95,96.1,97.15,97.15,57901,0.0,1.0
2017-06-09,97.4,97.5,95.2,96.4,96.4,85204,0.0,1.0
2017-06-08,95.0,97.45,94.55,97.03,97.03,86959,0.0,1.0
2017-06-07,93.85,95.8,93.85,94.8,94.8,61748,0.0,1.0
2017-06-06,94.1,95.6,93.1,94.5,94.5,82976,0.0,1.0
2017-06-05,96.7,97.5,95.2,95.2,95.2,52963,0.0,1.0
2017-06-02,94.4,99.13,93.85,97.05,97.05,126541,0.0,1.0
2017-06-01,92.8,94.7,92.25,94.55,94.55,95141,0.0,1.0
2017-05-31,91.65,92.85,90.1,92.8,92.8,164423,0.0,1.0
2017-05-30,91.5,94.9,90.2,90.65,90.65,150005,0.0,1.0
2017-05-26,87.6,89.57,86.55,88.9,88.9,124763,0.0,1.0
2017-05-25,87.7,87.95,86.45,87.6,87.6,70883,0.0,1.0
2017-05-24,87.35,87.45,86.15,87.35,87.35,80382,0.0,1.0
2017-05-23,88.15,88.15,87.15,87.3,87.3,93757,0.0,1.0
2017-05-22,88.3,89.8,87.45,88.0,88.0,88074,0.0,1.0
2017-05-19,88.15,88.73,87.8,88.3,88.3,85505,0.0,1.0
2017-05-18,87.7,88.6,87.4,88.25,88.25,95431,0.0,1.0
2017-05-17,90.75,90.75,88.2,88.3,88.3,73312,0.0,1.0
2017-05-16,91.05,92.45,90.0,92.1,92.1,65789,0.0,1.0
2017-05-15,90.4,91.3,89.7,90.6,90.6,63080,0.0,1.0
2017-05-12,91.8,91.8,90.0,90.3,90.3,48538,0.0,1.0
2017-05-11,91.95,92.5,90.75,92.25,92.25,91027,0.0,1.0
2017-05-10,92.5,92.8,91.55,92.4,92.4,46094,0.0,1.0
2017-05-09,93.3,93.3,91.63,92.5,92.5,59650,0.0,1.0
2017-05-08,93.6,94.1,92.75,93.15,93.15,43905,0.0,1.0
2017-05-05,93.7,94.75,92.75,94.1,94.1,71599,0.0,1.0
2017-05-04,93.2,94.05,92.3,93.55,93.55,48553,0.0,1.0
2017-05-03,92.15,93.2,92.0,93.1,93.1,57609,0.0,1.0
2017-05-02,93.6,94.1,92.15,92.6,92.6,68623,0.0,1.0
2017-05-01,92.15,93.8,91.7,93.65,93.65,61377,0.0,1.0
2017-04-28,92.4,93.1,91.25,91.9,91.9,103485,0.0,1.0
2017-04-27,91.55,92.5,91.05,92.35,92.35,90744,0.0,1.0
2017-04-26,90.65,91.95,90.2,91.35,91.35,112524,0.0,1.0
2017-04-25,89.35,91.8,89.35,90.85,90.85,74630,0.0,1.0
2017-04-24,88.75,89.7,88.7,88.9,88.9,78755,0.0,1.0
2017-04-21,86.6,87.85,85.65,87.4,87.4,146825,0.0,1.0
2017-04-20,86.75,87.63,86.0,86.7,86.7,98258,0.0,1.0
2017-04-19,86.35,87.3,86.04,86.3,86.3,136544,0.0,1.0
2017-04-18,86.7,87.5,86.1,86.35,86.35,119413,0.0,1.0
2017-04-17,86.7,87.1,85.7,87.0,87.0,106460,0.0,1.0
2017-04-13,88.45,88.9,85.95,86.05,86.05,81638,0.0,1.0
2017-04-12,89.25,89.25,88.0,88.75,88.75,92501,0.0,1.0
2017-04-11,87.45,89.5,86.8,89.4,89.4,113592,0.0,1.0
2017-04-10,87.85,89.3,87.0,87.8,87.8,76976,0.0,1.0
2017-04-07,87.65,88.75,87.35,88.2,88.2,140320,0.0,1.0
2017-04-06,87.1,88.45,86.95,87.9,87.9,71666,0.0,1.0
2017-04-05,88.15,88.7,86.8,87.0,87.0,108471,0.0,1.0
2017-04-04,87.55,88.5,87.2,87.7,87.7,49820,0.0,1.0
2017-04-03,92.1,92.15,87.3,87.85,87.85,104251,0.0,1.0
2017-03-31,90.3,92.25,90.1,91.8,91.8,129968,0.0,1.0
2017-03-30,89.8,90.68,89.7,90.2,90.2,138898,0.0,1.0
2017-03-29,88.75,89.8,87.55,89.7,89.7,134231,0.0,1.0
2017-03-28,88.65,89.15,87.65,88.9,88.9,114655,0.0,1.0
2017-03-27,89.1,89.35,87.25,88.95,88.95,118623,0.0,1.0
2017-03-24,88.3,90.15,88.1,89.8,89.8,202392,0.0,1.0
2017-03-23,86.65,88.3,85.8,88.2,88.2,121534,0.0,1.0
2017-03-22,85.55,86.6,84.65,86.6,86.6,86739,0.0,1.0
2017-03-21,88.3,88.3,85.35,85.55,85.55,111594,0.0,1.0
2017-03-20,88.1,88.8,87.6,88.45,88.45,80205,0.0,1.0
2017-03-17,88.65,88.8,87.5,88.0,88.0,209956,0.0,1.0
2017-03-16,88.0,89.4,86.2,89.4,89.4,153573,0.0,1.0
2017-03-15,86.75,88.0,86.35,87.55,87.55,85638,0.0,1.0
2017-03-14,86.4,87.45,85.15,86.3,86.3,59411,0.0,1.0
2017-03-13,86.2,87.0,85.8,86.85,86.85,68438,0.0,1.0
2017-03-10,85.95,86.85,85.25,86.2,86.2,93545,0.0,1.0
2017-03-09,85.95,86.95,84.95,85.6,85.6,83965,0.0,1.0
2017-03-08,86.5,86.95,85.75,85.9,85.9,113996,0.0,1.0
2017-03-07,85.4,86.4,85.4,86.2,86.2,96439,0.0,1.0
2017-03-06,85.55,86.05,83.7,85.7,85.7,116831,0.0,1.0
2017-03-03,86.5,89.1,85.25,86.1,86.1,126236,0.0,1.0
2017-03-02,88.8,90.15,86.75,87.0,87.0,124554,0.0,1.0
2017-03-01,87.3,89.85,87.3,88.9,88.9,160428,0.0,1.0
2017-02-28,86.8,87.5,85.35,86.45,86.45,210278,0.0,1.0
2017-02-27,87.65,91.7,84.28,85.3,85.3,5193,0.0,1.0
2017-02-24,77.75,81.5,77.7,80.95,80.95,171936,0.0,1.0
2017-02-23,79.25,79.4,77.85,78.55,78.55,78231,0.0,1.0
2017-02-22,79.0,79.75,78.5,79.0,79.0,94423,0.0,1.0
2017-02-21,77.95,79.25,76.92,78.95,78.95,136837,0.0,1.0
2017-02-17,77.6,78.3,77.2,77.75,77.75,69123,0.0,1.0
2017-02-16,78.35,78.75,76.7,77.6,77.6,53518,0.0,1.0
2017-02-15,77.05,78.4,76.65,78.2,78.2,52609,0.0,1.0
2017-02-14,77.75,78.05,76.3,77.4,77.4,74155,0.0,1.0
2017-02-13,77.9,78.72,77.3,77.75,77.75,102117,0.0,1.0
2017-02-10,77.0,77.75,76.1,77.4,77.4,60586,0.0,1.0
2017-02-09,76.3,76.65,74.22,76.6,76.6,99301,0.0,1.0
2017-02-08,73.55,75.15,73.15,75.15,75.15,117579,0.0,1.0
2017-02-07,73.25,73.97,72.8,73.8,73.8,70685,0.0,1.0
2017-02-06,73.35,74.43,72.75,73.15,73.15,77779,0.0,1.0
2017-02-03,72.55,73.65,71.75,73.65,73.65,72828,0.0,1.0
2017-02-02,73.45,73.45,71.9,71.95,71.95,94588,0.0,1.0
2017-02-01,71.85,73.55,71.8,73.45,73.45,127433,0.0,1.0
2017-01-31,72.25,72.25,70.3,71.2,71.2,169348,0.0,1.0
2017-01-30,73.65,73.65,72.05,72.5,72.5,83844,0.0,1.0
2017-01-27,73.55,74.5,72.25,74.3,74.3,135717,0.0,1.0
2017-01-26,74.15,74.3,72.55,73.4,73.4,103310,0.0,1.0
2017-01-25,73.2,74.9,73.2,74.4,74.4,114718,0.0,1.0
2017-01-24,71.3,73.1,71.3,73.05,73.05,155742,0.0,1.0
2017-01-23,71.15,72.0818,69.65,71.1,71.1,200785,0.0,1.0
2017-01-20,70.25,71.3,70.2,71.3,71.3,105829,0.0,1.0
2017-01-19,71.8,72.95,69.8,70.0,70.0,153941,0.0,1.0
2017-01-18,72.3,73.35,70.55,71.7,71.7,120587,0.0,1.0
2017-01-17,74.55,74.55,72.0,72.15,72.15,126763,0.0,1.0
2017-01-13,74.25,75.55,74.1,74.85,74.85,49006,0.0,1.0
2017-01-12,74.55,74.55,72.55,74.2,74.2,97752,0.0,1.0
2017-01-11,75.3,75.5,74.3,74.85,74.85,83668,0.0,1.0
2017-01-10,75.9,77.225,74.85,75.35,75.35,90519,0.0,1.0
2017-01-09,75.95,76.4,75.3,75.75,75.75,160860,0.0,1.0
2017-01-06,76.15,76.4,75.55,76.1,76.1,73126,0.0,1.0
2017-01-05,77.15,77.65,75.9,76.15,76.15,67637,0.0,1.0
2017-01-04,76.55,77.45,76.3,77.3,77.3,78425,0.0,1.0
2017-01-03,75.75,76.55,75.25,76.35,76.35,76903,0.0,1.0
2016-12-30,76.15,76.15,74.95,75.25,75.25,112754,0.0,1.0
2016-12-29,76.65,77.25,75.65,76.1,76.1,50343,0.0,1.0
2016-12-28,77.5,77.95,75.7,76.35,76.35,93433,0.0,1.0
2016-12-27,76.0,77.55,76.0,77.5,77.5,75755,0.0,1.0
2016-12-23,75.3,76.45,75.15,76.1,76.1,59491,0.0,1.0
2016-12-22,77.5,78.05,75.4,75.4,75.4,80493,0.0,1.0
2016-12-21,76.0,77.65,75.25,77.35,77.35,119795,0.0,1.0
2016-12-20,76.25,76.55,75.4,75.85,75.85,159974,0.0,1.0
2016-12-19,77.15,78.35,75.8,76.0,76.0,132365,0.0,1.0
2016-12-16,76.95,77.85,76.7,77.15,77.15,307530,0.0,1.0
2016-12-15,79.15,80.15,76.45,76.9,76.9,159208,0.0,1.0
2016-12-14,78.85,80.175,78.25,79.0,79.0,121841,0.0,1.0
2016-12-13,81.25,81.65,78.55,78.85,78.85,118815,0.0,1.0
2016-12-12,81.6,82.5,80.45,80.7,80.7,135126,0.0,1.0
2016-12-09,82.3,82.4,80.75,82.15,82.15,178274,0.0,1.0
2016-12-08,79.1,82.375,79.1,82.3,82.3,114588,0.0,1.0
2016-12-07,77.35,79.4,77.0,79.0,79.0,87265,0.0,1.0
2016-12-06,76.45,77.55,75.8,77.4,77.4,156888,0.0,1.0
2016-12-05,74.95,76.5,74.55,76.2,76.2,119046,0.0,1.0
2016-12-02,74.25,76.9,73.9,74.4,74.4,232743,0.0,1.0
2016-12-01,77.0,77.725,72.85,73.65,73.65,194065,0.0,1.0
2016-11-30,79.8,79.8,76.65,76.65,76.65,278009,0.0,1.0
2016-11-29,77.5,79.55,76.75,79.25,79.25,183230,0.0,1.0
2016-11-28,77.25,77.5,76.05,77.3,77.3,238209,0.0,1.0
2016-11-25,76.7,77.5,75.15,77.5,77.5,109619,0.0,1.0
2016-11-23,74.05,76.9,74.05,76.7,76.7,267326,0.0,1.0
2016-11-22,75.0,76.25,70.0,74.15,74.15,716480,0.0,1.0
2016-11-21,83.1,84.1499,79.95,80.35,80.35,225114,0.0,1.0
2016-11-18,81.75,83.0,81.3,82.7,82.7,120057,0.0,1.0
2016-11-17,80.3,82.05,80.3,81.6,81.6,159702,0.0,1.0
2016-11-16,80.0,80.45,78.9,79.85,79.85,118320,0.0,1.0
2016-11-15,80.0,81.15,79.65,80.6,80.6,97699,0.0,1.0
2016-11-14,78.2,81.2,78.0,79.925,79.925,103887,0.0,1.0
2016-11-11,77.3,78.3,76.3,77.55,77.55,185553,0.0,1.0
2016-11-10,78.7,79.05,76.3,77.15,77.15,161376,0.0,1.0
2016-11-09,74.25,78.05,74.25,77.8,77.8,113498,0.0,1.0
2016-11-08,74.5,75.7999,74.15,75.2,75.2,58920,0.0,1.0
2016-11-07,74.85,75.6,73.9,74.95,74.95,77341,0.0,1.0
2016-11-04,71.95,74.95,71.95,73.25,73.25,90870,0.0,1.0
2016-11-03,71.35,72.15,70.0,71.85,71.85,81039,0.0,1.0
2016-11-02,73.0,73.85,71.15,71.25,71.25,128388,0.0,1.0
2016-11-01,74.8,75.25,72.35,73.15,73.15,81248,0.0,1.0
2016-10-31,74.7,75.55,74.35,74.7,74.7,115501,0.0,1.0
2016-10-28,73.75,75.15,73.65,74.7,74.7,100423,0.0,1.0
2016-10-27,74.25,74.25,73.65,73.8,73.8,120279,0.0,1.0
2016-10-26,74.1,74.95,73.8,73.85,73.85,141237,0.0,1.0
2016-10-25,75.85,75.85,74.25,74.6,74.6,190376,0.0,1.0
2016-10-24,74.05,76.15,74.05,76.0,76.0,112514,0.0,1.0
2016-10-21,73.9,74.8,73.75,74.7,74.7,119759,0.0,1.0
2016-10-20,76.0,76.0,72.6,74.05,74.05,377350,0.0,1.0
2016-10-19,77.45,77.55,76.3,76.35,76.35,137444,0.0,1.0
2016-10-18,78.35,79.05,77.3,77.6,77.6,96659,0.0,1.0
2016-10-17,77.65,78.5,77.15,77.6,77.6,78478,0.0,1.0
2016-10-14,78.72,79.8,77.75,77.79,77.79,75374,0.0,1.0
2016-10-13,79.06,79.61,78.28,78.47,78.47,86485,0.0,1.0
2016-10-12,79.32,81.365,78.87,79.96,79.96,99956,0.0,1.0
2016-10-11,82.23,82.23,79.02,79.47,79.47,112688,0.0,1.0
2016-10-10,80.76,83.01,80.76,82.26,82.26,90608,0.0,1.0
2016-10-07,81.46,81.99,80.06,80.07,80.07,141179,0.0,1.0
2016-10-06,79.1,82.05,78.9,81.79,81.79,126855,0.0,1.0
2016-10-05,79.35,80.45,78.7,79.69,79.69,139724,0.0,1.0
2016-10-04,78.86,80.49,78.14,79.16,79.16,93801,0.0,1.0
2016-10-03,80.09,80.47,78.24,79.03,79.03,106976,0.0,1.0
2016-09-30,80.37,81.12,77.833,80.57,80.57,160610,0.0,1.0
2016-09-29,80.55,80.99,79.72,79.765,79.765,88710,0.0,1.0
2016-09-28,81.33,81.85,80.26,80.81,80.81,80578,0.0,1.0
2016-09-27,80.71,81.75,80.12,81.31,81.31,82838,0.0,1.0
2016-09-26,81.12,82.01,78.4831,81.06,81.06,116672,0.0,1.0
2016-09-23,80.85,81.46,80.63,80.73,80.73,76555,0.0,1.0
2016-09-22,81.0,82.1,80.84,81.265,81.265,138821,0.0,1.0
2016-09-21,79.26,80.5099,78.47,80.35,80.35,138379,0.0,1.0
2016-09-20,80.36,80.36,78.97,78.98,78.98,73974,0.0,1.0
2016-09-19,79.56,81.48,79.47,80.0,80.0,90305,0.0,1.0
2016-09-16,79.74,80.58,78.98,79.08,79.08,347573,0.0,1.0
2016-09-15,80.3,81.25,79.46,79.81,79.81,173394,0.0,1.0
2016-09-14,81.38,81.68,79.45,79.94,79.94,348602,0.0,1.0
2016-09-13,81.57,82.05,80.33,81.08,81.08,128346,0.0,1.0
2016-09-12,81.38,82.79,80.18,82.58,82.58,178782,0.0,1.0
2016-09-09,85.56,86.25,81.52,81.55,81.55,155787,0.0,1.0
2016-09-08,87.28,88.45,86.22,86.31,86.31,138857,0.0,1.0
2016-09-07,87.23,87.86,86.61,87.66,87.66,171663,0.0,1.0
2016-09-06,88.23,88.5199,86.86,87.5,87.5,136374,0.0,1.0
2016-09-02,86.71,87.81,85.287,87.77,87.77,155803,0.0,1.0
2016-09-01,86.9,87.405,85.19,86.56,86.56,168947,0.0,1.0
2016-08-31,88.55,89.09,85.93,87.0,87.0,172938,0.0,1.0
2016-08-30,88.53,89.57,88.03,88.19,88.19,311853,0.0,1.0
2016-08-29,85.5,88.24,85.5,88.01,88.01,409764,0.0,1.0
2016-08-26,86.25,86.88,84.69,85.61,85.61,187314,0.0,1.0
2016-08-25,85.64,86.625,85.3301,86.47,86.47,164742,0.0,1.0
2016-08-24,85.21,88.74,84.135,85.71,85.71,584510,0.0,1.0
2016-08-23,81.01,85.85,80.87,84.44,84.44,677298,0.0,1.0
2016-08-22,75.04,79.3535,74.23,77.68,77.68,528605,0.0,1.0
2016-08-19,74.98,76.0,73.51,74.94,74.94,144716,0.0,1.0
2016-08-18,75.0,76.409,74.56,75.11,75.11,233971,0.0,1.0
2016-08-17,74.5,75.37,74.03,74.85,74.85,155541,0.0,1.0
2016-08-16,75.18,75.77,74.18,74.29,74.29,93974,0.0,1.0
2016-08-15,74.32,75.86,74.32,75.2,75.2,108847,0.0,1.0
2016-08-12,75.0,75.43,73.76,74.57,74.57,143209,0.0,1.0
2016-08-11,75.23,75.84,74.615,74.93,74.93,126335,0.0,1.0
2016-08-10,74.72,75.57,74.13,75.2,75.2,67997,0.0,1.0
2016-08-09,74.83,75.619,74.49,74.8,74.8,73281,0.0,1.0
2016-08-08,75.0,75.9,74.49,75.33,75.33,59537,0.0,1.0
2016-08-05,74.5,75.99,74.5,75.2,75.2,79758,0.0,1.0
2016-08-04,74.69,75.18,73.86,74.25,74.25,72693,0.0,1.0
2016-08-03,75.0,75.16,74.12,74.8,74.8,82983,0.0,1.0
2016-08-02,74.45,75.04,73.5,74.72,74.72,101333,0.0,1.0
2016-08-01,74.15,74.91,73.59,74.48,74.48,145339,0.0,1.0
2016-07-29,75.02,75.48,74.0,74.23,74.23,216346,0.0,1.0
2016-07-28,74.5,76.08,74.11,75.25,75.25,177316,0.0,1.0
2016-07-27,75.85,76.15,73.92,74.5,74.5,136155,0.0,1.0
2016-07-26,74.42,75.92,73.62,75.42,75.42,163008,0.0,1.0
2016-07-25,73.6,74.44,73.6,74.05,74.05,106757,0.0,1.0
2016-07-22,73.89,74.68,73.75,73.98,73.98,143188,0.0,1.0
2016-07-21,74.04,74.79,73.12,74.13,74.13,197223,0.0,1.0
2016-07-20,74.99,76.329,74.29,74.3,74.3,264380,0.0,1.0
2016-07-19,75.74,75.96,73.51,74.65,74.65,179836,0.0,1.0
2016-07-18,75.43,76.4,73.93,75.63,75.63,127657,0.0,1.0
2016-07-15,74.32,75.48,72.98,75.45,75.45,137684,0.0,1.0
2016-07-14,76.73,77.13,74.18,74.21,74.21,193866,0.0,1.0
2016-07-13,76.12,76.74,75.805,76.3,76.3,381213,0.0,1.0
2016-07-12,75.13,76.13,74.97,76.0,76.0,313920,0.0,1.0
2016-07-11,72.61,75.12,72.61,75.06,75.06,294997,0.0,1.0
2016-07-08,71.08,73.46,70.81,72.58,72.58,234650,0.0,1.0
2016-07-07,69.94,70.99,69.57,70.32,70.32,213252,0.0,1.0
2016-07-06,67.34,69.55,67.03,69.45,69.45,280756,0.0,1.0
2016-07-05,67.19,68.4,66.57,67.63,67.63,279415,0.0,1.0
2016-07-01,66.61,68.73,66.61,68.0,68.0,309722,0.0,1.0
2016-06-30,65.53,67.07,65.01,66.38,66.38,189010,0.0,1.0
2016-06-29,64.05,65.45,63.72,65.34,65.34,202097,0.0,1.0
2016-06-28,61.73,63.41,61.32,63.2,63.2,156674,0.0,1.0
2016-06-27,64.1,64.2,60.8,61.08,61.08,212830,0.0,1.0
2016-06-24,63.08,65.73,62.05,64.83,64.83,445557,0.0,1.0
2016-06-23,64.62,65.59,64.105,65.53,65.53,246697,0.0,1.0
2016-06-22,64.27,64.93,63.62,63.85,63.85,143483,0.0,1.0
2016-06-21,63.99,64.32,63.282,64.03,64.03,188131,0.0,1.0
2016-06-20,64.28,65.46,63.8,63.82,63.82,249493,0.0,1.0
2016-06-17,64.68,65.18,63.892,64.12,64.12,227244,0.0,1.0
2016-06-16,64.46,65.0,64.04,64.96,64.96,148679,0.0,1.0
2016-06-15,64.81,65.1,64.32,64.5,64.5,182565,0.0,1.0
2016-06-14,65.49,65.57,64.502,64.73,64.73,189903,0.0,1.0
2016-06-13,65.23,66.19,64.465,65.34,65.34,175257,0.0,1.0
2016-06-10,64.9,65.67,64.51,65.28,65.28,175610,0.0,1.0
2016-06-09,65.55,66.3,64.77,65.71,65.71,280844,0.0,1.0
2016-06-08,64.19,66.09,63.86,65.79,65.79,408860,0.0,1.0
2016-06-07,65.92,66.11,64.45,64.55,64.55,354221,0.0,1.0
2016-06-06,69.81,69.81,66.3291,66.37,66.37,302753,0.0,1.0
2016-06-03,68.49,71.94,67.91,69.79,69.79,621737,0.0,1.0
2016-06-02,76.0,76.0,65.21,67.59,67.59,1273677,0.0,1.0
2016-06-01,80.31,81.26,79.38,80.81,80.81,257345,0.0,1.0
2016-05-31,82.0,82.0,80.49,80.76,80.76,149774,0.0,1.0
2016-05-27,80.43,82.34,80.2,81.58,81.58,118995,0.0,1.0
2016-05-26,79.52,80.82,78.84,80.68,80.68,137491,0.0,1.0
2016-05-25,80.13,81.0,78.575,79.41,79.41,220253,0.0,1.0
2016-05-24,76.09,80.3698,75.52,79.98,79.98,226222,0.0,1.0
2016-05-23,75.82,76.23,75.1,75.69,75.69,110602,0.0,1.0
2016-05-20,73.51,75.63,73.51,75.61,75.61,87805,0.0,1.0
2016-05-19,72.16,73.48,71.69,73.23,73.23,73090,0.0,1.0
2016-05-18,71.66,73.3,71.51,72.44,72.44,105902,0.0,1.0
2016-05-17,72.57,73.48,71.3,71.96,71.96,101286,0.0,1.0
2016-05-16,72.72,73.89,71.12,72.9,72.9,127467,0.0,1.0
2016-05-13,72.31,73.87,71.763,72.81,72.81,142555,0.0,1.0
2016-05-12,72.95,73.7,71.78,72.68,72.68,150692,0.0,1.0
2016-05-11,72.54,74.34,72.54,72.76,72.76,147971,0.0,1.0
2016-05-10,74.91,74.91,72.41,72.68,72.68,195750,0.0,1.0
2016-05-09,74.47,75.63,72.86,74.78,74.78,204464,0.0,1.0
2016-05-06,72.65,74.73,71.7101,74.68,74.68,169339,0.0,1.0
2016-05-05,72.84,73.85,72.06,73.1,73.1,160856,0.0,1.0
2016-05-04,72.15,73.07,71.03,72.6,72.6,181251,0.0,1.0
2016-05-03,73.24,73.68,71.9,72.73,72.73,149671,0.0,1.0
2016-05-02,73.37,73.93,71.81,73.8,73.8,230166,0.0,1.0
2016-04-29,74.17,74.43,72.28,72.84,72.84,120496,0.0,1.0
2016-04-28,75.95,77.09,74.08,74.28,74.28,215956,0.0,1.0
2016-04-27,75.73,77.02,74.06,76.55,76.55,141457,0.0,1.0
2016-04-26,76.78,76.78,74.1,75.49,75.49,243051,0.0,1.0
2016-04-25,78.23,79.2,76.61,76.88,76.88,222448,0.0,1.0
2016-04-22,77.76,79.415,77.15,78.7,78.7,211745,0.0,1.0
2016-04-21,78.24,79.0525,77.5,77.83,77.83,198835,0.0,1.0
2016-04-20,78.4,79.51,77.01,78.92,78.92,161633,0.0,1.0
2016-04-19,78.69,79.9999,76.495,78.4,78.4,127768,0.0,1.0
2016-04-18,77.14,79.38,77.14,78.79,78.79,116862,0.0,1.0
2016-04-15,77.13,78.87,76.65,77.52,77.52,135760,0.0,1.0
2016-04-14,78.58,78.58,76.2665,77.35,77.35,164488,0.0,1.0
2016-04-13,76.9,79.5,76.38,78.34,78.34,194347,0.0,1.0
2016-04-12,74.04,76.27,73.79,76.01,76.01,153418,0.0,1.0
2016-04-11,75.07,75.8,73.75,74.25,74.25,115273,0.0,1.0
2016-04-08,74.64,76.19,73.9,74.42,74.42,70872,0.0,1.0
2016-04-07,75.35,76.28,73.77,73.87,73.87,154031,0.0,1.0
2016-04-06,74.21,75.92,74.21,75.74,75.74,119522,0.0,1.0
2016-04-05,73.8,75.15,73.8,74.53,74.53,106767,0.0,1.0
2016-04-04,74.82,75.27,72.81,74.32,74.32,238762,0.0,1.0
2016-04-01,73.94,75.27,73.8,74.61,74.61,146313,0.0,1.0
2016-03-31,73.45,74.79,72.5,74.59,74.59,176072,0.0,1.0
2016-03-30,73.39,73.71,71.68,73.49,73.49,149016,0.0,1.0
2016-03-29,68.47,73.74,68.326,73.21,73.21,151602,0.0,1.0
2016-03-28,68.04,68.69,66.9,68.63,68.63,220057,0.0,1.0
