,SRCL_Open,SRCL_High,SRCL_Low,SRCL_Close,SRCL_Adj Close,SRCL_Volume,SRCL_Dividend Amount,SRCL_Split Coefficient
2018-01-08,71.09,71.27,70.09,70.76,70.76,504983,0.0,1.0
2018-01-05,70.92,71.41,70.41,71.17,71.17,583962,0.0,1.0
2018-01-04,68.09,71.04,67.92,70.85,70.85,837980,0.0,1.0
2018-01-03,68.46,68.65,67.56,67.63,67.63,696083,0.0,1.0
2018-01-02,68.29,68.65,67.39,68.56,68.56,654561,0.0,1.0
2017-12-29,67.99,68.93,67.54,67.99,67.99,441806,0.0,1.0
2017-12-28,67.74,67.94,67.0,67.87,67.87,439500,0.0,1.0
2017-12-27,68.04,68.26,67.38,67.82,67.82,333100,0.0,1.0
2017-12-26,68.3,68.72,67.55,67.84,67.84,292953,0.0,1.0
2017-12-22,69.0,69.01,68.21,68.31,68.31,623882,0.0,1.0
2017-12-21,68.95,68.988,68.5125,68.83,68.83,417772,0.0,1.0
2017-12-20,67.99,69.1199,67.98,68.76,68.76,783693,0.0,1.0
2017-12-19,67.96,68.74,67.37,67.78,67.78,743800,0.0,1.0
2017-12-18,67.07,68.19,67.07,67.83,67.83,683975,0.0,1.0
2017-12-15,66.09,67.73,66.09,66.88,66.88,1144107,0.0,1.0
2017-12-14,66.06,66.59,65.73,65.86,65.86,988529,0.0,1.0
2017-12-13,67.64,67.86,66.0,66.04,66.04,812995,0.0,1.0
2017-12-12,67.38,67.6,66.97,67.3,67.3,706300,0.0,1.0
2017-12-11,66.93,67.58,66.59,67.17,67.17,632892,0.0,1.0
2017-12-08,67.15,67.2974,66.2,66.58,66.58,766484,0.0,1.0
2017-12-07,67.51,68.23,66.59,66.95,66.95,1216610,0.0,1.0
2017-12-06,66.46,66.59,64.88,65.78,65.78,1149098,0.0,1.0
2017-12-05,67.46,67.63,65.86,66.5,66.5,1091656,0.0,1.0
2017-12-04,67.33,68.04,66.8,67.36,67.36,1276588,0.0,1.0
2017-12-01,66.31,67.04,65.46,66.94,66.94,855494,0.0,1.0
2017-11-30,65.7,66.641,65.43,66.31,66.31,898080,0.0,1.0
2017-11-29,63.9,65.5379,63.76,65.29,65.29,1076755,0.0,1.0
2017-11-28,63.38,63.95,63.29,63.86,63.86,740543,0.0,1.0
2017-11-27,63.04,63.55,62.79,63.36,63.36,631428,0.0,1.0
2017-11-24,63.02,63.32,62.67,63.05,63.05,263556,0.0,1.0
2017-11-22,62.68,62.97,62.21,62.82,62.82,506474,0.0,1.0
2017-11-21,62.93,62.96,62.11,62.75,62.75,585396,0.0,1.0
2017-11-20,62.81,62.99,61.25,62.5,62.5,1141681,0.0,1.0
2017-11-17,62.61,63.45,62.34,62.76,62.76,848829,0.0,1.0
2017-11-16,63.14,64.14,62.625,62.68,62.68,1201478,0.0,1.0
2017-11-15,63.23,63.57,62.47,63.06,63.06,956550,0.0,1.0
2017-11-14,63.77,64.02,63.39,63.54,63.54,1065546,0.0,1.0
2017-11-13,63.95,64.43,63.78,64.06,64.06,823413,0.0,1.0
2017-11-10,63.72,65.24,63.66,64.02,64.02,1734219,0.0,1.0
2017-11-09,62.3,64.76,61.62,64.06,64.06,4525590,0.0,1.0
2017-11-08,66.98,67.37,66.68,67.1,67.1,922226,0.0,1.0
2017-11-07,67.1,67.37,66.65,67.16,67.16,690021,0.0,1.0
2017-11-06,67.27,67.36,66.27,67.26,67.26,825591,0.0,1.0
2017-11-03,67.99,68.01,66.68,67.32,67.32,777425,0.0,1.0
2017-11-02,68.64,69.03,67.46,67.92,67.92,1341138,0.0,1.0
2017-11-01,70.94,71.48,68.38,68.71,68.71,1034231,0.0,1.0
2017-10-31,71.03,71.25,70.65,70.85,70.85,549964,0.0,1.0
2017-10-30,70.64,70.96,70.23,70.85,70.85,663618,0.0,1.0
2017-10-27,71.58,71.74,70.32,71.0,71.0,752308,0.0,1.0
2017-10-26,71.8,72.23,71.51,71.78,71.78,486471,0.0,1.0
2017-10-25,71.63,71.97,71.1,71.4,71.4,520746,0.0,1.0
2017-10-24,72.5,72.76,71.77,72.08,72.08,525649,0.0,1.0
2017-10-23,72.69,72.94,72.08,72.64,72.64,567570,0.0,1.0
2017-10-20,72.19,72.8,71.96,72.69,72.69,557609,0.0,1.0
2017-10-19,71.63,71.92,70.71,71.9,71.9,468619,0.0,1.0
2017-10-18,71.43,71.78,70.82,71.65,71.65,554025,0.0,1.0
2017-10-17,70.04,71.39,70.03,71.27,71.27,824855,0.0,1.0
2017-10-16,70.59,70.82,69.9,70.07,70.07,408871,0.0,1.0
2017-10-13,71.11,71.36,70.17,70.6,70.6,454046,0.0,1.0
2017-10-12,70.5,71.93,70.26,71.27,71.27,816704,0.0,1.0
2017-10-11,70.84,70.84,70.07,70.71,70.71,504693,0.0,1.0
2017-10-10,70.4,70.82,70.01,70.8,70.8,574896,0.0,1.0
2017-10-09,72.03,72.03,69.91,70.27,70.27,539012,0.0,1.0
2017-10-06,71.57,72.07,71.39,71.58,71.58,674454,0.0,1.0
2017-10-05,71.48,72.36,71.17,71.64,71.64,585537,0.0,1.0
2017-10-04,71.92,71.92,71.09,71.48,71.48,473744,0.0,1.0
2017-10-03,72.62,72.62,71.22,71.82,71.82,508816,0.0,1.0
2017-10-02,71.83,72.73,71.83,72.66,72.66,590432,0.0,1.0
2017-09-29,71.77,72.1,71.32,71.62,71.62,483407,0.0,1.0
2017-09-28,71.74,72.45,71.45,71.72,71.72,441685,0.0,1.0
2017-09-27,71.23,72.28,70.79,71.9,71.9,714665,0.0,1.0
2017-09-26,70.54,71.12,69.96,71.11,71.11,499083,0.0,1.0
2017-09-25,70.4,71.13,70.02,70.73,70.73,518462,0.0,1.0
2017-09-22,70.12,71.04,69.83,70.34,70.34,523068,0.0,1.0
2017-09-21,70.18,70.46,69.38,69.97,69.97,571318,0.0,1.0
2017-09-20,70.09,70.5,69.23,70.02,70.02,892065,0.0,1.0
2017-09-19,71.06,71.24,70.01,70.19,70.19,547653,0.0,1.0
2017-09-18,72.43,72.43,70.91,71.0,71.0,454265,0.0,1.0
2017-09-15,71.46,72.22,71.04,72.12,72.12,750514,0.0,1.0
2017-09-14,71.85,72.7,71.5,71.87,71.87,487943,0.0,1.0
2017-09-13,71.98,72.69,71.94,72.13,72.13,413362,0.0,1.0
2017-09-12,71.05,72.49,70.9,72.18,72.18,603749,0.0,1.0
2017-09-11,70.71,71.45,70.47,70.95,70.95,614676,0.0,1.0
2017-09-08,69.0,70.62,68.62,70.26,70.26,734001,0.0,1.0
2017-09-07,70.64,70.99,68.92,69.0,69.0,1373795,0.0,1.0
2017-09-06,70.63,71.52,70.28,70.5,70.5,1008507,0.0,1.0
2017-09-05,71.83,72.0,70.04,70.34,70.34,948713,0.0,1.0
2017-09-01,71.97,72.35,71.58,71.74,71.74,741722,0.0,1.0
2017-08-31,72.36,72.58,71.76,71.89,71.89,629621,0.0,1.0
2017-08-30,72.29,72.54,71.84,72.26,72.26,488711,0.0,1.0
2017-08-29,71.77,72.3,71.52,72.02,72.02,438377,0.0,1.0
2017-08-28,71.82,72.36,71.72,72.1,72.1,475821,0.0,1.0
2017-08-25,71.87,72.02,71.05,71.72,71.72,533595,0.0,1.0
2017-08-24,70.93,71.57,70.86,71.41,71.41,521894,0.0,1.0
2017-08-23,71.86,72.03,70.88,70.91,70.91,383490,0.0,1.0
2017-08-22,71.65,72.3,71.53,71.9,71.9,401991,0.0,1.0
2017-08-21,70.73,71.49,70.26,71.3,71.3,845600,0.0,1.0
2017-08-18,70.95,71.48,70.34,70.7,70.7,632118,0.0,1.0
2017-08-17,71.97,73.01,71.0,71.05,71.05,658442,0.0,1.0
2017-08-16,72.44,73.32,71.97,72.27,72.27,883297,0.0,1.0
2017-08-15,71.87,72.48,71.18,72.07,72.07,716223,0.0,1.0
2017-08-14,71.16,72.46,71.05,71.95,71.95,985710,0.0,1.0
2017-08-11,71.92,73.36,70.97,71.03,71.03,1337714,0.0,1.0
2017-08-10,74.0,74.0,70.24,71.44,71.44,2769344,0.0,1.0
2017-08-09,76.94,76.94,74.65,75.06,75.06,1056407,0.0,1.0
2017-08-08,78.5,78.92,77.0,77.06,77.06,621630,0.0,1.0
2017-08-07,78.45,79.18,77.64,78.66,78.66,1104502,0.0,1.0
2017-08-04,80.5,82.16,77.04,78.45,78.45,2646791,0.0,1.0
2017-08-03,79.69,83.25,78.1,82.76,82.76,2753200,0.0,1.0
2017-08-02,77.07,77.2,75.5,76.02,76.02,569070,0.0,1.0
2017-08-01,77.33,77.56,76.66,77.06,77.06,773898,0.0,1.0
2017-07-31,76.32,77.65,76.26,77.08,77.08,538017,0.0,1.0
2017-07-28,76.39,76.96,75.52,75.93,75.93,469472,0.0,1.0
2017-07-27,76.49,76.81,75.91,76.56,76.56,700040,0.0,1.0
2017-07-26,77.54,77.54,76.36,76.55,76.55,583415,0.0,1.0
2017-07-25,76.83,77.7,76.31,77.46,77.46,742196,0.0,1.0
2017-07-24,77.58,77.76,76.21,76.41,76.41,426833,0.0,1.0
2017-07-21,76.48,77.6,76.47,77.54,77.54,528591,0.0,1.0
2017-07-20,76.32,76.8,76.2,76.65,76.65,340919,0.0,1.0
2017-07-19,75.84,76.31,75.6,76.2,76.2,285862,0.0,1.0
2017-07-18,75.41,76.26,74.87,75.89,75.89,569248,0.0,1.0
2017-07-17,76.25,76.49,75.28,75.48,75.48,423180,0.0,1.0
2017-07-14,76.06,76.47,75.53,76.3,76.3,516048,0.0,1.0
2017-07-13,75.36,76.5,75.33,75.97,75.97,914052,0.0,1.0
2017-07-12,76.12,76.64,75.47,75.65,75.65,515109,0.0,1.0
2017-07-11,75.31,75.94,75.05,75.73,75.73,466787,0.0,1.0
2017-07-10,76.42,76.44,75.38,75.39,75.39,636835,0.0,1.0
2017-07-07,75.39,77.06,75.18,76.48,76.48,810849,0.0,1.0
2017-07-06,75.25,75.7399,74.22,75.23,75.23,1494247,0.0,1.0
2017-07-05,76.12,76.25,75.39,75.65,75.65,1242486,0.0,1.0
2017-07-03,76.6,77.14,75.91,76.37,76.37,548982,0.0,1.0
2017-06-30,77.23,77.77,76.14,76.32,76.32,666091,0.0,1.0
2017-06-29,77.72,78.41,76.59,77.22,77.22,688296,0.0,1.0
2017-06-28,77.5,78.2,77.0,77.72,77.72,797605,0.0,1.0
2017-06-27,78.4,78.58,77.01,77.24,77.24,638766,0.0,1.0
2017-06-26,76.8,78.87,76.76,78.25,78.25,712077,0.0,1.0
2017-06-23,77.14,77.76,76.4,76.88,76.88,1193649,0.0,1.0
2017-06-22,76.34,77.55,75.9,77.21,77.21,724172,0.0,1.0
2017-06-21,78.18,78.38,76.19,76.34,76.34,709622,0.0,1.0
2017-06-20,79.09,79.63,78.12,78.13,78.13,410565,0.0,1.0
2017-06-19,78.49,79.2,78.01,79.07,79.07,458847,0.0,1.0
2017-06-16,78.47,78.95,78.02,78.43,78.43,792765,0.0,1.0
2017-06-15,77.68,78.23,77.3,78.17,78.17,617350,0.0,1.0
2017-06-14,78.72,79.23,78.16,78.24,78.24,752763,0.0,1.0
2017-06-13,79.48,79.67,78.59,78.7,78.7,628936,0.0,1.0
2017-06-12,79.09,80.19,78.83,79.15,79.15,588105,0.0,1.0
2017-06-09,78.99,79.22,78.51,79.01,79.01,750465,0.0,1.0
2017-06-08,78.8,80.49,78.45,78.98,78.98,1004903,0.0,1.0
2017-06-07,79.23,80.53,78.56,80.48,80.48,1064998,0.0,1.0
2017-06-06,80.69,80.8,79.17,79.23,79.23,847640,0.0,1.0
2017-06-05,82.15,82.15,81.11,81.16,81.16,798311,0.0,1.0
2017-06-02,83.88,83.95,82.27,82.32,82.32,673699,0.0,1.0
2017-06-01,81.96,84.6,81.47,84.19,84.19,781340,0.0,1.0
2017-05-31,81.49,81.91,80.68,81.77,81.77,925947,0.0,1.0
2017-05-30,82.1,82.56,81.33,81.48,81.48,710542,0.0,1.0
2017-05-26,83.37,83.55,82.34,82.4,82.4,464498,0.0,1.0
2017-05-25,83.47,83.47,82.95,83.35,83.35,1052449,0.0,1.0
2017-05-24,83.04,83.72,82.87,82.99,82.99,347905,0.0,1.0
2017-05-23,84.5,84.5,82.41,83.05,83.05,614271,0.0,1.0
2017-05-22,83.58,84.74,83.58,84.18,84.18,588491,0.0,1.0
2017-05-19,83.92,83.92,83.08,83.56,83.56,647261,0.0,1.0
2017-05-18,83.25,83.96,83.14,83.76,83.76,606574,0.0,1.0
2017-05-17,83.23,84.08,83.23,83.32,83.32,628086,0.0,1.0
2017-05-16,84.02,84.65,83.45,83.75,83.75,734405,0.0,1.0
2017-05-15,84.35,84.62,83.76,84.14,84.14,820822,0.0,1.0
2017-05-12,84.84,84.84,83.83,84.47,84.47,1069186,0.0,1.0
2017-05-11,85.58,85.58,84.31,84.98,84.98,485681,0.0,1.0
2017-05-10,86.33,86.88,85.53,85.75,85.75,392393,0.0,1.0
2017-05-09,86.08,86.88,85.81,86.27,86.27,709228,0.0,1.0
2017-05-08,86.85,87.37,85.34,85.75,85.75,994596,0.0,1.0
2017-05-05,84.09,88.0,84.0,87.0,87.0,1007411,0.0,1.0
2017-05-04,85.94,86.64,85.12,85.73,85.73,632591,0.0,1.0
2017-05-03,86.24,86.36,85.32,85.59,85.59,338143,0.0,1.0
2017-05-02,86.25,86.61,85.79,86.27,86.27,436960,0.0,1.0
2017-05-01,85.69,86.08,84.9,85.98,85.98,408990,0.0,1.0
2017-04-28,85.49,85.92,84.78,85.34,85.34,790509,0.0,1.0
2017-04-27,86.57,87.33,85.46,85.63,85.63,498053,0.0,1.0
2017-04-26,86.71,87.35,86.29,86.54,86.54,582474,0.0,1.0
2017-04-25,86.45,86.88,86.0,86.79,86.79,690645,0.0,1.0
2017-04-24,86.3,86.94,85.7,86.2,86.2,1116148,0.0,1.0
2017-04-21,85.25,85.88,85.11,85.56,85.56,727966,0.0,1.0
2017-04-20,84.32,85.24,83.87,85.12,85.12,790629,0.0,1.0
2017-04-19,83.54,84.12,83.22,83.82,83.82,621763,0.0,1.0
2017-04-18,82.49,83.4,82.21,83.26,83.26,471883,0.0,1.0
2017-04-17,82.3,83.05,81.67,82.95,82.95,514564,0.0,1.0
2017-04-13,81.72,83.11,81.31,81.92,81.92,856037,0.0,1.0
2017-04-12,81.62,81.76,80.85,81.27,81.27,433084,0.0,1.0
2017-04-11,82.24,82.55,81.19,81.82,81.82,350358,0.0,1.0
2017-04-10,81.95,82.69,81.9,82.57,82.57,417527,0.0,1.0
2017-04-07,82.47,82.99,81.65,81.87,81.87,628894,0.0,1.0
2017-04-06,82.41,82.99,81.83,82.51,82.51,658876,0.0,1.0
2017-04-05,81.16,83.32,80.97,82.3,82.3,839770,0.0,1.0
2017-04-04,81.98,82.64,80.95,81.07,81.07,470809,0.0,1.0
2017-04-03,82.93,83.25,81.35,81.85,81.85,1022169,0.0,1.0
2017-03-31,81.43,83.22,81.39,82.89,82.89,754850,0.0,1.0
2017-03-30,80.43,81.47,80.35,81.36,81.36,676645,0.0,1.0
2017-03-29,80.9,81.0,80.29,80.65,80.65,670183,0.0,1.0
2017-03-28,81.75,81.75,80.51,81.13,81.13,550520,0.0,1.0
2017-03-27,81.67,82.23,81.11,81.61,81.61,589739,0.0,1.0
2017-03-24,82.24,82.44,81.7,82.05,82.05,536712,0.0,1.0
2017-03-23,82.25,83.36,81.64,82.04,82.04,1226835,0.0,1.0
2017-03-22,81.0,82.69,81.0,82.09,82.09,864983,0.0,1.0
2017-03-21,83.7,83.7,81.96,82.38,82.38,1230011,0.0,1.0
2017-03-20,84.53,84.86,83.39,83.51,83.51,866378,0.0,1.0
2017-03-17,83.38,84.68,83.05,84.15,84.15,1067864,0.0,1.0
2017-03-16,82.98,83.46,82.79,83.28,83.28,512462,0.0,1.0
2017-03-15,82.25,83.51,82.0,83.03,83.03,598066,0.0,1.0
2017-03-14,82.06,82.56,81.99,82.31,82.31,546863,0.0,1.0
2017-03-13,81.92,82.35,81.49,82.23,82.23,806256,0.0,1.0
2017-03-10,81.94,82.36,81.49,81.82,81.82,546254,0.0,1.0
2017-03-09,81.74,81.93,80.88,81.76,81.76,637046,0.0,1.0
2017-03-08,80.64,81.85,80.51,81.64,81.64,839572,0.0,1.0
2017-03-07,81.19,82.24,80.49,80.86,80.86,1125052,0.0,1.0
2017-03-06,80.75,80.79,79.26,79.85,79.85,785306,0.0,1.0
2017-03-03,81.9,82.29,80.1,80.73,80.73,886794,0.0,1.0
2017-03-02,82.53,83.11,81.65,82.13,82.13,1026427,0.0,1.0
2017-03-01,83.3,83.44,82.57,82.64,82.64,512885,0.0,1.0
2017-02-28,83.64,83.98,82.76,82.88,82.88,711619,0.0,1.0
2017-02-27,83.25,83.79,82.96,83.42,83.42,753109,0.0,1.0
2017-02-24,84.4,84.4,82.1,82.93,82.93,1021898,0.0,1.0
2017-02-23,85.25,85.8,84.36,84.69,84.69,1111691,0.0,1.0
2017-02-22,85.85,86.75,84.97,85.41,85.41,808928,0.0,1.0
2017-02-21,84.79,85.89,84.5,85.76,85.76,1241613,0.0,1.0
2017-02-17,83.18,85.29,82.79,85.15,85.15,2140505,0.0,1.0
2017-02-16,81.46,86.77,80.87,83.35,83.35,43705,0.0,1.0
2017-02-15,77.25,78.31,76.8,77.39,77.39,861458,0.0,1.0
2017-02-14,78.12,78.36,77.46,77.56,77.56,696656,0.0,1.0
2017-02-13,76.85,78.32,76.23,78.19,78.19,986757,0.0,1.0
2017-02-10,76.23,77.05,75.56,76.77,76.77,483274,0.0,1.0
2017-02-09,75.71,76.56,75.4,76.18,76.18,563642,0.0,1.0
2017-02-08,74.8,75.72,74.37,75.45,75.45,565001,0.0,1.0
2017-02-07,75.29,76.56,74.47,74.84,74.84,898208,0.0,1.0
2017-02-06,73.83,75.98,73.35,75.31,75.31,1539570,0.0,1.0
2017-02-03,76.91,77.03,72.0,73.71,73.71,3443433,0.0,1.0
2017-02-02,76.45,76.9,75.91,76.8,76.8,519146,0.0,1.0
2017-02-01,77.11,77.59,76.06,76.48,76.48,772475,0.0,1.0
2017-01-31,76.1,77.155,76.0,77.14,77.14,872867,0.0,1.0
2017-01-30,77.15,78.43,76.06,76.3,76.3,1088154,0.0,1.0
2017-01-27,80.65,80.65,77.42,77.58,77.58,1844283,0.0,1.0
2017-01-26,81.63,81.85,80.19,80.99,80.99,590581,0.0,1.0
2017-01-25,81.12,81.82,81.075,81.51,81.51,669217,0.0,1.0
2017-01-24,79.99,80.94,79.6401,80.9,80.9,638297,0.0,1.0
2017-01-23,79.56,80.005,79.28,79.92,79.92,844665,0.0,1.0
2017-01-20,79.63,80.43,79.53,80.35,80.35,696064,0.0,1.0
2017-01-19,80.74,80.98,79.75,79.96,79.96,999738,0.0,1.0
2017-01-18,80.49,81.16,80.0781,80.51,80.51,637057,0.0,1.0
2017-01-17,79.69,80.8,79.04,80.63,80.63,895243,0.0,1.0
2017-01-13,79.45,80.23,79.01,79.66,79.66,440550,0.0,1.0
2017-01-12,79.56,79.82,78.22,79.53,79.53,539069,0.0,1.0
2017-01-11,78.19,80.34,78.05,80.16,80.16,1318437,0.0,1.0
2017-01-10,78.85,79.27,77.71,78.04,78.04,979240,0.0,1.0
2017-01-09,80.39,81.1,78.528,78.84,78.84,1252628,0.0,1.0
2017-01-06,77.91,80.33,77.83,79.38,79.38,1556280,0.0,1.0
2017-01-05,77.88,78.08,77.24,77.65,77.65,777339,0.0,1.0
2017-01-04,75.69,78.16,75.65,77.84,77.84,1136088,0.0,1.0
2017-01-03,77.4,77.4,75.715,75.84,75.84,917110,0.0,1.0
2016-12-30,77.13,77.84,76.78,77.04,77.04,703338,0.0,1.0
2016-12-29,76.2,77.04,76.17,76.86,76.86,501284,0.0,1.0
2016-12-28,77.09,77.6,76.05,76.11,76.11,629640,0.0,1.0
2016-12-27,77.49,77.73,77.061,77.17,77.17,741341,0.0,1.0
2016-12-23,77.26,77.5,76.83,77.46,77.46,643591,0.0,1.0
2016-12-22,76.54,77.45,75.87,77.28,77.28,1079561,0.0,1.0
2016-12-21,76.64,76.99,76.2,76.51,76.51,474301,0.0,1.0
2016-12-20,77.21,77.735,76.4,76.88,76.88,625147,0.0,1.0
2016-12-19,77.42,77.7892,76.93,77.12,77.12,1373578,0.0,1.0
2016-12-16,77.51,77.585,76.05,77.16,77.16,4039658,0.0,1.0
2016-12-15,75.4,77.93,75.33,77.5,77.5,1287754,0.0,1.0
2016-12-14,76.31,76.71,75.13,75.43,75.43,910241,0.0,1.0
2016-12-13,75.34,76.77,75.05,76.28,76.28,1203923,0.0,1.0
2016-12-12,74.56,75.04,74.07,74.92,74.92,1148794,0.0,1.0
2016-12-09,73.58,74.55,73.4,74.37,74.37,1453468,0.0,1.0
2016-12-08,71.99,73.88,71.93,73.49,73.49,1650626,0.0,1.0
2016-12-07,71.63,72.3946,71.52,72.0,72.0,1719666,0.0,1.0
2016-12-06,71.94,72.2,71.65,71.82,71.82,944175,0.0,1.0
2016-12-05,72.62,72.85,71.59,71.61,71.61,1113887,0.0,1.0
2016-12-02,73.51,74.07,72.13,72.49,72.49,1249527,0.0,1.0
2016-12-01,72.97,73.6,72.955,73.44,73.44,1130628,0.0,1.0
2016-11-30,75.63,75.63,72.97,72.97,72.97,1284246,0.0,1.0
2016-11-29,76.07,76.54,75.42,75.83,75.83,793824,0.0,1.0
2016-11-28,76.45,76.985,75.87,76.07,76.07,995259,0.0,1.0
2016-11-25,75.78,76.8701,75.43,76.77,76.77,450970,0.0,1.0
2016-11-23,75.7,76.6,75.3,75.59,75.59,712365,0.0,1.0
2016-11-22,75.72,76.12,74.66,75.63,75.63,953952,0.0,1.0
2016-11-21,76.18,76.97,75.67,75.81,75.81,883080,0.0,1.0
2016-11-18,75.21,76.42,74.9,76.09,76.09,1027188,0.0,1.0
2016-11-17,74.73,75.41,74.27,75.27,75.27,720994,0.0,1.0
2016-11-16,75.31,75.65,74.47,74.89,74.89,731475,0.0,1.0
2016-11-15,75.05,75.3499,74.02,75.21,75.21,1368657,0.0,1.0
2016-11-14,74.91,75.7,74.57,74.88,74.88,1010989,0.0,1.0
2016-11-11,74.66,75.24,74.55,75.0,75.0,1160562,0.0,1.0
2016-11-10,74.2,76.06,73.5,74.72,74.72,1606555,0.0,1.0
2016-11-09,73.09,74.48,72.2,74.08,74.08,1441944,0.0,1.0
2016-11-08,74.26,74.63,73.3825,74.23,74.23,1042559,0.0,1.0
2016-11-07,74.02,75.0,73.3,73.91,73.91,1422252,0.0,1.0
2016-11-04,72.85,74.1,72.59,72.64,72.64,1366221,0.0,1.0
2016-11-03,74.33,75.35,72.89,73.05,73.05,2319210,0.0,1.0
2016-11-02,78.04,78.25,75.92,76.03,76.03,1347297,0.0,1.0
2016-11-01,79.92,79.95,76.88,77.87,77.87,2791028,0.0,1.0
2016-10-31,80.3,81.24,79.16,80.09,80.09,1792981,0.0,1.0
2016-10-28,78.0,83.1,77.08,79.73,79.73,5090734,0.0,1.0
2016-10-27,76.73,77.3,73.54,73.96,73.96,2135918,0.0,1.0
2016-10-26,76.04,77.61,75.75,76.57,76.57,1599186,0.0,1.0
2016-10-25,74.16,76.02,74.03,75.9,75.9,1034141,0.0,1.0
2016-10-24,74.78,75.39,74.0,74.47,74.47,1327711,0.0,1.0
2016-10-21,74.37,75.09,73.78,74.78,74.78,1187737,0.0,1.0
2016-10-20,75.4,75.4,74.12,74.68,74.68,1012210,0.0,1.0
2016-10-19,75.0,75.455,74.69,75.05,75.05,662253,0.0,1.0
2016-10-18,74.98,75.85,74.5,74.85,74.85,988250,0.0,1.0
2016-10-17,75.01,75.426,73.98,74.19,74.19,1071370,0.0,1.0
2016-10-14,74.83,75.88,74.46,75.47,75.47,977444,0.0,1.0
2016-10-13,74.64,74.98,72.89,74.38,74.38,1839842,0.0,1.0
2016-10-12,76.1,76.3,75.12,75.13,75.13,971655,0.0,1.0
2016-10-11,77.18,77.26,76.0,76.16,76.16,1106796,0.0,1.0
2016-10-10,75.36,76.99,75.36,76.86,76.86,1204008,0.0,1.0
2016-10-07,76.52,76.52,74.9501,75.1,75.1,1574872,0.0,1.0
2016-10-06,76.91,77.12,75.31,76.4,76.4,2045763,0.0,1.0
2016-10-05,77.45,77.9636,76.5,76.58,76.58,935963,0.0,1.0
2016-10-04,79.87,79.96,77.1,77.34,77.34,1370591,0.0,1.0
2016-10-03,80.09,80.33,79.56,79.76,79.76,600071,0.0,1.0
2016-09-30,80.64,80.91,79.6,80.14,80.14,1389965,0.0,1.0
2016-09-29,81.43,81.64,80.39,80.5,80.5,1261573,0.0,1.0
2016-09-28,80.59,81.96,80.5,81.53,81.53,1554533,0.0,1.0
2016-09-27,79.95,80.54,79.78,80.26,80.26,1322625,0.0,1.0
2016-09-26,79.03,79.82,78.87,79.74,79.74,1069654,0.0,1.0
2016-09-23,78.94,79.9499,78.94,79.54,79.54,1071073,0.0,1.0
2016-09-22,78.05,79.34,77.58,79.26,79.26,1353883,0.0,1.0
2016-09-21,77.0,78.765,77.0,78.0,78.0,1254100,0.0,1.0
2016-09-20,77.89,78.24,76.76,77.01,77.01,1957215,0.0,1.0
2016-09-19,80.88,80.9,77.0,78.0,78.0,2361382,0.0,1.0
2016-09-16,82.38,82.39,80.73,81.24,81.24,1818195,0.0,1.0
2016-09-15,81.19,81.96,81.02,81.76,81.76,660732,0.0,1.0
2016-09-14,82.0,82.5,81.23,81.6,81.6,1284286,0.0,1.0
2016-09-13,82.07,82.63,81.7101,82.14,82.14,1292872,0.0,1.0
2016-09-12,82.14,83.11,81.91,82.89,82.89,831023,0.0,1.0
2016-09-09,81.57,82.4419,81.56,82.07,82.07,1350270,0.0,1.0
2016-09-08,82.85,83.18,82.48,82.64,82.64,724029,0.0,1.0
2016-09-07,83.22,83.77,82.02,82.79,82.79,1701361,0.0,1.0
2016-09-06,84.4,84.41,83.26,83.49,83.49,1102992,0.0,1.0
2016-09-02,85.36,86.05,84.14,84.15,84.15,992389,0.0,1.0
2016-09-01,86.03,86.03,84.6,85.36,85.36,1119749,0.0,1.0
2016-08-31,84.88,86.02,84.29,85.98,85.98,1559179,0.0,1.0
2016-08-30,84.73,85.08,84.33,84.84,84.84,839904,0.0,1.0
2016-08-29,83.74,85.09,83.74,84.68,84.68,788642,0.0,1.0
2016-08-26,84.53,85.58,83.01,83.65,83.65,789056,0.0,1.0
2016-08-25,84.63,85.32,84.15,84.71,84.71,1049562,0.0,1.0
2016-08-24,85.32,85.89,84.73,84.94,84.94,536444,0.0,1.0
2016-08-23,86.27,86.44,84.94,85.35,85.35,767581,0.0,1.0
2016-08-22,84.89,86.03,84.55,85.79,85.79,760488,0.0,1.0
2016-08-19,84.33,85.22,84.24,85.13,85.13,890983,0.0,1.0
2016-08-18,85.48,85.85,84.97,84.99,84.99,1074066,0.0,1.0
2016-08-17,86.15,86.3885,84.52,85.56,85.56,1356971,0.0,1.0
2016-08-16,86.85,87.72,85.76,85.88,85.88,878336,0.0,1.0
2016-08-15,87.53,87.85,86.81,87.04,87.04,1044246,0.0,1.0
2016-08-12,86.76,87.21,86.5,87.02,87.02,1188339,0.0,1.0
2016-08-11,88.68,88.68,86.76,86.96,86.96,1160878,0.0,1.0
2016-08-10,87.66,88.36,87.3,87.85,87.85,710238,0.0,1.0
2016-08-09,89.48,89.48,87.45,87.67,87.67,968642,0.0,1.0
2016-08-08,90.13,90.43,89.11,89.49,89.49,1159727,0.0,1.0
2016-08-05,88.4,90.45,88.19,89.94,89.94,1650535,0.0,1.0
2016-08-04,88.15,88.54,87.241,88.19,88.19,1372363,0.0,1.0
2016-08-03,87.74,88.05,87.0901,87.99,87.99,1876708,0.0,1.0
2016-08-02,88.82,88.95,87.52,87.69,87.69,2476987,0.0,1.0
