,PATK_Open,PATK_High,PATK_Low,PATK_Close,PATK_Adj Close,PATK_Volume,PATK_Dividend Amount,PATK_Split Coefficient
2020-08-05,65.67,67.13,65.36,65.67,60.3417612100113,125433,0.0,1.0
2020-08-04,67.23,67.92,63.03,64.77,59.5147841262743,238747,0.0,1.0
2020-08-03,65.14,68.47,65.14,67.92,62.4092039193538,426718,0.0,1.0
2020-07-31,68.92,69.5692,61.08,63.95,58.7613161166472,351542,0.0,1.0
2020-07-30,68.98,68.98,63.57,65.94,60.5898543351324,379075,0.0,1.0
2020-07-29,67.53,69.84,67.53,69.63,63.9804603784542,239419,0.0,1.0
2020-07-28,66.36,67.85,66.06,67.24,61.7843767894192,299204,0.0,1.0
2020-07-27,63.68,66.75,63.51,66.62,61.214681465067,182999,0.0,1.0
2020-07-24,64.49,64.82,63.5,63.68,58.5132229915261,111733,0.0,1.0
2020-07-23,67.08,67.5,63.83,64.92,59.6526136402304,212110,0.0,1.0
2020-07-22,64.96,67.4,64.96,67.24,61.7843767894192,210489,0.0,1.0
2020-07-21,64.78,65.71,64.44,65.48,60.1671771590002,121871,0.0,1.0
2020-07-20,63.04,64.79,62.65,64.14,58.9359001676584,107272,0.0,1.0
2020-07-17,64.11,65.24,63.45,63.55,58.3937707460974,169423,0.0,1.0
2020-07-16,65.99,66.61,63.8,64.25,59.0369751445596,252585,0.0,1.0
2020-07-15,63.22,65.39,63.22,65.2,59.9098953996153,328463,0.0,1.0
2020-07-14,58.26,61.66,57.67,61.65,56.6479302359859,157343,0.0,1.0
2020-07-13,60.31,61.44,58.33,58.5,53.7535104429064,170577,0.0,1.0
2020-07-10,55.71,60.31,55.29,59.02,54.2313194246211,198110,0.0,1.0
2020-07-09,57.23,57.23,54.67,55.17,50.6936952330794,172426,0.0,1.0
2020-07-08,55.84,57.75,54.78,56.91,52.292517594971,400764,0.0,1.0
2020-07-07,57.1,59.99,55.86,55.95,51.4104087056515,248797,0.0,1.0
2020-07-06,60.09,60.21,57.33,57.91,53.2113810213454,207784,0.0,1.0
2020-07-02,60.65,61.6,57.82,58.11,53.3951537066203,150973,0.0,1.0
2020-07-01,62.21,62.89,58.91,59.0,54.2129421560936,159965,0.0,1.0
2020-06-30,58.21,61.72,56.62,61.25,56.2803848654361,221365,0.0,1.0
2020-06-29,56.98,59.76,56.56,58.32,53.588115026159,167468,0.0,1.0
2020-06-26,56.55,57.81,55.04,56.03,51.4839177797614,342501,0.0,1.0
2020-06-25,55.76,57.32,55.3,56.94,52.3200834977622,242572,0.0,1.0
2020-06-24,59.73,60.9,55.66,56.4,51.82389724752,184808,0.0,1.0
2020-06-23,61.56,61.8,59.8,60.98,56.032291740315,203534,0.0,1.0
2020-06-22,59.34,60.23,58.13,60.19,55.3063896334792,175494,0.0,1.0
2020-06-19,60.42,60.64,58.44,60.02,55.1501828509956,345761,0.0,1.0
2020-06-18,58.9,60.0,58.14,59.01,54.2221307903573,157564,0.0,1.0
2020-06-17,60.76,60.96,58.83,59.7,54.8561465545557,197842,0.0,1.0
2020-06-16,62.11,62.11,58.7,60.57,55.6555577355015,265464,0.0,1.0
2020-06-15,52.4,59.25,52.18,59.02,54.2313194246211,231100,0.0,1.0
2020-06-12,56.87,57.1,53.01,55.06,50.5926202561782,174983,0.0,1.0
2020-06-11,56.0,56.34,52.22,52.64,48.368970764352,304739,0.0,1.0
2020-06-10,59.13,60.73,57.47,58.22,53.4962286835215,207166,0.0,1.0
2020-06-09,60.44,61.31,59.19,60.04,55.168560119523,175563,0.0,1.0
2020-06-08,61.59,62.95,60.25,62.37,57.3095119029756,336903,0.0,1.0
2020-06-05,60.81,61.77,59.02,60.06,55.1869373880505,330598,0.0,1.0
2020-06-04,54.08,58.0,53.03,56.09,51.5390495853439,368398,0.0,1.0
2020-06-03,54.88,55.74,54.13,54.29,49.8850954178699,409714,0.0,1.0
2020-06-02,52.93,54.4,52.48,53.28,48.9570433572316,158296,0.0,1.0
2020-06-01,52.37,55.75,52.2,52.25,48.0106140280659,279332,0.0,1.0
2020-05-29,51.41,52.77,50.7,51.87,47.6614459260436,281381,0.25,1.0
2020-05-28,57.15,57.15,53.1,53.62,49.0331299031938,306783,0.0,1.0
2020-05-27,57.09,58.37,55.28,56.38,51.55702842115,312138,0.0,1.0
2020-05-26,55.56,57.83,54.51,56.61,51.7673532976464,300070,0.0,1.0
2020-05-22,52.88,53.43,51.12,53.32,48.7587931077638,138102,0.0,1.0
2020-05-21,52.12,53.71,51.62,52.49,47.9997946404073,161564,0.0,1.0
2020-05-20,51.5,53.66,50.56,51.8,47.3688200109183,267849,0.0,1.0
2020-05-19,48.0,51.33,46.86,50.12,45.8325339565101,315561,0.0,1.0
2020-05-18,46.97,49.47,46.82,48.41,44.2688142225589,351748,0.0,1.0
2020-05-15,40.98,43.79,39.85,43.14,39.4496311828381,204895,0.0,1.0
2020-05-14,37.89,41.41,36.76,41.33,37.7944658504103,228561,0.0,1.0
2020-05-13,41.41,41.51,38.07,39.11,35.7643735642281,205706,0.0,1.0
2020-05-12,45.25,46.64,41.9,42.05,38.4528741594423,250125,0.0,1.0
2020-05-11,44.01,46.85,41.75,44.84,41.0042063569416,348305,0.0,1.0
2020-05-08,42.02,45.22,41.87,45.09,41.2328203531333,417220,0.0,1.0
2020-05-07,40.57,41.5,39.73,40.54,37.0720456224445,173568,0.0,1.0
2020-05-06,40.86,40.86,39.0,39.75,36.3496253944788,105956,0.0,1.0
2020-05-05,41.04,42.84,40.39,40.66,37.1817803406165,172968,0.0,1.0
2020-05-04,37.32,40.3,36.63,39.96,36.5416611512798,327982,0.0,1.0
2020-05-01,39.83,41.94,37.16,38.39,35.105965255196,345197,0.0,1.0
2020-04-30,44.94,46.37,39.73,41.22,37.6938756920859,427105,0.0,1.0
2020-04-29,39.86,43.34,39.86,42.97,39.2941736654278,336418,0.0,1.0
2020-04-28,37.38,39.6,37.09,39.42,36.0478549195058,344761,0.0,1.0
2020-04-27,33.49,36.27,33.44,35.69,32.6369340963257,320693,0.0,1.0
2020-04-24,32.65,33.01,31.25,32.9,30.0856018988265,166926,0.0,1.0
2020-04-23,29.73,32.43,29.39,31.93,29.1985795936027,235660,0.0,1.0
2020-04-22,30.15,31.48,28.38,29.61,27.0770417089438,165706,0.0,1.0
2020-04-21,29.1,29.69,28.51,29.04,26.5558017976268,137957,0.0,1.0
2020-04-20,30.45,31.86,29.69,30.27,27.6805826588899,153844,0.0,1.0
2020-04-17,28.65,31.7,28.65,31.45,28.7596407209147,288126,0.0,1.0
2020-04-16,27.6,28.12,26.32,27.44,25.092672222,278171,0.0,1.0
2020-04-15,30.58,32.4,27.01,27.29,24.9555038242849,351889,0.0,1.0
2020-04-14,32.96,33.92,31.72,32.25,29.4912055087281,210313,0.0,1.0
2020-04-13,33.66,33.79,31.39,32.0,29.2625915125364,153434,0.0,1.0
2020-04-09,34.17,36.25,32.3,33.98,31.0732143623746,236737,0.0,1.0
2020-04-08,29.43,33.38,29.11,32.83,30.0215899798928,315282,0.0,1.0
2020-04-07,30.4,32.24,28.12,29.11,26.6198137165604,408563,0.0,1.0
2020-04-06,23.88,29.43,23.36,29.1,26.6106691567128,412031,0.0,1.0
2020-04-03,24.8,25.39,21.4,22.23,20.3283565413651,291765,0.0,1.0
2020-04-02,24.25,26.05,23.98,24.88,22.751664900997,277691,0.0,1.0
2020-04-01,26.73,26.79,24.36,24.68,22.5687737040437,361848,0.0,1.0
2020-03-31,28.0,29.18,27.89,28.16,25.751080531032,287913,0.0,1.0
2020-03-30,29.02,29.02,25.27,27.94,25.5499002143833,265735,0.0,1.0
2020-03-27,29.7,31.33,29.0,29.7,27.1593427475728,327057,0.0,1.0
2020-03-26,27.82,32.89,27.8,31.78,29.0614111958877,487688,0.0,1.0
2020-03-25,25.21,28.72,24.18,27.8,25.421876376516,406567,0.0,1.0
2020-03-24,21.46,24.71,21.4,24.22,22.148123951051,402651,0.0,1.0
2020-03-23,19.41,20.85,17.22,20.15,18.4262880930503,368709,0.0,1.0
2020-03-20,20.16,21.92,18.79,19.36,17.7038678650845,429025,0.0,1.0
2020-03-19,19.48,21.43,16.7,19.89,18.1885295370109,609460,0.0,1.0
2020-03-18,27.84,28.91,18.95,19.43,17.7678797840182,311840,0.0,1.0
2020-03-17,29.5,30.93,26.9,30.22,27.6348598596515,444869,0.0,1.0
2020-03-16,30.5,32.42,28.17,29.2,26.7021147551895,406903,0.0,1.0
2020-03-13,32.11,33.56,30.26,33.56,30.6891428487725,379068,0.0,1.0
2020-03-12,33.37,34.59,30.07,30.24,27.6531489793469,410672,0.0,1.0
2020-03-11,36.71,38.55,36.42,37.01,33.8440159962179,269259,0.0,1.0
2020-03-10,40.23,40.8,36.48,38.0,34.749327421137,511927,0.0,1.0
2020-03-09,44.12,45.38,38.18,38.37,35.0876761355007,538044,0.0,1.0
2020-03-06,47.81,49.75,46.1,47.47,43.4092255968782,317629,0.25,1.0
2020-03-05,52.6,53.24,49.24,49.98,45.4650690555736,207088,0.0,1.0
2020-03-04,54.25,54.94,52.61,53.95,49.0764400869987,202718,0.0,1.0
2020-03-03,53.71,55.31,52.33,53.26,48.4487710664236,243691,0.0,1.0
2020-03-02,53.41,53.41,50.2,53.24,48.4305777614794,219464,0.0,1.0
2020-02-28,52.5,55.48,51.05,52.83,48.0576150101231,253645,0.0,1.0
2020-02-27,56.64,57.33,53.3,54.83,49.8769455045438,262794,0.0,1.0
2020-02-26,58.37,59.33,57.85,58.22,52.9607106925869,236751,0.0,1.0
2020-02-25,60.17,60.17,57.79,58.0,52.7605843382006,262334,0.0,1.0
2020-02-24,58.97,60.38,58.9,59.78,54.3797884782351,111301,0.0,1.0
2020-02-21,62.47,62.47,61.0,61.68,56.1081524479348,147427,0.0,1.0
2020-02-20,61.99,62.88,61.48,62.67,57.008721042673,199758,0.0,1.0
2020-02-19,61.99,62.31,61.46,61.9,56.308278802321,132617,0.0,1.0
2020-02-18,61.0,62.05,60.75,61.52,55.9626060083811,139447,0.0,1.0
2020-02-14,64.25,64.38,61.23,61.41,55.862542831188,270307,0.0,1.0
2020-02-13,60.0,63.8,59.12,63.01,57.3180072267245,442766,0.0,1.0
2020-02-12,56.84,58.69,55.74,58.37,53.0971604796685,305331,0.0,1.0
2020-02-11,55.64,57.49,55.46,56.67,51.5507295594109,225730,0.0,1.0
2020-02-10,54.0,55.56,53.83,55.53,50.5137111775911,133448,0.0,1.0
2020-02-07,55.25,55.6,54.0,54.07,49.1855999166639,111886,0.0,1.0
2020-02-06,56.05,56.15,54.76,55.35,50.3499714330932,126711,0.0,1.0
2020-02-05,54.38,55.95,53.975,55.95,50.8957705814194,144157,0.0,1.0
2020-02-04,54.24,54.65,53.46,53.61,48.7671539029472,115658,0.0,1.0
2020-02-03,52.42,53.67,52.33,53.32,48.5033509812562,128623,0.0,1.0
2020-01-31,52.14,52.45,51.07,51.88,47.1934330252733,115964,0.0,1.0
2020-01-30,52.32,52.83,51.49,52.35,47.6209756914621,136414,0.0,1.0
2020-01-29,54.58,55.06,52.59,52.74,47.9757451378742,71589,0.0,1.0
2020-01-28,52.9,54.55,52.58,54.47,49.5494660155481,108538,0.0,1.0
2020-01-27,52.66,53.08,52.07,52.32,47.5936857340458,89088,0.0,1.0
2020-01-24,54.61,54.61,53.35,53.84,48.9763769098056,74625,0.0,1.0
2020-01-23,54.02,54.77,53.28,54.6,49.6677224976854,135998,0.0,1.0
2020-01-22,54.49,54.5,53.61,53.87,49.0036668672219,169612,0.0,1.0
2020-01-21,54.95,54.95,53.61,53.76,48.9036036900287,158823,0.0,1.0
2020-01-17,56.15,56.15,54.42,54.68,49.7404957174623,137864,0.0,1.0
2020-01-16,55.79,56.13,54.98,55.97,50.9139638863636,192608,0.0,1.0
2020-01-15,55.48,56.0,54.66,55.14,50.158941731179,171336,0.0,1.0
2020-01-14,53.04,56.11,53.04,55.68,50.6501609646726,276805,0.0,1.0
2020-01-13,52.05,53.3,51.71,53.23,48.4214811090072,84146,0.0,1.0
2020-01-10,52.76,52.76,51.76,51.82,47.1388531104406,105097,0.0,1.0
2020-01-09,53.08,53.6,52.17,52.37,47.6391689964063,169798,0.0,1.0
2020-01-08,51.23,53.12,50.66,52.7,47.9393585279858,228013,0.0,1.0
2020-01-07,52.01,52.36,50.72,51.01,46.4020242602003,137301,0.0,1.0
2020-01-06,51.69,52.35,50.88,52.05,47.348076117299,148630,0.0,1.0
2020-01-03,51.99,52.35,51.15,52.29,47.5663957766295,135108,0.0,1.0
2020-01-02,53.09,53.09,50.87,52.87,48.0940016200115,166421,0.0,1.0
2019-12-31,52.0,52.99,51.77,52.43,47.693748911239,95168,0.0,1.0
2019-12-30,52.21,52.59,51.79,51.98,47.2843995499943,59731,0.0,1.0
2019-12-27,53.24,53.24,52.1,52.52,47.7756187834879,79112,0.0,1.0
2019-12-26,54.41,54.68,52.69,52.76,47.9939384428184,105733,0.0,1.0
2019-12-24,53.64,54.21,53.24,54.21,49.3129530512734,72198,0.0,1.0
2019-12-23,52.41,53.68,51.44,53.14,48.3396112367583,114470,0.0,1.0
2019-12-20,51.4,52.78,51.34,52.04,47.3389794648269,978513,0.0,1.0
2019-12-19,50.8,51.39,50.19,51.25,46.6203439195307,179912,0.0,1.0
2019-12-18,51.05,51.41,49.06,50.71,46.1291246860372,175470,0.0,1.0
2019-12-17,50.95,51.05,50.42,51.0,46.3929276077282,114972,0.0,1.0
2019-12-16,51.51,52.25,50.76,50.83,46.2382845157024,157876,0.0,1.0
2019-12-13,52.7,53.18,51.29,51.46,46.8113736214449,74719,0.25,1.0
2019-12-12,52.75,53.17,52.48,52.9,47.8886417438491,175726,0.0,1.0
2019-12-11,52.25,52.87,52.25,52.64,47.6532722381137,120799,0.0,1.0
2019-12-10,51.84,52.74,51.41,52.25,47.3002179795107,114087,0.0,1.0
2019-12-09,51.94,51.96,50.97,51.84,46.9290583743126,156992,0.0,1.0
2019-12-06,51.72,52.23,51.59,51.83,46.9200057010151,125095,0.0,1.0
2019-12-05,51.24,51.73,50.83,51.09,46.2501078769991,99688,0.0,1.0
2019-12-04,50.0,51.58,50.0,51.06,46.2229498571065,124354,0.0,1.0
2019-12-03,47.37,49.82,47.37,49.72,45.0098916352396,204739,0.0,1.0
2019-12-02,49.9,49.9,47.79,48.09,43.5343058877449,146475,0.0,1.0
2019-11-29,50.48,50.49,49.47,49.52,44.8288381692894,76423,0.0,1.0
2019-11-27,52.33,52.45,50.5,50.85,46.0328437178587,98163,0.0,1.0
2019-11-26,51.67,52.8,51.44,52.2,47.2549546130231,158454,0.0,1.0
2019-11-25,50.19,52.24,50.19,52.07,47.1372698601554,290240,0.0,1.0
2019-11-22,49.38,50.24,49.29,49.98,45.245261140975,84514,0.0,1.0
2019-11-21,49.41,49.41,48.26,49.06,44.4124151976037,167052,0.0,1.0
2019-11-20,49.44,50.1,48.71,49.08,44.4305205441987,197012,0.0,1.0
2019-11-19,49.66,50.3,49.39,49.78,45.0642076750247,98709,0.0,1.0
2019-11-18,49.45,49.96,49.25,49.82,45.1004183682148,124276,0.0,1.0
2019-11-15,50.09,50.46,49.58,49.92,45.1909451011899,173270,0.0,1.0
2019-11-14,49.22,50.56,48.96,49.54,44.8469435158844,108629,0.0,1.0
2019-11-13,49.73,49.76,49.0,49.4,44.7202060897192,92134,0.0,1.0
2019-11-12,50.68,51.24,49.97,50.18,45.4263146069253,162460,0.0,1.0
2019-11-11,50.46,51.21,50.3,50.66,45.860842925206,89201,0.0,1.0
2019-11-08,52.31,52.57,51.07,51.16,46.3134765900816,149360,0.0,1.0
2019-11-07,52.78,52.99,52.09,52.48,47.5084294653535,203061,0.0,1.0
2019-11-06,52.0,52.33,51.27,52.26,47.3092706528082,234191,0.0,1.0
2019-11-05,51.81,52.63,51.52,52.15,47.2096912465355,267273,0.0,1.0
2019-11-04,51.1,51.85,50.58,51.64,46.7480049083623,273731,0.0,1.0
2019-11-01,49.77,50.95,49.05,50.78,45.9694750047761,224485,0.0,1.0
2019-10-31,49.58,49.65,48.56,49.41,44.7292587630167,263808,0.0,1.0
2019-10-30,48.78,49.82,48.7,49.78,45.0642076750247,267662,0.0,1.0
2019-10-29,48.11,49.17,48.11,48.74,44.1227296520833,188301,0.0,1.0
2019-10-28,46.52,48.68,46.52,48.56,43.959781532728,335207,0.0,1.0
2019-10-25,45.15,46.73,45.15,46.55,42.1401941999277,283618,0.0,1.0
2019-10-24,44.41,46.72,43.6,44.58,40.3568175603174,335922,0.0,1.0
2019-10-23,44.34,46.32,43.74,46.27,41.8867193475973,253701,0.0,1.0
2019-10-22,44.87,44.87,43.11,44.25,40.0580793414995,186967,0.0,1.0
2019-10-21,45.24,46.3,44.87,44.99,40.7279771655155,147369,0.0,1.0
2019-10-18,44.91,45.45,44.22,44.77,40.5288183529702,114578,0.0,1.0
2019-10-17,45.2,45.62,44.44,45.29,40.9995573644409,145322,0.0,1.0
2019-10-16,43.81,45.26,43.81,44.78,40.5378710262677,115808,0.0,1.0
2019-10-15,42.19,44.31,42.12,44.09,39.9132365687393,134254,0.0,1.0
2019-10-14,41.91,42.81,41.45,42.19,38.1932286422116,82175,0.0,1.0
2019-10-11,43.03,44.12,42.24,42.29,38.2837553751867,109838,0.0,1.0
2019-10-10,42.07,42.42,41.37,42.04,38.0574385427489,197914,0.0,1.0
2019-10-09,42.33,42.6,41.68,41.94,37.9669118097737,124696,0.0,1.0
2019-10-08,40.41,42.3,39.45,41.81,37.8492270569061,201476,0.0,1.0
2019-10-07,42.56,42.7,40.62,40.89,37.0163811135348,200014,0.0,1.0
2019-10-04,42.02,42.77,41.43,42.52,38.4919668610296,128165,0.0,1.0
2019-10-03,41.69,42.35,40.52,41.99,38.0121751762613,183579,0.0,1.0
2019-10-02,41.46,42.42,40.44,41.77,37.813016363716,198000,0.0,1.0
2019-10-01,43.21,44.07,41.77,42.01,38.0302805228563,187548,0.0,1.0
2019-09-30,39.33,43.73,39.33,42.88,38.8178630997401,299951,0.0,1.0
2019-09-27,40.92,40.92,38.89,38.95,35.2601624938171,185388,0.0,1.0
2019-09-26,41.05,41.65,39.92,40.56,36.7176428947168,171122,0.0,1.0
2019-09-25,41.16,41.76,40.62,41.12,37.2245925993776,152027,0.0,1.0
2019-09-24,42.43,43.1,41.11,41.18,37.2789086391627,246485,0.0,1.0
2019-09-23,42.17,42.94,41.77,42.18,38.1841759689141,271877,0.0,1.0
2019-09-20,41.69,42.77,40.81,42.49,38.464808841137,397740,0.0,1.0
2019-09-19,41.39,42.06,40.3,41.63,37.6862789375508,294913,0.0,1.0
2019-09-18,42.8,42.8,40.9,41.1,37.2064872527826,149876,0.0,1.0
2019-09-17,42.62,42.92,41.53,42.86,38.799757753145,216699,0.0,1.0
2019-09-16,41.82,43.3,41.56,42.92,38.8540737929301,217311,0.0,1.0
2019-09-13,41.38,42.67,40.68,42.1,38.111754582534,176829,0.0,1.0
2019-09-12,41.56,41.56,39.76,40.85,36.9801704203447,318888,0.0,1.0
2019-09-11,38.61,41.49,37.88,41.4,37.478067451708,301324,0.0,1.0
2019-09-10,35.82,38.73,35.79,38.58,34.925213581809,198542,0.0,1.0
2019-09-09,34.87,36.32,34.85,35.71,32.3270963454225,155582,0.0,1.0
2019-09-06,35.5,35.68,34.57,34.6,31.3222496093985,120816,0.0,1.0
2019-09-05,33.64,35.85,33.62,35.15,31.8201466407617,251569,0.0,1.0
2019-09-04,33.84,34.15,32.98,33.24,30.0910860409366,265561,0.0,1.0
2019-09-03,35.72,35.72,34.38,34.89,31.5847771350264,140755,0.0,1.0
2019-08-30,36.95,37.85,35.92,36.14,32.7163612972156,135461,0.0,1.0
2019-08-29,35.8,36.85,35.77,36.55,33.0875209024137,340368,0.0,1.0
2019-08-28,34.13,35.64,33.21,35.19,31.8563573339518,296696,0.0,1.0
2019-08-27,35.81,35.81,33.76,33.94,30.7247731717625,254038,0.0,1.0
2019-08-26,36.16,36.24,35.18,35.32,31.9740420868195,122078,0.0,1.0
2019-08-23,38.0,38.27,35.32,35.55,32.1822535726623,168803,0.0,1.0
2019-08-22,39.06,39.56,38.23,38.27,34.6445807095861,145267,0.0,1.0
2019-08-21,38.88,39.22,38.23,38.94,35.2511098205195,148738,0.0,1.0
2019-08-20,39.55,39.56,38.04,38.27,34.6445807095861,129837,0.0,1.0
2019-08-19,39.55,40.02,39.01,39.39,35.6584801189077,292873,0.0,1.0
2019-08-16,37.8,38.93,37.8,38.72,35.0519510079742,231075,0.0,1.0
2019-08-15,39.03,39.1,36.93,37.25,33.7212080332397,222124,0.0,1.0
2019-08-14,40.09,40.09,38.56,38.8,35.1243723943543,195074,0.0,1.0
2019-08-13,40.46,42.77,40.3,40.97,37.0888024999149,121273,0.0,1.0
2019-08-12,41.64,41.64,40.52,40.64,36.7900642810969,119405,0.0,1.0
2019-08-09,43.48,43.54,41.82,41.88,37.9125957699887,114329,0.0,1.0
2019-08-08,43.08,44.03,42.5,43.86,39.7050250828964,142264,0.0,1.0
2019-08-07,42.75,43.36,42.17,43.07,38.9898638923928,105048,0.0,1.0
2019-08-06,43.18,43.64,42.59,43.61,39.4787082504586,125954,0.0,1.0
2019-08-05,42.91,42.91,41.74,42.65,38.6096516138972,226501,0.0,1.0
2019-08-02,43.74,44.18,42.85,44.02,39.8498678556567,177022,0.0,1.0
2019-08-01,45.72,46.26,43.86,44.1,39.9222892420368,135777,0.0,1.0
2019-07-31,45.56,46.95,45.53,45.87,41.5246124156967,160888,0.0,1.0
2019-07-30,43.48,45.71,43.02,45.64,41.3164009298539,151603,0.0,1.0
2019-07-29,46.03,46.2,43.5,44.0,39.8317625090616,203687,0.0,1.0
2019-07-26,45.2,46.32,44.84,46.21,41.8324033078122,164451,0.0,1.0
2019-07-25,48.16,48.16,44.62,44.99,40.7279771655155,267269,0.0,1.0
2019-07-24,43.88,45.78,43.63,45.77,41.4340856827216,205262,0.0,1.0
2019-07-23,42.59,44.15,42.45,43.99,39.8227098357641,271107,0.0,1.0
2019-07-22,43.35,43.45,42.01,42.28,38.2747027018892,216962,0.0,1.0
2019-07-19,44.3,44.44,43.14,43.19,39.098495971963,220038,0.0,1.0
2019-07-18,44.22,44.69,44.03,44.1,39.9222892420368,120157,0.0,1.0
2019-07-17,45.07,45.39,43.78,44.58,40.3568175603174,139917,0.0,1.0
2019-07-16,44.91,45.6,44.7,45.07,40.8003985518956,206147,0.0,1.0
2019-07-15,46.26,46.26,44.11,44.84,40.5921870660528,132169,0.0,1.0
2019-07-12,45.09,46.18,45.09,46.06,41.6966132083495,118138,0.0,1.0
2019-07-11,46.31,46.31,44.72,44.76,40.5197656796727,111730,0.0,1.0
2019-07-10,46.57,46.72,45.6,46.12,41.7509292481346,90691,0.0,1.0
2019-07-09,46.52,46.78,45.74,46.22,41.8414559811097,130610,0.0,1.0
2019-07-08,48.17,48.41,46.74,46.75,42.321247665878,119012,0.0,1.0
2019-07-05,47.81,48.55,47.18,48.32,43.7425173735877,77092,0.0,1.0
2019-07-03,46.84,48.2,46.19,48.05,43.4980951945548,74782,0.0,1.0
2019-07-02,48.37,48.42,46.47,46.67,42.2488262794979,111159,0.0,1.0
2019-07-01,50.22,50.22,47.96,48.47,43.8783074730504,123987,0.0,1.0
2019-06-28,47.96,49.7,47.96,49.19,44.5300999504714,424458,0.0,1.0
2019-06-27,46.54,47.74,46.05,47.74,43.2174623223319,149426,0.0,1.0
2019-06-26,45.26,46.44,45.22,46.35,41.9591407339774,150643,0.0,1.0
2019-06-25,46.59,46.59,44.86,44.97,40.7098718189205,125066,0.0,1.0
2019-06-24,48.21,48.21,46.31,46.37,41.9772460805724,163117,0.0,1.0
2019-06-21,47.66,48.79,47.65,48.09,43.5343058877449,177792,0.0,1.0
2019-06-20,47.5,48.19,46.97,47.83,43.2989363820095,117774,0.0,1.0
2019-06-19,47.12,47.42,45.85,47.13,42.6652492511835,157682,0.0,1.0
2019-06-18,46.1,47.54,45.44,46.9,42.4570377653407,130419,0.0,1.0
2019-06-17,46.8,46.87,45.86,45.92,41.5698757821843,92233,0.0,1.0
2019-06-14,46.38,47.12,45.94,46.8,42.3665110323655,160467,0.0,1.0
2019-06-13,45.31,46.63,45.31,46.48,42.0768254868451,130384,0.0,1.0
2019-06-12,45.47,45.5,44.41,44.82,40.5740817194578,125514,0.0,1.0
2019-06-11,46.5,47.01,44.83,45.53,41.2168215235813,148335,0.0,1.0
2019-06-10,44.16,46.16,44.16,46.03,41.669455188457,126684,0.0,1.0
2019-06-07,42.85,44.5,42.36,43.83,39.6778670630039,161946,0.0,1.0
2019-06-06,43.07,43.07,41.39,42.95,38.8812318128227,105879,0.0,1.0
2019-06-05,43.71,44.3,42.47,43.13,39.0441799321779,194034,0.0,1.0
2019-06-04,42.5,43.71,42.25,43.71,39.5692349834337,84154,0.0,1.0
2019-06-03,40.47,42.58,40.38,41.82,37.8582797302036,202660,0.0,1.0
2019-05-31,41.58,41.86,40.46,40.79,36.9258543805596,135826,0.0,1.0
2019-05-30,42.5,43.6,41.88,42.25,38.2475446819967,126881,0.0,1.0
2019-05-29,42.79,43.03,42.06,42.31,38.3018607217818,136234,0.0,1.0
2019-05-28,44.2,44.61,42.87,43.1,39.0170219122854,237073,0.0,1.0
2019-05-24,44.42,44.73,43.77,43.94,39.7774464692765,111550,0.0,1.0
2019-05-23,43.75,44.72,43.14,43.98,39.8136571624666,138382,0.0,1.0
2019-05-22,44.12,44.61,43.69,44.24,40.049026668202,127546,0.0,1.0
2019-05-21,43.52,44.57,43.47,44.54,40.3206068671274,133951,0.0,1.0
2019-05-20,42.96,43.45,42.37,43.14,39.0532326054754,162575,0.0,1.0
2019-05-17,43.67,44.36,41.19,43.37,39.2614440913182,169715,0.0,1.0
2019-05-16,44.71,45.26,44.25,44.44,40.2300801341522,137298,0.0,1.0
2019-05-15,43.98,44.77,43.4,44.63,40.402080926805,233236,0.0,1.0
2019-05-14,43.93,44.88,43.17,44.55,40.3296595404249,220149,0.0,1.0
2019-05-13,44.66,45.14,43.3,43.91,39.750288449384,234024,0.0,1.0
2019-05-10,46.77,46.77,45.29,46.01,41.6513498418619,163663,0.0,1.0
2019-05-09,45.73,47.11,44.87,47.05,42.5928278648034,486400,0.0,1.0
2019-05-08,46.99,47.56,46.4,46.41,42.0134567737625,213609,0.0,1.0
2019-05-07,47.85,48.96,46.74,47.28,42.8010393506462,273732,0.0,1.0
2019-05-06,48.5,49.37,47.65,48.59,43.9869395526206,194478,0.0,1.0
2019-05-03,47.48,49.4,47.19,49.32,44.6477847033391,194282,0.0,1.0
2019-05-02,48.01,48.38,46.36,47.27,42.7919866773487,337112,0.0,1.0
2019-05-01,49.97,50.13,47.91,47.98,43.4347264814722,361446,0.0,1.0
2019-04-30,50.05,50.36,48.73,49.87,45.1456817347023,440632,0.0,1.0
2019-04-29,51.93,52.36,49.85,49.96,45.22715579438,324432,0.0,1.0
2019-04-26,51.0,52.3199,49.13,51.93,47.0105324339902,542900,0.0,1.0
2019-04-25,53.0,55.32,49.44,52.05,47.1191645135604,765366,0.0,1.0
2019-04-24,54.9,55.87,54.9,55.42,50.1699154148226,442279,0.0,1.0
2019-04-23,54.49,55.34,54.34,55.25,50.0160199687649,203614,0.0,1.0
2019-04-22,54.9,55.5,54.32,54.45,49.2918061049638,231497,0.0,1.0
2019-04-18,55.82,55.82,54.36,55.13,49.9073878891947,303217,0.0,1.0
2019-04-17,54.37,55.85,54.07,55.55,50.2876001676903,355626,0.0,1.0
2019-04-16,52.24,54.18,51.8408,54.12,48.9930678861458,395253,0.0,1.0
2019-04-15,49.71,52.15,49.71,52.05,47.1191645135604,402866,0.0,1.0
2019-04-12,49.44,50.57,48.42,49.19,44.5300999504714,217817,0.0,1.0
