,ACET_Open,ACET_High,ACET_Low,ACET_Close,ACET_Adj Close,ACET_Volume,ACET_Dividend Amount,ACET_Split Coefficient
2023-04-28,5.81,5.939,5.64,5.84,5.84,212914,0.0,1.0
2023-04-27,5.95,6.0,5.77,5.78,5.78,269489,0.0,1.0
2023-04-26,6.07,6.14,5.88,5.9,5.9,628467,0.0,1.0
2023-04-25,6.08,6.24,6.0,6.08,6.08,227146,0.0,1.0
2023-04-24,6.19,6.27,5.985,6.11,6.11,258460,0.0,1.0
2023-04-21,6.05,6.21,6.0,6.18,6.18,195007,0.0,1.0
2023-04-20,6.04,6.175,5.98,6.05,6.05,173184,0.0,1.0
2023-04-19,5.96,6.15,5.94,6.13,6.13,345088,0.0,1.0
2023-04-18,6.18,6.18,5.98,5.98,5.98,1151362,0.0,1.0
2023-04-17,5.67,6.5,5.64,6.14,6.14,517871,0.0,1.0
2023-04-14,6.08,6.285,5.56,5.61,5.61,466849,0.0,1.0
2023-04-13,5.34,5.97,5.3,5.78,5.78,1384957,0.0,1.0
2023-04-12,5.63,5.68,5.25,5.27,5.27,255177,0.0,1.0
2023-04-11,5.62,5.7,5.51,5.56,5.56,287629,0.0,1.0
2023-04-10,5.73,5.73,5.47,5.64,5.64,339222,0.0,1.0
2023-04-06,5.51,5.695,5.4,5.62,5.62,521208,0.0,1.0
2023-04-05,5.55,5.645,5.27,5.48,5.48,619681,0.0,1.0
2023-04-04,5.75,5.775,5.13,5.35,5.35,401950,0.0,1.0
2023-04-03,5.7,5.89,5.68,5.7,5.7,549029,0.0,1.0
2023-03-31,5.89,6.06,5.725,5.76,5.76,249445,0.0,1.0
2023-03-30,6.07,6.21,5.68,5.84,5.84,483442,0.0,1.0
2023-03-29,5.6,6.12,5.56,6.05,6.05,351611,0.0,1.0
2023-03-28,5.89,5.97,5.51,5.52,5.52,298465,0.0,1.0
2023-03-27,5.96,6.065,5.85,5.92,5.92,295800,0.0,1.0
2023-03-24,5.71,5.96,5.7,5.89,5.89,561159,0.0,1.0
2023-03-23,6.04,6.18,5.64,5.79,5.79,562594,0.0,1.0
2023-03-22,6.57,6.77,5.91,5.98,5.98,547229,0.0,1.0
2023-03-21,6.47,6.8,6.395,6.57,6.57,340587,0.0,1.0
2023-03-20,7.44,7.53,6.4,6.41,6.41,592567,0.0,1.0
2023-03-17,7.62,7.67,7.29,7.43,7.43,3544195,0.0,1.0
2023-03-16,7.43,7.86,7.06,7.71,7.71,740134,0.0,1.0
2023-03-15,7.81,7.89,7.33,7.71,7.71,560903,0.0,1.0
2023-03-14,7.88,8.155,7.76,7.96,7.96,735788,0.0,1.0
2023-03-13,7.02,7.79,7.02,7.73,7.73,820213,0.0,1.0
2023-03-10,7.47,7.47,6.82,7.14,7.14,646282,0.0,1.0
2023-03-09,7.61,7.74,7.33,7.44,7.44,538507,0.0,1.0
2023-03-08,7.69,7.75,7.49,7.61,7.61,457522,0.0,1.0
2023-03-07,7.72,8.095,7.59,7.73,7.73,315735,0.0,1.0
2023-03-06,7.78,7.78,7.475,7.66,7.66,391944,0.0,1.0
2023-03-03,7.6,7.94,7.465,7.78,7.78,287792,0.0,1.0
2023-03-02,7.56,7.685,7.42,7.55,7.55,221143,0.0,1.0
2023-03-01,7.87,7.92,7.53,7.64,7.64,334955,0.0,1.0
2023-02-28,7.92,8.108,7.8,7.88,7.88,303469,0.0,1.0
2023-02-27,7.77,7.99,7.65,7.93,7.93,707962,0.0,1.0
2023-02-24,7.95,8.04,7.63,7.66,7.66,349730,0.0,1.0
2023-02-23,8.13,8.25,7.68,8.08,8.08,367113,0.0,1.0
2023-02-22,7.86,8.22,7.85,8.06,8.06,431381,0.0,1.0
2023-02-21,8.4,8.4188,7.78,7.85,7.85,552878,0.0,1.0
2023-02-17,7.92,8.48,7.77,8.44,8.44,975728,0.0,1.0
2023-02-16,8.05,8.13,7.85,7.89,7.89,418457,0.0,1.0
2023-02-15,7.59,8.18,7.41,8.14,8.14,596099,0.0,1.0
2023-02-14,8.28,8.28,7.59,7.63,7.63,558502,0.0,1.0
2023-02-13,8.12,8.45,7.977,8.31,8.31,336643,0.0,1.0
2023-02-10,8.06,8.15,7.8,8.11,8.11,298414,0.0,1.0
2023-02-09,8.28,8.42,7.96,8.05,8.05,272848,0.0,1.0
2023-02-08,8.61,8.695,8.175,8.21,8.21,350848,0.0,1.0
2023-02-07,8.57,8.645,8.28,8.49,8.49,368817,0.0,1.0
2023-02-06,8.81,8.82,8.45,8.57,8.57,374416,0.0,1.0
2023-02-03,9.08,9.26,8.675,8.76,8.76,400822,0.0,1.0
2023-02-02,9.24,9.525,9.1,9.23,9.23,400325,0.0,1.0
2023-02-01,9.21,9.23,8.77,9.13,9.13,370138,0.0,1.0
2023-01-31,8.75,9.27,8.685,9.15,9.15,355572,0.0,1.0
2023-01-30,8.86,9.02,8.53,8.69,8.69,297760,0.0,1.0
2023-01-27,8.91,9.145,8.8592,8.96,8.96,265800,0.0,1.0
2023-01-26,9.31,9.4,8.77,8.89,8.89,272297,0.0,1.0
2023-01-25,9.0,9.23,8.705,9.21,9.21,283147,0.0,1.0
2023-01-24,8.84,9.23,8.67,9.05,9.05,297276,0.0,1.0
2023-01-23,8.82,8.94,8.6,8.85,8.85,432581,0.0,1.0
2023-01-20,8.46,9.01,8.36,8.84,8.84,548413,0.0,1.0
2023-01-19,8.3,8.58,8.19,8.3,8.3,404513,0.0,1.0
2023-01-18,8.81,9.14,8.345,8.38,8.38,340690,0.0,1.0
2023-01-17,8.7,9.0,8.61,8.73,8.73,600479,0.0,1.0
2023-01-13,8.85,9.07,8.39,8.69,8.69,844090,0.0,1.0
2023-01-12,7.8,8.65,7.49,8.6,8.6,1826262,0.0,1.0
2023-01-11,7.66,7.92,7.47,7.74,7.74,535535,0.0,1.0
2023-01-10,7.62,7.9,7.42,7.68,7.68,1071465,0.0,1.0
2023-01-09,8.47,8.47,7.565,7.63,7.63,771114,0.0,1.0
2023-01-06,8.28,8.67,8.085,8.38,8.38,337769,0.0,1.0
2023-01-05,8.43,8.515,8.15,8.22,8.22,421114,0.0,1.0
2023-01-04,8.72,8.77,8.16,8.5,8.5,764868,0.0,1.0
2023-01-03,9.03,9.25,8.4,8.57,8.57,464158,0.0,1.0
2022-12-30,8.45,8.94,8.4,8.94,8.94,446608,0.0,1.0
2022-12-29,8.17,8.76,8.0,8.55,8.55,636677,0.0,1.0
2022-12-28,7.72,8.21,7.72,8.1,8.1,523211,0.0,1.0
2022-12-27,7.91,8.04,7.58,7.72,7.72,481122,0.0,1.0
2022-12-23,8.05,8.3,7.82,7.93,7.93,363339,0.0,1.0
2022-12-22,7.96,8.15,7.56,8.05,8.05,1178815,0.0,1.0
2022-12-21,8.39,8.535,7.94,8.05,8.05,585113,0.0,1.0
2022-12-20,8.38,8.64,8.155,8.31,8.31,686983,0.0,1.0
2022-12-19,9.31,9.42,8.3,8.38,8.38,795549,0.0,1.0
2022-12-16,9.93,10.12,9.28,9.4,9.4,1464383,0.0,1.0
2022-12-15,10.54,10.92,9.93,9.95,9.95,839632,0.0,1.0
2022-12-14,10.58,11.04,10.24,10.64,10.64,683679,0.0,1.0
2022-12-13,10.44,11.01,10.39,10.79,10.79,2607582,0.0,1.0
2022-12-12,10.85,11.18,9.38,10.425,10.425,7938804,0.0,1.0
2022-12-09,19.79,19.84,16.87,17.27,17.27,1139005,0.0,1.0
2022-12-08,19.89,19.98,19.165,19.88,19.88,725264,0.0,1.0
2022-12-07,19.66,20.13,19.17,19.63,19.63,712185,0.0,1.0
2022-12-06,20.11,20.4953,19.22,19.66,19.66,567396,0.0,1.0
2022-12-05,19.42,20.8797,18.89,20.19,20.19,639794,0.0,1.0
2022-12-02,18.37,19.29,18.01,19.26,19.26,476289,0.0,1.0
2022-12-01,18.3,18.9,18.06,18.58,18.58,678459,0.0,1.0
2022-11-30,17.9,18.32,17.41,18.18,18.18,982107,0.0,1.0
2022-11-29,16.78,17.875,16.4425,17.77,17.77,486454,0.0,1.0
2022-11-28,17.09,17.46,16.57,16.7,16.7,670768,0.0,1.0
2022-11-25,17.18,17.23,16.65,17.15,17.15,277915,0.0,1.0
2022-11-23,17.53,17.98,17.14,17.2,17.2,441711,0.0,1.0
2022-11-22,17.38,18.21,17.1,17.71,17.71,765846,0.0,1.0
2022-11-21,17.33,17.76,16.54,17.3,17.3,573174,0.0,1.0
2022-11-18,17.33,17.67,16.77,17.57,17.57,744602,0.0,1.0
2022-11-17,17.63,17.63,15.96,17.0,17.0,874811,0.0,1.0
2022-11-16,20.13,20.261,17.3401,17.47,17.47,602252,0.0,1.0
2022-11-15,21.29,21.29,20.11,20.34,20.34,465947,0.0,1.0
2022-11-14,21.37,21.8,20.13,20.74,20.74,873821,0.0,1.0
2022-11-11,20.9,21.87,20.84,21.27,21.27,1049906,0.0,1.0
2022-11-10,20.0,21.21,19.4686,20.78,20.78,1033193,0.0,1.0
2022-11-09,19.1,19.77,18.47,19.52,19.52,383388,0.0,1.0
2022-11-08,19.3,19.76,18.79,19.28,19.28,372007,0.0,1.0
2022-11-07,18.0,19.4,18.0,19.16,19.16,628318,0.0,1.0
2022-11-04,18.43,19.0,17.3,17.87,17.87,628542,0.0,1.0
2022-11-03,17.25,18.25,16.51,18.15,18.15,795037,0.0,1.0
2022-11-02,17.01,18.0,16.7,17.26,17.26,670678,0.0,1.0
2022-11-01,16.73,17.24,16.48,16.99,16.99,415794,0.0,1.0
2022-10-31,17.0,17.21,16.43,16.49,16.49,512670,0.0,1.0
2022-10-28,16.35,17.29,16.1,17.19,17.19,405082,0.0,1.0
2022-10-27,17.07,17.07,16.17,16.2,16.2,235272,0.0,1.0
2022-10-26,16.33,17.48,16.33,16.91,16.91,275376,0.0,1.0
2022-10-25,15.93,16.9,15.93,16.28,16.28,343645,0.0,1.0
2022-10-24,17.43,17.558,15.76,15.92,15.92,305798,0.0,1.0
2022-10-21,16.65,17.36,16.36,17.33,17.33,358483,0.0,1.0
2022-10-20,16.23,16.68,16.16,16.51,16.51,215430,0.0,1.0
2022-10-19,16.65,16.65,15.86,16.12,16.12,460904,0.0,1.0
2022-10-18,16.81,17.13,16.17,16.83,16.83,785631,0.0,1.0
2022-10-17,16.73,16.86,15.51,16.29,16.29,391477,0.0,1.0
2022-10-14,16.99,17.28,16.4,16.61,16.61,350140,0.0,1.0
2022-10-13,15.47,16.86,14.5824,16.8,16.8,450404,0.0,1.0
2022-10-12,15.4,16.2,14.91,15.92,15.92,353230,0.0,1.0
2022-10-11,14.51,15.86,14.43,15.39,15.39,380603,0.0,1.0
2022-10-10,14.73,15.15,14.5,14.58,14.58,423868,0.0,1.0
2022-10-07,15.57,15.57,14.81,14.9,14.9,353334,0.0,1.0
2022-10-06,15.2,15.93,14.98,15.7,15.7,355529,0.0,1.0
2022-10-05,15.17,15.35,14.7,15.2,15.2,554638,0.0,1.0
2022-10-04,15.01,15.53,14.67,15.25,15.25,382350,0.0,1.0
2022-10-03,14.59,15.62,14.07,15.04,15.04,637754,0.0,1.0
2022-09-30,13.38,14.38,13.3,14.22,14.22,559275,0.0,1.0
2022-09-29,14.39,14.39,12.75,13.43,13.43,583720,0.0,1.0
2022-09-28,13.96,14.93,13.88,14.57,14.57,901170,0.0,1.0
2022-09-27,14.1,14.23,13.5,13.75,13.75,606540,0.0,1.0
2022-09-26,13.87,14.44,13.685,13.79,13.79,513930,0.0,1.0
2022-09-23,13.4,13.95,13.08,13.9,13.9,722470,0.0,1.0
2022-09-22,14.14,14.14,13.5301,13.66,13.66,522139,0.0,1.0
2022-09-21,15.29,15.29,14.25,14.29,14.29,628719,0.0,1.0
2022-09-20,13.94,14.83,13.76,14.81,14.81,515482,0.0,1.0
2022-09-19,15.35,15.35,13.59,14.09,14.09,830967,0.0,1.0
2022-09-16,16.68,16.68,14.62,15.76,15.76,3495834,0.0,1.0
2022-09-15,17.61,17.975,16.76,17.13,17.13,512925,0.0,1.0
2022-09-14,17.4,18.0227,16.85,17.66,17.66,612801,0.0,1.0
2022-09-13,17.19,18.05,17.12,17.55,17.55,644600,0.0,1.0
2022-09-12,16.46,18.0,16.01,17.75,17.75,740521,0.0,1.0
2022-09-09,15.92,16.56,15.65,16.39,16.39,388994,0.0,1.0
2022-09-08,14.59,15.99,14.4746,15.97,15.97,388597,0.0,1.0
2022-09-07,14.11,14.95,13.89,14.73,14.73,257187,0.0,1.0
2022-09-06,14.41,14.58,14.07,14.22,14.22,377924,0.0,1.0
2022-09-02,14.49,14.66,14.15,14.31,14.31,235488,0.0,1.0
2022-09-01,13.99,14.21,13.7,14.19,14.19,271451,0.0,1.0
2022-08-31,13.83,14.17,13.65,14.16,14.16,319001,0.0,1.0
2022-08-30,14.47,14.47,13.4,13.64,13.64,366796,0.0,1.0
2022-08-29,14.05,14.67,14.05,14.3,14.3,289036,0.0,1.0
2022-08-26,15.02,15.21,14.32,14.35,14.35,444022,0.0,1.0
2022-08-25,15.17,15.26,14.86,15.03,15.03,202490,0.0,1.0
2022-08-24,14.53,15.24,14.465,15.09,15.09,376667,0.0,1.0
2022-08-23,13.97,14.59,13.76,14.54,14.54,212327,0.0,1.0
2022-08-22,14.13,14.92,13.93,14.04,14.04,485471,0.0,1.0
2022-08-19,14.38,14.5,13.86,14.3,14.3,367985,0.0,1.0
2022-08-18,14.0,14.82,13.75,14.69,14.69,482575,0.0,1.0
2022-08-17,13.73,14.16,13.32,14.12,14.12,771096,0.0,1.0
2022-08-16,15.19,15.33,13.76,14.01,14.01,742035,0.0,1.0
2022-08-15,15.23,15.82,15.0719,15.34,15.34,371792,0.0,1.0
2022-08-12,15.55,16.41,15.23,15.4,15.4,450067,0.0,1.0
2022-08-11,16.62,16.85,15.53,15.67,15.67,410540,0.0,1.0
2022-08-10,17.2,18.32,16.42,16.58,16.58,309157,0.0,1.0
2022-08-09,17.83,17.83,16.7,17.23,17.23,3100604,0.0,1.0
2022-08-08,18.88,19.25,17.88,18.15,18.15,410981,0.0,1.0
2022-08-05,17.92,19.305,17.59,18.74,18.74,322363,0.0,1.0
2022-08-04,17.55,18.32,17.55,18.25,18.25,196107,0.0,1.0
2022-08-03,17.5,18.17,17.48,17.5,17.5,229105,0.0,1.0
2022-08-02,16.5,17.27,16.415,17.21,17.21,214876,0.0,1.0
2022-08-01,16.63,17.08,16.28,16.5,16.5,457913,0.0,1.0
2022-07-29,16.65,16.94,15.77,16.89,16.89,336126,0.0,1.0
2022-07-28,17.18,17.18,16.23,16.74,16.74,367940,0.0,1.0
2022-07-27,17.04,17.3,16.75,17.19,17.19,293389,0.0,1.0
2022-07-26,16.72,17.26,16.2601,16.83,16.83,239396,0.0,1.0
2022-07-25,17.06,17.06,16.34,16.67,16.67,320655,0.0,1.0
2022-07-22,17.23,17.69,17.0,17.05,17.05,228055,0.0,1.0
2022-07-21,17.85,17.85,17.08,17.22,17.22,149367,0.0,1.0
2022-07-20,17.28,17.93,17.19,17.72,17.72,225100,0.0,1.0
2022-07-19,17.0,17.5,16.88,17.32,17.32,257654,0.0,1.0
2022-07-18,18.64,18.85,16.555,16.74,16.74,238203,0.0,1.0
2022-07-15,17.75,18.21,17.06,18.19,18.19,355150,0.0,1.0
2022-07-14,17.27,17.89,16.81,17.34,17.34,296543,0.0,1.0
2022-07-13,16.46,17.82,16.42,17.55,17.55,521710,0.0,1.0
2022-07-12,16.65,17.42,15.63,17.11,17.11,599542,0.0,1.0
2022-07-11,18.04,18.48,16.67,16.68,16.68,697837,0.0,1.0
2022-07-08,17.66,18.64,17.46,18.6,18.6,559279,0.0,1.0
2022-07-07,16.51,17.73,16.505,17.68,17.68,461597,0.0,1.0
2022-07-06,15.66,16.55,15.66,16.43,16.43,339163,0.0,1.0
2022-07-05,14.5,15.66,14.5,15.65,15.65,372852,0.0,1.0
2022-07-01,14.6,14.98,14.54,14.68,14.68,288916,0.0,1.0
2022-06-30,14.19,14.71,14.08,14.6,14.6,517749,0.0,1.0
2022-06-29,13.87,14.65,13.519,14.58,14.58,315691,0.0,1.0
2022-06-28,14.4,14.57,13.78,14.0,14.0,434396,0.0,1.0
2022-06-27,13.85,14.42,13.48,14.36,14.36,432102,0.0,1.0
2022-06-24,12.27,13.69,12.11,13.63,13.63,794325,0.0,1.0
2022-06-23,11.89,12.04,11.41,12.02,12.02,475078,0.0,1.0
2022-06-22,11.88,12.34,11.65,11.87,11.87,757375,0.0,1.0
2022-06-21,11.89,12.36,11.77,12.0,12.0,579579,0.0,1.0
2022-06-17,10.91,12.28,10.91,11.72,11.72,677505,0.0,1.0
2022-06-16,11.0,11.18,10.73,10.83,10.83,802028,0.0,1.0
2022-06-15,11.36,11.7,11.02,11.36,11.36,532064,0.0,1.0
2022-06-14,11.45,11.61,11.01,11.29,11.29,1145398,0.0,1.0
2022-06-13,11.38,11.55,11.14,11.35,11.35,801530,0.0,1.0
2022-06-10,12.22,12.45,11.47,11.93,11.93,816829,0.0,1.0
2022-06-09,12.74,12.84,12.34,12.49,12.49,811437,0.0,1.0
2022-06-08,13.04,13.49,12.725,12.8,12.8,1122065,0.0,1.0
2022-06-07,12.2,13.24,12.02,13.21,13.21,2333591,0.0,1.0
2022-06-06,11.77,12.92,11.1,12.26,12.26,3296132,0.0,1.0
2022-06-03,11.35,12.15,11.24,11.5,11.5,575058,0.0,1.0
2022-06-02,11.17,11.85,11.0599,11.49,11.49,449173,0.0,1.0
2022-06-01,11.86,12.5,11.28,11.29,11.29,998224,0.0,1.0
2022-05-31,11.62,11.91,10.99,11.82,11.82,1098894,0.0,1.0
2022-05-27,11.11,11.75,10.77,11.75,11.75,2446089,0.0,1.0
2022-05-26,10.36,10.85,10.19,10.26,10.26,824221,0.0,1.0
2022-05-25,10.47,10.8,10.13,10.3,10.3,527134,0.0,1.0
2022-05-24,10.53,10.6,10.1801,10.58,10.58,290743,0.0,1.0
2022-05-23,10.71,10.94,10.53,10.8,10.8,204368,0.0,1.0
2022-05-20,10.89,10.89,9.88,10.61,10.61,307833,0.0,1.0
2022-05-19,10.69,11.02,10.3,10.44,10.44,309753,0.0,1.0
2022-05-18,11.98,12.49,10.74,10.79,10.79,354084,0.0,1.0
2022-05-17,13.4,13.4,12.0,12.32,12.32,599739,0.0,1.0
2022-05-16,11.67,13.09,11.63,12.9,12.9,399417,0.0,1.0
2022-05-13,11.7,13.07,11.43,11.83,11.83,465723,0.0,1.0
2022-05-12,10.76,10.91,10.23,10.63,10.63,725441,0.0,1.0
2022-05-11,12.15,12.33,10.87,10.89,10.89,716493,0.0,1.0
2022-05-10,12.78,13.28,12.1,12.18,12.18,352596,0.0,1.0
2022-05-09,14.71,14.71,12.46,12.53,12.53,663457,0.0,1.0
2022-05-06,15.2,15.715,14.34,15.0,15.0,611778,0.0,1.0
2022-05-05,15.47,16.02,14.86,15.34,15.34,654231,0.0,1.0
2022-05-04,15.46,15.7,14.72,15.68,15.68,528629,0.0,1.0
2022-05-03,15.35,15.67,15.14,15.56,15.56,239244,0.0,1.0
2022-05-02,14.71,15.38,14.52,15.29,15.29,890878,0.0,1.0
2022-04-29,14.53,15.2,14.5,14.74,14.74,407958,0.0,1.0
2022-04-28,14.83,15.0692,13.85,14.65,14.65,512597,0.0,1.0
2022-04-27,13.74,14.73,13.74,14.65,14.65,785359,0.0,1.0
2022-04-26,14.43,14.44,13.7,13.72,13.72,154239,0.0,1.0
2022-04-25,13.73,14.57,13.73,14.53,14.53,329404,0.0,1.0
2022-04-22,13.82,14.31,13.42,13.93,13.93,250546,0.0,1.0
2022-04-21,15.25,15.6,13.82,13.85,13.85,485011,0.0,1.0
2022-04-20,16.0,16.0,15.18,15.34,15.34,268201,0.0,1.0
2022-04-19,15.95,16.32,15.42,15.9,15.9,250947,0.0,1.0
2022-04-18,16.85,17.09,15.7,15.9,15.9,252127,0.0,1.0
2022-04-14,17.42,17.42,16.71,16.91,16.91,253420,0.0,1.0
2022-04-13,17.38,17.55,17.16,17.46,17.46,186379,0.0,1.0
2022-04-12,18.01,18.02,16.82,17.22,17.22,323702,0.0,1.0
2022-04-11,18.05,18.22,17.0296,17.58,17.58,184841,0.0,1.0
2022-04-08,19.02,19.05,18.22,18.24,18.24,174795,0.0,1.0
2022-04-07,19.36,19.615,18.55,18.99,18.99,259082,0.0,1.0
2022-04-06,18.83,19.65,18.15,19.38,19.38,912036,0.0,1.0
2022-04-05,19.86,20.41,19.18,19.22,19.22,264570,0.0,1.0
2022-04-04,21.0,21.17,19.0,19.8,19.8,351300,0.0,1.0
2022-04-01,20.11,21.0,19.4301,20.81,20.81,1879793,0.0,1.0
2022-03-31,19.64,20.09,19.04,19.97,19.97,571062,0.0,1.0
2022-03-30,19.0,19.59,18.89,19.57,19.57,512052,0.0,1.0
2022-03-29,17.26,19.05,17.07,18.96,18.96,581521,0.0,1.0
2022-03-28,17.17,17.7,16.86,17.05,17.05,232580,0.0,1.0
2022-03-25,16.95,17.48,16.755,17.2,17.2,184826,0.0,1.0
2022-03-24,16.69,17.11,16.39,17.09,17.09,158781,0.0,1.0
2022-03-23,16.73,16.86,16.26,16.56,16.56,148186,0.0,1.0
2022-03-22,15.26,16.8,15.26,16.76,16.76,393257,0.0,1.0
2022-03-21,15.89,16.155,14.94,15.12,15.12,342200,0.0,1.0
2022-03-18,16.0,16.51,15.63,16.1,16.1,1188931,0.0,1.0
2022-03-17,15.61,16.47,15.48,16.24,16.24,533928,0.0,1.0
2022-03-16,12.71,15.98,12.69,15.94,15.94,2018826,0.0,1.0
2022-03-15,12.34,13.35,12.34,12.97,12.97,532658,0.0,1.0
2022-03-14,13.31,14.1799,12.11,12.29,12.29,181067,0.0,1.0
2022-03-11,14.11,14.42,13.08,13.11,13.11,111684,0.0,1.0
2022-03-10,13.96,14.35,13.58,14.11,14.11,195462,0.0,1.0
2022-03-09,13.36,14.36,13.23,14.32,14.32,249907,0.0,1.0
2022-03-08,12.97,13.53,12.27,13.07,13.07,195248,0.0,1.0
2022-03-07,12.49,12.85,12.08,12.56,12.56,245361,0.0,1.0
2022-03-04,12.6,12.8,12.41,12.56,12.56,201197,0.0,1.0
2022-03-03,12.75,12.87,12.12,12.31,12.31,155118,0.0,1.0
2022-03-02,12.46,12.85,12.21,12.58,12.58,117094,0.0,1.0
2022-03-01,12.91,13.36,12.28,12.41,12.41,175888,0.0,1.0
2022-02-28,13.33,13.96,13.06,13.08,13.08,139903,0.0,1.0
2022-02-25,13.37,13.77,12.99,13.74,13.74,151043,0.0,1.0
2022-02-24,11.57,13.41,11.57,13.33,13.33,159881,0.0,1.0
2022-02-23,12.89,13.06,12.09,12.13,12.13,153073,0.0,1.0
2022-02-22,13.5,13.615,12.37,12.68,12.68,343973,0.0,1.0
2022-02-18,14.45,14.84,13.58,13.62,13.62,160326,0.0,1.0
2022-02-17,14.75,15.19,14.64,14.66,14.66,215880,0.0,1.0
2022-02-16,14.935,15.22,14.48,14.87,14.87,151445,0.0,1.0
2022-02-15,14.48,15.22,14.26,15.09,15.09,236527,0.0,1.0
2022-02-14,15.54,15.7,13.4,14.27,14.27,1007707,0.0,1.0
2022-02-11,15.41,15.7399,15.1401,15.63,15.63,217244,0.0,1.0
2022-02-10,14.87,15.925,14.87,15.51,15.51,313520,0.0,1.0
2022-02-09,13.7,15.1,13.63,15.05,15.05,326772,0.0,1.0
2022-02-08,12.86,13.68,12.65,13.59,13.59,236615,0.0,1.0
2022-02-07,12.74,13.1799,12.48,12.99,12.99,154260,0.0,1.0
2022-02-04,12.13,12.805,11.762,12.61,12.61,148916,0.0,1.0
2022-02-03,12.4,12.82,12.0401,12.13,12.13,189770,0.0,1.0
2022-02-02,13.11,13.11,12.26,12.52,12.52,118707,0.0,1.0
2022-02-01,12.82,13.47,12.25,13.14,13.14,239200,0.0,1.0
2022-01-31,11.74,12.65,11.74,12.62,12.62,118232,0.0,1.0
2022-01-28,11.78,11.93,11.17,11.69,11.69,228149,0.0,1.0
2022-01-27,12.12,12.5148,11.45,11.53,11.53,124528,0.0,1.0
2022-01-26,13.12,13.34,11.86,11.95,11.95,151874,0.0,1.0
2022-01-25,12.61,13.18,12.23,12.69,12.69,131874,0.0,1.0
2022-01-24,11.87,13.07,11.13,12.99,12.99,404340,0.0,1.0
2022-01-21,12.57,12.84,11.78,11.93,11.93,392750,0.0,1.0
2022-01-20,12.83,13.74,12.64,12.69,12.69,157775,0.0,1.0
2022-01-19,13.14,13.475,12.84,12.92,12.92,241953,0.0,1.0
2022-01-18,14.41,14.4699,13.085,13.15,13.15,329452,0.0,1.0
2022-01-14,14.14,14.64,13.55,14.56,14.56,433959,0.0,1.0
2022-01-13,15.07,15.25,14.17,14.22,14.22,257877,0.0,1.0
2022-01-12,15.33,15.61,14.7,14.92,14.92,207930,0.0,1.0
2022-01-11,14.7,15.6,14.7,15.33,15.33,211568,0.0,1.0
2022-01-10,15.18,15.26,14.54,14.76,14.76,369224,0.0,1.0
2022-01-07,16.13,16.65,15.25,15.52,15.52,247778,0.0,1.0
2022-01-06,16.85,16.98,15.78,16.01,16.01,329106,0.0,1.0
2022-01-05,16.82,17.4,16.02,16.98,16.98,452838,0.0,1.0
2022-01-04,18.49,18.49,16.53,16.99,16.99,535986,0.0,1.0
2022-01-03,17.76,18.43,17.121,18.33,18.33,565963,0.0,1.0
2021-12-31,16.53,17.5,16.53,17.49,17.49,350421,0.0,1.0
2021-12-30,15.86,17.01,15.86,16.54,16.54,278919,0.0,1.0
2021-12-29,15.27,16.17,14.91,16.07,16.07,182754,0.0,1.0
2021-12-28,15.29,16.165,15.29,15.44,15.44,181069,0.0,1.0
2021-12-27,15.81,16.21,15.15,15.51,15.51,167630,0.0,1.0
2021-12-23,16.01,16.42,15.6164,15.92,15.92,196660,0.0,1.0
2021-12-22,16.11,16.49,15.39,15.66,15.66,312159,0.0,1.0
2021-12-21,15.51,16.585,15.24,16.51,16.51,443924,0.0,1.0
2021-12-20,15.5,16.22,14.57,15.07,15.07,616474,0.0,1.0
2021-12-17,14.35,16.1099,14.06,15.85,15.85,907464,0.0,1.0
2021-12-16,14.2,15.14,13.53,14.24,14.24,351993,0.0,1.0
2021-12-15,14.43,15.0,12.92,14.63,14.63,1041870,0.0,1.0
2021-12-14,14.77,15.38,13.95,14.27,14.27,451862,0.0,1.0
2021-12-13,14.35,15.07,14.07,14.99,14.99,453316,0.0,1.0
2021-12-10,14.01,14.39,13.64,13.89,13.89,636395,0.0,1.0
2021-12-09,14.89,15.36,13.73,13.74,13.74,1340383,0.0,1.0
2021-12-08,15.125,15.77,14.1,15.29,15.29,4797803,0.0,1.0
2021-12-07,13.24,15.28,12.88,14.49,14.49,4556681,0.0,1.0
2021-12-06,13.65,15.67,12.4,13.57,13.57,48611581,0.0,1.0
2021-12-03,10.45,10.45,9.54,9.8,9.8,273581,0.0,1.0
2021-12-02,10.08,10.7,9.7729,10.35,10.35,303830,0.0,1.0
2021-12-01,10.69,10.85,10.18,10.18,10.18,1078602,0.0,1.0
2021-11-30,9.54,10.77,9.54,10.64,10.64,267786,0.0,1.0
2021-11-29,9.44,9.91,9.4286,9.52,9.52,194300,0.0,1.0
2021-11-26,9.62,9.62,9.29,9.4,9.4,51790,0.0,1.0
2021-11-24,9.46,9.88,9.35,9.85,9.85,126558,0.0,1.0
2021-11-23,9.04,9.63,9.04,9.51,9.51,58853,0.0,1.0
2021-11-22,9.34,9.46,9.17,9.33,9.33,71469,0.0,1.0
2021-11-19,9.31,9.46,9.26,9.31,9.31,42297,0.0,1.0
2021-11-18,9.41,9.88,9.12,9.39,9.39,61062,0.0,1.0
2021-11-17,9.35,9.715,9.21,9.39,9.39,77697,0.0,1.0
2021-11-16,9.25,9.44,9.16,9.37,9.37,39671,0.0,1.0
2021-11-15,9.7,9.7047,9.22,9.35,9.35,88481,0.0,1.0
