,CMI_Open,CMI_High,CMI_Low,CMI_Close,CMI_Adj Close,CMI_Volume,CMI_Dividend Amount,CMI_Split Coefficient
2020-04-03,132.07,135.01,129.46,132.27,117.658531621126,1588845,0.0,1.0
2020-04-02,128.89,134.23,127.61,132.76,118.094402797465,1291921,0.0,1.0
2020-04-01,129.77,131.66,127.3,130.39,115.986209556806,1160492,0.0,1.0
2020-03-31,133.52,138.41,131.39,135.32,120.371607310583,1581971,0.0,1.0
2020-03-30,132.0,136.87,131.2,134.48,119.624399579716,1234131,0.0,1.0
2020-03-27,127.55,135.44,127.55,131.66,117.115916483235,1267784,0.0,1.0
2020-03-26,131.51,135.87,125.59,134.96,120.051375425926,1534344,0.0,1.0
2020-03-25,126.05,132.13,121.82,127.77,113.655633062912,2242372,0.0,1.0
2020-03-24,110.96,124.77,108.94,124.49,110.737964780479,2491369,0.0,1.0
2020-03-23,114.35,114.98,101.03,102.76,91.4084124093668,2155104,0.0,1.0
2020-03-20,120.91,122.17,115.16,116.48,103.612805346857,2114423,0.0,1.0
2020-03-19,121.85,122.49,115.0,118.55,105.454138683636,1756406,0.0,1.0
2020-03-18,127.45,131.92,117.79,123.47,109.830641107284,1878702,0.0,1.0
2020-03-17,133.74,137.81,128.74,136.8,121.688116169729,2616136,0.0,1.0
2020-03-16,124.91,136.24,122.95,131.45,116.929114550518,1922995,0.0,1.0
2020-03-13,135.82,137.92,129.5,136.84,121.723697490247,2252381,0.0,1.0
2020-03-12,132.54,135.33,127.07,129.09,114.829816639988,2288681,0.0,1.0
2020-03-11,141.9,145.08,139.5,141.07,125.486422134969,2072180,0.0,1.0
2020-03-10,144.18,145.8,137.99,145.63,129.54269267396,2517660,0.0,1.0
2020-03-09,138.2,141.32,136.57,139.27,123.885262711683,2356089,0.0,1.0
2020-03-06,144.68,149.13,144.2,148.6,132.184605722381,1757855,0.0,1.0
2020-03-05,152.02,153.63,147.47,148.66,132.237977703158,1537085,0.0,1.0
2020-03-04,154.5,157.34,153.5,156.44,139.158544543804,1593466,0.0,1.0
2020-03-03,155.17,159.31,151.34,152.15,135.342447918306,1744300,0.0,1.0
2020-03-02,151.56,155.94,149.01,155.66,138.464708793714,1794376,0.0,1.0
2020-02-28,149.68,152.0,146.98,151.29,134.577449527181,2158612,0.0,1.0
2020-02-27,155.22,160.37,151.93,154.46,137.39726917819,1855113,0.0,1.0
2020-02-26,162.79,163.9,157.64,157.97,140.519530053597,1498906,0.0,1.0
2020-02-25,163.72,164.33,160.29,161.01,143.223710412925,1995270,0.0,1.0
2020-02-24,162.33,163.81,161.21,162.78,144.798183845823,1551471,0.0,1.0
2020-02-21,165.96,167.53,163.56,167.46,148.961198346366,1139623,0.0,1.0
2020-02-20,166.1,169.71,165.06,167.12,148.658757121967,1019364,1.311,1.0
2020-02-19,166.06,168.22,166.06,167.84,148.137135060357,1544029,0.0,1.0
2020-02-18,165.93,167.1,164.38,166.06,146.566090610837,1325032,0.0,1.0
2020-02-14,166.17,166.9,164.88,166.78,147.201569264576,976369,0.0,1.0
2020-02-13,168.7,170.11,165.79,166.1,146.601394980489,1266742,0.0,1.0
2020-02-12,165.54,168.42,164.92,168.04,148.313656908618,1163907,0.0,1.0
2020-02-11,163.1,165.22,163.1,164.3,145.012698346143,864010,0.0,1.0
2020-02-10,160.25,162.71,160.11,162.23,143.185697216645,1057911,0.0,1.0
2020-02-07,164.44,164.92,160.4,160.8,141.923566001581,1361136,0.0,1.0
2020-02-06,168.64,168.65,164.88,165.95,146.469003594294,1127491,0.0,1.0
2020-02-05,162.7,166.59,162.04,166.43,146.892656030119,1410888,0.0,1.0
2020-02-04,167.0,168.64,160.84,161.0,142.100087849842,2825490,0.0,1.0
2020-02-03,161.31,164.47,160.33,162.89,143.768219315906,2248597,0.0,1.0
2020-01-31,163.47,163.96,158.18,159.97,141.1910003313,2721287,0.0,1.0
2020-01-30,164.16,166.33,163.7336,166.1,146.601394980489,979836,0.0,1.0
2020-01-29,167.27,167.39,165.64,165.69,146.239525191555,1249593,0.0,1.0
2020-01-28,166.21,166.96,164.99,166.08,146.583742795663,920546,0.0,1.0
2020-01-27,165.41,166.38,164.45,164.77,145.427524689556,1184153,0.0,1.0
2020-01-24,171.6,171.74,167.77,169.15,149.293353166465,933807,0.0,1.0
2020-01-23,169.76,171.88,167.42,171.66,151.508702362136,976410,0.0,1.0
2020-01-22,171.74,172.05,169.37,170.11,150.140658038116,941189,0.0,1.0
2020-01-21,173.11,173.22,170.5,171.07,150.987962909767,1277441,0.0,1.0
2020-01-17,175.88,177.29,172.98,173.8,153.397486138525,2181489,0.0,1.0
2020-01-16,173.53,175.44,172.97,175.26,154.686095630828,1034033,0.0,1.0
2020-01-15,171.0,172.75,170.69,172.61,152.347181141374,997106,0.0,1.0
2020-01-14,174.97,175.3,172.17,172.4,152.161833200701,1132986,0.0,1.0
2020-01-13,171.88,172.77,170.92,172.49,152.241268032418,972175,0.0,1.0
2020-01-10,174.24,174.31,171.32,171.43,151.305702236636,1153596,0.0,1.0
2020-01-09,174.76,175.31,171.37,173.52,153.15035555096,1199822,0.0,1.0
2020-01-08,174.17,175.42,173.08,174.35,153.882921221242,896788,0.0,1.0
2020-01-07,174.08,174.84,171.65,174.26,153.803486389525,1437246,0.0,1.0
2020-01-06,175.56,175.56,173.16,174.13,153.688747188155,1253204,0.0,1.0
2020-01-03,177.18,177.18,174.38,176.81,156.054139954848,1017606,0.0,1.0
2020-01-02,180.02,180.88,177.4,179.32,158.26948915052,1272891,0.0,1.0
2019-12-31,179.28,179.83,177.98,178.96,157.951749823651,735797,0.0,1.0
2019-12-30,180.63,180.81,178.83,179.16,158.128271671911,560092,0.0,1.0
2019-12-27,181.88,182.62,180.47,180.7,159.487489903518,747893,0.0,1.0
2019-12-26,181.55,181.95,180.66,181.42,160.122968557257,501681,0.0,1.0
2019-12-24,181.6,181.94,180.91,181.16,159.893490154518,276738,0.0,1.0
2019-12-23,181.13,182.27,180.5,181.42,160.122968557257,821502,0.0,1.0
2019-12-20,181.1,181.95,179.24,181.11,159.849359692453,2285885,0.0,1.0
2019-12-19,181.14,181.44,178.11,179.3,158.251836965694,1058213,0.0,1.0
2019-12-18,182.62,182.62,179.42,180.8,159.575750827649,1162311,0.0,1.0
2019-12-17,181.93,182.91,181.24,182.27,160.873186412365,819397,0.0,1.0
2019-12-16,181.74,184.02,181.68,181.81,160.467186161365,1104695,0.0,1.0
2019-12-13,183.84,185.86,181.51,182.48,161.058534353038,976827,0.0,1.0
2019-12-12,181.55,185.64,180.51,184.88,163.176796532167,1195755,0.0,1.0
2019-12-11,181.79,182.49,180.35,182.11,160.731968933756,953190,0.0,1.0
2019-12-10,180.36,181.01,178.72,179.65,158.56075020015,936573,0.0,1.0
2019-12-09,180.38,181.3,179.36,181.04,159.787577045562,683623,0.0,1.0
2019-12-06,181.14,182.19,180.32,180.41,159.231533223541,713335,0.0,1.0
2019-12-05,178.44,179.36,177.6,178.72,157.739923605738,899914,0.0,1.0
2019-12-04,178.97,180.67,178.02,178.04,157.139749321652,957241,0.0,1.0
2019-12-03,178.7,178.7,175.39,178.1,157.19270587613,1060995,0.0,1.0
2019-12-02,183.39,184.63,181.1,181.26,159.981751078648,940187,0.0,1.0
2019-11-29,183.62,184.0,182.46,182.86,161.393925864734,455241,0.0,1.0
2019-11-27,185.04,185.19,182.89,184.81,163.115013885275,896584,0.0,1.0
2019-11-26,184.08,185.14,182.93,185.04,163.318014010775,918336,0.0,1.0
2019-11-25,181.2,184.09,179.71,184.02,162.417752584646,1412549,0.0,1.0
2019-11-22,181.24,181.4,178.74,180.15,159.002054820802,1051984,0.0,1.0
2019-11-21,180.1,182.37,179.57,180.82,159.593403012475,937870,0.0,1.0
2019-11-20,182.35,182.69,179.57,180.62,159.416881164214,1036355,0.0,1.0
2019-11-19,184.26,184.37,181.27,182.96,161.482186788864,1916609,0.0,1.0
2019-11-18,182.2,183.68,180.78,183.46,161.923491409516,838345,0.0,1.0
2019-11-15,182.5,184.45,181.63,184.0,162.40010039982,1088188,0.0,1.0
2019-11-14,180.38,181.82,179.66,180.84,159.611055197301,748696,0.0,1.0
2019-11-13,181.3,181.85,179.82,180.69,159.478663811105,961225,1.311,1.0
2019-11-12,186.29,186.5,183.74,184.09,161.30915336172,1130139,0.0,1.0
2019-11-11,185.02,186.62,184.87,186.44,163.368344574714,905858,0.0,1.0
2019-11-08,183.98,186.73,182.0,186.27,163.219381806114,1249377,0.0,1.0
2019-11-07,182.82,184.52,182.09,182.53,159.942200896924,1665655,0.0,1.0
2019-11-06,179.08,181.42,176.57,181.39,158.943274095727,1217651,0.0,1.0
2019-11-05,179.31,181.53,179.0,179.93,157.663946788931,1046860,0.0,1.0
2019-11-04,178.45,179.56,176.67,179.18,157.006758103933,1357645,0.0,1.0
2019-11-01,173.68,176.57,172.32,176.57,154.71974148014,1963371,0.0,1.0
2019-10-31,174.08,174.59,169.91,172.48,151.13587251795,1391356,0.0,1.0
2019-10-30,177.24,177.77,172.76,174.59,152.984763351745,1884521,0.0,1.0
2019-10-29,174.64,179.63,173.65,177.12,155.201679849138,2666945,0.0,1.0
2019-10-28,180.01,180.56,178.07,180.03,157.751571946931,1404454,0.0,1.0
2019-10-25,175.72,179.18,175.58,178.52,156.428432061135,1303293,0.0,1.0
2019-10-24,175.66,175.72,173.39,175.43,153.720814678943,914633,0.0,1.0
2019-10-23,174.03,175.31,172.88,175.19,153.510514299743,977218,0.0,1.0
2019-10-22,172.34,175.5,170.11,175.1,153.431651657543,1293851,0.0,1.0
2019-10-21,171.64,172.86,170.7,171.32,150.119420685153,978251,0.0,1.0
2019-10-18,167.85,170.88,167.24,170.28,149.208119041956,1223602,0.0,1.0
2019-10-17,167.31,168.56,166.27,167.64,146.894814870763,649574,0.0,1.0
2019-10-16,166.2,168.45,165.81,166.18,145.615487563967,894588,0.0,1.0
2019-10-15,163.14,167.44,162.21,166.35,145.764450332566,1077998,0.0,1.0
2019-10-14,159.9,163.9,157.85,163.76,143.494958740373,872661,0.0,1.0
2019-10-11,160.31,165.0,160.31,162.76,142.618707160376,1343530,0.0,1.0
2019-10-10,155.69,158.6,155.19,157.05,137.615310638591,812160,0.0,1.0
2019-10-09,154.82,156.02,153.52,155.01,135.827757415396,793325,0.0,1.0
2019-10-08,154.49,155.22,152.55,153.14,134.189166960801,1031443,0.0,1.0
2019-10-07,157.07,158.34,155.86,156.5,137.133372269592,836109,0.0,1.0
2019-10-04,154.81,158.13,154.81,157.86,138.325074418388,977177,0.0,1.0
2019-10-03,153.65,155.04,151.15,154.99,135.810232383796,1447197,0.0,1.0
2019-10-02,155.45,157.0,153.65,154.12,135.047893509198,1250315,0.0,1.0
2019-10-01,164.02,165.35,157.03,157.54,138.044673912789,1310945,0.0,1.0
2019-09-30,161.2,163.73,160.65,162.67,142.539844518176,990472,0.0,1.0
2019-09-27,161.06,161.73,159.27,161.3,141.339379853579,1002321,0.0,1.0
2019-09-26,161.42,162.25,159.4,159.95,140.156440220583,891930,0.0,1.0
2019-09-25,160.12,162.5,159.09,161.37,141.400717464179,1507819,0.0,1.0
2019-09-24,163.22,163.55,159.82,160.61,140.734766263381,1428312,0.0,1.0
2019-09-23,160.43,163.51,160.2,162.19,142.119243759777,1328142,0.0,1.0
2019-09-20,162.06,163.93,161.13,161.57,141.575967780179,3625852,0.0,1.0
2019-09-19,162.9,164.06,161.57,162.02,141.970280991178,783920,0.0,1.0
2019-09-18,162.19,162.81,160.11,162.35,142.259444012577,1078366,0.0,1.0
2019-09-17,163.0,163.44,161.31,163.02,142.846532571175,1351598,0.0,1.0
2019-09-16,163.87,165.4,163.46,163.7,143.442383645573,1126848,0.0,1.0
2019-09-13,166.17,167.35,164.88,165.11,144.67789837337,1058488,0.0,1.0
2019-09-12,165.34,166.41,162.87,165.05,144.62532327857,984530,0.0,1.0
2019-09-11,163.5,165.5,160.6,165.49,145.010873973769,1253614,0.0,1.0
2019-09-10,161.27,165.47,160.68,163.99,143.696496603772,1836893,0.0,1.0
2019-09-09,155.32,160.99,155.1,160.82,140.918779095181,1701387,0.0,1.0
2019-09-06,155.01,156.19,153.87,154.9,135.731369741596,1124796,0.0,1.0
2019-09-05,151.06,156.16,150.55,154.66,135.521069362397,1563587,0.0,1.0
2019-09-04,148.0,149.15,147.5,148.97,130.535197872212,975192,0.0,1.0
2019-09-03,147.62,148.22,144.12,145.91,127.85386803742,1268889,0.0,1.0
2019-08-30,150.25,151.18,148.75,149.27,130.798073346211,939514,0.0,1.0
2019-08-29,147.34,149.75,147.07,149.1,130.649110577611,1368360,0.0,1.0
2019-08-28,142.63,145.88,141.53,145.6,127.58223004762,1168544,0.0,1.0
2019-08-27,144.47,144.94,142.8,142.8,125.128725623628,1171119,0.0,1.0
2019-08-26,143.66,143.91,141.52,143.14,125.426651160827,1197764,0.0,1.0
2019-08-23,145.59,146.23,141.14,142.02,124.44524939123,1533186,0.0,1.0
2019-08-22,148.28,149.42,145.65,146.68,128.528581754018,1021309,0.0,1.0
2019-08-21,147.91,149.41,147.16,147.76,129.474933460415,1014041,0.0,1.0
2019-08-20,147.64,147.85,145.77,146.21,128.116743511419,1150511,1.311,1.0
2019-08-19,151.64,152.15,148.72,149.04,129.435941004615,2291166,0.0,1.0
2019-08-16,147.0,150.26,147.0,149.25,129.618318538237,1237818,0.0,1.0
2019-08-15,144.99,146.43,144.05,146.03,126.821863022705,1505556,0.0,1.0
2019-08-14,148.28,148.99,144.13,144.49,125.484427776146,1839191,0.0,1.0
2019-08-13,147.5,154.26,147.31,151.07,131.198923829625,1414202,0.0,1.0
2019-08-12,149.41,150.17,147.2,148.16,128.671692292296,1011000,0.0,1.0
2019-08-09,152.74,153.25,148.41,149.96,130.234928294767,1396020,0.0,1.0
2019-08-08,152.86,154.38,152.3,153.72,133.50035461104,1240645,0.0,1.0
2019-08-07,151.73,153.78,149.39,152.26,132.232396520147,1478289,0.0,1.0
2019-08-06,152.51,154.42,151.29,154.4,134.090910434196,1223495,0.0,1.0
2019-08-05,155.57,156.22,150.01,151.43,131.511571030119,2317869,0.0,1.0
2019-08-02,158.6,159.6,157.05,158.68,137.807938262294,1317108,0.0,1.0
2019-08-01,163.88,165.24,158.67,159.73,138.719825930403,1435516,0.0,1.0
2019-07-31,164.76,166.8,162.06,164.0,142.428169114043,1907057,0.0,1.0
2019-07-30,162.5,166.51,162.33,165.17,143.444272515649,2355502,0.0,1.0
2019-07-29,174.86,175.43,173.3,173.97,151.086759638841,1194329,0.0,1.0
2019-07-26,174.2,175.28,173.14,174.74,151.755477262121,855240,0.0,1.0
2019-07-25,175.02,175.54,172.95,174.96,151.946539440201,940890,0.0,1.0
2019-07-24,172.34,175.91,171.55,175.37,152.302609862986,1026490,0.0,1.0
2019-07-23,171.49,173.55,170.69,173.37,150.565680971351,1144457,0.0,1.0
2019-07-22,173.27,173.67,170.39,170.73,148.272934834393,1038509,0.0,1.0
2019-07-19,168.98,175.18,168.67,172.8,150.070656237235,1904617,0.0,1.0
2019-07-18,169.11,169.7,166.65,167.94,145.849919030563,959122,0.0,1.0
2019-07-17,172.09,172.22,169.04,169.29,147.022346032416,1075272,0.0,1.0
2019-07-16,170.01,172.6,169.32,172.35,149.679847236617,750194,0.0,1.0
2019-07-15,171.58,172.36,169.92,171.12,148.611635968262,650502,0.0,1.0
2019-07-12,169.68,172.09,169.65,171.09,148.585582034888,1254163,0.0,1.0
2019-07-11,168.4,168.9,166.09,168.86,146.648906320715,951541,0.0,1.0
2019-07-10,168.0,169.1,167.03,167.4,145.380948229822,827069,0.0,1.0
2019-07-09,167.83,168.46,166.1,167.29,145.285417140782,1231468,0.0,1.0
2019-07-08,168.99,170.0,168.26,169.06,146.822599209878,996260,0.0,1.0
2019-07-05,168.96,169.65,165.77,169.15,146.900761010002,829189,0.0,1.0
2019-07-03,171.71,172.01,168.89,170.24,147.847387255943,756702,0.0,1.0
2019-07-02,171.06,171.63,169.26,170.2,147.81264867811,1164891,0.0,1.0
2019-07-01,173.0,173.77,170.24,172.86,150.122764103984,2385825,0.0,1.0
2019-06-28,169.03,171.44,168.54,171.34,148.802698146342,2680523,0.0,1.0
2019-06-27,169.31,169.86,166.86,168.25,146.119143008766,705552,0.0,1.0
2019-06-26,169.7,170.18,168.61,168.91,146.692329543006,831617,0.0,1.0
2019-06-25,170.7,170.7,167.93,168.85,146.640221676257,1987479,0.0,1.0
2019-06-24,170.22,171.31,169.34,170.16,147.777910100277,1163065,0.0,1.0
2019-06-21,171.42,171.6,169.5,169.96,147.604217211114,1713552,0.0,1.0
2019-06-20,170.0,171.84,168.78,171.6,149.028498902254,1556615,0.0,1.0
2019-06-19,166.77,168.18,165.965,167.95,145.858603675021,1064291,0.0,1.0
2019-06-18,163.09,168.0,163.09,166.84,144.894608140164,1031884,0.0,1.0
2019-06-17,163.93,164.15,161.97,162.28,140.934410267237,787051,0.0,1.0
2019-06-14,164.21,164.21,161.56,163.86,142.306584091628,958632,0.0,1.0
2019-06-13,163.52,164.41,162.0,164.36,142.740816314537,836673,0.0,1.0
2019-06-12,164.08,164.16,162.17,163.07,141.620497179433,1068939,0.0,1.0
2019-06-11,165.18,167.26,164.02,164.21,142.610546647664,1062647,0.0,1.0
2019-06-10,163.1,164.84,162.445,163.08,141.629181823891,885107,0.0,1.0
2019-06-07,161.4,163.02,160.01,161.95,140.647817000117,803420,0.0,1.0
2019-06-06,159.12,161.22,158.61,160.77,139.623028954053,983802,0.0,1.0
2019-06-05,157.71,159.66,154.97,159.55,138.563502330156,1515459,0.0,1.0
2019-06-04,154.35,156.36,152.9,156.34,135.775731459082,1743444,0.0,1.0
2019-06-03,150.9,153.94,150.78,152.36,132.319242964729,1653094,0.0,1.0
2019-05-31,154.9,155.24,150.48,150.76,130.929699851421,1640757,0.0,1.0
2019-05-30,158.82,159.97,157.86,158.53,137.677668595422,1063512,0.0,1.0
2019-05-29,157.59,159.14,156.24,157.91,137.139220639015,1076804,0.0,1.0
2019-05-28,160.34,161.67,158.68,158.7,137.825307551211,1596090,0.0,1.0
2019-05-24,160.47,161.52,159.29,159.92,138.884834175108,935770,0.0,1.0
2019-05-23,159.21,160.2,157.74,159.25,138.30296299641,1282964,1.14,1.0
2019-05-22,163.9,164.46,162.64,163.5,140.984690129765,1095162,0.0,1.0
2019-05-21,162.4,164.53,162.35,164.24,141.622785975001,1098080,0.0,1.0
2019-05-20,158.56,161.34,158.56,161.18,138.984173425783,1133469,0.0,1.0
2019-05-17,160.8,161.11,158.84,159.24,137.311327561247,1109412,0.0,1.0
2019-05-16,162.47,163.33,161.9,162.51,140.131021363842,836860,0.0,1.0
2019-05-15,159.8,161.96,157.92,161.42,139.191123429644,1036511,0.0,1.0
2019-05-14,159.45,161.26,158.52,160.76,138.622010919028,1232085,0.0,1.0
2019-05-13,162.41,162.41,158.06,158.89,137.009525472284,1436525,0.0,1.0
2019-05-10,164.6,165.75,161.29,165.39,142.614421410165,928894,0.0,1.0
2019-05-09,163.26,165.5,161.44,165.34,142.571306826027,1373709,0.0,1.0
2019-05-08,165.47,166.79,164.27,165.35,142.579929742855,755373,0.0,1.0
2019-05-07,165.97,166.85,163.98,165.61,142.80412558037,1183956,0.0,1.0
2019-05-06,165.64,167.84,164.15,167.6,144.520086029044,1165718,0.0,1.0
2019-05-03,166.53,169.28,166.18,169.19,145.891129804618,1296699,0.0,1.0
2019-05-02,165.23,166.6,163.8,166.17,143.28700892271,1208415,0.0,1.0
2019-05-01,166.51,168.45,164.97,165.47,142.683404744785,1327035,0.0,1.0
2019-04-30,167.54,169.45,163.83,166.29,143.39048392464,1885115,0.0,1.0
2019-04-29,163.65,164.38,162.72,164.14,141.536556806726,1498642,0.0,1.0
2019-04-26,162.7,163.53,161.82,163.34,140.846723460525,1223134,0.0,1.0
2019-04-25,165.04,165.77,161.68,162.14,139.811973441224,970454,0.0,1.0
2019-04-24,166.43,167.93,165.5,166.17,143.28700892271,699112,0.0,1.0
2019-04-23,166.0,167.42,164.6,166.81,143.838875599671,1205998,0.0,1.0
2019-04-22,167.05,167.06,165.42,165.96,143.105927669333,755592,0.0,1.0
2019-04-18,166.45,168.22,166.0,167.84,144.727036032904,1511561,0.0,1.0
2019-04-17,168.13,169.37,165.75,165.96,143.105927669333,979914,0.0,1.0
2019-04-16,166.62,167.76,165.1,167.22,144.192415189599,970043,0.0,1.0
2019-04-15,166.08,166.67,164.56,164.97,142.252258903409,1587138,0.0,1.0
2019-04-12,165.6,166.8,164.71,166.07,143.200779754435,991030,0.0,1.0
2019-04-11,162.68,165.0,162.08,164.56,141.898719313481,613759,0.0,1.0
2019-04-10,162.32,163.2,161.24,162.54,140.156890114325,545829,0.0,1.0
2019-04-09,162.16,162.86,160.26,161.71,139.441188017641,911339,0.0,1.0
2019-04-08,163.0,163.56,162.16,163.19,140.717379708113,534256,0.0,1.0
2019-04-05,163.5,164.43,162.93,163.27,140.786363042733,948632,0.0,1.0
2019-04-04,160.95,163.64,160.43,163.43,140.924329711973,801639,0.0,1.0
2019-04-03,162.19,162.77,160.97,161.45,139.216992180126,640748,0.0,1.0
2019-04-02,162.51,163.79,161.63,161.83,139.544663019572,986416,0.0,1.0
2019-04-01,159.68,162.6,159.35,162.33,139.975808860947,1436579,0.0,1.0
2019-03-29,157.25,157.94,156.39,157.87,136.129987955878,1379558,0.0,1.0
2019-03-28,155.9,156.85,155.24,155.99,134.508879592306,1199921,0.0,1.0
2019-03-27,156.47,156.53,154.87,155.55,134.129471251896,1371634,0.0,1.0
2019-03-26,157.59,158.34,155.71,156.27,134.750321263477,981282,0.0,1.0
2019-03-25,155.5,156.74,155.39,156.45,134.905533766372,898297,0.0,1.0
2019-03-22,157.64,157.81,154.94,155.63,134.198454586516,1348382,0.0,1.0
2019-03-21,157.09,159.2,157.09,158.62,136.776706717941,711934,0.0,1.0
2019-03-20,159.48,159.77,156.37,157.76,136.035135870776,1462028,0.0,1.0
2019-03-19,161.22,162.34,159.56,160.11,138.06152132524,1498737,0.0,1.0
2019-03-18,157.7,160.61,157.59,160.55,138.44092966565,1340124,0.0,1.0
2019-03-15,157.11,158.09,156.55,157.41,135.733333781813,3532801,0.0,1.0
2019-03-14,156.73,157.83,156.3,157.11,135.474646276987,1707505,0.0,1.0
2019-03-13,159.0,159.0,156.65,156.96,135.345302524575,1798192,0.0,1.0
2019-03-12,158.45,158.89,157.25,158.42,136.604248381391,1924782,0.0,1.0
2019-03-11,154.59,158.24,154.11,158.04,136.276577541946,1606161,0.0,1.0
2019-03-08,152.76,155.2,152.74,154.57,133.2844254028,1402528,0.0,1.0
2019-03-07,153.9,155.08,151.88,154.29,133.04298373163,1333713,0.0,1.0
2019-03-06,154.45,155.42,153.83,154.52,133.241310818663,1070815,0.0,1.0
2019-03-05,154.45,156.18,154.45,154.49,133.21544206818,1032584,0.0,1.0
2019-03-04,155.51,156.13,153.32,155.04,133.689702493693,1142642,0.0,1.0
2019-03-01,155.22,155.91,153.76,154.41,133.14645873356,1496053,0.0,1.0
2019-02-28,154.98,154.98,153.71,154.09,132.87052539508,1002326,0.0,1.0
2019-02-27,155.72,156.18,154.0,155.36,133.965635832173,1132422,0.0,1.0
2019-02-26,154.83,157.04,154.03,155.31,133.922521248036,1664322,0.0,1.0
2019-02-25,156.9,157.17,155.21,156.08,134.586485843754,978808,0.0,1.0
2019-02-22,154.56,156.23,154.12,155.44,134.034619166794,1384318,0.0,1.0
2019-02-21,153.49,155.34,152.97,154.07,132.853279561425,1163924,1.14,1.0
2019-02-20,154.11,155.87,152.79,155.39,133.007352045936,1497882,0.0,1.0
2019-02-19,155.08,155.31,153.46,153.66,131.52654427813,1820195,0.0,1.0
2019-02-15,152.32,155.5,151.74,155.47,133.075828705719,1350223,0.0,1.0
2019-02-14,151.58,152.43,151.0,151.39,129.583519056788,810561,0.0,1.0
2019-02-13,152.44,153.47,151.42,152.71,130.713383943207,1137725,0.0,1.0
2019-02-12,149.11,152.16,148.98,151.79,129.925902355703,1129094,0.0,1.0
2019-02-11,148.16,149.11,147.44,148.18,126.835893082997,1272192,0.0,1.0
2019-02-08,148.41,149.26,146.53,148.28,126.921488907726,891161,0.0,1.0
2019-02-07,149.41,150.74,148.4,149.62,128.06847295909,1141638,0.0,1.0
2019-02-06,147.47,150.97,146.24,149.35,127.837364232323,2116542,0.0,1.0
2019-02-05,148.48,149.92,147.32,149.82,128.239664608548,1674774,0.0,1.0
2019-02-04,146.88,148.82,145.91,148.75,127.32378928395,1345743,0.0,1.0
2019-02-01,147.22,147.8,145.8,146.71,125.577634459485,1502168,0.0,1.0
2019-01-31,146.17,147.32,144.75,147.11,125.9200177584,1651712,0.0,1.0
2019-01-30,147.74,147.79,144.24,146.36,125.278049072934,1158350,0.0,1.0
2019-01-29,144.09,146.61,143.64,146.38,125.29516823788,1075308,0.0,1.0
2019-01-28,144.13,144.13,140.88,142.82,122.247956877538,1294363,0.0,1.0
2019-01-25,145.98,147.4,145.8,146.84,125.688909031632,1026572,0.0,1.0
2019-01-24,143.34,144.49,142.58,143.89,123.163832202135,1480987,0.0,1.0
2019-01-23,146.72,147.12,143.4,143.45,122.787210573329,1650329,0.0,1.0
2019-01-22,149.47,149.88,145.81,146.18,125.123976588423,1869826,0.0,1.0
2019-01-18,146.33,150.73,146.25,150.56,128.87307371154,1963054,0.0,1.0
2019-01-17,140.51,145.61,140.51,145.1,124.199541681353,1259411,0.0,1.0
2019-01-16,139.07,141.7,138.73,141.37,121.006817418972,1191813,0.0,1.0
2019-01-15,140.43,140.65,138.1,138.9,118.892600548173,1435402,0.0,1.0
2019-01-14,138.76,140.54,137.58,140.23,120.031025017065,1547575,0.0,1.0
2019-01-11,139.02,140.1,138.21,139.54,119.440413826437,1152649,0.0,1.0
2019-01-10,136.53,139.49,135.78,139.33,119.260662594506,1432268,0.0,1.0
2019-01-09,138.39,139.14,136.78,137.47,117.668580254552,1734791,0.0,1.0
2019-01-08,138.28,140.06,136.92,137.2,117.437471527785,1314467,0.0,1.0
2019-01-07,136.14,138.72,135.29,136.84,117.129326558762,1114233,0.0,1.0
2019-01-04,132.33,136.29,132.27,136.17,116.555834533079,1244093,0.0,1.0
2019-01-03,132.41,132.83,130.03,130.74,111.90798125031,1192420,0.0,1.0
2019-01-02,131.22,134.13,130.93,133.38,114.167711023148,1172724,0.0,1.0
2018-12-31,132.4,133.69,131.87,133.64,114.390260167443,895929,0.0,1.0
2018-12-28,133.07,134.43,130.76,131.66,112.695462837815,1071976,0.0,1.0
2018-12-27,128.63,132.58,126.02,132.58,113.482944425319,1138646,0.0,1.0
2018-12-26,125.66,131.13,124.4,131.07,112.190447471915,1460575,0.0,1.0
2018-12-24,127.96,128.01,125.42,125.49,107.414200452053,904274,0.0,1.0
2018-12-21,130.24,133.2,127.72,128.22,109.750966467147,2362039,0.0,1.0
2018-12-20,129.89,133.03,128.5,130.11,111.36872755452,1646898,0.0,1.0
2018-12-19,131.65,135.4,129.2539,130.89,112.036374987404,2177069,0.0,1.0
2018-12-18,132.85,134.25,129.94,131.34,112.421556198683,1618358,0.0,1.0
2018-12-17,133.45,135.38,130.93,131.45,112.515711605884,1538991,0.0,1.0
2018-12-14,132.86,135.62,132.38,133.84,114.5614518169,1110603,0.0,1.0
2018-12-13,136.45,137.59,133.83,134.47,115.100705512691,1426439,0.0,1.0
2018-12-12,136.36,138.33,135.83,135.97,116.384642883622,1410242,0.0,1.0
2018-12-11,138.57,139.35,133.31,134.4,115.040788435381,1173178,0.0,1.0
2018-12-10,137.49,138.41,133.61,136.29,116.658549522754,1275247,0.0,1.0
2018-12-07,142.49,144.89,137.58,138.6,118.635813073987,1329883,0.0,1.0
