,ENVA_Open,ENVA_High,ENVA_Low,ENVA_Close,ENVA_Adj Close,ENVA_Volume,ENVA_Dividend Amount,ENVA_Split Coefficient
2023-04-27,42.18,44.29,42.04,43.44,43.44,325938,0.0,1.0
2023-04-26,48.31,48.31,40.93,41.66,41.66,772439,0.0,1.0
2023-04-25,47.95,48.8399,47.33,47.68,47.68,426017,0.0,1.0
2023-04-24,48.5,49.085,48.26,48.6,48.6,125233,0.0,1.0
2023-04-21,48.31,48.71,47.49,48.55,48.55,168225,0.0,1.0
2023-04-20,47.83,48.29,47.59,48.26,48.26,178437,0.0,1.0
2023-04-19,47.17,48.31,46.78,48.2,48.2,179060,0.0,1.0
2023-04-18,46.52,47.35,46.17,47.28,47.28,138710,0.0,1.0
2023-04-17,45.71,46.45,45.22,46.44,46.44,130574,0.0,1.0
2023-04-14,46.18,46.42,45.455,45.93,45.93,140488,0.0,1.0
2023-04-13,45.8,46.3,45.24,45.76,45.76,169748,0.0,1.0
2023-04-12,45.41,45.83,44.72,45.69,45.69,145461,0.0,1.0
2023-04-11,44.4,45.28,44.02,44.98,44.98,152021,0.0,1.0
2023-04-10,43.38,44.35,43.37,44.11,44.11,307823,0.0,1.0
2023-04-06,43.36,43.71,42.83,43.51,43.51,154126,0.0,1.0
2023-04-05,43.09,43.43,42.37,43.25,43.25,163256,0.0,1.0
2023-04-04,44.34,44.34,42.93,43.43,43.43,123465,0.0,1.0
2023-04-03,44.28,44.79,43.14,44.04,44.04,192017,0.0,1.0
2023-03-31,44.04,44.5,43.735,44.43,44.43,296169,0.0,1.0
2023-03-30,44.2,44.55,43.25,43.68,43.68,130367,0.0,1.0
2023-03-29,43.4,44.03,43.16,43.84,43.84,171587,0.0,1.0
2023-03-28,43.04,43.54,42.675,42.93,42.93,198211,0.0,1.0
2023-03-27,42.86,43.52,42.18,43.37,43.37,226603,0.0,1.0
2023-03-24,41.59,42.205,41.14,41.9,41.9,179855,0.0,1.0
2023-03-23,42.87,43.55,41.8,42.31,42.31,185133,0.0,1.0
2023-03-22,43.58,44.285,42.545,42.72,42.72,154510,0.0,1.0
2023-03-21,43.53,44.275,43.13,43.49,43.49,224309,0.0,1.0
2023-03-20,42.64,43.28,41.75,42.16,42.16,275118,0.0,1.0
2023-03-17,43.02,43.15,41.715,41.84,41.84,570665,0.0,1.0
2023-03-16,42.03,43.95,41.2,43.57,43.57,237132,0.0,1.0
2023-03-15,42.0,43.34,41.3,42.81,42.81,284306,0.0,1.0
2023-03-14,45.24,45.89,43.165,43.57,43.57,408888,0.0,1.0
2023-03-13,44.13,44.82,42.96,43.38,43.38,327201,0.0,1.0
2023-03-10,47.67,47.67,45.47,45.87,45.87,291606,0.0,1.0
2023-03-09,49.8,49.94,48.25,48.28,48.28,263706,0.0,1.0
2023-03-08,49.04,49.89,48.63,49.83,49.83,166687,0.0,1.0
2023-03-07,48.42,49.02,48.22,48.82,48.82,208925,0.0,1.0
2023-03-06,50.48,50.6799,48.19,48.55,48.55,312720,0.0,1.0
2023-03-03,50.14,50.77,49.69,50.57,50.57,188591,0.0,1.0
2023-03-02,49.06,50.0,48.21,49.99,49.99,297816,0.0,1.0
2023-03-01,48.55,49.835,48.55,49.79,49.79,220626,0.0,1.0
2023-02-28,48.56,49.8,48.28,48.75,48.75,218021,0.0,1.0
2023-02-27,49.47,49.67,48.54,48.59,48.59,200924,0.0,1.0
2023-02-24,48.38,49.05,48.155,48.9,48.9,129561,0.0,1.0
2023-02-23,49.62,49.89,48.6556,49.21,49.21,117544,0.0,1.0
2023-02-22,48.9,49.69,48.78,49.28,49.28,229045,0.0,1.0
2023-02-21,49.44,49.945,48.7,48.84,48.84,260608,0.0,1.0
2023-02-17,50.39,50.9,49.88,50.39,50.39,142439,0.0,1.0
2023-02-16,50.26,50.76,49.95,50.55,50.55,222001,0.0,1.0
2023-02-15,50.04,51.34,49.96,51.17,51.17,219152,0.0,1.0
2023-02-14,49.84,51.26,49.5,50.58,50.58,289672,0.0,1.0
2023-02-13,49.92,51.42,49.6705,50.84,50.84,236450,0.0,1.0
2023-02-10,50.23,50.75,49.84,50.21,50.21,374205,0.0,1.0
2023-02-09,52.06,52.06,50.58,50.6,50.6,235916,0.0,1.0
2023-02-08,51.72,51.96,51.14,51.73,51.73,203778,0.0,1.0
2023-02-07,51.12,52.52,50.71,52.41,52.41,286529,0.0,1.0
2023-02-06,52.66,53.645,51.245,51.62,51.62,461748,0.0,1.0
2023-02-03,51.64,55.535,51.04,53.3,53.3,623964,0.0,1.0
2023-02-02,47.17,54.95,46.85,52.44,52.44,852161,0.0,1.0
2023-02-01,45.24,46.6,44.87,45.8,45.8,411456,0.0,1.0
2023-01-31,44.57,46.54,44.33,45.65,45.65,403526,0.0,1.0
2023-01-30,43.81,44.93,43.8,44.48,44.48,187132,0.0,1.0
2023-01-27,43.64,44.64,43.58,44.3,44.3,158303,0.0,1.0
2023-01-26,42.02,43.88,41.94,43.75,43.75,294881,0.0,1.0
2023-01-25,41.12,42.115,40.89,41.89,41.89,85685,0.0,1.0
2023-01-24,40.84,41.86,40.69,41.49,41.49,107988,0.0,1.0
2023-01-23,41.0,41.22,40.66,41.21,41.21,128548,0.0,1.0
2023-01-20,40.09,40.96,39.59,40.96,40.96,147948,0.0,1.0
2023-01-19,39.74,40.02,38.86,39.72,39.72,114896,0.0,1.0
2023-01-18,40.67,41.18,40.04,40.21,40.21,95898,0.0,1.0
2023-01-17,40.97,41.315,40.48,40.67,40.67,126312,0.0,1.0
2023-01-13,40.86,41.43,40.605,41.17,41.17,108263,0.0,1.0
2023-01-12,40.54,41.29,40.15,40.78,40.78,136347,0.0,1.0
2023-01-11,39.64,40.34,39.56,40.32,40.32,90613,0.0,1.0
2023-01-10,38.22,39.635,38.08,39.57,39.57,133505,0.0,1.0
2023-01-09,39.04,39.245,38.47,38.53,38.53,106804,0.0,1.0
2023-01-06,38.02,39.12,37.99,38.84,38.84,146405,0.0,1.0
2023-01-05,38.68,38.78,37.81,37.81,37.81,150207,0.0,1.0
2023-01-04,39.1,39.84,38.9,39.04,39.04,144586,0.0,1.0
2023-01-03,38.82,39.43,38.5,38.63,38.63,141575,0.0,1.0
2022-12-30,38.16,38.895,38.12,38.37,38.37,223539,0.0,1.0
2022-12-29,38.1,39.085,37.86,38.8,38.8,107067,0.0,1.0
2022-12-28,38.2,38.465,37.55,37.76,37.76,127387,0.0,1.0
2022-12-27,38.47,38.78,37.83,38.36,38.36,85475,0.0,1.0
2022-12-23,37.66,38.41,37.485,38.32,38.32,93575,0.0,1.0
2022-12-22,38.28,38.28,37.23,37.64,37.64,110483,0.0,1.0
2022-12-21,38.31,39.16,38.31,38.82,38.82,163497,0.0,1.0
2022-12-20,37.49,38.11,37.14,37.99,37.99,171775,0.0,1.0
2022-12-19,37.6,37.755,37.07,37.43,37.43,155853,0.0,1.0
2022-12-16,37.29,37.79,36.84,37.61,37.61,1551091,0.0,1.0
2022-12-15,38.61,38.711,37.71,37.97,37.97,167704,0.0,1.0
2022-12-14,39.14,39.75,38.79,39.33,39.33,200487,0.0,1.0
2022-12-13,40.87,40.88,39.13,39.48,39.48,272328,0.0,1.0
2022-12-12,38.86,39.765,38.64,39.48,39.48,121508,0.0,1.0
2022-12-09,39.48,40.14,38.95,38.99,38.99,109227,0.0,1.0
2022-12-08,39.21,40.07,38.61,39.77,39.77,190726,0.0,1.0
2022-12-07,39.28,39.81,38.97,39.09,39.09,132975,0.0,1.0
2022-12-06,39.5,40.02,38.9,39.44,39.44,175081,0.0,1.0
2022-12-05,39.51,40.02,39.44,39.63,39.63,163640,0.0,1.0
2022-12-02,39.59,40.42,39.17,39.78,39.78,227725,0.0,1.0
2022-12-01,40.11,40.58,39.6,40.31,40.31,126594,0.0,1.0
2022-11-30,39.46,40.37,38.665,40.34,40.34,198322,0.0,1.0
2022-11-29,39.35,40.0,39.11,39.51,39.51,163214,0.0,1.0
2022-11-28,38.97,39.47,38.74,39.35,39.35,174882,0.0,1.0
2022-11-25,38.95,39.78,38.95,39.45,39.45,63376,0.0,1.0
2022-11-23,38.86,39.31,38.59,39.1,39.1,114767,0.0,1.0
2022-11-22,38.87,39.35,38.66,39.0,39.0,137168,0.0,1.0
2022-11-21,38.21,39.03,38.21,38.81,38.81,101087,0.0,1.0
2022-11-18,39.48,39.67,38.22,38.47,38.47,155546,0.0,1.0
2022-11-17,38.37,39.04,38.16,38.61,38.61,191461,0.0,1.0
2022-11-16,39.42,39.5,38.32,38.92,38.92,257000,0.0,1.0
2022-11-15,39.15,40.36,38.6,39.4,39.4,221937,0.0,1.0
2022-11-14,40.14,40.14,38.43,38.51,38.51,152342,0.0,1.0
2022-11-11,40.44,41.53,40.425,40.65,40.65,197753,0.0,1.0
2022-11-10,39.29,41.25,39.29,40.42,40.42,240026,0.0,1.0
2022-11-09,39.64,39.64,38.225,38.26,38.26,196865,0.0,1.0
2022-11-08,38.44,40.74,37.99,39.91,39.91,330469,0.0,1.0
2022-11-07,37.29,37.83,36.75,37.41,37.41,214259,0.0,1.0
2022-11-04,37.03,37.8,36.78,37.32,37.32,137666,0.0,1.0
2022-11-03,36.63,37.135,35.665,36.74,36.74,184768,0.0,1.0
2022-11-02,37.61,39.18,37.45,37.53,37.53,313745,0.0,1.0
2022-11-01,37.97,38.165,37.115,37.9,37.9,299243,0.0,1.0
2022-10-31,36.55,37.7,36.04,37.49,37.49,685898,0.0,1.0
2022-10-28,34.77,37.19,34.152,36.95,36.95,425025,0.0,1.0
2022-10-27,32.21,33.81,32.19,33.18,33.18,367563,0.0,1.0
2022-10-26,32.45,33.08,31.85,31.89,31.89,462869,0.0,1.0
2022-10-25,31.15,32.23,31.15,32.04,32.04,289559,0.0,1.0
2022-10-24,31.2,31.31,30.64,31.14,31.14,174682,0.0,1.0
2022-10-21,30.67,31.26,29.83,31.03,31.03,217464,0.0,1.0
2022-10-20,30.57,31.39,30.16,30.5,30.5,172065,0.0,1.0
2022-10-19,31.7,31.77,29.83,30.5,30.5,241928,0.0,1.0
2022-10-18,32.94,33.275,32.13,32.33,32.33,186078,0.0,1.0
2022-10-17,32.0,32.51,31.47,31.98,31.98,275963,0.0,1.0
2022-10-14,32.99,33.2,31.22,31.36,31.36,193842,0.0,1.0
2022-10-13,30.45,32.57,30.02,32.49,32.49,201946,0.0,1.0
2022-10-12,30.95,31.47,30.461,31.18,31.18,194746,0.0,1.0
2022-10-11,30.26,31.25,30.0,30.8,30.8,140132,0.0,1.0
2022-10-10,30.37,30.955,30.08,30.38,30.38,135124,0.0,1.0
2022-10-07,31.0,31.0,30.09,30.21,30.21,265591,0.0,1.0
2022-10-06,31.01,31.66,30.74,31.28,31.28,120809,0.0,1.0
2022-10-05,31.34,31.455,30.61,31.27,31.27,120815,0.0,1.0
2022-10-04,30.81,32.11,30.74,32.06,32.06,260565,0.0,1.0
2022-10-03,29.74,30.3828,29.0,29.97,29.97,256747,0.0,1.0
2022-09-30,29.37,29.98,29.12,29.27,29.27,248822,0.0,1.0
2022-09-29,29.81,29.81,28.66,29.38,29.38,353690,0.0,1.0
2022-09-28,29.18,30.64,29.135,30.41,30.41,152128,0.0,1.0
2022-09-27,29.84,30.22,28.94,29.05,29.05,156936,0.0,1.0
2022-09-26,30.01,30.82,29.28,29.53,29.53,196534,0.0,1.0
2022-09-23,30.97,31.21,29.9,30.41,30.41,247237,0.0,1.0
2022-09-22,32.21,32.21,31.245,31.5,31.5,145386,0.0,1.0
2022-09-21,33.49,33.52,32.35,32.35,32.35,168157,0.0,1.0
2022-09-20,33.78,33.79,32.84,33.0,33.0,168644,0.0,1.0
2022-09-19,32.88,34.6,32.88,34.29,34.29,204081,0.0,1.0
2022-09-16,33.06,33.54,32.61,33.34,33.34,546519,0.0,1.0
2022-09-15,32.8,33.93,32.765,33.54,33.54,227682,0.0,1.0
2022-09-14,33.57,33.57,32.48,33.07,33.07,203460,0.0,1.0
2022-09-13,34.91,35.06,33.09,33.41,33.41,233748,0.0,1.0
2022-09-12,36.13,36.53,35.78,36.01,36.01,156298,0.0,1.0
2022-09-09,35.04,35.84,34.88,35.72,35.72,139324,0.0,1.0
2022-09-08,34.0,34.805,33.41,34.79,34.79,115527,0.0,1.0
2022-09-07,33.36,34.45,33.26,34.42,34.42,242670,0.0,1.0
2022-09-06,34.29,34.3,33.335,33.57,33.57,150603,0.0,1.0
2022-09-02,34.86,34.94,33.96,34.13,34.13,106441,0.0,1.0
2022-09-01,34.59,34.61,33.67,34.45,34.45,143481,0.0,1.0
2022-08-31,35.66,35.82,34.87,34.94,34.94,205058,0.0,1.0
2022-08-30,35.3,35.84,35.07,35.45,35.45,220440,0.0,1.0
2022-08-29,35.6,35.685,34.92,35.2,35.2,160279,0.0,1.0
2022-08-26,37.89,37.9,36.06,36.06,36.06,137304,0.0,1.0
2022-08-25,37.02,37.79,37.02,37.78,37.78,112753,0.0,1.0
2022-08-24,36.26,36.98,36.22,36.92,36.92,132677,0.0,1.0
2022-08-23,36.18,36.79,36.18,36.35,36.35,113823,0.0,1.0
2022-08-22,36.51,36.84,36.16,36.33,36.33,147197,0.0,1.0
2022-08-19,37.63,37.63,36.89,37.25,37.25,171955,0.0,1.0
2022-08-18,37.33,38.13,37.23,38.01,38.01,124394,0.0,1.0
2022-08-17,38.0,38.0858,37.13,37.56,37.56,122298,0.0,1.0
2022-08-16,37.94,38.67,37.68,38.58,38.58,140581,0.0,1.0
2022-08-15,37.74,38.04,37.4041,37.95,37.95,161136,0.0,1.0
2022-08-12,38.0,38.2,37.49,38.15,38.15,161571,0.0,1.0
2022-08-11,37.92,38.29,37.29,37.74,37.74,203071,0.0,1.0
2022-08-10,36.0,37.48,35.855,37.4,37.4,232391,0.0,1.0
2022-08-09,35.22,35.34,34.86,35.34,35.34,200724,0.0,1.0
2022-08-08,34.37,35.49,34.37,35.31,35.31,369544,0.0,1.0
2022-08-05,34.35,34.62,33.87,34.24,34.24,146221,0.0,1.0
2022-08-04,34.43,34.8,34.02,34.62,34.62,173743,0.0,1.0
2022-08-03,33.7,34.42,33.46,34.29,34.29,241917,0.0,1.0
2022-08-02,33.29,33.89,32.86,33.4,33.4,185345,0.0,1.0
2022-08-01,34.28,34.28,33.22,33.64,33.64,299937,0.0,1.0
2022-07-29,35.18,35.53,34.07,34.51,34.51,277902,0.0,1.0
2022-07-28,33.9,33.955,32.97,33.85,33.85,256318,0.0,1.0
2022-07-27,33.0,33.86,32.86,33.81,33.81,197428,0.0,1.0
2022-07-26,33.07,33.53,32.69,32.8,32.8,163514,0.0,1.0
2022-07-25,33.64,34.25,33.37,33.75,33.75,192246,0.0,1.0
2022-07-22,33.63,34.3899,33.245,33.63,33.63,135677,0.0,1.0
2022-07-21,33.4,33.85,33.13,33.85,33.85,139064,0.0,1.0
2022-07-20,32.6,33.555,32.6,33.54,33.54,168100,0.0,1.0
2022-07-19,31.59,32.735,31.59,32.61,32.61,195442,0.0,1.0
2022-07-18,30.96,31.43,30.79,31.15,31.15,256584,0.0,1.0
2022-07-15,29.85,30.54,29.25,30.45,30.45,219345,0.0,1.0
2022-07-14,28.37,29.16,28.37,29.04,29.04,119661,0.0,1.0
2022-07-13,28.89,29.35,28.62,29.18,29.18,105089,0.0,1.0
2022-07-12,28.73,29.96,28.73,29.41,29.41,124846,0.0,1.0
2022-07-11,29.2,29.75,28.96,29.3,29.3,98601,0.0,1.0
2022-07-08,29.9,30.0,29.27,29.67,29.67,130760,0.0,1.0
2022-07-07,29.7,30.29,29.65,29.88,29.88,184176,0.0,1.0
2022-07-06,29.68,29.93,29.19,29.5,29.5,148120,0.0,1.0
2022-07-05,28.93,29.69,28.54,29.67,29.67,256927,0.0,1.0
2022-07-01,28.46,29.59,28.45,29.5,29.5,144125,0.0,1.0
2022-06-30,28.34,29.25,27.98,28.82,28.82,190588,0.0,1.0
2022-06-29,29.48,29.48,28.8,29.01,29.01,204140,0.0,1.0
2022-06-28,30.05,30.67,29.26,29.47,29.47,145498,0.0,1.0
2022-06-27,30.03,30.22,29.36,29.6,29.6,268250,0.0,1.0
2022-06-24,28.67,29.65,28.3,29.63,29.63,853210,0.0,1.0
2022-06-23,27.77,28.37,27.57,28.25,28.25,263541,0.0,1.0
2022-06-22,27.11,27.88,27.105,27.69,27.69,215645,0.0,1.0
2022-06-21,28.3,28.3,27.17,27.56,27.56,246469,0.0,1.0
2022-06-17,26.74,27.53,26.73,27.42,27.42,640540,0.0,1.0
2022-06-16,27.57,27.57,25.8,26.63,26.63,488725,0.0,1.0
2022-06-15,28.61,28.65,27.88,28.27,28.27,224996,0.0,1.0
2022-06-14,28.16,28.39,27.8,28.09,28.09,188295,0.0,1.0
2022-06-13,28.76,28.955,27.735,27.94,27.94,215690,0.0,1.0
2022-06-10,30.35,30.66,29.41,29.68,29.68,156574,0.0,1.0
2022-06-09,31.72,31.72,30.71,30.97,30.97,203493,0.0,1.0
2022-06-08,32.5,32.5,31.665,31.89,31.89,221512,0.0,1.0
2022-06-07,31.83,32.86,31.4851,32.84,32.84,212765,0.0,1.0
2022-06-06,31.7,32.11,31.3133,32.02,32.02,216938,0.0,1.0
2022-06-03,31.24,31.48,30.69,31.35,31.35,272142,0.0,1.0
2022-06-02,31.26,31.68,31.22,31.67,31.67,272400,0.0,1.0
2022-06-01,31.82,31.82,30.45,31.18,31.18,263153,0.0,1.0
2022-05-31,31.23,32.0,31.075,31.58,31.58,212769,0.0,1.0
2022-05-27,31.08,32.04,31.08,31.58,31.58,220383,0.0,1.0
2022-05-26,30.09,31.04,30.0401,30.73,30.73,409949,0.0,1.0
2022-05-25,29.5,30.44,29.5,29.95,29.95,254090,0.0,1.0
2022-05-24,30.39,30.83,29.23,29.68,29.68,359121,0.0,1.0
2022-05-23,29.85,30.94,29.56,30.6,30.6,576976,0.0,1.0
2022-05-20,30.36,30.9799,28.8,29.38,29.38,341537,0.0,1.0
2022-05-19,30.09,31.2,30.03,30.04,30.04,392860,0.0,1.0
2022-05-18,31.44,31.94,30.395,30.66,30.66,308998,0.0,1.0
2022-05-17,31.22,32.27,31.22,32.18,32.18,238211,0.0,1.0
2022-05-16,30.47,30.9,29.91,30.43,30.43,254905,0.0,1.0
2022-05-13,30.66,31.63,30.54,30.91,30.91,291336,0.0,1.0
2022-05-12,30.6,30.99,29.235,30.09,30.09,461637,0.0,1.0
2022-05-11,31.52,32.62,30.71,30.89,30.89,239094,0.0,1.0
2022-05-10,32.3,33.02,30.5,31.36,31.36,507281,0.0,1.0
2022-05-09,33.13,33.77,32.12,32.64,32.64,450453,0.0,1.0
2022-05-06,34.39,34.84,33.36,33.65,33.65,337925,0.0,1.0
2022-05-05,37.44,37.75,34.2501,34.69,34.69,441488,0.0,1.0
2022-05-04,39.0,39.17,36.4,37.91,37.91,574807,0.0,1.0
2022-05-03,38.06,39.2,37.575,38.76,38.76,369135,0.0,1.0
2022-05-02,37.25,38.16,36.81,38.08,38.08,248132,0.0,1.0
2022-04-29,37.38,39.21,37.22,37.4,37.4,296739,0.0,1.0
2022-04-28,36.17,37.875,36.0,37.42,37.42,325444,0.0,1.0
2022-04-27,36.31,36.56,35.5686,35.72,35.72,260759,0.0,1.0
2022-04-26,37.38,37.84,36.46,36.54,36.54,277253,0.0,1.0
2022-04-25,37.1,38.11,36.51,37.94,37.94,249610,0.0,1.0
2022-04-22,38.36,38.71,37.535,37.65,37.65,234031,0.0,1.0
2022-04-21,39.85,40.1548,38.44,38.63,38.63,204330,0.0,1.0
2022-04-20,39.82,40.15,38.92,39.27,39.27,179818,0.0,1.0
2022-04-19,37.88,39.625,37.88,39.44,39.44,251845,0.0,1.0
2022-04-18,37.2,38.395,37.04,37.74,37.74,291508,0.0,1.0
2022-04-14,38.44,38.95,37.43,37.55,37.55,328182,0.0,1.0
2022-04-13,37.36,38.58,37.36,38.29,38.29,289529,0.0,1.0
2022-04-12,37.93,38.62,37.755,37.89,37.89,204262,0.0,1.0
2022-04-11,36.86,38.01,36.86,37.36,37.36,205472,0.0,1.0
2022-04-08,36.86,37.9587,36.86,37.21,37.21,214291,0.0,1.0
2022-04-07,37.57,37.86,36.274,36.93,36.93,317888,0.0,1.0
2022-04-06,37.67,38.1,37.22,37.45,37.45,271578,0.0,1.0
2022-04-05,38.07,38.67,37.84,37.9,37.9,218667,0.0,1.0
2022-04-04,38.92,38.92,37.59,38.05,38.05,195803,0.0,1.0
2022-04-01,38.12,39.05,38.12,38.92,38.92,184224,0.0,1.0
2022-03-31,37.73,38.6,37.73,37.97,37.97,270084,0.0,1.0
2022-03-30,39.12,39.19,37.61,37.88,37.88,131971,0.0,1.0
2022-03-29,39.2,39.97,38.95,39.24,39.24,159905,0.0,1.0
2022-03-28,38.42,38.53,37.29,38.43,38.43,232775,0.0,1.0
2022-03-25,38.78,38.9,38.25,38.71,38.71,151356,0.0,1.0
2022-03-24,38.27,38.54,37.62,38.52,38.52,280060,0.0,1.0
2022-03-23,38.72,39.215,38.14,38.22,38.22,306417,0.0,1.0
2022-03-22,37.79,38.844,37.557,38.84,38.84,217826,0.0,1.0
2022-03-21,38.33,38.48,37.23,37.55,37.55,554423,0.0,1.0
2022-03-18,36.55,37.81,35.55,37.8,37.8,953736,0.0,1.0
2022-03-17,36.8,36.925,35.82,36.78,36.78,283998,0.0,1.0
2022-03-16,35.69,36.87,35.55,36.86,36.86,334642,0.0,1.0
2022-03-15,36.28,36.44,34.98,35.1,35.1,299534,0.0,1.0
2022-03-14,35.31,36.25,34.64,35.74,35.74,578008,0.0,1.0
2022-03-11,32.89,33.85,31.925,33.5,33.5,555138,0.0,1.0
2022-03-10,33.76,34.05,32.39,32.6,32.6,493144,0.0,1.0
2022-03-09,34.42,35.495,34.42,34.91,34.91,678918,0.0,1.0
2022-03-08,35.93,35.93,33.01,33.22,33.22,746139,0.0,1.0
2022-03-07,38.98,39.35,35.6,35.64,35.64,460147,0.0,1.0
2022-03-04,38.87,39.135,38.144,38.88,38.88,317289,0.0,1.0
2022-03-03,40.65,40.65,38.87,39.5,39.5,481698,0.0,1.0
2022-03-02,39.73,41.0,39.53,40.56,40.56,301729,0.0,1.0
2022-03-01,40.3,40.67,38.76,39.1,39.1,416214,0.0,1.0
2022-02-28,40.29,40.78,39.93,40.77,40.77,471981,0.0,1.0
2022-02-25,40.69,41.31,40.38,41.16,41.16,237073,0.0,1.0
2022-02-24,38.66,40.36,38.44,40.24,40.24,451114,0.0,1.0
2022-02-23,42.57,42.61,39.89,39.98,39.98,333332,0.0,1.0
2022-02-22,40.8,42.8,40.4,42.23,42.23,381357,0.0,1.0
2022-02-18,41.16,41.92,40.9326,41.06,41.06,316137,0.0,1.0
2022-02-17,43.08,43.45,41.1,41.6,41.6,563786,0.0,1.0
2022-02-16,44.6,44.77,43.8,44.27,44.27,236259,0.0,1.0
2022-02-15,44.67,45.24,44.51,45.01,45.01,326680,0.0,1.0
2022-02-14,44.55,45.41,44.16,44.16,44.16,405215,0.0,1.0
2022-02-11,45.01,46.06,44.61,44.83,44.83,335215,0.0,1.0
2022-02-10,45.0,47.88,45.0,46.59,46.59,915186,0.0,1.0
2022-02-09,46.09,46.72,44.32,44.47,44.47,572930,0.0,1.0
2022-02-08,44.99,46.35,44.61,45.9,45.9,519694,0.0,1.0
2022-02-07,42.18,45.1,42.145,45.0,45.0,550491,0.0,1.0
2022-02-04,38.95,41.605,38.51,41.22,41.22,559575,0.0,1.0
2022-02-03,38.7,39.29,38.002,38.77,38.77,579325,0.0,1.0
2022-02-02,39.72,40.28,38.41,39.0,39.0,514448,0.0,1.0
2022-02-01,39.97,40.64,39.43,39.94,39.94,362016,0.0,1.0
2022-01-31,38.9,40.28,38.9,40.28,40.28,417198,0.0,1.0
2022-01-28,38.7,39.75,38.47,39.3,39.3,410637,0.0,1.0
2022-01-27,41.16,41.745,38.76,39.0,39.0,306175,0.0,1.0
2022-01-26,41.6,42.44,40.45,40.94,40.94,307210,0.0,1.0
2022-01-25,39.85,41.22,39.43,40.77,40.77,238836,0.0,1.0
2022-01-24,39.24,40.73,38.39,40.68,40.68,290421,0.0,1.0
2022-01-21,39.9,40.7499,39.17,39.75,39.75,324699,0.0,1.0
2022-01-20,40.65,41.88,39.92,40.14,40.14,259525,0.0,1.0
2022-01-19,43.44,43.665,40.74,40.85,40.85,414302,0.0,1.0
2022-01-18,43.78,44.43,42.94,43.46,43.46,230559,0.0,1.0
2022-01-14,42.86,44.14,42.78,44.14,44.14,312861,0.0,1.0
2022-01-13,43.29,44.1499,43.29,43.8,43.8,223497,0.0,1.0
2022-01-12,43.03,43.72,42.63,42.91,42.91,229255,0.0,1.0
2022-01-11,42.49,42.975,42.03,42.78,42.78,250489,0.0,1.0
2022-01-10,41.42,42.68,41.0,42.65,42.65,335577,0.0,1.0
2022-01-07,41.31,42.2,41.31,41.35,41.35,184595,0.0,1.0
2022-01-06,40.64,41.58,40.12,41.2,41.2,252988,0.0,1.0
2022-01-05,41.82,42.66,40.63,40.73,40.73,402349,0.0,1.0
2022-01-04,41.69,42.445,41.69,42.05,42.05,215974,0.0,1.0
2022-01-03,41.34,42.46,41.2,41.43,41.43,243860,0.0,1.0
2021-12-31,40.24,41.25,40.17,40.96,40.96,226652,0.0,1.0
2021-12-30,41.07,41.65,40.55,40.55,40.55,193620,0.0,1.0
2021-12-29,41.1,41.54,40.72,40.85,40.85,160104,0.0,1.0
2021-12-28,40.61,41.64,40.61,41.21,41.21,132646,0.0,1.0
2021-12-27,40.59,41.186,40.22,40.81,40.81,270723,0.0,1.0
2021-12-23,40.11,40.85,40.11,40.4,40.4,139912,0.0,1.0
2021-12-22,39.59,40.3993,39.36,40.02,40.02,218126,0.0,1.0
2021-12-21,38.42,39.49,38.42,39.47,39.47,194137,0.0,1.0
2021-12-20,37.6,38.12,36.36,37.93,37.93,421584,0.0,1.0
2021-12-17,39.17,39.53,37.81,38.5,38.5,2116069,0.0,1.0
2021-12-16,40.21,40.78,39.295,39.73,39.73,389050,0.0,1.0
2021-12-15,38.8,40.005,38.35,39.84,39.84,333993,0.0,1.0
2021-12-14,37.78,39.04,37.75,38.58,38.58,350682,0.0,1.0
2021-12-13,39.26,39.41,37.98,38.0,38.0,370990,0.0,1.0
2021-12-10,39.42,39.8,38.72,39.72,39.72,224703,0.0,1.0
2021-12-09,38.65,39.42,38.63,39.15,39.15,315779,0.0,1.0
2021-12-08,38.98,39.705,38.68,39.03,39.03,291371,0.0,1.0
2021-12-07,38.73,39.96,38.51,39.1,39.1,278028,0.0,1.0
2021-12-06,38.57,39.08,37.91,38.23,38.23,227527,0.0,1.0
2021-12-03,38.53,38.8,37.7,38.02,38.02,260745,0.0,1.0
2021-12-02,37.17,38.759,37.09,38.45,38.45,257592,0.0,1.0
2021-12-01,39.45,39.45,36.835,36.9,36.9,434022,0.0,1.0
2021-11-30,38.47,39.58,37.95,38.12,38.12,337541,0.0,1.0
2021-11-29,39.53,39.83,38.59,39.15,39.15,358382,0.0,1.0
2021-11-26,38.25,39.44,37.92,38.91,38.91,264860,0.0,1.0
2021-11-24,39.65,40.64,39.65,40.12,40.12,183336,0.0,1.0
2021-11-23,39.45,40.38,39.45,40.03,40.03,216341,0.0,1.0
2021-11-22,39.76,40.57,39.56,39.64,39.64,252428,0.0,1.0
2021-11-19,39.38,40.1,38.85,39.56,39.56,313355,0.0,1.0
2021-11-18,41.02,41.1,39.9,40.05,40.05,318128,0.0,1.0
2021-11-17,40.89,41.4753,40.84,40.97,40.97,202668,0.0,1.0
2021-11-16,42.33,42.41,40.86,40.92,40.92,295812,0.0,1.0
2021-11-15,42.86,42.86,41.65,42.23,42.23,454673,0.0,1.0
2021-11-12,41.43,43.465,41.3018,42.89,42.89,399693,0.0,1.0
