,OLLI_Open,OLLI_High,OLLI_Low,OLLI_Close,OLLI_Adj Close,OLLI_Volume,OLLI_Dividend Amount,OLLI_Split Coefficient
2023-05-03,66.34,67.72,66.34,66.87,66.87,576192,0.0,1.0
2023-05-02,65.2,66.77,64.555,66.5,66.5,727566,0.0,1.0
2023-05-01,65.15,66.16,64.9,65.43,65.43,874530,0.0,1.0
2023-04-28,65.14,65.895,63.82,65.25,65.25,648906,0.0,1.0
2023-04-27,64.74,65.52,64.12,65.45,65.45,665214,0.0,1.0
2023-04-26,63.97,64.94,63.97,64.38,64.38,465486,0.0,1.0
2023-04-25,65.24,65.97,63.88,64.01,64.01,877448,0.0,1.0
2023-04-24,63.99,65.58,63.915,65.45,65.45,906509,0.0,1.0
2023-04-21,63.96,65.135,63.7,64.09,64.09,926578,0.0,1.0
2023-04-20,62.74,64.98,62.5,63.76,63.76,1262763,0.0,1.0
2023-04-19,60.69,63.29,60.48,63.18,63.18,1328456,0.0,1.0
2023-04-18,60.75,62.2,60.75,61.33,61.33,1538741,0.0,1.0
2023-04-17,61.16,61.9,59.51,60.49,60.49,1854286,0.0,1.0
2023-04-14,58.79,59.675,57.11,57.54,57.54,711280,0.0,1.0
2023-04-13,59.59,59.9999,58.12,58.58,58.58,689952,0.0,1.0
2023-04-12,59.45,59.915,58.905,59.43,59.43,1502218,0.0,1.0
2023-04-11,58.99,59.7,58.76,58.91,58.91,676589,0.0,1.0
2023-04-10,58.05,59.53,57.73,59.1,59.1,853190,0.0,1.0
2023-04-06,57.41,58.23,56.87,58.19,58.19,614050,0.0,1.0
2023-04-05,57.3,58.18,56.58,57.77,57.77,1041080,0.0,1.0
2023-04-04,60.0,60.15,57.22,57.69,57.69,873532,0.0,1.0
2023-04-03,57.84,59.99,57.57,59.74,59.74,954680,0.0,1.0
2023-03-31,56.97,58.23,56.32,57.94,57.94,723253,0.0,1.0
2023-03-30,57.1,57.345,56.385,56.54,56.54,654134,0.0,1.0
2023-03-29,57.0,57.445,56.045,56.66,56.66,1058741,0.0,1.0
2023-03-28,58.0,58.42,56.93,57.02,57.02,880444,0.0,1.0
2023-03-27,55.93,58.48,55.57,58.02,58.02,1743886,0.0,1.0
2023-03-24,57.97,59.3,57.505,58.1,58.1,1065798,0.0,1.0
2023-03-23,59.29,59.6,56.16,57.98,57.98,2291959,0.0,1.0
2023-03-22,61.83,63.63,57.04,58.47,58.47,5828550,0.0,1.0
2023-03-21,53.0,54.16,52.81,53.26,53.26,1929240,0.0,1.0
2023-03-20,52.21,53.18,51.69,52.24,52.24,1466428,0.0,1.0
2023-03-17,51.92,52.025,50.945,51.94,51.94,1680946,0.0,1.0
2023-03-16,52.01,52.91,51.65,52.23,52.23,896627,0.0,1.0
2023-03-15,51.79,52.83,51.13,52.78,52.78,839743,0.0,1.0
2023-03-14,53.88,54.08,52.28,52.5,52.5,649044,0.0,1.0
2023-03-13,52.9,54.0,52.145,52.82,52.82,1035168,0.0,1.0
2023-03-10,55.21,55.21,53.03,53.68,53.68,995205,0.0,1.0
2023-03-09,56.17,56.62,55.44,55.56,55.56,704132,0.0,1.0
2023-03-08,55.61,56.85,54.65,56.3,56.3,614954,0.0,1.0
2023-03-07,55.3,56.29,55.02,55.52,55.52,731790,0.0,1.0
2023-03-06,56.96,57.22,54.97,55.27,55.27,915253,0.0,1.0
2023-03-03,56.98,57.275,56.07,56.6,56.6,674810,0.0,1.0
2023-03-02,55.65,57.335,55.1401,56.8,56.8,753401,0.0,1.0
2023-03-01,56.96,57.55,55.67,55.75,55.75,1256898,0.0,1.0
2023-02-28,58.79,59.83,57.5,57.54,57.54,926420,0.0,1.0
2023-02-27,59.55,60.13,57.46,57.96,57.96,703110,0.0,1.0
2023-02-24,57.32,59.71,57.2777,59.19,59.19,606986,0.0,1.0
2023-02-23,58.56,58.965,56.57,58.09,58.09,687516,0.0,1.0
2023-02-22,57.97,59.63,57.7,58.69,58.69,743682,0.0,1.0
2023-02-21,57.24,58.64,56.83,58.17,58.17,734591,0.0,1.0
2023-02-17,59.22,59.86,57.29,58.0,58.0,788384,0.0,1.0
2023-02-16,58.38,59.945,57.92,59.23,59.23,874443,0.0,1.0
2023-02-15,56.23,59.42,56.23,59.34,59.34,940062,0.0,1.0
2023-02-14,55.61,56.76,54.78,56.76,56.76,530993,0.0,1.0
2023-02-13,55.94,56.84,55.6575,56.54,56.54,669333,0.0,1.0
2023-02-10,54.55,55.855,53.99,55.78,55.78,612664,0.0,1.0
2023-02-09,56.69,57.15,54.73,55.01,55.01,574799,0.0,1.0
2023-02-08,56.65,57.29,56.1128,56.35,56.35,658197,0.0,1.0
2023-02-07,55.58,57.1,55.18,56.75,56.75,535092,0.0,1.0
2023-02-06,56.16,57.9,55.72,56.14,56.14,836583,0.0,1.0
2023-02-03,57.31,58.645,55.79,56.15,56.15,692703,0.0,1.0
2023-02-02,57.26,59.9,57.26,58.22,58.22,1225176,0.0,1.0
2023-02-01,54.69,56.755,53.905,56.45,56.45,634539,0.0,1.0
2023-01-31,53.46,54.76,53.31,54.76,54.76,567983,0.0,1.0
2023-01-30,53.25,54.61,52.8765,53.46,53.46,619263,0.0,1.0
2023-01-27,53.75,54.35,53.155,53.97,53.97,526809,0.0,1.0
2023-01-26,54.79,55.07,53.15,53.73,53.73,716357,0.0,1.0
2023-01-25,53.03,54.29,52.41,54.27,54.27,671086,0.0,1.0
2023-01-24,53.62,53.9,52.88,53.47,53.47,525587,0.0,1.0
2023-01-23,53.57,54.12,52.93,53.9,53.9,885863,0.0,1.0
2023-01-20,51.51,53.32,51.15,53.26,53.26,708055,0.0,1.0
2023-01-19,52.86,52.9,51.19,51.37,51.37,730446,0.0,1.0
2023-01-18,53.4,54.59,52.765,53.0,53.0,1138765,0.0,1.0
2023-01-17,53.14,54.22,52.43,53.4,53.4,785441,0.0,1.0
2023-01-13,51.76,54.99,51.51,53.9,53.9,1433705,0.0,1.0
2023-01-12,52.45,52.725,51.5,51.99,51.99,775527,0.0,1.0
2023-01-11,51.57,52.27,50.69,51.94,51.94,779313,0.0,1.0
2023-01-10,50.84,51.44,50.125,51.38,51.38,600310,0.0,1.0
2023-01-09,52.34,52.74,50.35,50.38,50.38,1182241,0.0,1.0
2023-01-06,49.59,52.52,49.24,52.05,52.05,1557948,0.0,1.0
2023-01-05,48.26,49.25,47.79,48.97,48.97,788339,0.0,1.0
2023-01-04,47.02,49.06,46.25,48.98,48.98,1147532,0.0,1.0
2023-01-03,47.31,47.84,46.34,46.77,46.77,1005804,0.0,1.0
2022-12-30,46.13,47.32,46.13,46.84,46.84,1057258,0.0,1.0
2022-12-29,46.5,47.64,46.32,46.93,46.93,934135,0.0,1.0
2022-12-28,46.05,47.04,45.7565,46.12,46.12,864411,0.0,1.0
2022-12-27,46.29,46.97,45.78,46.2,46.2,677060,0.0,1.0
2022-12-23,45.07,46.58,44.72,46.37,46.37,728428,0.0,1.0
2022-12-22,45.93,45.96,44.785,45.53,45.53,1159064,0.0,1.0
2022-12-21,47.37,47.835,46.19,46.74,46.74,1344105,0.0,1.0
2022-12-20,46.57,46.93,45.81,46.62,46.62,1271889,0.0,1.0
2022-12-19,50.42,50.42,46.43,46.76,46.76,1907572,0.0,1.0
2022-12-16,50.37,50.805,49.62,50.17,50.17,1479732,0.0,1.0
2022-12-15,50.64,51.505,50.13,50.76,50.76,1408944,0.0,1.0
2022-12-14,52.37,52.92,50.28,51.25,51.25,1060484,0.0,1.0
2022-12-13,54.39,55.41,50.83,52.18,52.18,1168918,0.0,1.0
2022-12-12,51.37,53.65,51.1,52.73,52.73,1276299,0.0,1.0
2022-12-09,52.02,52.45,50.94,51.3,51.3,2104728,0.0,1.0
2022-12-08,47.0,52.16,46.78,52.11,52.11,4002649,0.0,1.0
2022-12-07,54.0,54.0,46.44,47.66,47.66,7453470,0.0,1.0
2022-12-06,57.09,57.91,55.16,57.75,57.75,2240862,0.0,1.0
2022-12-05,60.4,60.75,57.08,57.33,57.33,1477960,0.0,1.0
2022-12-02,59.87,60.495,59.43,60.47,60.47,1025840,0.0,1.0
2022-12-01,60.38,60.79,58.15,60.45,60.45,1608215,0.0,1.0
2022-11-30,60.31,61.2,58.7,60.9,60.9,1119424,0.0,1.0
2022-11-29,62.82,62.82,60.28,60.33,60.33,1020774,0.0,1.0
2022-11-28,60.18,62.77,59.915,62.22,62.22,1398023,0.0,1.0
2022-11-25,60.39,60.91,59.66,60.15,60.15,350984,0.0,1.0
2022-11-23,59.04,61.53,59.04,60.75,60.75,1043872,0.0,1.0
2022-11-22,58.14,60.775,58.095,59.34,59.34,1359432,0.0,1.0
2022-11-21,55.68,57.71,54.96,57.54,57.54,1000924,0.0,1.0
2022-11-18,55.63,57.98,55.1101,55.95,55.95,1102070,0.0,1.0
2022-11-17,51.52,54.43,51.14,54.42,54.42,1295763,0.0,1.0
2022-11-16,53.85,53.85,51.5,52.22,52.22,2091156,0.0,1.0
2022-11-15,57.49,58.19,56.13,57.06,57.06,720012,0.0,1.0
2022-11-14,57.47,57.47,55.47,55.55,55.55,1208938,0.0,1.0
2022-11-11,55.5,58.0,54.75,57.7,57.7,973675,0.0,1.0
2022-11-10,53.08,55.2,52.61,54.97,54.97,1042615,0.0,1.0
2022-11-09,53.98,54.075,50.7602,50.96,50.96,1260692,0.0,1.0
2022-11-08,53.93,56.26,52.75,54.31,54.31,1157547,0.0,1.0
2022-11-07,52.58,53.73,51.875,53.36,53.36,1181202,0.0,1.0
2022-11-04,53.2,53.62,51.32,52.24,52.24,1429582,0.0,1.0
2022-11-03,52.94,54.27,52.55,52.59,52.59,1016854,0.0,1.0
2022-11-02,56.06,56.18,53.82,53.82,53.82,842956,0.0,1.0
2022-11-01,56.575,57.28,55.755,56.09,56.09,664231,0.0,1.0
2022-10-31,58.09,58.15,55.22,56.0,56.0,1119536,0.0,1.0
2022-10-28,57.04,58.3,56.23,58.18,58.18,724314,0.0,1.0
2022-10-27,57.08,57.93,56.13,56.79,56.79,684371,0.0,1.0
2022-10-26,58.12,58.55,56.72,56.88,56.88,1014781,0.0,1.0
2022-10-25,55.07,58.53,55.07,57.89,57.89,1057552,0.0,1.0
2022-10-24,55.37,55.64,54.03,54.63,54.63,1426057,0.0,1.0
2022-10-21,52.75,54.9399,52.58,54.88,54.88,950839,0.0,1.0
2022-10-20,54.29,54.39,52.315,52.48,52.48,1184651,0.0,1.0
2022-10-19,55.58,55.665,53.0,54.06,54.06,1338145,0.0,1.0
2022-10-18,55.24,56.015,53.96,55.88,55.88,1307927,0.0,1.0
2022-10-17,53.37,54.48,52.94,54.01,54.01,1406954,0.0,1.0
2022-10-14,54.41,55.02,53.08,53.21,53.21,965433,0.0,1.0
2022-10-13,53.18,55.52,51.73,54.03,54.03,1549326,0.0,1.0
2022-10-12,55.05,56.75,54.46,54.49,54.49,1732405,0.0,1.0
2022-10-11,53.71,56.385,53.51,54.78,54.78,1346744,0.0,1.0
2022-10-10,52.89,53.865,52.12,53.53,53.53,916786,0.0,1.0
2022-10-07,52.87,53.46,52.19,52.99,52.99,874373,0.0,1.0
2022-10-06,55.88,56.27,52.88,53.34,53.34,1450597,0.0,1.0
2022-10-05,54.23,55.98,53.41,55.91,55.91,1025035,0.0,1.0
2022-10-04,53.72,55.39,53.635,55.05,55.05,1415864,0.0,1.0
2022-10-03,52.19,53.59,51.08,52.86,52.86,1183870,0.0,1.0
2022-09-30,51.19,52.64,48.9501,51.6,51.6,1739953,0.0,1.0
2022-09-29,55.57,55.975,51.41,51.47,51.47,2279511,0.0,1.0
2022-09-28,56.88,57.88,56.24,56.71,56.71,1136621,0.0,1.0
2022-09-27,58.55,59.8,55.67,56.55,56.55,1291192,0.0,1.0
2022-09-26,57.4,59.6299,57.4,58.02,58.02,891933,0.0,1.0
2022-09-23,58.5,59.88,57.325,58.08,58.08,1675035,0.0,1.0
2022-09-22,58.13,59.255,57.85,58.92,58.92,1109985,0.0,1.0
2022-09-21,58.04,60.14,57.83,58.47,58.47,1238832,0.0,1.0
2022-09-20,57.51,58.2,56.93,57.54,57.54,977378,0.0,1.0
2022-09-19,57.28,58.26,56.71,57.6,57.6,937525,0.0,1.0
2022-09-16,56.92,58.33,56.67,57.71,57.71,1429524,0.0,1.0
2022-09-15,56.34,59.01,56.28,57.17,57.17,1618569,0.0,1.0
2022-09-14,54.56,55.38,53.16,55.02,55.02,1157794,0.0,1.0
2022-09-13,57.13,57.31,54.01,54.12,54.12,1188101,0.0,1.0
2022-09-12,58.25,59.98,58.25,58.46,58.46,860426,0.0,1.0
2022-09-09,58.94,59.78,57.97,58.3,58.3,984029,0.0,1.0
2022-09-08,57.3,58.5899,56.17,58.51,58.51,806994,0.0,1.0
2022-09-07,55.43,58.31,55.17,57.89,57.89,933052,0.0,1.0
2022-09-06,55.22,55.625,53.6827,55.3,55.3,998214,0.0,1.0
2022-09-02,54.91,55.91,53.6,54.95,54.95,1813195,0.0,1.0
2022-09-01,52.94,55.2,52.17,54.82,54.82,2926037,0.0,1.0
2022-08-31,56.72,56.87,53.83,55.31,55.31,2432136,0.0,1.0
2022-08-30,59.0,59.075,56.19,56.41,56.41,2435079,0.0,1.0
2022-08-29,60.45,60.82,58.36,58.64,58.64,1914864,0.0,1.0
2022-08-26,66.24,66.56,61.11,61.13,61.13,1211591,0.0,1.0
2022-08-25,64.34,66.18,63.7328,65.77,65.77,966841,0.0,1.0
2022-08-24,64.46,65.79,63.27,64.75,64.75,730193,0.0,1.0
2022-08-23,64.72,65.76,63.64,64.31,64.31,780072,0.0,1.0
2022-08-22,64.51,65.07,63.5245,64.68,64.68,626697,0.0,1.0
2022-08-19,65.05,65.77,63.9248,65.0,65.0,675783,0.0,1.0
2022-08-18,64.93,66.86,63.82,65.77,65.77,856560,0.0,1.0
2022-08-17,65.14,65.73,64.02,64.45,64.45,863087,0.0,1.0
2022-08-16,66.1,67.99,65.03,66.49,66.49,950036,0.0,1.0
2022-08-15,65.53,66.2,64.8873,65.42,65.42,685436,0.0,1.0
2022-08-12,65.2,65.97,64.3208,65.67,65.67,695103,0.0,1.0
2022-08-11,64.92,66.58,64.13,65.08,65.08,1271563,0.0,1.0
2022-08-10,64.21,64.77,63.18,63.73,63.73,812676,0.0,1.0
2022-08-09,63.68,64.2619,61.49,62.62,62.62,783989,0.0,1.0
2022-08-08,63.25,65.95,63.25,63.79,63.79,837401,0.0,1.0
2022-08-05,61.59,63.06,60.79,62.79,62.79,596414,0.0,1.0
2022-08-04,64.51,64.99,62.17,62.42,62.42,833122,0.0,1.0
2022-08-03,61.07,65.03,60.628,64.18,64.18,1453681,0.0,1.0
2022-08-02,61.0,61.5299,59.665,60.19,60.19,915616,0.0,1.0
2022-08-01,58.98,62.48,58.98,61.28,61.28,1350303,0.0,1.0
2022-07-29,59.05,59.52,58.48,58.95,58.95,892218,0.0,1.0
2022-07-28,61.65,61.84,57.76,59.31,59.31,1450811,0.0,1.0
2022-07-27,61.18,61.88,60.25,61.58,61.58,1363901,0.0,1.0
2022-07-26,61.04,61.7499,59.7,60.5,60.5,1710273,0.0,1.0
2022-07-25,65.54,65.54,61.11,63.59,63.59,1955988,0.0,1.0
2022-07-22,66.59,67.85,65.11,65.58,65.58,936647,0.0,1.0
2022-07-21,66.5,67.2,64.405,66.5,66.5,2059391,0.0,1.0
2022-07-20,66.89,67.885,66.0,67.28,67.28,930398,0.0,1.0
2022-07-19,68.08,68.615,66.735,66.89,66.89,1126898,0.0,1.0
2022-07-18,68.78,69.43,68.03,68.08,68.08,1028919,0.0,1.0
2022-07-15,68.31,69.8,67.81,68.59,68.59,1495281,0.0,1.0
2022-07-14,68.18,68.425,66.17,66.54,66.54,1423965,0.0,1.0
2022-07-13,67.92,69.18,67.37,68.21,68.21,1565076,0.0,1.0
2022-07-12,70.34,72.27,68.7401,69.2,69.2,921988,0.0,1.0
2022-07-11,71.53,71.72,70.42,71.16,71.16,1242556,0.0,1.0
2022-07-08,69.97,71.8499,69.72,71.17,71.17,1649287,0.0,1.0
2022-07-07,66.88,70.85,66.23,70.82,70.82,2186404,0.0,1.0
2022-07-06,65.69,66.94,64.26,66.27,66.27,1278274,0.0,1.0
2022-07-05,61.0,66.28,60.76,66.26,66.26,1767505,0.0,1.0
2022-07-01,58.36,61.38,58.09,61.33,61.33,1066305,0.0,1.0
2022-06-30,58.75,59.97,58.2209,58.75,58.75,1136918,0.0,1.0
2022-06-29,59.33,60.4,58.43,60.32,60.32,1124257,0.0,1.0
2022-06-28,62.69,63.69,58.67,58.84,58.84,1574356,0.0,1.0
2022-06-27,64.43,64.43,61.465,62.86,62.86,1419116,0.0,1.0
2022-06-24,60.92,63.52,60.68,63.43,63.43,1849653,0.0,1.0
2022-06-23,58.05,60.83,57.9389,60.7,60.7,1474031,0.0,1.0
2022-06-22,59.21,60.42,57.45,57.86,57.86,1286826,0.0,1.0
2022-06-21,59.0,60.63,58.42,59.97,59.97,1869041,0.0,1.0
2022-06-17,57.9,58.49,55.87,57.97,57.97,2126131,0.0,1.0
2022-06-16,54.93,57.17,54.42,57.13,57.13,1664604,0.0,1.0
2022-06-15,54.64,57.39,54.29,56.71,56.71,1776701,0.0,1.0
2022-06-14,53.05,54.85,53.05,54.09,54.09,1545230,0.0,1.0
2022-06-13,52.21,53.625,51.54,53.21,53.21,1770458,0.0,1.0
2022-06-10,54.07,54.63,52.14,53.66,53.66,2815780,0.0,1.0
2022-06-09,55.23,56.96,53.58,55.69,55.69,3281698,0.0,1.0
2022-06-08,50.99,55.69,49.75,53.38,53.38,4842336,0.0,1.0
2022-06-07,47.29,51.65,46.94,50.99,50.99,2823040,0.0,1.0
2022-06-06,48.41,48.52,46.8125,48.48,48.48,1445204,0.0,1.0
2022-06-03,46.82,48.0,46.15,47.39,47.39,1185707,0.0,1.0
2022-06-02,45.32,47.06,44.9,47.02,47.02,1259263,0.0,1.0
2022-06-01,47.06,47.73,45.58,45.75,45.75,1021031,0.0,1.0
2022-05-31,47.51,48.0,45.92,46.97,46.97,1132181,0.0,1.0
2022-05-27,46.07,48.53,45.38,48.19,48.19,1629214,0.0,1.0
2022-05-26,46.89,48.12,45.33,46.29,46.29,1573339,0.0,1.0
2022-05-25,41.96,46.219,41.96,45.67,45.67,1811949,0.0,1.0
2022-05-24,42.57,43.7,41.12,42.01,42.01,1847083,0.0,1.0
2022-05-23,42.43,43.52,42.09,43.19,43.19,1502470,0.0,1.0
2022-05-20,45.51,47.51,41.54,42.35,42.35,4328495,0.0,1.0
2022-05-19,42.29,43.99,40.4,43.19,43.19,2356256,0.0,1.0
2022-05-18,43.64,44.85,42.14,43.46,43.46,2160803,0.0,1.0
2022-05-17,46.52,47.11,44.12,45.81,45.81,1204256,0.0,1.0
2022-05-16,45.2,46.75,44.51,45.98,45.98,934864,0.0,1.0
2022-05-13,44.77,46.59,44.595,45.62,45.62,1781260,0.0,1.0
2022-05-12,42.48,44.94,41.79,44.0,44.0,1635486,0.0,1.0
2022-05-11,44.22,45.25,42.65,42.99,42.99,1576695,0.0,1.0
2022-05-10,48.86,49.08,43.7501,44.31,44.31,1979484,0.0,1.0
2022-05-09,47.09,49.33,46.55,48.9,48.9,1081108,0.0,1.0
2022-05-06,48.32,48.84,45.85,48.14,48.14,1432294,0.0,1.0
2022-05-05,51.66,51.66,47.97,48.78,48.78,1162317,0.0,1.0
2022-05-04,48.88,52.57,48.54,52.16,52.16,1416030,0.0,1.0
2022-05-03,50.54,50.73,48.555,48.67,48.67,823473,0.0,1.0
2022-05-02,48.35,50.52,47.74,50.42,50.42,945536,0.0,1.0
2022-04-29,48.98,50.0,47.88,48.05,48.05,631356,0.0,1.0
2022-04-28,49.31,49.83,47.63,49.63,49.63,1061910,0.0,1.0
2022-04-27,49.47,49.66,47.59,48.5,48.5,919337,0.0,1.0
2022-04-26,48.59,49.76,47.85,49.01,49.01,897494,0.0,1.0
2022-04-25,48.14,49.15,46.7,49.13,49.13,1636512,0.0,1.0
2022-04-22,50.69,50.89,48.19,48.38,48.38,1113488,0.0,1.0
2022-04-21,54.08,54.12,50.54,50.84,50.84,1089454,0.0,1.0
2022-04-20,54.42,54.78,52.23,53.39,53.39,1038935,0.0,1.0
2022-04-19,53.03,54.37,52.89,54.2,54.2,1298172,0.0,1.0
2022-04-18,53.85,55.01,52.92,53.03,53.03,1531443,0.0,1.0
2022-04-14,53.64,55.22,53.235,54.6,54.6,1538201,0.0,1.0
2022-04-13,51.21,54.665,50.56,54.0,54.0,1816650,0.0,1.0
2022-04-12,51.96,54.43,51.1,51.21,51.21,2439231,0.0,1.0
2022-04-11,51.0,53.44,50.74,51.43,51.43,1961065,0.0,1.0
2022-04-08,50.16,51.88,49.13,51.19,51.19,1522757,0.0,1.0
2022-04-07,48.0,50.27,47.36,50.07,50.07,2007468,0.0,1.0
2022-04-06,46.69,49.0,46.32,48.32,48.32,1733503,0.0,1.0
2022-04-05,49.2,49.88,46.99,47.07,47.07,1696445,0.0,1.0
2022-04-04,45.95,49.84,45.5501,49.56,49.56,3151297,0.0,1.0
2022-04-01,43.9,43.95,42.55,42.85,42.85,948264,0.0,1.0
2022-03-31,44.08,44.31,42.56,42.96,42.96,1368842,0.0,1.0
2022-03-30,44.27,44.89,43.63,43.9,43.9,1073649,0.0,1.0
2022-03-29,42.83,44.93,42.78,44.72,44.72,1565688,0.0,1.0
2022-03-28,43.27,43.97,40.1135,42.17,42.17,1787306,0.0,1.0
2022-03-25,42.74,44.45,42.51,43.21,43.21,2519873,0.0,1.0
2022-03-24,40.67,44.29,39.6,43.06,43.06,4695623,0.0,1.0
2022-03-23,42.56,44.06,40.61,40.67,40.67,3006505,0.0,1.0
2022-03-22,42.44,44.25,41.97,42.94,42.94,1637794,0.0,1.0
2022-03-21,42.91,43.232,41.28,41.5,41.5,1021486,0.0,1.0
2022-03-18,40.87,43.19,40.7551,42.91,42.91,1334747,0.0,1.0
2022-03-17,41.52,42.02,39.6428,41.33,41.33,1334307,0.0,1.0
2022-03-16,41.0,43.15,40.75,41.89,41.89,1364932,0.0,1.0
2022-03-15,38.23,40.71,38.11,40.59,40.59,1319245,0.0,1.0
2022-03-14,39.09,39.43,37.6701,38.09,38.09,1208661,0.0,1.0
2022-03-11,42.52,42.985,38.75,39.22,39.22,1512204,0.0,1.0
2022-03-10,43.28,43.53,40.83,42.0,42.0,1557373,0.0,1.0
2022-03-09,45.27,45.76,43.77,44.42,44.42,1043669,0.0,1.0
2022-03-08,42.66,46.3,41.915,44.53,44.53,1486884,0.0,1.0
2022-03-07,44.75,44.75,42.45,42.51,42.51,1522502,0.0,1.0
2022-03-04,43.36,44.72,42.81,44.38,44.38,1445096,0.0,1.0
2022-03-03,44.39,45.27,43.01,43.44,43.44,1622490,0.0,1.0
2022-03-02,43.48,46.07,42.51,44.3,44.3,1897496,0.0,1.0
2022-03-01,43.24,44.71,42.5,43.43,43.43,1961502,0.0,1.0
2022-02-28,42.49,43.91,42.31,43.18,43.18,1033382,0.0,1.0
2022-02-25,41.65,43.5,41.12,43.36,43.36,977071,0.0,1.0
2022-02-24,39.52,42.06,39.23,41.7,41.7,1498084,0.0,1.0
2022-02-23,41.04,42.185,40.18,40.94,40.94,1069283,0.0,1.0
2022-02-22,41.99,43.17,40.91,41.0,41.0,1261364,0.0,1.0
2022-02-18,41.53,43.01,41.02,41.96,41.96,877409,0.0,1.0
2022-02-17,42.79,43.08,40.97,41.23,41.23,1230424,0.0,1.0
2022-02-16,45.0,45.0,42.28,43.04,43.04,1178908,0.0,1.0
2022-02-15,46.06,46.78,44.63,45.11,45.11,981551,0.0,1.0
2022-02-14,44.85,46.38,44.85,45.24,45.24,1109444,0.0,1.0
2022-02-11,46.46,46.56,44.8,44.94,44.94,664503,0.0,1.0
2022-02-10,46.5,48.29,45.52,45.88,45.88,728015,0.0,1.0
2022-02-09,46.31,47.54,45.6,47.28,47.28,852510,0.0,1.0
2022-02-08,45.8,47.22,45.21,46.25,46.25,1108863,0.0,1.0
2022-02-07,46.86,47.31,45.595,45.92,45.92,1591801,0.0,1.0
2022-02-04,46.61,47.14,44.71,46.89,46.89,1047755,0.0,1.0
2022-02-03,46.79,47.8857,46.24,46.61,46.61,970033,0.0,1.0
2022-02-02,48.39,48.4,46.76,47.23,47.23,903361,0.0,1.0
2022-02-01,47.6,48.73,47.176,48.39,48.39,794131,0.0,1.0
2022-01-31,44.89,48.0,44.89,47.94,47.94,1200802,0.0,1.0
2022-01-28,43.08,44.96,42.4,44.93,44.93,932010,0.0,1.0
2022-01-27,45.25,46.13,43.59,44.06,44.06,1107673,0.0,1.0
2022-01-26,47.39,47.39,43.78,44.33,44.33,1140308,0.0,1.0
2022-01-25,47.65,47.98,45.85,46.26,46.26,1127459,0.0,1.0
2022-01-24,43.7,48.3799,43.5,48.16,48.16,1822290,0.0,1.0
2022-01-21,44.1,45.34,43.6,44.35,44.35,1377508,0.0,1.0
2022-01-20,45.65,46.99,44.09,44.17,44.17,892611,0.0,1.0
2022-01-19,43.99,47.2,43.99,45.61,45.61,1399238,0.0,1.0
2022-01-18,44.6,44.93,43.63,44.02,44.02,1115866,0.0,1.0
2022-01-14,47.28,47.28,44.8,45.2,45.2,1263292,0.0,1.0
2022-01-13,47.52,48.095,46.89,47.22,47.22,913741,0.0,1.0
2022-01-12,48.52,49.49,47.27,47.85,47.85,1195183,0.0,1.0
2022-01-11,48.24,48.39,47.19,48.04,48.04,1287067,0.0,1.0
2022-01-10,49.36,49.51,46.44,48.37,48.37,1727255,0.0,1.0
2022-01-07,49.37,50.59,48.3,49.71,49.71,1108262,0.0,1.0
2022-01-06,49.62,51.0166,48.11,49.23,49.23,1344100,0.0,1.0
2022-01-05,50.9,52.526,49.29,49.54,49.54,1402402,0.0,1.0
2022-01-04,52.68,53.41,50.89,51.15,51.15,996932,0.0,1.0
2022-01-03,51.71,53.88,51.61,52.41,52.41,873304,0.0,1.0
2021-12-31,51.53,52.33,51.04,51.19,51.19,595069,0.0,1.0
2021-12-30,51.13,52.97,50.76,51.86,51.86,601717,0.0,1.0
2021-12-29,50.55,51.94,50.19,51.13,51.13,755760,0.0,1.0
2021-12-28,49.66,51.125,49.26,50.65,50.65,927636,0.0,1.0
2021-12-27,48.3438,49.75,47.8801,49.68,49.68,835381,0.0,1.0
2021-12-23,46.3,48.36,45.55,48.05,48.05,1568891,0.0,1.0
2021-12-22,46.68,47.32,46.2,46.3,46.3,766657,0.0,1.0
2021-12-21,46.5,48.06,46.2,46.68,46.68,1241363,0.0,1.0
2021-12-20,48.3,48.375,46.03,46.21,46.21,1560341,0.0,1.0
2021-12-17,47.71,49.42,46.58,48.89,48.89,2350724,0.0,1.0
2021-12-16,49.87,49.95,47.21,47.65,47.65,1889663,0.0,1.0
2021-12-15,49.85,50.2891,48.2,49.18,49.18,2669907,0.0,1.0
2021-12-14,47.76,51.5,47.26,50.61,50.61,1583380,0.0,1.0
2021-12-13,49.6384,51.105,49.17,50.47,50.47,1450721,0.0,1.0
2021-12-10,49.99,50.64,48.995,49.96,49.96,1032159,0.0,1.0
2021-12-09,51.1,51.16,49.69,49.73,49.73,986110,0.0,1.0
2021-12-08,51.2,52.25,50.44,51.22,51.22,1309085,0.0,1.0
2021-12-07,54.18,54.77,51.44,51.53,51.53,1942216,0.0,1.0
2021-12-06,50.22,56.43,50.13,53.68,53.68,4062747,0.0,1.0
2021-12-03,50.76,52.95,49.03,49.99,49.99,8066331,0.0,1.0
2021-12-02,61.96,63.65,60.6774,62.86,62.86,2413261,0.0,1.0
2021-12-01,62.96,65.81,61.135,61.22,61.22,1793778,0.0,1.0
2021-11-30,62.77,63.59,60.77,61.89,61.89,1176546,0.0,1.0
2021-11-29,65.35,66.245,63.26,63.32,63.32,757978,0.0,1.0
