,POST_Open,POST_High,POST_Low,POST_Close,POST_Adj Close,POST_Volume,POST_Dividend Amount,POST_Split Coefficient
2021-05-21,116.0,116.795,115.025,115.37,75.5039267015707,520181,0.0,1.0
2021-05-20,116.21,117.11,115.4,115.97,75.8965968586387,356280,0.0,1.0
2021-05-19,116.6,116.6,114.81,116.01,75.9227748691099,328698,0.0,1.0
2021-05-18,117.17,117.44,115.6,116.59,76.3023560209424,343479,0.0,1.0
2021-05-17,117.28,117.68,116.2,117.25,76.7342931937173,733170,0.0,1.0
2021-05-14,117.17,117.67,116.79,117.4,76.8324607329843,200962,0.0,1.0
2021-05-13,114.84,117.22,114.84,116.85,76.4725130890052,402846,0.0,1.0
2021-05-12,116.02,116.845,115.02,115.15,75.3599476439791,313339,0.0,1.0
2021-05-11,116.24,117.325,115.59,116.28,76.0994764397906,328947,0.0,1.0
2021-05-10,116.47,117.91,115.52,116.09,75.9751308900524,276360,0.0,1.0
2021-05-07,116.1,117.19,113.54,116.35,76.1452879581152,455082,0.0,1.0
2021-05-06,115.0,117.575,114.725,116.19,76.0405759162304,366176,0.0,1.0
2021-05-05,115.16,115.59,113.21,114.32,74.8167539267016,430900,0.0,1.0
2021-05-04,114.99,115.3,113.77,114.92,75.2094240837696,342311,0.0,1.0
2021-05-03,114.38,115.85,114.25,114.87,75.1767015706806,233586,0.0,1.0
2021-04-30,113.8,114.35,113.205,113.78,74.4633507853403,313781,0.0,1.0
2021-04-29,113.18,114.125,113.09,113.93,74.5615183246073,179587,0.0,1.0
2021-04-28,112.69,113.08,111.92,112.69,73.75,421668,0.0,1.0
2021-04-27,112.44,113.285,112.16,112.64,73.717277486911,291403,0.0,1.0
2021-04-26,113.54,113.54,112.06,113.13,74.0379581151832,714829,0.0,1.0
2021-04-23,112.32,113.61,111.935,113.08,74.0052356020942,450906,0.0,1.0
2021-04-22,112.43,113.43,112.06,112.56,73.6649214659686,610930,0.0,1.0
2021-04-21,112.42,113.4,111.61,112.68,73.7434554973822,365253,0.0,1.0
2021-04-20,110.61,112.0,110.26,111.97,73.2787958115183,569026,0.0,1.0
2021-04-19,111.01,111.53,110.45,111.2,72.7748691099476,444561,0.0,1.0
2021-04-16,110.6,110.78,109.62,110.59,72.3756544502618,541084,0.0,1.0
2021-04-15,109.5,110.58,109.07,110.24,72.1465968586387,627836,0.0,1.0
2021-04-14,107.8,109.02,107.79,108.98,71.3219895287958,353053,0.0,1.0
2021-04-13,108.29,108.32,107.485,107.66,70.4581151832461,654311,0.0,1.0
2021-04-12,106.42,108.56,106.42,108.33,70.8965968586387,393941,0.0,1.0
2021-04-09,108.67,108.67,106.11,106.17,69.4829842931937,558354,0.0,1.0
2021-04-08,107.98,108.87,106.82,108.6,71.0732984293194,464890,0.0,1.0
2021-04-07,109.31,109.45,106.8875,108.3,70.8769633507853,647762,0.0,1.0
2021-04-06,107.48,109.39,106.85,109.17,71.446335078534,479541,0.0,1.0
2021-04-05,106.38,107.96,105.69,107.74,70.5104712041885,264403,0.0,1.0
2021-04-01,105.56,106.22,105.3549,105.97,69.3520942408377,376560,0.0,1.0
2021-03-31,106.49,106.85,105.64,105.72,69.1884816753927,377723,0.0,1.0
2021-03-30,107.0,107.44,105.61,106.69,69.8232984293194,231363,0.0,1.0
2021-03-29,107.22,109.0,106.16,107.28,70.2094240837696,211372,0.0,1.0
2021-03-26,105.88,107.595,105.07,107.47,70.3337696335079,257133,0.0,1.0
2021-03-25,103.18,105.75,102.56,105.54,69.0706806282723,225888,0.0,1.0
2021-03-24,102.82,104.34,102.32,103.12,67.4869109947644,279216,0.0,1.0
2021-03-23,105.26,105.85,103.28,103.45,67.7028795811518,365685,0.0,1.0
2021-03-22,107.02,107.02,104.74,105.5,69.044502617801,414836,0.0,1.0
2021-03-19,103.95,107.87,103.87,106.91,69.967277486911,1051565,0.0,1.0
2021-03-18,105.02,105.5,103.14,103.76,67.9057591623037,300077,0.0,1.0
2021-03-17,104.99,105.92,104.65,105.09,68.7761780104712,434049,0.0,1.0
2021-03-16,104.15,104.99,103.59,104.88,68.6387434554974,278950,0.0,1.0
2021-03-15,101.77,104.1,101.77,104.04,68.0890052356021,287835,0.0,1.0
2021-03-12,102.47,103.36,101.55,102.01,66.7604712041885,229150,0.0,1.0
2021-03-11,102.43,103.39,101.82,101.96,66.7277486910995,235179,0.0,1.0
2021-03-10,101.76,103.34,101.27,102.45,67.0484293193717,505503,0.0,1.0
2021-03-09,104.21,105.08,101.8,101.8,66.6230366492147,421991,0.0,1.0
2021-03-08,104.58,106.98,104.0,104.81,68.5929319371728,429412,0.0,1.0
2021-03-05,101.63,103.69,101.63,103.53,67.7552356020942,435120,0.0,1.0
2021-03-04,98.95,101.93,98.675,100.88,66.020942408377,495438,0.0,1.0
2021-03-03,98.21,99.23,97.89,98.64,64.5549738219895,367666,0.0,1.0
2021-03-02,97.85,99.07,96.93,98.09,64.1950261780105,356430,0.0,1.0
2021-03-01,96.93,98.4,96.18,97.83,64.0248691099476,470263,0.0,1.0
2021-02-26,97.32,98.43,95.625,96.06,62.8664921465969,520420,0.0,1.0
2021-02-25,97.74,99.02,95.84,96.87,63.3965968586387,323322,0.0,1.0
2021-02-24,98.66,99.53,98.035,98.14,64.2277486910995,328701,0.0,1.0
2021-02-23,98.24,99.11,96.7,98.56,64.5026178010471,438185,0.0,1.0
2021-02-22,97.48,98.23,96.97,97.76,63.979057591623,226367,0.0,1.0
2021-02-19,98.45,99.16,97.415,97.7,63.9397905759162,278476,0.0,1.0
2021-02-18,98.8,99.24,97.67,97.93,64.0903141361257,383181,0.0,1.0
2021-02-17,99.17,99.92,98.495,99.07,64.836387434555,239836,0.0,1.0
2021-02-16,100.0,100.2,98.23,99.38,65.0392670157068,424228,0.0,1.0
2021-02-12,99.86,100.18,98.39,100.0,65.4450261780105,303610,0.0,1.0
2021-02-11,98.01,100.53,97.16,100.02,65.4581151832461,420128,0.0,1.0
2021-02-10,99.04,100.49,97.59,98.22,64.2801047120419,614502,0.0,1.0
2021-02-09,98.78,98.835,97.25,97.35,63.7107329842932,352718,0.0,1.0
2021-02-08,96.85,98.69,95.8785,98.33,64.3520942408377,435002,0.0,1.0
2021-02-05,97.91,101.78,95.94,96.3,63.0235602094241,887380,0.0,1.0
2021-02-04,94.49,96.08,93.81,95.36,62.4083769633508,430452,0.0,1.0
2021-02-03,94.26,95.0396,91.795,94.4,61.7801047120419,529929,0.0,1.0
2021-02-02,94.92,96.01,94.34,94.72,61.9895287958115,457351,0.0,1.0
2021-02-01,95.43,96.23,93.5,94.01,61.5248691099476,376129,0.0,1.0
2021-01-29,96.65,96.9371,94.46,94.85,62.0746073298429,670819,0.0,1.0
2021-01-28,93.61,97.93,93.0,97.15,63.5798429319372,703418,0.0,1.0
2021-01-27,99.49,100.2,92.8,93.01,60.8704188481675,1206577,0.0,1.0
2021-01-26,100.37,100.87,99.15,100.33,65.6609947643979,323839,0.0,1.0
2021-01-25,98.19,103.17,98.19,100.47,65.7526178010471,287619,0.0,1.0
2021-01-22,98.76,99.73,98.23,98.94,64.7513089005236,243512,0.0,1.0
2021-01-21,98.6,99.69,97.96,99.14,64.8821989528796,321191,0.0,1.0
2021-01-20,98.28,99.09,97.67,98.49,64.4568062827225,400532,0.0,1.0
2021-01-19,99.52,100.22,98.11,98.34,64.3586387434555,384862,0.0,1.0
2021-01-15,98.68,99.72,98.34,98.82,64.6727748691099,335984,0.0,1.0
2021-01-14,100.5,100.88,99.31,99.37,65.032722513089,255941,0.0,1.0
2021-01-13,98.04,100.44,97.63,99.66,65.2225130890052,339098,0.0,1.0
2021-01-12,98.72,98.89,97.15,97.75,63.9725130890052,414886,0.0,1.0
2021-01-11,100.13,100.785,98.53,98.92,64.738219895288,246759,0.0,1.0
2021-01-08,100.67,100.98,99.115,100.68,65.8900523560209,347702,0.0,1.0
2021-01-07,99.63,100.64,98.215,100.31,65.6479057591623,428045,0.0,1.0
2021-01-06,99.75,100.74,98.675,99.46,65.0916230366492,471974,0.0,1.0
2021-01-05,99.95,101.12,99.06,99.34,65.0130890052356,344770,0.0,1.0
2021-01-04,100.56,101.09,98.86,100.12,65.5235602094241,344992,0.0,1.0
2020-12-31,101.39,102.01,100.84,101.01,66.1060209424084,416468,0.0,1.0
2020-12-30,100.94,101.755,99.98,101.27,66.2761780104712,375297,0.0,1.0
2020-12-29,101.74,102.21,100.73,101.23,66.25,474869,0.0,1.0
2020-12-28,100.67,102.14,100.02,101.42,66.3743455497382,380309,0.0,1.0
2020-12-24,100.52,100.52,98.84,100.31,65.6479057591623,141205,0.0,1.0
2020-12-23,99.5,100.7,98.9,100.17,65.5562827225131,320934,0.0,1.0
2020-12-22,98.26,99.13,97.38,98.71,64.6007853403141,387852,0.0,1.0
2020-12-21,97.32,98.37,96.1,98.24,64.2931937172775,468905,0.0,1.0
2020-12-18,99.45,99.74,97.84,98.89,64.7185863874346,1045643,0.0,1.0
2020-12-17,97.5,98.89,97.04,98.84,64.6858638743456,466891,0.0,1.0
2020-12-16,97.88,99.85,96.72,97.4,63.7434554973822,463280,0.0,1.0
2020-12-15,98.29,98.93,96.8,97.63,63.8939790575916,480986,0.0,1.0
2020-12-14,96.41,98.02,96.29,97.01,63.488219895288,584938,0.0,1.0
2020-12-11,94.0,96.24,94.0,96.05,62.8599476439791,375480,0.0,1.0
2020-12-10,94.25,94.65,93.61,94.37,61.7604712041885,245753,0.0,1.0
2020-12-09,94.27,94.38,93.22,94.14,61.6099476439791,282275,0.0,1.0
2020-12-08,92.24,94.3138,92.04,94.02,61.5314136125654,397468,0.0,1.0
2020-12-07,94.28,94.35,92.75,92.89,60.7918848167539,314199,0.0,1.0
2020-12-04,94.15,94.95,93.4,94.28,61.7015706806283,359262,0.0,1.0
2020-12-03,91.0,94.37,90.87,93.7,61.3219895287958,427449,0.0,1.0
2020-12-02,93.16,93.2943,91.01,91.23,59.705497382199,450009,0.0,1.0
2020-12-01,95.43,95.43,92.55,93.52,61.2041884816754,480373,0.0,1.0
2020-11-30,96.32,96.71,94.33,94.46,61.8193717277487,395888,0.0,1.0
2020-11-27,95.57,96.97,94.84,96.91,63.4227748691099,191103,0.0,1.0
2020-11-25,95.52,96.505,94.36,95.32,62.3821989528796,314707,0.0,1.0
2020-11-24,91.7,96.41,91.31,95.82,62.7094240837696,648984,0.0,1.0
2020-11-23,90.62,91.4,89.16,90.2,59.0314136125654,717504,0.0,1.0
2020-11-20,93.0,95.72,89.79,90.53,59.2473821989529,1218943,0.0,1.0
2020-11-19,97.14,98.21,95.82,96.7,63.2853403141361,589571,0.0,1.0
2020-11-18,100.88,100.97,96.76,97.12,63.5602094240838,660319,0.0,1.0
2020-11-17,101.73,102.26,100.01,100.71,65.9096858638743,550228,0.0,1.0
2020-11-16,104.0,104.22,101.97,102.52,67.0942408376963,717553,0.0,1.0
2020-11-13,100.78,102.91,100.06,102.64,67.1727748691099,449109,0.0,1.0
2020-11-12,100.7,100.8999,99.66,100.31,65.6479057591623,425215,0.0,1.0
2020-11-11,100.98,101.38,99.63,100.54,65.7984293193717,355816,0.0,1.0
2020-11-10,98.81,100.9,97.23,100.6,65.8376963350785,334931,0.0,1.0
2020-11-09,95.52,98.82,95.32,97.87,64.0510471204188,531782,0.0,1.0
2020-11-06,92.67,92.8,91.04,91.74,60.0392670157068,174462,0.0,1.0
2020-11-05,90.73,92.87,90.26,92.07,60.2552356020942,285319,0.0,1.0
2020-11-04,90.87,91.61,89.39,89.58,58.6256544502618,262581,0.0,1.0
2020-11-03,89.65,91.969,89.15,90.68,59.3455497382199,289394,0.0,1.0
2020-11-02,86.92,88.5,86.06,88.23,57.7421465968586,427601,0.0,1.0
2020-10-30,85.75,86.98,85.4,85.9,56.217277486911,359151,0.0,1.0
2020-10-29,86.23,86.8,85.12,86.33,56.4986910994764,454439,0.0,1.0
2020-10-28,89.66,90.14,86.52,86.65,56.7081151832461,386060,0.0,1.0
2020-10-27,90.94,91.575,90.655,90.87,59.4698952879581,222229,0.0,1.0
2020-10-26,91.96,92.35,90.75,91.34,59.7774869109948,215514,0.0,1.0
2020-10-23,93.15,93.25,92.14,92.61,60.6086387434555,198068,0.0,1.0
2020-10-22,91.64,92.86,91.51,92.63,60.6217277486911,384755,0.0,1.0
2020-10-21,90.92,92.02,90.92,91.36,59.7905759162304,200501,0.0,1.0
2020-10-20,92.49,92.59,91.155,91.34,59.7774869109948,256421,0.0,1.0
2020-10-19,93.16,94.59,91.39,91.76,60.0523560209424,455776,0.0,1.0
2020-10-16,92.46,94.13,92.255,93.16,60.9685863874345,411107,0.0,1.0
2020-10-15,91.33,92.29,91.09,91.87,60.1243455497382,447044,0.0,1.0
2020-10-14,91.3,92.45,91.27,91.95,60.1767015706806,290952,0.0,1.0
2020-10-13,91.62,92.74,91.36,91.6,59.9476439790576,350601,0.0,1.0
2020-10-12,92.8,93.26,92.1,92.27,60.3861256544503,379102,0.0,1.0
2020-10-09,92.18,93.78,91.46,92.64,60.6282722513089,561662,0.0,1.0
2020-10-08,90.07,91.9,89.74,91.57,59.9280104712042,414030,0.0,1.0
2020-10-07,88.84,89.915,88.11,89.63,58.6583769633508,372758,0.0,1.0
2020-10-06,89.85,90.26,87.82,88.68,58.0366492146597,503405,0.0,1.0
2020-10-05,89.24,90.31,89.135,89.49,58.5667539267016,430202,0.0,1.0
2020-10-02,86.62,89.2,86.0,88.7,58.0497382198953,348395,0.0,1.0
2020-10-01,86.3,88.22,86.205,87.2,57.0680628272251,711029,0.0,1.0
2020-09-30,83.83,86.565,83.83,86.0,56.282722513089,778485,0.0,1.0
2020-09-29,84.84,84.9,83.25,83.68,54.7643979057592,380283,0.0,1.0
2020-09-28,84.56,85.445,84.35,84.66,55.4057591623037,397661,0.0,1.0
2020-09-25,82.66,83.92,82.43,83.78,54.8298429319372,354508,0.0,1.0
2020-09-24,82.04,83.54,81.38,82.7,54.1230366492147,425956,0.0,1.0
2020-09-23,84.49,85.35,82.13,82.36,53.9005235602094,429642,0.0,1.0
2020-09-22,84.6,85.98,83.97,84.04,55.0,482054,0.0,1.0
2020-09-21,84.23,85.87,83.49,84.47,55.2814136125654,641514,0.0,1.0
2020-09-18,86.15,86.38,84.5,85.57,56.0013089005236,859577,0.0,1.0
2020-09-17,86.21,86.31,84.93,86.08,56.3350785340314,440497,0.0,1.0
2020-09-16,85.5,87.64,85.255,87.02,56.9502617801047,746057,0.0,1.0
2020-09-15,83.37,86.07,82.91,85.26,55.7984293193717,1001735,0.0,1.0
2020-09-14,83.52,83.735,82.38,82.53,54.011780104712,891171,0.0,1.0
2020-09-11,83.58,84.26,82.845,83.09,54.3782722513089,745790,0.0,1.0
2020-09-10,86.24,86.98,83.76,83.79,54.836387434555,638332,0.0,1.0
2020-09-09,86.52,87.33,85.1,86.02,56.2958115183246,489035,0.0,1.0
2020-09-08,88.71,88.88,85.82,86.23,56.4332460732984,402838,0.0,1.0
2020-09-04,88.18,89.02,87.28,88.92,58.1937172774869,425771,0.0,1.0
2020-09-03,88.5,89.8,87.04,87.44,57.2251308900524,344282,0.0,1.0
2020-09-02,86.08,89.325,86.08,88.9,58.1806282722513,360819,0.0,1.0
2020-09-01,87.65,87.65,85.98,86.28,56.4659685863874,568367,0.0,1.0
2020-08-31,88.54,89.26,88.02,88.02,57.6047120418848,436442,0.0,1.0
2020-08-28,87.65,89.03,86.48,88.98,58.2329842931937,594484,0.0,1.0
2020-08-27,86.67,88.225,86.5384,87.46,57.238219895288,345978,0.0,1.0
2020-08-26,87.04,87.33,86.01,86.47,56.5903141361257,348499,0.0,1.0
2020-08-25,86.91,86.92,85.66,86.79,56.7997382198953,259754,0.0,1.0
2020-08-24,85.22,86.58,84.86,86.53,56.6295811518325,204482,0.0,1.0
2020-08-21,85.39,85.6557,84.28,85.25,55.7918848167539,528797,0.0,1.0
2020-08-20,86.49,86.85,85.6859,85.79,56.1452879581152,276450,0.0,1.0
2020-08-19,87.41,87.42,86.605,86.89,56.8651832460733,379209,0.0,1.0
2020-08-18,86.83,87.37,85.48,87.33,57.1531413612565,602791,0.0,1.0
2020-08-17,87.85,88.28,86.74,86.81,56.8128272251309,765714,0.0,1.0
2020-08-14,88.22,88.84,87.79,87.89,57.5196335078534,358952,0.0,1.0
2020-08-13,89.53,90.94,88.68,88.77,58.0955497382199,515154,0.0,1.0
2020-08-12,88.48,89.37,88.4,88.66,58.0235602094241,327386,0.0,1.0
2020-08-11,89.78,90.77,88.08,88.37,57.8337696335079,484978,0.0,1.0
2020-08-10,88.61,89.7,88.61,89.24,58.4031413612565,552856,0.0,1.0
2020-08-07,91.98,91.98,87.635,88.93,58.2002617801047,624109,0.0,1.0
2020-08-06,91.35,92.375,90.95,91.63,59.967277486911,364575,0.0,1.0
2020-08-05,92.29,92.43,90.89,91.47,59.8625654450262,345634,0.0,1.0
2020-08-04,89.6,92.14,89.6,92.05,60.2421465968586,431450,0.0,1.0
2020-08-03,89.14,90.09,88.11,89.67,58.684554973822,355713,0.0,1.0
2020-07-31,88.07,88.75,86.875,88.74,58.0759162303665,332634,0.0,1.0
2020-07-30,87.68,88.405,86.59,88.36,57.82722513089,276442,0.0,1.0
2020-07-29,88.22,88.79,87.88,88.37,57.8337696335079,234448,0.0,1.0
2020-07-28,87.53,88.705,87.53,88.07,57.6374345549738,292049,0.0,1.0
2020-07-27,87.2,88.01,86.99,87.87,57.5065445026178,257997,0.0,1.0
2020-07-24,88.73,88.94,87.31,87.5,57.2643979057592,282986,0.0,1.0
2020-07-23,88.48,89.6,88.365,88.5,57.9188481675393,426320,0.0,1.0
2020-07-22,87.79,88.65,87.47,88.47,57.8992146596859,320523,0.0,1.0
2020-07-21,87.54,89.75,87.54,88.75,58.0824607329843,358184,0.0,1.0
2020-07-20,87.61,88.02,86.51,87.12,57.0157068062827,284271,0.0,1.0
2020-07-17,88.22,88.92,87.95,88.35,57.8206806282722,194296,0.0,1.0
2020-07-16,89.06,89.26,87.87,88.18,57.7094240837696,293708,0.0,1.0
2020-07-15,89.39,90.44,89.03,89.18,58.3638743455497,361325,0.0,1.0
2020-07-14,87.13,88.27,86.43,88.25,57.7552356020942,573948,0.0,1.0
2020-07-13,87.39,87.95,86.59,87.13,57.0222513089005,447062,0.0,1.0
2020-07-10,86.38,87.7,86.0,87.0,56.9371727748691,387817,0.0,1.0
2020-07-09,88.67,89.31,86.19,86.32,56.4921465968586,569835,0.0,1.0
2020-07-08,89.48,90.4,89.07,89.15,58.3442408376963,625963,0.0,1.0
2020-07-07,88.7,90.18,88.36,89.43,58.5274869109948,406661,0.0,1.0
2020-07-06,88.46,89.57,88.17,89.29,58.4358638743456,566370,0.0,1.0
2020-07-02,88.39,89.41,87.02,87.29,57.1269633507853,276481,0.0,1.0
2020-07-01,87.21,88.57,86.6,87.47,57.2447643979058,366606,0.0,1.0
2020-06-30,87.73,87.96,86.81,87.62,57.3429319371728,329277,0.0,1.0
2020-06-29,86.41,87.955,85.95,87.7,57.3952879581152,337623,0.0,1.0
2020-06-26,85.56,86.84,84.82,85.93,56.2369109947644,1317215,0.0,1.0
2020-06-25,86.14,86.14,84.6,86.0,56.282722513089,767870,0.0,1.0
2020-06-24,88.23,88.36,85.0,86.4,56.5445026178011,568145,0.0,1.0
2020-06-23,91.08,91.08,88.81,89.09,58.3049738219895,471140,0.0,1.0
2020-06-22,92.38,93.41,89.91,90.31,59.1034031413613,628987,0.0,1.0
2020-06-19,88.79,90.56,88.78,89.68,58.6910994764398,1141128,0.0,1.0
2020-06-18,88.25,90.22,87.91,88.97,58.2264397905759,463218,0.0,1.0
2020-06-17,90.2,90.2,88.59,89.0,58.2460732984293,561064,0.0,1.0
2020-06-16,91.52,91.81,89.3,89.85,58.8023560209424,404070,0.0,1.0
2020-06-15,84.2,89.6,83.18,89.32,58.4554973821989,611602,0.0,1.0
2020-06-12,86.99,87.08,84.44,85.94,56.2434554973822,526985,0.0,1.0
2020-06-11,88.07,89.08,84.8,84.88,55.5497382198953,591780,0.0,1.0
2020-06-10,93.8,93.8,89.67,90.2,59.0314136125654,729173,0.0,1.0
2020-06-09,94.99,95.07,93.04,93.72,61.3350785340314,591928,0.0,1.0
2020-06-08,91.2,96.14,91.2,96.12,62.9057591623037,582213,0.0,1.0
2020-06-05,90.19,90.98,89.44,90.96,59.5287958115183,524436,0.0,1.0
2020-06-04,89.05,90.0,88.02,88.3,57.7879581151832,541135,0.0,1.0
2020-06-03,89.06,90.88,89.05,89.93,58.8547120418848,420470,0.0,1.0
2020-06-02,88.82,88.84,87.64,88.33,57.8075916230367,464421,0.0,1.0
2020-06-01,87.47,88.76,86.37,88.39,57.8468586387435,319880,0.0,1.0
2020-05-29,87.43,88.16,86.33,87.06,56.9764397905759,485836,0.0,1.0
2020-05-28,90.37,90.37,87.38,88.04,57.6178010471204,531806,0.0,1.0
2020-05-27,87.64,89.96,87.17,89.57,58.619109947644,446786,0.0,1.0
2020-05-26,86.15,87.25,85.79,86.25,56.446335078534,324495,0.0,1.0
2020-05-22,85.38,85.64,84.67,84.84,55.5235602094241,285717,0.0,1.0
2020-05-21,86.25,86.25,84.72,85.48,55.9424083769633,329310,0.0,1.0
2020-05-20,87.93,87.93,85.45,86.3,56.479057591623,393521,0.0,1.0
2020-05-19,88.3,88.85,87.24,87.31,57.1400523560209,350765,0.0,1.0
2020-05-18,87.09,88.65,86.24,88.12,57.6701570680628,421305,0.0,1.0
2020-05-15,84.12,86.17,83.91,84.88,55.5497382198953,457518,0.0,1.0
2020-05-14,85.71,85.88,83.24,83.72,54.7905759162304,898392,0.0,1.0
2020-05-13,87.93,88.33,86.5,86.92,56.8848167539267,743538,0.0,1.0
2020-05-12,89.66,90.93,88.0,88.1,57.6570680628272,325241,0.0,1.0
2020-05-11,88.94,90.19,88.12,88.96,58.2198952879581,585836,0.0,1.0
2020-05-08,84.5,90.66,84.0,89.64,58.6649214659686,689454,0.0,1.0
2020-05-07,88.72,89.03,86.13,86.31,56.4856020942408,761751,0.0,1.0
2020-05-06,88.08,88.78,87.51,87.7,57.3952879581152,341247,0.0,1.0
2020-05-05,88.45,89.77,87.55,87.59,57.3232984293194,345867,0.0,1.0
2020-05-04,88.08,88.26,86.72,87.45,57.2316753926702,507387,0.0,1.0
2020-05-01,90.7,91.45,88.39,88.79,58.1086387434555,291827,0.0,1.0
2020-04-30,93.83,93.87,91.57,91.85,60.1112565445026,461301,0.0,1.0
2020-04-29,95.28,95.84,93.75,94.06,61.5575916230367,416856,0.0,1.0
2020-04-28,95.04,95.24,92.87,93.33,61.0798429319372,358975,0.0,1.0
2020-04-27,92.62,94.31,92.38,93.56,61.2303664921466,354435,0.0,1.0
2020-04-24,91.86,92.44,90.37,91.71,60.0196335078534,294868,0.0,1.0
2020-04-23,91.08,92.49,90.58,90.91,59.4960732984293,264547,0.0,1.0
2020-04-22,91.46,91.75,90.24,91.03,59.5746073298429,229323,0.0,1.0
2020-04-21,91.22,91.77,88.65,90.09,58.9594240837696,467842,0.0,1.0
2020-04-20,93.74,94.47,91.89,92.22,60.3534031413613,448702,0.0,1.0
2020-04-17,93.94,94.7,92.82,94.32,61.7277486910995,312137,0.0,1.0
2020-04-16,92.27,92.4,89.37,92.09,60.2683246073298,461971,0.0,1.0
2020-04-15,92.49,92.91,90.3,91.51,59.8887434554974,280314,0.0,1.0
2020-04-14,91.4,94.54,91.4,94.1,61.5837696335078,382983,0.0,1.0
2020-04-13,91.84,92.38,88.37,90.15,58.9986910994764,255321,0.0,1.0
2020-04-09,89.93,93.26,89.37,92.41,60.4777486910995,532664,0.0,1.0
2020-04-08,87.95,90.58,87.58,89.09,58.3049738219895,259742,0.0,1.0
2020-04-07,90.27,92.8,87.82,88.02,57.6047120418848,441584,0.0,1.0
2020-04-06,88.95,88.99,86.93,88.37,57.8337696335079,650228,0.0,1.0
2020-04-03,84.91,86.66,84.28,86.11,56.3547120418848,504868,0.0,1.0
2020-04-02,82.12,85.77,81.59,85.57,56.0013089005236,445552,0.0,1.0
2020-04-01,79.99,83.41,79.79,82.41,53.9332460732984,502128,0.0,1.0
2020-03-31,81.27,84.24,80.64,82.97,54.2997382198953,445282,0.0,1.0
2020-03-30,77.13,81.89,76.63,81.2,53.1413612565445,623156,0.0,1.0
2020-03-27,78.98,79.72,75.91,76.76,50.2356020942408,657186,0.0,1.0
2020-03-26,79.0,81.52,77.79,81.37,53.2526178010471,524592,0.0,1.0
2020-03-25,76.98,82.88,74.8,78.56,51.413612565445,626976,0.0,1.0
2020-03-24,73.55,77.15,73.42,76.85,50.294502617801,490856,0.0,1.0
2020-03-23,72.09,73.58,68.97,71.55,46.8259162303665,1006457,0.0,1.0
2020-03-20,74.37,77.44,72.06,72.64,47.5392670157068,1340749,0.0,1.0
2020-03-19,77.23,78.2,70.67,74.72,48.9005235602094,1824739,0.0,1.0
2020-03-18,80.87,85.02,74.78,78.15,51.1452879581152,830933,0.0,1.0
2020-03-17,83.01,90.47,82.33,85.02,55.6413612565445,867458,0.0,1.0
2020-03-16,78.11,88.25,78.01,81.49,53.3311518324607,1083082,0.0,1.0
2020-03-13,84.16,86.94,79.54,86.92,56.8848167539267,907518,0.0,1.0
2020-03-12,85.54,85.54,80.57,80.95,52.9777486910995,1027095,0.0,1.0
2020-03-11,92.94,94.14,88.75,88.9,58.1806282722513,688108,0.0,1.0
2020-03-10,95.54,97.04,91.61,94.53,61.8651832460733,807046,0.0,1.0
2020-03-09,94.27,96.62,91.92,93.68,61.3089005235602,749411,0.0,1.0
2020-03-06,97.2,100.0,96.56,99.61,65.1897905759162,585088,0.0,1.0
2020-03-05,101.08,101.64,98.29,99.55,65.1505235602094,650948,0.0,1.0
2020-03-04,102.16,102.72,100.84,102.54,67.1073298429319,695169,0.0,1.0
2020-03-03,102.82,104.9,99.76,100.69,65.8965968586387,944332,0.0,1.0
2020-03-02,101.67,103.31,100.57,103.17,67.5196335078534,1239500,0.0,1.0
2020-02-28,98.22,102.58,98.08,101.26,66.2696335078534,1610041,0.0,1.0
2020-02-27,100.0,103.8,99.11,100.6,65.8376963350785,980344,0.0,1.0
2020-02-26,102.46,104.88,101.46,101.5,66.4267015706806,867272,0.0,1.0
2020-02-25,103.65,104.17,100.38,101.81,66.6295811518325,1016373,0.0,1.0
2020-02-24,102.7,104.21,101.62,103.7,67.8664921465969,715776,0.0,1.0
2020-02-21,105.49,106.47,104.41,105.02,68.7303664921466,1158201,0.0,1.0
2020-02-20,106.04,107.13,105.06,105.91,69.3128272251309,788352,0.0,1.0
2020-02-19,106.64,107.24,105.6,106.69,69.8232984293194,501095,0.0,1.0
2020-02-18,106.77,107.32,105.65,106.59,69.7578534031414,523199,0.0,1.0
2020-02-14,107.13,107.45,106.36,106.79,69.8887434554974,419279,0.0,1.0
2020-02-13,106.23,108.47,106.2,107.31,70.229057591623,665615,0.0,1.0
2020-02-12,104.9,106.98,104.52,106.25,69.5353403141361,585950,0.0,1.0
2020-02-11,105.03,106.1,103.97,104.79,68.5798429319372,537208,0.0,1.0
2020-02-10,101.75,105.61,100.92,105.13,68.8023560209424,964639,0.0,1.0
2020-02-07,102.0,105.59,100.11,102.02,66.7670157068063,1425214,0.0,1.0
2020-02-06,104.88,105.62,104.54,105.35,68.946335078534,574772,0.0,1.0
2020-02-05,105.16,105.89,104.61,105.02,68.7303664921466,398929,0.0,1.0
2020-02-04,105.57,105.85,104.52,104.58,68.4424083769633,459992,0.0,1.0
2020-02-03,105.19,106.35,104.45,104.78,68.5732984293194,499162,0.0,1.0
2020-01-31,106.01,107.64,104.48,104.57,68.4358638743455,540881,0.0,1.0
2020-01-30,104.83,106.5,104.77,106.36,69.6073298429319,340963,0.0,1.0
2020-01-29,106.11,106.11,104.73,105.32,68.9267015706806,359650,0.0,1.0
