,UTX_Open,UTX_High,UTX_Low,UTX_Close,UTX_Adj Close,UTX_Volume,UTX_Dividend Amount,UTX_Split Coefficient
2018-01-26,138.17,138.5,136.68,137.98,58.2329248528734,3128087,0.0,1.0
2018-01-25,136.83,138.29,136.01,137.75,58.1358559101559,4541468,0.0,1.0
2018-01-24,135.02,138.38,134.02,135.68,57.2622354256984,5515121,0.0,1.0
2018-01-23,135.82,136.48,134.5,136.03,57.4099490341815,5686986,0.0,1.0
2018-01-22,134.97,135.47,133.6,135.21,57.0638771514495,4023997,0.0,1.0
2018-01-19,135.06,135.9,134.49,135.9,57.355083979602,3218292,0.0,1.0
2018-01-18,134.55,135.66,134.36,134.61,56.8106538226213,3102294,0.0,1.0
2018-01-17,134.66,134.95,132.95,134.42,56.730466435159,3878023,0.0,1.0
2018-01-16,137.73,137.73,133.87,133.97,56.5405489385378,5169405,0.0,1.0
2018-01-12,135.61,136.58,135.23,136.58,57.6420704189408,5196648,0.0,1.0
2018-01-11,134.75,136.26,134.75,134.99,56.9710285975459,4803210,0.0,1.0
2018-01-10,134.12,135.49,133.75,134.9,56.9330450982216,3281770,0.0,1.0
2018-01-09,133.32,134.46,133.03,134.27,56.6671606029519,4194323,0.0,1.0
2018-01-08,135.19,135.79,132.2,132.82,56.0552042249503,6608270,0.0,1.0
2018-01-05,131.1,132.36,130.46,131.57,55.5276556232247,3625439,0.0,1.0
2018-01-04,130.82,130.87,130.2,130.45,55.0549720760786,3601028,0.0,1.0
2018-01-03,129.49,130.2,129.32,130.04,54.8819361347127,5005423,0.0,1.0
2018-01-02,127.9,128.88,127.17,128.16,54.0885030377174,2775710,0.0,1.0
2017-12-29,128.32,128.49,127.57,127.57,53.839500097703,1789153,0.0,1.0
2017-12-28,127.73,128.17,127.29,128.12,54.0716214824622,1374770,0.0,1.0
2017-12-27,127.46,127.61,126.92,127.58,53.8437204865168,1387478,0.0,1.0
2017-12-26,127.45,127.94,126.99,127.14,53.6580233787094,1052653,0.0,1.0
2017-12-22,127.52,127.6,126.95,127.23,53.6960068780336,1594599,0.0,1.0
2017-12-21,127.13,127.56,126.85,127.31,53.7297699885441,2998334,0.0,1.0
2017-12-20,127.415,127.8899,126.29,127.0,53.5989379353161,3147553,0.0,1.0
2017-12-19,126.56,127.21,125.63,126.78,53.5060893814124,3630380,0.0,1.0
2017-12-18,126.74,127.54,126.27,126.71,53.4765466597158,4183199,0.0,1.0
2017-12-15,124.27,126.44,124.16,126.17,53.2486456637704,5711955,0.0,1.0
2017-12-14,124.58,124.87,123.4,123.76,52.2315319596435,3028022,0.0,1.0
2017-12-13,123.5,124.705,123.28,124.3,52.4594329555889,5180351,0.0,1.0
2017-12-12,123.53,124.159,122.965,123.48,52.113361072857,3525742,0.0,1.0
2017-12-11,122.93,123.525,122.5001,123.3,52.0373940742085,2966515,0.0,1.0
2017-12-08,122.4,123.09,122.26,122.81,51.8305950223321,2788784,0.0,1.0
2017-12-07,121.32,122.83,121.06,122.4,51.6575590809661,3602358,0.0,1.0
2017-12-06,120.69,121.4,120.37,121.2,51.1511124233096,2576626,0.0,1.0
2017-12-05,121.99,122.53,120.2,120.29,50.7670570412534,3033009,0.0,1.0
2017-12-04,121.18,121.93,120.02,120.04,50.6615473209082,2751863,0.0,1.0
2017-12-01,121.66,121.95,118.79,120.12,50.6953104314187,3881751,0.0,1.0
2017-11-30,118.93,121.75,118.61,121.45,51.2566221436547,5374407,0.0,1.0
2017-11-29,117.84,118.46,117.67,118.16,49.868114223913,2769320,0.0,1.0
2017-11-28,117.45,118.02,116.9,117.71,49.6781967272918,2560751,0.0,1.0
2017-11-27,116.82,117.22,116.4429,117.12,49.4291937872774,2567525,0.0,1.0
2017-11-24,117.0,117.16,116.35,116.91,49.3405656221875,1486366,0.0,1.0
2017-11-22,117.0,117.19,116.55,116.73,49.264598623539,2860632,0.0,1.0
2017-11-21,116.47,117.63,116.47,117.04,49.3954306767669,2493049,0.0,1.0
2017-11-20,116.83,117.18,116.3,116.38,49.1168850150558,2914911,0.0,1.0
2017-11-17,117.49,117.63,116.48,116.53,49.1801908472629,2540725,0.0,1.0
2017-11-16,117.3,118.21,117.1,117.89,49.7541637259403,2121574,0.7,1.0
2017-11-15,118.27,118.38,116.58,117.57,49.3262250548849,2624018,0.0,1.0
2017-11-14,117.07,119.02,117.0,118.8,49.8422687464517,2857899,0.0,1.0
2017-11-13,117.95,118.0,116.92,117.07,49.1164511965244,2216900,0.0,1.0
2017-11-10,118.0,118.48,118.0,118.11,49.5527808219142,3122513,0.0,1.0
2017-11-09,120.28,120.35,118.09,118.37,49.6618632282617,2805507,0.0,1.0
2017-11-08,120.52,120.99,120.01,120.28,50.4631993671987,2011020,0.0,1.0
2017-11-07,120.67,121.46,120.38,120.75,50.6603867940576,1853601,0.0,1.0
2017-11-06,121.26,121.46,120.37,120.39,50.509349616038,2225963,0.0,1.0
2017-11-03,121.75,121.75,120.38,121.07,50.7946420634083,2391279,0.0,1.0
2017-11-02,120.09,121.51,119.71,121.46,50.9582656729295,1955370,0.0,1.0
2017-11-01,120.55,121.0,119.93,120.12,50.3960717325234,2666834,0.0,1.0
2017-10-31,120.04,120.24,119.5,119.76,50.2450345545038,3335332,0.0,1.0
2017-10-30,119.41,120.53,118.8501,119.83,50.2744028946743,4425694,0.0,1.0
2017-10-27,119.62,119.95,118.96,119.07,49.9555466299663,2839502,0.0,1.0
2017-10-26,119.45,120.07,119.0,119.93,50.3163576663464,3268486,0.0,1.0
2017-10-25,119.71,120.29,118.87,118.99,49.9219828126287,3144019,0.0,1.0
2017-10-24,119.95,123.28,118.9461,119.74,50.2366436001694,5371206,0.0,1.0
2017-10-23,120.76,121.18,120.47,120.89,50.7191234743985,2574786,0.0,1.0
2017-10-20,119.96,120.93,119.76,120.93,50.7359053830674,2407474,0.0,1.0
2017-10-19,119.1,119.53,118.22,119.49,50.1317566709892,1623364,0.0,1.0
2017-10-18,119.5,119.5,118.6,119.18,50.0016968788057,1854362,0.0,1.0
2017-10-17,118.63,119.37,118.18,119.36,50.0772154678154,2017500,0.0,1.0
2017-10-16,118.84,119.5,118.4,119.01,49.9303737669631,2161809,0.0,1.0
2017-10-13,119.07,119.95,118.72,118.72,49.808704929114,3472476,0.0,1.0
2017-10-12,117.67,118.927,117.63,118.82,49.8506597007861,2325063,0.0,1.0
2017-10-11,118.31,118.6,117.43,117.75,49.4017436438947,3070341,0.0,1.0
2017-10-10,118.61,118.82,117.75,118.12,49.5569762990814,2664644,0.0,1.0
2017-10-09,118.29,118.88,118.0868,118.63,49.7709456346091,1648796,0.0,1.0
2017-10-06,117.9,118.28,117.6,118.23,49.6031265479207,1790057,0.0,1.0
2017-10-05,117.63,118.33,117.44,118.17,49.5779536849175,2618832,0.0,1.0
2017-10-04,117.87,118.2199,117.52,117.63,49.3513979178881,2798998,0.0,1.0
2017-10-03,118.0,118.0,117.28,117.71,49.3849617352258,2208316,0.0,1.0
2017-10-02,116.14,117.65,115.94,117.58,49.3304205320521,2177467,0.0,1.0
2017-09-29,115.32,116.13,114.49,116.08,48.7010989569706,3261731,0.0,1.0
2017-09-28,116.99,117.04,115.38,115.84,48.6004075049576,6018193,0.0,1.0
2017-09-27,114.86,117.46,114.84,117.18,49.1626014453637,5498355,0.0,1.0
2017-09-26,114.58,115.01,114.23,114.72,48.1305140622301,3636730,0.0,1.0
2017-09-25,114.92,115.0,113.71,114.29,47.9501085440401,3683538,0.0,1.0
2017-09-22,114.42,115.12,114.13,115.01,48.2521829000792,2673240,0.0,1.0
2017-09-21,114.18,114.83,113.57,114.5,48.0382135645515,2419153,0.0,1.0
2017-09-20,113.23,114.2299,113.22,114.1,47.8703944778631,3399873,0.0,1.0
2017-09-19,113.0,113.65,112.76,113.65,47.6815980053387,3308980,0.0,1.0
2017-09-18,113.4,113.64,112.65,112.77,47.3123960146242,3928099,0.0,1.0
2017-09-15,113.73,113.92,112.73,113.08,47.4424558068077,6374962,0.0,1.0
2017-09-14,110.27,113.28,110.1,113.14,47.467628669811,6999781,0.0,1.0
2017-09-13,110.15,110.47,109.81,110.28,46.267722199989,3802752,0.0,1.0
2017-09-12,110.07,110.31,109.7,109.86,46.0915121589662,3952164,0.0,1.0
2017-09-11,110.01,110.73,109.28,109.64,45.9992116612876,5542998,0.0,1.0
2017-09-08,110.11,110.34,109.35,109.55,45.9614523667827,4386801,0.0,1.0
2017-09-07,109.76,110.07,109.1,109.98,46.1418578849727,5086139,0.0,1.0
2017-09-06,111.0,111.09,109.1,109.61,45.9866252297859,8974254,0.0,1.0
2017-09-05,115.59,115.9,111.13,111.21,46.6579015765395,13910852,0.0,1.0
2017-09-01,119.74,120.16,117.8175,117.92,49.4730667557372,2642086,0.0,1.0
2017-08-31,119.63,120.19,118.81,119.72,50.228252645835,3964154,0.0,1.0
2017-08-30,118.95,119.86,118.3124,119.6,50.1779069198285,5186938,0.0,1.0
2017-08-29,115.06,118.74,114.44,118.7,49.8003139747796,5541539,0.0,1.0
2017-08-28,115.29,115.78,115.19,115.33,48.3864381694299,3438700,0.0,1.0
2017-08-25,115.78,116.09,115.02,115.07,48.2773557630825,2083018,0.0,1.0
2017-08-24,117.21,117.21,114.95,115.3,48.3738517379283,4321848,0.0,1.0
2017-08-23,115.41,118.87,114.93,117.03,49.0996692878556,6177278,0.0,1.0
2017-08-22,115.58,115.83,115.03,115.69,48.5374753474495,2354822,0.0,1.0
2017-08-21,115.62,115.7,114.68,115.28,48.3654607835939,1751822,0.0,1.0
2017-08-18,116.04,116.27,115.35,115.48,48.4493703269381,2750451,0.0,1.0
2017-08-17,117.78,117.78,116.079,116.1,48.7094899113051,2655939,0.0,1.0
2017-08-16,115.92,118.1,115.82,118.0,49.5066305730749,3436632,0.7,1.0
2017-08-15,117.12,117.12,115.71,115.96,48.3638490417335,2251333,0.0,1.0
2017-08-14,117.3,117.55,116.935,117.15,48.860166568119,1839666,0.0,1.0
2017-08-11,117.0,117.76,116.35,116.89,48.751727444707,2090943,0.0,1.0
2017-08-10,116.89,117.285,116.09,116.76,48.6975078830011,3149419,0.0,1.0
2017-08-09,118.57,118.755,117.03,117.2,48.8810202456982,3163825,0.0,1.0
2017-08-08,118.45,118.99,118.01,118.19,49.2939230617668,2759844,0.0,1.0
2017-08-07,119.31,119.75,117.86,118.52,49.4315573337897,4957855,0.0,1.0
2017-08-04,121.22,121.66,120.65,121.49,50.6702657819955,1796823,0.0,1.0
2017-08-03,120.38,121.11,119.86,121.1,50.5076070968776,2024758,0.0,1.0
2017-08-02,118.8,120.39,118.66,120.35,50.1948019331893,2333372,0.0,1.0
2017-08-01,119.0,119.25,118.36,118.88,49.5817038123601,1551243,0.0,1.0
2017-07-31,119.16,119.34,118.44,118.57,49.4524110113689,2159018,0.0,1.0
2017-07-28,118.79,119.45,118.29,118.87,49.5775330768443,2149320,0.0,1.0
2017-07-27,119.37,119.42,117.85,118.69,49.5024598375591,4257291,0.0,1.0
2017-07-26,120.42,120.57,119.29,119.54,49.8569723564059,2991805,0.0,1.0
2017-07-25,121.9,122.0,119.99,120.42,50.2239970818002,4786752,0.0,1.0
2017-07-24,123.49,123.75,122.84,123.13,51.354266406594,3675811,0.0,1.0
2017-07-21,122.29,123.5,121.86,123.49,51.5044128851644,2451488,0.0,1.0
2017-07-20,122.86,123.29,122.31,122.45,51.0706563915166,1807397,0.0,1.0
2017-07-19,123.05,123.23,122.55,123.08,51.3334127290148,1546764,0.0,1.0
2017-07-18,122.82,122.95,121.93,122.63,51.1457296308018,1881667,0.0,1.0
2017-07-17,123.73,123.73,122.99,123.11,51.3459249355624,1842376,0.0,1.0
2017-07-14,123.44,123.64,122.79,123.41,51.4710470010377,1743113,0.0,1.0
2017-07-13,123.67,123.73,122.835,123.07,51.329241993499,2686485,0.0,1.0
2017-07-12,124.02,124.7899,123.66,123.71,51.596169066513,2374249,0.0,1.0
2017-07-11,123.16,123.68,122.36,123.54,51.5252665627437,1951987,0.0,1.0
2017-07-10,122.73,123.74,122.345,123.06,51.3250712579831,1928687,0.0,1.0
2017-07-07,122.28,122.9,122.04,122.61,51.1373881597701,1668048,0.0,1.0
2017-07-06,122.56,123.0,121.88,121.89,50.8370952026293,3044229,0.0,1.0
2017-07-05,122.37,123.01,122.17,122.79,51.2124613990553,1735551,0.0,1.0
2017-07-03,122.61,123.15,122.06,122.08,50.9163391774304,1156229,0.0,1.0
2017-06-30,122.01,122.635,121.62,122.11,50.9288513839779,2384102,0.0,1.0
2017-06-29,122.42,122.46,120.6218,121.65,50.7369975502491,2356216,0.0,1.0
2017-06-28,122.07,122.6,121.69,122.5,51.0915100690958,1790565,0.0,1.0
2017-06-27,121.92,122.14,121.514,121.59,50.711973137154,1703094,0.0,1.0
2017-06-26,122.41,123.09,121.81,121.87,50.8287537315976,1644496,0.0,1.0
2017-06-23,122.01,122.44,121.49,122.22,50.9747294746522,3708142,0.0,1.0
2017-06-22,121.83,122.96,121.82,122.17,50.953875797073,3014809,0.0,1.0
2017-06-21,121.97,122.2,121.49,121.75,50.7787049054075,2617211,0.0,1.0
2017-06-20,121.56,122.52,121.47,121.51,50.6786072530272,2679863,0.0,1.0
2017-06-19,121.23,122.26,121.0,121.85,50.8204122605659,3291928,0.0,1.0
2017-06-16,121.11,121.72,120.26,120.43,50.228167817316,4534368,0.0,1.0
2017-06-15,119.83,120.92,119.79,120.75,50.361631353823,1943183,0.0,1.0
2017-06-14,120.06,120.41,119.6,120.01,50.0529969256505,1769109,0.0,1.0
2017-06-13,119.93,120.16,119.59,120.06,50.0738506032298,2353327,0.0,1.0
2017-06-12,120.25,120.55,119.35,119.88,49.9987773639446,3064216,0.0,1.0
2017-06-09,120.17,120.82,119.815,120.64,50.3157532631488,2129200,0.0,1.0
2017-06-08,119.3,120.51,119.08,119.94,50.0238017770396,3536625,0.0,1.0
2017-06-07,120.63,120.675,119.37,119.78,49.9570700087861,1796222,0.0,1.0
2017-06-06,120.37,120.83,119.66,120.12,50.0988750163248,2981748,0.0,1.0
2017-06-05,122.27,122.35,120.93,120.98,50.4575582706875,3202233,0.0,1.0
2017-06-02,122.07,122.8527,121.71,122.12,50.9330221194937,2394880,0.0,1.0
2017-06-01,121.2,122.15,121.08,121.79,50.7953878474709,3087809,0.0,1.0
2017-05-31,121.56,121.58,121.0,121.28,50.5826803361628,4087353,0.0,1.0
2017-05-30,121.8,121.9328,121.14,121.27,50.578509600647,2659039,0.0,1.0
2017-05-26,122.31,122.44,121.58,121.85,50.8204122605659,2124905,0.0,1.0
2017-05-25,122.43,122.605,122.04,122.25,50.9872416811997,2735034,0.0,1.0
2017-05-24,122.1,122.84,121.8508,122.08,50.9163391774304,2410547,0.0,1.0
2017-05-23,121.66,122.48,121.63,122.07,50.9121684419145,3376303,0.0,1.0
2017-05-22,121.56,122.05,121.45,121.66,50.7411682857649,2183114,0.0,1.0
2017-05-19,119.75,121.35,119.4,121.16,50.5326315099727,3200515,0.0,1.0
2017-05-18,119.5,119.98,117.96,119.37,49.7860698526365,2583540,0.0,1.0
2017-05-17,119.77,120.3,119.42,119.58,49.8736552984692,3347643,0.66,1.0
2017-05-16,121.09,121.48,120.79,121.4,50.3548050002841,2019457,0.0,1.0
2017-05-15,120.8,121.29,120.67,120.92,50.1557085719469,21845,0.0,1.0
2017-05-12,121.01,121.19,120.65,120.83,50.1183779916337,24609,0.0,1.0
2017-05-11,120.34,121.38,119.77,121.28,50.3050308931998,2679798,0.0,1.0
2017-05-10,121.17,121.33,120.12,121.02,50.1971869945172,2131674,0.0,1.0
2017-05-09,121.46,121.95,121.1,121.46,50.3796920538263,1942182,0.0,1.0
2017-05-08,121.37,121.5499,120.89,121.08,50.2220740480593,2686687,0.0,1.0
2017-05-05,120.21,121.45,120.12,121.35,50.334065788999,2419661,0.0,1.0
2017-05-04,120.63,121.0,120.15,121.0,50.1888913100031,3164074,0.0,1.0
2017-05-03,119.3,120.46,119.0,120.3,49.8985423520114,3606382,0.0,1.0
2017-05-02,118.95,119.51,118.75,119.32,49.4920538108229,2969498,0.0,1.0
2017-05-01,119.04,119.7,118.67,118.92,49.3261401205419,2536306,0.0,1.0
2017-04-28,119.19,119.61,118.59,118.99,49.3551750163411,4466987,0.0,1.0
2017-04-27,118.36,119.226,118.1,118.78,49.2680703289436,3402473,0.0,1.0
2017-04-26,117.34,119.25,116.51,118.2,49.0274954780361,5091214,0.0,1.0
2017-04-25,116.76,117.31,116.41,116.87,48.4758324578518,3096157,0.0,1.0
2017-04-24,115.99,116.59,115.73,116.32,48.2477011337154,3155205,0.0,1.0
2017-04-21,114.0,115.275,114.0,114.99,47.6960381135311,5658923,0.0,1.0
2017-04-20,112.96,114.31,112.81,113.94,47.2605146765434,2472394,0.0,1.0
2017-04-19,113.95,114.26,112.71,112.92,46.8374347663269,2566694,0.0,1.0
2017-04-18,112.95,113.68,112.82,113.56,47.1028966707765,2722107,0.0,1.0
2017-04-17,112.53,113.28,112.295,113.27,46.9826092453228,3503844,0.0,1.0
2017-04-13,112.05,112.7,111.821,112.09,46.4931638589938,2260869,0.0,1.0
2017-04-12,112.78,112.82,112.135,112.24,46.5553814928492,2605103,0.0,1.0
2017-04-11,112.5,113.17,112.25,113.14,46.9286872959814,2393450,0.0,1.0
2017-04-10,112.99,113.75,112.68,112.88,46.8208433972988,2097453,0.0,1.0
2017-04-07,112.63,113.205,112.23,112.99,46.8664696621261,2063924,0.0,1.0
2017-04-06,112.57,112.93,112.19,112.41,46.6258948112186,2185654,0.0,1.0
2017-04-05,113.14,114.38,112.45,112.5,46.6632253915318,3011928,0.0,1.0
2017-04-04,112.27,113.2499,112.24,112.99,46.8664696621261,2970932,0.0,1.0
2017-04-03,112.28,112.48,111.24,111.93,46.4267983828814,2123043,0.0,1.0
2017-03-31,112.5,112.63,111.85,112.21,46.5429379660781,2483734,0.0,1.0
2017-03-30,111.96,112.66,111.85,112.45,46.6424861802467,1481596,0.0,1.0
2017-03-29,112.55,112.55,111.91,112.06,46.4807203322227,1998809,0.0,1.0
2017-03-28,111.41,113.1461,111.32,112.74,46.7627736057004,3257682,0.0,1.0
2017-03-27,111.08,111.93,110.45,111.83,46.3853199603112,2490820,0.0,1.0
2017-03-24,111.98,112.28,111.33,111.8,46.3728764335401,2249660,0.0,1.0
2017-03-23,111.93,112.45,111.56,111.84,46.3894678025682,2288027,0.0,1.0
2017-03-22,112.37,112.4199,111.42,111.93,46.4267983828814,2127037,0.0,1.0
2017-03-21,113.66,114.15,111.98,112.16,46.522198754793,3572132,0.0,1.0
2017-03-20,113.4,114.08,112.83,113.51,47.0821574594914,3057832,0.0,1.0
2017-03-17,112.68,113.95,112.27,113.45,47.0572704059492,7442342,0.0,1.0
2017-03-16,112.77,113.22,111.945,112.34,46.5968599154194,2933831,0.0,1.0
2017-03-15,112.12,113.3,111.87,113.08,46.9038002424393,3169053,0.0,1.0
2017-03-14,111.88,112.17,111.55,111.83,46.3853199603112,2195323,0.0,1.0
2017-03-13,112.56,112.7279,111.96,112.31,46.5844163886484,2976331,0.0,1.0
2017-03-10,112.39,112.58,111.29,112.14,46.5139030702789,3218687,0.0,1.0
2017-03-09,111.87,112.34,107.05,111.93,46.4267983828814,29198,0.0,1.0
2017-03-08,112.48,112.66,111.65,111.75,46.352137222255,2585009,0.0,1.0
2017-03-07,111.86,112.41,111.5,112.28,46.5719728618773,2457237,0.0,1.0
2017-03-06,111.83,112.3,111.54,111.66,46.3148066419417,3772184,0.0,1.0
2017-03-03,112.83,113.43,112.17,112.34,46.5968599154194,3108508,0.0,1.0
2017-03-02,113.83,114.04,112.63,112.69,46.7420343944153,2880797,0.0,1.0
2017-03-01,113.64,114.44,113.461,113.68,47.1526707778608,5085491,0.0,1.0
2017-02-28,112.97,113.19,112.3375,112.55,46.683964602817,2942482,0.0,1.0
2017-02-27,112.59,112.97,112.03,112.81,46.7918085014996,2731287,0.0,1.0
2017-02-24,111.82,112.69,111.75,112.46,46.6466340225037,2917947,0.0,1.0
2017-02-23,112.7,112.8805,111.97,112.09,46.4931638589938,3471711,0.0,1.0
2017-02-22,112.35,112.71,111.72,112.66,46.7295908676442,2205614,0.0,1.0
2017-02-21,112.19,112.8,112.04,112.5,46.6632253915318,2136895,0.0,1.0
2017-02-17,111.93,112.33,111.61,112.15,46.518050912536,2531804,0.0,1.0
2017-02-16,112.14,112.33,111.81,112.07,46.4848681744798,2802060,0.0,1.0
2017-02-15,111.13,112.08,111.06,111.91,46.4185026983674,2624996,0.66,1.0
2017-02-14,111.99,112.32,111.45,111.57,46.0061503602811,2771931,0.0,1.0
2017-02-13,111.61,112.1,111.42,112.02,46.1917089124199,2831001,0.0,1.0
2017-02-10,110.25,111.26,110.08,111.05,45.7917271444763,2679214,0.0,1.0
2017-02-09,110.28,110.72,110.0,110.09,45.3958688999135,2653958,0.0,1.0
2017-02-08,111.09,111.09,110.351,110.4,45.5236981247202,2072853,0.0,1.0
2017-02-07,111.38,111.73,110.965,111.25,45.8741976120935,2774382,0.0,1.0
2017-02-06,109.81,111.25,109.675,110.68,45.6391567793844,4229522,0.0,1.0
2017-02-03,108.53,109.78,108.5,109.65,45.2144338711556,3411707,0.0,1.0
2017-02-02,108.08,108.68,106.85,108.36,44.6824993550243,4714506,0.0,1.0
2017-02-01,109.63,109.905,107.9,108.18,44.6082759341688,4670018,0.0,1.0
2017-01-31,109.04,109.81,108.39,109.67,45.2226809179173,3945675,0.0,1.0
2017-01-30,109.31,109.6,108.25,109.17,45.0165047488742,2909899,0.0,1.0
2017-01-27,110.15,110.9,109.61,109.7,45.2350514880599,2829980,0.0,1.0
2017-01-26,110.8,111.49,109.53,110.36,45.5072040311968,3996150,0.0,1.0
2017-01-25,111.87,112.51,108.78,110.96,45.7546154340485,5054022,0.0,1.0
2017-01-24,110.68,111.69,110.34,111.61,46.0226444538046,3240027,0.0,1.0
2017-01-23,110.84,111.3,109.98,110.34,45.4989569844351,2296594,0.0,1.0
2017-01-20,110.95,111.1,110.03,110.79,45.6845155365739,3134293,0.0,1.0
2017-01-19,111.03,111.6,110.02,110.73,45.6597743962887,2828243,0.0,1.0
2017-01-18,110.2,110.89,109.82,110.42,45.531945171482,2600332,0.0,1.0
2017-01-17,109.78,110.27,109.4,109.97,45.3463866193431,2240147,0.0,1.0
2017-01-13,110.93,111.26,109.85,110.22,45.4494747038647,2880618,0.0,1.0
2017-01-12,111.14,111.14,109.705,110.82,45.6968861067164,2644682,0.0,1.0
2017-01-11,111.62,111.62,110.58,111.0,45.771109527572,2746199,0.0,1.0
2017-01-10,111.75,111.83,111.06,111.26,45.8783211354744,1800921,0.0,1.0
2017-01-09,112.7,112.7,111.2706,111.5,45.9772856966151,2434178,0.0,1.0
2017-01-06,111.42,112.83,111.06,112.55,46.4102556516056,2622291,0.0,1.0
2017-01-05,111.17,111.94,110.56,111.35,45.9154328459022,3344795,0.0,1.0
2017-01-04,111.46,111.698,110.58,110.9,45.7298742937634,3091396,0.0,1.0
2017-01-03,110.39,110.96,110.0,110.83,45.7010096300973,2739627,0.0,1.0
2016-12-30,110.59,110.79,109.38,109.62,45.202063301013,2200540,0.0,1.0
2016-12-29,110.28,110.82,110.03,110.55,45.5855509754332,2903926,0.0,1.0
2016-12-28,111.0,111.09,110.1,110.19,45.4371041337221,1894831,0.0,1.0
2016-12-27,111.04,111.13,110.5,110.98,45.7628624808102,1067267,0.0,1.0
2016-12-23,110.35,110.83,110.04,110.65,45.6267862092418,1303561,0.0,1.0
2016-12-22,110.58,110.76,109.69,110.46,45.5484392650054,2087923,0.0,1.0
2016-12-21,110.94,111.13,110.47,110.49,45.560809835148,2078706,0.0,1.0
2016-12-20,110.93,111.0,110.15,110.65,45.6267862092418,2255958,0.0,1.0
2016-12-19,109.57,111.0699,108.88,110.82,45.6968861067164,3838276,0.0,1.0
2016-12-16,108.41,109.26,108.09,108.52,44.7484757291181,7986205,0.0,1.0
2016-12-15,109.04,109.43,108.12,108.13,44.5876583172645,3611088,0.0,1.0
2016-12-14,110.35,110.44,109.09,109.27,45.0577399826828,2761222,0.0,1.0
2016-12-13,110.88,111.6864,110.26,110.31,45.4865864142925,3807583,0.0,1.0
2016-12-12,109.42,110.5,108.79,110.39,45.5195746013394,4477629,0.0,1.0
2016-12-09,108.54,109.99,108.06,109.79,45.2721631984876,3429005,0.0,1.0
2016-12-08,109.67,109.68,108.14,108.43,44.7113640186904,3168580,0.0,1.0
2016-12-07,107.5,109.84,107.08,109.68,45.2268044412981,4261795,0.0,1.0
2016-12-06,107.3,107.7,107.08,107.43,44.2990116806041,2179451,0.0,1.0
2016-12-05,108.72,108.8,107.36,107.42,44.2948881572233,3077760,0.0,1.0
2016-12-02,108.04,108.57,107.48,108.22,44.6247700276922,3124277,0.0,1.0
2016-12-01,108.0,108.17,107.07,107.48,44.3196292975084,4055589,0.0,1.0
2016-11-30,109.03,110.0,107.72,107.72,44.4185938586491,4111844,0.0,1.0
2016-11-29,108.67,109.44,108.65,108.84,44.8804284773057,3133853,0.0,1.0
2016-11-28,108.5,108.98,108.29,108.45,44.7196110654521,2453510,0.0,1.0
2016-11-25,108.63,109.2,108.29,108.78,44.8556873370205,1008723,0.0,1.0
2016-11-23,107.37,108.28,107.37,108.11,44.5794112705028,2384904,0.0,1.0
2016-11-22,107.21,107.33,106.87,106.94,44.0969590349419,2640683,0.0,1.0
2016-11-21,106.85,107.0646,106.21,106.85,44.0598473245141,2177429,0.0,1.0
2016-11-18,106.66,106.96,106.37,106.5,43.9155240061839,2677456,0.0,1.0
2016-11-17,107.03,107.4397,106.61,106.7,43.9979944738012,2226541,0.0,1.0
2016-11-16,106.62,107.38,106.35,106.96,44.1052060817036,2707456,0.66,1.0
2016-11-15,107.85,108.02,106.66,107.68,44.1297954922676,3795579,0.0,1.0
2016-11-14,109.42,109.42,107.7275,107.86,44.2035637239598,4138518,0.0,1.0
2016-11-11,107.9,108.92,107.0,108.86,44.6133872333605,4149869,0.0,1.0
2016-11-10,105.38,108.46,105.34,108.41,44.4289666541301,6105567,0.0,1.0
2016-11-09,101.09,105.29,101.09,104.81,42.9536020202876,5003877,0.0,1.0
2016-11-08,103.23,103.92,102.62,103.37,42.3634561667506,2524464,0.0,1.0
2016-11-07,102.97,103.34,102.51,103.05,42.2323126437424,4226225,0.0,1.0
2016-11-04,101.24,101.77,100.74,101.33,41.5274162075732,2607789,0.0,1.0
2016-11-03,101.8,101.91,100.72,101.05,41.412665624941,2444223,0.0,1.0
2016-11-02,101.85,102.56,101.16,101.54,41.6134791445473,4115453,0.0,1.0
2016-11-01,102.41,102.92,101.3,102.01,41.8060961939657,4044502,0.0,1.0
2016-10-31,102.01,102.6,101.9,102.2,41.8839626607518,4014477,0.0,1.0
2016-10-28,100.52,102.14,100.52,101.84,41.7364261973675,4449945,0.0,1.0
2016-10-27,101.48,101.62,99.99,100.07,41.0110385857283,3549976,0.0,1.0
2016-10-26,101.0,101.82,100.75,101.01,41.3962726845649,3734107,0.0,1.0
2016-10-25,101.11,102.1,100.46,101.36,41.5397109128552,6752210,0.0,1.0
2016-10-24,99.34,99.86,99.08,99.52,40.7856356555579,4287658,0.0,1.0
2016-10-21,98.38,98.78,97.62,98.67,40.4372856725673,4094992,0.0,1.0
2016-10-20,99.75,100.18,99.27,99.29,40.6913762483957,3876682,0.0,1.0
2016-10-19,100.26,100.43,99.74,99.76,40.8839932978141,4014029,0.0,1.0
2016-10-18,100.49,100.58,99.68,99.99,40.9782527049762,3043815,0.0,1.0
2016-10-17,100.13,100.4406,99.65,99.71,40.863502122344,2452355,0.0,1.0
2016-10-14,100.42,100.79,100.07,100.16,41.0479227015743,3172007,0.0,1.0
2016-10-13,98.4,100.085,98.15,99.85,40.9208774136601,3768190,0.0,1.0
