,MA_Open,MA_High,MA_Low,MA_Close,MA_Adj Close,MA_Volume,MA_Dividend Amount,MA_Split Coefficient
2021-10-22,356.68,361.64,354.9,358.67,352.870000298244,2774374,0.0,1.0
2021-10-21,354.6,356.38,347.27,356.21,350.449780595638,2516486,0.0,1.0
2021-10-20,361.7,362.4894,356.0,356.77,351.000724918182,2796212,0.0,1.0
2021-10-19,358.4,362.29,357.605,362.1,356.244534273829,2835441,0.0,1.0
2021-10-18,353.96,359.94,350.2341,358.44,352.643719594342,3280888,0.0,1.0
2021-10-15,349.0,356.6068,347.74,356.0,350.243176474684,4053607,0.0,1.0
2021-10-14,343.84,345.81,340.83,344.58,339.007847611367,4085934,0.0,1.0
2021-10-13,346.25,349.499,336.98,342.35,336.813908612663,3755921,0.0,1.0
2021-10-12,348.65,350.0,344.62,345.34,339.755557763391,3042883,0.0,1.0
2021-10-11,353.95,354.88,346.9,347.15,341.536288520187,2769768,0.0,1.0
2021-10-08,356.0,360.37,354.21,354.96,349.219994161387,2336909,0.0,1.0
2021-10-07,349.0,357.9,349.0,353.91,348.186973556616,3209227,0.44,1.0
2021-10-06,340.01,348.88,339.11,348.69,342.625415011871,3711983,0.0,1.0
2021-10-05,347.56,348.565,342.93,343.21,337.240725820139,4724056,0.0,1.0
2021-10-04,359.93,360.65,339.34,344.2,338.213507261711,7901488,0.0,1.0
2021-10-01,349.83,363.18,347.16,360.18,353.915575379207,5227260,0.0,1.0
2021-09-30,354.74,356.0,347.4,347.68,341.632981419964,4393567,0.0,1.0
2021-09-29,352.81,357.18,352.41,353.19,347.047148837198,2808806,0.0,1.0
2021-09-28,355.5,356.0,349.05,351.18,345.072107728552,3266995,0.0,1.0
2021-09-27,357.05,362.5899,355.16,356.77,350.564883747126,4157955,0.0,1.0
2021-09-24,354.03,359.925,352.7642,358.16,351.930708195393,3306211,0.0,1.0
2021-09-23,345.74,354.79,345.2,354.07,347.911843451929,4783236,0.0,1.0
2021-09-22,339.3,343.87,338.54,343.41,337.437247323487,3238824,0.0,1.0
2021-09-21,342.2,343.18,337.28,337.38,331.512123997548,2967251,0.0,1.0
2021-09-20,338.32,341.11,335.62,339.69,333.781947361216,3956645,0.0,1.0
2021-09-17,344.0,345.9999,340.77,343.04,337.073682542293,5529836,0.0,1.0
2021-09-16,345.41,347.68,344.69,346.31,340.286809122031,3771291,0.0,1.0
2021-09-15,347.0,347.53,342.76,344.75,338.753941395918,3833527,0.0,1.0
2021-09-14,349.68,349.875,345.25,345.8,339.785679288494,3282192,0.0,1.0
2021-09-13,350.0,351.99,346.36,347.82,341.770546472308,3234238,0.0,1.0
2021-09-10,354.928,355.0,347.02,347.39,341.34802524011,3437652,0.0,1.0
2021-09-09,350.71,353.64,349.92,351.41,345.298107457402,3716196,0.0,1.0
2021-09-08,345.0,352.0,345.0,351.04,344.934542676209,5054473,0.0,1.0
2021-09-07,344.89,348.0,343.02,344.71,338.714637095248,4766496,0.0,1.0
2021-09-03,339.93,344.14,338.93,340.23,334.312555420255,5172760,0.0,1.0
2021-09-02,350.51,350.535,339.33,341.28,335.344293312832,7413609,0.0,1.0
2021-09-01,347.38,352.045,347.3,349.57,343.490109626602,4499639,0.0,1.0
2021-08-31,352.94,355.22,344.68,346.23,340.208200520692,6780389,0.0,1.0
2021-08-30,354.8,358.04,352.25,353.05,346.909583784855,4032096,0.0,1.0
2021-08-27,352.46,356.5,351.6538,355.73,349.542971929717,3698298,0.0,1.0
2021-08-26,358.0,358.2,351.7973,352.86,346.722888356674,3946332,0.0,1.0
2021-08-25,361.96,362.4,358.5,359.1,352.854359261128,2340361,0.0,1.0
2021-08-24,363.03,366.1,361.465,361.78,355.48774740599,3032033,0.0,1.0
2021-08-23,357.47,362.24,356.75,361.01,354.731139618101,3537868,0.0,1.0
2021-08-20,357.36,358.32,353.33,354.99,348.815842367329,4135879,0.0,1.0
2021-08-19,356.9,360.14,354.72,357.31,351.095491806165,2727913,0.0,1.0
2021-08-18,361.18,365.6814,360.59,360.95,354.672183167096,2774545,0.0,1.0
2021-08-17,362.0,364.46,359.79,363.23,356.912528305262,2812781,0.0,1.0
2021-08-16,360.5,363.81,356.62,363.56,357.236788785786,2937742,0.0,1.0
2021-08-13,362.26,363.4999,360.63,362.75,356.440876697227,2303183,0.0,1.0
2021-08-12,362.57,363.22,357.85,361.98,355.684268909338,3803216,0.0,1.0
2021-08-11,368.55,369.96,363.75,364.24,357.904961897169,3267708,0.0,1.0
2021-08-10,372.29,372.75,364.11,367.84,361.442348957431,3225280,0.0,1.0
2021-08-09,374.19,374.5,368.89,370.68,364.232954304971,2400796,0.0,1.0
2021-08-06,371.42,375.5,371.0,374.53,368.015993244418,2038730,0.0,1.0
2021-08-05,368.2,371.96,367.0,371.94,365.471039776063,2562647,0.0,1.0
2021-08-04,367.28,369.26,363.43,368.01,361.609392235277,3203182,0.0,1.0
2021-08-03,376.66,376.67,359.57,367.6,361.206523153414,6328497,0.0,1.0
2021-08-02,389.3,389.98,373.8,375.26,368.733296731638,3430303,0.0,1.0
2021-07-30,389.0,389.0,383.08,385.94,379.227545010415,2533294,0.0,1.0
2021-07-29,387.5,394.74,387.5,388.81,382.047628583457,3769421,0.0,1.0
2021-07-28,391.62,391.73,382.325,383.44,376.771026218566,3372571,0.0,1.0
2021-07-27,390.0,395.28,385.89,390.27,383.482235557896,2783822,0.0,1.0
2021-07-26,391.67,392.89,388.27,392.8,385.968232575247,2285814,0.0,1.0
2021-07-23,385.09,394.5,385.09,393.26,386.420232032947,3720272,0.0,1.0
2021-07-22,380.3,382.86,377.05,382.16,375.51328859714,4180644,0.0,1.0
2021-07-21,376.03,380.9041,375.05,380.06,373.449812811987,2393131,0.0,1.0
2021-07-20,367.0,376.6,365.27,374.39,367.878428192074,3542605,0.0,1.0
2021-07-19,378.0,378.6,363.365,365.45,359.093916992424,6814430,0.0,1.0
2021-07-16,393.15,393.46,385.33,387.12,380.387021880167,2706530,0.0,1.0
2021-07-15,390.14,393.3,387.45,390.23,383.442931257227,3772968,0.0,1.0
2021-07-14,382.98,391.63,382.98,390.8,384.003017541768,4140829,0.0,1.0
2021-07-13,375.55,386.64,375.55,383.71,377.036330248086,5161005,0.0,1.0
2021-07-12,375.0,376.07,372.08,375.56,369.028078986659,2648393,0.0,1.0
2021-07-09,371.85,373.48,369.89,372.94,366.453647292802,2404802,0.0,1.0
2021-07-08,367.5,370.59,365.65,370.19,363.751476621769,2808993,0.44,1.0
2021-07-07,376.79,378.15,372.45,373.92,366.980417501043,3176557,0.0,1.0
2021-07-06,376.65,378.235,371.5,376.12,369.139587693872,2740460,0.0,1.0
2021-07-02,372.69,375.49,372.15,375.03,368.069817007425,2787034,0.0,1.0
2021-07-01,366.05,371.21,365.6,370.71,363.829991901508,3108496,0.0,1.0
2021-06-30,367.95,370.17,364.27,365.09,358.314293499829,2884914,0.0,1.0
2021-06-29,369.01,371.39,367.91,368.0,361.170286800342,3394538,0.0,1.0
2021-06-28,380.92,380.92,365.12,367.68,360.856225681385,4800274,0.0,1.0
2021-06-25,375.45,379.65,373.325,379.61,372.564816772494,3983881,0.0,1.0
2021-06-24,379.0,380.06,372.9,374.75,367.795013528338,2788325,0.0,1.0
2021-06-23,378.0,378.7159,374.29,375.14,368.177775517066,2241911,0.0,1.0
2021-06-22,373.99,378.76,372.02,378.04,371.023954407613,3582650,0.0,1.0
2021-06-21,368.62,376.45,366.2,373.09,366.165821473749,3094644,0.0,1.0
2021-06-18,362.12,370.375,362.0,367.42,360.601051022233,5009378,0.0,1.0
2021-06-17,363.5,369.15,361.23,367.29,360.473463692657,3824917,0.0,1.0
2021-06-16,369.38,369.38,361.3,363.82,357.067863433969,3076802,0.0,1.0
2021-06-15,367.336,368.75,362.74,368.12,361.288059719951,3562471,0.0,1.0
2021-06-14,366.0,366.63,362.095,366.52,359.717754125167,2515618,0.0,1.0
2021-06-11,365.54,366.85,363.8,365.5,358.716684308492,2708482,0.0,1.0
2021-06-10,364.69,365.64,361.96,364.3,357.538955112404,2460441,0.0,1.0
2021-06-09,366.94,369.32,363.33,363.33,356.586957345566,2521216,0.0,1.0
2021-06-08,365.0,367.68,363.23,365.26,358.481138469275,3224152,0.0,1.0
2021-06-07,367.8,371.35,363.28,364.08,357.323038093121,2133427,0.0,1.0
2021-06-04,364.31,366.63,363.7,366.02,359.227033626797,2295380,0.0,1.0
2021-06-03,363.36,366.69,361.731,361.82,355.104981440489,2606231,0.0,1.0
2021-06-02,363.53,371.17,362.88,366.85,360.041629654091,3531164,0.0,1.0
2021-06-01,364.48,365.4,359.54,359.79,353.112656217106,3119928,0.0,1.0
2021-05-28,363.5,365.41,360.415,360.58,353.887994604531,3625914,0.0,1.0
2021-05-27,364.55,366.395,360.54,362.0,355.281640819902,5416264,0.0,1.0
2021-05-26,369.0,369.905,362.05,362.65,355.919577467783,3101919,0.0,1.0
2021-05-25,373.13,373.75,366.82,367.22,360.404762822885,3916510,0.0,1.0
2021-05-24,370.08,373.7446,369.64,372.38,365.468998366064,2351777,0.0,1.0
2021-05-21,369.14,372.53,367.46,367.6,360.777710401646,2708772,0.0,1.0
2021-05-20,362.94,369.41,362.49,367.7,360.87585450132,4087452,0.0,1.0
2021-05-19,357.33,361.15,355.37,360.98,354.280571003227,3578231,0.0,1.0
2021-05-18,367.0,369.84,362.88,363.07,356.331782686414,3421210,0.0,1.0
2021-05-17,362.3,364.06,358.06,363.3,356.557514115664,2511792,0.0,1.0
2021-05-14,363.03,364.7137,361.4944,363.91,357.156193123675,2959734,0.0,1.0
2021-05-13,359.33,362.84,357.92,360.02,353.338387646357,2626369,0.0,1.0
2021-05-12,364.75,365.38,355.64,356.62,350.00148825744,3293468,0.0,1.0
2021-05-11,361.01,368.93,359.27,367.61,360.787524811614,3073389,0.0,1.0
2021-05-10,375.79,376.0,365.41,366.34,359.541094745754,3193732,0.0,1.0
2021-05-07,377.26,378.64,373.56,375.4,368.432950176219,2936035,0.0,1.0
2021-05-06,371.14,375.73,365.7,375.48,368.511465455958,3787276,0.0,1.0
2021-05-05,377.93,379.64,368.03,369.14,362.289129536626,2993900,0.0,1.0
2021-05-04,377.07,378.21,371.58,375.91,368.933485084556,3321356,0.0,1.0
2021-05-03,385.47,386.865,376.85,379.4,372.358714163179,3344081,0.0,1.0
2021-04-30,382.86,385.0,375.61,382.06,374.969347214508,4043225,0.0,1.0
2021-04-29,391.5,392.39,383.805,388.95,381.731475682047,4637096,0.0,1.0
2021-04-28,390.7,401.5,390.7,395.65,388.307130360205,4065306,0.0,1.0
2021-04-27,388.22,390.43,386.14,389.07,381.849248601655,2270000,0.0,1.0
2021-04-26,387.83,392.94,387.1,387.47,380.278943006871,2255026,0.0,1.0
2021-04-23,384.35,389.88,383.46,387.06,379.876552198208,2295300,0.0,1.0
2021-04-22,383.08,389.5,381.99,383.36,376.24522051027,3713712,0.0,1.0
2021-04-21,378.59,384.1,376.67,383.1,375.990045851117,2466385,0.0,1.0
2021-04-20,380.19,381.31,373.56,376.63,369.640122602209,3135947,0.0,1.0
2021-04-19,384.9,387.743,381.32,382.16,375.067491314182,3361053,0.0,1.0
2021-04-16,389.0,389.1,383.67,386.17,379.003069711109,2725766,0.0,1.0
2021-04-15,381.17,387.37,380.97,386.49,379.317130830066,2942155,0.0,1.0
2021-04-14,377.0,380.95,375.6044,378.32,371.2987578867,2317388,0.0,1.0
2021-04-13,379.06,380.1,376.8001,378.13,371.112284097319,2652779,0.0,1.0
2021-04-12,378.08,380.94,376.18,379.84,372.790548201745,2896632,0.0,1.0
2021-04-09,376.08,380.35,374.44,380.08,373.026094040962,2429302,0.0,1.0
2021-04-08,373.0,379.31,372.75,377.74,370.729522108591,3528391,0.44,1.0
2021-04-07,369.14,373.96,369.0,371.08,363.769398339562,2958447,0.0,1.0
2021-04-06,364.9,370.75,362.5,369.57,362.289146664741,2662240,0.0,1.0
2021-04-05,366.8,370.52,364.34,368.32,361.063772761743,2180282,0.0,1.0
2021-04-01,357.04,363.4,355.24,363.3,356.142671167304,3701843,0.0,1.0
2021-03-31,359.59,361.5,355.78,356.05,349.035502529916,4372765,0.0,1.0
2021-03-30,360.78,364.57,357.1,358.2,351.143145643072,2885757,0.0,1.0
2021-03-29,364.24,365.35,358.61,362.91,355.760354509568,4055044,0.0,1.0
2021-03-26,359.93,366.61,357.26,366.14,358.926720674915,2741425,0.0,1.0
2021-03-25,358.01,359.47,354.15,358.36,351.299993502656,2961996,0.0,1.0
2021-03-24,357.08,364.99,356.0,359.65,352.56457937055,3549982,0.0,1.0
2021-03-23,359.3,359.3,353.5106,355.27,348.270869214445,3756440,0.0,1.0
2021-03-22,355.94,361.65,354.0,358.4,351.339205467552,4140708,0.0,1.0
2021-03-19,364.8,366.28,350.1401,356.51,349.486440126219,12224317,0.0,1.0
2021-03-18,375.03,375.475,365.04,367.0,359.769777920177,7205724,0.0,1.0
2021-03-17,381.85,385.1,375.87,378.68,371.21967166979,3240916,0.0,1.0
2021-03-16,382.7,385.28,378.685,382.38,374.846778422663,3445088,0.0,1.0
2021-03-15,383.31,387.86,378.64,381.76,374.238992966776,4216398,0.0,1.0
2021-03-12,381.14,383.9332,379.235,382.71,375.170277133055,2467524,0.0,1.0
2021-03-11,385.5,389.5,382.6,384.38,376.80737666746,3729655,0.0,1.0
2021-03-10,376.6,384.0,373.0,381.7,374.180175019432,4509457,0.0,1.0
2021-03-09,375.0,387.32,372.7229,376.52,369.102225565409,5832779,0.0,1.0
2021-03-08,362.4,382.46,361.79,371.33,364.014473120162,7213336,0.0,1.0
2021-03-05,354.92,361.785,346.415,360.88,353.7703472911,4643227,0.0,1.0
2021-03-04,360.1,361.63,344.676,349.5,342.614543278207,4571998,0.0,1.0
2021-03-03,360.0,365.43,355.45,360.25,353.152758843989,3692276,0.0,1.0
2021-03-02,362.0,366.61,359.34,362.82,355.672127588552,3559271,0.0,1.0
2021-03-01,360.68,366.4459,359.18,362.9,355.750551518344,4383130,0.0,1.0
2021-02-26,357.08,359.39,347.12,353.85,346.87884446064,4699091,0.0,1.0
2021-02-25,364.56,367.32,352.21,354.57,347.584659828766,5191680,0.0,1.0
2021-02-24,352.87,368.79,350.57,367.32,360.083473639345,7467407,0.0,1.0
2021-02-23,340.65,354.28,338.41,350.42,343.516418470814,6326937,0.0,1.0
2021-02-22,330.0,344.12,328.77,340.66,333.948699036206,4932869,0.0,1.0
2021-02-19,338.44,338.995,331.0,333.17,326.606258609443,4095761,0.0,1.0
2021-02-18,334.49,339.95,332.835,338.46,331.79204096693,2394934,0.0,1.0
2021-02-17,339.04,340.3822,335.84,337.33,330.68430295862,2256392,0.0,1.0
2021-02-16,343.2,344.0,338.07,341.21,334.487863553525,2917059,0.0,1.0
2021-02-12,341.33,343.12,336.7,341.0,334.282000737822,3025276,0.0,1.0
2021-02-11,345.5,349.59,340.25,342.87,336.115160096706,5110767,0.0,1.0
2021-02-10,335.0,335.47,332.25,334.21,327.625769696737,4153404,0.0,1.0
2021-02-09,335.95,336.22,330.0,333.44,326.87093937249,2960299,0.0,1.0
2021-02-08,340.0,341.49,335.53,337.03,330.3902132219,2652788,0.0,1.0
2021-02-05,342.52,344.33,337.39,338.75,332.076327712425,2964784,0.0,1.0
2021-02-04,335.37,343.25,335.06,340.83,334.115349887014,4537693,0.0,1.0
2021-02-03,333.84,336.0,331.07,332.82,326.263153916603,4036757,0.0,1.0
2021-02-02,323.45,336.16,323.45,334.37,327.782617556321,5423386,0.0,1.0
2021-02-01,320.91,323.52,317.58,321.56,315.224985798399,4930713,0.0,1.0
2021-01-29,323.8,325.68,312.38,316.29,310.058809423359,7627177,0.0,1.0
2021-01-28,327.09,329.0,321.975,324.28,317.891399411322,6906363,0.0,1.0
2021-01-27,320.36,323.0,313.12,315.49,309.274570125441,7449381,0.0,1.0
2021-01-26,330.0,330.54,325.82,327.7,321.244022409924,3503147,0.0,1.0
2021-01-25,327.51,329.95,317.2301,329.19,322.704668102298,6257704,0.0,1.0
2021-01-22,330.39,335.15,328.91,328.99,322.508608277818,3846597,0.0,1.0
2021-01-21,334.41,336.86,331.75,334.44,327.851238494889,3487267,0.0,1.0
2021-01-20,329.99,337.93,329.13,334.91,328.311979082416,5081012,0.0,1.0
2021-01-19,326.99,329.13,324.66,325.94,319.518695954503,4625193,0.0,1.0
2021-01-15,327.54,329.69,321.88,323.26,316.891494306476,7911519,0.0,1.0
2021-01-14,348.69,349.58,326.69,326.93,320.489192085677,8712154,0.0,1.0
2021-01-13,349.61,349.7593,344.23,346.33,339.506995060204,4126032,0.0,1.0
2021-01-12,347.08,348.0,336.03,342.92,336.164175052826,4816687,0.0,1.0
2021-01-11,352.11,353.42,347.79,348.2,341.340154419089,2403454,0.0,1.0
2021-01-08,351.36,354.98,349.49,353.85,346.87884446064,3371500,0.0,1.0
2021-01-07,348.95,352.37,348.38,349.86,342.967450962271,3100154,0.44,1.0
2021-01-06,350.42,354.03,344.56,347.55,340.275014507385,3967023,0.0,1.0
2021-01-05,348.8,353.0,345.4371,347.42,340.147735693154,2990661,0.0,1.0
2021-01-04,358.0,358.125,347.361,351.49,344.132541646384,4638353,0.0,1.0
2020-12-31,355.03,359.41,353.25,356.94,349.468461166066,2881763,0.0,1.0
2020-12-30,348.68,357.82,347.21,355.55,348.107556921597,4200633,0.0,1.0
2020-12-29,347.78,348.75,344.76,346.66,339.403644163804,2823004,0.0,1.0
2020-12-28,337.86,345.59,336.87,344.47,337.259485677914,3432297,0.0,1.0
2020-12-24,330.65,336.37,330.35,336.0,328.966781396868,1308938,0.0,1.0
2020-12-23,334.13,335.21,329.03,329.23,322.338492378842,2760577,0.0,1.0
2020-12-22,334.16,335.22,331.6,332.24,325.285486462189,2404432,0.0,1.0
2020-12-21,333.21,336.15,327.24,334.37,327.370900879973,3642516,0.0,1.0
2020-12-18,336.51,341.6,334.35,340.33,333.20614497856,8443730,0.0,1.0
2020-12-17,334.54,338.33,333.4,336.9,329.847942418467,2725483,0.0,1.0
2020-12-16,333.96,334.0,329.25,332.1,325.14841696994,3393284,0.0,1.0
2020-12-15,333.16,335.217,327.62,333.65,326.665972062694,3106678,0.0,1.0
2020-12-14,329.0,338.75,327.59,331.15,324.218302558253,3552615,0.0,1.0
2020-12-11,327.09,331.565,325.53,327.42,320.566379657627,4178111,0.0,1.0
2020-12-10,334.65,335.535,331.19,331.52,324.58055764491,3506826,0.0,1.0
2020-12-09,340.41,341.71,334.69,336.85,329.798989028378,2962586,0.0,1.0
2020-12-08,338.28,342.83,336.7,340.79,333.656516167377,2224649,0.0,1.0
2020-12-07,343.36,347.99,340.05,340.96,333.822957693679,2389808,0.0,1.0
2020-12-04,336.92,344.3548,335.8,344.35,337.141997541701,4323636,0.0,1.0
2020-12-03,338.56,342.315,334.12,335.14,328.12478308734,3080295,0.0,1.0
2020-12-02,336.78,340.24,334.0,340.22,333.098447520364,2972421,0.0,1.0
2020-12-01,339.67,342.6299,337.62,338.88,331.786496665984,3881458,0.0,1.0
2020-11-30,337.66,338.045,330.18,336.51,329.466105975774,4276207,0.0,1.0
2020-11-27,342.83,342.88,337.61,339.07,331.972519548322,1402271,0.0,1.0
2020-11-25,343.71,343.71,339.3409,341.32,334.175422102318,2535198,0.0,1.0
2020-11-24,336.91,344.11,334.115,342.39,335.223024650219,3513355,0.0,1.0
2020-11-23,326.21,333.2,324.37,332.04,325.089672901834,3220817,0.0,1.0
2020-11-20,334.78,335.155,323.0,323.0,316.238899973775,4144864,0.0,1.0
2020-11-19,335.49,339.16,331.42,333.88,326.891157657102,2718742,0.0,1.0
2020-11-18,336.53,340.95,334.855,335.94,328.908037328761,3203424,0.0,1.0
2020-11-17,333.17,337.77,330.72,336.5,329.456315297756,3412853,0.0,1.0
2020-11-16,341.8,342.65,333.17,335.45,328.428294105891,3313117,0.0,1.0
2020-11-13,330.3,336.11,327.34,335.03,328.017085629145,2393997,0.0,1.0
2020-11-12,329.06,333.09,326.295,328.29,321.418168645172,3208585,0.0,1.0
2020-11-11,337.41,337.7,331.07,332.39,325.432346632455,2969922,0.0,1.0
2020-11-10,339.99,345.86,333.44,334.78,327.772318678701,5330365,0.0,1.0
2020-11-09,346.92,357.0,340.9,344.56,337.347601780074,10933692,0.0,1.0
2020-11-06,315.98,316.49,310.09,313.64,307.074825349148,2978524,0.0,1.0
2020-11-05,315.14,319.35,313.58,316.53,309.904331296282,3794406,0.0,1.0
2020-11-04,305.09,312.7199,302.24,307.2,300.769628705708,4790140,0.0,1.0
2020-11-03,294.45,300.34,291.78,295.39,289.206837966729,4097715,0.0,1.0
2020-11-02,294.24,294.8372,288.12,289.97,283.900290481101,5095018,0.0,1.0
2020-10-30,289.85,291.85,281.2,288.64,282.598130304738,6893575,0.0,1.0
2020-10-29,293.2,295.3,287.55,293.18,287.043098124803,9582260,0.0,1.0
2020-10-28,301.69,302.0,288.6,291.38,285.280776081605,11518248,0.0,1.0
2020-10-27,318.9,319.555,312.355,317.11,310.472190621312,4314917,0.0,1.0
2020-10-26,326.41,327.24,314.23,318.06,311.402305033,5173344,0.0,1.0
2020-10-23,335.69,335.69,328.31,329.61,322.710538143517,2945459,0.0,1.0
2020-10-22,333.37,335.375,329.25,333.6,326.617018672605,2256296,0.0,1.0
2020-10-21,332.49,336.32,331.3,333.42,326.440786468285,2725252,0.0,1.0
2020-10-20,333.04,336.8,331.68,331.72,324.776371205265,2679689,0.0,1.0
2020-10-19,340.12,341.3,330.43,331.67,324.727417815176,2937563,0.0,1.0
2020-10-16,340.0,344.9787,339.23,339.4,332.295611922908,3326354,0.0,1.0
2020-10-15,338.3,339.61,332.815,338.57,331.482985647433,3728078,0.0,1.0
2020-10-14,345.76,347.19,341.19,342.7,335.52653566877,2234659,0.0,1.0
2020-10-13,351.43,351.5,345.02,345.84,338.600808566348,2523751,0.0,1.0
2020-10-12,355.0,355.0,350.82,352.04,344.671028937361,2943192,0.0,1.0
2020-10-09,347.99,353.36,347.0,352.39,345.013702667983,3116763,0.0,1.0
2020-10-08,345.01,347.69,344.24,345.15,337.925251783122,1991848,0.4,1.0
2020-10-07,341.78,344.65,340.335,343.9,336.311659928276,3068268,0.0,1.0
2020-10-06,342.06,346.36,336.22,337.43,329.984423988363,2553410,0.0,1.0
2020-10-05,341.68,343.25,338.97,343.25,335.676002530912,2081554,0.0,1.0
2020-10-02,338.27,342.61,336.01,338.83,331.353532228839,2184840,0.0,1.0
2020-10-01,342.24,346.7,340.28,343.37,335.79335466581,2503643,0.0,1.0
2020-09-30,336.7,343.65,336.42,338.17,330.7080954869,3285410,0.0,1.0
2020-09-29,338.39,340.72,335.82,336.23,328.810902639384,2703855,0.0,1.0
2020-09-28,336.61,340.57,335.81,338.39,330.923241067546,3122503,0.0,1.0
2020-09-25,325.65,333.48,322.1,331.78,324.459094303586,3077606,0.0,1.0
2020-09-24,323.2,330.78,321.18,328.21,320.967868290373,3706328,0.0,1.0
2020-09-23,334.84,335.17,323.47,324.53,317.369069486837,2893892,0.0,1.0
2020-09-22,329.51,336.03,325.11,335.31,327.9112029385,3375282,0.0,1.0
2020-09-21,329.47,331.67,320.81,327.85,320.61581188568,4466047,0.0,1.0
2020-09-18,338.21,341.135,333.37,335.26,327.862306215626,4006023,0.0,1.0
2020-09-17,337.14,343.72,336.0,339.43,331.940292903328,3713239,0.0,1.0
2020-09-16,341.28,346.04,339.785,341.85,334.306894290436,3049084,0.0,1.0
2020-09-15,342.74,343.93,338.53,339.14,331.656691910658,2396398,0.0,1.0
2020-09-14,334.97,340.0,334.02,338.6,331.128607303618,3416441,0.0,1.0
2020-09-11,334.71,334.71,327.31,330.15,322.86506113789,2920670,0.0,1.0
2020-09-10,342.5,345.13,331.14,332.88,325.534822206817,2845917,0.0,1.0
2020-09-09,337.39,342.76,332.37,339.64,332.1456591394,3344928,0.0,1.0
2020-09-08,328.76,335.71,326.9,329.88,322.601018834369,4425652,0.0,1.0
2020-09-04,343.0,346.99,326.5501,335.01,327.617822601255,6571423,0.0,1.0
2020-09-03,358.47,358.94,341.26,343.84,336.252983860827,6297442,0.0,1.0
2020-09-02,357.39,361.6,356.2811,360.7,352.740958813984,4127221,0.0,1.0
2020-09-01,357.71,359.44,353.56,356.9,349.02480787555,4412230,0.0,1.0
2020-08-31,366.63,366.63,357.6898,358.19,350.286343325702,3948240,0.0,1.0
2020-08-28,357.48,367.25,356.16,366.12,358.04136357354,3544720,0.0,1.0
2020-08-27,351.73,358.0,350.58,356.0,348.144666863816,3811724,0.0,1.0
2020-08-26,348.0,352.29,345.5,351.02,343.274553265552,3511970,0.0,1.0
2020-08-25,344.71,348.46,343.33,347.66,339.98869348841,2862965,0.0,1.0
2020-08-24,339.36,343.83,338.75,343.64,336.05739696933,2753906,0.0,1.0
2020-08-21,338.0,338.8,335.97,337.1,329.661705617394,2681080,0.0,1.0
2020-08-20,330.19,338.0,330.19,337.32,329.87685119804,2966407,0.0,1.0
2020-08-19,330.04,334.4599,330.0,332.4,325.065413667226,3420991,0.0,1.0
2020-08-18,330.2,331.4,326.3501,331.0,323.69630542675,3022140,0.0,1.0
2020-08-17,327.0,331.23,326.675,330.23,322.943295894488,2894481,0.0,1.0
2020-08-14,325.67,327.64,324.81,326.8,319.588980705323,1444904,0.0,1.0
2020-08-13,325.93,329.8306,325.6237,326.19,318.992440686258,2527126,0.0,1.0
2020-08-12,328.66,331.4,326.2,327.63,320.400666305033,3126682,0.0,1.0
2020-08-11,325.0,334.55,323.58,328.54,321.290586661343,5273319,0.0,1.0
2020-08-10,327.19,329.74,321.857,322.88,315.755477631991,3752382,0.0,1.0
2020-08-07,328.0,328.33,323.93,328.02,320.782060743452,3662668,0.0,1.0
2020-08-06,327.4,331.215,325.9,330.14,322.855281793315,4839813,0.0,1.0
2020-08-05,316.37,329.68,315.87,328.0,320.762502054302,5799100,0.0,1.0
2020-08-04,312.5,315.69,311.1,314.39,307.452814087963,3409339,0.0,1.0
2020-08-03,311.0,313.5,309.3,312.59,305.692532064495,3908500,0.0,1.0
2020-07-31,310.0,310.09,305.6101,308.53,301.722118167115,4684553,0.0,1.0
2020-07-30,304.0,312.82,303.04,309.0,302.181747362132,3941573,0.0,1.0
2020-07-29,304.5,311.66,304.12,309.3,302.475127699377,3542405,0.0,1.0
2020-07-28,308.5,310.2,306.03,306.33,299.570662360653,2116279,0.0,1.0
2020-07-27,307.06,310.0,306.0234,308.86,302.044836538084,2311575,0.0,1.0
2020-07-24,306.48,310.73,304.54,306.92,300.147643690568,2500686,0.0,1.0
2020-07-23,313.55,317.24,308.72,309.9,303.061888373866,3118539,0.0,1.0
2020-07-22,308.13,313.57,308.13,313.37,306.455320941331,3303094,0.0,1.0
2020-07-21,313.0,314.05,306.3,307.6,300.812639121656,3562035,0.0,1.0
2020-07-20,301.92,314.99,301.92,311.96,305.076433356281,5278576,0.0,1.0
2020-07-17,301.73,305.24,299.41,304.06,297.350751142168,3169774,0.0,1.0
2020-07-16,302.97,303.53,298.91,299.35,292.744679847425,3309256,0.0,1.0
2020-07-15,303.0,306.77,301.39,305.72,298.974122341589,5249947,0.0,1.0
2020-07-14,292.0,299.1,288.65,298.95,292.353506064432,4781924,0.0,1.0
2020-07-13,297.86,298.62,290.02,290.18,283.777020872309,4850856,0.0,1.0
2020-07-10,294.0,296.96,291.5,295.68,289.155660388463,3030398,0.0,1.0
2020-07-09,299.62,300.72,290.56,294.59,288.089711829807,5042756,0.0,1.0
2020-07-08,300.91,301.54,297.4,300.15,293.527027413411,4114881,0.4,1.0
2020-07-07,303.19,307.79,299.4,299.91,292.901982337568,3632892,0.0,1.0
2020-07-06,306.65,307.32,303.17,305.57,298.429724727054,3012439,0.0,1.0
