,GD_Open,GD_High,GD_Low,GD_Close,GD_Adj Close,GD_Volume,GD_Dividend Amount,GD_Split Coefficient
2017-09-12,199.89,200.31,198.57,199.0,169.667890075485,749320,0.0,1.0
2017-09-11,198.62,200.5,198.57,200.33,170.801851350864,1032826,0.0,1.0
2017-09-08,196.52,198.4,196.0,197.87,168.704449292644,614044,0.0,1.0
2017-09-07,197.0,197.75,195.7,197.04,167.996789248611,968505,0.0,1.0
2017-09-06,199.55,199.58,196.65,196.74,167.741008509803,964458,0.0,1.0
2017-09-05,200.91,200.91,198.14,198.73,169.437687410558,1114115,0.0,1.0
2017-09-01,201.77,201.87,199.98,200.0,170.520492538176,734674,0.0,1.0
2017-08-31,201.74,202.2721,201.16,201.35,171.671505862808,828252,0.0,1.0
2017-08-30,200.95,201.26,200.07,201.22,171.560667542659,893560,0.0,1.0
2017-08-29,198.27,201.02,198.25,200.95,171.330464877732,982979,0.0,1.0
2017-08-28,199.91,199.91,197.7,197.87,168.704449292644,802324,0.0,1.0
2017-08-25,200.32,200.7613,198.94,199.05,169.710520198619,593050,0.0,1.0
2017-08-24,200.22,200.27,198.7463,199.47,170.06861323295,719978,0.0,1.0
2017-08-23,200.7,201.17,199.4,199.75,170.307341922503,827421,0.0,1.0
2017-08-22,199.45,201.58,198.99,201.23,171.569193567285,875071,0.0,1.0
2017-08-21,198.74,199.03,196.89,198.73,169.437687410558,1110628,0.0,1.0
2017-08-18,198.38,199.8,196.77,198.73,169.437687410558,1577923,0.0,1.0
2017-08-17,199.36,200.1,197.89,197.99,168.806761588167,1002204,0.0,1.0
2017-08-16,200.0,201.33,199.63,200.61,171.040580040417,866407,0.0,1.0
2017-08-15,200.56,200.56,198.89,199.49,170.085665282203,1014333,0.0,1.0
2017-08-14,199.17,200.5,198.4884,200.3,170.776273276983,1190583,0.0,1.0
2017-08-11,198.52,199.86,197.8,197.89,168.721501341898,1105900,0.0,1.0
2017-08-10,200.67,200.99,198.04,198.28,169.054016302347,1120324,0.0,1.0
2017-08-09,199.29,201.92,198.25,201.0,171.373095000867,1327673,0.0,1.0
2017-08-08,199.24,200.93,198.22,198.8,169.497369582947,1350478,0.0,1.0
2017-08-07,200.34,201.55,199.43,201.14,171.492459345643,1479902,0.0,1.0
2017-08-04,199.52,200.07,198.47,200.07,170.580174710564,1247145,0.0,1.0
2017-08-03,198.3,199.4,197.33,199.33,169.949248888173,1070719,0.0,1.0
2017-08-02,196.53,198.175,196.08,198.04,168.849391711302,980934,0.0,1.0
2017-08-01,196.96,196.98,193.9,196.53,167.561961992638,1390046,0.0,1.0
2017-07-31,198.58,198.59,196.08,196.33,167.3914415001,1470377,0.0,1.0
2017-07-28,194.05,198.07,194.04,197.94,168.764131465033,1779819,0.0,1.0
2017-07-27,195.73,195.93,192.84,193.84,165.268461368,2265716,0.0,1.0
2017-07-26,199.1,199.37,193.57,194.66,165.967595387406,4074110,0.0,1.0
2017-07-25,205.66,205.9,202.905,203.56,173.555757305355,1204660,0.0,1.0
2017-07-24,204.55,205.51,204.13,204.93,174.723822679242,1073395,0.0,1.0
2017-07-21,202.11,204.55,201.83,204.55,174.399833743419,986160,0.0,1.0
2017-07-20,202.51,203.19,201.995,202.4,172.566738448634,1058659,0.0,1.0
2017-07-19,202.0,202.4599,201.25,202.34,172.515582300872,640564,0.0,1.0
2017-07-18,200.25,201.67,199.28,201.42,171.731188035197,1118532,0.0,1.0
2017-07-17,201.08,201.42,199.5,200.14,170.639856882952,1150768,0.0,1.0
2017-07-14,200.28,201.68,200.06,201.15,171.50098537027,1019837,0.0,1.0
2017-07-13,201.19,201.47,199.97,200.15,170.648382907579,766231,0.0,1.0
2017-07-12,201.32,202.47,199.87,201.11,171.466881271763,1402060,0.0,1.0
2017-07-11,200.8,201.01,198.75,199.91,170.443758316534,1139412,0.0,1.0
2017-07-10,201.22,202.24,200.21,201.07,171.432777173255,1028579,0.0,1.0
2017-07-07,199.5,202.18,199.115,201.26,171.594771641166,1264496,0.0,1.0
2017-07-06,200.7,201.07,198.79,199.02,169.684942124739,797994,0.0,1.0
2017-07-05,199.03,201.21,198.95,200.74,171.151418360567,1151270,0.84,1.0
2017-07-03,199.42,200.55,198.14,199.66,169.521243128638,750575,0.0,1.0
2017-06-30,197.75,199.21,196.26,198.1,168.196725752695,939354,0.0,1.0
2017-06-29,200.99,201.07,196.13,196.96,167.228809208737,1419995,0.0,1.0
2017-06-28,199.82,201.415,199.33,200.83,170.514631160595,787111,0.0,1.0
2017-06-27,200.11,200.3582,198.83,198.84,168.825022456668,713780,0.0,1.0
2017-06-26,201.77,202.33,200.13,200.2,169.979729912618,672893,0.0,1.0
2017-06-23,201.23,202.42,200.8101,201.32,170.930665464577,1162534,0.0,1.0
2017-06-22,203.79,203.9812,201.19,201.26,170.879722488579,906934,0.0,1.0
2017-06-21,204.4,204.88,203.5,203.89,173.112722936482,668664,0.0,1.0
2017-06-20,203.76,205.17,203.76,203.86,173.087251448483,833865,0.0,1.0
2017-06-19,203.41,204.74,203.0,204.52,173.647624184459,1023199,0.0,1.0
2017-06-16,202.37,203.3,201.66,202.67,172.076882424527,1389079,0.0,1.0
2017-06-15,199.77,202.27,199.24,202.03,171.53349068055,820983,0.0,1.0
2017-06-14,200.55,202.45,200.35,201.28,170.896703480578,928311,0.0,1.0
2017-06-13,198.4,200.93,198.12,200.55,170.276897272605,1263486,0.0,1.0
2017-06-12,199.47,200.06,197.03,198.4,168.451440632684,1858344,0.0,1.0
2017-06-09,199.64,200.7414,198.44,199.47,169.359923704645,1055481,0.0,1.0
2017-06-08,199.36,199.83,197.59,199.64,169.504262136638,991930,0.0,1.0
2017-06-07,198.85,199.02,197.73,198.87,168.850493944667,938575,0.0,1.0
2017-06-06,200.93,201.24,198.3,198.44,168.485402616683,1190903,0.0,1.0
2017-06-05,203.37,203.48,201.34,201.47,171.058022904571,848438,0.0,1.0
2017-06-02,202.7,205.07,202.58,203.7,172.951403512489,916370,0.0,1.0
2017-06-01,203.16,203.47,201.88,202.52,171.949524984532,1290887,0.0,1.0
2017-05-31,202.37,203.28,201.58,203.25,172.569331192505,1443319,0.0,1.0
2017-05-30,202.19,202.65,200.95,202.01,171.516509688551,919219,0.0,1.0
2017-05-26,201.09,202.576,200.85,202.24,171.711791096543,751108,0.0,1.0
2017-05-25,200.51,201.9,200.19,201.09,170.735384056585,1122111,0.0,1.0
2017-05-24,199.6,200.608,199.08,199.98,169.792939000626,679103,0.0,1.0
2017-05-23,198.22,199.37,197.04,199.32,169.23256626465,1012683,0.0,1.0
2017-05-22,197.48,199.0,196.295,197.75,167.899558392708,1453350,0.0,1.0
2017-05-19,193.21,196.5,192.956,195.87,166.303345144777,1062959,0.0,1.0
2017-05-18,191.79,193.51,190.305,192.64,163.560914936897,1248474,0.0,1.0
2017-05-17,193.72,194.24,191.61,192.01,163.02601368892,1367096,0.0,1.0
2017-05-16,195.07,196.19,194.81,195.29,165.810896376799,785189,0.0,1.0
2017-05-15,195.48,196.03,194.88,195.18,165.717500920803,853973,0.0,1.0
2017-05-12,194.36,195.64,194.17,195.59,166.065611256788,660211,0.0,1.0
2017-05-11,194.26,195.43,193.17,194.98,165.54769100081,896878,0.0,1.0
2017-05-10,195.06,195.89,193.35,194.39,165.046751736832,1359764,0.0,1.0
2017-05-09,196.49,197.0,196.07,196.59,166.914660856751,736816,0.0,1.0
2017-05-08,195.59,196.5,195.13,196.33,166.693907960761,883606,0.0,1.0
2017-05-05,194.75,195.99,194.27,195.97,166.388250104774,697063,0.0,1.0
2017-05-04,194.28,195.13,193.38,194.55,165.182599672826,1093721,0.0,1.0
2017-05-03,193.87,194.5,192.8855,194.18,164.86845132084,770408,0.0,1.0
2017-05-02,193.9,194.07,193.0,194.07,164.775055864844,930112,0.0,1.0
2017-05-01,194.24,194.9997,193.15,193.15,163.993930232878,1004460,0.0,1.0
2017-04-28,195.04,195.28,193.43,193.79,164.537321976854,1191549,0.0,1.0
2017-04-27,195.48,196.62,193.95,195.03,165.590143480808,976465,0.0,1.0
2017-04-26,194.67,196.97,193.74,194.85,165.437314552815,1927262,0.0,1.0
2017-04-25,190.87,193.48,190.69,193.24,164.070344696874,1702241,0.0,1.0
2017-04-24,191.38,192.49,190.41,191.91,162.941108728923,1561395,0.0,1.0
2017-04-21,188.84,189.9,188.2,188.94,160.419431417033,1153330,0.0,1.0
2017-04-20,188.02,189.04,187.38,188.13,159.731701241063,984129,0.0,1.0
2017-04-19,187.84,188.24,187.03,187.75,159.409062393077,1239830,0.0,1.0
2017-04-18,188.3,189.6,187.07,187.38,159.094914041091,1199413,0.0,1.0
2017-04-17,187.18,188.97,186.87,188.89,160.376978937035,843945,0.0,1.0
2017-04-13,186.04,188.01,185.641,186.73,158.543031801114,1173275,0.0,1.0
2017-04-12,188.43,188.7,186.13,186.34,158.211902457129,1121017,0.0,1.0
2017-04-11,187.44,188.942,186.67,188.38,159.943963641054,810587,0.0,1.0
2017-04-10,188.09,188.85,187.26,187.66,159.33264792908,911081,0.0,1.0
2017-04-07,188.8,189.42,186.6,188.04,159.655286777066,1189368,0.0,1.0
2017-04-06,185.87,187.13,185.85,186.3,158.17794047313,746083,0.0,1.0
2017-04-05,187.62,189.32,185.73,185.85,157.795868153147,931983,0.84,1.0
2017-04-04,187.74,188.33,186.34,187.72,158.66645438807,1073632,0.0,1.0
2017-04-03,187.48,188.2,186.26,187.74,158.683358975156,1259488,0.0,1.0
2017-03-31,188.39,188.56,186.42,187.2,158.226935123837,2063841,0.0,1.0
2017-03-30,188.44,189.3,188.2,188.78,159.562397503621,926293,0.0,1.0
2017-03-29,188.0,188.92,187.2,188.29,159.148235120017,869704,0.0,1.0
2017-03-28,185.0,189.45,184.88,188.44,159.275019523161,1231018,0.0,1.0
2017-03-27,184.89,186.18,183.7201,185.49,156.781592927994,1930621,0.0,1.0
2017-03-24,189.54,189.895,186.35,187.52,158.497408517211,1498556,0.0,1.0
2017-03-23,189.54,190.605,189.01,189.56,160.221676399971,794531,0.0,1.0
2017-03-22,188.88,190.13,187.95,189.6,160.255485574142,835908,0.0,1.0
2017-03-21,192.35,193.16,188.25,188.69,159.486326861735,1266500,0.0,1.0
2017-03-20,193.2,193.65,191.77,191.98,162.267131437362,930482,0.0,1.0
2017-03-17,191.31,194.0,190.9,193.27,163.357477304401,1824484,0.0,1.0
2017-03-16,191.97,192.18,189.92,190.65,161.142976396151,1082767,0.0,1.0
2017-03-15,190.08,192.0,189.75,191.66,161.996658043988,985938,0.0,1.0
2017-03-14,190.83,191.0,189.33,189.75,160.382269977287,1055234,0.0,1.0
2017-03-13,190.83,191.68,190.62,191.56,161.912135108559,852973,0.0,1.0
2017-03-10,191.85,191.85,189.62,190.84,161.303569973467,835755,0.0,1.0
2017-03-09,190.53,191.33,189.83,190.34,160.88095529632,843173,0.0,1.0
2017-03-08,191.32,191.39,190.08,190.38,160.914764470492,926557,0.0,1.0
2017-03-07,190.9,192.2,190.43,191.47,161.836064466672,926599,0.0,1.0
2017-03-06,189.28,191.305,189.0109,190.94,161.388092908896,1126918,0.0,1.0
2017-03-03,190.99,191.05,188.74,189.65,160.297747041857,1502617,0.0,1.0
2017-03-02,192.2,192.65,190.671,191.05,161.481068137869,1064889,0.0,1.0
2017-03-01,190.5,193.17,190.24,192.41,162.630580059709,2088612,0.0,1.0
2017-02-28,190.19,191.31,189.3,189.81,160.432983738544,1874269,0.0,1.0
2017-02-27,189.65,190.89,188.27,190.4,160.931669057578,1604973,0.0,1.0
2017-02-24,187.9,189.71,187.01,189.63,160.280842454771,1147538,0.0,1.0
2017-02-23,189.87,190.59,187.53,188.3,159.15668741356,1157962,0.0,1.0
2017-02-22,189.58,189.98,188.74,189.89,160.500602086888,765703,0.0,1.0
2017-02-21,189.02,189.94,188.6,189.59,160.2470332806,1102710,0.0,1.0
2017-02-17,188.6,189.1,187.4,189.06,159.799061722824,1163416,0.0,1.0
2017-02-16,188.05,188.76,186.43,188.74,159.52858832945,1153610,0.0,1.0
2017-02-15,186.76,188.295,186.24,187.99,158.894666313729,998618,0.0,1.0
2017-02-14,187.05,187.48,184.61,187.23,158.252292004466,1391513,0.0,1.0
2017-02-13,184.65,187.4999,184.65,186.6,157.71979751126,1272722,0.0,1.0
2017-02-10,182.84,184.66,182.16,184.4,155.860292931814,1414935,0.0,1.0
2017-02-09,183.68,183.84,182.42,182.59,154.330427800542,1310645,0.0,1.0
2017-02-08,182.9,183.935,181.94,183.14,154.795303945403,1249626,0.0,1.0
2017-02-07,183.91,185.0,183.1,183.21,154.854470000204,1532573,0.0,1.0
2017-02-06,183.4,184.61,182.67,183.04,154.710781009974,1106764,0.0,1.0
2017-02-03,180.03,183.25,180.02,183.12,154.778399358317,1544711,0.0,1.0
2017-02-02,180.75,181.31,179.11,180.36,152.445566340466,1130244,0.0,1.0
2017-02-01,181.31,182.44,180.15,181.03,153.011870007843,1244296,0.0,1.0
2017-01-31,181.14,181.47,178.901,181.08,153.054131475558,2235754,0.0,1.0
2017-01-30,185.23,186.31,180.681,182.47,154.229000278026,2802115,0.0,1.0
2017-01-27,176.31,187.37,175.7,185.14,156.485762653991,4338991,0.0,1.0
2017-01-26,175.5,177.62,175.25,177.3,149.859164516326,1843940,0.0,1.0
2017-01-25,176.42,177.2,172.43,175.32,148.185610394824,2656146,0.0,1.0
2017-01-24,176.34,178.42,175.85,177.25,149.816903048612,1213848,0.0,1.0
2017-01-23,178.52,179.19,176.1,177.23,149.799998461526,1265465,0.0,1.0
2017-01-20,178.31,178.92,176.85,178.28,150.687489283534,1755435,0.0,1.0
2017-01-19,177.0,178.36,175.9,177.81,150.290231487016,1523619,0.0,1.0
2017-01-18,175.17,176.09,174.3,175.99,148.751914062201,950155,0.76,1.0
2017-01-17,177.0,177.99,174.971,175.97,148.095469971856,1202185,0.0,1.0
2017-01-13,176.77,178.08,176.41,177.89,149.71133234809,952949,0.0,1.0
2017-01-12,177.23,177.23,173.5978,176.52,148.558347215048,1275819,0.0,1.0
2017-01-11,176.33,177.11,175.27,177.07,149.02122445824,1425717,0.0,1.0
2017-01-10,176.77,177.9,175.75,176.36,148.423692017029,1095145,0.0,1.0
2017-01-09,176.6,177.5,175.71,176.07,148.179629470618,1072728,0.0,1.0
2017-01-06,176.0,177.77,175.74,177.46,149.349446503413,998624,0.0,1.0
2017-01-05,175.78,178.36,175.1,176.14,148.238541119752,1279691,0.0,1.0
2017-01-04,176.14,176.2584,174.21,175.54,147.733584127178,1238472,0.0,1.0
2017-01-03,174.39,176.72,174.26,175.45,147.657840578292,1321857,0.0,1.0
2016-12-30,173.75,174.27,171.65,172.66,145.309790562827,1192293,0.0,1.0
2016-12-29,173.55,174.07,172.35,173.21,145.772667806019,967835,0.0,1.0
2016-12-28,174.7,175.31,172.94,173.05,145.638012607999,1182495,0.0,1.0
2016-12-27,175.95,176.36,173.97,174.58,146.925652939061,999496,0.0,1.0
2016-12-23,173.89,175.46,173.83,175.25,147.489521580768,685225,0.0,1.0
2016-12-22,174.56,175.09,173.881,174.53,146.88357318968,904699,0.0,1.0
2016-12-21,175.6,175.92,174.02,174.1,146.521687345003,944420,0.0,1.0
2016-12-20,174.96,176.07,174.11,175.26,147.497937530644,1185617,0.0,1.0
2016-12-19,175.0,175.75,173.61,174.63,146.967732688442,1358711,0.0,1.0
2016-12-16,174.47,176.4,173.86,174.41,146.782581791166,3017433,0.0,1.0
2016-12-15,173.34,175.86,173.34,174.12,146.538519244755,1193895,0.0,1.0
2016-12-14,174.49,175.5,173.51,173.74,146.218713149459,1721119,0.0,1.0
2016-12-13,174.61,176.28,173.525,174.31,146.698422292403,1462756,0.0,1.0
2016-12-12,172.22,174.13,168.0,173.74,146.218713149459,2961717,0.0,1.0
2016-12-09,173.43,175.635,173.28,175.39,147.607344879035,1495613,0.0,1.0
2016-12-08,178.08,178.125,173.44,173.67,146.159801500325,2365889,0.0,1.0
2016-12-07,178.1,178.47,176.67,178.43,150.165793641406,1941842,0.0,1.0
2016-12-06,177.59,178.77,176.34,178.09,149.879651345615,1923518,0.0,1.0
2016-12-05,179.8,180.09,178.25,178.52,150.241537190292,1744551,0.0,1.0
2016-12-02,176.5,178.73,176.3,178.67,150.367776438436,1715405,0.0,1.0
2016-12-01,175.81,177.39,175.59,176.4,148.457355816533,1691748,0.0,1.0
2016-11-30,175.42,176.45,174.7,175.35,147.57368107953,2326611,0.0,1.0
2016-11-29,172.97,175.7,172.97,175.13,147.388530182253,1640307,0.0,1.0
2016-11-28,172.24,173.55,172.0,172.67,145.318206512703,1835445,0.0,1.0
2016-11-25,170.78,172.23,170.46,172.08,144.821665470006,627023,0.0,1.0
2016-11-23,170.4,171.19,169.87,170.55,143.534025138944,1432556,0.0,1.0
2016-11-22,169.7,170.38,168.42,170.18,143.222634993524,1446399,0.0,1.0
2016-11-21,166.95,168.7,166.81,168.43,141.749843765186,1523992,0.0,1.0
2016-11-18,165.51,167.36,164.97,166.62,140.22655683759,1596944,0.0,1.0
2016-11-17,165.82,166.91,165.22,165.63,139.393377799844,1553250,0.0,1.0
2016-11-16,167.72,167.89,165.29,165.84,139.570112747244,1611686,0.0,1.0
2016-11-15,169.97,170.82,166.37,168.02,141.40478982026,2508821,0.0,1.0
2016-11-14,169.86,171.19,168.56,170.19,143.2310509434,2589668,0.0,1.0
2016-11-11,165.99,168.6,164.09,168.55,141.8508351637,1725623,0.0,1.0
2016-11-10,162.47,166.8169,162.47,166.51,140.133981388951,3251817,0.0,1.0
2016-11-09,157.67,163.56,157.67,162.09,136.414131543662,5323064,0.0,1.0
2016-11-08,152.26,154.33,152.06,153.78,129.420477196522,1216924,0.0,1.0
2016-11-07,151.31,152.43,150.9,152.39,128.250660163727,1425313,0.0,1.0
2016-11-04,150.03,151.1,149.665,149.81,126.079345095663,1059625,0.0,1.0
2016-11-03,150.0,150.49,148.76,150.03,126.264495992939,1461185,0.0,1.0
2016-11-02,149.69,151.1199,149.56,149.67,125.961521797395,1309435,0.0,1.0
2016-11-01,151.07,152.12,149.4801,149.98,126.222416243558,1529944,0.0,1.0
2016-10-31,152.03,152.21,150.72,150.74,126.862028434151,1568305,0.0,1.0
2016-10-28,150.46,152.49,150.09,151.5,127.501640624744,1500931,0.0,1.0
2016-10-27,151.58,151.677,149.1,150.13,126.348655491702,1594045,0.0,1.0
2016-10-26,149.67,152.95,149.05,151.14,127.1986664292,2787418,0.0,1.0
2016-10-25,151.21,153.05,151.21,152.59,128.418979161252,1448672,0.0,1.0
2016-10-24,151.17,152.18,151.0,151.44,127.451144925487,905534,0.0,1.0
2016-10-21,149.58,150.325,149.13,150.18,126.390735241083,1245660,0.0,1.0
2016-10-20,151.48,151.78,150.23,150.71,126.836780584522,944035,0.0,1.0
2016-10-19,152.1,152.7,151.41,151.42,127.434313025734,706846,0.0,1.0
2016-10-18,151.35,152.29,151.24,151.88,127.82144672004,703763,0.0,1.0
2016-10-17,151.28,151.61,150.35,150.48,126.643213737369,971617,0.0,1.0
2016-10-14,152.79,152.79,151.31,151.34,127.366985426724,862647,0.0,1.0
2016-10-13,149.49,151.46,149.49,151.01,127.089259080809,951293,0.0,1.0
2016-10-12,149.61,150.56,149.55,150.0,126.239248143311,1151692,0.0,1.0
2016-10-11,152.06,152.36,149.04,149.6,125.902610148262,1693971,0.0,1.0
2016-10-10,153.53,154.26,152.58,152.89,128.671457657539,1247717,0.0,1.0
2016-10-07,151.83,153.22,150.26,152.96,128.730369306672,2063784,0.0,1.0
2016-10-06,153.8,154.43,153.13,154.14,129.723451392066,1685100,0.0,1.0
2016-10-05,153.39,154.48,153.28,153.72,129.369981497265,1142818,0.76,1.0
2016-10-04,155.46,155.61,152.87,153.55,128.591148750032,1412954,0.0,1.0
2016-10-03,154.58,155.65,154.21,154.71,129.562596047656,1325952,0.0,1.0
2016-09-30,156.36,156.95,154.69,155.16,129.939450602768,1856926,0.0,1.0
2016-09-29,155.16,156.97,154.825,155.61,130.316305157881,1771343,0.0,1.0
2016-09-28,155.77,156.2082,155.1,156.01,130.651286984647,1083328,0.0,1.0
2016-09-27,153.72,155.7,153.54,155.28,130.039945150798,1412974,0.0,1.0
2016-09-26,153.47,154.8799,153.07,153.87,128.859134211446,1252583,0.0,1.0
2016-09-23,152.04,154.36,150.0,153.81,128.808886937431,876828,0.0,1.0
2016-09-22,153.88,154.88,153.47,154.86,129.688214232693,1161076,0.0,1.0
2016-09-21,152.0,153.19,151.6774,153.1,128.21429419492,800701,0.0,1.0
2016-09-20,152.41,152.89,151.47,151.86,127.175850531944,726799,0.0,1.0
2016-09-19,151.68,152.87,151.596,152.17,127.435461447688,886944,0.0,1.0
2016-09-16,151.55,151.6616,149.57,150.75,126.246275962666,1869328,0.0,1.0
2016-09-15,150.15,152.24,149.85,152.16,127.427086902019,1224128,0.0,1.0
2016-09-14,150.57,151.97,149.48,149.83,125.475817761103,1427659,0.0,1.0
2016-09-13,150.99,151.63,150.1075,150.6,126.120657777629,920233,0.0,1.0
2016-09-12,149.14,152.23,149.14,151.81,127.133977803598,1006158,0.0,1.0
2016-09-09,151.6,151.68,149.9,149.91,125.542814126456,1195939,0.0,1.0
2016-09-08,152.87,152.87,151.35,152.4,127.628075998078,1002523,0.0,1.0
2016-09-07,154.48,154.745,152.79,153.11,128.222668740589,1054164,0.0,1.0
2016-09-06,153.74,154.98,153.59,154.63,129.495599682302,992988,0.0,1.0
2016-09-02,153.2,153.93,152.99,153.81,128.808886937431,1041870,0.0,1.0
2016-09-01,152.63,153.15,151.58,152.84,127.996556007522,597631,0.0,1.0
2016-08-31,152.56,152.7,151.61,152.22,127.477334176034,1054206,0.0,1.0
2016-08-30,152.69,153.0,151.89,152.56,127.762068728785,665378,0.0,1.0
2016-08-29,151.48,152.9,151.39,152.82,127.979806916183,954419,0.0,1.0
2016-08-26,152.93,153.19,150.96,151.58,126.941363253207,1153766,0.0,1.0
2016-08-25,152.29,153.0095,151.81,152.68,127.862563276815,907970,0.0,1.0
2016-08-24,151.83,152.53,151.42,152.29,127.535955995718,1040471,0.0,1.0
2016-08-23,153.0,153.0,151.65,152.15,127.418712356349,1352161,0.0,1.0
2016-08-22,152.37,152.58,151.79,152.22,127.477334176034,1086274,0.0,1.0
2016-08-19,151.94,152.571,151.3439,152.38,127.61132690674,1152229,0.0,1.0
2016-08-18,152.91,153.2,151.77,152.43,127.653199635086,1514050,0.0,1.0
2016-08-17,152.55,153.09,151.77,152.97,128.105425101221,1155748,0.0,1.0
2016-08-16,152.75,153.35,152.02,152.4,127.628075998078,1206412,0.0,1.0
2016-08-15,151.43,153.8,151.37,153.4,128.465530564995,2128704,0.0,1.0
2016-08-12,150.73,151.75,150.73,151.47,126.849243250846,1045005,0.0,1.0
2016-08-11,151.38,151.76,150.55,151.3,126.70687597447,2155838,0.0,1.0
2016-08-10,149.59,151.6,149.59,151.47,126.849243250846,2667832,0.0,1.0
2016-08-09,148.14,148.87,148.1,148.57,124.420625006788,921292,0.0,1.0
2016-08-08,148.56,149.16,147.8,148.11,124.035395906007,833867,0.0,1.0
2016-08-05,147.57,149.01,147.45,148.89,124.688610468201,1138379,0.0,1.0
2016-08-04,147.96,148.38,146.82,147.37,123.415679526488,1398653,0.0,1.0
2016-08-03,148.18,148.44,147.19,147.81,123.784159535932,1192525,0.0,1.0
2016-08-02,148.59,149.31,147.37,148.22,124.127515908367,1711352,0.0,1.0
2016-08-01,147.15,149.37,146.9325,149.09,124.856101381585,2237844,0.0,1.0
2016-07-29,146.46,147.19,145.69,146.89,123.013701334368,1591399,0.0,1.0
2016-07-28,146.5,147.49,145.05,147.1,123.189566793421,2150502,0.0,1.0
2016-07-27,146.07,147.67,143.58,146.63,122.79596314697,2743009,0.0,1.0
2016-07-26,143.99,144.61,143.49,144.51,121.020559465107,1312925,0.0,1.0
2016-07-25,143.28,143.965,142.53,143.72,120.358970357243,1142034,0.0,1.0
2016-07-22,142.59,143.89,142.13,143.77,120.400843085589,829954,0.0,1.0
2016-07-21,144.61,144.62,142.18,142.86,119.638759429695,986870,0.0,1.0
2016-07-20,143.71,144.69,143.42,144.54,121.045683102115,1511745,0.0,1.0
2016-07-19,141.0,143.68,140.87,143.31,120.015613984807,2447383,0.0,1.0
2016-07-18,142.05,142.29,140.92,141.0,118.08109393523,1278037,0.0,1.0
2016-07-15,142.91,143.0,142.04,142.09,118.993919413169,1448730,0.0,1.0
2016-07-14,142.81,143.2,142.05,142.56,119.38752305962,1111889,0.0,1.0
2016-07-13,141.7,142.42,141.41,141.73,118.692435769079,1099610,0.0,1.0
2016-07-12,142.1,142.689,141.44,141.54,118.533319401365,1853713,0.0,1.0
2016-07-11,140.56,141.95,140.56,141.19,118.240210302944,1331666,0.0,1.0
2016-07-08,139.56,140.8,139.1,140.48,117.645617560433,2033872,0.0,1.0
2016-07-07,139.69,140.9,138.36,138.69,116.146573885653,1439291,0.0,1.0
2016-07-06,138.14,140.03,136.71,139.89,117.151519365953,1998622,0.0,1.0
2016-07-05,140.93,141.0,137.79,138.41,115.912086606916,1948706,0.0,1.0
2016-07-01,139.52,141.54,139.5,141.34,118.365828487982,3942954,0.0,1.0
2016-06-30,135.82,139.54,135.81,139.24,116.607173897457,2677003,0.0,1.0
2016-06-29,134.74,135.8,133.25,135.63,113.583962910888,1299856,0.76,1.0
2016-06-28,134.56,134.56,132.81,133.94,111.543632174532,1912091,0.0,1.0
2016-06-27,135.0,135.45,132.68,133.06,110.810778685555,2301548,0.0,1.0
2016-06-24,135.89,138.88,135.03,136.14,113.375765896974,4483662,0.0,1.0
2016-06-23,140.15,140.15,138.87,139.78,116.407114419561,1017859,0.0,1.0
2016-06-22,139.78,140.39,138.61,138.79,115.582654244462,1359968,0.0,1.0
2016-06-21,141.22,141.58,139.41,139.41,116.098982838969,1597285,0.0,1.0
2016-06-20,140.42,141.56,139.97,140.92,117.356492803009,1897486,0.0,1.0
2016-06-17,139.9,140.0865,138.0801,138.99,115.749211855593,1520413,0.0,1.0
2016-06-16,139.54,140.65,138.43,139.76,116.390458658448,946185,0.0,1.0
2016-06-15,139.75,140.81,139.53,140.11,116.681934477928,1462240,0.0,1.0
2016-06-14,138.99,139.46,138.3029,139.43,116.115638600082,1084114,0.0,1.0
2016-06-13,141.2,141.616,139.03,139.11,115.849146422272,1390839,0.0,1.0
2016-06-10,141.17,142.09,141.028,141.53,117.864493516959,1400764,0.0,1.0
2016-06-09,141.19,142.13,141.0,141.98,118.239248142004,1347258,0.0,1.0
2016-06-08,140.87,141.67,140.6,141.49,117.831181994733,870546,0.0,1.0
2016-06-07,140.75,141.81,140.56,141.06,117.473083130801,1827134,0.0,1.0
2016-06-06,140.53,141.25,140.04,140.34,116.873475730729,979923,0.0,1.0
2016-06-03,140.01,140.87,138.76,140.23,116.781869044606,2602403,0.0,1.0
2016-06-02,140.92,141.4699,139.99,140.13,116.698590239041,2087041,0.0,1.0
2016-06-01,141.38,141.81,140.97,141.47,117.81452623362,5111268,0.0,1.0
2016-05-31,143.54,143.91,141.54,141.87,118.147641455882,1690851,0.0,1.0
2016-05-27,142.8,143.43,142.79,143.13,119.196954406008,761207,0.0,1.0
2016-05-26,142.95,143.28,142.47,142.83,118.947117989311,951435,0.0,1.0
2016-05-25,143.45,143.56,142.55,142.97,119.063708317103,1349529,0.0,1.0
2016-05-24,142.75,143.36,142.72,142.96,119.055380436547,1977783,0.0,1.0
2016-05-23,144.28,144.625,142.25,142.25,118.464100917031,1631655,0.0,1.0
2016-05-20,144.48,144.94,143.72,144.62,120.437808608935,1194496,0.0,1.0
2016-05-19,143.46,143.96,142.31,143.59,119.58003691161,1236925,0.0,1.0
2016-05-18,144.31,145.92,143.41,144.31,120.179644311682,1154389,0.0,1.0
