,LGIH_Open,LGIH_High,LGIH_Low,LGIH_Close,LGIH_Adj Close,LGIH_Volume,LGIH_Dividend Amount,LGIH_Split Coefficient
2023-04-27,114.06,115.49,112.73,115.0,115.0,132043,0.0,1.0
2023-04-26,115.61,115.71,111.752,112.62,112.62,160807,0.0,1.0
2023-04-25,115.24,117.65,115.24,115.87,115.87,121122,0.0,1.0
2023-04-24,113.91,116.82,110.975,116.61,116.61,116282,0.0,1.0
2023-04-21,113.97,114.445,112.69,114.0,114.0,106599,0.0,1.0
2023-04-20,114.58,120.74,113.63,113.99,113.99,453487,0.0,1.0
2023-04-19,114.09,114.65,112.96,114.17,114.17,164915,0.0,1.0
2023-04-18,111.93,115.0499,111.89,114.73,114.73,171422,0.0,1.0
2023-04-17,109.07,111.23,108.29,111.22,111.22,153541,0.0,1.0
2023-04-14,109.83,110.92,108.5,109.32,109.32,175404,0.0,1.0
2023-04-13,111.71,111.8,109.49,110.33,110.33,153921,0.0,1.0
2023-04-12,113.87,113.87,110.69,110.9,110.9,131812,0.0,1.0
2023-04-11,109.82,114.37,109.82,112.85,112.85,154953,0.0,1.0
2023-04-10,107.3,109.48,107.3,109.12,109.12,133364,0.0,1.0
2023-04-06,110.12,110.34,104.49,107.65,107.65,290321,0.0,1.0
2023-04-05,111.38,111.41,108.85,110.67,110.67,149444,0.0,1.0
2023-04-04,113.67,113.67,110.2201,111.43,111.43,155683,0.0,1.0
2023-04-03,113.11,114.59,112.13,114.0,114.0,152258,0.0,1.0
2023-03-31,110.58,114.19,110.58,114.03,114.03,278159,0.0,1.0
2023-03-30,113.15,114.49,109.63,110.27,110.27,203830,0.0,1.0
2023-03-29,113.21,113.27,110.25,112.39,112.39,123978,0.0,1.0
2023-03-28,110.84,112.74,110.54,112.36,112.36,162573,0.0,1.0
2023-03-27,114.26,114.47,110.33,111.03,111.03,222984,0.0,1.0
2023-03-24,110.72,114.24,109.6978,113.77,113.77,337881,0.0,1.0
2023-03-23,107.3,112.5,107.3,111.17,111.17,387520,0.0,1.0
2023-03-22,107.48,109.44,105.86,106.08,106.08,139387,0.0,1.0
2023-03-21,107.37,108.8299,106.575,107.75,107.75,152113,0.0,1.0
2023-03-20,106.79,107.795,104.58,105.58,105.58,198221,0.0,1.0
2023-03-17,106.4,108.47,105.31,105.7,105.7,430043,0.0,1.0
2023-03-16,103.95,108.675,103.61,107.48,107.48,203529,0.0,1.0
2023-03-15,102.78,106.79,102.78,105.44,105.44,415280,0.0,1.0
2023-03-14,103.37,104.04,101.1,103.66,103.66,211801,0.0,1.0
2023-03-13,98.06,101.805,97.475,100.67,100.67,161464,0.0,1.0
2023-03-10,103.51,103.51,98.49,99.77,99.77,216214,0.0,1.0
2023-03-09,104.79,107.93,102.48,102.625,102.625,167290,0.0,1.0
2023-03-08,102.55,104.47,101.12,104.36,104.36,191587,0.0,1.0
2023-03-07,103.86,104.45,101.54,101.55,101.55,188884,0.0,1.0
2023-03-06,107.17,107.325,102.48,103.19,103.19,217931,0.0,1.0
2023-03-03,104.44,107.3,103.47,106.71,106.71,179836,0.0,1.0
2023-03-02,102.71,103.86,100.7,103.51,103.51,116075,0.0,1.0
2023-03-01,104.24,105.89,103.33,103.61,103.61,143516,0.0,1.0
2023-02-28,103.31,105.47,103.31,104.31,104.31,325937,0.0,1.0
2023-02-27,106.16,106.895,103.52,104.11,104.11,194710,0.0,1.0
2023-02-24,104.1,107.55,103.925,105.18,105.18,337361,0.0,1.0
2023-02-23,104.11,107.41,103.2,107.07,107.07,234571,0.0,1.0
2023-02-22,101.59,105.65,100.22,104.39,104.39,428550,0.0,1.0
2023-02-21,108.81,112.8223,103.52,104.66,104.66,427172,0.0,1.0
2023-02-17,116.83,116.83,111.95,114.29,114.29,219191,0.0,1.0
2023-02-16,116.07,118.205,115.42,116.92,116.92,179769,0.0,1.0
2023-02-15,115.96,118.84,115.7904,118.07,118.07,214539,0.0,1.0
2023-02-14,116.58,118.08,114.7,117.1,117.1,196210,0.0,1.0
2023-02-13,113.85,118.47,112.36,118.35,118.35,183992,0.0,1.0
2023-02-10,114.62,116.12,113.46,113.53,113.53,192622,0.0,1.0
2023-02-09,117.27,117.49,114.79,115.6,115.6,131673,0.0,1.0
2023-02-08,119.39,120.0,115.41,115.68,115.68,207680,0.0,1.0
2023-02-07,117.66,121.5,116.0,120.71,120.71,170707,0.0,1.0
2023-02-06,119.09,120.25,117.56,118.57,118.57,191447,0.0,1.0
2023-02-03,121.51,123.67,119.75,121.8,121.8,325721,0.0,1.0
2023-02-02,119.34,126.37,118.36,124.75,124.75,482384,0.0,1.0
2023-02-01,113.21,118.75,111.45,117.04,117.04,293692,0.0,1.0
2023-01-31,109.72,113.99,109.15,113.85,113.85,206993,0.0,1.0
2023-01-30,109.38,110.59,107.9,107.98,107.98,144004,0.0,1.0
2023-01-27,109.57,111.9,109.57,110.63,110.63,136318,0.0,1.0
2023-01-26,109.61,111.81,107.19,110.18,110.18,142772,0.0,1.0
2023-01-25,107.23,110.2799,107.23,109.19,109.19,164059,0.0,1.0
2023-01-24,109.82,110.64,108.65,109.15,109.15,161803,0.0,1.0
2023-01-23,107.04,110.02,106.92,109.81,109.81,260507,0.0,1.0
2023-01-20,104.6,107.3,103.12,107.3,107.3,250047,0.0,1.0
2023-01-19,105.71,106.4,102.71,103.87,103.87,255162,0.0,1.0
2023-01-18,108.76,110.975,105.7626,106.72,106.72,159686,0.0,1.0
2023-01-17,106.24,108.35,106.12,107.19,107.19,228023,0.0,1.0
2023-01-13,103.53,107.91,103.415,107.23,107.23,335031,0.0,1.0
2023-01-12,106.75,106.75,103.335,104.84,104.84,222749,0.0,1.0
2023-01-11,104.58,107.01,103.73,105.98,105.98,237663,0.0,1.0
2023-01-10,101.01,103.53,100.56,103.23,103.23,233718,0.0,1.0
2023-01-09,101.61,103.74,100.44,101.5,101.5,189397,0.0,1.0
2023-01-06,102.1,103.04,100.095,101.49,101.49,233442,0.0,1.0
2023-01-05,97.14,100.7399,95.4796,100.0,100.0,320940,0.0,1.0
2023-01-04,96.51,98.645,95.41,98.28,98.28,286774,0.0,1.0
2023-01-03,94.72,96.0142,92.86,95.03,95.03,298171,0.0,1.0
2022-12-30,91.54,93.07,91.0,92.6,92.6,214829,0.0,1.0
2022-12-29,90.82,93.23,90.23,92.71,92.71,156462,0.0,1.0
2022-12-28,93.0,94.07,90.1901,90.21,90.21,172129,0.0,1.0
2022-12-27,94.52,95.0125,93.02,93.36,93.36,138091,0.0,1.0
2022-12-23,95.91,96.83,94.3101,94.82,94.82,159175,0.0,1.0
2022-12-22,95.84,98.05,93.75,97.4,97.4,150219,0.0,1.0
2022-12-21,97.02,99.1,96.8938,97.4,97.4,210956,0.0,1.0
2022-12-20,96.53,98.0799,95.005,95.39,95.39,220184,0.0,1.0
2022-12-19,100.84,101.07,97.32,97.87,97.87,315715,0.0,1.0
2022-12-16,100.55,104.2,100.34,102.09,102.09,1181144,0.0,1.0
2022-12-15,97.75,104.215,97.75,104.04,104.04,311471,0.0,1.0
2022-12-14,100.43,101.67,97.95,99.57,99.57,164965,0.0,1.0
2022-12-13,105.08,107.63,99.68,100.93,100.93,247538,0.0,1.0
2022-12-12,95.55,99.71,95.1401,99.34,99.34,192414,0.0,1.0
2022-12-09,94.67,96.7,94.67,95.69,95.69,141150,0.0,1.0
2022-12-08,97.22,98.895,94.24,96.26,96.26,200839,0.0,1.0
2022-12-07,95.08,97.94,95.08,97.17,97.17,179438,0.0,1.0
2022-12-06,98.53,98.53,93.47,94.85,94.85,174532,0.0,1.0
2022-12-05,97.71,98.8,96.65,98.21,98.21,123022,0.0,1.0
2022-12-02,99.9,102.89,99.11,99.58,99.58,153288,0.0,1.0
2022-12-01,100.0,103.68,99.96,102.24,102.24,230391,0.0,1.0
2022-11-30,94.28,99.36,92.25,99.34,99.34,317176,0.0,1.0
2022-11-29,96.02,96.44,94.76,94.88,94.88,154613,0.0,1.0
2022-11-28,96.46,96.46,91.9739,95.8,95.8,175990,0.0,1.0
2022-11-25,95.52,97.35,95.235,96.87,96.87,38736,0.0,1.0
2022-11-23,95.71,97.51,94.6,96.78,96.78,177584,0.0,1.0
2022-11-22,93.69,95.36,92.69,95.04,95.04,156314,0.0,1.0
2022-11-21,93.05,93.16,91.6404,92.21,92.21,117481,0.0,1.0
2022-11-18,94.06,94.54,92.21,93.24,93.24,181008,0.0,1.0
2022-11-17,90.46,92.0,88.66,91.9,91.9,160622,0.0,1.0
2022-11-16,95.57,96.35,91.89,93.78,93.78,227743,0.0,1.0
2022-11-15,96.23,99.0,96.23,96.64,96.64,283046,0.0,1.0
2022-11-14,93.43,94.33,91.14,93.5,93.5,253218,0.0,1.0
2022-11-11,95.45,95.45,92.16,94.52,94.52,238297,0.0,1.0
2022-11-10,87.09,96.37,87.09,94.36,94.36,371043,0.0,1.0
2022-11-09,82.83,86.34,80.9,80.95,80.95,258593,0.0,1.0
2022-11-08,84.81,85.36,82.2,84.12,84.12,178314,0.0,1.0
2022-11-07,82.53,85.34,80.295,84.5,84.5,265395,0.0,1.0
2022-11-04,83.52,85.815,81.07,83.27,83.27,178405,0.0,1.0
2022-11-03,81.89,83.54,80.91,82.32,82.32,308091,0.0,1.0
2022-11-02,90.84,90.84,83.16,83.43,83.43,324903,0.0,1.0
2022-11-01,95.0,95.2,89.78,92.41,92.41,316511,0.0,1.0
2022-10-31,91.77,93.35,89.4,92.05,92.05,189321,0.0,1.0
2022-10-28,90.32,93.19,88.74,92.64,92.64,172792,0.0,1.0
2022-10-27,89.29,93.534,88.6,90.76,90.76,303757,0.0,1.0
2022-10-26,88.13,91.0,87.47,88.62,88.62,205790,0.0,1.0
2022-10-25,83.21,88.989,82.12,87.8,87.8,219596,0.0,1.0
2022-10-24,79.42,82.53,78.9,82.37,82.37,214232,0.0,1.0
2022-10-21,75.74,79.09,74.61,78.61,78.61,299764,0.0,1.0
2022-10-20,78.69,79.42,75.33,76.15,76.15,204412,0.0,1.0
2022-10-19,82.41,83.13,76.078,78.37,78.37,337885,0.0,1.0
2022-10-18,82.88,85.18,81.895,84.12,84.12,190629,0.0,1.0
2022-10-17,81.85,82.515,80.11,80.94,80.94,200953,0.0,1.0
2022-10-14,84.21,84.55,78.74,79.6,79.6,202058,0.0,1.0
2022-10-13,83.17,84.56,80.25,83.45,83.45,227115,0.0,1.0
2022-10-12,86.12,86.42,84.41,85.58,85.58,201033,0.0,1.0
2022-10-11,87.47,89.6,86.0,86.68,86.68,191233,0.0,1.0
2022-10-10,86.83,87.86,85.61,87.37,87.37,154242,0.0,1.0
2022-10-07,87.12,87.58,84.72,87.35,87.35,207164,0.0,1.0
2022-10-06,86.8,88.66,86.11,88.3,88.3,164568,0.0,1.0
2022-10-05,88.24,89.57,87.07,87.825,87.825,179726,0.0,1.0
2022-10-04,87.19,90.56,87.19,90.55,90.55,168707,0.0,1.0
2022-10-03,83.12,86.36,82.55,85.99,85.99,241458,0.0,1.0
2022-09-30,81.3,83.62,80.55,81.37,81.37,213194,0.0,1.0
2022-09-29,81.68,81.9,80.34,81.53,81.53,177019,0.0,1.0
2022-09-28,80.08,84.32,79.45,83.48,83.48,209813,0.0,1.0
2022-09-27,80.76,82.6479,77.6,79.07,79.07,203123,0.0,1.0
2022-09-26,83.16,84.4,81.12,81.22,81.22,140595,0.0,1.0
2022-09-23,83.25,84.2,82.25,83.71,83.71,183184,0.0,1.0
2022-09-22,84.31,85.79,83.26,84.31,84.31,306416,0.0,1.0
2022-09-21,86.93,87.74,84.65,84.89,84.89,271288,0.0,1.0
2022-09-20,85.88,86.92,85.135,85.53,85.53,183468,0.0,1.0
2022-09-19,86.29,87.76,85.88,87.57,87.57,189227,0.0,1.0
2022-09-16,83.2,86.68,83.01,86.47,86.47,532488,0.0,1.0
2022-09-15,85.22,88.0,83.33,84.39,84.39,185436,0.0,1.0
2022-09-14,86.87,87.05,84.54,85.82,85.82,251363,0.0,1.0
2022-09-13,91.27,91.27,85.6,86.96,86.96,371795,0.0,1.0
2022-09-12,95.47,96.84,94.75,94.81,94.81,142313,0.0,1.0
2022-09-09,93.02,94.75,92.2,94.57,94.57,159211,0.0,1.0
2022-09-08,89.97,92.03,88.73,92.0,92.0,162095,0.0,1.0
2022-09-07,89.76,91.68,88.67,91.21,91.21,201554,0.0,1.0
2022-09-06,90.77,90.77,88.09,88.8,88.8,193548,0.0,1.0
2022-09-02,93.95,94.58,90.304,90.82,90.82,212495,0.0,1.0
2022-09-01,93.59,93.88,91.33,92.73,92.73,269300,0.0,1.0
2022-08-31,96.15,96.53,94.56,94.91,94.91,183418,0.0,1.0
2022-08-30,97.31,100.3475,95.13,96.15,96.15,230339,0.0,1.0
2022-08-29,95.65,97.69,95.65,96.68,96.68,128486,0.0,1.0
2022-08-26,101.91,101.91,95.82,96.59,96.59,140308,0.0,1.0
2022-08-25,99.35,101.99,98.49,101.56,101.56,283006,0.0,1.0
2022-08-24,98.6,101.365,97.095,99.39,99.39,227555,0.0,1.0
2022-08-23,99.42,100.725,98.75,98.81,98.81,157493,0.0,1.0
2022-08-22,100.31,101.63,99.03,99.42,99.42,166107,0.0,1.0
2022-08-19,105.7,105.7,102.065,102.35,102.35,231588,0.0,1.0
2022-08-18,108.42,108.77,105.41,106.66,106.66,282890,0.0,1.0
2022-08-17,109.34,111.64,107.22,108.43,108.43,120965,0.0,1.0
2022-08-16,111.17,112.4,109.48,110.94,110.94,208033,0.0,1.0
2022-08-15,112.15,113.8,110.57,111.36,111.36,128585,0.0,1.0
2022-08-12,112.22,113.91,110.9,112.27,112.27,132156,0.0,1.0
2022-08-11,114.55,114.721,110.83,112.02,112.02,208623,0.0,1.0
2022-08-10,109.2,114.94,108.29,112.27,112.27,241799,0.0,1.0
2022-08-09,108.18,108.67,105.305,106.51,106.51,160885,0.0,1.0
2022-08-08,109.45,111.365,107.99,109.77,109.77,149012,0.0,1.0
2022-08-05,108.31,111.05,107.55,108.15,108.15,181595,0.0,1.0
2022-08-04,107.38,111.33,106.61,110.91,110.91,218981,0.0,1.0
2022-08-03,105.7,108.37,105.46,106.73,106.73,333167,0.0,1.0
2022-08-02,113.89,116.1,105.93,106.51,106.51,503721,0.0,1.0
2022-08-01,111.24,115.68,110.84,114.32,114.32,450792,0.0,1.0
2022-07-29,112.07,113.01,108.8,112.8,112.8,190888,0.0,1.0
2022-07-28,108.54,111.98,107.1,111.9,111.9,287716,0.0,1.0
2022-07-27,105.8,108.98,103.6875,108.44,108.44,209656,0.0,1.0
2022-07-26,103.28,105.07,102.75,105.01,105.01,184760,0.0,1.0
2022-07-25,105.86,105.88,103.98,104.72,104.72,213958,0.0,1.0
2022-07-22,104.82,107.76,104.19,106.16,106.16,247853,0.0,1.0
2022-07-21,100.6,105.39,98.23,105.2,105.2,321568,0.0,1.0
2022-07-20,101.25,101.93,99.15,101.25,101.25,238852,0.0,1.0
2022-07-19,97.64,101.22,95.98,101.09,101.09,221681,0.0,1.0
2022-07-18,97.49,98.83,95.4,96.44,96.44,168331,0.0,1.0
2022-07-15,98.65,98.65,94.255,96.47,96.47,175881,0.0,1.0
2022-07-14,96.33,97.38,94.5,96.21,96.21,156053,0.0,1.0
2022-07-13,95.0,98.86,92.79,97.81,97.81,198265,0.0,1.0
2022-07-12,96.0,99.9247,95.02,96.92,96.92,182393,0.0,1.0
2022-07-11,97.32,99.63,97.13,97.55,97.55,174240,0.0,1.0
2022-07-08,96.34,98.75,95.91,97.92,97.92,161315,0.0,1.0
2022-07-07,98.07,99.12,94.455,96.93,96.93,234983,0.0,1.0
2022-07-06,99.54,100.74,95.43,98.44,98.44,251296,0.0,1.0
2022-07-05,92.04,100.26,91.575,100.19,100.19,403471,0.0,1.0
2022-07-01,87.11,93.42,86.26,93.1,93.1,239242,0.0,1.0
2022-06-30,84.87,87.495,83.65,86.9,86.9,202939,0.0,1.0
2022-06-29,83.98,85.98,82.74,85.98,85.98,195904,0.0,1.0
2022-06-28,86.93,88.17,84.965,85.08,85.08,211997,0.0,1.0
2022-06-27,87.41,89.17,85.95,87.76,87.76,193667,0.0,1.0
2022-06-24,86.7,88.65,85.785,86.53,86.53,801218,0.0,1.0
2022-06-23,79.44,86.26,79.44,85.8,85.8,331872,0.0,1.0
2022-06-22,75.0,79.5,75.0,78.86,78.86,325708,0.0,1.0
2022-06-21,76.0,79.26,74.59,76.46,76.46,535259,0.0,1.0
2022-06-17,76.11,76.16,71.73,74.23,74.23,681969,0.0,1.0
2022-06-16,82.5,82.5,75.54,76.6,76.6,573401,0.0,1.0
2022-06-15,84.49,85.0,79.9,83.13,83.13,555849,0.0,1.0
2022-06-14,83.94,85.39,82.53,83.57,83.57,407962,0.0,1.0
2022-06-13,88.4,89.6,82.48,84.05,84.05,429871,0.0,1.0
2022-06-10,94.89,95.42,91.21,91.9,91.9,289347,0.0,1.0
2022-06-09,95.33,98.425,95.33,96.37,96.37,239917,0.0,1.0
2022-06-08,97.05,98.41,95.285,96.12,96.12,232589,0.0,1.0
2022-06-07,93.48,98.33,92.98,98.23,98.23,297241,0.0,1.0
2022-06-06,97.53,98.3,94.815,94.93,94.93,152557,0.0,1.0
2022-06-03,97.41,98.206,96.39,97.31,97.31,179865,0.0,1.0
2022-06-02,97.76,99.74,96.77,98.93,98.93,161153,0.0,1.0
2022-06-01,98.6,98.6,96.89,97.38,97.38,238537,0.0,1.0
2022-05-31,97.5,98.19,95.93,97.99,97.99,226822,0.0,1.0
2022-05-27,96.53,98.98,96.53,98.79,98.79,203822,0.0,1.0
2022-05-26,92.16,97.64,92.16,96.24,96.24,207247,0.0,1.0
2022-05-25,88.28,92.07,88.22,91.16,91.16,287422,0.0,1.0
2022-05-24,91.23,92.28,86.72,88.67,88.67,385468,0.0,1.0
2022-05-23,97.31,97.33,92.03,92.45,92.45,316464,0.0,1.0
2022-05-20,98.83,98.83,93.6,96.73,96.73,284442,0.0,1.0
2022-05-19,96.64,99.4,96.13,97.35,97.35,263395,0.0,1.0
2022-05-18,98.51,98.59,95.71,97.09,97.09,419787,0.0,1.0
2022-05-17,100.38,101.96,97.37,101.04,101.04,213017,0.0,1.0
2022-05-16,99.34,99.72,96.0,98.4,98.4,461283,0.0,1.0
2022-05-13,96.82,100.14,95.0,99.01,99.01,439108,0.0,1.0
2022-05-12,87.92,95.505,87.92,94.54,94.54,440980,0.0,1.0
2022-05-11,95.02,95.08,88.5,88.9,88.9,317863,0.0,1.0
2022-05-10,99.81,100.97,93.62,95.08,95.08,286235,0.0,1.0
2022-05-09,96.53,100.93,95.34,97.43,97.43,289841,0.0,1.0
2022-05-06,100.06,100.06,96.31,97.76,97.76,369081,0.0,1.0
2022-05-05,101.97,103.175,98.76,100.26,100.26,314886,0.0,1.0
2022-05-04,100.33,105.33,98.09,104.64,104.64,340187,0.0,1.0
2022-05-03,98.5,99.85,95.65,99.06,99.06,384346,0.0,1.0
2022-05-02,93.34,98.0025,93.02,97.93,97.93,404543,0.0,1.0
2022-04-29,96.48,97.88,93.25,93.71,93.71,279887,0.0,1.0
2022-04-28,94.58,96.83,91.49,96.46,96.46,200064,0.0,1.0
2022-04-27,93.41,95.05,90.48,93.01,93.01,381080,0.0,1.0
2022-04-26,96.99,98.35,93.73,93.83,93.83,283200,0.0,1.0
2022-04-25,92.15,97.775,91.18,97.64,97.64,483338,0.0,1.0
2022-04-22,93.64,94.27,91.94,92.13,92.13,412392,0.0,1.0
2022-04-21,95.38,95.92,93.33,94.5,94.5,484305,0.0,1.0
2022-04-20,95.0,96.69,93.35,93.89,93.89,315280,0.0,1.0
2022-04-19,89.0,93.91,89.0,93.48,93.48,347158,0.0,1.0
2022-04-18,89.35,90.93,88.59,89.3,89.3,318193,0.0,1.0
2022-04-14,91.81,92.45,88.2656,90.06,90.06,445751,0.0,1.0
2022-04-13,88.15,92.685,88.15,91.04,91.04,428588,0.0,1.0
2022-04-12,93.39,95.8764,89.91,90.15,90.15,442263,0.0,1.0
2022-04-11,89.58,92.275,89.01,90.83,90.83,384244,0.0,1.0
2022-04-08,90.79,94.52,89.31,90.28,90.28,340522,0.0,1.0
2022-04-07,92.15,93.28,88.13,90.64,90.64,613125,0.0,1.0
2022-04-06,95.95,95.95,91.65,92.15,92.15,468968,0.0,1.0
2022-04-05,101.18,102.35,96.29,96.87,96.87,333730,0.0,1.0
2022-04-04,98.95,102.24,98.68,102.03,102.03,432190,0.0,1.0
2022-04-01,97.92,100.745,97.79,98.93,98.93,508006,0.0,1.0
2022-03-31,102.32,102.845,97.37,97.68,97.68,431380,0.0,1.0
2022-03-30,105.65,106.77,101.98,102.46,102.46,193108,0.0,1.0
2022-03-29,104.72,109.97,103.65,105.85,105.85,325590,0.0,1.0
2022-03-28,103.88,104.39,99.45,102.64,102.64,286774,0.0,1.0
2022-03-25,106.54,106.65,100.42,102.7,102.7,412824,0.0,1.0
2022-03-24,109.46,109.46,104.47,105.51,105.51,450179,0.0,1.0
2022-03-23,115.37,116.5,108.73,108.96,108.96,702416,0.0,1.0
2022-03-22,121.55,123.31,119.22,120.21,120.21,194229,0.0,1.0
2022-03-21,124.78,125.46,119.54,120.71,120.71,214235,0.0,1.0
2022-03-18,122.46,126.6,121.59,125.74,125.74,413015,0.0,1.0
2022-03-17,120.25,123.81,119.835,123.1,123.1,262920,0.0,1.0
2022-03-16,119.26,121.765,114.65,120.23,120.23,431300,0.0,1.0
2022-03-15,116.21,119.19,115.01,118.8,118.8,204697,0.0,1.0
2022-03-14,120.07,120.07,111.95,114.93,114.93,259801,0.0,1.0
2022-03-11,122.2,123.0947,117.94,118.9,118.9,178934,0.0,1.0
2022-03-10,118.01,120.84,117.22,120.58,120.58,234443,0.0,1.0
2022-03-09,122.27,125.1,121.271,121.85,121.85,207077,0.0,1.0
2022-03-08,118.41,124.59,116.79,119.89,119.89,274058,0.0,1.0
2022-03-07,127.08,127.8,118.5,118.88,118.88,324581,0.0,1.0
2022-03-04,129.64,130.14,125.93,127.4,127.4,364611,0.0,1.0
2022-03-03,132.56,133.7241,130.08,130.87,130.87,195401,0.0,1.0
2022-03-02,128.17,134.05,128.17,132.42,132.42,361058,0.0,1.0
2022-03-01,126.35,130.3,124.85,128.36,128.36,306794,0.0,1.0
2022-02-28,122.93,127.12,122.93,126.13,126.13,260524,0.0,1.0
2022-02-25,120.88,125.89,120.63,125.07,125.07,230186,0.0,1.0
2022-02-24,110.83,120.62,110.83,120.32,120.32,327581,0.0,1.0
2022-02-23,120.47,120.98,115.25,115.9,115.9,287772,0.0,1.0
2022-02-22,122.82,125.77,118.77,120.71,120.71,438886,0.0,1.0
2022-02-18,123.44,125.84,121.3,124.27,124.27,340407,0.0,1.0
2022-02-17,126.86,128.0,122.71,122.82,122.82,308968,0.0,1.0
2022-02-16,127.81,129.38,123.39,128.0,128.0,460999,0.0,1.0
2022-02-15,129.61,132.84,126.0,129.55,129.55,813343,0.0,1.0
2022-02-14,121.33,123.505,119.6197,121.45,121.45,408815,0.0,1.0
2022-02-11,122.06,123.6075,119.82,120.97,120.97,252098,0.0,1.0
2022-02-10,123.2,125.885,120.43,121.41,121.41,315914,0.0,1.0
2022-02-09,123.0,126.24,122.5,125.43,125.43,266688,0.0,1.0
2022-02-08,118.09,121.905,116.37,121.78,121.78,297364,0.0,1.0
2022-02-07,117.5,119.8475,115.11,117.47,117.47,239607,0.0,1.0
2022-02-04,123.77,123.82,117.56,118.77,118.77,286004,0.0,1.0
2022-02-03,125.26,126.69,123.5,124.65,124.65,262545,0.0,1.0
2022-02-02,124.82,126.64,123.43,125.6,125.6,218931,0.0,1.0
2022-02-01,125.0,125.87,119.735,123.17,123.17,242983,0.0,1.0
2022-01-31,121.52,125.3,120.49,124.51,124.51,208581,0.0,1.0
2022-01-28,116.47,121.83,113.74,121.78,121.78,203238,0.0,1.0
2022-01-27,118.85,121.96,114.98,116.49,116.49,212236,0.0,1.0
2022-01-26,128.78,129.26,116.51,118.57,118.57,237577,0.0,1.0
2022-01-25,126.85,128.6,123.97,125.68,125.68,179951,0.0,1.0
2022-01-24,117.72,128.64,116.66,128.14,128.14,322876,0.0,1.0
2022-01-21,120.8,126.13,120.1525,120.29,120.29,222499,0.0,1.0
2022-01-20,125.79,127.26,121.67,122.33,122.33,245334,0.0,1.0
2022-01-19,128.5,129.03,123.2,124.81,124.81,318524,0.0,1.0
2022-01-18,137.04,137.04,127.64,128.23,128.23,276467,0.0,1.0
2022-01-14,137.71,141.68,136.57,139.02,139.02,237005,0.0,1.0
2022-01-13,138.61,141.85,136.9,138.9,138.9,232737,0.0,1.0
2022-01-12,136.65,138.99,135.0,136.41,136.41,215711,0.0,1.0
2022-01-11,134.29,137.275,132.6,136.96,136.96,151416,0.0,1.0
2022-01-10,132.06,134.59,129.11,134.29,134.29,413873,0.0,1.0
2022-01-07,145.44,145.77,133.31,133.68,133.68,349278,0.0,1.0
2022-01-06,144.8,145.36,140.83,144.07,144.07,192253,0.0,1.0
2022-01-05,147.64,150.875,143.94,144.08,144.08,218038,0.0,1.0
2022-01-04,148.57,149.61,145.965,147.13,147.13,272255,0.0,1.0
2022-01-03,154.34,155.43,147.86,148.34,148.34,221205,0.0,1.0
2021-12-31,151.25,155.545,149.77,154.48,154.48,134698,0.0,1.0
2021-12-30,151.8,153.72,150.8705,151.25,151.25,112376,0.0,1.0
2021-12-29,151.39,152.325,145.53,151.29,151.29,178109,0.0,1.0
2021-12-28,151.0,153.0,150.22,151.46,151.46,115424,0.0,1.0
2021-12-27,151.7,153.365,148.94,150.15,150.15,179565,0.0,1.0
2021-12-23,154.94,154.96,151.86,152.19,152.19,96340,0.0,1.0
2021-12-22,149.57,153.76,149.57,153.74,153.74,310176,0.0,1.0
2021-12-21,147.35,151.315,147.34,150.98,150.98,213222,0.0,1.0
2021-12-20,150.52,150.52,145.0,146.41,146.41,347544,0.0,1.0
2021-12-17,150.24,151.82,148.66,150.51,150.51,542197,0.0,1.0
2021-12-16,155.43,156.39,151.05,152.27,152.27,261407,0.0,1.0
2021-12-15,152.96,156.67,147.3,156.41,156.41,406905,0.0,1.0
2021-12-14,152.21,154.57,150.17,152.72,152.72,216338,0.0,1.0
2021-12-13,158.99,160.1232,152.05,153.17,153.17,221197,0.0,1.0
2021-12-10,158.86,160.13,156.07,159.72,159.72,189565,0.0,1.0
2021-12-09,157.95,160.585,156.43,158.31,158.31,262158,0.0,1.0
2021-12-08,157.07,160.5,155.05,155.99,155.99,244113,0.0,1.0
2021-12-07,156.03,159.24,152.6869,156.87,156.87,251285,0.0,1.0
2021-12-06,152.41,157.41,151.045,155.12,155.12,211517,0.0,1.0
2021-12-03,154.36,154.53,150.42,151.47,151.47,191081,0.0,1.0
2021-12-02,146.91,154.32,146.17,153.64,153.64,217297,0.0,1.0
2021-12-01,146.2,149.63,144.515,146.47,146.47,230475,0.0,1.0
2021-11-30,143.28,148.07,140.6431,143.66,143.66,390466,0.0,1.0
2021-11-29,144.59,144.7685,140.0,143.51,143.51,200412,0.0,1.0
2021-11-26,143.58,145.67,140.83,143.19,143.19,140523,0.0,1.0
2021-11-24,148.19,149.38,146.34,146.51,146.51,97923,0.0,1.0
2021-11-23,147.78,149.25,145.5,148.49,148.49,143659,0.0,1.0
2021-11-22,152.0,152.0,146.59,147.47,147.47,170045,0.0,1.0
2021-11-19,149.32,153.97,149.28,150.98,150.98,211768,0.0,1.0
2021-11-18,147.5,150.48,146.28,149.89,149.89,222004,0.0,1.0
2021-11-17,145.0,148.14,145.0,147.46,147.46,179820,0.0,1.0
2021-11-16,143.63,145.86,143.18,145.33,145.33,192589,0.0,1.0
2021-11-15,143.89,143.89,142.05,143.0,143.0,118388,0.0,1.0
2021-11-12,141.0,143.829,140.67,142.99,142.99,196669,0.0,1.0
