,PDCE_Open,PDCE_High,PDCE_Low,PDCE_Close,PDCE_Adj Close,PDCE_Volume,PDCE_Dividend Amount,PDCE_Split Coefficient
2022-05-09,70.96,70.96,64.68,65.79,63.3947955830967,1372306,0.0,1.0
2022-05-06,74.05,76.005,71.84,73.2,70.5350210774081,1183451,0.0,1.0
2022-05-05,76.0,77.66,71.7001,73.09,70.4290258271551,1551055,0.0,1.0
2022-05-04,75.63,77.0,73.085,76.76,73.9654128128667,977794,0.0,1.0
2022-05-03,69.05,74.78,69.05,73.46,70.7855553052786,1037881,0.0,1.0
2022-05-02,68.47,69.69,66.42,68.93,66.4204781812259,1086221,0.0,1.0
2022-04-29,71.43,73.31,69.2,69.74,67.2009886603612,904181,0.0,1.0
2022-04-28,70.54,72.62,68.34,71.56,68.9547282554552,684094,0.0,1.0
2022-04-27,69.95,70.795,67.59,69.86,67.3166198424553,700317,0.0,1.0
2022-04-26,70.82,72.59,69.38,69.41,66.8830029096024,1121617,0.0,1.0
2022-04-25,69.01,71.98,66.31,71.22,68.6271065728552,1204808,0.0,1.0
2022-04-22,74.5,75.44,71.91,72.22,69.5906997569728,888009,0.0,1.0
2022-04-21,78.22,78.42,74.13,74.78,72.0574983083139,948565,0.0,1.0
2022-04-20,76.95,78.02,75.64,77.24,74.4279375412431,982032,0.0,1.0
2022-04-19,77.44,78.56,75.23,75.87,73.107814879002,1151138,0.0,1.0
2022-04-18,78.72,79.39,77.49,77.88,75.0446371790784,932804,0.0,1.0
2022-04-14,77.37,79.16,77.235,77.87,75.0350012472372,808927,0.0,1.0
2022-04-13,75.67,77.5399,75.0,77.49,74.6688358372725,908895,0.0,1.0
2022-04-12,74.48,76.79,73.94,74.49,71.7780562849198,958517,0.0,1.0
2022-04-11,71.53,74.08,70.13,72.72,70.0724963490316,1132666,0.0,1.0
2022-04-08,73.93,74.65,73.17,73.23,70.5639288729316,719592,0.0,1.0
2022-04-07,73.54,74.62,71.3,73.07,70.4097539634728,681616,0.0,1.0
2022-04-06,73.16,74.51,71.82,72.39,69.7545105982728,737784,0.0,1.0
2022-04-05,76.29,77.7,73.07,73.16,70.4964773500433,552498,0.0,1.0
2022-04-04,76.31,77.19,74.36,75.97,73.2041741974138,680042,0.0,1.0
2022-04-01,73.14,75.91,73.0,75.66,72.9054603103373,742670,0.0,1.0
2022-03-31,74.23,76.185,72.41,72.68,70.0339526216669,1286314,0.0,1.0
2022-03-30,75.93,76.99,74.43,75.27,72.5296589685315,889046,0.0,1.0
2022-03-29,72.59,74.62,71.9608,74.45,71.7395125575551,814116,0.0,1.0
2022-03-28,75.51,75.57,73.205,73.99,71.296259692861,866111,0.0,1.0
2022-03-25,73.01,78.13,72.32,77.81,74.9771856561902,991416,0.0,1.0
2022-03-24,72.73,74.08,72.215,73.72,71.0360895331492,997053,0.0,1.0
2022-03-23,70.66,72.6,70.0,72.32,69.6870590753846,965377,0.0,1.0
2022-03-22,69.69,70.2,67.92,69.56,67.02754188722,641396,0.0,1.0
2022-03-21,70.39,71.09,69.18,69.69,67.1528090011553,1200043,0.0,1.0
2022-03-18,68.8,69.095,67.85,68.47,65.9772253165318,2485263,0.0,1.0
2022-03-17,68.63,70.07,68.01,69.18,66.6613764772553,885881,0.0,1.0
2022-03-16,65.12,66.41,64.38,66.28,63.8669562433143,1411853,0.0,1.0
2022-03-15,63.62,65.22,62.36,64.62,62.2673915576791,1078920,0.0,1.0
2022-03-14,65.99,67.14,63.72,66.05,63.6453298109672,1332722,0.0,1.0
2022-03-11,69.45,70.27,66.77,66.85,64.4162043582613,1053116,0.0,1.0
2022-03-10,69.49,70.64,68.39,70.04,67.4900666155965,1185046,0.25,1.0
2022-03-09,66.16,69.56,63.93,69.2,66.4434856992357,1626845,0.0,1.0
2022-03-08,72.63,72.63,66.29,67.68,64.9840334122004,1622152,0.0,1.0
2022-03-07,71.703,72.9,67.89,69.93,67.1444068634039,1661204,0.0,1.0
2022-03-04,67.04,71.13,67.04,70.63,67.8165230482227,1479682,0.0,1.0
2022-03-03,66.34,68.5,65.72,66.59,63.9374524958396,1558277,0.0,1.0
2022-03-02,68.65,70.26,66.75,67.34,64.6575769795741,1422450,0.0,1.0
2022-03-01,65.72,69.0534,65.43,66.83,64.1678923306347,2108502,0.0,1.0
2022-02-28,58.0,65.87,57.65,64.52,61.9499089207324,2767831,0.0,1.0
2022-02-25,56.22,57.02,54.73,56.91,54.6430458257731,1106020,0.0,1.0
2022-02-24,56.4,56.9,54.2,56.1,53.8653113833399,1495331,0.0,1.0
2022-02-23,53.38,55.2516,53.19,54.97,52.7803238278466,1140149,0.0,1.0
2022-02-22,57.06,57.7156,52.4,52.98,50.8695935310044,1171787,0.0,1.0
2022-02-18,56.39,57.545,55.03,55.53,53.3180167757017,1282599,0.0,1.0
2022-02-17,58.17,59.05,56.91,57.23,54.9502989388332,1328796,0.0,1.0
2022-02-16,59.28,60.715,57.73,58.05,55.7376350410496,1549174,0.0,1.0
2022-02-15,57.19,59.07,56.221,58.72,56.380946246519,1562091,0.0,1.0
2022-02-14,58.96,58.96,55.95,58.33,56.0064815149771,22074747,0.0,1.0
2022-02-11,57.2,59.49,55.65,58.47,56.1409047519409,6163798,0.0,1.0
2022-02-10,59.25,62.3,59.17,60.53,58.118846667265,929916,0.0,1.0
2022-02-09,57.39,59.68,57.23,59.67,57.2931039259161,754404,0.0,1.0
2022-02-08,59.58,59.605,56.19,57.04,54.7678674029538,1094030,0.0,1.0
2022-02-07,60.8,61.005,59.03,60.08,57.6867719770243,967388,0.0,1.0
2022-02-04,62.07,63.4164,60.79,61.44,58.9925977075295,880354,0.0,1.0
2022-02-03,60.49,61.59,59.67,61.05,58.6181329759875,698931,0.0,1.0
2022-02-02,62.51,63.0,59.89,61.59,59.1366226042764,946193,0.0,1.0
2022-02-01,58.84,62.63,57.69,62.52,60.0295769641071,918902,0.0,1.0
2022-01-31,59.5,59.96,57.97,59.27,56.909037534591,1107756,0.0,1.0
2022-01-28,58.62,60.69,57.9,59.36,56.9954524726391,1384691,0.0,1.0
2022-01-27,58.92,60.705,57.69,58.82,56.4769628443503,1463897,0.0,1.0
2022-01-26,58.65,60.84,56.74,57.68,55.3823736290739,1894408,0.0,1.0
2022-01-25,55.48,58.58,54.0,57.14,54.8638840007851,1263499,0.0,1.0
2022-01-24,51.92,56.25,51.18,55.99,53.7596931257255,1322199,0.0,1.0
2022-01-21,54.89,56.27,53.84,54.01,51.8585644886664,1831597,0.0,1.0
2022-01-20,54.44,57.96,53.93,56.04,53.8077014246411,1301649,0.0,1.0
2022-01-19,55.58,55.7599,53.4793,54.88,52.6939088897985,775480,0.0,1.0
2022-01-18,57.64,58.49,54.03,54.56,52.3866557767384,876779,0.0,1.0
2022-01-14,55.34,56.82,55.11,56.48,54.2301744550987,681879,0.0,1.0
2022-01-13,54.94,56.42,54.54,55.09,52.8955437452441,721998,0.0,1.0
2022-01-12,56.43,57.42,55.18,55.23,53.0299669822079,749051,0.0,1.0
2022-01-11,53.08,56.34,52.36,55.51,53.2988134561354,822756,0.0,1.0
2022-01-10,52.74,53.07,51.0,52.49,50.3991122016312,743817,0.0,1.0
2022-01-07,54.29,54.8,52.78,52.81,50.7063653146913,696636,0.0,1.0
2022-01-06,54.93,55.69,53.87,53.97,51.8201578495339,902543,0.0,1.0
2022-01-05,56.41,57.08,52.87,53.13,51.0136184277513,800549,0.0,1.0
2022-01-04,52.9,56.04,52.73,55.4,53.193195198521,963147,0.0,1.0
2022-01-03,48.76,52.16,48.52,52.1,50.0246474700893,1030768,0.0,1.0
2021-12-31,48.57,49.63,48.28,48.78,46.8368964220913,521204,0.0,1.0
2021-12-30,50.27,50.9744,48.89,49.03,47.0769379166694,365938,0.0,1.0
2021-12-29,50.33,51.1372,49.6829,50.33,48.3251536884759,384315,0.0,1.0
2021-12-28,51.22,51.77,50.03,50.41,48.4019669667409,456939,0.0,1.0
2021-12-27,48.94,50.99,47.84,50.89,48.862846636331,520949,0.0,1.0
2021-12-23,49.13,49.42,48.61,48.61,46.6736682057781,805149,0.0,1.0
2021-12-22,48.5,49.2,47.7,48.96,47.0097262981875,712558,0.0,1.0
2021-12-21,46.82,48.54,46.36,48.5,46.5680499481637,1145751,0.0,1.0
2021-12-20,44.84,45.68,44.0,45.57,43.7547636317076,1000712,0.0,1.0
2021-12-17,45.73,47.1,45.01,46.54,44.6861246306709,4703006,0.0,1.0
2021-12-16,48.24,49.095,46.16,46.36,44.5132947545746,1026734,0.62,1.0
2021-12-15,47.22,48.39,45.04,47.93,45.4134145931623,2161516,0.0,1.0
2021-12-14,48.13,48.71,47.24,47.79,45.2807653537914,1152480,0.0,1.0
2021-12-13,50.51,50.79,48.55,48.76,46.1998350837177,984156,0.0,1.0
2021-12-10,52.78,52.78,49.81,51.37,48.6727959034163,1247025,0.0,1.0
2021-12-09,52.075,52.24,50.62,51.56,48.8528198711339,1066278,0.0,1.0
2021-12-08,53.48,53.89,52.75,53.01,50.2266869931886,801329,0.0,1.0
2021-12-07,51.65,53.76,51.65,53.02,50.236161938858,657064,0.0,1.0
2021-12-06,49.34,51.6,47.16,50.74,48.0758743262477,854737,0.0,1.0
2021-12-03,49.33,49.815,46.56,48.03,45.5081640498557,788120,0.0,1.0
2021-12-02,46.005,49.0,45.7,48.51,45.9629614419842,1218907,0.0,1.0
2021-12-01,52.75,53.01,47.42,47.46,44.9680921467031,1164127,0.0,1.0
2021-11-30,51.52,52.9,49.91,50.43,47.7821510104981,1500503,0.0,1.0
2021-11-29,55.5,56.36,53.046,53.51,50.7004342766558,710775,0.0,1.0
2021-11-26,50.96,53.17,50.44,52.79,50.0182381884631,881268,0.0,1.0
2021-11-24,53.38,55.85,52.87,55.7,52.775447378242,499598,0.0,1.0
2021-11-23,53.45,55.13,52.98,53.95,51.1173318861069,1102239,0.0,1.0
2021-11-22,52.04,54.09,52.03,52.33,49.5823906876733,856461,0.0,1.0
2021-11-19,53.8,54.35,51.45,51.81,49.0896935128674,988177,0.0,1.0
2021-11-18,55.91,56.98,54.92,55.87,52.9365214546208,605465,0.0,1.0
2021-11-17,57.06,58.26,55.01,55.4,52.4911990081617,640367,0.0,1.0
2021-11-16,57.42,58.49,56.9,57.79,54.7557110231347,696012,0.0,1.0
2021-11-15,56.3,57.7767,55.26,57.42,54.405138033369,479346,0.0,1.0
2021-11-12,56.08,56.4,55.19,56.31,53.3534190640719,441013,0.0,1.0
2021-11-11,56.78,58.08,56.585,56.71,53.7324168908456,550674,0.0,1.0
2021-11-10,58.35,58.44,55.28,56.51,53.5429179774588,643202,0.0,1.0
2021-11-09,57.58,58.46,55.89,58.31,55.2484081979406,553256,0.0,1.0
2021-11-08,58.0,59.0,57.35,57.88,54.8409855341588,500261,0.0,1.0
2021-11-05,56.25,58.16,55.525,57.3,54.2914386853369,745417,0.0,1.0
2021-11-04,53.88,56.96,53.05,54.74,51.865852593985,964637,0.0,1.0
2021-11-03,52.27,54.21,52.26,52.88,50.1035126994872,771997,0.0,1.0
2021-11-02,54.08,55.4,53.21,53.27,50.4730355805916,658034,0.0,1.0
2021-11-01,53.52,54.47,53.31,54.2,51.3542055278405,616107,0.0,1.0
2021-10-29,52.27,52.95,50.87,52.31,49.5634407963346,505869,0.0,1.0
2021-10-28,51.66,52.67,51.21,52.42,49.6676651986974,395135,0.0,1.0
2021-10-27,52.19,53.43,51.41,51.5,48.7959701971178,461157,0.0,1.0
2021-10-26,53.92,54.31,52.78,53.42,50.6151597656317,419923,0.0,1.0
2021-10-25,53.85,54.2,52.895,53.69,50.870983298704,485542,0.0,1.0
2021-10-22,51.37,52.71,50.84,52.6,49.8382142207456,603720,0.0,1.0
2021-10-21,51.0,51.16,49.76,50.89,48.2179985112879,668164,0.0,1.0
2021-10-20,49.45,51.43,49.04,51.24,48.5496216097149,574239,0.0,1.0
2021-10-19,50.76,50.82,49.07,50.27,47.6305518797886,859704,0.0,1.0
2021-10-18,51.85,53.3,49.9116,50.66,48.000074760893,732396,0.0,1.0
2021-10-15,51.6,51.6,50.68,50.83,48.1611488372718,654196,0.0,1.0
2021-10-14,50.88,50.96,49.61,50.53,47.8769004671915,797827,0.0,1.0
2021-10-13,48.95,49.715,48.22,49.44,46.8441313892331,671664,0.0,1.0
2021-10-12,49.48,50.74,48.92,49.8,47.1852294333294,669605,0.0,1.0
2021-10-11,49.64,50.91,49.191,49.61,47.0052054656119,912072,0.0,1.0
2021-10-08,48.44,49.89,48.2,48.53,45.9819113333228,859326,0.0,1.0
2021-10-07,45.825,47.63,45.351,47.56,45.0628416033966,1475001,0.0,1.0
2021-10-06,45.38,45.89,43.9,44.98,42.618305620706,838091,0.0,1.0
2021-10-05,46.91,47.71,45.45,46.75,44.2953710041797,1247979,0.0,1.0
2021-10-04,44.465,46.54,44.0,46.28,43.8500485577206,2022648,0.0,1.0
2021-10-01,45.76,46.4,43.22,43.38,41.1023143136111,1868129,0.0,1.0
2021-09-30,47.69,48.1364,46.32,47.39,44.9017675270177,1259377,0.0,1.0
2021-09-29,49.01,49.27,47.88,47.93,45.4134145931623,984733,0.0,1.0
2021-09-28,51.38,51.81,49.12,49.16,46.5788329104915,888229,0.0,1.0
2021-09-27,48.33,50.5,48.33,50.45,47.8011009018368,832546,0.0,1.0
2021-09-24,46.54,47.455,46.21,46.99,44.522769700244,525109,0.0,1.0
2021-09-23,44.89,47.07,44.57,46.97,44.5038198089053,1022936,0.0,1.0
2021-09-22,43.01,45.2,43.01,44.56,42.2203579025936,995371,0.0,1.0
2021-09-21,42.96,43.43,41.27,41.66,39.472623658484,611045,0.0,1.0
2021-09-20,42.11,43.38,41.61,42.4,40.1737696380154,866377,0.0,1.0
2021-09-17,45.54,45.98,43.79,44.05,41.7371356734571,2090027,0.0,1.0
2021-09-16,44.75,45.19,43.37,44.93,42.5709308923593,871340,0.0,1.0
2021-09-15,42.31,44.585,42.31,44.48,42.1445583372388,824518,0.0,1.0
2021-09-14,43.57,43.6,40.87,41.13,38.9704515380088,593789,0.0,1.0
2021-09-13,42.59,43.76,42.24,42.88,40.6285670301439,723064,0.0,1.0
2021-09-10,43.13,43.26,41.82,41.89,39.6905474088789,672617,0.0,1.0
2021-09-09,40.66,42.6,40.41,42.08,39.8705713765964,701659,0.0,1.0
2021-09-08,42.65,43.36,41.01,41.15,38.9894014293475,786026,0.0,1.0
2021-09-07,42.51,43.51,41.905,42.25,40.0316454529753,530245,0.12,1.0
2021-09-03,43.16,43.53,42.21,43.08,40.7024613196643,528311,0.0,1.0
2021-09-02,42.77,44.46,42.75,43.49,41.0898338624002,765172,0.0,1.0
2021-09-01,41.34,42.48,41.26,42.09,39.7670983506191,924614,0.0,1.0
2021-08-31,40.2,42.42,40.03,41.75,39.4458625834722,781501,0.0,1.0
2021-08-30,42.03,42.2,40.38,40.4,38.1703676256833,647357,0.0,1.0
2021-08-27,40.08,41.68,40.08,41.61,39.3135890322941,956291,0.0,1.0
2021-08-26,40.3,40.45,39.09,39.27,37.10273110546,580126,0.0,1.0
2021-08-25,39.41,41.0,38.79,40.62,38.3782260632489,606642,0.0,1.0
2021-08-24,39.02,39.76,38.545,39.52,37.3389338754209,692118,0.0,1.0
2021-08-23,37.3,38.89,37.3,38.71,36.5736369007475,786021,0.0,1.0
2021-08-20,35.95,36.23,34.52,36.0,34.0131988743713,1542801,0.0,1.0
2021-08-19,36.33,37.61,35.73,36.59,34.570637411479,909918,0.0,1.0
2021-08-18,39.02,40.22,37.29,37.35,35.2886938321602,813147,0.0,1.0
2021-08-17,38.75,40.135,38.56,39.08,36.9232170002897,569625,0.0,1.0
2021-08-16,39.195,39.71,38.15,39.0,36.8476321139022,741236,0.0,1.0
2021-08-13,41.4,41.52,39.81,39.82,37.622377199374,590344,0.0,1.0
2021-08-12,40.76,41.44,40.09,41.27,38.9923532651473,634601,0.0,1.0
2021-08-11,39.57,40.79,38.81,40.67,38.4254666172411,625887,0.0,1.0
2021-08-10,37.99,40.14,37.705,39.98,37.773546972149,913028,0.0,1.0
2021-08-09,37.91,38.23,37.16,37.52,35.4493117157336,498448,0.0,1.0
2021-08-06,38.65,39.25,37.92,38.56,36.431915238771,518767,0.0,1.0
2021-08-05,36.76,39.04,36.76,37.92,35.8272361476711,1213732,0.0,1.0
2021-08-04,39.13,39.59,37.84,38.5,36.3752265739804,797669,0.0,1.0
2021-08-03,38.3,40.53,38.16,40.12,37.9058205233271,900170,0.0,1.0
2021-08-02,39.59,41.13,38.29,38.73,36.5925331223444,920078,0.0,1.0
2021-07-30,39.48,39.59,38.34,39.55,37.3672782078162,648481,0.0,1.0
2021-07-29,40.72,41.0,39.64,39.71,37.5184479805912,668471,0.0,1.0
2021-07-28,39.72,40.575,38.87,40.02,37.8113394153427,411844,0.0,1.0
2021-07-27,40.15,40.15,38.75,39.42,37.2444527674365,573963,0.0,1.0
2021-07-26,38.93,40.945,38.93,40.75,38.5010515036286,648691,0.0,1.0
2021-07-23,39.06,39.37,38.0325,38.76,36.6208774547397,507526,0.0,1.0
2021-07-22,39.01,39.38,37.81,38.72,36.583085011546,709757,0.0,1.0
2021-07-21,38.66,39.31,38.24,38.89,36.7437028951194,757028,0.0,1.0
2021-07-20,35.92,37.61,35.22,37.29,35.2320051673696,1107143,0.0,1.0
2021-07-19,37.0874,38.2,35.76,36.02,34.0320950959681,1503760,0.0,1.0
2021-07-16,41.99,42.41,38.9,39.05,36.8948726678944,838757,0.0,1.0
2021-07-15,41.82,42.65,40.92,41.63,39.332485253891,1070979,0.0,1.0
2021-07-14,44.66,45.26,42.2,42.36,40.0221973421769,933700,0.0,1.0
2021-07-13,44.37,44.67,43.6,43.97,41.5433431807251,710705,0.0,1.0
2021-07-12,44.26,45.14,43.57,44.5,42.0440930530423,553254,0.0,1.0
2021-07-09,44.75,45.25,43.99,44.89,42.4125693741813,417208,0.0,1.0
2021-07-08,42.48,44.77,42.24,43.92,41.4961026267329,929098,0.0,1.0
2021-07-07,45.17,46.12,43.37,43.61,41.2032111919814,1111981,0.0,1.0
2021-07-06,46.56,46.61,44.87,45.36,42.8566305817078,848811,0.0,1.0
2021-07-02,47.55,47.82,46.61,46.67,44.094333096303,513592,0.0,1.0
2021-07-01,47.2,47.95,46.75,47.33,44.7179084089998,995026,0.0,1.0
2021-06-30,44.96,46.6,44.665,45.79,43.2628993460406,1100373,0.0,1.0
2021-06-29,45.56,46.6119,44.27,44.32,41.8740270586704,1328135,0.0,1.0
2021-06-28,49.47,49.47,45.21,45.49,42.9794560220875,984856,0.0,1.0
2021-06-25,47.84,49.7,47.08,49.35,46.6264267902839,2055859,0.0,1.0
2021-06-24,46.15,47.52,45.58,47.49,44.8690781817748,798726,0.0,1.0
2021-06-23,46.81,48.29,46.28,46.32,43.7636492183577,665295,0.0,1.0
2021-06-22,46.24,46.88,45.15,46.34,43.7825454399546,802431,0.0,1.0
2021-06-21,45.8,46.29,44.09,46.22,43.6691681103733,1378566,0.0,1.0
2021-06-18,44.04,45.935,43.54,45.21,42.7149089197312,2187209,0.0,1.0
2021-06-17,49.04,49.69,45.24,45.56,43.0455927976765,1157358,0.0,1.0
2021-06-16,48.78,49.47,48.08,48.91,46.2107099151527,738451,0.0,1.0
2021-06-15,47.46,48.97,47.34,48.96,46.2579504691449,581017,0.0,1.0
2021-06-14,48.7,49.92,47.31,47.49,44.8690781817748,763760,0.0,1.0
2021-06-11,47.57,47.96,46.96,47.83,45.1903139489216,804447,0.0,1.0
2021-06-10,47.27,47.48,45.38,47.18,44.5761867470232,1092971,0.0,1.0
2021-06-09,47.16,47.245,46.025,46.35,43.791993550753,593981,0.12,1.0
2021-06-08,46.89,47.47,45.28,46.98,44.2726029054094,641204,0.0,1.0
2021-06-07,47.47,47.99,46.72,47.66,44.9134153782847,738329,0.0,1.0
2021-06-04,47.06,47.38,45.27,47.19,44.4705008749738,727482,0.0,1.0
2021-06-03,44.78,46.71,44.03,46.33,43.6600615710434,1094974,0.0,1.0
2021-06-02,45.41,46.43,43.62,44.99,42.3972840509657,891560,0.0,1.0
2021-06-01,43.7,45.88,43.67,45.41,42.7930799900945,1523001,0.0,1.0
2021-05-28,41.84,42.51,41.28,42.22,39.7869155952828,745262,0.0,1.0
2021-05-27,41.86,42.31,41.36,41.37,38.9859000041888,846904,0.0,1.0
2021-05-26,39.55,41.44,39.35,41.35,38.967052578516,948494,0.0,1.0
2021-05-25,40.46,40.8,39.385,39.55,37.2707842679639,716553,0.0,1.0
2021-05-24,41.09,41.09,39.93,40.38,38.0529524333851,513666,0.0,1.0
2021-05-21,41.56,41.62,40.28,40.34,38.0152575820395,542116,0.0,1.0
2021-05-20,40.94,41.23,39.87,40.61,38.2696978286223,572488,0.0,1.0
2021-05-19,39.36,41.21,39.21,41.03,38.6654937677511,528198,0.0,1.0
2021-05-18,42.69,43.38,41.21,41.36,38.9764762913524,524190,0.0,1.0
2021-05-17,40.96,42.64,40.72,42.54,40.0884744060476,742215,0.0,1.0
2021-05-14,39.87,41.515,39.87,41.39,39.0047474298616,664699,0.0,1.0
2021-05-13,39.44,40.75,37.9,39.12,36.8655646159987,816454,0.0,1.0
2021-05-12,41.55,42.8531,39.73,40.27,37.9492915921847,976494,0.0,1.0
2021-05-11,39.25,41.555,38.31,41.41,39.0235948555344,1124328,0.0,1.0
2021-05-10,41.2333,41.86,40.7926,40.83,38.4770195110231,1639821,0.0,1.0
2021-05-07,37.46,41.12,37.145,41.08,38.7126123319331,1462968,0.0,1.0
2021-05-06,38.0,38.435,36.08,38.15,35.9514644708678,1083644,0.0,1.0
2021-05-05,37.38,38.37,37.001,37.95,35.7629902141398,884127,0.0,1.0
2021-05-04,37.36,37.98,36.02,36.99,34.8583137818454,541330,0.0,1.0
2021-05-03,37.05,37.47,36.545,37.15,35.0090931872278,877928,0.0,1.0
2021-04-30,36.96,37.32,36.3,36.51,34.4059755656981,632359,0.0,1.0
2021-04-29,38.39,38.8,36.955,37.23,35.084482889919,600582,0.0,1.0
2021-04-28,36.61,38.16,36.55,37.28,35.131601454101,748070,0.0,1.0
2021-04-27,36.02,36.5,35.25,36.22,34.1326878934425,615006,0.0,1.0
2021-04-26,34.17,35.95,34.01,35.69,33.6332311131133,809818,0.0,1.0
2021-04-23,34.38,35.08,33.72,34.31,32.33275874169,625087,0.0,1.0
2021-04-22,33.22,34.42,32.61,34.0,32.0406236437616,763799,0.0,1.0
2021-04-21,32.86,33.615,32.168,33.1,31.1924894884856,1233832,0.0,1.0
2021-04-20,35.31,35.32,32.705,33.22,31.3055740425224,1109758,0.0,1.0
2021-04-19,34.99,35.96,34.83,35.42,33.3787908665305,457274,0.0,1.0
2021-04-16,35.95,37.09,34.7514,34.98,32.9641475017289,588825,0.0,1.0
2021-04-15,36.53,36.53,35.32,35.89,33.8217053698413,503822,0.0,1.0
2021-04-14,35.26,37.52,35.26,36.6,34.4907889812257,826800,0.0,1.0
2021-04-13,34.69,35.35,34.44,34.75,32.7474021064916,476606,0.0,1.0
2021-04-12,35.38,35.92,34.56,34.8,32.7945206706736,651860,0.0,1.0
2021-04-09,35.57,36.28,34.46,34.82,32.8133680963465,920131,0.0,1.0
2021-04-08,34.72,35.55,34.115,35.39,33.3505197280213,750990,0.0,1.0
2021-04-07,34.97,35.94,34.6545,35.26,33.2280114611481,647802,0.0,1.0
2021-04-06,35.08,36.38,34.87,35.18,33.1526217584569,912514,0.0,1.0
2021-04-05,35.87,35.87,33.78,34.44,32.4552670085632,684697,0.0,1.0
2021-04-01,34.8,36.26,34.5589,35.97,33.8970950725325,657563,0.0,1.0
2021-03-31,34.09,35.09,33.85,34.4,32.4175721572176,1018040,0.0,1.0
2021-03-30,33.85,34.68,33.26,34.22,32.2479453261624,753696,0.0,1.0
2021-03-29,34.77,35.46,33.935,34.43,32.4458432957268,1744327,0.0,1.0
2021-03-26,33.64,35.24,33.6,35.16,33.1337743327841,1363733,0.0,1.0
2021-03-25,31.23,32.84,30.2501,32.56,30.6836089953199,1586725,0.0,1.0
2021-03-24,33.3,33.915,32.08,32.16,30.3066604818639,1043624,0.0,1.0
2021-03-23,32.55,33.415,31.665,31.98,30.1370336508087,1262435,0.0,1.0
2021-03-22,35.23,35.23,33.47,33.83,31.8804205255428,907802,0.0,1.0
2021-03-19,33.51,35.81,33.51,35.23,33.1997403226389,2599492,0.0,1.0
2021-03-18,37.96,38.14,33.08,33.37,31.4469297350684,1872010,0.0,1.0
2021-03-17,37.53,38.805,37.21,38.29,36.0833964505774,990018,0.0,1.0
2021-03-16,39.15,39.3903,37.4,37.76,35.5839396702482,1291389,0.0,1.0
2021-03-15,40.04,40.5,39.12,40.06,37.7513936226203,841716,0.0,1.0
2021-03-12,42.13,42.29,41.0,41.21,38.8351205988064,914735,0.0,1.0
2021-03-11,39.92,42.79,39.17,42.02,39.5984413385548,1435466,0.0,1.0
2021-03-10,37.91,39.97,37.52,39.57,37.2896316936367,1603116,0.0,1.0
2021-03-09,37.26,38.63,36.725,37.85,35.6687530857758,926993,0.0,1.0
2021-03-08,39.14,39.48,36.89,37.85,35.6687530857758,1045905,0.0,1.0
2021-03-05,40.47,41.91,38.41,38.74,36.5074635282154,2298260,0.0,1.0
2021-03-04,35.73,40.62,35.73,39.2,36.9409543186899,3020275,0.0,1.0
2021-03-03,35.84,37.36,35.05,35.43,33.3882145793669,1522866,0.0,1.0
2021-03-02,36.33,37.0,35.05,35.19,33.1620454712933,1223007,0.0,1.0
2021-03-01,36.27,37.48,35.36,36.545,34.4389585606255,1517184,0.0,1.0
2021-02-26,35.0,36.01,34.09,34.95,32.9358763632197,1650120,0.0,1.0
2021-02-25,35.5,39.08,34.66,35.81,33.7463156671501,2556135,0.0,1.0
2021-02-24,31.58,34.18,31.335,33.58,31.6448277046328,1724266,0.0,1.0
2021-02-23,30.84,31.66,29.03,31.32,29.5150686036063,1170275,0.0,1.0
2021-02-22,28.79,31.435,28.79,30.66,28.8931035564039,1209034,0.0,1.0
2021-02-19,28.01,28.8,27.9924,28.69,27.036632127633,648907,0.0,1.0
2021-02-18,28.99,29.24,27.85,28.0,26.3863959419213,742765,0.0,1.0
2021-02-17,29.65,29.7841,28.59,29.19,27.507817769453,687182,0.0,1.0
2021-02-16,29.796,30.25,29.13,29.25,27.5643600464714,910567,0.0,1.0
2021-02-12,28.03,28.61,27.4266,28.6,26.9518187121054,600189,0.0,1.0
2021-02-11,27.89,28.29,26.69,27.815,26.2120572544479,968347,0.0,1.0
2021-02-10,27.51,28.22,26.89,28.09,26.4712093574489,1185464,0.0,1.0
2021-02-09,26.72,27.83,26.2737,27.16,25.5948040636637,990626,0.0,1.0
2021-02-08,26.1392,27.605,26.05,26.95,25.3969060940993,1450489,0.0,1.0
2021-02-05,24.99,25.5,24.85,25.35,23.8891120402752,619130,0.0,1.0
2021-02-04,24.68,25.0,23.69,24.62,23.201181003218,498845,0.0,1.0
2021-02-03,23.33,24.6,23.2876,24.59,23.1729098647088,821485,0.0,1.0
2021-02-02,24.18,24.215,23.0,23.2,21.8630137804491,779509,0.0,1.0
2021-02-01,22.49,23.68,22.03,23.29,21.9478271959767,921374,0.0,1.0
2021-01-29,22.66,23.2799,21.53,21.71,20.4588805678254,903006,0.0,1.0
2021-01-28,23.37,23.9,22.42,22.83,21.5143364055023,1264484,0.0,1.0
2021-01-27,22.4609,24.6,22.25,22.8,21.4860652669931,1135351,0.0,1.0
2021-01-26,25.54,25.6,23.245,23.34,21.9949457601587,842958,0.0,1.0
2021-01-25,24.65,25.18,23.88,25.09,23.6440955065288,1073432,0.0,1.0
2021-01-22,23.24,25.13,23.13,25.12,23.672366645038,707881,0.0,1.0
2021-01-21,25.84,25.84,24.16,24.34,22.9373170437988,1019714,0.0,1.0
