,TRIP_Open,TRIP_High,TRIP_Low,TRIP_Close,TRIP_Adj Close,TRIP_Volume,TRIP_Dividend Amount,TRIP_Split Coefficient
2021-06-21,40.5,41.07,39.82,40.88,40.88,2228364,0.0,1.0
2021-06-18,40.53,41.05,39.65,40.8,40.8,3075747,0.0,1.0
2021-06-17,40.72,42.6518,40.65,41.0,41.0,3675370,0.0,1.0
2021-06-16,41.63,42.26,40.26,41.38,41.38,2809189,0.0,1.0
2021-06-15,40.96,41.1748,40.1,40.57,40.57,2295075,0.0,1.0
2021-06-14,42.78,42.8,40.64,40.66,40.66,2979437,0.0,1.0
2021-06-11,41.97,43.09,41.81,43.02,43.02,4061314,0.0,1.0
2021-06-10,42.955,43.18,40.56,41.83,41.83,2471711,0.0,1.0
2021-06-09,41.81,44.29,41.63,42.82,42.82,3400469,0.0,1.0
2021-06-08,42.58,43.02,41.43,41.65,41.65,1691242,0.0,1.0
2021-06-07,41.798,42.68,41.31,42.25,42.25,2068637,0.0,1.0
2021-06-04,42.21,42.43,40.89,41.26,41.26,2131696,0.0,1.0
2021-06-03,41.86,42.63,40.97,42.26,42.26,2449174,0.0,1.0
2021-06-02,43.8,43.9,41.7,42.44,42.44,3404550,0.0,1.0
2021-06-01,44.75,44.99,42.88,43.34,43.34,2384717,0.0,1.0
2021-05-28,43.83,43.83,42.5,43.45,43.45,2115161,0.0,1.0
2021-05-27,41.86,43.27,41.5,42.96,42.96,3963805,0.0,1.0
2021-05-26,40.82,41.92,40.2,41.52,41.52,2934656,0.0,1.0
2021-05-25,41.68,42.27,40.76,40.84,40.84,2490190,0.0,1.0
2021-05-24,40.24,41.28,39.802,40.9,40.9,2236488,0.0,1.0
2021-05-21,40.51,40.51,39.62,39.78,39.78,1815814,0.0,1.0
2021-05-20,40.51,41.03,39.88,40.26,40.26,2140564,0.0,1.0
2021-05-19,40.01,40.55,38.95,40.29,40.29,2122254,0.0,1.0
2021-05-18,41.6,42.11,41.0,41.27,41.27,2459676,0.0,1.0
2021-05-17,41.27,41.49,40.1,41.0,41.0,4815875,0.0,1.0
2021-05-14,41.68,43.09,41.22,42.17,42.17,2300013,0.0,1.0
2021-05-13,41.67,43.0,39.92,40.9,40.9,2658554,0.0,1.0
2021-05-12,44.73,44.75,40.75,41.16,41.16,5157611,0.0,1.0
2021-05-11,43.04,45.9,42.675,45.45,45.45,2622734,0.0,1.0
2021-05-10,43.81,45.99,43.81,44.7,44.7,3712293,0.0,1.0
2021-05-07,42.33,47.25,42.22,44.17,44.17,5358728,0.0,1.0
2021-05-06,45.2,45.6,43.21,44.71,44.71,4930468,0.0,1.0
2021-05-05,47.38,47.81,45.11,45.44,45.44,2333225,0.0,1.0
2021-05-04,47.02,47.49,44.76,47.18,47.18,3115340,0.0,1.0
2021-05-03,47.54,49.28,46.99,47.33,47.33,2698364,0.0,1.0
2021-04-30,47.0,47.45,46.03,47.13,47.13,3492082,0.0,1.0
2021-04-29,49.5,49.6685,47.0001,47.84,47.84,2813194,0.0,1.0
2021-04-28,48.42,49.4806,47.96,48.85,48.85,2213095,0.0,1.0
2021-04-27,49.0,49.38,48.19,48.45,48.45,2612714,0.0,1.0
2021-04-26,51.7323,52.0,48.54,48.75,48.75,5274507,0.0,1.0
2021-04-23,50.18,51.285,49.65,50.99,50.99,2828849,0.0,1.0
2021-04-22,50.38,51.31,48.76,49.665,49.665,4301372,0.0,1.0
2021-04-21,48.11,50.59,47.52,50.39,50.39,3788881,0.0,1.0
2021-04-20,52.07,52.45,46.46,47.5,47.5,8032389,0.0,1.0
2021-04-19,52.49,54.27,51.86,53.01,53.01,4110269,0.0,1.0
2021-04-16,52.48,53.5,51.41,52.58,52.58,2738860,0.0,1.0
2021-04-15,52.53,52.7,50.99,52.36,52.36,1665679,0.0,1.0
2021-04-14,52.26,53.18,51.72,52.53,52.53,2570412,0.0,1.0
2021-04-13,50.5756,52.09,50.085,51.69,51.69,2808128,0.0,1.0
2021-04-12,51.56,52.36,49.66,51.13,51.13,3352730,0.0,1.0
2021-04-09,52.26,52.55,50.88,52.49,52.49,1681824,0.0,1.0
2021-04-08,52.63,52.69,50.6,51.68,51.68,3548936,0.0,1.0
2021-04-07,54.76,55.43,52.07,52.89,52.89,2602606,0.0,1.0
2021-04-06,55.82,57.69,53.91,54.24,54.24,3504794,0.0,1.0
2021-04-05,56.91,57.0,54.63,56.79,56.79,2263846,0.0,1.0
2021-04-01,55.24,56.99,54.735,55.25,55.25,3003652,0.0,1.0
2021-03-31,54.465,55.405,53.56,53.79,53.79,2241482,0.0,1.0
2021-03-30,54.02,55.42,53.29,54.13,54.13,3088441,0.0,1.0
2021-03-29,55.7,56.94,52.52,53.75,53.75,2985676,0.0,1.0
2021-03-26,53.55,56.02,52.3,55.68,55.68,4814723,0.0,1.0
2021-03-25,47.38,54.35,46.67,54.11,54.11,7445456,0.0,1.0
2021-03-24,50.33,51.14,48.52,48.7,48.7,5520020,0.0,1.0
2021-03-23,53.53,53.53,48.92,49.39,49.39,7839674,0.0,1.0
2021-03-22,58.0,58.19,53.59,53.68,53.68,7737316,0.0,1.0
2021-03-19,58.58,61.02,57.16,59.99,59.99,3991242,0.0,1.0
2021-03-18,60.56,62.62,57.85,58.77,58.77,5127310,0.0,1.0
2021-03-17,58.45,61.56,57.25,61.03,61.03,3713180,0.0,1.0
2021-03-16,60.25,60.6,56.9,58.62,58.62,3653159,0.0,1.0
2021-03-15,60.8,64.95,60.38,60.85,60.85,7182159,0.0,1.0
2021-03-12,55.23,59.87,54.77,59.79,59.79,7234639,0.0,1.0
2021-03-11,52.05,56.02,50.57,55.31,55.31,5668540,0.0,1.0
2021-03-10,50.72,52.6,49.3207,51.8,51.8,3031160,0.0,1.0
2021-03-09,49.055,50.86,46.74,50.35,50.35,3470608,0.0,1.0
2021-03-08,51.69,52.4,47.0304,47.62,47.62,5001645,0.0,1.0
2021-03-05,52.9,53.0,47.58,51.5,51.5,7223148,0.0,1.0
2021-03-04,54.62,55.3,50.67,51.69,51.69,7351690,0.0,1.0
2021-03-03,53.76,54.96,52.5,53.42,53.42,6152025,0.0,1.0
2021-03-02,51.9,54.5,51.37,52.64,52.64,7570906,0.0,1.0
2021-03-01,52.265,52.98,48.5208,49.35,49.35,4399853,0.0,1.0
2021-02-26,43.912,50.24,42.52,49.62,49.62,8008077,0.0,1.0
2021-02-25,49.5,50.25,42.91,43.54,43.54,5892043,0.0,1.0
2021-02-24,46.46,50.49,45.49,49.56,49.56,7380668,0.0,1.0
2021-02-23,41.95,46.47,41.14,46.05,46.05,6581949,0.0,1.0
2021-02-22,40.128,46.48,40.0,44.71,44.71,8610436,0.0,1.0
2021-02-19,38.77,40.96,38.23,39.92,39.92,7980417,0.0,1.0
2021-02-18,37.3,38.81,36.63,38.44,38.44,3985627,0.0,1.0
2021-02-17,37.36,38.31,36.59,38.05,38.05,2954460,0.0,1.0
2021-02-16,37.52,38.1,36.91,37.29,37.29,2583687,0.0,1.0
2021-02-12,36.65,37.62,36.325,37.38,37.38,1548302,0.0,1.0
2021-02-11,36.6,37.6,36.23,36.98,36.98,2741930,0.0,1.0
2021-02-10,37.37,37.76,36.02,36.59,36.59,1817057,0.0,1.0
2021-02-09,36.06,37.36,35.5404,36.44,36.44,2043030,0.0,1.0
2021-02-08,36.85,37.0,36.07,36.28,36.28,1752656,0.0,1.0
2021-02-05,35.746,36.19,35.45,35.9,35.9,1855768,0.0,1.0
2021-02-04,34.74,35.46,34.08,35.38,35.38,1490277,0.0,1.0
2021-02-03,33.6,35.3,33.21,34.46,34.46,2379585,0.0,1.0
2021-02-02,33.51,34.0,32.75,33.69,33.69,1795229,0.0,1.0
2021-02-01,31.43,33.05,31.16,32.81,32.81,1928324,0.0,1.0
2021-01-29,33.46,33.89,30.95,30.97,30.97,2832049,0.0,1.0
2021-01-28,34.28,34.95,32.11,33.27,33.27,3593734,0.0,1.0
2021-01-27,32.43,35.9,31.39,33.94,33.94,6234576,0.0,1.0
2021-01-26,33.15,33.43,32.445,32.7,32.7,1536852,0.0,1.0
2021-01-25,33.47,33.86,31.53,33.06,33.06,2316886,0.0,1.0
2021-01-22,32.84,33.52,32.61,33.19,33.19,1015938,0.0,1.0
2021-01-21,33.4,34.25,33.05,33.63,33.63,1535460,0.0,1.0
2021-01-20,33.87,34.155,33.38,33.67,33.67,2132867,0.0,1.0
2021-01-19,34.445,34.445,32.6431,33.53,33.53,3067904,0.0,1.0
2021-01-15,34.5,34.94,33.34,33.43,33.43,2288074,0.0,1.0
2021-01-14,34.36,35.275,34.07,34.74,34.74,1900604,0.0,1.0
2021-01-13,34.78,34.79,33.86,34.2,34.2,2683001,0.0,1.0
2021-01-12,35.67,35.76,34.25,34.6,34.6,2541405,0.0,1.0
2021-01-11,34.22,35.9,33.51,35.76,35.76,2866711,0.0,1.0
2021-01-08,32.5,36.17,32.37,35.65,35.65,6134069,0.0,1.0
2021-01-07,31.31,32.91,31.29,31.97,31.97,2523258,0.0,1.0
2021-01-06,30.44,32.15,29.59,31.39,31.39,4060691,0.0,1.0
2021-01-05,28.14,30.03,28.02,29.82,29.82,2385001,0.0,1.0
2021-01-04,29.205,29.79,28.09,28.31,28.31,2992389,0.0,1.0
2020-12-31,28.02,29.23,27.6,28.78,28.78,2066201,0.0,1.0
2020-12-30,28.05,28.89,27.63,28.07,28.07,2143819,0.0,1.0
2020-12-29,27.445,27.82,26.83,27.75,27.75,1765516,0.0,1.0
2020-12-28,26.63,27.74,26.43,27.21,27.21,2320066,0.0,1.0
2020-12-24,26.39,26.39,25.73,26.0,26.0,901655,0.0,1.0
2020-12-23,25.86,26.66,25.59,26.12,26.12,1471536,0.0,1.0
2020-12-22,26.35,26.52,25.06,25.88,25.88,3476810,0.0,1.0
2020-12-21,25.9565,26.72,25.58,26.05,26.05,4734763,0.0,1.0
2020-12-18,26.77,27.16,26.14,26.99,26.99,4465276,0.0,1.0
2020-12-17,27.44,27.47,26.6,26.75,26.75,2949579,0.0,1.0
2020-12-16,27.97,28.1,27.08,27.32,27.32,1781077,0.0,1.0
2020-12-15,27.82,28.18,27.17,27.84,27.84,2886536,0.0,1.0
2020-12-14,28.8,29.12,27.365,27.53,27.53,2768160,0.0,1.0
2020-12-11,29.0,29.1,28.24,28.41,28.41,1883494,0.0,1.0
2020-12-10,29.02,29.99,28.76,29.38,29.38,2016564,0.0,1.0
2020-12-09,29.95,30.51,29.2,29.39,29.39,1842119,0.0,1.0
2020-12-08,29.69,30.098,29.08,29.49,29.49,1588302,0.0,1.0
2020-12-07,30.61,31.13,29.7,29.995,29.995,4437808,0.0,1.0
2020-12-04,28.7,31.0,28.666,30.94,30.94,3365151,0.0,1.0
2020-12-03,28.95,29.74,28.48,28.6,28.6,3189451,0.0,1.0
2020-12-02,27.4,28.905,27.0,28.62,28.62,2868263,0.0,1.0
2020-12-01,27.85,28.32,26.91,27.59,27.59,3239707,0.0,1.0
2020-11-30,27.64,27.64,25.98,26.1,26.1,2677698,0.0,1.0
2020-11-27,27.4,28.25,27.3,27.53,27.53,780650,0.0,1.0
2020-11-25,27.11,27.59,26.24,27.28,27.28,1553509,0.0,1.0
2020-11-24,27.34,27.95,26.76,27.47,27.47,2756262,0.0,1.0
2020-11-23,26.1,27.02,25.945,26.65,26.65,2849495,0.0,1.0
2020-11-20,26.51,26.51,25.51,25.91,25.91,2221603,0.0,1.0
2020-11-19,26.43,26.89,25.96,26.55,26.55,1452074,0.0,1.0
2020-11-18,26.11,27.74,25.84,26.57,26.57,3552370,0.0,1.0
2020-11-17,25.25,25.88,25.02,25.61,25.61,2889030,0.0,1.0
2020-11-16,27.185,27.185,25.17,25.78,25.78,3628938,0.0,1.0
2020-11-13,23.79,25.54,23.69,25.48,25.48,5842292,0.0,1.0
2020-11-12,24.46,24.99,23.33,23.52,23.52,3767363,0.0,1.0
2020-11-11,26.23,26.45,24.94,25.16,25.16,4945403,0.0,1.0
2020-11-10,23.98,27.38,23.9,26.84,26.84,8253385,0.0,1.0
2020-11-09,24.33,25.94,22.89,24.31,24.31,6577275,0.0,1.0
2020-11-06,20.34,20.53,19.65,19.98,19.98,1942180,0.0,1.0
2020-11-05,19.99,20.6601,19.84,20.55,20.55,2245204,0.0,1.0
2020-11-04,19.81,20.07,19.25,19.72,19.72,1307754,0.0,1.0
2020-11-03,19.4,19.65,19.2,19.58,19.58,1577383,0.0,1.0
2020-11-02,19.4,19.475,18.9,19.01,19.01,1364545,0.0,1.0
2020-10-30,19.38,19.46,18.78,19.11,19.11,1386512,0.0,1.0
2020-10-29,18.64,19.52,18.24,19.4,19.4,1716763,0.0,1.0
2020-10-28,19.06,19.13,18.5,18.72,18.72,1613780,0.0,1.0
2020-10-27,20.05,20.22,19.49,19.59,19.59,892705,0.0,1.0
2020-10-26,20.4,20.6664,19.86,20.11,20.11,2150433,0.0,1.0
2020-10-23,20.95,21.08,20.5,20.91,20.91,2089856,0.0,1.0
2020-10-22,19.78,21.0177,19.7,20.75,20.75,3468791,0.0,1.0
2020-10-21,19.6,20.0,19.541,19.75,19.75,1450331,0.0,1.0
2020-10-20,19.36,19.89,19.2,19.645,19.645,1493071,0.0,1.0
2020-10-19,19.67,19.8,19.12,19.15,19.15,1635894,0.0,1.0
2020-10-16,19.6076,19.85,19.38,19.51,19.51,1415330,0.0,1.0
2020-10-15,19.41,19.95,19.23,19.78,19.78,1240292,0.0,1.0
2020-10-14,20.26,20.49,19.64,19.9,19.9,1516199,0.0,1.0
2020-10-13,20.72,20.72,19.87,20.08,20.08,1561219,0.0,1.0
2020-10-12,20.55,21.12,20.27,21.02,21.02,1582284,0.0,1.0
2020-10-09,20.12,20.77,19.95,20.37,20.37,1577899,0.0,1.0
2020-10-08,20.6,20.65,19.99,20.22,20.22,1384885,0.0,1.0
2020-10-07,19.91,20.36,19.69,20.17,20.17,1632659,0.0,1.0
2020-10-06,19.37,20.76,19.3,19.7,19.7,2815787,0.0,1.0
2020-10-05,19.56,19.67,18.895,19.3,19.3,2040753,0.0,1.0
2020-10-02,19.22,19.81,18.86,19.35,19.35,2158718,0.0,1.0
2020-10-01,19.69,20.09,19.42,19.87,19.87,1392954,0.0,1.0
2020-09-30,19.75,20.18,19.36,19.59,19.59,2098244,0.0,1.0
2020-09-29,19.71,20.03,19.315,19.58,19.58,1945555,0.0,1.0
2020-09-28,19.6,19.95,19.53,19.82,19.82,1700194,0.0,1.0
2020-09-25,18.85,19.38,18.6858,19.32,19.32,1421094,0.0,1.0
2020-09-24,18.73,19.065,18.44,18.93,18.93,2011701,0.0,1.0
2020-09-23,20.0,20.32,18.955,19.03,19.03,2484439,0.0,1.0
2020-09-22,19.55,19.93,19.14,19.875,19.875,2557354,0.0,1.0
2020-09-21,20.1,20.1782,19.1118,19.47,19.47,3396364,0.0,1.0
2020-09-18,21.11,21.14,20.4,20.75,20.75,4027174,0.0,1.0
2020-09-17,21.0,21.295,20.69,21.1,21.1,2089629,0.0,1.0
2020-09-16,21.0,21.74,20.88,21.315,21.315,2098761,0.0,1.0
2020-09-15,21.54,21.66,20.96,21.04,21.04,2358856,0.0,1.0
2020-09-14,21.52,21.59,20.93,21.32,21.32,2158856,0.0,1.0
2020-09-11,21.54,21.625,20.905,21.27,21.27,1731709,0.0,1.0
2020-09-10,21.45,22.13,21.4,21.43,21.43,2379959,0.0,1.0
2020-09-09,22.22,22.3,20.96,21.23,21.23,3639968,0.0,1.0
2020-09-08,22.04,22.36,21.7801,22.03,22.03,2875589,0.0,1.0
2020-09-04,23.3,23.3,22.15,22.6,22.6,1601570,0.0,1.0
2020-09-03,23.75,24.11,22.64,22.8,22.8,1807289,0.0,1.0
2020-09-02,23.21,23.775,23.0,23.705,23.705,1661007,0.0,1.0
2020-09-01,23.21,23.415,22.9,23.16,23.16,1784899,0.0,1.0
2020-08-31,24.5,24.61,23.32,23.37,23.37,2274732,0.0,1.0
2020-08-28,24.55,24.7206,24.125,24.56,24.56,2619131,0.0,1.0
2020-08-27,23.2,24.495,23.07,24.37,24.37,4128778,0.0,1.0
2020-08-26,23.79,23.8535,22.59,22.93,22.93,2635931,0.0,1.0
2020-08-25,23.52,23.79,23.02,23.67,23.67,2474237,0.0,1.0
2020-08-24,22.08,23.39,22.08,23.38,23.38,2713027,0.0,1.0
2020-08-21,21.91,22.12,21.74,22.0,22.0,1481517,0.0,1.0
2020-08-20,21.6,22.05,21.3,21.99,21.99,1691213,0.0,1.0
2020-08-19,21.91,22.3,21.84,21.92,21.92,1369578,0.0,1.0
2020-08-18,21.97,22.16,21.715,21.96,21.96,1930718,0.0,1.0
2020-08-17,22.49,22.68,22.1143,22.21,22.21,2245306,0.0,1.0
2020-08-14,22.05,22.45,21.95,22.29,22.29,2431000,0.0,1.0
2020-08-13,22.65,22.78,21.85,22.26,22.26,3679905,0.0,1.0
2020-08-12,22.28,23.1,21.82,23.01,23.01,4215200,0.0,1.0
2020-08-11,21.91,22.89,21.7,22.13,22.13,4958188,0.0,1.0
2020-08-10,21.32,21.63,20.75,21.17,21.17,2461141,0.0,1.0
2020-08-07,21.24,22.34,20.08,21.06,21.06,4254267,0.0,1.0
2020-08-06,21.13,22.33,20.72,21.57,21.57,4000150,0.0,1.0
2020-08-05,20.97,21.26,20.72,21.09,21.09,1310626,0.0,1.0
2020-08-04,20.38,20.88,20.275,20.72,20.72,960077,0.0,1.0
2020-08-03,20.34,20.4979,19.8,20.355,20.355,1141930,0.0,1.0
2020-07-31,20.81,20.83,19.79,20.23,20.23,2615380,0.0,1.0
2020-07-30,21.03,21.14,20.2866,21.03,21.03,1507177,0.0,1.0
2020-07-29,21.32,21.55,21.01,21.44,21.44,1894550,0.0,1.0
2020-07-28,20.79,21.36,20.635,21.15,21.15,2487430,0.0,1.0
2020-07-27,20.12,20.93,19.93,20.84,20.84,2297861,0.0,1.0
2020-07-24,20.26,20.28,19.855,20.03,20.03,2000946,0.0,1.0
2020-07-23,20.05,20.705,20.01,20.33,20.33,2190286,0.0,1.0
2020-07-22,20.04,20.29,19.52,20.25,20.25,2530494,0.0,1.0
2020-07-21,19.85,20.35,19.71,20.05,20.05,2656781,0.0,1.0
2020-07-20,19.54,19.79,19.04,19.63,19.63,1620517,0.0,1.0
2020-07-17,19.78,19.78,19.2,19.71,19.71,2311900,0.0,1.0
2020-07-16,20.08,20.2,19.28,19.65,19.65,2896600,0.0,1.0
2020-07-15,19.71,20.82,19.7,20.57,20.57,4426200,0.0,1.0
2020-07-14,18.78,19.09,18.43,18.85,18.85,2165400,0.0,1.0
2020-07-13,19.8,19.85,18.79,18.87,18.87,2685100,0.0,1.0
2020-07-10,18.89,19.69,18.72,19.61,19.61,2116600,0.0,1.0
2020-07-09,18.93,19.5,18.38,19.38,19.38,3730100,0.0,1.0
2020-07-08,18.6,19.12,18.21,19.02,19.02,2044200,0.0,1.0
2020-07-07,19.2,19.2,18.41,18.5,18.5,2914900,0.0,1.0
2020-07-06,19.61,19.97,19.03,19.51,19.51,2492400,0.0,1.0
2020-07-02,19.79,19.99,18.91,19.1,19.1,1985700,0.0,1.0
2020-07-01,18.95,19.73,18.86,19.22,19.22,2281500,0.0,1.0
2020-06-30,18.73,19.2,18.47,19.01,19.01,3120100,0.0,1.0
2020-06-29,18.24,19.15,18.09,19.06,19.06,3368200,0.0,1.0
2020-06-26,18.16,18.3516,17.86,18.03,18.03,6787590,0.0,1.0
2020-06-25,17.97,18.5562,17.84,18.34,18.34,2815938,0.0,1.0
2020-06-24,19.4,19.65,17.9,18.15,18.15,7482308,0.0,1.0
2020-06-23,18.45,20.53,18.3563,20.11,20.11,8855892,0.0,1.0
2020-06-22,17.85,18.24,17.17,18.18,18.18,5131387,0.0,1.0
2020-06-19,19.23,19.33,17.99,18.17,18.17,6548626,0.0,1.0
2020-06-18,18.83,19.17,18.57,18.96,18.96,4239659,0.0,1.0
2020-06-17,20.42,20.47,18.86,18.95,18.95,5816481,0.0,1.0
2020-06-16,21.76,21.93,20.158,20.51,20.51,4053495,0.0,1.0
2020-06-15,19.7,20.87,19.4,20.82,20.82,3239319,0.0,1.0
2020-06-12,20.98,21.26,20.0,20.41,20.41,3336907,0.0,1.0
2020-06-11,20.73,21.15,19.85,19.9,19.9,5810998,0.0,1.0
2020-06-10,23.66,23.83,22.03,22.22,22.22,3574041,0.0,1.0
2020-06-09,24.68,24.75,23.65,23.86,23.86,3202223,0.0,1.0
2020-06-08,26.56,26.74,24.972,25.45,25.45,4344961,0.0,1.0
2020-06-05,23.17,26.6,23.17,25.49,25.49,10782380,0.0,1.0
2020-06-04,22.99,23.2,21.93,22.01,22.01,4320541,0.0,1.0
2020-06-03,21.87,22.89,21.67,22.83,22.83,4576136,0.0,1.0
2020-06-02,21.9,22.18,21.12,21.19,21.19,3827768,0.0,1.0
2020-06-01,19.37,22.05,19.32,21.85,21.85,5668948,0.0,1.0
2020-05-29,21.005,21.1,19.02,19.28,19.28,10903191,0.0,1.0
2020-05-28,23.21,23.28,20.95,21.14,21.14,3669375,0.0,1.0
2020-05-27,22.75,23.44,22.23,23.35,23.35,7192126,0.0,1.0
2020-05-26,20.27,22.155,19.97,21.865,21.865,7685429,0.0,1.0
2020-05-22,19.58,19.58,18.6133,18.92,18.92,2896822,0.0,1.0
2020-05-21,19.48,20.055,18.98,19.48,19.48,3621488,0.0,1.0
2020-05-20,18.88,19.65,18.68,19.53,19.53,4084344,0.0,1.0
2020-05-19,18.47,19.29,18.3,18.47,18.47,6465762,0.0,1.0
2020-05-18,16.47,19.245,16.46,19.015,19.015,8243566,0.0,1.0
2020-05-15,15.4,15.78,15.31,15.66,15.66,2939153,0.0,1.0
2020-05-14,15.2,15.67,14.53,15.61,15.61,5610692,0.0,1.0
2020-05-13,16.76,16.76,15.28,15.59,15.59,4786184,0.0,1.0
2020-05-12,16.78,17.27,16.62,16.9,16.9,3743325,0.0,1.0
2020-05-11,17.78,17.78,16.67,16.7,16.7,4766818,0.0,1.0
2020-05-08,18.05,18.9,17.5,17.91,17.91,6450868,0.0,1.0
2020-05-07,18.55,18.92,18.31,18.72,18.72,3546969,0.0,1.0
2020-05-06,18.14,18.59,17.58,18.09,18.09,2541554,0.0,1.0
2020-05-05,19.13,19.32,18.08,18.36,18.36,2779076,0.0,1.0
2020-05-04,18.0,18.77,17.42,18.72,18.72,2085810,0.0,1.0
2020-05-01,19.5,19.54,18.3,18.37,18.37,2722229,0.0,1.0
2020-04-30,20.18,20.3,19.53,19.97,19.97,2367015,0.0,1.0
2020-04-29,19.91,20.93,19.6,20.47,20.47,3181354,0.0,1.0
2020-04-28,19.07,19.49,18.66,19.1,19.1,2543897,0.0,1.0
2020-04-27,18.55,18.99,18.27,18.7,18.7,1725392,0.0,1.0
2020-04-24,18.52,19.07,18.23,18.44,18.44,2746869,0.0,1.0
2020-04-23,17.4,18.81,17.34,18.52,18.52,2589735,0.0,1.0
2020-04-22,17.79,18.3,17.31,17.35,17.35,2279726,0.0,1.0
2020-04-21,17.64,17.855,16.95,17.36,17.36,1520300,0.0,1.0
2020-04-20,18.47,18.8,17.86,18.07,18.07,1857424,0.0,1.0
2020-04-17,19.41,19.73,18.615,18.78,18.78,2280421,0.0,1.0
2020-04-16,19.41,19.63,17.95,18.435,18.435,3895781,0.0,1.0
2020-04-15,17.41,20.07,17.11,19.24,19.24,7978610,0.0,1.0
2020-04-14,18.55,18.72,17.87,18.11,18.11,1570196,0.0,1.0
2020-04-13,18.37,18.5,17.44,18.11,18.11,1888159,0.0,1.0
2020-04-09,18.03,19.05,17.73,18.34,18.34,2709579,0.0,1.0
2020-04-08,17.13,17.64,16.68,17.42,17.42,2407310,0.0,1.0
2020-04-07,17.71,18.225,16.49,16.77,16.77,3391513,0.0,1.0
2020-04-06,16.49,17.5,16.38,16.79,16.79,4994712,0.0,1.0
2020-04-03,16.29,16.56,15.35,15.7,15.7,3145715,0.0,1.0
2020-04-02,16.57,17.45,16.015,16.27,16.27,2275566,0.0,1.0
2020-04-01,16.86,17.65,16.3,16.67,16.67,2268874,0.0,1.0
2020-03-31,17.89,18.46,17.17,17.39,17.39,3752085,0.0,1.0
2020-03-30,18.0,18.17,17.35,17.87,17.87,1891633,0.0,1.0
2020-03-27,18.94,19.19,17.755,17.96,17.96,2440530,0.0,1.0
2020-03-26,20.42,21.24,19.04,19.79,19.79,3491461,0.0,1.0
2020-03-25,18.66,20.29,17.75,19.76,19.76,4092031,0.0,1.0
2020-03-24,18.11,18.84,17.32,18.55,18.55,2723301,0.0,1.0
2020-03-23,15.8,17.5,15.36,17.05,17.05,4009013,0.0,1.0
2020-03-20,15.96,16.85,15.49,15.84,15.84,4365857,0.0,1.0
2020-03-19,14.29,16.37,14.27,15.69,15.69,2981060,0.0,1.0
2020-03-18,14.86,16.0,13.725,14.45,14.45,3622775,0.0,1.0
2020-03-17,17.16,17.86,15.4,15.6,15.6,4998335,0.0,1.0
2020-03-16,15.04,18.74,15.04,16.81,16.81,6074309,0.0,1.0
2020-03-13,16.13,17.28,14.6868,17.08,17.08,6387903,0.0,1.0
2020-03-12,17.11,17.37,14.67,14.92,14.92,6743698,0.0,1.0
2020-03-11,18.97,19.08,18.02,18.23,18.23,6162761,0.0,1.0
2020-03-10,20.83,20.83,18.75,19.68,19.68,5635625,0.0,1.0
2020-03-09,20.63,21.54,19.98,20.09,20.09,5548720,0.0,1.0
2020-03-06,20.92,22.1593,20.8,22.0,22.0,5317361,0.0,1.0
2020-03-05,23.04,23.21,21.1701,21.74,21.74,5273722,0.0,1.0
2020-03-04,23.64,23.87,23.09,23.86,23.86,3014027,0.0,1.0
2020-03-03,23.85,24.41,22.98,23.45,23.45,3300275,0.0,1.0
2020-03-02,23.4,24.12,22.54,24.11,24.11,4817884,0.0,1.0
2020-02-28,22.04,23.94,22.02,23.45,23.45,6135436,0.0,1.0
2020-02-27,22.8,23.45,21.94,22.72,22.72,5720917,0.0,1.0
2020-02-26,25.73,26.09,23.53,23.61,23.61,5647535,0.0,1.0
2020-02-25,27.05,27.13,25.19,25.62,25.62,3305744,0.0,1.0
2020-02-24,26.95,27.26,26.6,26.9,26.9,2764128,0.0,1.0
2020-02-21,28.71,28.89,28.14,28.29,28.29,1945868,0.0,1.0
2020-02-20,28.91,29.43,28.79,28.97,28.97,2206187,0.0,1.0
2020-02-19,28.88,29.11,28.54,28.84,28.84,1628522,0.0,1.0
2020-02-18,28.89,29.53,28.61,28.87,28.87,2522688,0.0,1.0
2020-02-14,29.8,29.89,29.01,29.65,29.65,3161558,0.0,1.0
2020-02-13,30.65,31.4,29.02,29.64,29.64,6853489,0.0,1.0
2020-02-12,30.24,30.66,30.0,30.45,30.45,4807631,0.0,1.0
2020-02-11,28.92,29.99,28.8343,29.81,29.81,2818387,0.0,1.0
2020-02-10,28.74,28.975,28.53,28.64,28.64,1378471,0.0,1.0
2020-02-07,29.12,29.2,28.64,28.88,28.88,1417291,0.0,1.0
2020-02-06,29.59,29.6,29.0,29.21,29.21,2162012,0.0,1.0
2020-02-05,28.57,29.38,28.505,29.29,29.29,2144243,0.0,1.0
2020-02-04,27.98,28.5503,27.8,28.26,28.26,2425584,0.0,1.0
2020-02-03,27.64,28.07,27.52,27.645,27.645,2086021,0.0,1.0
2020-01-31,28.19,28.2,27.12,27.32,27.32,2959236,0.0,1.0
2020-01-30,27.88,28.31,27.62,28.21,28.21,2670908,0.0,1.0
2020-01-29,28.94,29.12,28.28,28.3,28.3,2413075,0.0,1.0
2020-01-28,29.19,29.19,28.76,28.79,28.79,1940112,0.0,1.0
2020-01-27,28.64,29.32,28.56,28.94,28.94,2579042,0.0,1.0
2020-01-24,30.69,30.78,29.54,29.74,29.74,2761012,0.0,1.0
2020-01-23,30.15,30.725,29.8,30.56,30.56,2874436,0.0,1.0
