,ELV_Open,ELV_High,ELV_Low,ELV_Close,ELV_Adj Close,ELV_Volume,ELV_Dividend Amount,ELV_Split Coefficient
2020-07-02,270.95,273.93,266.97,267.0,253.705890143174,1007987,0.0,1.0
2020-07-01,267.19,270.1,264.53,268.68,255.30224181149,1110053,0.0,1.0
2020-06-30,259.75,264.6,256.74,262.98,249.88604865113,1195614,0.0,1.0
2020-06-29,258.15,262.29,257.36,259.27,246.360772050264,1365899,0.0,1.0
2020-06-26,259.85,264.65,254.43,255.65,242.921014288773,1997447,0.0,1.0
2020-06-25,256.71,261.36,253.27,261.0,248.0046341849,1469585,0.0,1.0
2020-06-24,265.08,266.0,254.85,257.31,244.498361770562,1497835,0.0,1.0
2020-06-23,268.23,270.61,265.15,268.99,255.596806702668,890205,0.0,1.0
2020-06-22,265.0,266.53,261.58,265.21,252.005015448955,997341,0.0,1.0
2020-06-19,270.27,272.65,266.33,266.43,253.164270827138,1824613,0.0,1.0
2020-06-18,263.92,265.91,260.19,265.53,252.309082433397,1059527,0.0,1.0
2020-06-17,268.66,269.53,264.17,265.72,252.489622205409,1181549,0.0,1.0
2020-06-16,273.0,273.18,264.54,267.43,254.114480153517,1428461,0.0,1.0
2020-06-15,257.83,264.76,250.88,262.33,249.268412588984,2096565,0.0,1.0
2020-06-12,272.56,274.27,259.3,265.74,252.508626391936,1464440,0.0,1.0
2020-06-11,283.9,284.17,262.27,264.54,251.368375200281,2126644,0.0,1.0
2020-06-10,293.0,293.14,286.53,288.54,274.173399033376,1185412,0.0,1.0
2020-06-09,300.0,300.0,290.0,291.01,276.520416069532,1356032,0.95,1.0
2020-06-08,286.35,301.66,286.1,300.59,284.69403982169,1829312,0.0,1.0
2020-06-05,283.35,290.52,282.12,287.89,272.665647973207,1730090,0.0,1.0
2020-06-04,286.84,288.48,279.54,282.09,267.172366656577,1511453,0.0,1.0
2020-06-03,296.0,299.32,287.91,289.27,273.972670079577,1388664,0.0,1.0
2020-06-02,291.18,296.4,287.57,294.2,278.641959198713,1219886,0.0,1.0
2020-06-01,293.23,293.99,285.22,290.03,274.69247935555,1470771,0.0,1.0
2020-05-29,291.89,294.88,286.76,294.11,278.556718626558,1859023,0.0,1.0
2020-05-28,290.0,296.69,288.61,291.37,275.961616763185,1302966,0.0,1.0
2020-05-27,286.25,287.64,277.57,287.25,272.059492793441,1348369,0.0,1.0
2020-05-26,283.77,285.99,280.56,283.42,268.432032889528,1248149,0.0,1.0
2020-05-22,279.1,279.74,275.58,277.11,262.455721664022,889794,0.0,1.0
2020-05-21,278.95,283.14,277.07,278.68,263.942696089386,1084269,0.0,1.0
2020-05-20,285.0,285.0,278.16,280.0,265.192891147653,1122191,0.0,1.0
2020-05-19,280.0,286.0,277.99,281.1,266.234720362876,1013051,0.0,1.0
2020-05-18,284.97,287.77,278.9,279.96,265.155006448918,1324539,0.0,1.0
2020-05-15,271.06,279.83,270.58,278.09,263.383896783039,1174069,0.0,1.0
2020-05-14,265.17,274.26,263.29,273.28,258.82826176011,1300704,0.0,1.0
2020-05-13,271.08,272.9,262.24,267.8,253.638058033363,1711389,0.0,1.0
2020-05-12,275.88,280.78,272.96,272.96,258.525184170227,1311798,0.0,1.0
2020-05-11,270.94,276.72,270.91,272.37,257.96638486388,1157439,0.0,1.0
2020-05-08,270.5,274.76,268.81,274.33,259.822735101913,968962,0.0,1.0
2020-05-07,273.87,274.2,265.01,265.73,251.677524873807,1003407,0.0,1.0
2020-05-06,276.27,277.86,270.0,270.62,256.308929294207,908770,0.0,1.0
2020-05-05,274.5,278.82,269.81,275.07,260.523602028518,1177038,0.0,1.0
2020-05-04,268.0,273.51,265.05,271.0,256.668833932193,1241636,0.0,1.0
2020-05-01,275.34,277.0,264.65,269.57,255.314455952403,1240786,0.0,1.0
2020-04-30,278.74,285.98,276.2,280.73,265.884286899574,2098671,0.0,1.0
2020-04-29,280.0,282.35,264.0,280.61,265.770632803368,2080291,0.0,1.0
2020-04-28,274.22,276.8,262.0,268.22,254.035847370084,1789034,0.0,1.0
2020-04-27,267.56,271.74,263.01,270.06,255.778543511912,1794077,0.0,1.0
2020-04-24,265.48,267.23,260.57,264.12,250.152665749708,1390681,0.0,1.0
2020-04-23,264.71,266.24,258.44,261.55,247.71857385596,1583457,0.0,1.0
2020-04-22,255.09,265.5,254.8,262.96,249.054009486382,1168849,0.0,1.0
2020-04-21,255.0,259.9,249.3,249.37,236.182683091037,1617925,0.0,1.0
2020-04-20,262.48,273.21,261.19,263.2,249.281317678794,1597879,0.0,1.0
2020-04-17,279.01,279.9,263.21,267.82,253.65700038273,1954738,0.0,1.0
2020-04-16,254.51,273.39,250.62,271.84,257.464412605636,2717241,0.0,1.0
2020-04-15,249.15,254.35,245.11,250.47,237.22451230626,2424142,0.0,1.0
2020-04-14,245.76,254.19,245.24,252.01,238.683073207572,2145550,0.0,1.0
2020-04-13,240.78,243.49,237.65,240.53,227.810164670518,1036639,0.0,1.0
2020-04-09,240.94,248.06,239.93,242.46,229.6381013845,2191205,0.0,1.0
2020-04-08,227.15,248.83,226.41,247.02,233.956957040333,2415201,0.0,1.0
2020-04-07,235.7,236.57,220.94,224.05,212.201668791542,2449956,0.0,1.0
2020-04-06,215.51,227.52,212.18,225.72,213.783354963744,2648614,0.0,1.0
2020-04-03,208.89,210.93,199.17,203.3,192.548981322564,1776953,0.0,1.0
2020-04-02,210.53,219.5,203.99,211.39,200.211161641794,2625614,0.0,1.0
2020-04-01,217.01,221.55,210.41,214.3,202.967273474793,2225284,0.0,1.0
2020-03-31,235.28,235.83,223.9,227.04,215.033550022011,2956416,0.0,1.0
2020-03-30,224.66,233.88,220.16,230.58,218.386345860093,2095823,0.0,1.0
2020-03-27,217.61,228.5,217.16,222.96,211.169310751003,2585260,0.0,1.0
2020-03-26,221.28,238.79,215.0,235.67,223.207173774169,2705282,0.0,1.0
2020-03-25,190.09,226.84,187.04,216.37,204.927806634349,3521157,0.0,1.0
2020-03-24,183.98,201.0,181.12,196.84,186.4306024768,3130422,0.0,1.0
2020-03-23,188.54,189.58,171.03,174.68,165.4424793774,3238376,0.0,1.0
2020-03-20,204.29,217.94,185.69,191.59,181.458235767782,4780161,0.0,1.0
2020-03-19,206.22,212.62,193.48,200.87,190.24748587439,3320282,0.0,1.0
2020-03-18,224.45,230.0,186.61,206.96,196.015431256851,3649810,0.0,1.0
2020-03-17,229.76,246.71,224.92,238.32,225.717035065388,3100781,0.0,1.0
2020-03-16,226.5,247.98,216.27,224.04,212.192197616858,2815325,0.0,1.0
2020-03-13,267.5,271.36,251.05,270.34,256.043736403059,3027048,0.95,1.0
2020-03-12,262.03,278.69,253.46,256.21,241.811219373467,3100174,0.0,1.0
2020-03-11,278.6,289.16,275.14,281.69,265.859265388985,3411365,0.0,1.0
2020-03-10,278.33,288.11,273.0,286.05,269.974237156162,2611573,0.0,1.0
2020-03-09,264.0,276.36,260.81,269.82,254.656349132933,2712778,0.0,1.0
2020-03-06,278.18,284.13,268.93,282.19,266.331165821001,3414573,0.0,1.0
2020-03-05,287.65,288.27,281.25,287.16,271.021856115236,2867870,0.0,1.0
2020-03-04,286.55,297.52,285.34,296.42,279.761452116167,5160367,0.0,1.0
2020-03-03,270.13,280.72,255.88,256.38,241.971665520352,3016362,0.0,1.0
2020-03-02,259.6,272.19,250.38,271.27,256.024860385779,3317500,0.0,1.0
2020-02-28,249.94,260.55,249.35,257.09,242.641764133814,2983658,0.0,1.0
2020-02-27,263.06,268.08,257.47,257.86,243.368490799119,2328774,0.0,1.0
2020-02-26,269.84,274.03,262.71,268.15,253.080201690001,1733219,0.0,1.0
2020-02-25,279.21,279.48,264.49,267.4,252.372351041977,1954896,0.0,1.0
2020-02-24,283.49,283.5,276.58,277.5,261.904739768694,2518740,0.0,1.0
2020-02-21,292.03,296.79,290.17,294.71,278.147552638673,1111009,0.0,1.0
2020-02-20,301.38,301.68,293.69,293.94,277.420825973369,1888660,0.0,1.0
2020-02-19,302.01,304.52,299.3,304.06,286.972090717366,1338742,0.0,1.0
2020-02-18,297.45,304.34,295.77,302.45,285.452571326275,1972490,0.0,1.0
2020-02-14,299.29,300.86,295.46,297.82,281.08277332581,1433772,0.0,1.0
2020-02-13,294.73,299.52,294.56,298.87,282.073764233043,1931281,0.0,1.0
2020-02-12,286.27,296.73,286.27,296.0,279.365055753273,2763256,0.0,1.0
2020-02-11,277.04,279.94,273.78,279.91,264.179299851009,1777128,0.0,1.0
2020-02-10,275.88,278.03,274.02,276.55,261.008128947864,1149177,0.0,1.0
2020-02-07,279.7,281.84,276.28,276.48,260.942062887382,1597504,0.0,1.0
2020-02-06,288.78,288.78,280.03,282.33,266.463297941965,1759771,0.0,1.0
2020-02-05,275.36,293.18,275.36,287.33,271.182302262122,2448937,0.0,1.0
2020-02-04,269.9,277.37,269.9,273.37,258.006842200244,1413774,0.0,1.0
2020-02-03,266.11,270.65,262.79,266.43,251.456864203867,1924772,0.0,1.0
2020-01-31,265.68,268.56,264.01,265.28,250.371493210231,2206930,0.0,1.0
2020-01-30,269.26,270.44,261.694,265.89,250.94721173729,2738451,0.0,1.0
2020-01-29,279.5,282.33,272.16,272.91,257.57269380279,4450259,0.0,1.0
2020-01-28,285.0,293.62,284.13,290.32,274.004266845575,1985318,0.0,1.0
2020-01-27,293.63,293.81,278.95,283.79,267.841247203451,2399632,0.0,1.0
2020-01-24,304.84,305.58,295.42,297.28,280.573120859233,1088693,0.0,1.0
2020-01-23,303.46,305.36,301.29,304.4,287.292983011137,1089312,0.0,1.0
2020-01-22,306.68,306.68,302.14,303.51,286.453000242149,998033,0.0,1.0
2020-01-21,303.94,308.23,303.17,305.99,288.793626384946,992428,0.0,1.0
2020-01-17,305.07,305.65,300.08,305.39,288.227345866528,1312630,0.0,1.0
2020-01-16,302.92,305.24,302.09,305.05,287.906453572757,704236,0.0,1.0
2020-01-15,297.26,304.8,297.22,301.55,284.603150548647,1401035,0.0,1.0
2020-01-14,296.04,298.05,294.82,296.88,280.195600513621,1067742,0.0,1.0
2020-01-13,306.88,307.0,296.34,296.74,280.063468392657,1756528,0.0,1.0
2020-01-10,307.94,309.1,306.43,307.74,290.445277897001,1049867,0.0,1.0
2020-01-09,307.83,309.0,305.79,306.41,289.19002274784,1439908,0.0,1.0
2020-01-08,300.89,308.76,298.51,307.48,290.199889672353,2067797,0.0,1.0
2020-01-07,299.2,300.28,294.61,299.54,282.706110811944,1313251,0.0,1.0
2020-01-06,295.75,300.56,294.77,300.45,283.564969598213,1307409,0.0,1.0
2020-01-03,293.68,299.53,293.68,296.88,280.195600513621,986799,0.0,1.0
2020-01-02,302.67,302.82,297.2,300.87,283.961365961106,1200541,0.0,1.0
2019-12-31,305.3,305.55,300.17,302.03,285.056174963382,915996,0.0,1.0
2019-12-30,306.54,306.57,304.46,305.31,288.151841797405,831660,0.0,1.0
2019-12-27,305.06,306.6,304.63,306.42,289.19946075648,604860,0.0,1.0
2019-12-26,304.82,305.24,304.01,304.76,287.632751322188,484570,0.0,1.0
2019-12-24,303.82,304.77,302.48,304.5,287.38736309754,333068,0.0,1.0
2019-12-23,303.1,304.61,300.44,303.18,286.141545957018,1308159,0.0,1.0
2019-12-20,301.72,303.32,297.68,303.0,285.971661801493,2823545,0.0,1.0
2019-12-19,294.5,299.78,293.9,298.22,281.460293671423,1941208,0.0,1.0
2019-12-18,290.94,294.75,290.11,293.18,276.703537316705,1105116,0.0,1.0
2019-12-17,291.0,293.3,289.01,290.74,274.400663208469,1107460,0.0,1.0
2019-12-16,285.7,297.35,285.02,291.78,275.382216107061,2021004,0.0,1.0
2019-12-13,285.06,288.62,283.55,284.12,268.152701488581,897140,0.0,1.0
2019-12-12,281.83,285.04,280.4,284.42,268.435841747791,1110616,0.0,1.0
2019-12-11,283.1,284.45,279.65,280.6,264.830522447191,1028088,0.0,1.0
2019-12-10,282.58,284.36,280.37,283.85,267.897875255293,863438,0.0,1.0
2019-12-09,285.43,285.43,282.24,282.33,266.463297941965,1209239,0.0,1.0
2019-12-06,282.09,285.61,280.85,285.27,269.238072482217,1618526,0.0,1.0
2019-12-05,286.72,288.36,284.23,286.3,270.21018737217,969991,0.0,1.0
2019-12-04,288.01,289.11,285.73,287.38,271.229492305323,895950,0.8,1.0
2019-12-03,285.01,286.97,282.35,286.19,269.35654244868,1182340,0.0,1.0
2019-12-02,289.62,292.23,287.0,287.43,270.52360668096,1261957,0.0,1.0
2019-11-29,289.18,290.75,287.5,288.66,271.681259104916,512549,0.0,1.0
2019-11-27,288.63,291.6,286.92,289.45,272.424791962578,1189024,0.0,1.0
2019-11-26,292.31,293.88,286.85,287.24,270.344782322788,2465244,0.0,1.0
2019-11-25,291.0,294.29,290.21,293.89,276.603634858809,1451963,0.0,1.0
2019-11-22,294.01,296.99,290.06,291.83,274.664802343891,1149411,0.0,1.0
2019-11-21,292.86,295.97,289.28,293.73,276.453045925611,1368517,0.0,1.0
2019-11-20,293.54,293.69,288.05,292.7,275.483629668152,1208782,0.0,1.0
2019-11-19,294.48,295.15,290.12,292.72,275.502453284802,2284581,0.0,1.0
2019-11-18,297.6,307.38,293.71,294.0,276.707164750382,2349491,0.0,1.0
2019-11-15,281.79,298.62,278.64,297.82,280.302475530472,2661810,0.0,1.0
2019-11-14,283.0,284.48,281.92,282.01,265.422406568895,1186936,0.0,1.0
2019-11-13,281.8,287.66,280.83,283.74,267.050649409093,1309738,0.0,1.0
2019-11-12,278.53,284.98,278.53,283.67,266.984766750819,1302645,0.0,1.0
2019-11-11,279.78,281.22,277.73,279.15,262.73062938799,951774,0.0,1.0
2019-11-08,280.01,283.44,279.01,282.09,265.497701035494,1229659,0.0,1.0
2019-11-07,277.72,281.03,277.72,279.77,263.31416150413,1614037,0.0,1.0
2019-11-06,272.51,277.55,272.5,277.32,261.008268464544,1603858,0.0,1.0
2019-11-05,273.86,275.81,271.68,273.0,256.942367268212,1404080,0.0,1.0
2019-11-04,272.4,273.52,266.53,271.72,255.737655802632,1175112,0.0,1.0
2019-11-01,269.32,275.71,268.69,270.75,254.824710395122,1432674,0.0,1.0
2019-10-31,272.46,275.23,266.63,269.08,253.252938404873,1877442,0.0,1.0
2019-10-30,271.79,274.19,270.5,273.46,257.375310451154,962795,0.0,1.0
2019-10-29,266.68,275.69,266.32,272.64,256.603542168517,1537881,0.0,1.0
2019-10-28,264.6,271.09,263.01,267.67,251.92587343107,1598904,0.0,1.0
2019-10-25,258.91,263.42,258.1,263.07,247.596441601643,1369210,0.0,1.0
2019-10-24,264.79,265.6,257.35,259.49,244.227014221349,1584362,0.0,1.0
2019-10-23,252.68,272.96,251.64,263.51,248.010561167936,2746075,0.0,1.0
2019-10-22,253.16,264.96,253.16,260.25,244.942311654037,2882350,0.0,1.0
2019-10-21,250.93,254.3,249.49,253.07,238.1846332768,2439857,0.0,1.0
2019-10-18,248.9,250.36,246.2,249.4,234.730499621582,1534594,0.0,1.0
2019-10-17,245.98,250.08,245.23,249.25,234.58932249671,1430622,0.0,1.0
2019-10-16,247.13,248.52,244.34,245.02,230.608127575301,1750604,0.0,1.0
2019-10-15,240.73,251.74,240.51,248.94,234.29755643864,2857595,0.0,1.0
2019-10-14,237.61,238.98,234.69,234.82,221.008083083961,1254208,0.0,1.0
2019-10-11,239.81,244.92,236.97,237.55,223.577506756644,1566939,0.0,1.0
2019-10-10,237.4,239.64,235.68,237.23,223.276328890249,1150021,0.0,1.0
2019-10-09,237.6,238.67,236.11,238.25,224.236333339383,951390,0.0,1.0
2019-10-08,239.07,239.94,234.91,235.52,221.6669096667,1579015,0.0,1.0
2019-10-07,241.75,242.51,240.42,241.03,226.852816053689,1244082,0.0,1.0
2019-10-04,238.72,241.8,238.67,241.79,227.568113486377,921410,0.0,1.0
2019-10-03,237.28,239.49,235.9,238.23,224.217509722733,1372312,0.0,1.0
2019-10-02,237.66,241.93,236.37,237.9,223.906920048013,1283679,0.0,1.0
2019-10-01,241.35,241.44,235.12,238.44,224.415157697555,1695642,0.0,1.0
2019-09-30,237.22,242.37,236.03,240.1,225.977517879479,1499526,0.0,1.0
2019-09-27,240.27,241.47,237.1,237.69,223.709272073191,1148660,0.0,1.0
2019-09-26,243.79,244.77,235.45,238.8,224.753982797249,2445926,0.0,1.0
2019-09-25,247.69,250.47,243.97,244.0,229.648123126167,1534446,0.0,1.0
2019-09-24,252.62,252.97,246.17,248.19,233.591670814276,1909094,0.0,1.0
2019-09-23,250.85,252.43,249.36,251.4,236.612861286551,1320991,0.0,1.0
2019-09-20,255.58,256.14,251.55,252.09,237.262276060965,2195365,0.0,1.0
2019-09-19,252.58,257.23,251.0,255.45,240.424643658112,1838513,0.0,1.0
2019-09-18,255.9,259.71,251.39,251.79,236.97992181122,2004307,0.0,1.0
2019-09-17,258.49,259.26,255.82,257.29,242.156416389884,1221036,0.0,1.0
2019-09-16,252.5,260.28,252.46,258.58,243.370539663788,1747584,0.0,1.0
2019-09-13,250.55,256.58,249.01,253.08,238.194045085125,2052408,0.0,1.0
2019-09-12,251.47,253.28,248.02,248.16,233.563435389302,1827119,0.0,1.0
2019-09-11,253.0,254.5,248.39,249.81,235.116383762901,1381125,0.0,1.0
2019-09-10,251.08,254.21,248.2,252.59,237.732866477207,2220103,0.0,1.0
2019-09-09,250.81,252.23,247.61,250.45,235.718739495691,1301029,0.8,1.0
2019-09-06,252.88,255.97,248.69,249.38,233.964335345017,2241118,0.0,1.0
2019-09-05,254.4,255.37,249.22,251.22,235.690593974557,2881741,0.0,1.0
2019-09-04,260.53,261.96,253.99,254.23,238.514527928316,1292939,0.0,1.0
2019-09-03,259.81,260.5,256.31,258.1,242.145300154578,1036688,0.0,1.0
2019-08-30,260.99,263.24,260.51,261.52,245.353889563833,1159150,0.0,1.0
2019-08-29,256.33,260.35,254.67,259.79,243.73083117845,1504244,0.0,1.0
2019-08-28,250.85,256.87,250.19,253.81,238.120490632443,1358936,0.0,1.0
2019-08-27,261.12,261.81,251.01,251.3,235.765648697581,2045481,0.0,1.0
2019-08-26,262.36,264.15,259.84,260.51,244.406323685661,1236990,0.0,1.0
2019-08-23,261.35,264.24,259.29,260.38,244.284359760748,1375085,0.0,1.0
2019-08-22,268.26,269.02,260.82,261.06,244.922324906448,1524425,0.0,1.0
2019-08-21,268.21,269.39,266.5,267.88,251.320740044202,981110,0.0,1.0
2019-08-20,271.79,272.8,266.33,266.57,250.091718954692,1446415,0.0,1.0
2019-08-19,278.0,278.81,273.08,273.41,256.508897773201,1385873,0.0,1.0
2019-08-16,276.87,278.26,275.05,275.54,258.507229773702,776357,0.0,1.0
2019-08-15,273.31,275.59,270.96,274.11,257.165626599657,1188798,0.0,1.0
2019-08-14,283.39,284.27,272.53,272.9,256.030423913927,1489951,0.0,1.0
2019-08-13,281.11,288.98,281.11,286.9,269.16500044304,1194929,0.0,1.0
2019-08-12,285.5,286.62,280.55,282.0,264.56789865785,1203542,0.0,1.0
2019-08-09,288.12,289.94,285.2,287.33,269.568419579291,1083806,0.0,1.0
2019-08-08,287.11,289.64,285.75,288.65,270.806822509179,963953,0.0,1.0
2019-08-07,287.34,288.4,280.42,286.5,268.789726827922,1265465,0.0,1.0
2019-08-06,284.13,291.3,284.01,291.04,273.049082359506,1290626,0.0,1.0
2019-08-05,287.55,290.42,279.54,283.62,266.087756799076,1347061,0.0,1.0
2019-08-02,292.58,294.37,288.32,290.57,272.608135861743,909537,0.0,1.0
2019-08-01,294.42,296.27,290.41,292.95,274.841013871692,1149846,0.0,1.0
2019-07-31,300.81,302.39,294.45,294.61,276.39839937443,1516691,0.0,1.0
2019-07-30,298.28,299.99,295.03,299.64,281.117465084533,798307,0.0,1.0
2019-07-29,299.7,302.07,296.93,298.32,279.879062154645,1119688,0.0,1.0
2019-07-26,294.45,300.01,292.62,299.98,281.436447657383,1123302,0.0,1.0
2019-07-25,289.27,296.12,288.0,293.95,275.779197909486,1985204,0.0,1.0
2019-07-24,293.48,293.48,280.06,288.91,271.050750359005,3389206,0.0,1.0
2019-07-23,300.88,303.47,296.65,302.59,283.885107996024,1220367,0.0,1.0
2019-07-22,301.74,303.76,300.21,301.78,283.125178925411,858036,0.0,1.0
2019-07-19,305.6,306.37,301.5,302.12,283.444161498261,938702,0.0,1.0
2019-07-18,304.16,305.04,297.01,304.57,285.742712390856,1324632,0.0,1.0
2019-07-17,304.5,306.89,301.53,304.69,285.855294475391,1249318,0.0,1.0
2019-07-16,307.51,307.76,303.09,305.41,286.530786982603,994355,0.0,1.0
2019-07-15,309.7,310.78,305.9,306.85,287.881771997026,1780143,0.0,1.0
2019-07-12,304.17,312.48,302.61,310.48,291.287380054217,2029208,0.0,1.0
2019-07-11,296.61,304.08,294.51,303.88,285.095365404778,2581088,0.0,1.0
2019-07-10,284.77,289.05,283.01,287.92,270.121948161589,1228072,0.0,1.0
2019-07-09,282.78,285.58,281.91,284.16,266.594376179485,841635,0.0,1.0
2019-07-08,283.48,285.65,281.4,284.74,267.138522921405,944761,0.0,1.0
2019-07-05,282.73,288.31,282.28,284.06,266.500557775705,979205,0.0,1.0
2019-07-03,279.59,284.48,279.59,282.78,265.299682207329,720131,0.0,1.0
2019-07-02,283.21,283.21,277.15,280.66,263.310732047206,1380930,0.0,1.0
2019-07-01,283.9,284.66,278.89,282.72,265.243391165062,1302498,0.0,1.0
2019-06-28,282.26,282.39,275.54,282.21,264.764917305787,2629210,0.0,1.0
2019-06-27,279.49,284.25,278.81,282.42,264.961935953724,1116626,0.0,1.0
2019-06-26,285.18,285.8,277.11,278.84,261.603237098422,1474568,0.0,1.0
2019-06-25,289.98,291.35,284.07,285.18,267.551323898034,1750131,0.0,1.0
2019-06-24,293.79,294.86,286.61,290.53,272.570608500231,1523756,0.0,1.0
2019-06-21,292.37,294.83,289.43,293.76,275.600942942305,1965592,0.0,1.0
2019-06-20,292.46,294.37,289.38,291.23,273.227337326687,1525819,0.0,1.0
2019-06-19,288.11,292.15,286.52,291.07,273.07722788064,1115180,0.0,1.0
2019-06-18,288.37,290.19,286.5,288.33,270.506603617085,1829538,0.0,1.0
2019-06-17,285.45,288.05,285.19,287.45,269.681001663826,1084984,0.0,1.0
2019-06-14,286.0,286.95,282.51,285.32,267.682669663326,1426480,0.0,1.0
2019-06-13,281.2,285.3,280.76,285.1,267.476269175011,1073859,0.0,1.0
2019-06-12,282.89,283.44,278.68,281.1,263.723533023836,1268560,0.0,1.0
2019-06-11,282.14,285.86,281.87,283.45,265.928265512651,1485589,0.0,1.0
2019-06-10,280.0,282.49,277.93,282.14,264.699244423141,1232724,0.0,1.0
2019-06-07,277.54,279.85,276.31,278.13,260.937126431588,1377485,0.8,1.0
2019-06-06,280.0,281.67,277.14,277.5,259.599371113777,1612436,0.0,1.0
2019-06-05,282.82,282.82,274.11,276.92,259.056785040818,1487793,0.0,1.0
2019-06-04,277.08,281.15,276.53,279.81,261.760360473318,1722521,0.0,1.0
2019-06-03,277.43,281.59,273.8,276.44,258.607748290783,2270146,0.0,1.0
2019-05-31,276.45,279.77,273.73,277.98,260.048407863811,2056626,0.0,1.0
2019-05-30,276.55,279.26,275.07,277.82,259.898728947133,1113835,0.0,1.0
2019-05-29,270.44,276.92,269.44,275.57,257.793869181346,1672209,0.0,1.0
2019-05-28,278.12,279.1,272.19,272.26,254.697386592565,1621948,0.0,1.0
2019-05-24,277.19,279.93,275.02,277.25,259.365497806467,1386118,0.0,1.0
2019-05-23,275.08,278.01,273.41,277.72,259.805179624209,1683059,0.0,1.0
2019-05-22,274.65,280.25,274.39,277.14,259.262593551251,1538036,0.0,1.0
2019-05-21,269.0,278.29,268.01,277.06,259.187754092912,2404356,0.0,1.0
2019-05-20,264.99,266.88,262.58,266.31,249.131201878594,1207679,0.0,1.0
2019-05-17,261.35,267.84,261.0,265.07,247.971190274338,879487,0.0,1.0
2019-05-16,259.32,269.44,259.14,263.82,246.801823737789,1524868,0.0,1.0
2019-05-15,259.27,262.95,257.5,258.65,241.965323742625,2055847,0.0,1.0
2019-05-14,262.75,264.75,261.2,261.33,244.472445596985,1281847,0.0,1.0
2019-05-13,264.49,266.02,258.58,261.2,244.350831477184,2501345,0.0,1.0
2019-05-10,268.77,269.82,261.69,268.31,251.002188337072,1467905,0.0,1.0
2019-05-09,261.6,267.89,260.35,266.05,248.887973638992,1471222,0.0,1.0
2019-05-08,264.71,266.89,260.26,264.65,247.578283118058,1228079,0.0,1.0
2019-05-07,267.37,269.4,262.29,264.89,247.802801493075,1473437,0.0,1.0
2019-05-06,257.25,269.75,256.1,268.7,251.367030696475,1686207,0.0,1.0
2019-05-03,262.01,263.34,257.14,261.7,244.818578091803,1231676,0.0,1.0
2019-05-02,260.77,262.01,255.43,261.59,244.715673836587,1604550,0.0,1.0
2019-05-01,262.26,264.91,256.63,260.72,243.901794727149,1854905,0.0,1.0
2019-04-30,266.33,268.17,260.0,263.03,246.062784086691,2341425,0.0,1.0
2019-04-29,266.7,268.17,262.54,266.29,249.112492014009,2248336,0.0,1.0
2019-04-26,258.0,266.77,257.43,266.4,249.215396269226,4127690,0.0,1.0
2019-04-25,249.0,257.53,248.25,255.91,239.40207229451,3185764,0.0,1.0
2019-04-24,248.3,253.99,247.75,251.0,234.808800538947,3264394,0.0,1.0
2019-04-23,245.25,252.16,244.08,250.64,234.472022976421,3763530,0.0,1.0
2019-04-22,240.74,245.24,239.07,244.0,228.260347934276,3303052,0.0,1.0
2019-04-18,238.02,241.44,230.51,239.62,224.16288759021,3977874,0.0,1.0
2019-04-17,243.4,243.83,227.16,236.25,221.010275407675,7072898,0.0,1.0
2019-04-16,266.43,267.49,241.19,245.13,229.317455283316,6399576,0.0,1.0
2019-04-15,254.6,264.65,254.5,262.88,245.922460102305,4080029,0.0,1.0
2019-04-12,276.89,276.89,249.15,252.85,236.539463013039,7351953,0.0,1.0
2019-04-11,289.7,290.94,275.35,276.29,258.467424306398,2381023,0.0,1.0
2019-04-10,290.42,291.19,286.36,288.04,269.459469749954,1008226,0.0,1.0
2019-04-09,288.25,291.29,286.72,290.1,271.386585802186,1095329,0.0,1.0
2019-04-08,293.14,293.65,288.92,289.5,270.825289864643,997808,0.0,1.0
2019-04-05,291.22,293.56,289.21,293.31,274.389519068043,1072909,0.0,1.0
2019-04-04,288.33,292.08,287.33,291.2,272.415628354349,760580,0.0,1.0
2019-04-03,289.73,291.0,285.74,287.66,269.103982322843,1015258,0.0,1.0
2019-04-02,289.43,289.69,285.39,288.2,269.609148666632,1163190,0.0,1.0
2019-04-01,289.8,290.52,284.57,288.33,269.730762786433,1347432,0.0,1.0
2019-03-29,284.74,287.65,281.7,286.98,268.467846926961,1582059,0.0,1.0
2019-03-28,285.0,285.0,279.6,282.35,264.136513275585,1693633,0.0,1.0
2019-03-27,288.79,291.54,279.22,283.0,264.74458387459,2518593,0.0,1.0
2019-03-26,299.22,299.5,285.22,288.3,269.702697989556,2394305,0.0,1.0
2019-03-25,301.57,301.57,293.52,297.75,278.543109005863,983928,0.0,1.0
2019-03-22,304.48,306.0,301.07,301.51,282.060563547801,1096138,0.0,1.0
2019-03-21,301.16,305.34,301.16,304.86,285.194465865751,943632,0.0,1.0
2019-03-20,307.77,309.31,300.83,303.01,283.463803391659,1222270,0.0,1.0
2019-03-19,308.33,312.41,306.36,307.99,288.122559673269,1276132,0.0,1.0
2019-03-18,304.0,308.88,303.64,308.23,288.347078048286,1091393,0.0,1.0
2019-03-15,304.65,306.67,301.91,303.0,283.454448459367,1631979,0.8,1.0
2019-03-14,303.66,306.46,303.37,305.45,284.993947603402,967772,0.0,1.0
2019-03-13,298.77,304.85,297.64,303.61,283.277172800357,1144707,0.0,1.0
2019-03-12,297.0,298.5,295.21,296.98,277.091185330687,1018487,0.0,1.0
