,SHAK_Open,SHAK_High,SHAK_Low,SHAK_Close,SHAK_Adj Close,SHAK_Volume,SHAK_Dividend Amount,SHAK_Split Coefficient
2019-01-07,46.5,48.63,45.6,48.06,48.06,567427,0.0,1.0
2019-01-04,44.48,46.47,44.188,46.28,46.28,687887,0.0,1.0
2019-01-03,44.28,44.455,43.184,43.81,43.81,426130,0.0,1.0
2019-01-02,44.66,45.19,43.52,44.55,44.55,689487,0.0,1.0
2018-12-31,43.75,45.56,43.46,45.42,45.42,666384,0.0,1.0
2018-12-28,43.72,44.915,43.2,43.51,43.51,683020,0.0,1.0
2018-12-27,42.94,43.85,41.53,43.58,43.58,688221,0.0,1.0
2018-12-26,41.49,43.32,40.67,43.21,43.21,831701,0.0,1.0
2018-12-24,41.94,42.33,40.82,41.01,41.01,448827,0.0,1.0
2018-12-21,43.57,44.22,42.32,42.48,42.48,829050,0.0,1.0
2018-12-20,45.12,45.33,43.07,43.56,43.56,597407,0.0,1.0
2018-12-19,45.67,46.29,44.7,45.55,45.55,637498,0.0,1.0
2018-12-18,46.41,46.43,44.94,45.08,45.08,532525,0.0,1.0
2018-12-17,45.65,46.56,45.02,45.75,45.75,757866,0.0,1.0
2018-12-14,45.86,47.08,45.54,45.76,45.76,530246,0.0,1.0
2018-12-13,46.25,46.55,45.58,46.35,46.35,425287,0.0,1.0
2018-12-12,45.86,46.91,45.39,45.91,45.91,591178,0.0,1.0
2018-12-11,48.14,48.5667,46.15,46.71,46.71,444806,0.0,1.0
2018-12-10,48.0,48.52,46.75,47.6,47.6,823117,0.0,1.0
2018-12-07,49.64,50.48,47.69,47.93,47.93,614878,0.0,1.0
2018-12-06,49.47,49.5199,48.02,49.47,49.47,721752,0.0,1.0
2018-12-04,51.67,52.53,49.63,49.8,49.8,883351,0.0,1.0
2018-12-03,55.55,55.9799,51.51,51.59,51.59,1367738,0.0,1.0
2018-11-30,52.94,55.77,52.8,55.55,55.55,1123687,0.0,1.0
2018-11-29,52.18,53.6,51.82,53.25,53.25,729145,0.0,1.0
2018-11-28,51.06,52.54,51.06,52.19,52.19,1230579,0.0,1.0
2018-11-27,50.8,51.65,50.56,50.99,50.99,640013,0.0,1.0
2018-11-26,51.84,52.19,50.8,51.13,51.13,1035224,0.0,1.0
2018-11-23,50.97,52.21,50.91,51.35,51.35,249857,0.0,1.0
2018-11-21,50.89,51.91,50.56,51.27,51.27,464042,0.0,1.0
2018-11-20,49.43,51.1,48.91,50.56,50.56,721811,0.0,1.0
2018-11-19,50.44,51.2,49.23,50.22,50.22,647815,0.0,1.0
2018-11-16,49.91,50.815,49.39,50.56,50.56,608228,0.0,1.0
2018-11-15,48.77,50.59,48.44,50.39,50.39,861667,0.0,1.0
2018-11-14,48.6,50.19,48.46,49.06,49.06,585035,0.0,1.0
2018-11-13,51.33,51.45,48.24,48.24,48.24,964292,0.0,1.0
2018-11-12,50.96,52.36,50.8,51.33,51.33,675542,0.0,1.0
2018-11-09,50.73,52.17,50.33,50.94,50.94,507965,0.0,1.0
2018-11-08,51.17,52.14,50.67,50.85,50.85,812719,0.0,1.0
2018-11-07,50.36,51.81,49.31,51.71,51.71,960040,0.0,1.0
2018-11-06,48.53,50.68,47.755,50.07,50.07,1117437,0.0,1.0
2018-11-05,47.0,47.94,46.51,47.45,47.45,1419455,0.0,1.0
2018-11-02,50.5,51.2983,46.3101,47.19,47.19,4095358,0.0,1.0
2018-11-01,53.23,55.17,52.44,54.8,54.8,1215508,0.0,1.0
2018-10-31,53.73,54.11,51.94,52.89,52.89,593052,0.0,1.0
2018-10-30,49.86,52.99,49.49,52.82,52.82,673641,0.0,1.0
2018-10-29,52.85,53.58,49.23,50.07,50.07,919472,0.0,1.0
2018-10-26,51.82,53.0,50.4113,52.25,52.25,568383,0.0,1.0
2018-10-25,51.16,53.59,50.89,52.49,52.49,642636,0.0,1.0
2018-10-24,53.22,54.07,50.55,50.67,50.67,997526,0.0,1.0
2018-10-23,53.29,53.99,51.53,53.2,53.2,704081,0.0,1.0
2018-10-22,54.75,55.4,54.09,54.47,54.47,430710,0.0,1.0
2018-10-19,58.7,58.92,53.86,54.62,54.62,919891,0.0,1.0
2018-10-18,60.55,61.17,57.64,58.38,58.38,608644,0.0,1.0
2018-10-17,60.25,60.7,59.23,60.62,60.62,344341,0.0,1.0
2018-10-16,58.4,60.6,57.67,60.4,60.4,474285,0.0,1.0
2018-10-15,57.38,58.76,56.58,58.03,58.03,630359,0.0,1.0
2018-10-12,57.05,58.12,56.23,57.11,57.11,445708,0.0,1.0
2018-10-11,56.77,57.3,55.85,55.98,55.98,625537,0.0,1.0
2018-10-10,61.75,61.75,56.9,57.2,57.2,1451324,0.0,1.0
2018-10-09,61.11,62.84,61.11,61.75,61.75,513432,0.0,1.0
2018-10-08,60.97,61.94,60.58,61.03,61.03,536553,0.0,1.0
2018-10-05,61.12,61.82,60.09,61.18,61.18,637484,0.0,1.0
2018-10-04,61.63,61.815,60.4,60.92,60.92,455774,0.0,1.0
2018-10-03,60.67,61.97,60.45,61.83,61.83,617022,0.0,1.0
2018-10-02,61.47,62.0,59.95,60.6,60.6,669873,0.0,1.0
2018-10-01,62.99,63.3199,61.4753,61.59,61.59,527714,0.0,1.0
2018-09-28,62.76,63.47,62.2,63.01,63.01,519259,0.0,1.0
2018-09-27,61.21,63.24,61.03,62.95,62.95,564510,0.0,1.0
2018-09-26,61.12,62.49,61.0301,61.2,61.2,738142,0.0,1.0
2018-09-25,59.33,61.87,58.79,61.12,61.12,1381782,0.0,1.0
2018-09-24,57.89,58.69,56.98,58.59,58.59,377129,0.0,1.0
2018-09-21,58.56,58.9788,57.98,58.19,58.19,1516733,0.0,1.0
2018-09-20,58.5,59.39,58.3231,58.47,58.47,646909,0.0,1.0
2018-09-19,57.97,58.76,57.25,58.09,58.09,476514,0.0,1.0
2018-09-18,56.46,58.02,56.46,57.94,57.94,421433,0.0,1.0
2018-09-17,57.03,57.18,56.19,56.51,56.51,747873,0.0,1.0
2018-09-14,57.31,57.83,56.22,57.2,57.2,605526,0.0,1.0
2018-09-13,57.41,58.1,56.72,57.15,57.15,553909,0.0,1.0
2018-09-12,58.99,59.89,57.23,57.49,57.49,1050131,0.0,1.0
2018-09-11,58.4,59.13,58.05,58.85,58.85,419428,0.0,1.0
2018-09-10,58.04,59.23,57.78,58.55,58.55,603393,0.0,1.0
2018-09-07,57.6,59.05,57.47,57.9,57.9,489021,0.0,1.0
2018-09-06,58.83,59.36,57.73,57.93,57.93,615301,0.0,1.0
2018-09-05,58.31,58.87,57.3701,58.81,58.81,649722,0.0,1.0
2018-09-04,60.49,60.6,58.6,58.76,58.76,762502,0.0,1.0
2018-08-31,58.68,60.49,58.62,60.45,60.45,1174816,0.0,1.0
2018-08-30,58.49,59.46,58.03,58.87,58.87,428806,0.0,1.0
2018-08-29,58.41,58.87,58.168,58.49,58.49,615768,0.0,1.0
2018-08-28,57.46,58.57,57.34,58.35,58.35,453050,0.0,1.0
2018-08-27,58.67,58.93,57.3796,57.53,57.53,390707,0.0,1.0
2018-08-24,58.03,58.75,57.99,58.55,58.55,476831,0.0,1.0
2018-08-23,57.62,58.31,57.195,58.1,58.1,353481,0.0,1.0
2018-08-22,57.7,58.15,57.46,57.63,57.63,295469,0.0,1.0
2018-08-21,57.42,58.03,57.0463,57.54,57.54,389226,0.0,1.0
2018-08-20,58.24,58.43,57.05,57.18,57.18,428493,0.0,1.0
2018-08-17,56.99,58.5898,56.85,58.27,58.27,1015797,0.0,1.0
2018-08-16,58.52,59.0988,56.82,57.23,57.23,849167,0.0,1.0
2018-08-15,58.63,59.13,56.92,58.44,58.44,707698,0.0,1.0
2018-08-14,57.38,59.46,57.1656,58.79,58.79,852100,0.0,1.0
2018-08-13,56.57,57.1,56.21,56.81,56.81,416907,0.0,1.0
2018-08-10,56.2,56.93,55.85,56.58,56.58,485291,0.0,1.0
2018-08-09,56.09,57.42,55.8218,56.47,56.47,518554,0.0,1.0
2018-08-08,56.2,56.6163,55.3101,55.8,55.8,865609,0.0,1.0
2018-08-07,57.86,57.86,56.02,56.49,56.49,1055029,0.0,1.0
2018-08-06,55.7,57.69,55.1,57.54,57.54,1949212,0.0,1.0
2018-08-03,61.0,61.415,56.0,56.34,56.34,4961117,0.0,1.0
2018-08-02,61.95,64.59,61.5028,63.94,63.94,2285770,0.0,1.0
2018-08-01,61.93,62.64,60.62,62.21,62.21,935544,0.0,1.0
2018-07-31,61.82,63.07,59.75,62.33,62.33,1277696,0.0,1.0
2018-07-30,64.42,64.98,61.91,61.95,61.95,1184053,0.0,1.0
2018-07-27,64.97,65.99,63.5401,64.42,64.42,677164,0.0,1.0
2018-07-26,65.36,65.64,64.29,64.39,64.39,559905,0.0,1.0
2018-07-25,65.4,66.16,65.14,65.32,65.32,539953,0.0,1.0
2018-07-24,68.34,68.62,64.96,65.23,65.23,807959,0.0,1.0
2018-07-23,67.83,68.77,67.05,68.19,68.19,481746,0.0,1.0
2018-07-20,68.53,70.12,67.84,67.97,67.97,738681,0.0,1.0
2018-07-19,68.15,69.01,67.589,68.61,68.61,635087,0.0,1.0
2018-07-18,66.82,68.96,66.051,68.53,68.53,921853,0.0,1.0
2018-07-17,65.84,67.339,65.74,66.86,66.86,739563,0.0,1.0
2018-07-16,64.47,65.99,64.38,65.85,65.85,708163,0.0,1.0
2018-07-13,63.69,64.66,63.425,64.34,64.34,837398,0.0,1.0
2018-07-12,64.14,64.34,63.03,63.47,63.47,1199986,0.0,1.0
2018-07-11,63.32,64.23,62.63,63.85,63.85,1445533,0.0,1.0
2018-07-10,64.57,65.4499,63.64,63.7,63.7,956782,0.0,1.0
2018-07-09,64.44,64.87,63.36,64.08,64.08,1124481,0.0,1.0
2018-07-06,65.56,66.36,64.0,64.26,64.26,1208995,0.0,1.0
2018-07-05,65.5,66.48,64.36,65.26,65.26,1408089,0.0,1.0
2018-07-03,65.49,67.359,65.1212,65.54,65.54,733388,0.0,1.0
2018-07-02,66.12,66.12,64.74,64.9,64.9,1471747,0.0,1.0
2018-06-29,67.29,67.8,66.08,66.18,66.18,617095,0.0,1.0
2018-06-28,67.41,68.16,66.51,67.07,67.07,744149,0.0,1.0
2018-06-27,67.35,69.56,66.8,68.39,68.39,885484,0.0,1.0
2018-06-26,67.28,68.05,66.3612,67.44,67.44,688479,0.0,1.0
2018-06-25,68.22,68.5,66.52,66.97,66.97,883074,0.0,1.0
2018-06-22,69.48,69.66,68.45,68.85,68.85,969171,0.0,1.0
2018-06-21,69.92,69.92,68.1,69.0,69.0,647516,0.0,1.0
2018-06-20,69.5,69.96,68.53,69.22,69.22,834875,0.0,1.0
2018-06-19,67.11,69.1,67.11,68.98,68.98,1054640,0.0,1.0
2018-06-18,65.0,68.0696,64.89,67.78,67.78,988489,0.0,1.0
2018-06-15,65.12,65.845,64.7801,65.33,65.33,1132849,0.0,1.0
2018-06-14,63.77,65.96,63.77,65.12,65.12,1002162,0.0,1.0
2018-06-13,64.2,64.86,63.52,63.65,63.65,772908,0.0,1.0
2018-06-12,62.6,64.925,62.1,64.1,64.1,922277,0.0,1.0
2018-06-11,64.57,64.68,61.21,62.64,62.64,1999903,0.0,1.0
2018-06-08,63.8,65.4708,63.73,65.18,65.18,882902,0.0,1.0
2018-06-07,64.39,65.2273,63.25,64.01,64.01,970371,0.0,1.0
2018-06-06,62.75,64.49,62.17,64.38,64.38,1038331,0.0,1.0
2018-06-05,61.49,62.94,61.031,62.77,62.77,1270588,0.0,1.0
2018-06-04,60.2,61.86,59.72,61.73,61.73,960024,0.0,1.0
2018-06-01,60.0,60.6,59.32,60.16,60.16,999312,0.0,1.0
2018-05-31,61.57,62.03,59.34,59.62,59.62,1440410,0.0,1.0
2018-05-30,58.65,62.54,58.65,61.63,61.63,2620133,0.0,1.0
2018-05-29,57.98,58.72,57.8,58.33,58.33,564431,0.0,1.0
2018-05-25,58.47,58.66,58.1402,58.35,58.35,547049,0.0,1.0
2018-05-24,57.79,58.81,57.296,58.41,58.41,438970,0.0,1.0
2018-05-23,56.43,58.72,56.26,57.89,57.89,695096,0.0,1.0
2018-05-22,58.935,59.17,57.63,57.96,57.96,429023,0.0,1.0
2018-05-21,58.9,59.3909,58.5,58.99,58.99,788965,0.0,1.0
2018-05-18,59.75,59.75,57.82,58.46,58.46,968538,0.0,1.0
2018-05-17,58.47,59.91,58.16,59.66,59.66,977485,0.0,1.0
2018-05-16,57.93,58.87,57.66,58.61,58.61,757440,0.0,1.0
2018-05-15,57.25,58.05,57.01,57.83,57.83,927429,0.0,1.0
2018-05-14,58.68,59.44,57.88,57.98,57.98,1110708,0.0,1.0
2018-05-11,58.48,58.87,58.16,58.68,58.68,915760,0.0,1.0
2018-05-10,58.66,59.16,57.43,58.37,58.37,1695157,0.0,1.0
2018-05-09,59.25,59.5,58.3,58.3,58.3,1652048,0.0,1.0
2018-05-08,57.1,59.38,57.02,59.36,59.36,2306372,0.0,1.0
2018-05-07,54.75,57.625,54.66,57.1,57.1,2961475,0.0,1.0
2018-05-04,52.87,58.98,52.87,55.95,55.95,6818943,0.0,1.0
2018-05-03,47.26,47.93,46.75,47.41,47.41,1527329,0.0,1.0
2018-05-02,47.16,47.6,46.611,47.29,47.29,626342,0.0,1.0
2018-05-01,47.27,47.48,46.0,47.35,47.35,691693,0.0,1.0
2018-04-30,47.75,48.21,46.8,47.61,47.61,896941,0.0,1.0
2018-04-27,45.48,47.5,45.46,47.26,47.26,1398666,0.0,1.0
2018-04-26,43.53,45.5,43.45,45.4,45.4,927290,0.0,1.0
2018-04-25,42.97,43.5499,42.74,43.25,43.25,418439,0.0,1.0
2018-04-24,43.03,43.51,42.72,42.98,42.98,412266,0.0,1.0
2018-04-23,43.64,43.64,42.7,42.79,42.79,309515,0.0,1.0
2018-04-20,43.02,43.74,42.71,43.43,43.43,320576,0.0,1.0
2018-04-19,43.74,43.95,43.02,43.15,43.15,361246,0.0,1.0
2018-04-18,43.96,44.19,43.631,43.86,43.86,328432,0.0,1.0
2018-04-17,43.67,43.94,43.14,43.72,43.72,360065,0.0,1.0
2018-04-16,43.88,44.2399,43.45,43.5,43.5,478959,0.0,1.0
2018-04-13,43.5,43.68,43.14,43.44,43.44,213172,0.0,1.0
2018-04-12,43.59,44.0,43.3155,43.33,43.33,257100,0.0,1.0
2018-04-11,43.61,44.4,43.24,43.36,43.36,429001,0.0,1.0
2018-04-10,44.13,44.14,43.54,43.91,43.91,614778,0.0,1.0
2018-04-09,43.52,44.0999,43.2101,43.5,43.5,981008,0.0,1.0
2018-04-06,42.64,43.5899,42.34,43.15,43.15,647724,0.0,1.0
2018-04-05,41.94,42.99,41.56,42.91,42.91,447804,0.0,1.0
2018-04-04,41.46,42.5,41.35,41.71,41.71,744551,0.0,1.0
2018-04-03,40.94,42.16,40.76,42.08,42.08,496702,0.0,1.0
2018-04-02,41.34,41.5881,40.48,40.74,40.74,538437,0.0,1.0
2018-03-29,40.99,41.84,40.72,41.63,41.63,551436,0.0,1.0
2018-03-28,41.06,41.46,40.62,40.82,40.82,382494,0.0,1.0
2018-03-27,41.77,42.35,40.92,41.06,41.06,469221,0.0,1.0
2018-03-26,40.61,41.68,40.31,41.56,41.56,468363,0.0,1.0
2018-03-23,40.09,40.78,39.77,40.19,40.19,561335,0.0,1.0
2018-03-22,40.9,41.255,39.8802,39.91,39.91,424104,0.0,1.0
2018-03-21,41.08,41.99,41.08,41.48,41.48,342550,0.0,1.0
2018-03-20,41.07,41.47,40.97,41.06,41.06,333689,0.0,1.0
2018-03-19,40.99,41.15,40.32,41.08,41.08,724063,0.0,1.0
2018-03-16,41.08,41.2767,40.8503,41.02,41.02,594770,0.0,1.0
2018-03-15,41.77,42.07,41.02,41.12,41.12,390918,0.0,1.0
2018-03-14,42.3,42.41,41.215,41.63,41.63,556116,0.0,1.0
2018-03-13,42.49,42.99,42.17,42.17,42.17,444277,0.0,1.0
2018-03-12,42.33,42.7255,41.99,42.48,42.48,509465,0.0,1.0
2018-03-09,41.71,42.42,41.47,42.33,42.33,491258,0.0,1.0
2018-03-08,41.41,41.9,41.36,41.6,41.6,408307,0.0,1.0
2018-03-07,41.0,41.57,40.8,41.19,41.19,649705,0.0,1.0
2018-03-06,41.15,41.5,40.76,41.37,41.37,625726,0.0,1.0
2018-03-05,39.49,41.135,39.3,40.98,40.98,1111129,0.0,1.0
2018-03-02,38.01,39.635,37.95,39.55,39.55,593581,0.0,1.0
2018-03-01,38.87,39.34,38.15,38.43,38.43,1077514,0.0,1.0
2018-02-28,39.01,39.449,38.66,38.99,38.99,1044858,0.0,1.0
2018-02-27,39.0,39.36,38.65,39.0,39.0,1358541,0.0,1.0
2018-02-26,38.05,39.0,37.22,39.0,39.0,2154144,0.0,1.0
2018-02-23,37.66,38.07,37.13,37.89,37.89,806441,0.0,1.0
2018-02-22,38.45,38.84,37.31,37.63,37.63,820700,0.0,1.0
2018-02-21,37.31,38.84,37.13,38.48,38.48,1276498,0.0,1.0
2018-02-20,37.5,37.94,36.58,37.29,37.29,1894613,0.0,1.0
2018-02-16,38.5,39.24,37.3,38.03,38.03,5570822,0.0,1.0
2018-02-15,40.1,41.29,39.81,41.21,41.21,3993862,0.0,1.0
2018-02-14,38.19,39.99,38.165,39.64,39.64,1083155,0.0,1.0
2018-02-13,39.13,39.13,37.6,38.21,38.21,1266443,0.0,1.0
2018-02-12,39.7,40.08,38.86,39.22,39.22,743039,0.0,1.0
2018-02-09,40.43,40.48,38.54,39.58,39.58,780961,0.0,1.0
2018-02-08,39.96,40.22,39.3,40.09,40.09,1438318,0.0,1.0
2018-02-07,40.3,40.58,39.7511,39.87,39.87,513259,0.0,1.0
2018-02-06,39.19,40.49,39.0,40.38,40.38,776689,0.0,1.0
2018-02-05,41.26,41.99,40.01,40.01,40.01,834301,0.0,1.0
2018-02-02,42.67,42.99,41.68,41.91,41.91,465048,0.0,1.0
2018-02-01,43.49,43.49,42.37,42.94,42.94,513923,0.0,1.0
2018-01-31,43.66,44.05,43.32,43.71,43.71,760227,0.0,1.0
2018-01-30,43.24,43.83,43.0,43.39,43.39,478054,0.0,1.0
2018-01-29,43.83,44.4252,43.325,43.64,43.64,1304917,0.0,1.0
2018-01-26,44.82,44.86,43.81,43.83,43.83,1238893,0.0,1.0
2018-01-25,45.0,45.32,44.1,44.7,44.7,687759,0.0,1.0
2018-01-24,44.46,44.95,43.675,44.89,44.89,690895,0.0,1.0
2018-01-23,43.12,44.95,42.9,44.56,44.56,578901,0.0,1.0
2018-01-22,43.64,43.75,42.72,43.0,43.0,594790,0.0,1.0
2018-01-19,43.53,43.74,43.1,43.5,43.5,330257,0.0,1.0
2018-01-18,43.54,43.85,43.12,43.59,43.59,630842,0.0,1.0
2018-01-17,42.78,43.87,42.78,43.54,43.54,547672,0.0,1.0
2018-01-16,43.65,43.82,42.26,42.56,42.56,742326,0.0,1.0
2018-01-12,43.47,43.903,42.94,43.15,43.15,405336,0.0,1.0
2018-01-11,44.065,44.415,43.04,43.48,43.48,702067,0.0,1.0
2018-01-10,43.14,44.92,42.97,44.24,44.24,603521,0.0,1.0
2018-01-09,43.5,44.099,43.32,43.42,43.42,553811,0.0,1.0
2018-01-08,44.13,44.13,42.5,43.52,43.52,736757,0.0,1.0
2018-01-05,45.81,45.95,44.0901,44.17,44.17,732312,0.0,1.0
2018-01-04,47.0,47.379,45.12,45.39,45.39,758261,0.0,1.0
2018-01-03,44.96,47.39,44.65,47.08,47.08,1116816,0.0,1.0
2018-01-02,43.37,44.18,43.24,43.68,43.68,567228,0.0,1.0
2017-12-29,44.31,44.655,43.19,43.2,43.2,577468,0.0,1.0
2017-12-28,44.41,44.68,44.12,44.5,44.5,330486,0.0,1.0
2017-12-27,44.65,44.99,44.27,44.34,44.34,312282,0.0,1.0
2017-12-26,44.61,44.975,44.31,44.75,44.75,660734,0.0,1.0
2017-12-22,44.02,45.45,43.8,44.79,44.79,637392,0.0,1.0
2017-12-21,45.82,46.48,45.63,46.2,46.2,294668,0.0,1.0
2017-12-20,46.3,46.31,45.63,46.12,46.12,314106,0.0,1.0
2017-12-19,45.92,46.69,45.69,46.03,46.03,443480,0.0,1.0
2017-12-18,45.69,46.23,45.5,45.52,45.52,989104,0.0,1.0
2017-12-15,45.25,45.74,45.02,45.61,45.61,1854780,0.0,1.0
2017-12-14,45.62,45.82,44.9,44.9,44.9,924925,0.0,1.0
2017-12-13,45.74,46.42,45.561,45.71,45.71,643359,0.0,1.0
2017-12-12,46.55,46.6,45.7,45.74,45.74,815270,0.0,1.0
2017-12-11,46.32,46.9,46.27,46.5,46.5,691754,0.0,1.0
2017-12-08,45.36,46.56,45.0016,46.3,46.3,975945,0.0,1.0
2017-12-07,43.55,45.76,43.2,45.07,45.07,1670257,0.0,1.0
2017-12-06,42.0,43.04,41.58,41.78,41.78,657587,0.0,1.0
2017-12-05,41.5,42.4,40.86,42.31,42.31,470842,0.0,1.0
2017-12-04,40.7,42.46,40.6101,41.37,41.37,902821,0.0,1.0
2017-12-01,41.0,41.1,39.5522,40.79,40.79,658461,0.0,1.0
2017-11-30,39.99,41.24,39.77,41.1,41.1,1347489,0.0,1.0
2017-11-29,39.16,40.66,38.91,40.42,40.42,1583840,0.0,1.0
2017-11-28,37.72,39.15,37.4807,39.08,39.08,715740,0.0,1.0
2017-11-27,37.22,37.78,37.168,37.71,37.71,420683,0.0,1.0
2017-11-24,37.44,37.44,37.1,37.26,37.26,112555,0.0,1.0
2017-11-22,37.87,37.87,37.1,37.28,37.28,303497,0.0,1.0
2017-11-21,37.29,37.8,36.89,37.8,37.8,399308,0.0,1.0
2017-11-20,37.32,37.48,36.81,37.21,37.21,357835,0.0,1.0
2017-11-17,37.57,37.83,37.24,37.33,37.33,458483,0.0,1.0
2017-11-16,37.78,38.0,37.64,37.68,37.68,528767,0.0,1.0
2017-11-15,37.95,37.95,37.1,37.71,37.71,1055815,0.0,1.0
2017-11-14,37.79,38.255,37.64,38.0,38.0,606318,0.0,1.0
2017-11-13,38.2,38.4,37.52,37.78,37.78,496801,0.0,1.0
2017-11-10,37.31,38.35,37.21,38.35,38.35,737268,0.0,1.0
2017-11-09,36.66,37.47,36.51,37.35,37.35,511142,0.0,1.0
2017-11-08,36.05,36.98,35.96,36.87,36.87,597991,0.0,1.0
2017-11-07,36.5,36.62,36.1,36.43,36.43,543299,0.0,1.0
2017-11-06,36.94,36.962,36.27,36.46,36.46,621087,0.0,1.0
2017-11-03,35.9,37.07,35.56,36.98,36.98,874351,0.0,1.0
2017-11-02,38.5,38.7,35.43,35.9,35.9,1860695,0.0,1.0
2017-11-01,37.88,38.26,36.96,37.15,37.15,1350008,0.0,1.0
2017-10-31,36.86,38.27,36.78,37.96,37.96,1437421,0.0,1.0
2017-10-30,35.98,36.95,35.79,36.78,36.78,738848,0.0,1.0
2017-10-27,35.81,36.11,35.44,36.06,36.06,754803,0.0,1.0
2017-10-26,35.68,36.1,35.5,35.85,35.85,550187,0.0,1.0
2017-10-25,35.46,36.21,35.25,35.52,35.52,811027,0.0,1.0
2017-10-24,35.2,35.81,35.15,35.7,35.7,862497,0.0,1.0
2017-10-23,34.68,35.52,34.6,35.14,35.14,779668,0.0,1.0
2017-10-20,34.9,34.95,34.44,34.71,34.71,457441,0.0,1.0
2017-10-19,34.09,34.69,33.95,34.68,34.68,443226,0.0,1.0
2017-10-18,33.92,34.315,33.83,34.2,34.2,436034,0.0,1.0
2017-10-17,33.55,34.19,33.55,33.96,33.96,340004,0.0,1.0
2017-10-16,33.62,33.84,33.34,33.72,33.72,270291,0.0,1.0
2017-10-13,33.46,33.865,33.3,33.54,33.54,370051,0.0,1.0
2017-10-12,33.13,33.46,33.0,33.29,33.29,293264,0.0,1.0
2017-10-11,33.51,33.59,33.21,33.37,33.37,322134,0.0,1.0
2017-10-10,33.53,33.9,33.42,33.47,33.47,308580,0.0,1.0
2017-10-09,33.93,33.99,33.35,33.5,33.5,396097,0.0,1.0
2017-10-06,33.25,34.6,33.2,33.77,33.77,739895,0.0,1.0
2017-10-05,32.9,33.58,32.7,33.25,33.25,569081,0.0,1.0
2017-10-04,33.18,33.43,32.82,32.82,32.82,326294,0.0,1.0
2017-10-03,33.42,33.57,32.76,33.14,33.14,419807,0.0,1.0
2017-10-02,33.13,33.5,32.9,33.39,33.39,440683,0.0,1.0
2017-09-29,32.96,33.3,32.61,33.23,33.23,530923,0.0,1.0
2017-09-28,32.67,33.09,32.25,32.95,32.95,715125,0.0,1.0
2017-09-27,32.03,32.8,31.91,32.58,32.58,817943,0.0,1.0
2017-09-26,32.5,33.0,31.09,31.91,31.91,1999259,0.0,1.0
2017-09-25,33.36,34.0,33.345,33.61,33.61,773938,0.0,1.0
2017-09-22,32.83,33.55,32.83,33.27,33.27,468160,0.0,1.0
2017-09-21,32.57,32.95,32.28,32.88,32.88,306057,0.0,1.0
2017-09-20,31.95,33.24,31.95,32.52,32.52,614272,0.0,1.0
2017-09-19,32.07,32.07,31.8,31.9,31.9,315195,0.0,1.0
2017-09-18,32.13,32.69,31.88,31.94,31.94,554007,0.0,1.0
2017-09-15,31.28,32.15,31.095,32.06,32.06,699267,0.0,1.0
2017-09-14,31.58,31.67,31.05,31.25,31.25,434118,0.0,1.0
2017-09-13,31.24,31.68,31.15,31.56,31.56,507672,0.0,1.0
2017-09-12,30.8,31.49,30.565,31.31,31.31,490660,0.0,1.0
2017-09-11,30.95,31.16,30.52,30.78,30.78,475152,0.0,1.0
2017-09-08,30.58,31.058,30.12,30.89,30.89,647292,0.0,1.0
2017-09-07,31.07,31.13,30.6,30.66,30.66,545137,0.0,1.0
2017-09-06,31.0,31.23,30.7,31.11,31.11,516190,0.0,1.0
2017-09-05,31.14,31.17,30.57,30.97,30.97,522993,0.0,1.0
2017-09-01,31.0,31.37,30.881,30.96,30.96,615492,0.0,1.0
2017-08-31,30.66,31.22,30.53,30.92,30.92,994758,0.0,1.0
2017-08-30,30.76,30.82,30.31,30.6,30.6,523641,0.0,1.0
2017-08-29,30.5,31.04,30.48,30.78,30.78,569127,0.0,1.0
2017-08-28,30.98,31.14,30.54,30.65,30.65,485254,0.0,1.0
2017-08-25,31.34,31.53,30.87,30.94,30.94,508508,0.0,1.0
2017-08-24,31.21,31.45,31.12,31.25,31.25,317598,0.0,1.0
2017-08-23,31.43,31.74,31.12,31.16,31.16,260173,0.0,1.0
2017-08-22,30.99,31.82,30.99,31.55,31.55,391431,0.0,1.0
2017-08-21,31.26,31.26,30.585,30.91,30.91,628309,0.0,1.0
2017-08-18,31.14,31.46,30.8,31.27,31.27,896045,0.0,1.0
2017-08-17,31.65,31.884,31.22,31.26,31.26,513059,0.0,1.0
2017-08-16,31.37,31.93,31.19,31.7,31.7,588641,0.0,1.0
2017-08-15,32.75,32.75,31.14,31.26,31.26,886479,0.0,1.0
2017-08-14,32.51,32.73,32.28,32.48,32.48,554970,0.0,1.0
2017-08-11,31.77,32.5,31.65,32.33,32.33,501132,0.0,1.0
2017-08-10,32.43,32.59,31.84,31.97,31.97,451318,0.0,1.0
2017-08-09,32.58,32.8,32.1,32.44,32.44,387368,0.0,1.0
2017-08-08,32.2,32.84,32.17,32.6,32.6,749237,0.0,1.0
2017-08-07,31.12,32.23,31.09,32.19,32.19,827986,0.0,1.0
2017-08-04,32.82,33.614,30.96,31.35,31.35,2897239,0.0,1.0
2017-08-03,33.45,34.23,32.848,33.16,33.16,1874586,0.0,1.0
2017-08-02,33.3,33.6,32.84,33.46,33.46,785669,0.0,1.0
2017-08-01,33.28,33.64,32.99,33.28,33.28,531723,0.0,1.0
2017-07-31,33.8,33.83,32.67,33.01,33.01,767985,0.0,1.0
2017-07-28,34.51,34.51,33.575,33.84,33.84,606581,0.0,1.0
