,SHAK_Open,SHAK_High,SHAK_Low,SHAK_Close,SHAK_Adj Close,SHAK_Volume,SHAK_Dividend Amount,SHAK_Split Coefficient
2023-05-01,54.47,55.7399,54.18,54.74,54.74,863415,0.0,1.0
2023-04-28,53.9,54.89,53.08,54.81,54.81,579252,0.0,1.0
2023-04-27,54.01,54.475,53.41,54.09,54.09,387924,0.0,1.0
2023-04-26,54.23,55.38,53.45,53.54,53.54,568741,0.0,1.0
2023-04-25,54.92,55.55,53.76,53.9,53.9,546103,0.0,1.0
2023-04-24,55.63,56.75,54.93,55.26,55.26,599033,0.0,1.0
2023-04-21,55.87,56.14,55.15,55.69,55.69,351765,0.0,1.0
2023-04-20,54.93,56.59,54.26,55.6,55.6,565496,0.0,1.0
2023-04-19,54.74,55.54,53.915,55.12,55.12,591586,0.0,1.0
2023-04-18,55.58,56.14,54.36,54.88,54.88,531860,0.0,1.0
2023-04-17,54.57,55.78,54.31,55.25,55.25,437946,0.0,1.0
2023-04-14,54.39,55.215,53.4,54.03,54.03,760113,0.0,1.0
2023-04-13,56.21,56.67,54.78,54.85,54.85,1027217,0.0,1.0
2023-04-12,57.98,58.19,55.81,55.83,55.83,723523,0.0,1.0
2023-04-11,56.75,57.69,56.64,57.22,57.22,718896,0.0,1.0
2023-04-10,54.91,56.61,54.85,56.56,56.56,870589,0.0,1.0
2023-04-06,54.94,55.25,53.88,55.15,55.15,508070,0.0,1.0
2023-04-05,55.85,55.85,54.14,54.85,54.85,845480,0.0,1.0
2023-04-04,55.94,56.15,54.83,56.13,56.13,709577,0.0,1.0
2023-04-03,55.34,55.94,54.56,55.56,55.56,525869,0.0,1.0
2023-03-31,54.89,56.28,54.65,55.49,55.49,652937,0.0,1.0
2023-03-30,54.5,54.77,53.35,54.42,54.42,578975,0.0,1.0
2023-03-29,53.6,53.88,52.63,53.8,53.8,558529,0.0,1.0
2023-03-28,53.36,54.27,52.835,53.1,53.1,697926,0.0,1.0
2023-03-27,53.26,53.71,52.4,53.62,53.62,865789,0.0,1.0
2023-03-24,53.78,53.89,52.51,52.56,52.56,725548,0.0,1.0
2023-03-23,55.7,55.875,53.25,53.96,53.96,848086,0.0,1.0
2023-03-22,56.12,56.92,54.996,55.22,55.22,635937,0.0,1.0
2023-03-21,56.16,56.62,55.23,55.25,55.25,636226,0.0,1.0
2023-03-20,55.03,56.67,54.81,55.39,55.39,601974,0.0,1.0
2023-03-17,55.7,55.945,53.715,54.91,54.91,1338159,0.0,1.0
2023-03-16,54.96,56.44,54.24,56.22,56.22,832787,0.0,1.0
2023-03-15,55.1,56.04,54.25,55.47,55.47,981452,0.0,1.0
2023-03-14,56.12,57.28,55.091,55.99,55.99,819598,0.0,1.0
2023-03-13,53.42,54.97,52.01,54.48,54.48,1105947,0.0,1.0
2023-03-10,55.64,56.04,54.1,54.53,54.53,951176,0.0,1.0
2023-03-09,59.08,59.5,56.0,56.05,56.05,855431,0.0,1.0
2023-03-08,58.0,59.09,57.41,59.08,59.08,624043,0.0,1.0
2023-03-07,58.11,59.07,57.655,58.02,58.02,801483,0.0,1.0
2023-03-06,58.5,58.67,57.03,57.84,57.84,826567,0.0,1.0
2023-03-03,57.38,58.29,56.82,58.0,58.0,679154,0.0,1.0
2023-03-02,56.75,57.525,55.3,57.23,57.23,584947,0.0,1.0
2023-03-01,56.13,57.19,55.12,57.07,57.07,1025475,0.0,1.0
2023-02-28,55.35,56.61,55.19,55.79,55.79,987548,0.0,1.0
2023-02-27,56.61,57.01,54.47,55.28,55.28,959267,0.0,1.0
2023-02-24,55.36,56.7,55.05,56.54,56.54,1307869,0.0,1.0
2023-02-23,57.96,58.05,55.71,56.6,56.6,1082613,0.0,1.0
2023-02-22,56.12,57.85,55.57,57.82,57.82,984230,0.0,1.0
2023-02-21,53.64,55.665,53.51,55.4,55.4,1218814,0.0,1.0
2023-02-17,56.9,56.9,54.11,55.0,55.0,1437764,0.0,1.0
2023-02-16,57.8,58.56,53.63,56.67,56.67,2398193,0.0,1.0
2023-02-15,56.7,59.105,56.32,58.69,58.69,1070654,0.0,1.0
2023-02-14,56.34,57.3,55.18,56.88,56.88,685475,0.0,1.0
2023-02-13,56.06,57.095,55.41,56.83,56.83,740311,0.0,1.0
2023-02-10,56.31,57.12,55.34,55.49,55.49,938219,0.0,1.0
2023-02-09,58.77,59.21,56.69,56.7,56.7,645487,0.0,1.0
2023-02-08,58.51,59.01,57.1,57.89,57.89,927615,0.0,1.0
2023-02-07,57.45,59.42,56.81,59.07,59.07,586278,0.0,1.0
2023-02-06,57.76,58.82,57.2134,57.84,57.84,494792,0.0,1.0
2023-02-03,59.69,60.3,58.19,58.29,58.29,993926,0.0,1.0
2023-02-02,58.74,61.39,58.48,61.0,61.0,1310796,0.0,1.0
2023-02-01,56.8,58.28,55.7476,57.87,57.87,634386,0.0,1.0
2023-01-31,55.75,57.36,55.535,56.88,56.88,510045,0.0,1.0
2023-01-30,55.54,56.04,54.96,55.49,55.49,767594,0.0,1.0
2023-01-27,56.14,57.79,55.8188,56.52,56.52,472979,0.0,1.0
2023-01-26,57.1,58.26,55.65,56.45,56.45,546966,0.0,1.0
2023-01-25,54.26,56.75,53.84,56.51,56.51,732817,0.0,1.0
2023-01-24,55.27,56.55,54.72,55.23,55.23,480275,0.0,1.0
2023-01-23,54.87,56.23,54.0,56.09,56.09,578573,0.0,1.0
2023-01-20,55.79,56.05,54.45,54.75,54.75,792316,0.0,1.0
2023-01-19,54.08,55.1,53.07,54.9,54.9,775692,0.0,1.0
2023-01-18,58.41,58.61,54.095,54.39,54.39,970606,0.0,1.0
2023-01-17,54.635,57.81,54.62,57.79,57.79,1040709,0.0,1.0
2023-01-13,55.18,56.617,54.43,56.36,56.36,916910,0.0,1.0
2023-01-12,54.43,55.84,53.26,55.09,55.09,1563106,0.0,1.0
2023-01-11,51.87,53.74,51.49,53.72,53.72,1448691,0.0,1.0
2023-01-10,46.85,51.3661,46.2,51.09,51.09,2638259,0.0,1.0
2023-01-09,47.13,48.99,46.91,48.08,48.08,1273494,0.0,1.0
2023-01-06,45.95,47.2,45.24,46.43,46.43,1060604,0.0,1.0
2023-01-05,44.14,45.61,43.365,45.49,45.49,748430,0.0,1.0
2023-01-04,42.58,44.91,42.4,44.88,44.88,1047711,0.0,1.0
2023-01-03,42.54,42.7,40.9,41.68,41.68,783998,0.0,1.0
2022-12-30,41.04,42.0099,40.83,41.53,41.53,687031,0.0,1.0
2022-12-29,42.99,43.49,41.46,41.6,41.6,822212,0.0,1.0
2022-12-28,43.02,43.77,42.36,42.55,42.55,517719,0.0,1.0
2022-12-27,44.54,44.86,43.34,43.38,43.38,450016,0.0,1.0
2022-12-23,44.7,45.19,44.15,44.89,44.89,329819,0.0,1.0
2022-12-22,44.83,45.17,43.81,44.95,44.95,883980,0.0,1.0
2022-12-21,46.05,46.91,45.15,45.44,45.44,619938,0.0,1.0
2022-12-20,46.19,48.41,46.19,46.8,46.8,604927,0.0,1.0
2022-12-19,48.28,48.4,45.94,46.44,46.44,693501,0.0,1.0
2022-12-16,47.92,49.02,47.71,48.45,48.45,767470,0.0,1.0
2022-12-15,48.59,48.71,47.37,48.36,48.36,568660,0.0,1.0
2022-12-14,49.43,50.495,48.86,49.39,49.39,576479,0.0,1.0
2022-12-13,51.85,51.85,48.65,49.25,49.25,718716,0.0,1.0
2022-12-12,47.12,49.77,47.12,49.75,49.75,755353,0.0,1.0
2022-12-09,48.65,49.08,47.12,47.18,47.18,523859,0.0,1.0
2022-12-08,48.58,50.16,47.9,48.86,48.86,507127,0.0,1.0
2022-12-07,48.95,49.3399,48.15,48.31,48.31,530186,0.0,1.0
2022-12-06,49.75,50.445,48.3296,49.2,49.2,640494,0.0,1.0
2022-12-05,51.64,51.8553,49.38,49.71,49.71,941357,0.0,1.0
2022-12-02,50.86,52.8585,50.55,51.93,51.93,523129,0.0,1.0
2022-12-01,52.66,53.255,51.36,52.07,52.07,502659,0.0,1.0
2022-11-30,51.1,52.67,49.88,52.6,52.6,641781,0.0,1.0
2022-11-29,49.75,51.77,49.31,50.85,50.85,1080924,0.0,1.0
2022-11-28,49.02,49.7,48.69,49.56,49.56,630239,0.0,1.0
2022-11-25,48.18,49.32,48.0277,49.29,49.29,224973,0.0,1.0
2022-11-23,47.39,48.38,46.17,48.3,48.3,586647,0.0,1.0
2022-11-22,47.73,47.87,46.13,47.39,47.39,748011,0.0,1.0
2022-11-21,49.36,49.63,47.57,47.63,47.63,759248,0.0,1.0
2022-11-18,51.93,52.175,49.06,49.8,49.8,522889,0.0,1.0
2022-11-17,50.39,51.695,49.78,50.74,50.74,433337,0.0,1.0
2022-11-16,50.99,51.875,49.95,51.43,51.43,384769,0.0,1.0
2022-11-15,52.5,52.97,51.08,51.67,51.67,447302,0.0,1.0
2022-11-14,51.24,52.27,50.13,51.27,51.27,528772,0.0,1.0
2022-11-11,51.55,52.23,50.02,51.73,51.73,751221,0.0,1.0
2022-11-10,48.5,51.07,47.79,51.07,51.07,1138439,0.0,1.0
2022-11-09,44.88,46.33,44.42,46.0,46.0,889609,0.0,1.0
2022-11-08,44.51,46.73,43.94,45.66,45.66,947025,0.0,1.0
2022-11-07,47.03,47.36,43.51,44.2,44.2,1376704,0.0,1.0
2022-11-04,48.28,49.2,45.51,47.02,47.02,1327541,0.0,1.0
2022-11-03,50.0,50.45,47.43,47.65,47.65,1552530,0.0,1.0
2022-11-02,53.75,54.415,51.67,51.93,51.93,1230229,0.0,1.0
2022-11-01,56.52,56.83,54.04,54.24,54.24,901405,0.0,1.0
2022-10-31,55.68,56.69,54.775,55.57,55.57,941917,0.0,1.0
2022-10-28,52.75,56.81,52.63,55.82,55.82,1221111,0.0,1.0
2022-10-27,51.93,54.39,51.93,53.0,53.0,1502214,0.0,1.0
2022-10-26,51.76,53.27,50.52,50.54,50.54,862212,0.0,1.0
2022-10-25,48.45,51.49,48.45,51.22,51.22,1041955,0.0,1.0
2022-10-24,50.13,50.36,47.95,48.24,48.24,852280,0.0,1.0
2022-10-21,49.13,50.98,48.45,50.73,50.73,608045,0.0,1.0
2022-10-20,49.75,51.06,48.49,48.98,48.98,710890,0.0,1.0
2022-10-19,49.62,50.64,49.225,49.68,49.68,440671,0.0,1.0
2022-10-18,51.23,52.25,49.49,50.39,50.39,796412,0.0,1.0
2022-10-17,48.57,49.93,48.57,49.75,49.75,591848,0.0,1.0
2022-10-14,50.4,51.07,47.62,47.83,47.83,524141,0.0,1.0
2022-10-13,48.55,50.1,46.99,49.61,49.61,1003493,0.0,1.0
2022-10-12,47.5,50.65,46.605,49.58,49.58,923529,0.0,1.0
2022-10-11,47.2,48.42,44.67,47.37,47.37,795593,0.0,1.0
2022-10-10,46.6,47.73,45.6,47.59,47.59,768533,0.0,1.0
2022-10-07,47.24,47.37,45.645,46.69,46.69,703529,0.0,1.0
2022-10-06,46.45,49.25,46.45,47.84,47.84,908532,0.0,1.0
2022-10-05,45.73,46.86,44.625,46.46,46.46,826835,0.0,1.0
2022-10-04,47.0,48.68,45.98,46.56,46.56,1273022,0.0,1.0
2022-10-03,45.57,46.28,44.5137,45.63,45.63,750104,0.0,1.0
2022-09-30,46.43,47.1771,44.87,44.98,44.98,823966,0.0,1.0
2022-09-29,47.59,47.71,45.9,46.62,46.62,601917,0.0,1.0
2022-09-28,46.88,49.09,46.37,48.56,48.56,719758,0.0,1.0
2022-09-27,46.33,47.21,45.14,46.43,46.43,600094,0.0,1.0
2022-09-26,45.05,46.6499,44.64,45.08,45.08,638076,0.0,1.0
2022-09-23,43.92,44.98,43.85,44.82,44.82,782647,0.0,1.0
2022-09-22,47.97,48.24,43.91,44.88,44.88,1158223,0.0,1.0
2022-09-21,49.48,50.44,48.38,48.48,48.48,750414,0.0,1.0
2022-09-20,50.37,50.99,49.04,49.31,49.31,903615,0.0,1.0
2022-09-19,48.99,50.83,48.59,50.61,50.61,1209479,0.0,1.0
2022-09-16,49.33,49.75,47.96,49.61,49.61,1191298,0.0,1.0
2022-09-15,49.13,51.5,48.83,50.39,50.39,944341,0.0,1.0
2022-09-14,48.16,49.76,47.11,49.18,49.18,582086,0.0,1.0
2022-09-13,48.77,48.77,47.5,48.07,48.07,911067,0.0,1.0
2022-09-12,50.99,51.5,49.39,50.93,50.93,766922,0.0,1.0
2022-09-09,49.05,50.99,49.01,50.74,50.74,604696,0.0,1.0
2022-09-08,47.02,48.92,46.85,48.9,48.9,802345,0.0,1.0
2022-09-07,45.31,48.35,45.11,47.82,47.82,817468,0.0,1.0
2022-09-06,46.46,46.51,44.32,45.34,45.34,948579,0.0,1.0
2022-09-02,47.75,47.75,45.88,46.46,46.46,483132,0.0,1.0
2022-09-01,47.1,47.245,45.195,47.19,47.19,616589,0.0,1.0
2022-08-31,48.61,48.89,47.65,47.66,47.66,695575,0.0,1.0
2022-08-30,48.63,49.09,47.02,47.72,47.72,548759,0.0,1.0
2022-08-29,46.84,48.09,46.76,47.65,47.65,680160,0.0,1.0
2022-08-26,51.62,51.855,47.38,47.64,47.64,813808,0.0,1.0
2022-08-25,51.65,52.54,51.1557,52.13,52.13,580445,0.0,1.0
2022-08-24,48.99,51.65,48.7,51.08,51.08,512804,0.0,1.0
2022-08-23,49.78,50.45,48.96,49.1,49.1,682632,0.0,1.0
2022-08-22,48.44,49.1,47.99,49.09,49.09,577336,0.0,1.0
2022-08-19,51.24,51.51,49.33,49.62,49.62,628445,0.0,1.0
2022-08-18,52.0,52.17,50.92,51.98,51.98,503245,0.0,1.0
2022-08-17,52.98,53.1,51.85,52.0,52.0,556959,0.0,1.0
2022-08-16,53.63,54.28,52.4525,53.87,53.87,518865,0.0,1.0
2022-08-15,52.78,54.45,52.33,54.05,54.05,644545,0.0,1.0
2022-08-12,52.43,53.1896,52.04,53.11,53.11,537209,0.0,1.0
2022-08-11,51.55,53.37,51.39,51.93,51.93,617321,0.0,1.0
2022-08-10,50.7,51.14,49.85,50.97,50.97,807660,0.0,1.0
2022-08-09,51.55,51.555,48.46,49.09,49.09,930186,0.0,1.0
2022-08-08,51.9,53.65,51.55,52.17,52.17,938489,0.0,1.0
2022-08-05,50.0,51.62,49.168,51.56,51.56,942435,0.0,1.0
2022-08-04,46.8,51.24,46.0,51.04,51.04,3168358,0.0,1.0
2022-08-03,51.29,54.88,51.29,54.43,54.43,1236679,0.0,1.0
2022-08-02,48.55,50.8,48.55,50.39,50.39,1022057,0.0,1.0
2022-08-01,50.68,51.705,49.48,49.49,49.49,1212385,0.0,1.0
2022-07-29,50.16,51.47,48.87,51.46,51.46,1067072,0.0,1.0
2022-07-28,47.6,51.14,47.6,50.8,50.8,1447287,0.0,1.0
2022-07-27,46.02,47.62,45.84,47.26,47.26,786602,0.0,1.0
2022-07-26,46.91,46.91,44.91,45.0,45.0,754622,0.0,1.0
2022-07-25,48.49,48.49,46.26,47.2,47.2,831598,0.0,1.0
2022-07-22,49.06,49.6988,47.23,48.13,48.13,834373,0.0,1.0
2022-07-21,48.68,49.35,48.0412,48.83,48.83,747944,0.0,1.0
2022-07-20,46.73,49.37,46.51,49.03,49.03,1117249,0.0,1.0
2022-07-19,45.79,46.8739,45.79,46.18,46.18,441796,0.0,1.0
2022-07-18,46.46,47.47,45.19,45.39,45.39,802221,0.0,1.0
2022-07-15,46.08,47.0,45.01,46.46,46.46,1097639,0.0,1.0
2022-07-14,42.95,45.48,42.22,45.31,45.31,2017715,0.0,1.0
2022-07-13,39.45,42.5,39.44,42.43,42.43,856181,0.0,1.0
2022-07-12,39.5,41.01,39.5,40.65,40.65,709023,0.0,1.0
2022-07-11,40.55,40.79,39.16,39.4,39.4,705120,0.0,1.0
2022-07-08,41.06,41.88,40.1,40.87,40.87,879402,0.0,1.0
2022-07-07,41.04,42.08,40.41,41.66,41.66,637727,0.0,1.0
2022-07-06,42.22,42.36,40.83,40.92,40.92,471186,0.0,1.0
2022-07-05,39.84,42.41,38.69,42.01,42.01,853504,0.0,1.0
2022-07-01,39.5,41.175,39.25,40.79,40.79,643439,0.0,1.0
2022-06-30,39.54,40.09,37.79,39.48,39.48,1054848,0.0,1.0
2022-06-29,40.21,40.24,38.98,40.21,40.21,641264,0.0,1.0
2022-06-28,41.15,41.76,39.89,40.2,40.2,681270,0.0,1.0
2022-06-27,42.5,42.71,40.87,41.01,41.01,520563,0.0,1.0
2022-06-24,40.96,42.42,40.7,42.2,42.2,869958,0.0,1.0
2022-06-23,39.39,40.8,38.71,40.73,40.73,649689,0.0,1.0
2022-06-22,38.58,39.9699,38.47,39.13,39.13,751489,0.0,1.0
2022-06-21,40.7,41.1,39.25,39.28,39.28,712821,0.0,1.0
2022-06-17,38.52,40.0499,38.52,39.52,39.52,672355,0.0,1.0
2022-06-16,39.01,39.1,37.7175,38.07,38.07,664886,0.0,1.0
2022-06-15,39.65,41.409,39.36,40.47,40.47,794929,0.0,1.0
2022-06-14,39.99,40.87,38.47,38.87,38.87,676902,0.0,1.0
2022-06-13,41.0,41.41,38.7,39.94,39.94,967243,0.0,1.0
2022-06-10,42.84,44.2103,42.305,42.93,42.93,788106,0.0,1.0
2022-06-09,46.46,46.485,43.81,44.16,44.16,805644,0.0,1.0
2022-06-08,47.2,48.35,46.87,47.17,47.17,364901,0.0,1.0
2022-06-07,45.85,47.61,45.52,47.3,47.3,617883,0.0,1.0
2022-06-06,48.11,48.345,46.59,46.66,46.66,665633,0.0,1.0
2022-06-03,47.8,48.01,46.67,47.44,47.44,486362,0.0,1.0
2022-06-02,46.67,49.26,46.67,48.61,48.61,515881,0.0,1.0
2022-06-01,49.28,49.28,46.33,47.07,47.07,834646,0.0,1.0
2022-05-31,48.42,48.99,47.46,48.65,48.65,846976,0.0,1.0
2022-05-27,47.5,48.87,47.07,48.75,48.75,848912,0.0,1.0
2022-05-26,44.06,47.5,43.98,47.25,47.25,1543573,0.0,1.0
2022-05-25,41.49,44.27,41.49,43.8,43.8,944509,0.0,1.0
2022-05-24,42.81,42.81,40.52,41.76,41.76,1415356,0.0,1.0
2022-05-23,42.36,43.72,40.65,43.27,43.27,1379045,0.0,1.0
2022-05-20,43.71,43.96,40.34,41.98,41.98,864726,0.0,1.0
2022-05-19,41.75,44.02,41.415,43.17,43.17,952181,0.0,1.0
2022-05-18,44.52,44.58,41.285,42.11,42.11,1725211,0.0,1.0
2022-05-17,45.67,47.01,44.43,45.55,45.55,1016145,0.0,1.0
2022-05-16,47.56,47.66,44.12,44.5,44.5,1049312,0.0,1.0
2022-05-13,45.13,47.29,45.13,46.33,46.33,1036244,0.0,1.0
2022-05-12,42.75,46.59,41.55,43.88,43.88,1784023,0.0,1.0
2022-05-11,47.72,47.72,43.265,43.43,43.43,1511555,0.0,1.0
2022-05-10,49.45,50.26,46.29,47.99,47.99,1021406,0.0,1.0
2022-05-09,53.3,53.525,48.51,48.72,48.72,1323646,0.0,1.0
2022-05-06,55.06,56.95,52.73,54.7,54.7,1369240,0.0,1.0
2022-05-05,58.7,58.84,55.19,56.05,56.05,926549,0.0,1.0
2022-05-04,58.02,59.89,55.37,59.88,59.88,1029000,0.0,1.0
2022-05-03,59.66,60.48,57.94,58.6,58.6,672329,0.0,1.0
2022-05-02,58.67,59.8,57.58,59.76,59.76,1159329,0.0,1.0
2022-04-29,60.1,61.425,57.64,57.83,57.83,506444,0.0,1.0
2022-04-28,60.07,61.46,57.77,60.16,60.16,1247688,0.0,1.0
2022-04-27,59.9,61.616,59.26,59.27,59.27,661457,0.0,1.0
2022-04-26,62.53,63.12,59.53,59.89,59.89,712099,0.0,1.0
2022-04-25,60.95,63.38,60.9,63.22,63.22,825339,0.0,1.0
2022-04-22,62.95,63.46,60.53,61.5,61.5,714423,0.0,1.0
2022-04-21,67.03,67.7,62.93,63.19,63.19,740690,0.0,1.0
2022-04-20,66.79,67.2399,65.42,65.51,65.51,599504,0.0,1.0
2022-04-19,62.38,67.55,62.06,66.17,66.17,1168308,0.0,1.0
2022-04-18,61.71,63.06,61.17,62.04,62.04,690216,0.0,1.0
2022-04-14,63.65,63.9,61.835,62.03,62.03,636655,0.0,1.0
2022-04-13,60.63,63.92,60.4502,63.65,63.65,593090,0.0,1.0
2022-04-12,62.29,63.39,60.665,60.89,60.89,628648,0.0,1.0
2022-04-11,60.55,62.36,60.2,61.05,61.05,719928,0.0,1.0
2022-04-08,61.96,62.71,60.48,61.35,61.35,876633,0.0,1.0
2022-04-07,64.25,64.7799,61.01,62.3,62.3,997120,0.0,1.0
2022-04-06,67.69,67.69,63.0488,64.81,64.81,1741138,0.0,1.0
2022-04-05,70.23,70.52,68.29,69.0,69.0,716228,0.0,1.0
2022-04-04,69.33,70.82,68.535,70.39,70.39,614331,0.0,1.0
2022-04-01,68.51,69.85,68.51,69.33,69.33,614039,0.0,1.0
2022-03-31,67.17,68.8599,67.04,67.9,67.9,686550,0.0,1.0
2022-03-30,69.56,70.06,67.06,67.54,67.54,455710,0.0,1.0
2022-03-29,68.12,71.0,68.12,70.06,70.06,738133,0.0,1.0
2022-03-28,69.28,69.53,65.55,67.09,67.09,829719,0.0,1.0
2022-03-25,71.21,71.86,68.78,69.39,69.39,379850,0.0,1.0
2022-03-24,69.22,71.36,68.51,71.29,71.29,660038,0.0,1.0
2022-03-23,67.3,69.35,67.05,68.64,68.64,1045300,0.0,1.0
2022-03-22,66.25,68.79,66.25,68.2,68.2,765028,0.0,1.0
2022-03-21,68.34,68.43,64.75,65.95,65.95,694218,0.0,1.0
2022-03-18,66.91,69.3099,66.31,68.5,68.5,913455,0.0,1.0
2022-03-17,67.07,68.44,65.88,67.18,67.18,833597,0.0,1.0
2022-03-16,64.0,67.57,64.0,67.49,67.49,830758,0.0,1.0
2022-03-15,61.09,64.23,60.5767,62.69,62.69,1194959,0.0,1.0
2022-03-14,63.28,64.0399,60.37,61.28,61.28,915801,0.0,1.0
2022-03-11,67.24,67.5446,63.14,63.7,63.7,904723,0.0,1.0
2022-03-10,64.62,67.31,63.7,66.71,66.71,651049,0.0,1.0
2022-03-09,63.5,67.04,63.5,65.98,65.98,700538,0.0,1.0
2022-03-08,61.46,65.0,59.41,62.57,62.57,1189874,0.0,1.0
2022-03-07,68.04,68.12,61.78,61.88,61.88,1347113,0.0,1.0
2022-03-04,71.27,72.0,66.71,68.25,68.25,923076,0.0,1.0
2022-03-03,74.42,74.56,70.98,71.62,71.62,532544,0.0,1.0
2022-03-02,75.56,75.56,71.94,73.46,73.46,527806,0.0,1.0
2022-03-01,74.65,75.76,73.26,75.11,75.11,857402,0.0,1.0
2022-02-28,71.6,75.119,71.05,74.72,74.72,1015588,0.0,1.0
2022-02-25,69.85,72.0,69.05,71.97,71.97,590344,0.0,1.0
2022-02-24,61.84,70.43,61.69,70.03,70.03,959415,0.0,1.0
2022-02-23,66.5,68.2,64.95,65.25,65.25,793127,0.0,1.0
2022-02-22,71.12,72.55,65.935,66.26,66.26,1596433,0.0,1.0
2022-02-18,64.6,73.69,64.6,72.07,72.07,4053064,0.0,1.0
2022-02-17,77.03,78.99,74.715,75.18,75.18,1586119,0.0,1.0
2022-02-16,76.79,79.25,75.64,78.76,78.76,903902,0.0,1.0
2022-02-15,76.59,78.75,76.59,78.1,78.1,650260,0.0,1.0
2022-02-14,74.18,77.425,73.64,75.69,75.69,1098490,0.0,1.0
2022-02-11,73.18,75.93,72.02,73.57,73.57,942159,0.0,1.0
2022-02-10,73.84,76.27,72.18,73.09,73.09,760886,0.0,1.0
2022-02-09,72.79,74.33,72.37,74.26,74.26,610480,0.0,1.0
2022-02-08,68.72,73.06,68.2,71.98,71.98,1012174,0.0,1.0
2022-02-07,67.89,69.57,67.51,68.72,68.72,636019,0.0,1.0
2022-02-04,63.92,67.915,63.43,67.5,67.5,670812,0.0,1.0
2022-02-03,62.55,66.73,62.2586,63.86,63.86,590500,0.0,1.0
2022-02-02,67.19,67.96,64.73,65.25,65.25,464092,0.0,1.0
2022-02-01,66.7,68.19,65.35,66.7,66.7,739139,0.0,1.0
2022-01-31,62.68,66.14,62.03,66.07,66.07,741741,0.0,1.0
2022-01-28,60.34,62.84,58.19,62.77,62.77,740335,0.0,1.0
2022-01-27,62.79,64.0,59.87,60.14,60.14,872432,0.0,1.0
2022-01-26,65.79,66.0,61.88,62.9,62.9,985958,0.0,1.0
2022-01-25,63.81,66.0,62.93,64.63,64.63,755764,0.0,1.0
2022-01-24,61.66,65.53,58.5,65.31,65.31,1840179,0.0,1.0
2022-01-21,63.89,66.23,63.5,63.68,63.68,940903,0.0,1.0
2022-01-20,66.52,68.368,64.35,64.45,64.45,684027,0.0,1.0
2022-01-19,67.54,67.5818,65.16,65.37,65.37,750012,0.0,1.0
2022-01-18,67.79,69.55,66.44,66.72,66.72,876005,0.0,1.0
2022-01-14,71.23,71.72,67.92,69.29,69.29,1104882,0.0,1.0
2022-01-13,74.22,75.94,71.46,71.62,71.62,914005,0.0,1.0
2022-01-12,78.42,78.42,73.89,74.08,74.08,1284624,0.0,1.0
2022-01-11,74.34,79.62,73.01,77.27,77.27,3982725,0.0,1.0
2022-01-10,69.09,69.275,65.25,68.26,68.26,986510,0.0,1.0
2022-01-07,69.89,73.02,69.41,69.56,69.56,777556,0.0,1.0
2022-01-06,70.27,72.75,68.22,70.54,70.54,795085,0.0,1.0
2022-01-05,73.27,74.09,69.75,70.26,70.26,665273,0.0,1.0
2022-01-04,74.02,75.4,72.0,73.31,73.31,602939,0.0,1.0
2022-01-03,73.6,76.2,72.95,74.57,74.57,850218,0.0,1.0
2021-12-31,73.33,74.115,71.71,72.16,72.16,369324,0.0,1.0
2021-12-30,70.04,74.4,70.035,73.07,73.07,743604,0.0,1.0
2021-12-29,71.41,71.825,69.5701,70.11,70.11,548212,0.0,1.0
2021-12-28,72.93,74.795,71.54,71.58,71.58,317423,0.0,1.0
2021-12-27,74.04,74.38,72.6,73.43,73.43,461407,0.0,1.0
2021-12-23,73.9,74.95,72.62,74.52,74.52,351108,0.0,1.0
2021-12-22,74.49,74.8,72.89,73.54,73.54,496146,0.0,1.0
2021-12-21,71.05,75.38,71.05,74.33,74.33,770572,0.0,1.0
2021-12-20,70.0,71.5206,68.055,69.98,69.98,973902,0.0,1.0
2021-12-17,68.58,72.4538,66.26,71.62,71.62,1710121,0.0,1.0
2021-12-16,73.14,73.7,67.89,69.52,69.52,864576,0.0,1.0
2021-12-15,71.57,73.2699,69.18,72.72,72.72,628574,0.0,1.0
2021-12-14,71.21,73.19,70.82,72.29,72.29,583085,0.0,1.0
2021-12-13,74.25,75.44,71.56,72.12,72.12,585288,0.0,1.0
2021-12-10,77.78,79.17,74.33,75.03,75.03,658998,0.0,1.0
2021-12-09,79.18,80.5699,76.43,76.63,76.63,431335,0.0,1.0
2021-12-08,76.75,81.83,76.2401,80.52,80.52,850423,0.0,1.0
2021-12-07,76.51,78.21,75.42,75.99,75.99,968781,0.0,1.0
2021-12-06,70.5,75.82,69.29,74.76,74.76,788880,0.0,1.0
2021-12-03,73.31,73.425,68.59,69.82,69.82,959758,0.0,1.0
2021-12-02,70.36,73.77,70.14,73.31,73.31,859495,0.0,1.0
2021-12-01,74.94,76.24,70.21,70.4,70.4,1052413,0.0,1.0
2021-11-30,73.68,74.69,71.51,72.99,72.99,701291,0.0,1.0
2021-11-29,77.17,77.52,73.5,74.37,74.37,562000,0.0,1.0
2021-11-26,74.74,77.0,73.7,75.89,75.89,626378,0.0,1.0
2021-11-24,76.68,79.03,75.88,78.7,78.7,269609,0.0,1.0
2021-11-23,78.61,79.29,75.49,77.98,77.98,689929,0.0,1.0
2021-11-22,82.34,82.5,78.54,78.67,78.67,774679,0.0,1.0
2021-11-19,81.67,82.765,80.42,81.93,81.93,650706,0.0,1.0
2021-11-18,84.0,84.68,81.12,82.94,82.94,508487,0.0,1.0
