,CMG_Open,CMG_High,CMG_Low,CMG_Close,CMG_Adj Close,CMG_Volume,CMG_Dividend Amount,CMG_Split Coefficient
2020-05-28,1001.18,1006.76,986.34,995.09,19.9018,631437,0.0,1.0
2020-05-27,1021.73,1023.81,987.01,990.0,19.8,815562,0.0,1.0
2020-05-26,1086.3,1087.0,1010.03,1017.0,20.34,776030,0.0,1.0
2020-05-22,1026.78,1057.69,1018.09,1055.7,21.114,448738,0.0,1.0
2020-05-21,1035.0,1038.13,1012.88,1026.71,20.5342,455017,0.0,1.0
2020-05-20,1022.0,1032.07,1014.28,1029.96,20.5992,414775,0.0,1.0
2020-05-19,1000.0,1020.73,998.0,1009.08,20.1816,458093,0.0,1.0
2020-05-18,997.45,1017.87,992.15,998.58,19.9716,778522,0.0,1.0
2020-05-15,926.0,974.5,926.0,971.75,19.435,851993,0.0,1.0
2020-05-14,901.0,935.11,897.04,932.18,18.6436,577968,0.0,1.0
2020-05-13,929.84,937.2,888.62,902.59,18.0518,717305,0.0,1.0
2020-05-12,943.66,966.0,929.24,929.85,18.597,683563,0.0,1.0
2020-05-11,920.0,942.83,916.62,933.93,18.6786,569375,0.0,1.0
2020-05-08,900.0,927.61,893.42,925.83,18.5166,736891,0.0,1.0
2020-05-07,881.51,900.01,875.95,897.51,17.9502,491033,0.0,1.0
2020-05-06,875.34,883.82,867.0,867.04,17.3408,289868,0.0,1.0
2020-05-05,881.92,886.69,865.63,870.23,17.4046,318711,0.0,1.0
2020-05-04,862.33,876.03,856.5,875.0,17.5,281220,0.0,1.0
2020-05-01,858.77,883.49,856.89,874.92,17.4984,434752,0.0,1.0
2020-04-30,880.0,897.97,877.0,878.55,17.571,448929,0.0,1.0
2020-04-29,880.22,894.23,863.1,882.34,17.6468,514920,0.0,1.0
2020-04-28,899.0,899.0,864.03,868.36,17.3672,515988,0.0,1.0
2020-04-27,891.0,900.0,880.79,883.07,17.6614,517833,0.0,1.0
2020-04-24,873.43,887.93,860.95,882.47,17.6494,530183,0.0,1.0
2020-04-23,895.0,909.88,859.0,867.02,17.3404,1319356,0.0,1.0
2020-04-22,848.99,905.0,834.18,882.26,17.6452,2353386,0.0,1.0
2020-04-21,799.0,809.24,772.01,786.69,15.7338,966900,0.0,1.0
2020-04-20,807.2,822.0,804.04,808.73,16.1746,586698,0.0,1.0
2020-04-17,810.75,824.35,803.06,820.27,16.4054,657937,0.0,1.0
2020-04-16,773.0,790.0,758.6,786.75,15.735,555897,0.0,1.0
2020-04-15,757.72,778.0,752.24,770.1,15.402,570376,0.0,1.0
2020-04-14,772.25,794.12,765.0,785.33,15.7066,836660,0.0,1.0
2020-04-13,768.77,771.0,728.0,744.08,14.8816,681981,0.0,1.0
2020-04-09,745.0,788.97,732.0,771.0,15.42,1025681,0.0,1.0
2020-04-08,709.21,735.0,700.0,725.12,14.5024,612594,0.0,1.0
2020-04-07,750.0,756.27,674.55,704.3,14.086,994854,0.0,1.0
2020-04-06,632.3,707.7,630.07,689.99,13.7998,982545,0.0,1.0
2020-04-03,631.01,645.08,599.78,611.01,12.2202,859814,0.0,1.0
2020-04-02,607.42,634.69,601.01,630.16,12.6032,631585,0.0,1.0
2020-04-01,630.02,645.25,604.23,619.36,12.3872,819390,0.0,1.0
2020-03-31,634.66,674.98,625.0,654.4,13.088,844051,0.0,1.0
2020-03-30,622.21,647.88,620.0,639.97,12.7994,533082,0.0,1.0
2020-03-27,624.32,643.71,613.81,635.03,12.7006,856800,0.0,1.0
2020-03-26,661.8,672.5,636.0,661.1,13.222,793906,0.0,1.0
2020-03-25,684.99,694.41,600.0,649.48,12.9896,943035,0.0,1.0
2020-03-24,639.0,690.36,630.12,664.05,13.281,1158839,0.0,1.0
2020-03-23,561.31,602.26,551.21,588.71,11.7742,1283697,0.0,1.0
2020-03-20,573.87,596.99,552.23,566.0,11.32,1749699,0.0,1.0
2020-03-19,455.86,553.0,450.53,536.15,10.723,1413675,0.0,1.0
2020-03-18,492.01,500.0,415.0,465.21,9.3042,1505888,0.0,1.0
2020-03-17,573.28,579.42,500.27,524.41,10.4882,1510156,0.0,1.0
2020-03-16,570.0,580.1,520.0,571.51,11.4302,1208843,0.0,1.0
2020-03-13,650.34,655.55,600.92,630.36,12.6072,1087825,0.0,1.0
2020-03-12,587.02,613.86,565.01,603.0,12.06,2078668,0.0,1.0
2020-03-11,681.0,691.0,626.19,646.39,12.9278,994566,0.0,1.0
2020-03-10,689.0,704.99,661.65,701.21,14.0242,909040,0.0,1.0
2020-03-09,667.0,689.98,650.93,657.86,13.1572,1025368,0.0,1.0
2020-03-06,703.21,729.6,685.3,723.08,14.4616,840767,0.0,1.0
2020-03-05,750.01,755.5,713.75,727.55,14.551,843738,0.0,1.0
2020-03-04,764.43,772.74,740.69,769.76,15.3952,772600,0.0,1.0
2020-03-03,768.02,781.78,723.26,736.07,14.7214,779125,0.0,1.0
2020-03-02,779.52,781.57,739.9,768.81,15.3762,869006,0.0,1.0
2020-02-28,734.5,774.84,702.95,773.58,15.4716,1504726,0.0,1.0
2020-02-27,811.39,815.73,750.73,755.55,15.111,1348956,0.0,1.0
2020-02-26,855.38,868.79,842.52,847.29,16.9458,570859,0.0,1.0
2020-02-25,890.0,891.91,851.44,856.01,17.1202,734940,0.0,1.0
2020-02-24,897.42,900.05,883.93,885.0,17.7,661946,0.0,1.0
2020-02-21,926.35,929.76,915.86,920.14,18.4028,302165,0.0,1.0
2020-02-20,926.05,940.28,916.75,927.59,18.5518,362334,0.0,1.0
2020-02-19,934.02,938.88,931.09,933.84,18.6768,318155,0.0,1.0
2020-02-18,924.09,934.0,922.32,927.56,18.5512,369065,0.0,1.0
2020-02-14,912.94,923.5,908.58,921.94,18.4388,366137,0.0,1.0
2020-02-13,898.3,914.98,898.01,912.95,18.259,422208,0.0,1.0
2020-02-12,890.64,901.49,887.29,900.37,18.0074,395732,0.0,1.0
2020-02-11,893.0,899.0,890.12,890.75,17.815,334043,0.0,1.0
2020-02-10,861.31,891.44,859.6,890.51,17.8102,511078,0.0,1.0
2020-02-07,858.46,865.88,850.0,864.22,17.2844,571975,0.0,1.0
2020-02-06,858.18,863.53,846.92,857.0,17.14,689515,0.0,1.0
2020-02-05,892.0,893.02,851.36,854.01,17.0802,1032656,0.0,1.0
2020-02-04,876.01,890.17,873.64,884.82,17.6964,976402,0.0,1.0
2020-02-03,868.0,880.0,866.68,867.33,17.3466,457275,0.0,1.0
2020-01-31,879.51,885.04,865.0,866.76,17.3352,384971,0.0,1.0
2020-01-30,878.49,888.581,873.56,879.95,17.599,251106,0.0,1.0
2020-01-29,878.33,884.25,875.51,879.3,17.586,182625,0.0,1.0
2020-01-28,867.22,882.22,867.22,877.82,17.5564,350635,0.0,1.0
2020-01-27,861.5,868.0,855.81,865.03,17.3006,259177,0.0,1.0
2020-01-24,885.0,885.0,861.58,869.71,17.3942,322887,0.0,1.0
2020-01-23,873.89,884.0,873.2,879.84,17.5968,242061,0.0,1.0
2020-01-22,877.95,882.97,873.2,879.18,17.5836,259544,0.0,1.0
2020-01-21,878.7,887.6,869.11,870.73,17.4146,298818,0.0,1.0
2020-01-17,874.65,879.0,867.07,878.15,17.563,361158,0.0,1.0
2020-01-16,868.78,870.83,865.98,870.24,17.4048,240343,0.0,1.0
2020-01-15,860.06,869.46,858.9,865.09,17.3018,278017,0.0,1.0
2020-01-14,861.85,863.62,853.72,859.22,17.1844,239266,0.0,1.0
2020-01-13,856.13,869.77,851.41,863.0,17.26,304580,0.0,1.0
2020-01-10,866.0,866.57,853.09,857.77,17.1554,301894,0.0,1.0
2020-01-09,866.86,877.0,859.47,862.67,17.2534,457278,0.0,1.0
2020-01-08,856.15,867.0,856.15,856.73,17.1346,262543,0.0,1.0
2020-01-07,863.0,863.0,854.39,860.08,17.2016,243622,0.0,1.0
2020-01-06,862.0,862.8,854.0,858.02,17.1604,405245,0.0,1.0
2020-01-03,853.24,870.94,853.24,865.13,17.3026,422717,0.0,1.0
2020-01-02,839.97,859.19,837.53,858.19,17.1638,487133,0.0,1.0
2019-12-31,837.24,842.27,833.36,837.11,16.7422,282153,0.0,1.0
2019-12-30,838.17,838.75,829.01,836.07,16.7214,211416,0.0,1.0
2019-12-27,839.97,840.0,835.0,836.79,16.7358,201889,0.0,1.0
2019-12-26,829.41,839.28,828.24,838.6,16.772,255375,0.0,1.0
2019-12-24,827.1,829.41,823.16,828.89,16.5778,91910,0.0,1.0
2019-12-23,837.83,838.25,827.93,828.29,16.5658,294379,0.0,1.0
2019-12-20,838.0,838.82,831.77,834.53,16.6906,362970,0.0,1.0
2019-12-19,825.0,836.03,825.0,833.92,16.6784,316021,0.0,1.0
2019-12-18,832.27,839.13,825.86,826.88,16.5376,386218,0.0,1.0
2019-12-17,822.1,833.12,817.03,832.05,16.641,427317,0.0,1.0
2019-12-16,820.6,828.29,815.5,822.79,16.4558,267764,0.0,1.0
2019-12-13,809.59,818.95,806.39,815.32,16.3064,299149,0.0,1.0
2019-12-12,824.87,825.95,809.0,811.2,16.224,375383,0.0,1.0
2019-12-11,821.83,823.45,816.88,822.74,16.4548,202827,0.0,1.0
2019-12-10,824.36,827.29,814.23,817.73,16.3546,344080,0.0,1.0
2019-12-09,823.89,828.45,821.12,827.03,16.5406,370458,0.0,1.0
2019-12-06,823.62,827.91,820.5,822.48,16.4496,390261,0.0,1.0
2019-12-05,809.0,822.8,806.62,819.73,16.3946,409193,0.0,1.0
2019-12-04,820.0,822.0,805.68,809.4,16.188,477012,0.0,1.0
2019-12-03,800.0,815.58,799.25,814.91,16.2982,418929,0.0,1.0
2019-12-02,813.11,814.81,798.02,813.78,16.2756,450074,0.0,1.0
2019-11-29,821.43,825.6,812.74,813.92,16.2784,271343,0.0,1.0
2019-11-27,817.13,821.98,810.73,816.75,16.335,346708,0.0,1.0
2019-11-26,799.05,816.43,799.0,815.84,16.3168,677375,0.0,1.0
2019-11-25,774.81,787.72,774.81,786.51,15.7302,341964,0.0,1.0
2019-11-22,773.12,777.86,770.4,772.61,15.4522,220619,0.0,1.0
2019-11-21,776.84,781.72,770.26,773.46,15.4692,308767,0.0,1.0
2019-11-20,767.13,778.65,767.13,775.94,15.5188,347645,0.0,1.0
2019-11-19,771.05,775.16,763.93,766.78,15.3356,348313,0.0,1.0
2019-11-18,756.5,774.87,755.29,771.31,15.4262,401073,0.0,1.0
2019-11-15,749.3,754.85,746.73,754.66,15.0932,339925,0.0,1.0
2019-11-14,755.0,755.84,743.61,749.2,14.984,427675,0.0,1.0
2019-11-13,754.12,757.51,747.21,753.3,15.066,464338,0.0,1.0
2019-11-12,757.99,764.79,755.06,757.27,15.1454,667948,0.0,1.0
2019-11-11,728.69,745.87,728.0,743.37,14.8674,585423,0.0,1.0
2019-11-08,736.0,744.66,730.5,731.62,14.6324,534619,0.0,1.0
2019-11-07,745.0,746.58,734.11,737.34,14.7468,479825,0.0,1.0
2019-11-06,742.33,750.74,740.8,744.31,14.8862,383592,0.0,1.0
2019-11-05,750.0,751.61,733.52,740.76,14.8152,830893,0.0,1.0
2019-11-04,768.0,771.16,747.51,751.77,15.0354,762041,0.0,1.0
2019-11-01,778.26,781.91,767.62,768.63,15.3726,394444,0.0,1.0
2019-10-31,779.17,782.6,773.42,778.16,15.5632,293789,0.0,1.0
2019-10-30,763.86,775.73,758.88,775.52,15.5104,474166,0.0,1.0
2019-10-29,784.85,784.85,761.02,763.82,15.2764,502222,0.0,1.0
2019-10-28,790.75,792.64,767.23,782.61,15.6522,930722,0.0,1.0
2019-10-25,796.8,800.12,785.58,787.87,15.7574,497557,0.0,1.0
2019-10-24,792.0,809.77,788.31,798.34,15.9668,772875,0.0,1.0
2019-10-23,814.42,814.42,782.4,788.19,15.7638,1783614,0.0,1.0
2019-10-22,856.75,856.75,823.15,831.07,16.6214,1266575,0.0,1.0
2019-10-21,847.64,852.0,842.11,851.54,17.0308,529045,0.0,1.0
2019-10-18,828.21,849.6,827.08,841.48,16.8296,822235,0.0,1.0
2019-10-17,830.0,834.74,824.53,829.07,16.5814,338422,0.0,1.0
2019-10-16,827.0,827.63,815.61,823.25,16.465,307433,0.0,1.0
2019-10-15,830.35,836.91,823.05,826.74,16.5348,293566,0.0,1.0
2019-10-14,830.0,830.0,821.99,828.13,16.5626,295064,0.0,1.0
2019-10-11,832.29,845.0,828.62,830.35,16.607,450289,0.0,1.0
2019-10-10,829.97,831.7,816.73,827.75,16.555,404007,0.0,1.0
2019-10-09,815.01,829.8,810.77,827.29,16.5458,442395,0.0,1.0
2019-10-08,806.9,813.36,800.15,805.88,16.1176,384584,0.0,1.0
2019-10-07,822.11,822.44,806.7,814.16,16.2832,323485,0.0,1.0
2019-10-04,819.0,825.1,817.01,823.93,16.4786,285704,0.0,1.0
2019-10-03,809.0,821.03,805.14,815.29,16.3058,522557,0.0,1.0
2019-10-02,826.68,826.68,805.49,809.98,16.1996,640231,0.0,1.0
2019-10-01,845.08,847.95,828.15,828.84,16.5768,504114,0.0,1.0
2019-09-30,822.0,843.9,822.0,840.47,16.8094,467559,0.0,1.0
2019-09-27,819.84,825.0,808.62,818.83,16.3766,449382,0.0,1.0
2019-09-26,820.56,822.75,808.36,817.57,16.3514,328407,0.0,1.0
2019-09-25,824.0,829.24,802.4,819.22,16.3844,442989,0.0,1.0
2019-09-24,846.25,851.8,821.48,824.49,16.4898,529425,0.0,1.0
2019-09-23,834.65,849.79,831.97,843.29,16.8658,603767,0.0,1.0
2019-09-20,835.53,840.82,831.03,834.66,16.6932,566346,0.0,1.0
2019-09-19,834.95,838.4,825.88,832.09,16.6418,287215,0.0,1.0
2019-09-18,825.0,840.23,822.11,834.97,16.6994,609642,0.0,1.0
2019-09-17,802.89,831.75,802.89,825.75,16.515,643484,0.0,1.0
2019-09-16,783.0,802.76,783.0,799.87,15.9974,681989,0.0,1.0
2019-09-13,805.7,805.7,780.84,787.86,15.7572,465860,0.0,1.0
2019-09-12,802.8,810.29,801.51,805.45,16.109,370948,0.0,1.0
2019-09-11,793.0,802.64,785.37,799.21,15.9842,617719,0.0,1.0
2019-09-10,839.31,839.31,779.78,787.98,15.7596,1175863,0.0,1.0
2019-09-09,847.37,857.9,839.08,839.65,16.793,582416,0.0,1.0
2019-09-06,837.89,842.14,833.36,836.32,16.7264,274744,0.0,1.0
2019-09-05,842.0,843.83,831.83,838.11,16.7622,328941,0.0,1.0
2019-09-04,832.0,840.32,828.0,838.28,16.7656,327598,0.0,1.0
2019-09-03,833.0,836.1,823.43,827.87,16.5574,391677,0.0,1.0
2019-08-30,847.36,848.84,833.78,838.42,16.7684,289387,0.0,1.0
2019-08-29,845.0,847.95,836.8,843.64,16.8728,249316,0.0,1.0
2019-08-28,839.89,841.0,833.0,839.34,16.7868,235729,0.0,1.0
2019-08-27,833.68,847.49,833.18,842.11,16.8422,492744,0.0,1.0
2019-08-26,812.77,827.43,812.77,826.8,16.536,392143,0.0,1.0
2019-08-23,815.12,824.18,802.21,805.44,16.1088,421887,0.0,1.0
2019-08-22,830.0,831.59,817.7,819.15,16.383,275331,0.0,1.0
2019-08-21,822.35,828.8,820.27,827.51,16.5502,252069,0.0,1.0
2019-08-20,823.0,823.63,816.89,820.14,16.4028,201627,0.0,1.0
2019-08-19,824.44,825.0,797.0,820.31,16.4062,318147,0.0,1.0
2019-08-16,813.1,818.65,805.35,817.2,16.344,331099,0.0,1.0
2019-08-15,800.0,811.28,797.0,809.89,16.1978,466469,0.0,1.0
2019-08-14,807.81,811.89,794.33,796.57,15.9314,438711,0.0,1.0
2019-08-13,807.8,821.28,806.81,816.96,16.3392,358076,0.0,1.0
2019-08-12,817.71,822.27,806.32,812.99,16.2598,316200,0.0,1.0
2019-08-09,812.82,822.88,806.0,817.9,16.358,472846,0.0,1.0
2019-08-08,799.97,814.05,799.71,814.05,16.281,578588,0.0,1.0
2019-08-07,783.75,796.4,780.11,795.05,15.901,328350,0.0,1.0
2019-08-06,785.92,793.95,775.0,790.61,15.8122,482871,0.0,1.0
2019-08-05,784.24,786.1,770.53,780.21,15.6042,558320,0.0,1.0
2019-08-02,790.55,801.12,777.5,792.21,15.8442,402447,0.0,1.0
2019-08-01,794.73,802.63,784.84,790.43,15.8086,511131,0.0,1.0
2019-07-31,804.85,805.0,786.65,795.53,15.9106,534938,0.0,1.0
2019-07-30,803.2,807.94,801.51,805.25,16.105,446378,0.0,1.0
2019-07-29,791.06,811.95,785.01,809.03,16.1806,971839,0.0,1.0
2019-07-26,782.85,785.5,775.63,779.86,15.5972,521698,0.0,1.0
2019-07-25,778.77,781.86,770.0,777.53,15.5506,587370,0.0,1.0
2019-07-24,760.5,789.5,753.77,777.96,15.5592,1573132,0.0,1.0
2019-07-23,746.0,747.18,728.06,739.6,14.792,931260,0.0,1.0
2019-07-22,746.51,752.09,738.03,742.51,14.8502,452243,0.0,1.0
2019-07-19,764.1,765.36,743.53,746.52,14.9304,540172,0.0,1.0
2019-07-18,753.24,765.99,750.84,764.04,15.2808,484216,0.0,1.0
2019-07-17,760.37,762.05,751.69,752.56,15.0512,292234,0.0,1.0
2019-07-16,758.7,765.05,757.76,761.85,15.237,405907,0.0,1.0
2019-07-15,754.0,760.59,747.01,759.87,15.1974,464136,0.0,1.0
2019-07-12,744.1,753.48,741.5,750.85,15.017,576766,0.0,1.0
2019-07-11,744.5,746.44,736.31,740.06,14.8012,240040,0.0,1.0
2019-07-10,745.51,751.98,737.46,743.01,14.8602,297290,0.0,1.0
2019-07-09,748.81,754.54,742.16,745.49,14.9098,315616,0.0,1.0
2019-07-08,737.63,752.79,735.76,748.8,14.976,534080,0.0,1.0
2019-07-05,729.95,739.81,728.33,739.54,14.7908,328650,0.0,1.0
2019-07-03,722.03,734.25,721.37,730.98,14.6196,227764,0.0,1.0
2019-07-02,726.15,729.67,717.24,723.08,14.4616,303875,0.0,1.0
2019-07-01,738.43,740.53,723.55,725.39,14.5078,392250,0.0,1.0
2019-06-28,723.17,732.88,720.57,732.88,14.6576,487329,0.0,1.0
2019-06-27,730.3,730.3,720.7,724.12,14.4824,409302,0.0,1.0
2019-06-26,735.1,737.83,723.53,727.49,14.5498,288194,0.0,1.0
2019-06-25,733.94,739.96,727.74,733.22,14.6644,460987,0.0,1.0
2019-06-24,726.77,731.0,720.32,724.13,14.4826,378562,0.0,1.0
2019-06-21,739.66,739.66,726.85,726.85,14.537,363103,0.0,1.0
2019-06-20,742.0,742.64,732.73,738.8,14.776,366649,0.0,1.0
2019-06-19,732.19,737.16,723.0605,736.35,14.727,314308,0.0,1.0
2019-06-18,733.75,740.0,724.3,732.54,14.6508,384759,0.0,1.0
2019-06-17,743.0,749.23,730.01,731.65,14.633,358349,0.0,1.0
2019-06-14,733.88,742.27,730.61,740.59,14.8118,380919,0.0,1.0
2019-06-13,741.84,749.25,728.66,732.29,14.6458,417905,0.0,1.0
2019-06-12,733.77,743.43,732.22,737.74,14.7548,450933,0.0,1.0
2019-06-11,720.51,730.41,718.01,729.24,14.5848,476825,0.0,1.0
2019-06-10,716.7,730.0,714.85,720.52,14.4104,541105,0.0,1.0
2019-06-07,698.0,714.42,697.85,709.87,14.1974,595921,0.0,1.0
2019-06-06,683.15,694.0,677.43,692.18,13.8436,591950,0.0,1.0
2019-06-05,663.5,679.48,663.32,679.48,13.5896,678525,0.0,1.0
2019-06-04,649.07,665.39,647.95,662.18,13.2436,842592,0.0,1.0
2019-06-03,657.63,667.91,636.73,641.66,12.8332,624615,0.0,1.0
2019-05-31,662.95,669.0,657.71,659.97,13.1994,634520,0.0,1.0
2019-05-30,667.98,678.84,665.01,678.0,13.56,339165,0.0,1.0
2019-05-29,676.4,676.4,660.03,667.97,13.3594,571211,0.0,1.0
2019-05-28,662.9,681.64,662.38,680.07,13.6014,645205,0.0,1.0
2019-05-24,670.0,671.97,658.73,662.56,13.2512,605661,0.0,1.0
2019-05-23,682.0,687.0,656.14,667.12,13.3424,1491030,0.0,1.0
2019-05-22,715.0,718.26,704.62,706.04,14.1208,677351,0.0,1.0
2019-05-21,721.56,723.0,714.99,715.0,14.3,441499,0.0,1.0
2019-05-20,717.0,727.0,715.02,718.0,14.36,473725,0.0,1.0
2019-05-17,705.0,718.96,705.0,715.91,14.3182,538507,0.0,1.0
2019-05-16,708.07,719.14,705.12,708.93,14.1786,422448,0.0,1.0
2019-05-15,700.01,710.67,698.52,705.89,14.1178,307774,0.0,1.0
2019-05-14,690.51,708.85,687.0,703.18,14.0636,504920,0.0,1.0
2019-05-13,697.6,698.62,680.69,687.27,13.7454,470078,0.0,1.0
2019-05-10,702.8,708.65,693.49,705.44,14.1088,520821,0.0,1.0
2019-05-09,706.0,708.26,697.41,705.13,14.1026,322303,0.0,1.0
2019-05-08,706.38,713.86,701.55,709.57,14.1914,475314,0.0,1.0
2019-05-07,716.63,721.42,702.1,706.52,14.1304,463060,0.0,1.0
2019-05-06,703.23,720.0,702.9,716.67,14.3334,517980,0.0,1.0
2019-05-03,707.57,710.93,703.42,709.52,14.1904,436348,0.0,1.0
2019-05-02,687.4,708.86,686.15,707.87,14.1574,623504,0.0,1.0
2019-05-01,688.86,697.33,685.4,688.56,13.7712,410626,0.0,1.0
2019-04-30,677.91,689.36,670.0,688.04,13.7608,591692,0.0,1.0
2019-04-29,680.35,680.5,669.12,677.9,13.558,635089,0.0,1.0
2019-04-26,682.0,689.3073,674.575,676.79,13.5358,766266,0.0,1.0
2019-04-25,711.01,713.55,658.5,678.07,13.5614,2330900,0.0,1.0
2019-04-24,705.96,714.29,698.79,709.75,14.195,1184568,0.0,1.0
2019-04-23,701.9,704.64,696.0,702.46,14.0492,526172,0.0,1.0
2019-04-22,699.0,702.84,692.0,701.67,14.0334,463354,0.0,1.0
2019-04-18,695.0,700.0,687.0,700.0,14.0,644235,0.0,1.0
2019-04-17,699.41,699.94,686.5,688.21,13.7642,865903,0.0,1.0
2019-04-16,716.65,716.65,704.76,706.48,14.1296,444423,0.0,1.0
2019-04-15,712.19,714.49,708.35,712.27,14.2454,271872,0.0,1.0
2019-04-12,707.5,715.25,707.5,712.44,14.2488,417272,0.0,1.0
2019-04-11,711.84,713.02,705.18,707.53,14.1506,781837,0.0,1.0
2019-04-10,711.0,719.44,711.0,718.85,14.377,460524,0.0,1.0
2019-04-09,713.08,721.21,709.89,710.67,14.2134,507628,0.0,1.0
2019-04-08,708.0,716.49,707.85,714.68,14.2936,557964,0.0,1.0
2019-04-05,703.45,709.68,701.08,708.37,14.1674,791074,0.0,1.0
2019-04-04,704.99,708.86,695.37,703.38,14.0676,541170,0.0,1.0
2019-04-03,704.59,707.66,701.32,705.64,14.1128,420190,0.0,1.0
2019-04-02,703.0,707.76,698.03,704.8,14.096,565243,0.0,1.0
2019-04-01,712.15,715.62,696.96,705.74,14.1148,697923,0.0,1.0
2019-03-29,704.82,711.49,701.2,710.31,14.2062,756221,0.0,1.0
2019-03-28,697.32,703.16,694.01,702.51,14.0502,488315,0.0,1.0
2019-03-27,689.95,701.99,689.95,697.87,13.9574,693786,0.0,1.0
2019-03-26,679.99,692.75,678.58,688.82,13.7764,719445,0.0,1.0
2019-03-25,669.99,679.0,657.56,676.77,13.5354,682320,0.0,1.0
2019-03-22,675.4,679.24,666.85,671.46,13.4292,609516,0.0,1.0
2019-03-21,668.09,680.0,667.81,670.45,13.409,606046,0.0,1.0
2019-03-20,664.66,670.81,661.93,665.79,13.3158,338913,0.0,1.0
2019-03-19,657.0,671.99,653.03,665.86,13.3172,869805,0.0,1.0
2019-03-18,643.36,656.59,641.06,655.8,13.116,837288,0.0,1.0
2019-03-15,643.57,646.54,637.47,639.0,12.78,593615,0.0,1.0
2019-03-14,637.07,642.93,635.4,642.39,12.8478,434184,0.0,1.0
2019-03-13,633.5,641.64,633.01,637.07,12.7414,462333,0.0,1.0
2019-03-12,618.34,635.6,618.34,630.99,12.6198,817013,0.0,1.0
2019-03-11,615.82,618.51,613.24,616.88,12.3376,570803,0.0,1.0
2019-03-08,607.91,616.81,604.64,616.44,12.3288,600172,0.0,1.0
2019-03-07,614.42,614.87,607.13,609.53,12.1906,434736,0.0,1.0
2019-03-06,616.01,619.21,611.08,613.41,12.2682,272858,0.0,1.0
2019-03-05,618.48,622.0,613.48,616.01,12.3202,341276,0.0,1.0
2019-03-04,612.4,622.49,612.23,618.85,12.377,727538,0.0,1.0
2019-03-01,610.1,613.7,604.79,611.63,12.2326,502010,0.0,1.0
2019-02-28,599.59,609.6,598.25,607.53,12.1506,721912,0.0,1.0
2019-02-27,597.4,602.0,595.43,599.28,11.9856,373799,0.0,1.0
2019-02-26,595.0,601.75,594.66,599.5,11.99,414378,0.0,1.0
2019-02-25,601.0,604.37,594.15,596.66,11.9332,481530,0.0,1.0
2019-02-22,600.59,602.2,595.76,600.22,12.0044,280358,0.0,1.0
2019-02-21,597.73,606.63,592.73,601.19,12.0238,467834,0.0,1.0
2019-02-20,598.41,600.52,594.21,597.74,11.9548,387134,0.0,1.0
2019-02-19,606.14,609.24,599.02,599.46,11.9892,489497,0.0,1.0
2019-02-15,606.51,609.29,601.18,605.89,12.1178,585781,0.0,1.0
2019-02-14,597.02,606.9,593.8,604.43,12.0886,490007,0.0,1.0
2019-02-13,593.57,603.29,593.57,599.62,11.9924,507126,0.0,1.0
2019-02-12,608.0,612.6,592.55,593.66,11.8732,941165,0.0,1.0
2019-02-11,584.15,608.55,584.15,603.36,12.0672,1505540,0.0,1.0
2019-02-08,582.41,592.21,578.61,582.77,11.6554,919537,0.0,1.0
2019-02-07,568.42,606.0,566.68,585.78,11.7156,4368373,0.0,1.0
2019-02-06,527.28,530.73,519.09,526.06,10.5212,1259010,0.0,1.0
2019-02-05,531.3,531.8,523.43,526.65,10.533,388078,0.0,1.0
2019-02-04,528.26,536.92,525.46,527.92,10.5584,549862,0.0,1.0
2019-02-01,529.48,530.97,522.76,527.2,10.544,643660,0.0,1.0
2019-01-31,532.8,534.98,527.46,529.61,10.5922,348873,0.0,1.0
2019-01-30,534.94,538.63,527.03,532.98,10.6596,397269,0.0,1.0
2019-01-29,533.0,534.0,519.34,530.06,10.6012,559219,0.0,1.0
2019-01-28,540.6,542.63,531.78,532.0,10.64,578618,0.0,1.0
2019-01-25,539.0,543.9,535.35,543.37,10.8674,675304,0.0,1.0
2019-01-24,521.5,536.05,518.66,533.39,10.6678,783210,0.0,1.0
2019-01-23,523.53,532.41,519.08,521.37,10.4274,1040280,0.0,1.0
2019-01-22,512.2,525.49,511.0,520.08,10.4016,968198,0.0,1.0
2019-01-18,521.33,523.79,509.63,513.24,10.2648,880290,0.0,1.0
2019-01-17,511.91,521.44,509.01,517.66,10.3532,753534,0.0,1.0
2019-01-16,515.52,518.92,512.61,514.82,10.2964,524088,0.0,1.0
2019-01-15,503.0,517.0,500.12,514.49,10.2898,715217,0.0,1.0
2019-01-14,502.85,510.99,499.76,501.99,10.0398,839932,0.0,1.0
2019-01-11,507.39,513.3,504.0,506.95,10.139,788176,0.0,1.0
2019-01-10,495.79,509.83,495.67,509.62,10.1924,833210,0.0,1.0
2019-01-09,497.19,505.52,491.25,498.48,9.9696,792884,0.0,1.0
2019-01-08,493.19,499.67,485.33,497.37,9.9474,883234,0.0,1.0
2019-01-07,454.61,485.91,453.92,485.15,9.703,1038324,0.0,1.0
2019-01-04,444.01,457.34,441.28,455.0,9.1,899550,0.0,1.0
2019-01-03,441.93,450.0,438.08,439.45,8.789,674615,0.0,1.0
2019-01-02,427.83,447.46,423.98,443.36,8.8672,706253,0.0,1.0
2018-12-31,425.39,433.49,425.39,431.79,8.6358,501815,0.0,1.0
2018-12-28,415.08,430.0,415.08,424.19,8.4838,713701,0.0,1.0
2018-12-27,404.42,414.57,400.21,414.55,8.291,573748,0.0,1.0
