,SPPI_Open,SPPI_High,SPPI_Low,SPPI_Close,SPPI_Adj Close,SPPI_Volume,SPPI_Dividend Amount,SPPI_Split Coefficient
2016-09-15,4.95,5.04,4.6,4.85,4.85,1241008,0.0,1.0
2016-09-14,5.48,5.55,4.69,5.04,5.04,2369690,0.0,1.0
2016-09-13,5.69,5.69,5.39,5.49,5.49,893668,0.0,1.0
2016-09-12,5.33,5.72,5.3107,5.69,5.69,931517,0.0,1.0
2016-09-09,5.45,5.53,5.38,5.38,5.38,748793,0.0,1.0
2016-09-08,5.4,5.51,5.37,5.48,5.48,601541,0.0,1.0
2016-09-07,5.3,5.405,5.26,5.38,5.38,630837,0.0,1.0
2016-09-06,5.28,5.32,5.2,5.29,5.29,837702,0.0,1.0
2016-09-02,5.31,5.36,5.12,5.24,5.24,1104725,0.0,1.0
2016-09-01,5.33,5.4,5.23,5.29,5.29,863868,0.0,1.0
2016-08-31,5.47,5.47,5.13,5.31,5.31,1701175,0.0,1.0
2016-08-30,5.52,5.615,5.45,5.5,5.5,790195,0.0,1.0
2016-08-29,5.62,5.68,5.49,5.51,5.51,631541,0.0,1.0
2016-08-26,5.62,5.77,5.51,5.59,5.59,723517,0.0,1.0
2016-08-25,5.64,5.75,5.415,5.64,5.64,1015202,0.0,1.0
2016-08-24,5.97,6.05,5.595,5.62,5.62,946465,0.0,1.0
2016-08-23,6.04,6.04,5.88,5.99,5.99,537118,0.0,1.0
2016-08-22,5.93,6.15,5.9201,6.03,6.03,627198,0.0,1.0
2016-08-19,5.92,5.97,5.8,5.91,5.91,1727046,0.0,1.0
2016-08-18,5.93,6.045,5.83,5.93,5.93,1054188,0.0,1.0
2016-08-17,5.92,6.035,5.82,5.91,5.91,981261,0.0,1.0
2016-08-16,5.9,6.03,5.82,5.93,5.93,685654,0.0,1.0
2016-08-15,5.82,6.17,5.8,6.0,6.0,765113,0.0,1.0
2016-08-12,5.9,5.9,5.75,5.81,5.81,983145,0.0,1.0
2016-08-11,5.74,6.035,5.72,5.91,5.91,1119677,0.0,1.0
2016-08-10,6.82,6.9,5.61,5.72,5.72,3730115,0.0,1.0
2016-08-09,6.94,7.15,6.7894,7.07,7.07,632332,0.0,1.0
2016-08-08,7.13,7.14,6.955,6.98,6.98,410254,0.0,1.0
2016-08-05,7.05,7.15,7.03,7.1,7.1,365731,0.0,1.0
2016-08-04,7.1,7.16,7.0,7.03,7.03,497607,0.0,1.0
2016-08-03,6.95,7.1,6.93,7.08,7.08,493020,0.0,1.0
2016-08-02,7.07,7.09,6.86,6.95,6.95,538881,0.0,1.0
2016-08-01,6.89,7.1,6.87,7.05,7.05,548693,0.0,1.0
2016-07-29,6.82,6.89,6.77,6.87,6.87,412645,0.0,1.0
2016-07-28,6.85,6.92,6.82,6.82,6.82,424107,0.0,1.0
2016-07-27,6.52,6.85,6.47,6.84,6.84,627827,0.0,1.0
2016-07-26,6.47,6.59,6.46,6.51,6.51,468454,0.0,1.0
2016-07-25,6.52,6.55,6.43,6.47,6.47,493355,0.0,1.0
2016-07-22,6.5,6.58,6.455,6.53,6.53,726850,0.0,1.0
2016-07-21,6.49,6.57,6.44,6.5,6.5,606097,0.0,1.0
2016-07-20,6.31,6.51,6.3,6.48,6.48,1394245,0.0,1.0
2016-07-19,6.54,6.64,6.25,6.27,6.27,677984,0.0,1.0
2016-07-18,6.63,6.68,6.59,6.59,6.59,562426,0.0,1.0
2016-07-15,6.67,6.685,6.59,6.65,6.65,709039,0.0,1.0
2016-07-14,6.65,6.69,6.57,6.62,6.62,880372,0.0,1.0
2016-07-13,6.75,6.78,6.58,6.62,6.62,797573,0.0,1.0
2016-07-12,6.74,6.83,6.71,6.74,6.74,760510,0.0,1.0
2016-07-11,6.76,6.8,6.69,6.7,6.7,557551,0.0,1.0
2016-07-08,6.8,6.81,6.74,6.75,6.75,686689,0.0,1.0
2016-07-07,6.79,6.84,6.74,6.79,6.79,505792,0.0,1.0
2016-07-06,6.67,6.8,6.67,6.79,6.79,704672,0.0,1.0
2016-07-05,6.64,6.765,6.64,6.71,6.71,619406,0.0,1.0
2016-07-01,6.58,6.71,6.58,6.69,6.69,645231,0.0,1.0
2016-06-30,6.6,6.66,6.5299,6.57,6.57,806271,0.0,1.0
2016-06-29,6.6,6.68,6.4725,6.57,6.57,1394648,0.0,1.0
2016-06-28,6.41,6.55,6.33,6.52,6.52,1130033,0.0,1.0
2016-06-27,6.36,6.5,6.25,6.33,6.33,793535,0.0,1.0
2016-06-24,6.46,6.61,6.4,6.47,6.47,926407,0.0,1.0
2016-06-23,6.87,6.89,6.79,6.81,6.81,873064,0.0,1.0
2016-06-22,6.72,6.89,6.71,6.8,6.8,1141541,0.0,1.0
2016-06-21,6.79,6.81,6.69,6.72,6.72,504447,0.0,1.0
2016-06-20,6.83,6.86,6.7,6.76,6.76,501135,0.0,1.0
2016-06-17,6.85,6.87,6.75,6.76,6.76,2003847,0.0,1.0
2016-06-16,6.77,6.9,6.65,6.82,6.82,938243,0.0,1.0
2016-06-15,6.81,6.93,6.8,6.82,6.82,451921,0.0,1.0
2016-06-14,6.86,6.92,6.69,6.76,6.76,405076,0.0,1.0
2016-06-13,6.92,7.02,6.87,6.87,6.87,450008,0.0,1.0
2016-06-10,6.94,6.975,6.82,6.94,6.94,465358,0.0,1.0
2016-06-09,7.07,7.12,6.95,6.97,6.97,620932,0.0,1.0
2016-06-08,7.2,7.24,7.105,7.11,7.11,594393,0.0,1.0
2016-06-07,7.26,7.28,7.13,7.2,7.2,759072,0.0,1.0
2016-06-06,7.34,7.34,7.17,7.28,7.28,756666,0.0,1.0
2016-06-03,7.5,7.54,7.27,7.34,7.34,660425,0.0,1.0
2016-06-02,7.47,7.54,7.47,7.52,7.52,823441,0.0,1.0
2016-06-01,7.46,7.55,7.435,7.49,7.49,683845,0.0,1.0
2016-05-31,7.48,7.52,7.4,7.49,7.49,1410333,0.0,1.0
2016-05-27,7.44,7.55,7.39,7.43,7.43,641594,0.0,1.0
2016-05-26,7.52,7.53,7.41,7.44,7.44,149413,0.0,1.0
2016-05-25,7.41,7.67,7.38,7.53,7.53,129134,0.0,1.0
2016-05-24,7.35,7.38,7.28,7.37,7.37,942448,0.0,1.0
2016-05-23,7.27,7.36,7.225,7.3,7.3,591219,0.0,1.0
2016-05-20,7.2,7.29,7.12,7.27,7.27,655485,0.0,1.0
2016-05-19,7.15,7.24,7.1,7.19,7.19,521720,0.0,1.0
2016-05-18,7.06,7.23,7.04,7.18,7.18,598455,0.0,1.0
2016-05-17,7.18,7.26,7.07,7.1,7.1,780377,0.0,1.0
2016-05-16,7.15,7.25,7.11,7.2,7.2,733616,0.0,1.0
2016-05-13,7.03,7.22,6.97,7.11,7.11,1202383,0.0,1.0
2016-05-12,7.34,7.35,6.97,7.07,7.07,920788,0.0,1.0
2016-05-11,7.4,7.58,7.3,7.31,7.31,658817,0.0,1.0
2016-05-10,7.32,7.475,7.23,7.45,7.45,793647,0.0,1.0
2016-05-09,7.21,7.325,6.96,7.27,7.27,1371536,0.0,1.0
2016-05-06,7.05,7.33,6.795,7.15,7.15,3089666,0.0,1.0
2016-05-05,6.91,7.0,6.4,6.4,6.4,1091207,0.0,1.0
2016-05-04,7.09,7.09,6.92,6.96,6.96,578708,0.0,1.0
2016-05-03,7.2,7.24,7.06,7.13,7.13,589746,0.0,1.0
2016-05-02,7.14,7.3,7.02,7.295,7.295,408536,0.0,1.0
2016-04-29,7.14,7.25,7.03,7.09,7.09,416570,0.0,1.0
2016-04-28,7.14,7.39,7.0,7.16,7.16,459820,0.0,1.0
2016-04-27,7.19,7.215,7.02,7.14,7.14,486189,0.0,1.0
2016-04-26,7.65,7.65,7.2,7.24,7.24,616270,0.0,1.0
2016-04-25,7.63,7.74,7.56,7.65,7.65,392064,0.0,1.0
2016-04-22,7.39,7.62,7.39,7.6,7.6,431769,0.0,1.0
2016-04-21,7.34,7.42,7.27,7.41,7.41,545358,0.0,1.0
2016-04-20,7.41,7.49,7.25,7.35,7.35,529696,0.0,1.0
2016-04-19,7.33,7.34,7.14,7.25,7.25,654522,0.0,1.0
2016-04-18,7.34,7.49,7.28,7.32,7.32,1004820,0.0,1.0
2016-04-15,7.11,7.44,7.11,7.38,7.38,485664,0.0,1.0
2016-04-14,7.14,7.29,7.107,7.16,7.16,496670,0.0,1.0
2016-04-13,6.96,7.2,6.88,7.15,7.15,599095,0.0,1.0
2016-04-12,6.83,6.93,6.73,6.93,6.93,468356,0.0,1.0
2016-04-11,6.93,6.98,6.815,6.83,6.83,689582,0.0,1.0
2016-04-08,6.97,7.0,6.78,6.87,6.87,467722,0.0,1.0
2016-04-07,6.95,7.05,6.72,6.87,6.87,710152,0.0,1.0
2016-04-06,6.6,7.02,6.59,7.0,7.0,941732,0.0,1.0
2016-04-05,6.65,6.735,6.51,6.58,6.58,671991,0.0,1.0
2016-04-04,6.46,6.86,6.44,6.72,6.72,1145825,0.0,1.0
2016-04-01,6.33,6.48,6.28,6.47,6.47,714839,0.0,1.0
2016-03-31,6.29,6.4499,6.155,6.36,6.36,763971,0.0,1.0
2016-03-30,6.12,6.33,6.04,6.29,6.29,1119205,0.0,1.0
2016-03-29,5.79,6.07,5.621,6.03,6.03,675839,0.0,1.0
2016-03-28,6.03,6.05,5.742,5.8,5.8,478322,0.0,1.0
2016-03-24,5.8,6.07,5.7,5.96,5.96,464478,0.0,1.0
2016-03-23,6.18,6.33,5.86,5.87,5.87,701024,0.0,1.0
2016-03-22,6.01,6.195,6.005,6.17,6.17,703983,0.0,1.0
2016-03-21,5.94,6.175,5.825,6.08,6.08,785444,0.0,1.0
2016-03-18,5.91,6.095,5.85,5.96,5.96,3611575,0.0,1.0
2016-03-17,5.6,5.89,5.34,5.86,5.86,1387056,0.0,1.0
2016-03-16,5.63,5.66,5.45,5.62,5.62,1135835,0.0,1.0
2016-03-15,6.11,6.1299,5.7,5.71,5.71,1320706,0.0,1.0
2016-03-14,5.84,6.07,5.79,5.85,5.85,1145643,0.0,1.0
2016-03-11,5.57,5.79,5.26,5.79,5.79,1291478,0.0,1.0
2016-03-10,5.16,5.57,5.11,5.47,5.47,1433400,0.0,1.0
2016-03-09,5.06,5.08,4.85,5.01,5.01,819968,0.0,1.0
2016-03-08,5.33,5.33,5.045,5.07,5.07,266508,0.0,1.0
2016-03-07,5.01,5.45,4.95,5.36,5.36,283474,0.0,1.0
2016-03-04,4.92,5.22,4.87,5.05,5.05,840652,0.0,1.0
2016-03-03,4.98,5.18,4.89,4.93,4.93,633605,0.0,1.0
2016-03-02,4.63,5.03,4.595,5.01,5.01,1263658,0.0,1.0
2016-03-01,4.52,4.665,4.47,4.65,4.65,672218,0.0,1.0
2016-02-29,4.68,4.74,4.47,4.52,4.52,725477,0.0,1.0
2016-02-26,4.67,4.7301,4.59,4.69,4.69,553846,0.0,1.0
2016-02-25,4.65,4.75,4.5,4.65,4.65,776366,0.0,1.0
2016-02-24,4.52,4.66,4.31,4.64,4.64,610921,0.0,1.0
2016-02-23,4.63,4.79,4.55,4.56,4.56,604637,0.0,1.0
2016-02-22,4.71,4.75,4.58,4.65,4.65,611273,0.0,1.0
2016-02-19,4.46,4.725,4.39,4.68,4.68,788317,0.0,1.0
2016-02-18,4.57,4.74,4.38,4.45,4.45,837633,0.0,1.0
2016-02-17,4.52,4.67,4.365,4.55,4.55,959520,0.0,1.0
2016-02-16,4.53,4.6,4.35,4.49,4.49,1028909,0.0,1.0
2016-02-12,4.39,4.53,4.28,4.52,4.52,675673,0.0,1.0
2016-02-11,4.32,4.41,4.255,4.35,4.35,623248,0.0,1.0
2016-02-10,4.35,4.7,4.29,4.42,4.42,704288,0.0,1.0
2016-02-09,4.28,4.52,4.14,4.28,4.28,924926,0.0,1.0
2016-02-08,4.58,4.5901,4.25,4.39,4.39,950684,0.0,1.0
2016-02-05,4.72,4.75,4.535,4.63,4.63,945394,0.0,1.0
2016-02-04,4.61,4.91,4.61,4.74,4.74,677987,0.0,1.0
2016-02-03,4.76,4.82,4.475,4.63,4.63,1018130,0.0,1.0
2016-02-02,4.79,4.81,4.635,4.75,4.75,664876,0.0,1.0
2016-02-01,4.91,4.99,4.65,4.84,4.84,1003336,0.0,1.0
2016-01-29,4.81,4.96,4.725,4.96,4.96,896587,0.0,1.0
2016-01-28,5.01,5.08,4.74,4.77,4.77,1048956,0.0,1.0
2016-01-27,5.22,5.28,4.97,4.98,4.98,702784,0.0,1.0
2016-01-26,5.18,5.24,4.905,5.23,5.23,545399,0.0,1.0
2016-01-25,5.13,5.32,5.1,5.13,5.13,889924,0.0,1.0
2016-01-22,5.2,5.28,5.07,5.19,5.19,906451,0.0,1.0
2016-01-21,4.97,5.28,4.89,5.13,5.13,881992,0.0,1.0
2016-01-20,4.63,5.035,4.51,4.99,4.99,1365746,0.0,1.0
2016-01-19,5.06,5.08,4.62,4.71,4.71,1065177,0.0,1.0
2016-01-15,4.9,4.995,4.76,4.98,4.98,973835,0.0,1.0
2016-01-14,4.92,5.195,4.73,5.04,5.04,1445059,0.0,1.0
2016-01-13,5.19,5.31,4.8,4.86,4.86,1102714,0.0,1.0
2016-01-12,5.05,5.285,4.96,5.19,5.19,1263278,0.0,1.0
2016-01-11,5.27,5.27,4.86,5.01,5.01,1056041,0.0,1.0
2016-01-08,5.29,5.34,5.13,5.21,5.21,636505,0.0,1.0
2016-01-07,5.43,5.43,5.23,5.235,5.235,590330,0.0,1.0
2016-01-06,5.67,5.68,5.47,5.52,5.52,561466,0.0,1.0
2016-01-05,5.8,5.84,5.6806,5.73,5.73,446357,0.0,1.0
2016-01-04,5.94,5.98,5.722,5.8,5.8,704658,0.0,1.0
2015-12-31,6.09,6.17,5.98,6.03,6.03,432139,0.0,1.0
2015-12-30,6.25,6.26,6.08,6.14,6.14,466226,0.0,1.0
2015-12-29,6.03,6.25,6.03,6.22,6.22,509134,0.0,1.0
2015-12-28,6.02,6.11,5.925,6.01,6.01,605954,0.0,1.0
2015-12-24,6.05,6.13,6.03,6.06,6.06,221178,0.0,1.0
2015-12-23,5.98,6.0601,5.95,6.04,6.04,382619,0.0,1.0
2015-12-22,5.81,6.02,5.78,5.98,5.98,532019,0.0,1.0
2015-12-21,6.0,6.02,5.78,5.84,5.84,739546,0.0,1.0
2015-12-18,5.84,6.12,5.804,6.04,6.04,6557846,0.0,1.0
2015-12-17,5.88,5.94,5.71,5.86,5.86,575467,0.0,1.0
2015-12-16,5.43,5.88,5.43,5.85,5.85,1022974,0.0,1.0
2015-12-15,5.33,5.54,5.29,5.39,5.39,891985,0.0,1.0
2015-12-14,5.33,5.44,5.21,5.31,5.31,884322,0.0,1.0
2015-12-11,5.56,5.67,5.29,5.29,5.29,772320,0.0,1.0
2015-12-10,5.51,5.7,5.51,5.66,5.66,366633,0.0,1.0
2015-12-09,5.6,5.78,5.52,5.53,5.53,528774,0.0,1.0
2015-12-08,5.47,5.66,5.44,5.65,5.65,553356,0.0,1.0
2015-12-07,5.58,5.7,5.49,5.52,5.52,733679,0.0,1.0
2015-12-04,5.67,5.73,5.56,5.62,5.62,743405,0.0,1.0
2015-12-03,5.79,5.89,5.62,5.67,5.67,748228,0.0,1.0
2015-12-02,5.96,6.08,5.79,5.8,5.8,639551,0.0,1.0
2015-12-01,6.01,6.0499,5.715,5.94,5.94,759793,0.0,1.0
2015-11-30,5.79,6.075,5.74,6.0,6.0,881922,0.0,1.0
2015-11-27,5.69,5.86,5.61,5.76,5.76,291733,0.0,1.0
2015-11-25,5.47,5.74,5.47,5.69,5.69,544016,0.0,1.0
2015-11-24,5.47,5.54,5.33,5.48,5.48,692105,0.0,1.0
2015-11-23,5.36,5.72,5.36,5.48,5.48,1013196,0.0,1.0
2015-11-20,5.45,5.5,5.3,5.34,5.34,529010,0.0,1.0
2015-11-19,5.42,5.61,5.36,5.39,5.39,642354,0.0,1.0
2015-11-18,5.19,5.46,5.18,5.44,5.44,886074,0.0,1.0
2015-11-17,5.18,5.295,5.06,5.19,5.19,657341,0.0,1.0
2015-11-16,5.21,5.25,5.0,5.15,5.15,1149763,0.0,1.0
2015-11-13,5.05,5.255,4.99,5.24,5.24,1036447,0.0,1.0
2015-11-12,5.11,5.2,5.04,5.07,5.07,882072,0.0,1.0
2015-11-11,5.28,5.33,5.13,5.15,5.15,856439,0.0,1.0
2015-11-10,5.29,5.35,5.17,5.28,5.28,1035871,0.0,1.0
2015-11-09,5.21,5.34,5.09,5.26,5.26,1004182,0.0,1.0
2015-11-06,5.15,5.28,4.95,5.25,5.25,1153725,0.0,1.0
2015-11-05,5.33,5.33,4.9,5.18,5.18,1416941,0.0,1.0
2015-11-04,5.29,5.41,5.19,5.26,5.26,879100,0.0,1.0
2015-11-03,5.23,5.44,5.15,5.26,5.26,1158167,0.0,1.0
2015-11-02,5.21,5.3,5.08,5.26,5.26,1343543,0.0,1.0
2015-10-30,5.15,5.29,5.06,5.21,5.21,1022906,0.0,1.0
2015-10-29,5.32,5.43,5.11,5.11,5.11,1803518,0.0,1.0
2015-10-28,5.24,5.36,5.22,5.32,5.32,3381057,0.0,1.0
2015-10-27,5.25,5.39,5.16,5.26,5.26,1884564,0.0,1.0
2015-10-26,5.33,5.49,5.21,5.25,5.25,1734656,0.0,1.0
2015-10-23,5.0,5.35,4.89,5.33,5.33,4828400,0.0,1.0
2015-10-22,6.72,6.84,6.51,6.64,6.64,1600254,0.0,1.0
2015-10-21,6.76,6.86,6.44,6.69,6.69,1510473,0.0,1.0
2015-10-20,6.93,6.94,6.61,6.68,6.68,1488008,0.0,1.0
2015-10-19,6.62,7.02,6.62,6.93,6.93,1263036,0.0,1.0
2015-10-16,6.65,6.85,6.54,6.65,6.65,1162738,0.0,1.0
2015-10-15,6.11,6.62,6.03,6.62,6.62,883732,0.0,1.0
2015-10-14,6.01,6.3,6.01,6.12,6.12,1326670,0.0,1.0
2015-10-13,6.12,6.29,5.97,5.98,5.98,1036267,0.0,1.0
2015-10-12,6.22,6.32,6.14,6.18,6.18,827942,0.0,1.0
2015-10-09,6.12,6.445,6.08,6.2,6.2,905083,0.0,1.0
2015-10-08,5.74,6.15,5.71,6.13,6.13,1329484,0.0,1.0
2015-10-07,5.7,6.05,5.6,5.78,5.78,2143414,0.0,1.0
2015-10-06,5.97,6.068,5.62,5.67,5.67,1421945,0.0,1.0
2015-10-05,6.02,6.17,5.875,5.955,5.955,1601226,0.0,1.0
2015-10-02,5.66,5.98,5.42,5.98,5.98,1284661,0.0,1.0
2015-10-01,5.98,6.12,5.63,5.75,5.75,1358787,0.0,1.0
2015-09-30,5.99,6.34,5.78,5.98,5.98,1712551,0.0,1.0
2015-09-29,6.14,6.35,5.85,5.92,5.92,2078479,0.0,1.0
2015-09-28,6.56,6.56,6.07,6.16,6.16,2170095,0.0,1.0
2015-09-25,7.05,7.06,6.42,6.61,6.61,1892282,0.0,1.0
2015-09-24,6.95,7.05,6.82,7.0,7.0,644556,0.0,1.0
2015-09-23,6.93,7.11,6.87,6.98,6.98,730781,0.0,1.0
2015-09-22,6.73,6.925,6.69,6.89,6.89,1259744,0.0,1.0
2015-09-21,6.96,7.13,6.77,6.81,6.81,1574243,0.0,1.0
2015-09-18,6.74,6.93,6.68,6.87,6.87,1915257,0.0,1.0
2015-09-17,6.57,6.92,6.52,6.82,6.82,1302541,0.0,1.0
2015-09-16,6.61,6.68,6.53,6.6,6.6,919845,0.0,1.0
2015-09-15,6.61,6.67,6.48,6.62,6.62,1114969,0.0,1.0
2015-09-14,6.69,6.78,6.53,6.61,6.61,916514,0.0,1.0
2015-09-11,6.46,6.72,6.4,6.71,6.71,1229552,0.0,1.0
2015-09-10,6.33,6.55,6.33,6.54,6.54,1252913,0.0,1.0
2015-09-09,6.49,6.49,6.29,6.33,6.33,1315966,0.0,1.0
2015-09-08,6.48,6.59,6.27,6.4,6.4,1430258,0.0,1.0
2015-09-04,6.3,6.4399,6.23,6.28,6.28,1739867,0.0,1.0
2015-09-03,6.65,6.82,6.34,6.37,6.37,2921703,0.0,1.0
2015-09-02,7.13,7.35,6.5,6.62,6.62,3520593,0.0,1.0
2015-09-01,7.16,7.245,7.0,7.02,7.02,1898199,0.0,1.0
2015-08-31,7.59,7.64,7.24,7.27,7.27,1054976,0.0,1.0
2015-08-28,7.47,7.66,7.45,7.6,7.6,1484070,0.0,1.0
2015-08-27,7.37,7.6,7.31,7.49,7.49,1734506,0.0,1.0
2015-08-26,7.08,7.32,6.91,7.32,7.32,1496622,0.0,1.0
2015-08-25,7.03,7.19,6.73,6.92,6.92,2240372,0.0,1.0
2015-08-24,6.69,7.15,6.6302,6.83,6.83,2609728,0.0,1.0
2015-08-21,6.66,7.2,6.66,6.99,6.99,1957291,0.0,1.0
2015-08-20,6.97,7.075,6.775,6.78,6.78,1229066,0.0,1.0
2015-08-19,6.98,7.2,6.96,7.05,7.05,992319,0.0,1.0
2015-08-18,7.1,7.2,6.97,7.03,7.03,1336378,0.0,1.0
2015-08-17,7.19,7.34,7.0,7.1,7.1,1885792,0.0,1.0
2015-08-14,7.14,7.37,6.91,6.95,6.95,3072425,0.0,1.0
2015-08-13,7.37,7.46,7.2,7.23,7.23,777335,0.0,1.0
2015-08-12,7.26,7.43,7.06,7.33,7.33,1126305,0.0,1.0
2015-08-11,7.35,7.52,7.28,7.38,7.38,1091700,0.0,1.0
2015-08-10,7.55,7.69,7.3,7.39,7.39,1579551,0.0,1.0
2015-08-07,7.03,7.74,6.74,7.48,7.48,2778580,0.0,1.0
2015-08-06,7.05,7.1,6.98,6.98,6.98,1432064,0.0,1.0
2015-08-05,7.02,7.13,6.98,7.08,7.08,527779,0.0,1.0
2015-08-04,7.0,7.05,6.8601,7.03,7.03,628724,0.0,1.0
2015-08-03,6.94,6.99,6.77,6.97,6.97,650664,0.0,1.0
2015-07-31,6.78,7.07,6.71,6.915,6.915,625247,0.0,1.0
2015-07-30,6.74,6.87,6.65,6.77,6.77,629256,0.0,1.0
2015-07-29,7.03,7.08,6.8,6.81,6.81,955651,0.0,1.0
2015-07-28,6.89,7.04,6.79,7.04,7.04,726770,0.0,1.0
2015-07-27,6.85,7.06,6.69,6.85,6.85,686094,0.0,1.0
2015-07-24,7.08,7.1,6.85,6.85,6.85,859153,0.0,1.0
2015-07-23,7.33,7.35,7.11,7.13,7.13,468061,0.0,1.0
2015-07-22,7.25,7.345,7.15,7.3,7.3,387067,0.0,1.0
2015-07-21,7.38,7.46,7.27,7.27,7.27,583322,0.0,1.0
2015-07-20,7.44,7.49,7.31,7.41,7.41,671204,0.0,1.0
2015-07-17,7.41,7.45,7.225,7.44,7.44,745732,0.0,1.0
2015-07-16,7.32,7.41,7.265,7.4,7.4,998244,0.0,1.0
2015-07-15,7.25,7.32,7.125,7.26,7.26,588299,0.0,1.0
2015-07-14,7.12,7.31,7.12,7.28,7.28,397670,0.0,1.0
2015-07-13,7.09,7.2,7.045,7.15,7.15,533090,0.0,1.0
2015-07-10,7.11,7.11,6.95,7.08,7.08,391025,0.0,1.0
2015-07-09,6.93,7.1,6.91,7.03,7.03,685593,0.0,1.0
2015-07-08,7.12,7.23,6.87,6.9,6.9,1034390,0.0,1.0
2015-07-07,7.07,7.16,6.875,7.15,7.15,773963,0.0,1.0
2015-07-06,6.92,7.2,6.85,7.04,7.04,694001,0.0,1.0
2015-07-02,6.92,7.0,6.88,6.98,6.98,455940,0.0,1.0
2015-07-01,6.87,7.05,6.72,6.89,6.89,1097455,0.0,1.0
2015-06-30,6.58,6.84,6.57,6.84,6.84,984427,0.0,1.0
2015-06-29,7.0,7.0,6.56,6.56,6.56,768804,0.0,1.0
2015-06-26,6.91,7.01,6.8,6.96,6.96,798981,0.0,1.0
2015-06-25,7.05,7.09,6.735,6.89,6.89,1004471,0.0,1.0
2015-06-24,7.33,7.35,7.03,7.05,7.05,879168,0.0,1.0
2015-06-23,7.36,7.38,7.2,7.33,7.33,544391,0.0,1.0
2015-06-22,7.13,7.37,7.07,7.37,7.37,964507,0.0,1.0
2015-06-19,6.97,7.11,6.88,7.11,7.11,1485989,0.0,1.0
2015-06-18,6.74,6.93,6.69,6.93,6.93,633118,0.0,1.0
2015-06-17,6.71,6.74,6.64,6.71,6.71,428243,0.0,1.0
2015-06-16,6.75,6.8,6.64,6.68,6.68,390456,0.0,1.0
2015-06-15,6.7,6.78,6.55,6.78,6.78,471777,0.0,1.0
2015-06-12,6.79,6.8,6.72,6.74,6.74,352428,0.0,1.0
2015-06-11,6.68,6.81,6.67,6.79,6.79,300581,0.0,1.0
2015-06-10,6.65,6.76,6.605,6.69,6.69,535271,0.0,1.0
2015-06-09,6.87,6.88,6.64,6.65,6.65,701573,0.0,1.0
2015-06-08,6.9,6.9,6.74,6.85,6.85,517947,0.0,1.0
2015-06-05,6.74,6.92,6.65,6.91,6.91,769460,0.0,1.0
2015-06-04,6.7,6.77,6.63,6.74,6.74,748655,0.0,1.0
2015-06-03,6.19,6.78,6.19,6.74,6.74,1464468,0.0,1.0
2015-06-02,6.13,6.3,6.09,6.19,6.19,576169,0.0,1.0
2015-06-01,6.3,6.37,6.105,6.14,6.14,841966,0.0,1.0
2015-05-29,6.15,6.31,6.15,6.27,6.27,666491,0.0,1.0
2015-05-28,6.22,6.225,6.1,6.22,6.22,701708,0.0,1.0
2015-05-27,6.26,6.32,6.13,6.24,6.24,798327,0.0,1.0
2015-05-26,6.33,6.35,6.19,6.24,6.24,928020,0.0,1.0
2015-05-22,6.32,6.46,6.27,6.34,6.34,686464,0.0,1.0
2015-05-21,6.35,6.41,6.27,6.31,6.31,825211,0.0,1.0
2015-05-20,6.49,6.52,6.35,6.39,6.39,962417,0.0,1.0
2015-05-19,6.51,6.57,6.36,6.5,6.5,993277,0.0,1.0
2015-05-18,6.67,6.68,6.48,6.56,6.56,1261781,0.0,1.0
2015-05-15,6.85,6.86,6.64,6.68,6.68,885199,0.0,1.0
2015-05-14,6.89,6.99,6.69,6.82,6.82,1411322,0.0,1.0
2015-05-13,6.5,6.8,6.27,6.77,6.77,2341206,0.0,1.0
2015-05-12,6.34,6.83,6.21,6.67,6.67,3807105,0.0,1.0
2015-05-11,5.65,6.19,5.63,6.06,6.06,3042600,0.0,1.0
2015-05-08,5.61,5.7,5.56,5.68,5.68,2140611,0.0,1.0
2015-05-07,5.96,6.03,5.79,5.89,5.89,1125911,0.0,1.0
2015-05-06,6.0,6.05,5.9,5.94,5.94,1188821,0.0,1.0
2015-05-05,6.1,6.1,5.855,5.99,5.99,1041869,0.0,1.0
2015-05-04,5.87,6.11,5.83,6.0,6.0,1397024,0.0,1.0
2015-05-01,5.64,5.89,5.5395,5.84,5.84,1097926,0.0,1.0
2015-04-30,5.79,5.86,5.45,5.65,5.65,1990994,0.0,1.0
2015-04-29,5.88,5.96,5.81,5.83,5.83,918647,0.0,1.0
2015-04-28,5.95,6.09,5.78,5.9,5.9,874730,0.0,1.0
2015-04-27,6.14,6.18,5.89,5.96,5.96,1070200,0.0,1.0
2015-04-24,6.04,6.185,6.01,6.1,6.1,482830,0.0,1.0
2015-04-23,5.96,6.05,5.93,6.03,6.03,534007,0.0,1.0
2015-04-22,5.95,6.07,5.8901,5.98,5.98,735549,0.0,1.0
2015-04-21,5.97,6.03,5.93,5.94,5.94,466835,0.0,1.0
2015-04-20,6.0,6.0,5.83,5.94,5.94,611889,0.0,1.0
2015-04-17,6.04,6.1,5.9,5.97,5.97,810626,0.0,1.0
2015-04-16,6.09,6.15,6.05,6.09,6.09,245700,0.0,1.0
2015-04-15,6.01,6.17,6.0,6.08,6.08,582042,0.0,1.0
2015-04-14,6.03,6.08,6.0,6.01,6.01,413104,0.0,1.0
2015-04-13,5.97,6.115,5.96,6.04,6.04,585918,0.0,1.0
