,IBM_Open,IBM_High,IBM_Low,IBM_Close,IBM_Adj Close,IBM_Volume,IBM_Dividend Amount,IBM_Split Coefficient
2017-12-22,151.82,153.0,151.5,152.5,106.187045926635,2982114,0.0,1.0
2017-12-21,153.17,153.46,151.49,151.5,105.490737428756,4126632,0.0,1.0
2017-12-20,153.65,153.89,152.78,152.95,106.500384750681,3771425,0.0,1.0
2017-12-19,154.135,154.17,153.09,153.23,106.695351130087,4111495,0.0,1.0
2017-12-18,153.41,154.18,153.21,153.33,106.764981979875,5054265,0.0,1.0
2017-12-15,153.75,153.8,152.03,152.5,106.187045926635,10469312,0.0,1.0
2017-12-14,154.5,155.11,153.7,154.0,107.231508673455,4623845,0.0,1.0
2017-12-13,156.6,156.73,153.89,153.91,107.168840908646,5624428,0.0,1.0
2017-12-12,155.2,157.85,155.16,156.74,109.139393957645,6314835,0.0,1.0
2017-12-11,154.97,155.89,154.57,155.41,108.213303655465,4068982,0.0,1.0
2017-12-08,153.94,155.03,153.55,154.81,107.795518556737,3440847,0.0,1.0
2017-12-07,154.03,154.45,153.26,153.57,106.932096019366,3768443,0.0,1.0
2017-12-06,155.69,156.22,154.09,154.1,107.301139523243,3345712,0.0,1.0
2017-12-05,156.45,156.74,154.68,155.35,108.171525145592,5042724,0.0,1.0
2017-12-04,155.67,156.8,155.07,156.46,108.944427578238,4639109,0.0,1.0
2017-12-01,154.4,155.02,152.91,154.76,107.760703131843,5567852,0.0,1.0
2017-11-30,153.65,154.41,153.08,153.97,107.210619418518,6500769,0.0,1.0
2017-11-29,152.81,153.61,152.17,153.55,106.918169849409,5098702,0.0,1.0
2017-11-28,152.35,152.93,151.7,152.47,106.166156671699,3915618,0.0,1.0
2017-11-27,152.06,152.49,151.62,151.98,105.824965507738,3303663,0.0,1.0
2017-11-24,151.95,152.2,151.33,151.84,105.727482318035,1193025,0.0,1.0
2017-11-22,152.0,152.39,151.33,151.77,105.678740723183,3125416,0.0,1.0
2017-11-21,151.3,152.45,151.2,151.95,105.804076252802,3756184,0.0,1.0
2017-11-20,150.64,151.95,149.9,150.51,104.801392015855,5654091,0.0,1.0
2017-11-17,149.34,150.15,148.83,148.97,103.72907692912,4865373,0.0,1.0
2017-11-16,147.73,149.65,147.5,149.12,103.833523203802,5393609,0.0,1.0
2017-11-15,148.0,148.705,146.211,147.1,102.426980038086,4695745,0.0,1.0
2017-11-14,147.95,148.97,147.49,148.89,103.67337224929,3691934,0.0,1.0
2017-11-13,148.88,149.0,147.92,148.4,103.332181085329,5085257,0.0,1.0
2017-11-10,150.65,150.89,149.14,149.16,103.861375543718,4304369,0.0,1.0
2017-11-09,149.93,151.8,149.86,150.3,104.6551672313,4770841,1.5,1.0
2017-11-08,151.6,151.7944,150.28,151.57,104.496598796101,4630031,0.0,1.0
2017-11-07,151.37,151.51,150.5,151.35,104.344924640694,3688378,0.0,1.0
2017-11-06,151.77,151.82,150.28,150.84,103.993316371339,4498372,0.0,1.0
2017-11-03,153.42,153.47,151.49,151.58,104.503493075893,4420582,0.0,1.0
2017-11-02,154.18,154.49,152.91,153.35,105.723780598945,3388284,0.0,1.0
2017-11-01,154.1,154.9,153.83,154.03,106.192591624751,3228302,0.0,1.0
2017-10-31,154.33,154.93,152.93,154.06,106.213274464125,4224346,0.0,1.0
2017-10-30,153.76,154.59,152.71,154.36,106.420102857862,4206189,0.0,1.0
2017-10-27,154.54,154.63,152.911,153.68,105.951291832057,4893779,0.0,1.0
2017-10-26,154.31,155.12,153.54,153.6,105.896137593727,4253664,0.0,1.0
2017-10-25,156.01,156.37,153.06,153.495,105.823747655919,5443794,0.0,1.0
2017-10-24,159.65,159.7,155.171,155.88,107.468033386134,8173017,0.0,1.0
2017-10-23,162.05,162.51,159.54,159.55,109.998234069525,5765384,0.0,1.0
2017-10-20,161.07,162.48,159.77,162.07,111.735592576922,7848320,0.0,1.0
2017-10-19,159.8,160.96,159.085,160.9,110.928961841345,9878844,0.0,1.0
2017-10-18,157.12,161.23,156.95,159.53,109.984445509943,30445283,0.0,1.0
2017-10-17,146.63,147.12,146.18,146.54,101.028776061098,4941313,0.0,1.0
2017-10-16,147.22,147.67,146.51,146.83,101.228710175045,3035184,0.0,1.0
2017-10-13,147.48,147.85,146.94,147.1,101.414855729409,2490548,0.0,1.0
2017-10-12,147.56,147.89,146.77,147.03,101.36659577087,3255559,0.0,1.0
2017-10-11,148.4,148.47,147.28,147.62,101.773358278554,3674765,0.0,1.0
2017-10-10,147.71,148.95,147.65,148.5,102.380054900185,4028877,0.0,1.0
2017-10-09,146.5,147.79,146.35,147.39,101.614789843355,2678887,0.0,1.0
2017-10-06,146.64,146.85,146.32,146.48,100.987410382351,2248474,0.0,1.0
2017-10-05,146.68,147.54,146.48,146.72,101.152873097341,2536971,0.0,1.0
2017-10-04,147.0,147.02,146.11,146.48,100.987410382351,2225673,0.0,1.0
2017-10-03,146.69,147.1999,146.34,146.78,101.194238776089,2285725,0.0,1.0
2017-10-02,145.35,146.865,145.21,146.66,101.111507418594,2955450,0.0,1.0
2017-09-29,145.45,145.69,144.92,145.08,100.022211211575,2635887,0.0,1.0
2017-09-28,145.33,145.86,144.21,145.66,100.422079439468,2763219,0.0,1.0
2017-09-27,146.68,146.9,145.03,145.66,100.422079439468,3446073,0.0,1.0
2017-09-26,146.36,147.42,145.94,146.56,101.042564620681,4106513,0.0,1.0
2017-09-25,145.12,146.03,144.91,145.87,100.566859315084,5179476,0.0,1.0
2017-09-22,145.59,145.59,144.59,145.13,100.056682610531,2741663,0.0,1.0
2017-09-21,145.65,145.8911,145.1,145.26,100.146308247817,2289276,0.0,1.0
2017-09-20,144.93,145.88,144.42,145.88,100.573753594875,5384615,0.0,1.0
2017-09-19,144.79,144.98,144.22,144.39,99.5465059059779,3456574,0.0,1.0
2017-09-18,144.81,145.4799,144.27,144.55,99.656814382638,3018012,0.0,1.0
2017-09-15,144.82,145.17,144.08,144.82,99.842959937002,7297773,0.0,1.0
2017-09-14,145.86,146.38,145.51,145.54,100.339348081973,3742944,0.0,1.0
2017-09-13,145.35,146.29,145.34,145.99,100.649590672579,4070378,0.0,1.0
2017-09-12,145.11,146.37,144.51,145.76,100.49102223738,5222522,0.0,1.0
2017-09-11,143.54,145.13,143.01,144.86,99.870537056167,4549334,0.0,1.0
2017-09-08,143.15,143.15,141.64,142.45,98.2090156264738,3344701,0.0,1.0
2017-09-07,144.1,144.64,142.41,142.9,98.5192582170804,4155968,0.0,1.0
2017-09-06,143.88,144.47,143.5,143.82,99.1535319578762,3205295,0.0,1.0
2017-09-05,143.5,144.3575,142.7,143.04,98.615778134158,3097503,0.0,1.0
2017-09-01,142.98,144.5,142.98,144.08,99.3327832324489,3348503,0.0,1.0
2017-08-31,143.02,143.66,142.63,143.03,98.6088838543668,3614517,0.0,1.0
2017-08-30,143.26,143.28,142.41,142.56,98.2848527041776,2715466,0.0,1.0
2017-08-29,142.1,143.425,141.9,143.14,98.6847209320706,3000993,0.0,1.0
2017-08-28,144.11,144.56,142.39,142.51,98.2503813052213,5086015,0.0,1.0
2017-08-25,143.3,144.19,143.25,143.74,99.0983777195461,2866131,0.0,1.0
2017-08-24,142.5,143.68,142.25,142.94,98.5468353362454,3580245,0.0,1.0
2017-08-23,140.7,143.05,140.68,142.14,97.9952929529448,4035421,0.0,1.0
2017-08-22,140.64,141.15,140.38,141.01,97.2162393365326,2495902,0.0,1.0
2017-08-21,139.59,140.42,139.13,140.33,96.747428310727,2949410,0.0,1.0
2017-08-18,140.87,141.15,139.58,139.7,96.3130886838778,4128761,0.0,1.0
2017-08-17,142.52,142.89,140.7,140.7,97.0025166630036,4342286,0.0,1.0
2017-08-16,141.79,142.91,141.61,142.5,98.2434870254301,3239516,0.0,1.0
2017-08-15,142.55,143.34,140.58,142.07,97.947032994406,4652618,0.0,1.0
2017-08-14,142.0,142.76,141.94,142.32,98.1193899891874,2222304,0.0,1.0
2017-08-11,142.45,142.59,141.52,141.84,97.788464559207,3004040,0.0,1.0
2017-08-10,141.64,142.42,141.23,141.84,97.788464559207,4378186,0.0,1.0
2017-08-09,141.75,142.03,141.19,141.77,97.7402046006682,2920582,0.0,1.0
2017-08-08,142.0,142.76,142.0,142.11,97.974610113571,3281972,1.5,1.0
2017-08-07,145.0,145.09,142.75,143.47,97.8790983426922,4576508,0.0,1.0
2017-08-04,145.0,145.39,144.4,145.16,99.0320618625859,2542800,0.0,1.0
2017-08-03,144.43,145.34,144.43,144.94,98.8819719369193,3028769,0.0,1.0
2017-08-02,145.12,145.29,144.22,144.45,98.5476807388436,3400024,0.0,1.0
2017-08-01,145.0,145.67,144.72,145.3,99.1275736334647,3197848,0.0,1.0
2017-07-31,144.38,144.93,144.17,144.67,98.6977706645102,4333680,0.0,1.0
2017-07-28,144.81,145.04,143.84,144.29,98.4385244292679,3022662,0.0,1.0
2017-07-27,145.0,145.395,143.64,145.07,98.9706614384496,6374650,0.0,1.0
2017-07-26,146.27,146.46,144.47,145.36,99.1685072495556,3806651,0.0,1.0
2017-07-25,146.57,147.49,146.03,146.19,99.7347556054797,4184435,0.0,1.0
2017-07-24,147.0,147.04,145.8,145.99,99.5983102185101,3818232,0.0,1.0
2017-07-21,147.59,147.87,146.51,147.08,100.341937577495,6456514,0.0,1.0
2017-07-20,147.53,148.83,147.03,147.66,100.737629199707,7105481,0.0,1.0
2017-07-19,150.02,150.25,146.71,147.53,100.648939698177,14043000,0.0,1.0
2017-07-18,152.36,154.29,152.0,154.0,105.062947966645,6867302,0.0,1.0
2017-07-17,153.59,153.88,152.2399,153.01,104.387543301145,4751141,0.0,1.0
2017-07-14,154.01,154.615,153.4,154.24,105.226682431009,3214337,0.0,1.0
2017-07-13,153.7,154.19,153.19,153.63,104.810524000751,2474847,0.0,1.0
2017-07-12,153.48,154.24,153.05,153.7,104.858279886191,3090315,0.0,1.0
2017-07-11,153.26,153.65,152.05,153.19,104.510344149418,3431418,0.0,1.0
2017-07-10,152.91,153.89,152.63,153.42,104.667256344433,2804780,0.0,1.0
2017-07-07,152.62,153.49,152.14,152.94,104.339787415706,2345721,0.0,1.0
2017-07-06,153.36,153.83,152.23,152.36,103.944095793494,2735717,0.0,1.0
2017-07-05,155.77,155.89,153.63,153.67,104.837813078145,3558639,0.0,1.0
2017-07-03,153.58,156.025,153.52,155.58,106.140866523706,2822499,0.0,1.0
2017-06-30,154.28,154.5,153.14,153.83,104.946969387721,3501395,0.0,1.0
2017-06-29,155.35,155.74,153.62,154.13,105.151637468176,3245649,0.0,1.0
2017-06-28,155.15,155.55,154.78,155.32,105.963487520645,2203062,0.0,1.0
2017-06-27,155.0,155.34,154.5,154.75,105.574618167782,2385619,0.0,1.0
2017-06-26,154.71,155.75,154.63,155.23,105.902087096509,2129945,0.0,1.0
2017-06-23,154.34,154.68,153.8,154.11,105.137992929479,3148468,0.0,1.0
2017-06-22,154.55,154.99,153.69,154.4,105.335838740585,2361275,0.0,1.0
2017-06-21,155.79,155.79,153.39,153.79,104.919680310327,3934281,0.0,1.0
2017-06-20,154.48,155.389,154.25,154.95,105.711063554751,4469538,0.0,1.0
2017-06-19,155.51,155.86,154.54,154.84,105.636018591918,4381436,0.0,1.0
2017-06-16,154.23,155.42,152.9676,155.38,106.004421136736,6128190,0.0,1.0
2017-06-15,153.29,154.69,153.29,154.22,105.213037892312,4626272,0.0,1.0
2017-06-14,153.97,154.9399,152.94,153.81,104.933324849024,3035864,0.0,1.0
2017-06-13,155.44,155.48,154.15,154.25,105.233504700357,3509558,0.0,1.0
2017-06-12,154.19,157.2,154.02,155.18,105.867975749766,6461725,0.0,1.0
2017-06-09,152.0,154.265,151.88,154.1,105.13117066013,4355401,0.0,1.0
2017-06-08,151.0,152.82,150.92,152.1,103.766716790433,3681319,0.0,1.0
2017-06-07,153.05,154.2,150.8,150.98,103.002622623403,4858631,0.0,1.0
2017-06-06,152.0,152.89,152.0,152.37,103.950918062843,3786593,0.0,1.0
2017-06-05,151.82,152.93,151.6826,152.41,103.978207140236,3971157,0.0,1.0
2017-06-02,153.07,153.2,151.8,152.05,103.732605443691,3573193,0.0,1.0
2017-06-01,152.8,152.87,151.63,152.67,104.155586143297,2904189,0.0,1.0
2017-05-31,152.03,152.8,151.65,152.63,104.128297065903,3496466,0.0,1.0
2017-05-30,151.95,152.67,151.59,151.73,103.51429282454,3609710,0.0,1.0
2017-05-26,152.85,153.0,152.06,152.49,104.032785295024,2440117,0.0,1.0
2017-05-25,153.25,153.73,152.9459,153.2,104.517166418767,2579828,0.0,1.0
2017-05-24,152.21,152.76,151.23,152.51,104.046429833721,3731333,0.0,1.0
2017-05-23,152.57,153.68,151.92,152.03,103.718960904994,2563975,0.0,1.0
2017-05-22,152.1,152.84,151.5992,152.64,104.135119335252,3248372,0.0,1.0
2017-05-19,151.01,152.46,150.89,151.98,103.684849558252,5617824,0.0,1.0
2017-05-18,150.86,151.33,150.11,150.78,102.866177236434,3268772,0.0,1.0
2017-05-17,153.3,154.14,150.89,150.93,102.968511276661,5048937,0.0,1.0
2017-05-16,151.66,153.99,151.66,153.68,104.844635347494,5452539,0.0,1.0
2017-05-15,150.62,151.83,150.4502,151.51,103.364202898873,4218359,0.0,1.0
2017-05-12,150.3,151.265,150.0,150.37,102.586464193146,3651964,0.0,1.0
2017-05-11,151.05,151.15,149.79,150.65,102.777487734903,5546379,0.0,1.0
2017-05-10,151.651,152.37,151.13,151.25,103.186823895812,4995590,0.0,1.0
2017-05-09,152.6,153.1,151.5552,152.11,103.773539059782,6823015,0.0,1.0
2017-05-08,152.8,153.47,152.2,153.03,104.401187839842,7415765,1.5,1.0
2017-05-05,153.52,155.78,153.0,155.05,104.752502262134,12415240,0.0,1.0
2017-05-04,158.89,159.14,158.36,159.05,107.454920895146,4271669,0.0,1.0
2017-05-03,158.74,159.45,158.52,158.63,107.17116693868,3990429,0.0,1.0
2017-05-02,159.44,159.49,158.64,159.1,107.488701128059,3149949,0.0,1.0
2017-05-01,160.05,160.42,158.7,158.84,107.313043916913,4919710,0.0,1.0
2017-04-28,160.5,160.59,159.7,160.29,108.29267067138,4029533,0.0,1.0
2017-04-27,160.29,160.48,159.63,160.32,108.312938811128,4081640,0.0,1.0
2017-04-26,160.53,161.1,159.89,160.06,108.137281599982,4311484,0.0,1.0
2017-04-25,161.78,162.04,160.38,160.39,108.360231137205,4842189,0.0,1.0
2017-04-24,161.29,161.57,160.42,160.75,108.603448814176,5320608,0.0,1.0
2017-04-21,162.05,162.11,160.38,160.38,108.353475090623,5607756,0.0,1.0
2017-04-20,161.32,162.4,160.5,162.3,109.650636034469,6486809,0.0,1.0
2017-04-19,161.76,162.64,159.6,161.69,109.238517192934,192843,0.0,1.0
2017-04-18,170.79,171.69,169.83,170.05,114.88657213593,6345465,0.0,1.0
2017-04-17,169.75,171.3,169.62,171.1,115.595957027095,3720218,0.0,1.0
2017-04-13,169.92,171.36,169.53,169.53,114.535257713638,3205462,0.0,1.0
2017-04-12,171.04,171.2,170.02,170.66,115.298690977464,3276931,0.0,1.0
2017-04-11,170.65,171.23,168.98,170.58,115.244642604804,4890163,0.0,1.0
2017-04-10,172.53,172.56,171.0,171.2,115.663517492921,3789936,0.0,1.0
2017-04-07,172.08,172.93,171.28,172.14,116.298585871678,3588302,0.0,1.0
2017-04-06,173.47,173.47,172.25,172.45,116.508023315737,3435403,0.0,1.0
2017-04-05,174.7,176.33,172.81,172.88,116.798533318786,6238894,0.0,1.0
2017-04-04,173.52,174.96,173.26,174.52,117.906524958321,3108855,0.0,1.0
2017-04-03,173.82,174.87,173.38,174.5,117.893012865156,4286498,0.0,1.0
2017-03-31,173.98,174.95,173.69,174.14,117.649795188185,2913684,0.0,1.0
2017-03-30,173.86,174.59,173.69,173.86,117.460625883874,3168254,0.0,1.0
2017-03-29,174.3,174.49,173.46,173.94,117.514674256534,3085606,0.0,1.0
2017-03-28,173.94,175.0,173.0,174.51,117.899768911738,3523345,0.0,1.0
2017-03-27,172.69,174.16,172.0937,173.77,117.399821464631,3259049,0.0,1.0
2017-03-24,175.12,175.5,173.39,173.83,117.440357744126,3221672,0.0,1.0
2017-03-23,174.43,175.67,173.56,174.82,118.109206355797,3739976,0.0,1.0
2017-03-22,174.04,175.06,172.8,174.78,118.082182169467,3450512,0.0,1.0
2017-03-21,176.01,176.23,173.84,173.88,117.474137977039,3927741,0.0,1.0
2017-03-20,175.65,176.18,175.14,175.7,118.703738455059,2476125,0.0,1.0
2017-03-17,176.29,176.79,175.65,175.65,118.669958222147,5920967,0.0,1.0
2017-03-16,178.46,179.0,176.82,177.24,119.744169628769,4311848,0.0,1.0
2017-03-15,175.71,176.28,174.75,175.81,118.778054967467,3815537,0.0,1.0
2017-03-14,176.18,176.82,175.211,175.72,118.717250548224,3147497,0.0,1.0
2017-03-13,177.85,178.06,176.415,176.46,119.217197995332,3482189,0.0,1.0
2017-03-10,178.21,179.49,177.42,177.83,120.142776377138,3100116,0.0,1.0
2017-03-09,179.15,179.25,175.88,177.18,119.703633349274,5444076,0.0,1.0
2017-03-08,180.75,180.95,179.3,179.45,121.237255923508,3557396,0.0,1.0
2017-03-07,180.71,181.29,180.1997,180.38,121.865568255684,2977596,0.0,1.0
2017-03-06,179.72,180.99,179.57,180.47,121.926372674926,3204434,0.0,1.0
2017-03-03,180.04,181.32,179.7649,180.05,121.64261871846,1825048,0.0,1.0
2017-03-02,181.88,181.88,180.43,180.53,121.966908954421,2918153,0.0,1.0
2017-03-01,180.48,182.55,180.03,181.95,122.926267569141,3005564,0.0,1.0
2017-02-28,179.38,180.63,179.35,179.82,121.487229647062,3273335,0.0,1.0
2017-02-27,181.19,181.25,179.28,179.4,121.203475690596,3691209,0.0,1.0
2017-02-24,180.21,181.49,179.89,181.35,122.520904774189,3299019,0.0,1.0
2017-02-23,182.0,182.5,180.92,181.65,122.723586171665,2282526,0.0,1.0
2017-02-22,180.09,181.34,180.09,181.15,122.385783842538,3020540,0.0,1.0
2017-02-21,180.6,180.79,179.12,180.26,121.784495696693,4480199,0.0,1.0
2017-02-17,181.25,181.57,180.0,180.67,122.061493606577,3552305,0.0,1.0
2017-02-16,181.45,182.79,180.87,181.43,122.574953146849,3251547,0.0,1.0
2017-02-15,180.2,181.92,179.81,181.68,122.743854311413,2914292,0.0,1.0
2017-02-14,178.57,180.13,178.35,180.13,121.69666709112,2775818,0.0,1.0
2017-02-13,179.24,179.9,178.84,179.36,121.176451504265,3093372,0.0,1.0
2017-02-10,177.37,178.8701,176.76,178.68,120.717040336653,2930710,0.0,1.0
2017-02-09,176.17,177.8,175.91,177.21,119.723901489021,3090710,0.0,1.0
2017-02-08,177.5,177.5,175.88,176.17,119.021272644438,2913126,1.4,1.0
2017-02-07,176.0,178.62,175.9,178.46,119.61782010546,3873233,0.0,1.0
2017-02-06,175.31,175.98,174.38,175.86,117.875097185622,2650509,0.0,1.0
2017-02-03,175.0,176.34,174.89,175.82,117.848286063778,3309179,0.0,1.0
2017-02-02,174.23,174.97,173.55,174.58,117.017141286625,2620526,0.0,1.0
2017-02-01,175.0,175.7025,172.89,174.29,116.822760653259,2795445,0.0,1.0
2017-01-31,175.05,175.58,173.61,174.52,116.97692460386,4134049,0.0,1.0
2017-01-30,176.98,177.07,174.5768,175.8,117.834880502857,4093555,0.0,1.0
2017-01-27,178.47,179.2,177.3,177.3,118.840297571994,3482105,0.0,1.0
2017-01-26,178.06,178.88,177.51,178.66,119.751875714678,3063911,0.0,1.0
2017-01-25,176.26,179.25,176.13,178.29,119.503872837624,5922462,0.0,1.0
2017-01-24,171.36,176.0,171.16,175.9,117.901908307466,6952369,0.0,1.0
2017-01-23,170.08,171.25,170.01,171.03,114.637654223001,5477314,0.0,1.0
2017-01-20,167.81,170.64,166.0,170.55,114.315920760877,12606847,0.0,1.0
2017-01-19,166.96,167.45,165.8,166.81,111.809080868495,6963386,0.0,1.0
2017-01-18,167.45,168.59,166.69,166.8,111.802378088035,4005626,0.0,1.0
2017-01-17,166.69,168.18,166.1201,167.89,112.532981158274,3315655,0.0,1.0
2017-01-13,167.97,168.48,166.875,167.34,112.164328232924,2875319,0.0,1.0
2017-01-12,167.77,168.01,165.56,167.95,112.57319784104,2927953,0.0,1.0
2017-01-11,166.05,167.76,165.6,167.75,112.439142231821,3599464,0.0,1.0
2017-01-10,167.98,168.09,165.34,165.52,110.944422189038,4118694,0.0,1.0
2017-01-09,169.47,169.8,167.62,167.65,112.372114427212,3189413,0.0,1.0
2017-01-06,168.69,169.92,167.52,169.53,113.632237153864,2945536,0.0,1.0
2017-01-05,169.25,169.39,167.26,168.7,113.075906375608,2682181,0.0,1.0
2017-01-04,167.77,169.87,167.36,169.26,113.451262081419,3381232,0.0,1.0
2017-01-03,167.0,167.87,166.01,167.19,112.06378652601,2934299,0.0,1.0
2016-12-30,166.44,166.7,165.5,165.99,111.259452870701,2952200,0.0,1.0
2016-12-29,166.02,166.99,166.0,166.6,111.668322478816,1663542,0.0,1.0
2016-12-28,167.29,167.74,166.0,166.19,111.393508479919,1757500,0.0,1.0
2016-12-27,166.98,167.98,166.85,167.14,112.030272623706,1397455,0.0,1.0
2016-12-23,167.0,167.49,166.45,166.71,111.742053063886,1701228,0.0,1.0
2016-12-22,167.36,168.23,166.58,167.06,111.976650380018,2802631,0.0,1.0
2016-12-21,166.25,167.94,165.25,167.33,112.157625452463,3575210,0.0,1.0
2016-12-20,167.49,168.25,166.45,167.6,112.338600524908,2174569,0.0,1.0
2016-12-19,166.83,167.26,166.0,166.68,111.721944722504,2955864,0.0,1.0
2016-12-16,168.97,169.11,166.06,166.73,111.755458624808,7117050,0.0,1.0
2016-12-15,168.01,169.85,167.78,168.02,112.620117304266,3388570,0.0,1.0
2016-12-14,168.37,169.89,167.45,168.51,112.948553546851,4123821,0.0,1.0
2016-12-13,165.68,169.952,165.68,168.29,112.801092376711,5932271,0.0,1.0
2016-12-12,166.72,166.79,165.07,165.5,110.931016628116,3392030,0.0,1.0
2016-12-09,165.18,166.72,164.6042,166.52,111.614700235129,3146930,0.0,1.0
2016-12-08,164.87,166.0,164.22,165.36,110.837177701663,3266336,0.0,1.0
2016-12-07,160.6,165.18,160.39,164.79,110.455119215391,4435050,0.0,1.0
2016-12-06,160.13,160.79,158.93,160.35,107.479084690745,2858962,0.0,1.0
2016-12-05,160.85,161.15,159.5875,159.84,107.137242887239,3447052,0.0,1.0
2016-12-02,159.0,160.29,158.41,160.02,107.257892935535,2740782,0.0,1.0
2016-12-01,161.95,162.195,158.3,159.82,107.123837326317,4634740,0.0,1.0
2016-11-30,163.35,163.8,162.21,162.22,108.732504636936,4397777,0.0,1.0
2016-11-29,164.0,164.41,163.03,163.53,109.610568877316,3148196,0.0,1.0
2016-11-28,163.2,164.66,162.7,164.52,110.274144142946,4449355,0.0,1.0
2016-11-25,161.83,163.19,161.83,163.14,109.34916043934,1605344,0.0,1.0
2016-11-23,161.94,162.38,161.3557,161.98,108.571637905874,2256035,0.0,1.0
2016-11-22,163.0,163.0,161.95,162.67,109.034129757677,2770736,0.0,1.0
2016-11-21,160.69,163.0,160.3697,162.77,109.101157562287,4637097,0.0,1.0
2016-11-18,159.8,160.72,159.21,160.39,107.505895812589,2981633,0.0,1.0
2016-11-17,159.22,159.93,158.85,159.8,107.110431765395,2260984,0.0,1.0
2016-11-16,158.46,159.55,158.03,159.29,106.768589961889,2252806,0.0,1.0
2016-11-15,158.42,159.15,157.55,158.67,106.353017573312,3476996,0.0,1.0
2016-11-14,161.25,161.86,157.58,158.21,106.04468967211,5196498,0.0,1.0
2016-11-11,159.97,161.34,159.33,161.27,108.095740493149,4446630,0.0,1.0
2016-11-10,157.66,161.16,157.59,160.22,107.391948544754,7715807,0.0,1.0
2016-11-09,152.96,155.56,151.0,154.81,103.765744315399,5403688,0.0,1.0
2016-11-08,154.56,155.93,153.06,155.17,104.007044411992,3921044,1.4,1.0
2016-11-07,153.99,156.11,153.84,155.72,103.442402477074,3804943,0.0,1.0
2016-11-04,152.4,153.64,151.87,152.43,101.256906046624,2470353,0.0,1.0
2016-11-03,152.51,153.74,151.8,152.37,101.217048968866,2878728,0.0,1.0
2016-11-02,152.48,153.345,151.67,151.95,100.938049424553,3074338,0.0,1.0
2016-11-01,153.5,153.91,151.74,152.79,101.496048513178,3191924,0.0,1.0
2016-10-31,152.76,154.33,152.76,153.69,102.093904679563,3553172,0.0,1.0
2016-10-28,154.05,154.44,152.18,152.61,101.376477279901,3654446,0.0,1.0
2016-10-27,152.82,154.06,152.02,153.35,101.868047905595,4229336,0.0,1.0
2016-10-26,150.71,152.94,150.255,151.81,100.845049576449,2811421,0.0,1.0
2016-10-25,150.69,151.16,149.83,150.88,100.227264871185,2647416,0.0,1.0
2016-10-24,150.4,151.52,150.4,150.57,100.021336636097,2666740,0.0,1.0
2016-10-21,150.58,151.15,149.56,149.63,99.3969090845399,4414171,0.0,1.0
2016-10-20,151.28,152.9,151.02,151.52,100.652407033947,4023075,0.0,1.0
2016-10-19,151.27,152.45,150.83,151.26,100.479693030325,4632854,0.0,1.0
2016-10-18,150.02,151.0,147.79,150.72,100.120979330494,12770570,0.0,1.0
2016-10-17,154.45,155.89,154.34,154.77,102.811332079224,5890421,0.0,1.0
2016-10-14,154.47,155.53,154.09,154.45,102.598760997843,4358147,0.0,1.0
2016-10-13,153.7,154.22,152.27,153.72,102.113833218442,2909948,0.0,1.0
2016-10-12,154.97,154.97,153.08,154.29,102.492475457152,2963843,0.0,1.0
2016-10-11,156.73,156.95,153.89,154.79,102.82461777181,2901226,0.0,1.0
2016-10-10,156.71,158.49,156.655,157.02,104.305972495185,2481288,0.0,1.0
2016-10-07,157.14,157.7,154.86,155.67,103.409188245608,2671256,0.0,1.0
2016-10-06,156.84,157.43,155.89,156.88,104.21297264708,1950106,0.0,1.0
2016-10-05,157.07,157.83,156.72,157.08,104.345829572943,1684458,0.0,1.0
2016-10-04,157.67,158.53,155.82,156.46,103.933973102768,2884146,0.0,1.0
2016-10-03,158.06,158.37,157.02,157.61,104.697900426481,2227800,0.0,1.0
2016-09-30,158.9,159.838,158.06,158.85,105.521613366833,3596878,0.0,1.0
2016-09-29,158.63,165.0,157.46,158.11,105.030042741139,3374838,0.0,1.0
2016-09-28,156.99,158.625,156.23,158.29,105.149613974416,3309408,0.0,1.0
2016-09-27,154.32,156.77,153.81,156.77,104.139901337856,2987195,0.0,1.0
2016-09-26,154.46,154.46,153.46,153.98,102.286547222064,2533325,0.0,1.0
2016-09-23,155.62,156.04,154.71,154.98,102.95083185138,2702143,0.0,1.0
2016-09-22,156.15,157.22,155.69,156.11,103.701473482507,2690915,0.0,1.0
2016-09-21,154.91,155.68,153.87,155.53,103.316188397504,2473895,0.0,1.0
2016-09-20,155.87,156.57,154.45,154.45,102.598760997843,2159092,0.0,1.0
2016-09-19,154.87,156.19,154.55,154.87,102.877760542155,2450117,0.0,1.0
2016-09-16,155.04,155.4,153.47,153.84,102.19354737396,6463213,0.0,1.0
2016-09-15,154.3,156.33,153.21,155.66,103.402545399315,3662573,0.0,1.0
2016-09-14,155.7,155.87,153.39,154.05,102.333047146116,3860553,0.0,1.0
2016-09-13,157.63,157.93,155.5,155.81,103.502188093712,3636719,0.0,1.0
2016-09-12,155.26,158.53,154.84,158.29,105.149613974416,4367529,0.0,1.0
2016-09-09,158.03,158.4,155.65,155.69,103.422473938194,5185972,0.0,1.0
2016-09-08,160.55,161.21,158.76,159.0,105.62125606123,3963164,0.0,1.0
2016-09-07,160.19,161.76,160.0,161.64,107.374967482624,2866227,0.0,1.0
2016-09-06,159.88,160.86,159.11,160.35,106.518040310806,2994056,0.0,1.0
2016-09-02,159.88,160.57,159.15,159.55,105.986612607354,2315366,0.0,1.0
