,ALGT_Open,ALGT_High,ALGT_Low,ALGT_Close,ALGT_Adj Close,ALGT_Volume,ALGT_Dividend Amount,ALGT_Split Coefficient
2021-09-29,205.27,206.83,201.3901,201.97,195.442701540862,119451,0.0,1.0
2021-09-28,207.84,210.0,204.3,204.71,198.09414978675,114716,0.0,1.0
2021-09-27,204.3971,215.48,204.3971,208.17,201.442328958564,243420,0.0,1.0
2021-09-24,201.88,208.82,201.88,206.92,200.232726656608,161272,0.0,1.0
2021-09-23,198.76,204.18,198.76,202.4,195.858804732735,166464,0.0,1.0
2021-09-22,191.7,199.36,191.7,197.29,190.913950522338,131872,0.0,1.0
2021-09-21,196.09,197.755,189.57,190.66,184.498219912763,166046,0.0,1.0
2021-09-20,192.3,196.39,190.83,195.15,188.843111381389,159834,0.0,1.0
2021-09-17,197.58,200.59,193.5567,196.14,189.801116404538,271560,0.0,1.0
2021-09-16,191.96,197.65,191.77,195.54,189.2205072996,172892,0.0,1.0
2021-09-15,190.84,193.91,188.54,193.43,187.178698613898,141265,0.0,1.0
2021-09-14,194.46,194.46,190.32,191.52,185.330426296509,146686,0.0,1.0
2021-09-13,191.28,195.23,186.24,194.46,188.175410910709,197316,0.0,1.0
2021-09-10,196.93,196.93,188.24,188.72,182.620917140127,213325,0.0,1.0
2021-09-09,191.53,201.57,191.465,195.7,189.37533639425,163810,0.0,1.0
2021-09-08,193.5,196.46,191.21,192.75,186.520674961633,148748,0.0,1.0
2021-09-07,191.53,194.63,190.77,194.01,187.739954082005,107066,0.0,1.0
2021-09-03,192.59,193.2,189.47,192.01,185.804590398875,112482,0.0,1.0
2021-09-02,193.68,195.68,190.585,193.33,187.081930429741,87029,0.0,1.0
2021-09-01,194.13,195.41,191.1,193.38,187.130314521819,104938,0.0,1.0
2021-08-31,189.17,193.195,188.43,192.44,186.220693590748,132243,0.0,1.0
2021-08-30,192.86,192.86,184.18,188.52,182.427380771814,147608,0.0,1.0
2021-08-27,186.38,192.69,186.38,191.18,185.001414470377,111713,0.0,1.0
2021-08-26,188.21,190.0,184.135,185.65,179.650133886523,101750,0.0,1.0
2021-08-25,187.34,189.99,185.05,189.47,183.346678521301,103812,0.0,1.0
2021-08-24,186.34,188.135,183.915,186.68,180.646846183335,159845,0.0,1.0
2021-08-23,179.61,185.0399,179.61,184.51,178.546976587139,122665,0.0,1.0
2021-08-20,177.85,180.83,176.61,177.71,171.966740064497,138001,0.0,1.0
2021-08-19,184.49,185.418,172.15,177.34,171.608697783118,253675,0.0,1.0
2021-08-18,186.86,189.36,185.24,186.16,180.143651625721,106266,0.0,1.0
2021-08-17,188.38,188.38,182.03,187.63,181.566143932821,244160,0.0,1.0
2021-08-16,190.57,194.8,188.155,191.83,185.630407667394,118921,0.0,1.0
2021-08-13,195.3,195.3,190.4705,191.78,185.582023575316,87083,0.0,1.0
2021-08-12,197.17,197.17,191.67,196.13,189.791439586123,84619,0.0,1.0
2021-08-11,194.46,198.79,190.29,198.34,191.930016455981,117693,0.0,1.0
2021-08-10,190.71,197.305,190.0,194.74,188.446361826348,144195,0.0,1.0
2021-08-09,190.06,190.685,184.32,189.51,183.385385794963,111122,0.0,1.0
2021-08-06,194.63,196.28,188.29,191.8,185.601377212147,122367,0.0,1.0
2021-08-05,185.93,192.445,185.5959,192.27,186.056187677682,98496,0.0,1.0
2021-08-04,185.63,188.02,182.73,185.21,179.224353876234,147122,0.0,1.0
2021-08-03,188.63,189.07,183.79,188.69,182.59188668488,170305,0.0,1.0
2021-08-02,191.4,197.01,188.2552,188.63,182.533825774386,133407,0.0,1.0
2021-07-30,194.84,198.84,187.81,190.12,183.975671718318,166385,0.0,1.0
2021-07-29,199.03,201.27,193.5101,196.23,189.888207770279,229911,0.0,1.0
2021-07-28,195.11,196.95,188.0,191.91,185.707822214719,159218,0.0,1.0
2021-07-27,192.44,192.72,187.0,192.35,186.133602225008,129183,0.0,1.0
2021-07-26,190.22,194.49,189.38,194.1,187.827045447746,226890,0.0,1.0
2021-07-23,193.21,194.97,188.63,189.51,183.385385794963,166648,0.0,1.0
2021-07-22,194.35,195.44,190.32,190.9,184.730463554738,134550,0.0,1.0
2021-07-21,191.05,197.44,190.72,196.36,190.014006409683,289523,0.0,1.0
2021-07-20,176.13,189.48,175.07,188.45,182.359643042904,293775,0.0,1.0
2021-07-19,176.62,179.577,171.53,174.94,169.286261363363,201645,0.0,1.0
2021-07-16,189.91,191.7328,181.1911,182.26,176.369692443618,181679,0.0,1.0
2021-07-15,186.03,189.87,183.43,188.02,181.943539851032,152606,0.0,1.0
2021-07-14,191.83,195.82,184.7,186.43,180.404925722943,380847,0.0,1.0
2021-07-13,192.67,192.67,188.05,189.25,183.133788516156,245668,0.0,1.0
2021-07-12,191.34,193.46,189.91,193.24,186.994839064,87139,0.0,1.0
2021-07-09,192.85,194.065,191.53,192.53,186.307784956489,91981,0.0,1.0
2021-07-08,184.71,191.69,183.22,188.7,182.601563503296,147053,0.0,1.0
2021-07-07,189.34,191.22,185.19,189.33,183.211203063482,164990,0.0,1.0
2021-07-06,195.83,195.83,190.38,191.28,185.098182654533,106889,0.0,1.0
2021-07-02,200.32,200.61,195.0,195.13,188.823757744558,134384,0.0,1.0
2021-07-01,194.97,198.82,194.97,197.53,191.146194164314,198049,0.0,1.0
2021-06-30,191.01,195.75,191.01,194.0,187.73027726359,166860,0.0,1.0
2021-06-29,191.52,193.55,189.57,190.5,184.343390818112,153659,0.0,1.0
2021-06-28,190.79,191.86,187.09,191.15,184.97238401513,277311,0.0,1.0
2021-06-25,197.33,197.33,188.35,190.27,184.120823994553,886001,0.0,1.0
2021-06-24,199.47,199.86,194.785,197.54,191.155870982729,184496,0.0,1.0
2021-06-23,200.36,201.75,196.35,198.06,191.659065540343,185312,0.0,1.0
2021-06-22,202.72,202.72,196.79,199.65,193.197679668431,201489,0.0,1.0
2021-06-21,196.36,203.38,196.05,202.98,196.420060200842,210259,0.0,1.0
2021-06-18,198.21,200.4809,192.96,194.85,188.55280682892,345504,0.0,1.0
2021-06-17,203.39,205.0321,197.745,200.61,194.126654236334,201546,0.0,1.0
2021-06-16,202.14,205.82,199.7663,202.52,195.974926553722,304517,0.0,1.0
2021-06-15,207.03,207.4235,201.0,202.5,195.955572916891,271745,0.0,1.0
2021-06-14,211.16,211.75,205.355,207.3,200.600445756403,181469,0.0,1.0
2021-06-11,206.77,213.3,206.77,211.03,204.20989902544,448907,0.0,1.0
2021-06-10,216.08,217.0,206.2,206.87,200.18434256453,260252,0.0,1.0
2021-06-09,219.83,221.29,213.51,214.54,207.606462289333,140459,0.0,1.0
2021-06-08,217.11,220.71,214.2,218.19,211.138501011044,165288,0.0,1.0
2021-06-07,217.87,218.535,215.33,215.92,208.941863230692,154396,0.0,1.0
2021-06-04,216.21,218.82,214.67,217.15,210.132111895817,109514,0.0,1.0
2021-06-03,219.74,219.765,213.36,216.02,209.038631414849,126119,0.0,1.0
2021-06-02,230.31,230.65,220.92,221.65,214.486680182859,183531,0.0,1.0
2021-06-01,225.35,230.01,225.16,228.22,220.84434988194,220540,0.0,1.0
2021-05-28,226.0,227.5,220.66,221.46,214.302820632962,99408,0.0,1.0
2021-05-27,227.5,227.5,221.8,225.22,217.941304357246,157743,0.0,1.0
2021-05-26,220.68,225.45,219.98,224.96,217.689707078439,142292,0.0,1.0
2021-05-25,224.09,227.91,218.99,219.91,212.802913778536,173034,0.0,1.0
2021-05-24,218.21,224.79,216.58,221.69,214.525387456522,175192,0.0,1.0
2021-05-21,220.0,221.95,213.31,216.72,209.716008703944,267364,0.0,1.0
2021-05-20,220.83,221.82,215.13,218.83,211.757817389646,177918,0.0,1.0
2021-05-19,218.13,223.1,215.26,221.12,213.97380880683,163759,0.0,1.0
2021-05-18,230.0,231.0,222.16,222.42,215.231795200864,165275,0.0,1.0
2021-05-17,226.19,230.47,225.24,229.33,221.918476726077,119777,0.0,1.0
2021-05-14,226.61,235.08,224.32,229.2,221.792678086674,235987,0.0,1.0
2021-05-13,216.52,223.99,216.52,222.83,215.628544755906,209509,0.0,1.0
2021-05-12,221.42,224.94,213.25,214.21,207.287127281616,134515,0.0,1.0
2021-05-11,216.19,225.0,211.48,224.13,216.88653114994,312327,0.0,1.0
2021-05-10,223.78,226.0,219.06,219.49,212.396487405079,295836,0.0,1.0
2021-05-07,222.92,226.0,218.9,224.74,217.476817073294,914081,0.0,1.0
2021-05-06,216.99,221.0,216.41,221.0,213.857686985842,944358,0.0,1.0
2021-05-05,243.99,244.42,232.55,234.0,226.437550926185,257362,0.0,1.0
2021-05-04,234.1,234.1,226.87,230.36,222.915189022889,151403,0.0,1.0
2021-05-03,238.21,238.21,230.9,235.67,228.053579601599,158748,0.0,1.0
2021-04-30,233.24,238.0,233.24,235.73,228.111640512093,94748,0.0,1.0
2021-04-29,235.83,237.0569,233.0101,235.53,227.91810414378,69818,0.0,1.0
2021-04-28,238.52,240.94,233.46,235.07,227.47297049666,87880,0.0,1.0
2021-04-27,242.09,242.09,236.7,239.39,231.65335605222,67484,0.0,1.0
2021-04-26,244.01,245.99,238.41,240.59,232.814574262098,116921,0.0,1.0
2021-04-23,235.0,243.37,233.44,240.81,233.027464267242,97825,0.0,1.0
2021-04-22,240.93,242.98,231.47,232.73,225.208594987398,113814,0.0,1.0
2021-04-21,230.31,239.48,228.3025,239.45,231.711416962714,101617,0.0,1.0
2021-04-20,240.95,240.95,227.92,231.47,223.989315867026,142015,0.0,1.0
2021-04-19,243.84,245.06,240.2,243.41,235.543437055311,57222,0.0,1.0
2021-04-16,249.4,249.81,243.79,244.08,236.19178388916,67116,0.0,1.0
2021-04-15,252.35,252.35,246.5,249.25,241.19469901005,52002,0.0,1.0
2021-04-14,251.82,254.97,248.19,248.75,240.710858089268,91009,0.0,1.0
2021-04-13,247.27,248.9,238.885,248.31,240.285078078979,134449,0.0,1.0
2021-04-12,254.09,254.09,246.51,249.3,241.243083102128,95429,0.0,1.0
2021-04-09,250.01,253.59,245.275,252.82,244.649323184437,101341,0.0,1.0
2021-04-08,250.2,253.64,243.01,251.01,242.897819051204,118699,0.0,1.0
2021-04-07,252.49,253.82,247.99,250.53,242.433331767253,101243,0.0,1.0
2021-04-06,248.69,255.76,248.69,251.93,243.788086345444,95363,0.0,1.0
2021-04-05,248.78,254.0,246.7385,250.11,242.026905393796,173229,0.0,1.0
2021-04-01,245.54,248.44,240.62,244.75,236.840130723008,107311,0.0,1.0
2021-03-31,245.7,247.3508,240.58,244.06,236.172430252328,185550,0.0,1.0
2021-03-30,243.47,249.03,243.055,247.58,239.578670334637,126693,0.0,1.0
2021-03-29,250.44,253.54,236.98,241.2,233.404860185453,219193,0.0,1.0
2021-03-26,251.93,252.85,242.01,250.47,242.375270856759,159824,0.0,1.0
2021-03-25,233.15,248.78,230.4,247.01,239.027091684945,195108,0.0,1.0
2021-03-24,247.06,249.52,234.69,234.7,227.114928215281,185984,0.0,1.0
2021-03-23,245.0,251.9,240.0,241.49,233.685487919506,226009,0.0,1.0
2021-03-22,255.3,255.3,246.225,247.96,239.946389434431,163847,0.0,1.0
2021-03-19,254.22,260.7,246.92,257.74,249.410317844936,267462,0.0,1.0
2021-03-18,261.98,266.07,252.99,255.685,247.42173166052,183840,0.0,1.0
2021-03-17,255.96,264.83,252.3581,262.63,254.142282050188,172221,0.0,1.0
2021-03-16,271.29,271.29,255.52,256.97,248.665202826931,187028,0.0,1.0
2021-03-15,258.74,270.29,254.045,268.81,260.122555831059,273973,0.0,1.0
2021-03-12,250.32,256.3,250.32,253.71,245.510560023429,291985,0.0,1.0
2021-03-11,254.12,256.27,246.86,251.13,243.013940872192,198317,0.0,1.0
2021-03-10,257.88,261.96,242.71,250.98,242.868788595957,172589,0.0,1.0
2021-03-09,259.67,260.39,251.01,258.21,249.865128310471,180275,0.0,1.0
2021-03-08,249.99,262.87,246.87,258.17,249.826421036809,211656,0.0,1.0
2021-03-05,247.66,247.66,229.28,244.07,236.182107070744,178560,0.0,1.0
2021-03-04,250.26,252.05,232.7,244.03,236.143399797081,173256,0.0,1.0
2021-03-03,254.64,262.3094,249.38,250.56,242.4623622225,206450,0.0,1.0
2021-03-02,250.87,253.58,245.03,252.19,244.039683624251,124638,0.0,1.0
2021-03-01,257.49,258.9699,248.57,252.19,244.039683624251,151808,0.0,1.0
2021-02-26,249.89,256.37,243.52,252.19,244.039683624251,95835,0.0,1.0
2021-02-25,259.94,260.0,244.5,248.71,240.672150815605,107822,0.0,1.0
2021-02-24,246.47,259.99,243.735,256.97,248.665202826931,202294,0.0,1.0
2021-02-23,252.75,252.75,238.46,244.6,236.694978446773,188207,0.0,1.0
2021-02-22,242.38,257.0,239.477,247.44,239.443194876818,202298,0.0,1.0
2021-02-19,229.69,243.97,228.7,242.76,234.914443858294,189509,0.0,1.0
2021-02-18,223.0,229.9,220.65,229.48,222.063629002312,144430,0.0,1.0
2021-02-17,213.25,223.98,212.7758,223.68,216.451074321236,96078,0.0,1.0
2021-02-16,215.31,217.43,209.52,215.45,208.487052765157,105356,0.0,1.0
2021-02-12,215.33,217.16,212.42,214.76,207.819352294477,84670,0.0,1.0
2021-02-11,213.39,215.61,210.54,215.43,208.467699128325,110801,0.0,1.0
2021-02-10,210.9,217.11,208.95,216.29,209.299905512071,106793,0.0,1.0
2021-02-09,210.78,216.97,210.01,211.5,204.664709490975,131493,0.0,1.0
2021-02-08,214.69,214.69,209.74,212.31,205.448531782643,197861,0.0,1.0
2021-02-05,216.11,221.18,209.8,213.49,206.590396355689,276084,0.0,1.0
2021-02-04,199.8,221.25,199.8,219.38,212.290042402507,315710,0.0,1.0
2021-02-03,188.63,193.61,187.48,193.36,187.110960884988,130360,0.0,1.0
2021-02-02,187.71,189.73,182.99,187.7,181.633881661731,58583,0.0,1.0
2021-02-01,183.21,185.55,178.685,183.92,177.976044300615,80877,0.0,1.0
2021-01-29,186.74,186.74,178.66,181.49,175.624577425613,82307,0.0,1.0
2021-01-28,183.7,190.07,183.7,187.82,181.750003482719,120548,0.0,1.0
2021-01-27,184.04,186.505,176.52,179.0,173.215049640116,138983,0.0,1.0
2021-01-26,190.88,192.74,187.62,187.98,181.904832577369,67626,0.0,1.0
2021-01-25,189.88,189.88,184.01,188.64,182.543502592802,85918,0.0,1.0
2021-01-22,186.66,192.26,185.0,191.42,185.233658112352,85200,0.0,1.0
2021-01-21,190.93,191.69,186.0993,190.25,184.101470357721,112272,0.0,1.0
2021-01-20,186.5,191.815,186.5,191.31,185.12721310978,90082,0.0,1.0
2021-01-19,187.73,190.54,181.54,185.15,179.16629296574,161187,0.0,1.0
2021-01-15,192.72,192.76,185.445,185.9,179.892054346914,143871,0.0,1.0
2021-01-14,189.89,197.125,189.49,196.11,189.772085949292,166818,0.0,1.0
2021-01-13,186.45,187.8,182.23,187.68,181.614528024899,121989,0.0,1.0
2021-01-12,187.23,189.57,185.1701,187.4,181.343577109261,89110,0.0,1.0
2021-01-11,186.34,189.47,184.33,185.69,179.688841160185,123153,0.0,1.0
2021-01-08,189.11,189.965,183.37,186.92,180.87908982531,123718,0.0,1.0
2021-01-07,188.94,192.425,187.09,190.53,184.372421273359,102667,0.0,1.0
2021-01-06,181.69,190.2,175.0,188.52,182.427380771814,157544,0.0,1.0
2021-01-05,172.91,181.64,172.91,179.76,173.950487839705,108520,0.0,1.0
2021-01-04,188.77,190.68,173.835,174.74,169.09272499505,137306,0.0,1.0
2020-12-31,185.61,190.51,182.96,189.24,183.124111697741,161760,0.0,1.0
2020-12-30,182.28,186.97,181.78,185.99,179.979145712655,192281,0.0,1.0
2020-12-29,181.95,182.62,177.42,181.2,175.343949691559,195824,0.0,1.0
2020-12-28,182.0,184.71,180.26,180.91,175.063321957505,190162,0.0,1.0
2020-12-24,181.06,181.62,178.08,179.23,173.437616463676,69449,0.0,1.0
2020-12-23,175.51,182.91,175.51,179.39,173.592445558326,147450,0.0,1.0
2020-12-22,175.06,177.42,173.68,175.16,169.499151368507,187978,0.0,1.0
2020-12-21,171.49,174.865,170.28,174.22,168.589530437436,293440,0.0,1.0
2020-12-18,179.51,179.51,173.38,175.12,169.460444094844,479619,0.0,1.0
2020-12-17,175.15,176.0,172.78,176.0,170.312004115421,142559,0.0,1.0
2020-12-16,173.72,176.4,172.13,174.37,168.734682713671,206373,0.0,1.0
2020-12-15,174.98,175.18,171.72,174.17,168.541146345358,172851,0.0,1.0
2020-12-14,178.24,178.35,172.25,172.43,166.857379941035,184545,0.0,1.0
2020-12-11,172.31,175.53,170.45,174.71,169.063694539803,303030,0.0,1.0
2020-12-10,175.56,181.06,174.655,177.8,172.053831430238,182700,0.0,1.0
2020-12-09,182.22,184.25,176.69,177.95,172.198983706473,208274,0.0,1.0
2020-12-08,177.74,181.64,177.0,180.32,174.492389670982,119808,0.0,1.0
2020-12-07,179.68,181.74,178.08,179.05,173.263433732194,127372,0.0,1.0
2020-12-04,183.835,186.3199,177.2474,180.63,174.792371041867,146004,0.0,1.0
2020-12-03,176.01,181.99,175.66,180.67,174.83107831553,152244,0.0,1.0
2020-12-02,170.14,176.19,169.32,174.13,168.502439071695,102800,0.0,1.0
2020-12-01,173.73,174.1949,169.3664,172.59,167.012209035685,90115,0.0,1.0
2020-11-30,178.19,178.9,169.2,170.19,164.689772615929,146639,0.0,1.0
2020-11-27,171.7,178.26,171.7,177.69,171.947386427666,176321,0.0,1.0
2020-11-25,170.99,173.47,166.1,172.37,166.799319030541,97794,0.0,1.0
2020-11-24,168.0,171.92,166.52,171.25,165.715515367988,201264,0.0,1.0
2020-11-23,155.39,165.64,155.39,165.08,159.744918405533,155926,0.0,1.0
2020-11-20,160.29,160.29,153.04,154.94,149.932624532065,125632,0.0,1.0
2020-11-19,157.42,159.9604,154.3,158.32,153.203389156554,114915,0.0,1.0
2020-11-18,162.01,164.0,156.67,156.82,151.751866394207,155804,0.0,1.0
2020-11-17,159.0,162.235,154.0401,159.52,154.364607366432,127348,0.0,1.0
2020-11-16,160.0,165.74,156.695,162.11,156.870903336085,200410,0.0,1.0
2020-11-13,148.0,155.49,144.99,154.72,149.719734526921,131633,0.0,1.0
2020-11-12,147.33,151.7199,141.85,145.86,141.146073410656,156510,0.0,1.0
2020-11-11,153.7,155.73,148.7305,150.7,145.82965352383,134654,0.0,1.0
2020-11-10,152.98,158.271,151.1235,153.94,148.9649426905,153399,0.0,1.0
2020-11-09,160.0003,174.99,148.73,153.15,148.200474035664,429735,0.0,1.0
2020-11-06,138.99,139.47,135.63,137.97,133.511063680709,91245,0.0,1.0
2020-11-05,133.35,139.38,133.35,138.94,134.449715067026,98383,0.0,1.0
2020-11-04,132.36,136.91,131.25,132.5,128.217844007349,106624,0.0,1.0
2020-11-03,133.38,135.6399,131.1197,133.67,129.350031761979,126431,0.0,1.0
2020-11-02,136.91,136.91,129.3702,131.38,127.134040344796,166139,0.0,1.0
2020-10-30,134.64,137.77,130.41,134.76,130.404804969285,203681,0.0,1.0
2020-10-29,131.53,139.92,126.04,137.57,133.123990944083,243146,0.0,1.0
2020-10-28,127.19,127.79,119.265,123.9,119.89578016989,231518,0.0,1.0
2020-10-27,136.47,136.9147,130.97,132.29,128.01463082062,166195,0.0,1.0
2020-10-26,140.11,141.5,134.94,136.01,131.614407271241,156127,0.0,1.0
2020-10-23,141.2,142.48,139.88,142.28,137.681772417853,131141,0.0,1.0
2020-10-22,134.24,141.85,134.24,141.04,136.481846934313,167823,0.0,1.0
2020-10-21,134.42,135.2,131.87,132.48,128.198490370517,116448,0.0,1.0
2020-10-20,134.77,137.17,133.05,134.42,130.075793143153,132002,0.0,1.0
2020-10-19,130.2,133.99,129.3,132.56,128.275904917842,102952,0.0,1.0
2020-10-16,129.63,132.64,128.69,130.09,125.885730769177,129248,0.0,1.0
2020-10-15,126.8,130.37,125.4492,130.29,126.07926713749,137645,0.0,1.0
2020-10-14,128.2,130.0481,126.85,128.97,124.801927106624,135757,0.0,1.0
2020-10-13,124.18,128.77,122.32,127.58,123.456849346849,186398,0.0,1.0
2020-10-12,128.01,128.79,126.38,127.95,123.814891628228,230056,0.0,1.0
2020-10-09,121.71,124.63,118.58,124.41,120.389297909089,203930,0.0,1.0
2020-10-08,117.62,122.39,117.51,121.78,117.844294665773,276372,0.0,1.0
2020-10-07,115.8,116.75,113.995,116.33,112.570428629244,286502,0.0,1.0
2020-10-06,119.62,120.17,112.71,112.73,109.086773999611,346972,0.0,1.0
2020-10-05,121.47,122.95,117.24,117.66,113.857445478526,234819,0.0,1.0
2020-10-02,115.0,124.71,113.67,119.65,115.78313234324,445259,0.0,1.0
2020-10-01,122.0208,122.0208,117.88,118.18,114.360640036139,286201,0.0,1.0
2020-09-30,124.53,126.13,119.7,119.8,115.928284619474,263015,0.0,1.0
2020-09-29,125.51,126.0672,120.22,121.09,117.176594195093,187936,0.0,1.0
2020-09-28,126.08,131.14,125.6,127.11,123.002038881314,188415,0.0,1.0
2020-09-25,120.7,123.84,120.7,123.76,119.760304712071,115099,0.0,1.0
2020-09-24,125.11,125.57,120.1881,121.5,117.573343750135,172306,0.0,1.0
2020-09-23,127.88,130.73,125.34,125.48,121.424717479563,108001,0.0,1.0
2020-09-22,126.12,128.33,125.63,126.88,122.779472057754,89060,0.0,1.0
2020-09-21,130.01,131.1193,125.5,126.34,122.256923863309,144446,0.0,1.0
2020-09-18,139.21,139.725,133.99,134.5,130.153207690478,372801,0.0,1.0
2020-09-17,140.22,142.581,137.96,138.51,134.033611875154,141125,0.0,1.0
2020-09-16,138.35,144.87,136.81,142.21,137.614034688944,185236,0.0,1.0
2020-09-15,138.62,141.2502,135.23,138.47,133.994904601491,130731,0.0,1.0
2020-09-14,134.58,136.65,133.07,136.42,132.011156826283,132074,0.0,1.0
2020-09-11,133.51,135.24,128.82,133.08,128.779099475456,361837,0.0,1.0
2020-09-10,135.02,138.375,134.27,134.32,129.979024958997,128749,0.0,1.0
2020-09-09,133.45,135.17,130.71,133.84,129.514537675046,282070,0.0,1.0
2020-09-08,132.56,139.24,132.01,134.54,130.191914964141,315198,0.0,1.0
2020-09-04,134.86,135.35,128.8,133.65,129.330678125148,249132,0.0,1.0
2020-09-03,133.4,137.1983,129.4,131.64,127.385637623603,301422,0.0,1.0
2020-09-02,128.56,132.99,127.0,132.56,128.275904917842,278480,0.0,1.0
2020-09-01,126.67,131.16,124.5,128.55,124.395500733167,142516,0.0,1.0
2020-08-31,132.22,134.21,128.55,128.6,124.443884825245,228773,0.0,1.0
2020-08-28,132.75,135.65,131.85,132.99,128.692008109715,340141,0.0,1.0
2020-08-27,125.4,133.4099,124.98,131.55,127.298546257862,260822,0.0,1.0
2020-08-26,123.73,124.36,120.83,122.7,118.734561960013,146978,0.0,1.0
2020-08-25,125.9,125.9,122.06,123.61,119.615152435837,213172,0.0,1.0
2020-08-24,116.79,124.805,116.0806,124.2,120.18608472236,281538,0.0,1.0
2020-08-21,116.52,118.07,114.62,115.63,111.893051340149,133570,0.0,1.0
2020-08-20,115.0,117.35,113.25,116.96,113.18006818943,135243,0.0,1.0
2020-08-19,117.3,121.49,116.0201,116.82,113.044592731611,126628,0.0,1.0
2020-08-18,117.28,117.57,115.75,117.08,113.296190010418,116595,0.0,1.0
2020-08-17,117.62,117.62,114.47,116.38,112.618812721322,151666,0.0,1.0
2020-08-14,117.66,119.39,115.164,118.4,114.573530041284,109976,0.0,1.0
2020-08-13,119.27,121.7529,117.7,118.06,114.244518215151,166997,0.0,1.0
2020-08-12,123.83,125.4,117.5,119.89,116.015375985215,184692,0.0,1.0
2020-08-11,125.43,128.22,121.56,121.95,118.008800578839,378883,0.0,1.0
2020-08-10,118.74,124.0,118.62,119.23,115.376705969782,288852,0.0,1.0
2020-08-07,117.5,120.79,116.55,118.16,114.341286399308,140085,0.0,1.0
2020-08-06,116.02,121.23,114.785,118.01,114.196134123073,229033,0.0,1.0
2020-08-05,114.99,116.91,112.74,115.28,111.554362695601,196126,0.0,1.0
2020-08-04,112.24,114.42,111.53,113.84,110.160900843748,217434,0.0,1.0
2020-08-03,111.42,112.11,108.66,111.37,107.770726695082,210738,0.0,1.0
2020-07-31,109.99,112.19,108.61,112.03,108.409396710515,161611,0.0,1.0
2020-07-30,110.33,113.39,105.08,111.49,107.88684851607,272541,0.0,1.0
2020-07-29,115.37,116.75,113.38,114.79,111.080198593234,263736,0.0,1.0
2020-07-28,112.9,117.49,112.9,115.01,111.293088598379,157294,0.0,1.0
2020-07-27,113.32,115.96,112.3,113.47,109.802858562369,125034,0.0,1.0
2020-07-24,113.38,115.0,112.14,113.58,109.909303564941,137726,0.0,1.0
2020-07-23,112.19,117.82,110.93,113.76,110.083486296422,152229,0.0,1.0
2020-07-22,112.7,114.33,111.795,113.17,109.512554009899,99934,0.0,1.0
2020-07-21,111.74,115.4,111.62,113.16,109.502877191483,132272,0.0,1.0
2020-07-20,112.73,113.59,109.3,110.25,106.68692303253,172488,0.0,1.0
2020-07-17,114.91,115.78,112.53,113.34,109.677059922965,208030,0.0,1.0
2020-07-16,115.59,118.36,113.55,115.77,112.028526797968,217347,0.0,1.0
2020-07-15,115.62,119.74,114.87,118.81,114.970279596325,245141,0.0,1.0
2020-07-14,107.34,113.72,107.34,111.89,108.273921252696,155354,0.0,1.0
2020-07-13,112.82,114.0,107.8,109.89,106.338557569566,291938,0.0,1.0
2020-07-10,102.89,111.48,101.44,110.29,106.725630306192,255026,0.0,1.0
2020-07-09,108.35,109.4,100.1,101.74,98.4519505608124,309978,0.0,1.0
2020-07-08,106.49,110.96,104.71,110.21,106.648215758867,184445,0.0,1.0
2020-07-07,108.7,110.25,106.22,106.81,103.358097497546,152393,0.0,1.0
2020-07-06,111.87,113.24,109.0,111.32,107.722342603004,122243,0.0,1.0
2020-07-02,111.79,113.8,108.6,109.22,105.690210735718,110559,0.0,1.0
2020-07-01,111.86,114.43,108.19,108.29,104.790266623062,248462,0.0,1.0
2020-06-30,110.23,112.34,106.94,109.21,105.680533917302,198250,0.0,1.0
2020-06-29,107.79,112.48,104.02,111.63,108.022323973889,277312,0.0,1.0
2020-06-26,105.46,107.7,99.27,106.7,103.251652494974,753641,0.0,1.0
2020-06-25,105.73,108.05,103.31,106.95,103.493572955366,252920,0.0,1.0
2020-06-24,112.89,112.95,107.23,107.89,104.403193886436,210502,0.0,1.0
2020-06-23,112.38,116.0,109.9,114.5,110.79957085918,302187,0.0,1.0
2020-06-22,110.21,113.35,107.53,110.3,106.735307124608,342451,0.0,1.0
2020-06-19,115.6,115.81,105.73,109.34,105.806332556706,415266,0.0,1.0
2020-06-18,111.01,115.09,109.73,114.02,110.335083575229,146861,0.0,1.0
2020-06-17,113.33,115.96,110.51,113.97,110.286699483151,231552,0.0,1.0
2020-06-16,123.0,123.01,111.22,115.34,111.612423606095,276197,0.0,1.0
2020-06-15,106.01,116.09,105.28,114.24,110.547973580374,248575,0.0,1.0
2020-06-12,117.75,120.96,105.81,112.99,109.338371278417,594229,0.0,1.0
2020-06-11,111.0,116.44,104.91,106.97,103.512926592197,395583,0.0,1.0
2020-06-10,127.5,127.5,117.42,121.93,117.989446942008,329183,0.0,1.0
2020-06-09,129.88,132.56,121.59,129.97,125.769608948189,409408,0.0,1.0
2020-06-08,129.26,134.55,127.45,133.75,129.427446309305,462985,0.0,1.0
2020-06-05,136.01,139.68,120.92,124.1,120.089316538203,656405,0.0,1.0
2020-06-04,124.01,131.92,122.33,125.84,121.773082942526,650322,0.0,1.0
2020-06-03,115.47,126.19,114.72,121.66,117.728172844785,525017,0.0,1.0
2020-06-02,111.07,114.12,108.69,112.65,109.009359452285,308321,0.0,1.0
2020-06-01,108.13,113.05,107.31,108.96,105.438613456911,337020,0.0,1.0
2020-05-29,102.96,109.93,102.02,106.55,103.10650021874,347085,0.0,1.0
