,LIVN_Open,LIVN_High,LIVN_Low,LIVN_Close,LIVN_Adj Close,LIVN_Volume,LIVN_Dividend Amount,LIVN_Split Coefficient
2023-04-27,48.08,48.195,47.25,47.71,47.71,378919,0.0,1.0
2023-04-26,47.69,48.49,47.5,48.19,48.19,381410,0.0,1.0
2023-04-25,48.28,48.85,47.85,47.94,47.94,332753,0.0,1.0
2023-04-24,49.69,50.05,48.67,48.77,48.77,325125,0.0,1.0
2023-04-21,49.71,50.07,49.14,49.82,49.82,331357,0.0,1.0
2023-04-20,48.63,50.48,48.51,49.63,49.63,575868,0.0,1.0
2023-04-19,47.7,49.35,47.595,49.02,49.02,681978,0.0,1.0
2023-04-18,48.01,48.08,46.56,47.79,47.79,746610,0.0,1.0
2023-04-17,42.91,48.27,42.5,48.0,48.0,1629431,0.0,1.0
2023-04-14,43.32,43.62,42.47,42.59,42.59,435400,0.0,1.0
2023-04-13,42.54,43.795,42.44,43.31,43.31,531004,0.0,1.0
2023-04-12,43.38,43.945,42.25,42.28,42.28,491440,0.0,1.0
2023-04-11,42.96,43.57,42.73,43.02,43.02,355536,0.0,1.0
2023-04-10,42.69,43.055,42.5,43.01,43.01,454590,0.0,1.0
2023-04-06,43.72,43.9,42.905,43.05,43.05,248532,0.0,1.0
2023-04-05,42.59,43.65,42.27,43.62,43.62,405565,0.0,1.0
2023-04-04,42.72,42.98,42.17,42.64,42.64,437888,0.0,1.0
2023-04-03,43.54,43.54,42.53,42.66,42.66,369846,0.0,1.0
2023-03-31,42.94,43.9,42.72,43.58,43.58,628569,0.0,1.0
2023-03-30,42.55,42.91,42.275,42.71,42.71,350438,0.0,1.0
2023-03-29,42.19,42.52,41.87,42.3,42.3,330688,0.0,1.0
2023-03-28,42.41,42.8425,41.89,42.02,42.02,369704,0.0,1.0
2023-03-27,42.2,42.94,41.84,42.5,42.5,669212,0.0,1.0
2023-03-24,42.26,42.26,41.445,41.7,41.7,666901,0.0,1.0
2023-03-23,43.75,43.8899,42.31,42.47,42.47,568308,0.0,1.0
2023-03-22,43.66,44.865,43.035,43.46,43.46,606728,0.0,1.0
2023-03-21,43.86,44.67,42.96,43.66,43.66,606775,0.0,1.0
2023-03-20,42.9,44.08,42.66,43.61,43.61,556347,0.0,1.0
2023-03-17,41.66,42.99,41.66,42.71,42.71,1155246,0.0,1.0
2023-03-16,41.35,42.11,40.26,42.08,42.08,1100932,0.0,1.0
2023-03-15,40.83,41.63,40.605,41.46,41.46,928664,0.0,1.0
2023-03-14,41.75,41.75,41.05,41.54,41.54,620016,0.0,1.0
2023-03-13,40.84,42.165,40.4,40.84,40.84,590227,0.0,1.0
2023-03-10,42.81,43.08,41.09,41.2,41.2,547749,0.0,1.0
2023-03-09,43.78,43.78,42.73,42.77,42.77,485177,0.0,1.0
2023-03-08,44.31,44.555,43.36,43.58,43.58,619325,0.0,1.0
2023-03-07,45.44,45.76,44.14,44.34,44.34,824671,0.0,1.0
2023-03-06,46.05,46.34,45.32,45.4,45.4,2146048,0.0,1.0
2023-03-03,46.64,46.9,46.15,46.25,46.25,533147,0.0,1.0
2023-03-02,46.02,47.1,45.48,46.48,46.48,732668,0.0,1.0
2023-03-01,47.2,47.43,46.37,46.43,46.43,524676,0.0,1.0
2023-02-28,47.99,48.235,47.31,47.32,47.32,583053,0.0,1.0
2023-02-27,49.13,49.13,47.89,47.99,47.99,549750,0.0,1.0
2023-02-24,48.68,49.34,48.24,48.8,48.8,613408,0.0,1.0
2023-02-23,49.08,51.35,48.86,49.33,49.33,777296,0.0,1.0
2023-02-22,55.46,55.46,48.365,48.62,48.62,1065560,0.0,1.0
2023-02-21,55.41,55.74,54.02,54.58,54.58,399474,0.0,1.0
2023-02-17,54.33,56.04,53.56,55.9,55.9,381598,0.0,1.0
2023-02-16,53.76,55.13,52.75,54.26,54.26,408506,0.0,1.0
2023-02-15,54.17,55.025,53.85,54.64,54.64,252546,0.0,1.0
2023-02-14,54.5,55.43,54.07,54.66,54.66,223093,0.0,1.0
2023-02-13,55.02,55.23,54.6,54.88,54.88,168124,0.0,1.0
2023-02-10,55.13,55.64,54.4,54.94,54.94,187468,0.0,1.0
2023-02-09,56.0,56.62,54.7,55.15,55.15,288914,0.0,1.0
2023-02-08,55.36,56.57,55.29,55.79,55.79,258922,0.0,1.0
2023-02-07,54.5,55.77,54.16,55.68,55.68,409787,0.0,1.0
2023-02-06,57.71,58.005,54.37,54.79,54.79,493599,0.0,1.0
2023-02-03,57.7,59.29,57.36,58.14,58.14,618760,0.0,1.0
2023-02-02,56.21,58.07,56.21,58.05,58.05,868992,0.0,1.0
2023-02-01,56.29,56.68,55.26,55.75,55.75,666392,0.0,1.0
2023-01-31,55.16,56.24,55.16,56.2,56.2,386928,0.0,1.0
2023-01-30,54.84,56.0,54.43,55.0,55.0,338075,0.0,1.0
2023-01-27,55.63,56.42,55.26,55.28,55.28,287180,0.0,1.0
2023-01-26,56.39,56.74,55.27,55.7,55.7,314971,0.0,1.0
2023-01-25,55.94,56.245,55.11,56.13,56.13,322564,0.0,1.0
2023-01-24,57.22,57.6,56.22,56.41,56.41,405245,0.0,1.0
2023-01-23,56.96,57.41,56.28,57.13,57.13,321966,0.0,1.0
2023-01-20,57.74,57.74,55.73,56.85,56.85,422032,0.0,1.0
2023-01-19,56.4,57.655,56.25,57.23,57.23,458546,0.0,1.0
2023-01-18,56.63,58.09,56.01,56.52,56.52,372612,0.0,1.0
2023-01-17,57.4,58.22,56.65,56.73,56.73,395076,0.0,1.0
2023-01-13,56.9,57.94,56.85,57.67,57.67,389585,0.0,1.0
2023-01-12,57.14,57.39,55.05,57.07,57.07,683295,0.0,1.0
2023-01-11,56.61,57.625,56.37,56.94,56.94,570509,0.0,1.0
2023-01-10,55.84,57.09,55.36,56.42,56.42,890862,0.0,1.0
2023-01-09,56.81,57.35,55.6475,55.95,55.95,330120,0.0,1.0
2023-01-06,56.46,57.55,54.93,56.35,56.35,241289,0.0,1.0
2023-01-05,56.07,56.98,55.09,56.06,56.06,259522,0.0,1.0
2023-01-04,55.93,56.78,55.26,56.19,56.19,731929,0.0,1.0
2023-01-03,56.01,57.29,54.69,55.19,55.19,308653,0.0,1.0
2022-12-30,55.3,55.85,54.84,55.54,55.54,259013,0.0,1.0
2022-12-29,54.28,56.02,53.77,55.68,55.68,381936,0.0,1.0
2022-12-28,54.26,55.25,53.58,53.85,53.85,278981,0.0,1.0
2022-12-27,53.79,54.46,52.82,54.02,54.02,243547,0.0,1.0
2022-12-23,54.2,54.51,52.77,53.7,53.7,241418,0.0,1.0
2022-12-22,53.77,54.2,51.52,54.08,54.08,370519,0.0,1.0
2022-12-21,55.37,56.3,53.88,53.97,53.97,386592,0.0,1.0
2022-12-20,53.7,55.48,53.555,55.18,55.18,434564,0.0,1.0
2022-12-19,53.41,54.23,52.55,54.04,54.04,496298,0.0,1.0
2022-12-16,53.88,54.621,53.09,53.61,53.61,877666,0.0,1.0
2022-12-15,54.56,55.58,53.73,54.37,54.37,319622,0.0,1.0
2022-12-14,55.73,56.17,54.5,55.46,55.46,336972,0.0,1.0
2022-12-13,55.93,56.75,55.105,55.8,55.8,265861,0.0,1.0
2022-12-12,54.24,55.14,54.025,54.24,54.24,219182,0.0,1.0
2022-12-09,54.45,55.2,54.02,54.24,54.24,177016,0.0,1.0
2022-12-08,54.13,55.0125,53.36,54.72,54.72,202742,0.0,1.0
2022-12-07,53.89,54.65,53.77,53.77,53.77,197789,0.0,1.0
2022-12-06,55.01,55.01,53.68,54.01,54.01,249497,0.0,1.0
2022-12-05,55.4,55.585,54.24,55.1,55.1,523036,0.0,1.0
2022-12-02,55.35,56.46,55.35,55.69,55.69,225310,0.0,1.0
2022-12-01,56.05,57.28,54.445,56.16,56.16,311209,0.0,1.0
2022-11-30,53.26,55.46,52.36,55.37,55.37,372571,0.0,1.0
2022-11-29,52.17,53.0838,52.115,52.93,52.93,183879,0.0,1.0
2022-11-28,53.53,53.935,51.91,52.4,52.4,296702,0.0,1.0
2022-11-25,53.49,54.065,53.34,53.67,53.67,78231,0.0,1.0
2022-11-23,53.85,54.71,52.855,53.72,53.72,221778,0.0,1.0
2022-11-22,52.65,55.415,51.28,53.62,53.62,315643,0.0,1.0
2022-11-21,52.55,54.26,52.475,52.68,52.68,238589,0.0,1.0
2022-11-18,53.1,53.695,51.435,53.04,53.04,663716,0.0,1.0
2022-11-17,50.67,52.655,50.02,52.13,52.13,1668098,0.0,1.0
2022-11-16,53.5,53.78,51.06,51.35,51.35,373001,0.0,1.0
2022-11-15,50.64,53.78,50.63,53.56,53.56,759380,0.0,1.0
2022-11-14,51.82,52.06,50.005,50.15,50.15,911482,0.0,1.0
2022-11-11,50.87,52.21,49.2295,52.11,52.11,392572,0.0,1.0
2022-11-10,50.75,51.84,50.61,50.82,50.82,475899,0.0,1.0
2022-11-09,48.28,49.14,47.33,48.71,48.71,264612,0.0,1.0
2022-11-08,49.81,49.81,47.845,48.63,48.63,533943,0.0,1.0
2022-11-07,48.54,50.09,47.68,49.83,49.83,477804,0.0,1.0
2022-11-04,48.83,50.18,47.1901,47.89,47.89,401289,0.0,1.0
2022-11-03,47.23,48.29,46.5148,47.81,47.81,386034,0.0,1.0
2022-11-02,46.61,49.86,46.61,48.2,48.2,739802,0.0,1.0
2022-11-01,48.35,48.35,46.625,46.76,46.76,695198,0.0,1.0
2022-10-31,47.59,47.59,45.4675,47.1,47.1,613740,0.0,1.0
2022-10-28,48.19,49.12,47.25,47.5,47.5,648703,0.0,1.0
2022-10-27,48.83,49.23,47.68,48.2,48.2,264568,0.0,1.0
2022-10-26,48.12,49.95,47.81,48.73,48.73,456012,0.0,1.0
2022-10-25,45.17,48.065,44.8,47.51,47.51,403686,0.0,1.0
2022-10-24,45.77,46.31,44.91,44.99,44.99,373188,0.0,1.0
2022-10-21,45.86,46.28,44.96,45.72,45.72,357660,0.0,1.0
2022-10-20,46.34,47.44,45.67,45.73,45.73,395603,0.0,1.0
2022-10-19,46.7,47.18,45.62,46.22,46.22,286113,0.0,1.0
2022-10-18,47.92,48.65,46.895,47.08,47.08,328885,0.0,1.0
2022-10-17,44.4,47.075,44.34,46.71,46.71,438883,0.0,1.0
2022-10-14,45.14,45.8,43.81,43.88,43.88,244992,0.0,1.0
2022-10-13,43.68,45.51,42.87,44.89,44.89,389424,0.0,1.0
2022-10-12,44.49,45.355,43.68,44.35,44.35,494298,0.0,1.0
2022-10-11,45.33,46.0,41.82,44.18,44.18,1312175,0.0,1.0
2022-10-10,48.87,49.38,47.74,48.93,48.93,305356,0.0,1.0
2022-10-07,49.98,50.0,48.155,48.5,48.5,343078,0.0,1.0
2022-10-06,51.5,52.21,50.44,50.5,50.5,388131,0.0,1.0
2022-10-05,51.32,51.97,50.25,51.47,51.47,247652,0.0,1.0
2022-10-04,50.83,52.91,50.83,52.12,52.12,432969,0.0,1.0
2022-10-03,50.87,51.4,49.74,50.8,50.8,267183,0.0,1.0
2022-09-30,48.46,52.9,48.46,50.77,50.77,629875,0.0,1.0
2022-09-29,48.65,48.65,47.09,48.37,48.37,536349,0.0,1.0
2022-09-28,50.58,50.6775,49.13,49.2,49.2,527784,0.0,1.0
2022-09-27,51.03,51.42,49.655,50.01,50.01,384435,0.0,1.0
2022-09-26,50.17,51.35,50.17,50.48,50.48,549630,0.0,1.0
2022-09-23,48.88,50.38,47.55,50.32,50.32,771264,0.0,1.0
2022-09-22,50.57,50.83,49.2,49.35,49.35,402820,0.0,1.0
2022-09-21,53.15,53.26,50.7,50.89,50.89,414795,0.0,1.0
2022-09-20,53.36,53.36,52.06,53.02,53.02,362656,0.0,1.0
2022-09-19,54.31,54.315,52.6,53.79,53.79,296278,0.0,1.0
2022-09-16,56.12,56.685,54.1695,54.99,54.99,421571,0.0,1.0
2022-09-15,55.65,57.765,55.649,56.8,56.8,308708,0.0,1.0
2022-09-14,57.46,57.56,55.18,55.73,55.73,445688,0.0,1.0
2022-09-13,57.59,58.64,57.09,57.56,57.56,224523,0.0,1.0
2022-09-12,58.28,59.86,57.63,59.19,59.19,261118,0.0,1.0
2022-09-09,56.86,58.15,56.67,57.72,57.72,215899,0.0,1.0
2022-09-08,54.09,56.53,53.795,56.45,56.45,243355,0.0,1.0
2022-09-07,53.58,54.965,53.565,54.74,54.74,336097,0.0,1.0
2022-09-06,54.4,54.72,53.28,53.67,53.67,275879,0.0,1.0
2022-09-02,54.88,55.8,54.19,54.39,54.39,362543,0.0,1.0
2022-09-01,55.63,56.09,53.72,54.68,54.68,615149,0.0,1.0
2022-08-31,56.12,57.15,55.395,56.25,56.25,575475,0.0,1.0
2022-08-30,59.23,59.72,55.31,55.56,55.56,759167,0.0,1.0
2022-08-29,62.79,62.8,56.4,58.65,58.65,1793274,0.0,1.0
2022-08-26,66.17,66.73,64.61,64.84,64.84,591893,0.0,1.0
2022-08-25,65.23,66.57,64.895,66.5,66.5,291864,0.0,1.0
2022-08-24,63.94,65.25,63.69,65.04,65.04,638672,0.0,1.0
2022-08-23,63.43,64.41,63.04,64.09,64.09,504126,0.0,1.0
2022-08-22,63.91,64.63,63.32,63.76,63.76,494945,0.0,1.0
2022-08-19,63.83,65.21,62.66,64.99,64.99,627708,0.0,1.0
2022-08-18,63.09,64.31,62.015,64.08,64.08,319742,0.0,1.0
2022-08-17,62.4,64.04,62.08,63.32,63.32,367920,0.0,1.0
2022-08-16,65.16,65.16,63.04,63.1,63.1,377131,0.0,1.0
2022-08-15,64.58,65.9,64.12,65.51,65.51,319068,0.0,1.0
2022-08-12,63.66,64.81,63.42,64.71,64.71,169986,0.0,1.0
2022-08-11,63.36,64.74,63.32,63.54,63.54,219529,0.0,1.0
2022-08-10,61.91,63.17,61.525,63.17,63.17,314855,0.0,1.0
2022-08-09,61.44,62.0,60.6,60.92,60.92,236121,0.0,1.0
2022-08-08,62.31,62.59,61.19,61.83,61.83,336575,0.0,1.0
2022-08-05,60.65,63.0925,60.62,61.88,61.88,280797,0.0,1.0
2022-08-04,62.41,62.41,60.7,61.27,61.27,361204,0.0,1.0
2022-08-03,62.73,64.95,60.76,62.89,62.89,707497,0.0,1.0
2022-08-02,63.27,64.22,62.66,63.19,63.19,577324,0.0,1.0
2022-08-01,62.91,64.91,62.63,63.33,63.33,402943,0.0,1.0
2022-07-29,63.79,64.11,62.93,63.67,63.67,191639,0.0,1.0
2022-07-28,64.16,64.365,62.26,64.11,64.11,186664,0.0,1.0
2022-07-27,63.04,64.34,62.84,64.02,64.02,201579,0.0,1.0
2022-07-26,61.34,62.83,60.53,62.68,62.68,312620,0.0,1.0
2022-07-25,61.02,62.57,60.59,61.24,61.24,299870,0.0,1.0
2022-07-22,61.58,62.17,60.32,60.6,60.6,301369,0.0,1.0
2022-07-21,60.99,61.63,60.22,61.25,61.25,431049,0.0,1.0
2022-07-20,60.52,61.595,60.09,60.81,60.81,536104,0.0,1.0
2022-07-19,60.64,61.405,59.64,60.6,60.6,284101,0.0,1.0
2022-07-18,62.15,62.43,59.45,59.64,59.64,246113,0.0,1.0
2022-07-15,62.18,62.71,61.09,61.4,61.4,336070,0.0,1.0
2022-07-14,59.1,61.35,58.62,60.52,60.52,511162,0.0,1.0
2022-07-13,60.02,61.29,59.01,60.2,60.2,247793,0.0,1.0
2022-07-12,61.17,62.69,60.62,61.07,61.07,292208,0.0,1.0
2022-07-11,60.87,62.18,59.5125,61.54,61.54,802848,0.0,1.0
2022-07-08,61.44,62.85,60.68,61.35,61.35,299185,0.0,1.0
2022-07-07,61.62,63.255,61.24,61.66,61.66,280115,0.0,1.0
2022-07-06,62.54,64.06,60.58,61.64,61.64,376901,0.0,1.0
2022-07-05,62.43,63.0,60.99,62.73,62.73,353622,0.0,1.0
2022-07-01,62.11,63.46,61.17,63.3,63.3,324547,0.0,1.0
2022-06-30,63.09,64.04,61.59,62.47,62.47,413445,0.0,1.0
2022-06-29,63.43,64.37,62.37,64.25,64.25,189089,0.0,1.0
2022-06-28,65.13,66.56,63.48,63.6,63.6,221917,0.0,1.0
2022-06-27,65.13,65.405,63.8,64.45,64.45,182763,0.0,1.0
2022-06-24,62.9,64.69,62.4507,64.57,64.57,531157,0.0,1.0
2022-06-23,60.9,62.85,60.59,62.38,62.38,194283,0.0,1.0
2022-06-22,59.12,61.65,59.12,60.78,60.78,243275,0.0,1.0
2022-06-21,60.2,61.19,59.57,59.65,59.65,274749,0.0,1.0
2022-06-17,58.46,60.46,58.25,58.95,58.95,535728,0.0,1.0
2022-06-16,58.09,58.85,56.13,57.25,57.25,457073,0.0,1.0
2022-06-15,62.95,63.8,59.01,59.94,59.94,547827,0.0,1.0
2022-06-14,63.71,63.71,61.2,62.42,62.42,564047,0.0,1.0
2022-06-13,63.93,64.68,62.96,63.66,63.66,206118,0.0,1.0
2022-06-10,66.36,67.5,65.92,66.26,66.26,229877,0.0,1.0
2022-06-09,69.48,69.8,67.54,67.63,67.63,308596,0.0,1.0
2022-06-08,69.23,70.57,69.21,70.05,70.05,657969,0.0,1.0
2022-06-07,66.74,69.98,66.74,69.88,69.88,215330,0.0,1.0
2022-06-06,69.46,69.46,66.2,67.66,67.66,289889,0.0,1.0
2022-06-03,69.55,70.05,67.79,68.48,68.48,188380,0.0,1.0
2022-06-02,67.69,70.3,66.87,69.95,69.95,370663,0.0,1.0
2022-06-01,68.02,68.64,65.84,67.85,67.85,332914,0.0,1.0
2022-05-31,67.14,68.28,65.75,68.07,68.07,534199,0.0,1.0
2022-05-27,66.61,67.66,66.03,67.53,67.53,228156,0.0,1.0
2022-05-26,66.25,66.57,64.72,66.02,66.02,229938,0.0,1.0
2022-05-25,63.25,66.63,62.27,65.83,65.83,313345,0.0,1.0
2022-05-24,64.41,64.81,62.38,63.57,63.57,270498,0.0,1.0
2022-05-23,65.5,66.01,64.3,65.19,65.19,314628,0.0,1.0
2022-05-20,65.05,65.05,62.44,64.87,64.87,265429,0.0,1.0
2022-05-19,63.595,65.09,63.04,64.33,64.33,452450,0.0,1.0
2022-05-18,65.4,66.71,64.27,64.44,64.44,274042,0.0,1.0
2022-05-17,67.38,67.99,66.01,66.62,66.62,305016,0.0,1.0
2022-05-16,64.6,66.93,63.97,65.6,65.6,287408,0.0,1.0
2022-05-13,62.74,65.57,62.03,65.05,65.05,322030,0.0,1.0
2022-05-12,61.38,62.18,59.745,61.87,61.87,324699,0.0,1.0
2022-05-11,60.91,64.02,59.93,61.74,61.74,330005,0.0,1.0
2022-05-10,59.58,61.6,58.18,60.69,60.69,690945,0.0,1.0
2022-05-09,64.65,65.405,58.6,58.96,58.96,763035,0.0,1.0
2022-05-06,64.34,67.33,63.36,65.5,65.5,721701,0.0,1.0
2022-05-05,73.24,73.95,64.54,65.38,65.38,836546,0.0,1.0
2022-05-04,76.58,76.7,69.65,74.57,74.57,927898,0.0,1.0
2022-05-03,77.35,78.3354,75.35,75.35,75.35,331771,0.0,1.0
2022-05-02,76.9,79.57,75.38,77.22,77.22,432997,0.0,1.0
2022-04-29,79.08,79.2,76.06,76.66,76.66,242096,0.0,1.0
2022-04-28,78.31,79.61,74.76,79.38,79.38,338874,0.0,1.0
2022-04-27,80.11,80.78,77.11,77.74,77.74,290657,0.0,1.0
2022-04-26,81.87,82.37,79.89,80.19,80.19,358243,0.0,1.0
2022-04-25,81.74,83.12,79.7,83.1,83.1,395657,0.0,1.0
2022-04-22,85.89,85.89,80.64,81.91,81.91,540566,0.0,1.0
2022-04-21,87.17,87.18,86.14,86.57,86.57,242529,0.0,1.0
2022-04-20,86.1,88.0,84.43,86.63,86.63,205867,0.0,1.0
2022-04-19,81.45,86.56,81.45,85.6,85.6,239284,0.0,1.0
2022-04-18,81.27,81.51,80.62,81.42,81.42,176881,0.0,1.0
2022-04-14,83.42,83.56,80.91,81.62,81.62,183015,0.0,1.0
2022-04-13,83.58,84.23,82.72,83.13,83.13,147571,0.0,1.0
2022-04-12,83.21,83.99,81.86,83.51,83.51,295427,0.0,1.0
2022-04-11,83.0,83.775,82.1,82.57,82.57,488103,0.0,1.0
2022-04-08,82.93,83.86,82.55,83.4,83.4,265514,0.0,1.0
2022-04-07,82.9,83.88,82.1,83.23,83.23,202132,0.0,1.0
2022-04-06,81.95,83.57,80.215,83.18,83.18,400121,0.0,1.0
2022-04-05,82.48,83.235,81.7,82.29,82.29,265704,0.0,1.0
2022-04-04,84.33,85.38,81.44,82.86,82.86,346681,0.0,1.0
2022-04-01,82.35,85.76,81.5,84.71,84.71,650726,0.0,1.0
2022-03-31,81.16,82.82,80.26,81.83,81.83,247405,0.0,1.0
2022-03-30,81.82,82.42,80.69,81.5,81.5,331716,0.0,1.0
2022-03-29,81.5,83.24,80.77,82.04,82.04,268076,0.0,1.0
2022-03-28,78.26,80.92,77.88,80.74,80.74,283524,0.0,1.0
2022-03-25,79.4,80.34,77.3356,78.26,78.26,257723,0.0,1.0
2022-03-24,77.02,79.37,75.38,79.05,79.05,181391,0.0,1.0
2022-03-23,79.74,79.74,76.62,77.01,77.01,841433,0.0,1.0
2022-03-22,78.3,80.19,78.27,79.81,79.81,330712,0.0,1.0
2022-03-21,79.87,80.795,77.55,78.36,78.36,254891,0.0,1.0
2022-03-18,79.68,80.95,78.035,80.28,80.28,519014,0.0,1.0
2022-03-17,75.43,79.33,75.43,79.03,79.03,238152,0.0,1.0
2022-03-16,73.71,76.24,73.485,76.09,76.09,274789,0.0,1.0
2022-03-15,74.36,76.11,72.54,72.89,72.89,451627,0.0,1.0
2022-03-14,72.13,73.98,70.64,73.81,73.81,453182,0.0,1.0
2022-03-11,75.04,75.15,71.41,71.52,71.52,281102,0.0,1.0
2022-03-10,71.69,74.79,70.985,74.52,74.52,257286,0.0,1.0
2022-03-09,72.91,74.33,71.87,73.15,73.15,288571,0.0,1.0
2022-03-08,73.66,76.82,71.01,71.81,71.81,294955,0.0,1.0
2022-03-07,76.5,76.5,73.52,73.72,73.72,295747,0.0,1.0
2022-03-04,78.34,78.34,75.4626,76.56,76.56,284050,0.0,1.0
2022-03-03,79.47,79.94,77.5,78.5,78.5,236016,0.0,1.0
2022-03-02,78.05,80.255,78.05,78.9,78.9,243650,0.0,1.0
2022-03-01,78.43,79.765,75.99,77.38,77.38,266758,0.0,1.0
2022-02-28,80.11,81.71,78.12,78.82,78.82,324591,0.0,1.0
2022-02-25,78.24,81.76,75.98,81.28,81.28,493068,0.0,1.0
2022-02-24,72.73,78.01,72.0,77.74,77.74,540043,0.0,1.0
2022-02-23,72.49,76.83,72.44,73.26,73.26,432715,0.0,1.0
2022-02-22,70.6,72.55,69.485,72.04,72.04,409113,0.0,1.0
2022-02-18,72.43,73.55,69.455,71.02,71.02,401211,0.0,1.0
2022-02-17,74.89,74.89,72.73,73.03,73.03,199889,0.0,1.0
2022-02-16,74.7,75.35,73.25,75.19,75.19,159859,0.0,1.0
2022-02-15,74.29,75.45,74.24,75.03,75.03,293584,0.0,1.0
2022-02-14,73.82,74.86,73.0,73.4,73.4,236715,0.0,1.0
2022-02-11,75.24,76.11,73.05,73.71,73.71,158970,0.0,1.0
2022-02-10,75.58,77.23,74.94,75.43,75.43,180994,0.0,1.0
2022-02-09,75.87,77.42,73.55,76.98,76.98,272121,0.0,1.0
2022-02-08,73.42,75.7,72.77,75.49,75.49,386862,0.0,1.0
2022-02-07,72.86,74.7725,72.09,73.55,73.55,233580,0.0,1.0
2022-02-04,72.48,73.99,71.97,73.34,73.34,292861,0.0,1.0
2022-02-03,73.89,75.425,72.565,73.05,73.05,313439,0.0,1.0
2022-02-02,75.2,75.63,72.72,73.55,73.55,258945,0.0,1.0
2022-02-01,75.5,75.69,74.05,75.4,75.4,209860,0.0,1.0
2022-01-31,71.06,75.56,70.7,75.11,75.11,691451,0.0,1.0
2022-01-28,72.48,72.48,68.68,71.18,71.18,461431,0.0,1.0
2022-01-27,74.81,74.81,70.96,72.52,72.52,454090,0.0,1.0
2022-01-26,77.6,77.6,73.15,74.28,74.28,288204,0.0,1.0
2022-01-25,78.61,78.61,76.07,76.72,76.72,240443,0.0,1.0
2022-01-24,77.11,79.95,75.48,79.83,79.83,559865,0.0,1.0
2022-01-21,81.3,81.31,77.38,78.39,78.39,498225,0.0,1.0
2022-01-20,83.09,84.785,81.76,81.77,81.77,336602,0.0,1.0
2022-01-19,83.72,84.735,82.99,83.17,83.17,255811,0.0,1.0
2022-01-18,83.77,84.895,82.61,83.7,83.7,225290,0.0,1.0
2022-01-14,84.08,85.11,83.105,84.78,84.78,261886,0.0,1.0
2022-01-13,85.0,85.62,83.855,84.86,84.86,288949,0.0,1.0
2022-01-12,83.89,86.025,83.72,84.73,84.73,215376,0.0,1.0
2022-01-11,82.8,84.27,81.57,83.69,83.69,285596,0.0,1.0
2022-01-10,81.22,82.82,80.37,82.5,82.5,244691,0.0,1.0
2022-01-07,83.85,84.83,82.49,82.58,82.58,252984,0.0,1.0
2022-01-06,85.47,86.28,83.13,84.49,84.49,288505,0.0,1.0
2022-01-05,85.99,87.84,84.69,85.16,85.16,397471,0.0,1.0
2022-01-04,87.15,87.715,86.01,86.43,86.43,175397,0.0,1.0
2022-01-03,87.69,87.69,84.62,86.99,86.99,305554,0.0,1.0
2021-12-31,87.34,89.69,86.9,87.43,87.43,111215,0.0,1.0
2021-12-30,88.57,88.91,87.15,87.58,87.58,167111,0.0,1.0
2021-12-29,89.17,89.4491,86.93,87.8,87.8,223311,0.0,1.0
2021-12-28,87.61,88.08,86.26,87.75,87.75,223596,0.0,1.0
2021-12-27,85.37,87.4,84.84,87.28,87.28,300743,0.0,1.0
2021-12-23,85.12,86.125,84.715,85.24,85.24,285023,0.0,1.0
2021-12-22,82.39,85.685,82.39,85.07,85.07,256213,0.0,1.0
2021-12-21,81.23,82.69,80.8686,82.27,82.27,307676,0.0,1.0
2021-12-20,79.46,80.97,77.445,80.25,80.25,484951,0.0,1.0
2021-12-17,77.49,81.09,76.75,80.16,80.16,1161616,0.0,1.0
2021-12-16,80.81,81.495,77.015,77.3,77.3,285958,0.0,1.0
2021-12-15,79.55,80.99,78.025,80.39,80.39,276789,0.0,1.0
2021-12-14,81.12,84.42,79.44,79.9,79.9,323400,0.0,1.0
2021-12-13,81.5,82.59,80.805,81.53,81.53,237593,0.0,1.0
2021-12-10,82.89,82.91,80.01,81.74,81.74,304193,0.0,1.0
2021-12-09,83.55,84.98,82.16,82.35,82.35,195087,0.0,1.0
2021-12-08,81.46,84.76,81.21,84.09,84.09,300105,0.0,1.0
2021-12-07,81.18,83.77,80.0,81.92,81.92,425394,0.0,1.0
2021-12-06,79.86,81.44,79.09,80.09,80.09,413136,0.0,1.0
2021-12-03,84.07,84.215,78.08,80.07,80.07,516008,0.0,1.0
2021-12-02,81.08,82.35,79.56,82.28,82.28,434263,0.0,1.0
2021-12-01,81.35,83.17,79.54,80.55,80.55,613275,0.0,1.0
2021-11-30,81.74,82.82,79.01,80.16,80.16,372279,0.0,1.0
2021-11-29,84.37,85.235,81.0,81.75,81.75,364573,0.0,1.0
2021-11-26,85.16,86.42,82.27,83.36,83.36,371859,0.0,1.0
2021-11-24,86.03,86.91,84.73,86.51,86.51,181261,0.0,1.0
2021-11-23,85.47,86.55,84.19,86.3,86.3,332713,0.0,1.0
2021-11-22,86.16,88.225,85.1878,85.71,85.71,526555,0.0,1.0
2021-11-19,84.09,87.49,82.29,86.07,86.07,761460,0.0,1.0
2021-11-18,86.14,86.64,83.75,84.07,84.07,291167,0.0,1.0
2021-11-17,85.23,87.35,85.0,85.96,85.96,457406,0.0,1.0
2021-11-16,84.49,86.21,84.0401,86.01,86.01,357492,0.0,1.0
2021-11-15,82.13,86.19,81.0,84.81,84.81,1134633,0.0,1.0
2021-11-12,89.44,90.6,88.26,90.44,90.44,228125,0.0,1.0
