,LIVN_Open,LIVN_High,LIVN_Low,LIVN_Close,LIVN_Adj Close,LIVN_Volume,LIVN_Dividend Amount,LIVN_Split Coefficient
2020-06-03,54.57,57.4,54.4,56.85,56.85,340607,0.0,1.0
2020-06-02,54.86,54.86,52.965,53.6,53.6,209758,0.0,1.0
2020-06-01,53.34,54.79,52.86,54.28,54.28,248638,0.0,1.0
2020-05-29,53.62,54.25,51.74,53.49,53.49,420939,0.0,1.0
2020-05-28,56.36,56.71,54.16,54.35,54.35,357707,0.0,1.0
2020-05-27,53.87,55.33,53.21,55.31,55.31,490196,0.0,1.0
2020-05-26,52.58,53.39,52.03,52.68,52.68,263641,0.0,1.0
2020-05-22,51.11,51.675,49.63,50.92,50.92,325301,0.0,1.0
2020-05-21,52.18,52.55,50.52,50.9,50.9,338938,0.0,1.0
2020-05-20,49.56,52.59,49.1,52.27,52.27,594908,0.0,1.0
2020-05-19,50.85,51.22,48.81,48.81,48.81,330470,0.0,1.0
2020-05-18,49.41,51.88,48.255,51.22,51.22,799749,0.0,1.0
2020-05-15,47.75,48.34,46.9575,47.66,47.66,314291,0.0,1.0
2020-05-14,46.87,48.0,45.65,47.94,47.94,344121,0.0,1.0
2020-05-13,49.0,49.0,46.68,48.19,48.19,409956,0.0,1.0
2020-05-12,51.52,52.33,49.64,49.645,49.645,306874,0.0,1.0
2020-05-11,50.62,52.2625,49.74,51.6,51.6,531027,0.0,1.0
2020-05-08,48.53,52.26,48.53,51.53,51.53,351512,0.0,1.0
2020-05-07,46.45,47.71,46.11,47.54,47.54,568762,0.0,1.0
2020-05-06,49.8,49.81,45.64,45.74,45.74,967220,0.0,1.0
2020-05-05,51.84,53.29,49.72,49.81,49.81,371283,0.0,1.0
2020-05-04,51.9,52.11,49.74,50.52,50.52,635095,0.0,1.0
2020-05-01,52.26,53.54,51.12,52.23,52.23,681175,0.0,1.0
2020-04-30,52.51,54.99,51.81,53.12,53.12,892098,0.0,1.0
2020-04-29,59.72,62.25,51.28,53.53,53.53,1221819,0.0,1.0
2020-04-28,58.33,58.97,55.34,56.365,56.365,720880,0.0,1.0
2020-04-27,54.3,57.42,54.07,56.9,56.9,409403,0.0,1.0
2020-04-24,51.47,54.08,50.78,53.76,53.76,534197,0.0,1.0
2020-04-23,48.74,51.405,48.47,51.08,51.08,477828,0.0,1.0
2020-04-22,48.01,48.86,46.81,48.22,48.22,235054,0.0,1.0
2020-04-21,47.73,47.935,46.33,47.0,47.0,326158,0.0,1.0
2020-04-20,49.22,50.57,47.73,48.14,48.14,305741,0.0,1.0
2020-04-17,48.5,51.35,48.49,50.56,50.56,506801,0.0,1.0
2020-04-16,50.41,50.53,46.87,47.21,47.21,499389,0.0,1.0
2020-04-15,47.71,51.35,47.55,50.23,50.23,492071,0.0,1.0
2020-04-14,51.15,51.15,49.335,49.76,49.76,554675,0.0,1.0
2020-04-13,50.49,50.49,48.5,49.2,49.2,348951,0.0,1.0
2020-04-09,49.58,51.485,48.95,50.81,50.81,782522,0.0,1.0
2020-04-08,47.96,48.59,46.795,48.13,48.13,603939,0.0,1.0
2020-04-07,47.92,48.47,46.14,46.83,46.83,856002,0.0,1.0
2020-04-06,44.24,46.46,42.315,45.97,45.97,570362,0.0,1.0
2020-04-03,42.05,43.02,41.24,42.33,42.33,358569,0.0,1.0
2020-04-02,39.49,42.61,39.49,42.13,42.13,307257,0.0,1.0
2020-04-01,42.52,43.405,39.51,39.87,39.87,489328,0.0,1.0
2020-03-31,45.92,47.04,44.72,45.25,45.25,409529,0.0,1.0
2020-03-30,43.87,46.37,40.5,45.75,45.75,544107,0.0,1.0
2020-03-27,40.54,45.14,39.34,43.57,43.57,528989,0.0,1.0
2020-03-26,42.54,43.41,41.01,42.63,42.63,911228,0.0,1.0
2020-03-25,39.34,43.25,38.2904,40.93,40.93,772019,0.0,1.0
2020-03-24,36.25,39.52,35.73,39.36,39.36,1274472,0.0,1.0
2020-03-23,37.31,37.31,33.4,34.22,34.22,813148,0.0,1.0
2020-03-20,40.0,40.1,36.0,36.58,36.58,1017736,0.0,1.0
2020-03-19,39.58,41.46,37.66,40.0,40.0,997707,0.0,1.0
2020-03-18,44.69,46.06,37.01,39.88,39.88,1133318,0.0,1.0
2020-03-17,45.77,48.6,42.465,46.94,46.94,608802,0.0,1.0
2020-03-16,51.87,52.0,44.94,45.1,45.1,1038287,0.0,1.0
2020-03-13,56.27,57.61,49.93,57.18,57.18,458119,0.0,1.0
2020-03-12,59.08,61.96,53.06,53.88,53.88,861908,0.0,1.0
2020-03-11,65.82,67.26,62.07,62.65,62.65,461241,0.0,1.0
2020-03-10,69.44,69.44,64.47,67.35,67.35,711719,0.0,1.0
2020-03-09,69.39,69.52,65.6,67.91,67.91,546172,0.0,1.0
2020-03-06,74.29,74.57,71.08,72.58,72.58,663968,0.0,1.0
2020-03-05,74.99,77.29,74.0,74.91,74.91,607352,0.0,1.0
2020-03-04,72.56,76.67,71.93,76.49,76.49,531037,0.0,1.0
2020-03-03,69.81,72.57,68.27,71.5,71.5,516673,0.0,1.0
2020-03-02,69.28,70.23,67.56,70.14,70.14,639237,0.0,1.0
2020-02-28,67.23,70.53,65.595,69.72,69.72,956031,0.0,1.0
2020-02-27,61.45,74.34,60.44,68.88,68.88,1483719,0.0,1.0
2020-02-26,67.15,68.32,62.48,62.7,62.7,847164,0.0,1.0
2020-02-25,68.9,68.92,65.16,66.65,66.65,610597,0.0,1.0
2020-02-24,68.24,69.85,66.57,68.76,68.76,440726,0.0,1.0
2020-02-21,70.33,71.37,69.71,70.57,70.57,408488,0.0,1.0
2020-02-20,69.97,70.66,69.61,70.39,70.39,243001,0.0,1.0
2020-02-19,70.58,70.63,69.22,69.995,69.995,370726,0.0,1.0
2020-02-18,70.22,71.148,69.4,70.47,70.47,280977,0.0,1.0
2020-02-14,71.28,71.52,70.42,70.47,70.47,245273,0.0,1.0
2020-02-13,72.11,72.78,71.23,71.32,71.32,260767,0.0,1.0
2020-02-12,72.87,73.675,72.46,72.8,72.8,277833,0.0,1.0
2020-02-11,71.63,72.84,71.06,72.5,72.5,208962,0.0,1.0
2020-02-10,73.03,73.255,70.65,71.205,71.205,283586,0.0,1.0
2020-02-07,72.46,74.035,72.375,73.215,73.215,486790,0.0,1.0
2020-02-06,70.93,72.56,70.45,72.5,72.5,362867,0.0,1.0
2020-02-05,69.08,70.8,69.01,70.61,70.61,278718,0.0,1.0
2020-02-04,69.14,69.96,68.51,68.57,68.57,210120,0.0,1.0
2020-02-03,68.0,68.53,67.78,68.29,68.29,318078,0.0,1.0
2020-01-31,68.1,68.34,67.42,67.97,67.97,392015,0.0,1.0
2020-01-30,66.67,68.44,66.53,68.34,68.34,312805,0.0,1.0
2020-01-29,68.9,69.02,67.26,67.29,67.29,297959,0.0,1.0
2020-01-28,69.88,70.425,68.85,68.88,68.88,207110,0.0,1.0
2020-01-27,69.72,70.675,69.48,69.69,69.69,406635,0.0,1.0
2020-01-24,71.95,72.36,70.91,71.05,71.05,252349,0.0,1.0
2020-01-23,72.63,72.93,71.57,71.66,71.66,237575,0.0,1.0
2020-01-22,73.91,74.485,72.83,72.945,72.945,167778,0.0,1.0
2020-01-21,73.24,73.8533,72.98,73.66,73.66,348316,0.0,1.0
2020-01-17,75.56,75.74,73.28,73.28,73.28,332168,0.0,1.0
2020-01-16,74.79,75.45,74.41,75.16,75.16,265096,0.0,1.0
2020-01-15,74.19,74.7153,73.45,74.08,74.08,435232,0.0,1.0
2020-01-14,72.68,74.81,72.45,74.37,74.37,290570,0.0,1.0
2020-01-13,72.65,73.155,72.255,73.02,73.02,320648,0.0,1.0
2020-01-10,72.18,73.87,72.14,72.745,72.745,639851,0.0,1.0
2020-01-09,72.58,73.115,71.51,72.01,72.01,254315,0.0,1.0
2020-01-08,72.52,72.72,70.52,71.91,71.91,307556,0.0,1.0
2020-01-07,72.83,80.75,72.31,72.4,72.4,296959,0.0,1.0
2020-01-06,72.14,73.53,71.4,73.23,73.23,178321,0.0,1.0
2020-01-03,72.9,73.7,72.51,72.52,72.52,219429,0.0,1.0
2020-01-02,75.68,76.07,73.18,73.92,73.92,250627,0.0,1.0
2019-12-31,74.99,75.555,74.86,75.43,75.43,199962,0.0,1.0
2019-12-30,75.46,75.83,74.87,75.11,75.11,270624,0.0,1.0
2019-12-27,75.05,75.92,74.99,75.4,75.4,215773,0.0,1.0
2019-12-26,75.46,76.06,74.89,75.15,75.15,209318,0.0,1.0
2019-12-24,75.76,75.76,75.16,75.36,75.36,78648,0.0,1.0
2019-12-23,75.39,76.3,74.63,75.59,75.59,781213,0.0,1.0
2019-12-20,76.21,76.35,74.19,75.06,75.06,937194,0.0,1.0
2019-12-19,76.13,76.29,75.24,75.33,75.33,409338,0.0,1.0
2019-12-18,76.07,76.305,75.5,75.76,75.76,559059,0.0,1.0
2019-12-17,76.49,76.69,75.475,76.09,76.09,272485,0.0,1.0
2019-12-16,77.03,77.03,75.92,76.23,76.23,364514,0.0,1.0
2019-12-13,76.23,77.53,75.58,76.29,76.29,677709,0.0,1.0
2019-12-12,78.85,79.535,75.66,76.7,76.7,613844,0.0,1.0
2019-12-11,80.54,80.73,78.59,78.8,78.8,334414,0.0,1.0
2019-12-10,80.41,81.615,79.745,79.99,79.99,479844,0.0,1.0
2019-12-09,83.09,83.4,80.45,80.47,80.47,290822,0.0,1.0
2019-12-06,82.54,83.42,82.51,83.33,83.33,212539,0.0,1.0
2019-12-05,83.31,83.675,81.72,81.82,81.82,203661,0.0,1.0
2019-12-04,82.57,83.37,81.97,83.03,83.03,233968,0.0,1.0
2019-12-03,81.53,82.37,81.26,81.97,81.97,248481,0.0,1.0
2019-12-02,83.71,83.71,81.42,82.56,82.56,279194,0.0,1.0
2019-11-29,84.91,85.27,83.25,83.76,83.76,167694,0.0,1.0
2019-11-27,84.43,85.3,83.51,85.27,85.27,218591,0.0,1.0
2019-11-26,84.05,84.93,83.7625,84.3,84.3,305552,0.0,1.0
2019-11-25,81.58,84.25,80.335,84.12,84.12,266004,0.0,1.0
2019-11-22,79.93,81.12,79.58,80.75,80.75,375191,0.0,1.0
2019-11-21,78.95,79.66,78.47,79.58,79.58,335730,0.0,1.0
2019-11-20,78.72,79.105,77.48,78.92,78.92,638402,0.0,1.0
2019-11-19,78.34,79.91,78.34,79.21,79.21,199199,0.0,1.0
2019-11-18,78.1,79.31,78.1,78.31,78.31,219472,0.0,1.0
2019-11-15,77.34,78.31,77.34,78.26,78.26,186160,0.0,1.0
2019-11-14,76.3,78.175,76.19,77.02,77.02,274368,0.0,1.0
2019-11-13,75.64,76.94,74.74,76.62,76.62,404721,0.0,1.0
2019-11-12,74.3,76.32,73.6,76.16,76.16,407493,0.0,1.0
2019-11-11,72.74,74.54,72.74,74.32,74.32,320551,0.0,1.0
2019-11-08,73.16,74.01,72.07,73.33,73.33,233518,0.0,1.0
2019-11-07,74.7,75.135,73.03,73.36,73.36,377645,0.0,1.0
2019-11-06,73.59,74.83,73.23,73.93,73.93,397434,0.0,1.0
2019-11-05,71.21,73.74,71.21,73.7,73.7,304260,0.0,1.0
2019-11-04,70.48,71.68,69.395,71.05,71.05,636422,0.0,1.0
2019-11-01,71.4,72.77,69.72,69.91,69.91,480922,0.0,1.0
2019-10-31,71.14,72.24,69.31,70.73,70.73,802618,0.0,1.0
2019-10-30,77.98,77.98,70.4,72.22,72.22,852058,0.0,1.0
2019-10-29,75.17,76.6,74.98,75.87,75.87,401550,0.0,1.0
2019-10-28,74.22,76.02,74.15,75.65,75.65,264102,0.0,1.0
2019-10-25,74.32,74.86,73.69,74.27,74.27,228595,0.0,1.0
2019-10-24,75.07,75.45,73.5,74.48,74.48,135776,0.0,1.0
2019-10-23,72.71,75.1,70.925,74.55,74.55,278118,0.0,1.0
2019-10-22,75.26,75.26,72.34,72.46,72.46,355536,0.0,1.0
2019-10-21,75.28,76.3,74.74,75.33,75.33,278397,0.0,1.0
2019-10-18,73.54,74.77,72.84,74.66,74.66,218716,0.0,1.0
2019-10-17,73.63,74.34,73.345,73.99,73.99,256131,0.0,1.0
2019-10-16,72.86,73.95,72.5,73.53,73.53,185079,0.0,1.0
2019-10-15,71.8,74.0,70.98,73.12,73.12,273830,0.0,1.0
2019-10-14,71.14,71.565,70.7,71.18,71.18,187028,0.0,1.0
2019-10-11,70.39,72.11,69.4,70.9,70.9,226663,0.0,1.0
2019-10-10,69.5,69.96,68.68,69.52,69.52,220982,0.0,1.0
2019-10-09,69.7,70.58,68.88,69.56,69.56,223230,0.0,1.0
2019-10-08,70.49,70.49,68.82,68.92,68.92,344602,0.0,1.0
2019-10-07,70.87,71.96,70.6175,71.09,71.09,332256,0.0,1.0
2019-10-04,70.94,72.12,69.64,71.35,71.35,298472,0.0,1.0
2019-10-03,69.27,70.76,67.91,70.67,70.67,451122,0.0,1.0
2019-10-02,71.3,71.57,66.97,69.29,69.29,881919,0.0,1.0
2019-10-01,73.82,74.97,71.51,71.94,71.94,624445,0.0,1.0
2019-09-30,74.19,75.12,73.75,73.79,73.79,262609,0.0,1.0
2019-09-27,76.85,76.85,73.88,73.9,73.9,437755,0.0,1.0
2019-09-26,78.23,78.39,76.55,76.71,76.71,300486,0.0,1.0
2019-09-25,76.73,78.38,76.34,77.99,77.99,427351,0.0,1.0
2019-09-24,78.03,78.4,75.87,76.79,76.79,458306,0.0,1.0
2019-09-23,78.19,78.45,77.0,77.64,77.64,448387,0.0,1.0
2019-09-20,78.35,78.73,77.5,78.53,78.53,679227,0.0,1.0
2019-09-19,79.41,80.32,78.0725,78.93,78.93,214143,0.0,1.0
2019-09-18,81.12,82.87,78.275,79.23,79.23,354580,0.0,1.0
2019-09-17,83.08,83.08,81.28,81.56,81.56,301755,0.0,1.0
2019-09-16,84.57,86.015,82.94,83.0,83.0,398808,0.0,1.0
2019-09-13,86.49,86.49,84.66,85.19,85.19,240973,0.0,1.0
2019-09-12,86.96,87.45,85.31,86.12,86.12,333009,0.0,1.0
2019-09-11,83.86,86.59,83.11,86.35,86.35,423322,0.0,1.0
2019-09-10,80.17,83.3,79.125,83.25,83.25,336699,0.0,1.0
2019-09-09,80.68,81.29,80.03,80.39,80.39,462912,0.0,1.0
2019-09-06,78.0,81.24,77.695,80.53,80.53,294004,0.0,1.0
2019-09-05,76.73,77.96,76.55,76.92,76.92,226380,0.0,1.0
2019-09-04,77.39,77.53,76.225,76.6,76.6,188551,0.0,1.0
2019-09-03,77.0,77.31,76.25,76.69,76.69,352659,0.0,1.0
2019-08-30,77.37,77.885,76.54,77.63,77.63,261401,0.0,1.0
2019-08-29,75.96,77.19,75.65,76.96,76.96,288124,0.0,1.0
2019-08-28,75.02,75.845,74.4128,75.2,75.2,434869,0.0,1.0
2019-08-27,76.75,77.35,75.15,75.22,75.22,272746,0.0,1.0
2019-08-26,75.08,76.44,74.8,76.14,76.14,315028,0.0,1.0
2019-08-23,78.74,79.27,75.395,75.47,75.47,406040,0.0,1.0
2019-08-22,81.74,81.97,79.04,79.11,79.11,203087,0.0,1.0
2019-08-21,81.52,81.95,81.05,81.26,81.26,302189,0.0,1.0
2019-08-20,81.35,82.25,80.65,80.85,80.85,328417,0.0,1.0
2019-08-19,80.25,81.68,80.23,81.48,81.48,349065,0.0,1.0
2019-08-16,78.09,79.61,78.05,79.46,79.46,336955,0.0,1.0
2019-08-15,78.11,78.68,76.25,77.52,77.52,326946,0.0,1.0
2019-08-14,79.61,79.6475,77.05,77.86,77.86,405199,0.0,1.0
2019-08-13,79.91,80.93,79.48,80.7,80.7,293317,0.0,1.0
2019-08-12,81.49,82.62,79.47,80.03,80.03,384976,0.0,1.0
2019-08-09,81.44,82.52,81.34,82.22,82.22,426955,0.0,1.0
2019-08-08,79.68,81.57,77.4375,81.52,81.52,453785,0.0,1.0
2019-08-07,77.95,79.22,76.74,79.12,79.12,523619,0.0,1.0
2019-08-06,77.2,78.75,75.4812,78.68,78.68,446146,0.0,1.0
2019-08-05,77.73,78.84,76.12,77.0,77.0,657131,0.0,1.0
2019-08-02,79.98,80.5,77.98,78.99,78.99,480535,0.0,1.0
2019-08-01,77.53,80.52,76.645,80.11,80.11,659668,0.0,1.0
2019-07-31,73.52,78.77,73.52,77.05,77.05,1151065,0.0,1.0
2019-07-30,73.68,75.75,73.13,75.73,75.73,413494,0.0,1.0
2019-07-29,73.14,74.21,72.52,74.17,74.17,445536,0.0,1.0
2019-07-26,74.44,74.77,72.9,73.0,73.0,379994,0.0,1.0
2019-07-25,74.31,75.0,73.85,74.14,74.14,580460,0.0,1.0
2019-07-24,73.22,74.37,72.85,74.32,74.32,301798,0.0,1.0
2019-07-23,71.92,73.16,70.92,73.09,73.09,431839,0.0,1.0
2019-07-22,72.14,72.58,71.09,71.74,71.74,300507,0.0,1.0
2019-07-19,72.61,73.37,71.71,71.82,71.82,340798,0.0,1.0
2019-07-18,72.34,73.23,72.26,72.71,72.71,232688,0.0,1.0
2019-07-17,72.43,73.4,72.21,72.47,72.47,376088,0.0,1.0
2019-07-16,73.03,73.57,72.21,72.24,72.24,246383,0.0,1.0
2019-07-15,73.17,74.61,72.47,73.08,73.08,407320,0.0,1.0
2019-07-12,72.97,73.565,72.14,72.7,72.7,284530,0.0,1.0
2019-07-11,72.58,73.43,72.03,73.09,73.09,352644,0.0,1.0
2019-07-10,72.32,73.12,71.55,72.17,72.17,337157,0.0,1.0
2019-07-09,72.12,72.84,71.41,71.75,71.75,357720,0.0,1.0
2019-07-08,72.48,72.95,71.87,72.61,72.61,214128,0.0,1.0
2019-07-05,71.78,72.81,71.61,72.71,72.71,300736,0.0,1.0
2019-07-03,72.67,72.97,71.97,72.34,72.34,136211,0.0,1.0
2019-07-02,72.13,72.68,71.81,72.26,72.26,345329,0.0,1.0
2019-07-01,72.6,73.6,71.45,72.26,72.26,358694,0.0,1.0
2019-06-28,72.31,72.58,71.2,71.96,71.96,941696,0.0,1.0
2019-06-27,72.25,72.52,71.75,71.99,71.99,367921,0.0,1.0
2019-06-26,73.12,73.475,71.9,71.94,71.94,351779,0.0,1.0
2019-06-25,73.68,73.94,72.52,72.76,72.76,359872,0.0,1.0
2019-06-24,74.24,74.36,73.59,73.75,73.75,231096,0.0,1.0
2019-06-21,75.36,75.785,73.78,74.04,74.04,500875,0.0,1.0
2019-06-20,75.0,76.55,74.99,75.93,75.93,351654,0.0,1.0
2019-06-19,73.62,74.78,72.99,74.71,74.71,280320,0.0,1.0
2019-06-18,72.63,74.27,72.17,73.26,73.26,411462,0.0,1.0
2019-06-17,71.91,72.62,71.7,72.51,72.51,221112,0.0,1.0
2019-06-14,72.35,72.57,71.67,71.93,71.93,245929,0.0,1.0
2019-06-13,72.75,72.84,72.04,72.39,72.39,292391,0.0,1.0
2019-06-12,72.91,73.47,72.16,72.63,72.63,282996,0.0,1.0
2019-06-11,75.26,75.64,72.64,73.05,73.05,336284,0.0,1.0
2019-06-10,74.25,74.92,73.934,74.85,74.85,351490,0.0,1.0
2019-06-07,75.07,75.78,74.01,74.05,74.05,256403,0.0,1.0
2019-06-06,74.09,74.94,73.87,74.68,74.68,368187,0.0,1.0
2019-06-05,73.58,74.7,73.42,74.1,74.1,279108,0.0,1.0
2019-06-04,72.55,73.81,71.77,73.41,73.41,389020,0.0,1.0
2019-06-03,71.95,72.12,71.22,71.76,71.76,655343,0.0,1.0
2019-05-31,70.86,72.05,70.45,71.9,71.9,572897,0.0,1.0
2019-05-30,72.04,72.855,71.12,71.58,71.58,390112,0.0,1.0
2019-05-29,71.25,72.35,70.52,71.88,71.88,398317,0.0,1.0
2019-05-28,72.44,72.98,71.45,71.5,71.5,273210,0.0,1.0
2019-05-24,71.51,72.48,71.51,72.27,72.27,306735,0.0,1.0
2019-05-23,71.65,72.15,70.74,71.36,71.36,256574,0.0,1.0
2019-05-22,72.33,73.22,71.54,72.11,72.11,308793,0.0,1.0
2019-05-21,72.52,73.345,71.955,72.54,72.54,349298,0.0,1.0
2019-05-20,71.17,72.19,70.36,72.09,72.09,360076,0.0,1.0
2019-05-17,72.37,73.14,71.49,71.88,71.88,307061,0.0,1.0
2019-05-16,72.48,74.07,72.24,73.07,73.07,369375,0.0,1.0
2019-05-15,71.04,72.73,70.645,72.41,72.41,402005,0.0,1.0
2019-05-14,70.29,72.2,69.84,71.7,71.7,502702,0.0,1.0
2019-05-13,70.15,70.47,69.48,70.12,70.12,557577,0.0,1.0
2019-05-10,70.88,71.76,69.61,71.59,71.59,440961,0.0,1.0
2019-05-09,71.34,71.61,69.765,70.9,70.9,434368,0.0,1.0
2019-05-08,71.93,72.5156,70.26,71.87,71.87,672439,0.0,1.0
2019-05-07,73.97,74.92,71.53,72.09,72.09,600638,0.0,1.0
2019-05-06,74.05,75.01,72.25,74.95,74.95,452035,0.0,1.0
2019-05-03,73.08,75.46,73.08,74.77,74.77,545219,0.0,1.0
2019-05-02,68.13,72.98,65.43,72.48,72.48,1053452,0.0,1.0
2019-05-01,65.49,68.685,64.8,68.55,68.55,1688431,0.0,1.0
2019-04-30,69.87,70.3,68.41,68.89,68.89,1216475,0.0,1.0
2019-04-29,70.05,70.84,69.65,69.73,69.73,602270,0.0,1.0
2019-04-26,69.19,70.49,68.53,70.32,70.32,351524,0.0,1.0
2019-04-25,69.22,70.15,68.42,69.45,69.45,565518,0.0,1.0
2019-04-24,67.86,69.66,67.45,69.13,69.13,934363,0.0,1.0
2019-04-23,66.76,68.99,66.31,67.77,67.77,1236988,0.0,1.0
2019-04-22,66.42,67.45,66.1,66.45,66.45,462330,0.0,1.0
2019-04-18,66.99,67.94,65.66,66.99,66.99,464262,0.0,1.0
2019-04-17,69.72,69.9868,66.535,67.03,67.03,1058616,0.0,1.0
2019-04-16,69.82,70.74,69.55,69.82,69.82,579042,0.0,1.0
2019-04-15,69.2,70.29,69.03,69.65,69.65,413048,0.0,1.0
2019-04-12,69.43,69.58,68.745,69.53,69.53,667519,0.0,1.0
2019-04-11,70.09,70.41,69.11,69.36,69.36,419711,0.0,1.0
2019-04-10,69.58,70.91,69.02,69.92,69.92,939494,0.0,1.0
2019-04-09,70.61,70.93,69.48,69.59,69.59,1154782,0.0,1.0
2019-04-08,70.58,71.2711,68.37,70.97,70.97,2150301,0.0,1.0
2019-04-05,76.01,76.87,68.3,69.69,69.69,6526131,0.0,1.0
2019-04-04,97.49,97.49,95.49,96.63,96.63,300294,0.0,1.0
2019-04-03,97.17,98.76,96.38,97.36,97.36,363927,0.0,1.0
2019-04-02,96.85,96.85,94.97,96.32,96.32,281228,0.0,1.0
2019-04-01,98.2,98.97,95.84,96.55,96.55,301038,0.0,1.0
2019-03-29,97.57,98.54,96.88,97.25,97.25,348852,0.0,1.0
2019-03-28,96.72,97.95,96.14,96.93,96.93,214355,0.0,1.0
2019-03-27,97.92,99.13,96.31,96.65,96.65,405962,0.0,1.0
2019-03-26,96.7,98.93,96.59,98.32,98.32,467077,0.0,1.0
2019-03-25,95.5,96.56,94.815,96.22,96.22,387477,0.0,1.0
2019-03-22,97.29,97.56,95.42,95.85,95.85,396528,0.0,1.0
2019-03-21,94.94,98.55,94.78,98.22,98.22,297095,0.0,1.0
2019-03-20,95.04,96.24,93.91,95.57,95.57,206910,0.0,1.0
2019-03-19,95.51,96.31,94.5,95.29,95.29,235362,0.0,1.0
2019-03-18,96.4,97.39,94.67,95.37,95.37,372693,0.0,1.0
2019-03-15,95.9,97.84,95.4,95.84,95.84,706841,0.0,1.0
2019-03-14,95.22,96.32,94.08,95.62,95.62,224737,0.0,1.0
2019-03-13,95.08,96.07,94.04,95.41,95.41,323342,0.0,1.0
2019-03-12,94.77,95.05,93.85,94.85,94.85,280086,0.0,1.0
2019-03-11,92.74,95.54,91.78,94.87,94.87,496872,0.0,1.0
2019-03-08,91.81,92.815,91.51,92.65,92.65,325376,0.0,1.0
2019-03-07,92.15,93.39,91.11,92.33,92.33,298277,0.0,1.0
2019-03-06,94.29,94.35,92.255,92.6,92.6,406347,0.0,1.0
2019-03-05,93.79,94.84,92.85,94.5,94.5,392029,0.0,1.0
2019-03-04,95.81,96.57,93.65,94.28,94.28,694402,0.0,1.0
2019-03-01,93.61,96.07,92.38,96.02,96.02,533514,0.0,1.0
2019-02-28,91.01,95.4422,90.36,93.2,93.2,769322,0.0,1.0
2019-02-27,96.25,96.25,88.25,90.87,90.87,1717554,0.0,1.0
2019-02-26,96.41,97.56,95.42,97.25,97.25,536389,0.0,1.0
2019-02-25,100.64,100.64,96.6,96.73,96.73,606156,0.0,1.0
2019-02-22,98.3,99.14,95.34,98.78,98.78,285631,0.0,1.0
2019-02-21,99.8,100.3,97.65,98.14,98.14,295189,0.0,1.0
2019-02-20,98.79,100.93,96.52,99.84,99.84,378639,0.0,1.0
2019-02-19,100.57,102.43,99.03,99.1,99.1,567566,0.0,1.0
2019-02-15,95.72,102.15,95.0,100.49,100.49,1810341,0.0,1.0
2019-02-14,94.35,96.08,94.07,94.43,94.43,307030,0.0,1.0
2019-02-13,94.2,95.33,91.41,94.39,94.39,413239,0.0,1.0
2019-02-12,95.76,96.31,93.97,94.03,94.03,577068,0.0,1.0
2019-02-11,92.48,94.87,91.78,94.73,94.73,678057,0.0,1.0
2019-02-08,89.89,92.83,89.535,92.45,92.45,609624,0.0,1.0
2019-02-07,90.43,91.16,89.64,90.48,90.48,651626,0.0,1.0
2019-02-06,89.72,91.29,89.16,89.99,89.99,206332,0.0,1.0
2019-02-05,90.82,91.82,89.7,89.8,89.8,223261,0.0,1.0
2019-02-04,90.35,90.92,88.17,90.33,90.33,223578,0.0,1.0
2019-02-01,91.93,92.76,90.05,90.82,90.82,412085,0.0,1.0
2019-01-31,88.58,94.615,88.46,92.32,92.32,1144627,0.0,1.0
2019-01-30,89.39,90.095,88.11,88.42,88.42,615084,0.0,1.0
2019-01-29,89.02,89.82,88.53,88.89,88.89,376295,0.0,1.0
2019-01-28,88.25,89.73,88.12,89.11,89.11,480050,0.0,1.0
2019-01-25,88.45,90.195,87.82,88.95,88.95,848471,0.0,1.0
2019-01-24,89.31,89.34,87.6,87.83,87.83,431092,0.0,1.0
2019-01-23,91.37,92.21,89.13,89.24,89.24,416218,0.0,1.0
2019-01-22,91.55,92.5,90.26,90.99,90.99,757342,0.0,1.0
2019-01-18,92.97,92.99,91.29,92.32,92.32,557192,0.0,1.0
2019-01-17,89.88,92.94,89.205,92.06,92.06,1247036,0.0,1.0
2019-01-16,90.33,93.1875,89.93,90.11,90.11,497279,0.0,1.0
2019-01-15,89.52,91.58,89.52,90.25,90.25,596578,0.0,1.0
2019-01-14,90.01,90.16,87.735,89.37,89.37,361082,0.0,1.0
2019-01-11,90.95,91.55,89.8,90.74,90.74,305360,0.0,1.0
2019-01-10,90.1,91.41,89.09,91.41,91.41,244218,0.0,1.0
2019-01-09,91.56,93.0,88.18,90.93,90.93,352928,0.0,1.0
2019-01-08,93.31,93.92,88.83,91.12,91.12,516687,0.0,1.0
2019-01-07,90.52,93.46,90.5,92.55,92.55,401297,0.0,1.0
2019-01-04,87.25,91.56,86.49,90.51,90.51,410319,0.0,1.0
2019-01-03,90.42,91.06,86.02,86.15,86.15,418615,0.0,1.0
2019-01-02,89.91,91.295,89.27,91.03,91.03,473395,0.0,1.0
2018-12-31,89.75,91.57,89.11,91.47,91.47,444120,0.0,1.0
2018-12-28,89.68,91.32,88.66,89.02,89.02,233980,0.0,1.0
2018-12-27,88.16,89.2,85.48,89.19,89.19,260515,0.0,1.0
2018-12-26,84.89,88.97,84.635,88.82,88.82,307171,0.0,1.0
2018-12-24,85.28,86.095,83.97,84.14,84.14,174353,0.0,1.0
2018-12-21,89.14,89.365,84.98,86.04,86.04,863675,0.0,1.0
2018-12-20,88.98,89.84,86.06,88.83,88.83,639746,0.0,1.0
