,LOGM_Open,LOGM_High,LOGM_Low,LOGM_Close,LOGM_Adj Close,LOGM_Volume,LOGM_Dividend Amount,LOGM_Split Coefficient
2017-11-07,124.95,127.35,121.25,121.7,118.176102688495,1070078,0.25,1.0
2017-11-06,122.75,126.2,122.65,125.25,121.373980006019,483894,0.0,1.0
2017-11-03,123.0,123.15,121.005,122.75,118.951345674561,979805,0.0,1.0
2017-11-02,123.55,123.7,121.675,122.9,119.096703734449,466518,0.0,1.0
2017-11-01,121.5,124.45,120.95,123.7,119.871946720515,767761,0.0,1.0
2017-10-31,121.3,122.95,118.46,121.05,117.30395432917,826110,0.0,1.0
2017-10-30,122.0,123.57,117.95,120.55,116.819427462879,1159485,0.0,1.0
2017-10-27,129.45,129.51,120.0,122.05,118.273008061753,1935347,0.0,1.0
2017-10-26,121.75,122.5,119.65,122.05,118.273008061753,942852,0.0,1.0
2017-10-25,121.8,123.25,120.85,121.4,117.643123135574,838375,0.0,1.0
2017-10-24,121.3,122.85,119.8,121.95,118.176102688495,732002,0.0,1.0
2017-10-23,119.2,122.5,119.2,121.05,117.30395432917,742972,0.0,1.0
2017-10-20,119.35,120.0,118.55,119.15,115.462752237262,333641,0.0,1.0
2017-10-19,116.15,119.35,115.0808,118.95,115.268941490746,351903,0.0,1.0
2017-10-18,116.35,118.25,115.6,117.35,113.718455518613,415522,0.0,1.0
2017-10-17,116.15,116.65,115.2,115.3,111.731895366818,245888,0.0,1.0
2017-10-16,116.95,117.55,115.65,116.5,112.894759845917,227658,0.0,1.0
2017-10-13,116.2,116.4,115.5,116.05,112.458685666255,319891,0.0,1.0
2017-10-12,116.05,116.975,115.05,115.45,111.877253426705,329497,0.0,1.0
2017-10-11,117.5,117.8,116.05,116.25,112.652496412772,343915,0.0,1.0
2017-10-10,117.9,118.2,116.65,117.5,113.8638135785,282665,0.0,1.0
2017-10-09,116.4,118.1,116.05,117.15,113.524644772096,309423,0.0,1.0
2017-10-06,115.35,116.65,114.75,116.0,112.410232979626,292234,0.0,1.0
2017-10-05,115.15,117.0,115.0,116.05,112.458685666255,481417,0.0,1.0
2017-10-04,113.45,115.6,112.75,115.25,111.683442680189,570623,0.0,1.0
2017-10-03,112.75,113.75,111.85,113.3,109.793787901652,639103,0.0,1.0
2017-10-02,110.05,111.1,109.05,110.95,107.516511630082,500464,0.0,1.0
2017-09-29,107.45,110.65,107.15,110.05,106.644363270757,499874,0.0,1.0
2017-09-28,108.3,108.5,106.35,107.3,103.979465506154,502598,0.0,1.0
2017-09-27,108.55,109.5,108.05,108.4,105.045424611995,302831,0.0,1.0
2017-09-26,109.8,110.2,106.65,107.95,104.609350432333,619571,0.0,1.0
2017-09-25,110.9,111.45,108.65,109.35,105.966025657949,405597,0.0,1.0
2017-09-22,109.9,111.55,109.205,111.15,107.710322376599,250530,0.0,1.0
2017-09-21,110.35,110.8,108.36,110.6,107.177342823678,278106,0.0,1.0
2017-09-20,112.35,112.8,110.25,110.75,107.322700883565,476275,0.0,1.0
2017-09-19,112.85,113.65,112.15,112.55,109.066997602215,184183,0.0,1.0
2017-09-18,111.75,113.85,111.75,112.9,109.406166408619,381696,0.0,1.0
2017-09-15,111.5,111.9,110.4,111.2,107.758775063228,650664,0.0,1.0
2017-09-14,111.15,111.65,109.65,111.55,108.097943869632,544409,0.0,1.0
2017-09-13,110.9,112.4,110.6,111.45,108.001038496373,559782,0.0,1.0
2017-09-12,111.0,111.775,109.65,111.7,108.243301929519,559295,0.0,1.0
2017-09-11,111.55,113.05,110.8,110.9,107.468058943453,692082,0.0,1.0
2017-09-08,111.9,112.351,109.9,110.0,106.595910584128,322246,0.0,1.0
2017-09-07,113.15,114.15,111.95,112.0,108.534018049294,323375,0.0,1.0
2017-09-06,114.15,114.2,112.4,112.8,109.30926103536,445469,0.0,1.0
2017-09-05,116.35,116.7,113.39,113.5,109.987598648169,610503,0.0,1.0
2017-09-01,115.15,116.8,115.0,116.5,112.894759845917,519933,0.0,1.0
2017-08-31,113.65,115.6,113.05,114.4,110.859747007493,395386,0.0,1.0
2017-08-30,112.2,113.5,112.1,113.35,109.842240588281,236099,0.0,1.0
2017-08-29,110.45,112.9,110.4,112.3,108.824734169069,279190,0.0,1.0
2017-08-28,110.85,112.1,110.05,111.95,108.485565362665,388386,0.0,1.0
2017-08-25,113.45,113.8,110.5,110.7,107.274248196936,418717,0.0,1.0
2017-08-24,113.1,113.95,111.55,112.85,109.35771372199,421294,0.0,1.0
2017-08-23,112.9,113.95,112.55,112.6,109.115450288844,273666,0.0,1.0
2017-08-22,114.4,114.9657,113.0,113.85,110.326767454573,308598,0.0,1.0
2017-08-21,113.8,114.1,111.95,113.7,110.181409394685,239655,0.0,1.0
2017-08-18,113.3,114.95,113.05,113.5,109.987598648169,296042,0.0,1.0
2017-08-17,116.75,117.35,113.35,113.45,109.939145961539,507376,0.0,1.0
2017-08-16,117.1,118.65,116.3,117.7,114.057624325017,383708,0.0,1.0
2017-08-15,118.15,118.25,116.05,116.15,112.555591039513,388858,0.0,1.0
2017-08-14,114.9,118.05,114.35,117.85,114.202982384905,474525,0.0,1.0
2017-08-11,111.8,114.1,111.65,113.65,110.132956708056,475442,0.0,1.0
2017-08-10,115.1,116.2,111.15,111.5,108.049491183003,669909,0.0,1.0
2017-08-09,115.55,117.15,115.41,116.5,112.894759845917,480893,0.0,1.0
2017-08-08,117.75,118.4,117.05,117.15,113.524644772096,634573,0.0,1.0
2017-08-07,113.15,117.8,112.35,117.6,113.960718951759,527590,0.25,1.0
2017-08-04,113.45,113.6,112.3,112.7,108.980679048479,381973,0.0,1.0
2017-08-03,114.05,114.65,112.8,113.35,109.609227774135,337926,0.0,1.0
2017-08-02,117.4,118.25,112.6,114.0,110.237776499792,559646,0.0,1.0
2017-08-01,117.15,118.75,116.3,116.8,112.945371010313,575588,0.0,1.0
2017-07-31,116.9,119.195,115.55,116.45,112.606921696498,761442,0.0,1.0
2017-07-28,120.0,121.25,114.9,116.2,112.36517218663,1763421,0.0,1.0
2017-07-27,113.95,114.45,109.3,111.5,107.820281401112,763716,0.0,1.0
2017-07-26,113.2,113.9363,112.05,113.25,109.512527970188,374664,0.0,1.0
2017-07-25,112.15,112.6,111.2,112.55,108.835629342558,469450,0.0,1.0
2017-07-24,111.55,112.75,111.2,111.85,108.158730714928,391205,0.0,1.0
2017-07-21,111.4,112.75,110.11,111.3,107.626881793218,483502,0.0,1.0
2017-07-20,114.9,115.675,112.3,112.45,108.738929538611,424965,0.0,1.0
2017-07-19,112.85,114.0,111.8,113.25,109.512527970188,328520,0.0,1.0
2017-07-18,111.0,112.0,110.45,111.65,107.965331107033,298593,0.0,1.0
2017-07-17,110.75,111.55,110.275,111.4,107.723581597165,269388,0.0,1.0
2017-07-14,111.0,111.0,109.85,110.3,106.659883753746,327276,0.0,1.0
2017-07-13,113.05,113.3,110.35,110.45,106.804933459667,536684,0.0,1.0
2017-07-12,111.3,112.8,110.7,112.7,108.980679048479,562509,0.0,1.0
2017-07-11,109.45,111.3,109.1,110.0,106.369784341905,368152,0.0,1.0
2017-07-10,107.25,110.25,106.375,109.85,106.224734635984,787797,0.0,1.0
2017-07-07,104.75,107.55,104.5,107.15,103.61383992941,451105,0.0,1.0
2017-07-06,103.05,105.5,103.05,104.1,100.664495909021,617759,0.0,1.0
2017-07-05,103.2,105.4,103.075,104.3,100.857895516915,531562,0.0,1.0
2017-07-03,104.7,106.175,103.0,103.05,99.6491479675752,538492,0.0,1.0
2017-06-30,105.6,105.8,103.95,104.5,101.051295124809,591534,0.0,1.0
2017-06-29,107.4,107.5,103.4,105.2,101.72819375244,762317,0.0,1.0
2017-06-28,106.1,108.0,105.25,107.85,104.29073855704,835359,0.0,1.0
2017-06-27,110.25,111.95,105.8,105.95,102.453442282044,652781,0.0,1.0
2017-06-26,111.65,113.6747,110.2,110.3,106.659883753746,497979,0.0,1.0
2017-06-23,109.4,112.7,109.3,110.3,106.659883753746,3147961,0.0,1.0
2017-06-22,109.45,110.45,108.9,109.5,105.886285322169,398867,0.0,1.0
2017-06-21,108.9,110.4,108.25,109.95,106.321434439931,522093,0.0,1.0
2017-06-20,111.4,112.25,108.2,108.2,104.629187870855,339201,0.0,1.0
2017-06-19,109.8,111.75,108.055,111.7,108.013681009007,405342,0.0,1.0
2017-06-16,108.05,110.0,107.75,108.6,105.015987086644,675761,0.0,1.0
2017-06-15,104.9,108.9,104.9,108.75,105.161036792565,714490,0.0,1.0
2017-06-14,111.35,111.35,107.95,108.85,105.257736596512,392818,0.0,1.0
2017-06-13,110.1,112.0,109.7,110.55,106.901633263614,879563,0.0,1.0
2017-06-12,107.85,110.0,105.1,109.5,105.886285322169,753288,0.0,1.0
2017-06-09,115.9,116.65,108.35,111.2,107.530181989271,796649,0.0,1.0
2017-06-08,112.75,116.45,112.1,115.225,111.422349098145,702131,0.0,1.0
2017-06-07,112.9,113.5,111.85,112.0,108.303780420848,596895,0.0,1.0
2017-06-06,111.45,113.1439,110.7,112.25,108.545529930716,380296,0.0,1.0
2017-06-05,113.75,114.5,111.825,111.85,108.158730714928,398129,0.0,1.0
2017-06-02,113.95,114.45,112.587,114.05,110.286126401766,572372,0.0,1.0
2017-06-01,111.7,113.05,110.2,113.0,109.27077846032,570780,0.0,1.0
2017-05-31,110.5,111.15,108.825,111.0,107.336782381377,594526,0.0,1.0
2017-05-30,110.55,111.625,109.6,110.45,106.804933459667,597374,0.0,1.0
2017-05-26,110.15,110.75,108.15,110.2,106.563183949799,591474,0.0,1.0
2017-05-25,111.55,111.75,109.7,110.1,106.466484145852,748885,0.0,1.0
2017-05-24,111.6,111.85,110.5,110.75,107.095032871509,439397,0.0,1.0
2017-05-23,111.0,111.25,107.9,111.25,107.578531891244,944215,0.0,1.0
2017-05-22,111.1,113.89,110.65,111.35,107.675231695192,721713,0.0,1.0
2017-05-19,111.15,114.8,110.95,113.05,109.319128362294,668230,0.0,1.0
2017-05-18,108.35,111.95,106.85,110.35,106.70823365572,594263,0.0,1.0
2017-05-17,113.05,113.7,109.7,109.85,106.224734635984,613225,0.0,1.0
2017-05-16,116.05,116.55,113.95,115.25,111.446524049132,472089,0.0,1.0
2017-05-15,116.0,117.25,114.55,115.35,111.543223853079,473574,0.0,1.0
2017-05-12,114.75,115.45,113.9,115.0,111.204774539264,507151,0.0,1.0
2017-05-11,114.65,115.0,113.3,114.75,110.963025029396,607790,0.0,1.0
2017-05-10,114.75,115.65,113.5,115.3,111.494873951106,472944,0.0,1.0
2017-05-09,115.1,115.8,112.8,114.1,110.334476303739,615869,0.0,1.0
2017-05-08,120.45,120.45,114.4,115.05,111.253124441238,1053921,0.25,1.0
2017-05-05,120.35,123.95,118.9,120.95,116.70481700926,1386855,0.0,1.0
2017-05-04,113.4,113.8,111.5,112.75,108.792626025581,887021,0.0,1.0
2017-05-03,113.2,113.74,111.5,112.65,108.696135891634,591984,0.0,1.0
2017-05-02,114.65,115.1,113.475,114.05,110.046997766896,691806,0.0,1.0
2017-05-01,113.15,114.9,112.8,114.85,110.818918838475,588564,0.0,1.0
2017-04-28,113.4,113.725,112.2,113.0,109.03385136045,757235,0.0,1.0
2017-04-27,110.6,113.85,110.18,113.5,109.516302030186,1042741,0.0,1.0
2017-04-26,112.8,112.85,110.05,110.1,106.235637475978,634962,0.0,1.0
2017-04-25,111.0,112.8,110.75,112.6,108.64789082466,830096,0.0,1.0
2017-04-24,108.7,110.7,108.3,110.45,106.573352944793,504809,0.0,1.0
2017-04-21,107.45,107.5,106.35,107.35,103.582158792427,440665,0.0,1.0
2017-04-20,105.25,107.8,104.75,107.5,103.726893993348,611431,0.0,1.0
2017-04-19,104.15,105.625,103.85,104.65,100.97692517585,467423,0.0,1.0
2017-04-18,103.35,103.8369,102.4,103.7,100.060268903351,421524,0.0,1.0
2017-04-17,102.4,103.9,102.25,103.5,99.8672886354561,436672,0.0,1.0
2017-04-13,102.65,103.2,101.8,102.15,98.5646718271675,482678,0.0,1.0
2017-04-12,102.6,103.55,102.05,103.0,99.3848379657196,695573,0.0,1.0
2017-04-11,101.75,102.95,100.8,102.95,99.3365928987459,473758,0.0,1.0
2017-04-10,100.7,102.225,99.6,102.0,98.4199366262466,460838,0.0,1.0
2017-04-07,100.0,101.45,98.95,100.4,96.8760944830898,1246919,0.0,1.0
2017-04-06,96.35,98.1,95.6,97.6,94.1743707325654,478806,0.0,1.0
2017-04-05,98.1,99.25,96.0,96.0,92.6305285894086,399980,0.0,1.0
2017-04-04,98.45,99.75,97.55,97.75,94.3191059334863,489076,0.0,1.0
2017-04-03,97.45,99.25,96.475,99.0,95.5252326078276,684062,0.0,1.0
2017-03-31,98.0,98.6,96.85,97.5,94.0778805986181,663359,0.0,1.0
2017-03-30,98.3,99.2,97.75,98.1,94.6568214023019,596564,0.0,1.0
2017-03-29,96.45,98.6,94.95,98.55,95.0910270050647,492174,0.0,1.0
2017-03-28,95.35,97.15,94.9,96.7,93.3059595270397,505616,0.0,1.0
2017-03-27,94.75,96.25,93.65,95.55,92.1963229866457,446686,0.0,1.0
2017-03-24,95.25,96.5,95.15,96.15,92.7752637903295,611309,0.0,1.0
2017-03-23,94.5,95.6,93.6438,95.1,91.7621173838828,643997,0.0,1.0
2017-03-22,93.75,94.8,92.725,94.65,91.32791178112,507783,0.0,1.0
2017-03-21,97.7,98.0,93.25,93.6,90.3147653746733,984321,0.0,1.0
2017-03-20,98.25,98.525,96.8,97.4,93.9813904646708,643724,0.0,1.0
2017-03-17,96.9,98.75,96.9,97.95,94.5120862013809,1682745,0.0,1.0
2017-03-16,99.5,99.65,97.2,97.65,94.222615799539,617881,0.0,1.0
2017-03-15,99.2,100.0,98.1,99.35,95.8629480766431,991034,0.0,1.0
2017-03-14,99.75,99.9,98.0,99.3,95.8147030096695,328424,0.0,1.0
2017-03-13,98.7,100.2,98.7,99.75,96.2489086124323,525080,0.0,1.0
2017-03-10,98.65,99.8,98.225,99.25,95.7664579426958,846990,0.0,1.0
2017-03-09,98.0,99.25,97.55,98.4,94.9462918041438,476796,0.0,1.0
2017-03-08,98.3,99.95,97.8,98.25,94.8015566032228,757907,0.0,1.0
2017-03-07,98.15,99.35,97.55,98.55,95.0910270050647,825453,0.0,1.0
2017-03-06,96.5,98.65,95.55,98.5,95.0427819380911,853918,0.0,1.0
2017-03-03,95.1,98.45,94.5,97.7,94.2708608665127,989391,0.0,1.0
2017-03-02,97.9,97.95,95.3,95.8,92.4375483215139,1715722,0.0,1.0
2017-03-01,101.3,101.3,95.0,97.95,94.5120862013809,2623812,0.0,1.0
2017-02-28,93.1,93.8,90.9,91.75,88.5296978966483,1453564,0.0,1.0
2017-02-27,92.55,94.75,92.55,93.75,90.4595005755943,1055884,0.0,1.0
2017-02-24,91.1,93.15,90.35,93.05,89.7840696379632,716822,0.0,1.0
2017-02-23,94.35,94.6,91.9,92.3,89.0603936333584,1153902,0.0,1.0
2017-02-22,95.75,95.75,94.15,94.375,91.0625639127649,942264,0.0,1.0
2017-02-21,95.6,96.35,94.7,96.2,92.8235088573032,1066807,0.0,1.0
2017-02-17,95.55,96.1,93.85,95.85,92.4857933884876,874515,0.0,1.0
2017-02-16,95.6,96.025,94.6,95.6,92.2445680536193,1019968,0.0,1.0
2017-02-15,94.15,97.3,94.05,95.6,92.2445680536193,1522103,0.0,1.0
2017-02-14,101.3,101.4,93.9,94.35,91.0384413792781,2659490,0.0,1.0
2017-02-13,101.75,104.35,101.65,103.3,99.6743083675615,1064116,0.0,1.0
2017-02-10,103.05,104.4,100.5,101.75,98.1787112913783,1144633,0.0,1.0
2017-02-09,100.45,104.375,100.125,103.75,100.108513970324,1312722,0.0,1.0
2017-02-08,99.75,100.6,96.4,100.45,96.9243395500634,2770974,0.0,1.0
2017-02-07,101.55,102.7,100.25,101.1,97.5515254207209,1620326,0.0,1.0
2017-02-06,101.85,102.95,99.6,102.75,99.1436126308513,833373,0.0,1.0
2017-02-03,103.0,104.5,100.15,101.8,98.226956358352,1117537,0.0,1.0
2017-02-02,105.6,106.2,100.1,103.0,99.3848379657196,2239626,0.0,1.0
2017-02-01,108.2,108.35,104.6,106.6,102.858482787822,13070050,0.0,1.0
2017-01-31,105.5,108.55,103.8,108.1,104.305834797032,3348858,0.0,1.0
2017-01-30,102.65,106.55,100.8,106.0,102.279541984139,607499,0.0,1.0
2017-01-27,102.7,105.05,102.05,103.25,99.6260633005878,479786,0.0,1.0
2017-01-26,109.4,109.8,100.8,102.6,98.9988774299304,726175,0.0,1.0
2017-01-25,107.7,109.95,106.65,109.65,105.801431873215,455986,0.0,1.0
2017-01-24,108.1,110.0,106.35,106.55,102.810237720849,407279,0.0,1.0
2017-01-23,107.5,108.55,106.7292,107.9,104.112854529137,261286,0.0,1.0
2017-01-20,106.7,108.6,106.125,107.45,103.678648926374,343382,0.0,1.0
2017-01-19,103.6,106.3,101.325,105.95,102.231296917165,334566,0.0,1.0
2017-01-18,100.65,103.65,100.05,103.5,99.8672886354561,232893,0.0,1.0
2017-01-17,100.3,100.75,98.35,100.4,96.8760944830898,237090,0.0,1.0
2017-01-13,99.3,101.75,99.3,100.25,96.7313592821688,323688,0.0,1.0
2017-01-12,102.05,102.05,98.6,98.85,95.3804974069066,219015,0.0,1.0
2017-01-11,100.85,102.75,100.3,102.55,98.9506323629567,181598,0.5,1.0
2017-01-10,100.3,102.1,99.16,101.05,97.0301931128266,140335,0.0,1.0
2017-01-09,98.1,100.595,97.65,100.2,96.2140064315213,120826,0.0,1.0
2017-01-06,98.1,99.0,97.375,98.35,94.4376001251508,116251,0.0,1.0
2017-01-05,99.95,100.6,97.675,97.95,94.0535122751248,161474,0.0,1.0
2017-01-04,98.55,100.75,98.35,100.6,96.5980942815473,177997,0.0,1.0
2017-01-03,97.6,99.75,96.55,98.0,94.1015232563781,234084,0.0,1.0
2016-12-30,97.85,98.075,96.25,96.55,92.7092048000337,122352,0.0,1.0
2016-12-29,97.85,99.125,97.3,97.65,93.7654463876053,130962,0.0,1.0
2016-12-28,97.75,98.575,96.605,97.5,93.6214134438455,129353,0.0,1.0
2016-12-27,95.55,98.25,95.05,97.65,93.7654463876053,228720,0.0,1.0
2016-12-23,95.0,95.9,93.81,95.25,91.4609192874491,171356,0.0,1.0
2016-12-22,97.7,97.7,94.6,95.0,91.2208643811828,150703,0.0,1.0
2016-12-21,98.25,99.6,97.05,97.9,94.0055012938716,133465,0.0,1.0
2016-12-20,97.8,99.05,97.3,98.15,94.2455562001378,184574,0.0,1.0
2016-12-19,100.2,100.8,95.95,97.4,93.525391481339,393216,0.0,1.0
2016-12-16,102.6,103.7,99.05,99.75,95.781907600242,926941,0.0,1.0
2016-12-15,104.0,104.65,101.85,102.8,98.7105774566905,323457,0.0,1.0
2016-12-14,103.55,104.95,102.06,103.45,99.3347202129828,294302,0.0,1.0
2016-12-13,103.95,105.25,102.95,103.85,99.7188080630088,417405,0.0,1.0
2016-12-12,102.25,103.7,101.4,103.6,99.4787531567425,333347,0.0,1.0
2016-12-09,103.05,104.6,100.25,100.8,96.7901382065603,158719,0.0,1.0
2016-12-08,98.6,105.05,98.6,102.4,98.3264896066644,307450,0.0,1.0
2016-12-07,100.7,102.1,97.4,99.05,95.1097538626964,353448,0.0,1.0
2016-12-06,101.45,102.15,100.25,101.6,97.5583139066124,271397,0.0,1.0
2016-12-05,96.95,101.15,96.95,101.15,97.1262150753331,329629,0.0,1.0
2016-12-02,96.8,97.25,95.05,96.95,93.0932926500597,373526,0.0,1.0
2016-12-01,101.0,102.2898,96.325,96.85,92.9972706875532,347565,0.0,1.0
2016-11-30,104.35,104.35,100.75,100.85,96.8381491878135,280729,0.0,1.0
2016-11-29,106.25,106.25,104.1,104.15,100.006873950528,258140,0.0,1.0
2016-11-28,108.65,108.65,105.325,105.6,101.399192406873,579523,0.0,1.0
2016-11-25,108.4,108.95,107.5,108.85,104.519906188334,80460,0.0,1.0
2016-11-23,106.65,108.0,106.65,107.95,103.655708525776,195755,0.0,1.0
2016-11-22,108.9,110.1,105.95,107.5,103.223609694496,536742,0.0,1.0
2016-11-21,106.7,108.4,105.5,108.25,103.943774413295,502370,0.0,1.0
2016-11-18,103.65,105.65,103.65,105.2,101.015104556847,231131,0.0,1.0
2016-11-17,101.1,103.75,101.1,103.5,99.382731194236,152409,0.0,1.0
2016-11-16,99.4,102.0,99.4,100.95,96.9341711503201,152985,0.0,1.0
2016-11-15,100.35,105.0,99.4,99.4,95.4458307314692,268639,0.0,1.0
2016-11-14,103.15,104.15,98.2,99.9,95.9259405440017,325558,0.0,1.0
2016-11-11,102.1,103.5,100.0,102.05,97.9904127378916,451179,0.0,1.0
2016-11-10,101.15,103.7,98.05,102.95,98.8546104004502,597524,0.0,1.0
2016-11-09,95.0,100.15,93.41,100.1,96.1179844690147,292218,0.0,1.0
2016-11-08,94.8,97.25,94.8,96.85,92.9972706875532,230894,0.0,1.0
2016-11-07,94.6,95.4,93.65,95.35,91.5569412499556,238910,0.0,1.0
2016-11-04,91.5,95.0,91.275,93.2,89.4924690560657,231987,0.0,1.0
2016-11-03,92.05,92.65,91.0,91.35,87.7160627496953,216164,0.5,1.0
2016-11-02,94.2,94.975,91.575,91.7,87.572813872042,353085,0.0,1.0
2016-11-01,94.2,95.15,93.225,94.2,89.9602951662634,439765,0.0,1.0
2016-10-31,94.4,95.525,93.9,95.0,90.7242891804143,447660,0.0,1.0
2016-10-28,95.5,99.49,91.0,94.59,90.332742248162,895461,0.0,1.0
2016-10-27,89.68,90.01,86.22,87.18,83.2562476920897,361632,0.0,1.0
2016-10-26,89.88,90.2,88.22,88.91,84.9083847476909,154011,0.0,1.0
2016-10-25,90.69,90.78,89.6243,89.8,85.7583280884337,119903,0.0,1.0
2016-10-24,90.59,91.62,90.085,90.52,86.4459227011695,190694,0.0,1.0
2016-10-21,89.99,91.21,89.99,90.58,86.5032222522308,132630,0.0,1.0
2016-10-20,91.74,91.74,89.8,90.7,86.6178213543534,113230,0.0,1.0
2016-10-19,88.92,91.59,88.92,91.44,87.324515817443,228405,0.0,1.0
2016-10-18,89.76,89.9599,88.48,88.86,84.8606351218065,274770,0.0,1.0
2016-10-17,89.73,90.5499,88.45,88.68,84.6887364686225,116033,0.0,1.0
2016-10-14,90.41,90.715,86.7467,89.61,85.5768795100729,191458,0.0,1.0
2016-10-13,90.53,90.53,88.215,89.55,85.5195799590116,160507,0.0,1.0
2016-10-12,91.02,91.64,90.23,91.33,87.2194666404972,149720,0.0,1.0
2016-10-11,93.36,93.43,90.22,91.33,87.2194666404972,197957,0.0,1.0
2016-10-10,93.54,94.25,93.14,93.27,89.072152124813,163325,0.0,1.0
2016-10-07,93.79,93.87,92.44,93.4,89.1963011521126,176225,0.0,1.0
2016-10-06,93.5,94.96,92.86,93.48,89.2727005535277,134298,0.0,1.0
2016-10-05,93.17,94.05,92.91,93.42,89.2154010024663,131281,0.0,1.0
2016-10-04,92.24,94.22,92.24,93.42,89.2154010024663,525511,0.0,1.0
2016-10-03,95.83,95.985,91.015,91.99,87.8497617021717,817252,0.0,1.0
2016-09-30,90.48,91.135,89.56,90.39,86.32177367387,281791,0.0,1.0
2016-09-29,91.13,91.265,89.51,90.25,86.1880747213936,145057,0.0,1.0
2016-09-28,90.48,91.51,90.48,91.13,87.0284681369595,601898,0.0,1.0
2016-09-27,90.21,91.31,89.93,90.49,86.4172729256388,361186,0.0,1.0
2016-09-26,89.03,89.95,88.545,89.8,85.7583280884337,268400,0.0,1.0
2016-09-23,90.23,90.74,89.47,89.71,85.6723787618417,205564,0.0,1.0
2016-09-22,91.92,92.41,89.13,90.26,86.1976246465705,506583,0.0,1.0
2016-09-21,90.29,91.335,89.92,91.25,87.1430672390821,225166,0.0,1.0
2016-09-20,91.0,91.31,89.72,89.85,85.8060777143181,259206,0.0,1.0
2016-09-19,91.36,91.94,89.4604,90.47,86.3981730752851,348559,0.0,1.0
2016-09-16,92.12,94.42,90.52,90.65,86.570071728469,771574,0.0,1.0
2016-09-15,90.66,93.62,90.66,92.22,88.0694099812401,588146,0.0,1.0
2016-09-14,87.65,92.3,87.65,90.77,86.6846708305916,701511,0.0,1.0
2016-09-13,88.18,89.39,86.663,87.37,83.4376962704505,200445,0.0,1.0
2016-09-12,88.32,89.46,87.17,89.28,85.2617319792356,297282,0.0,1.0
2016-09-09,88.59,90.2,88.15,89.02,85.0134339246366,354167,0.0,1.0
2016-09-08,90.09,90.6,89.32,89.58,85.5482297345422,243776,0.0,1.0
2016-09-07,90.9,90.95,89.76,90.34,86.2740240479855,342056,0.0,1.0
2016-09-06,88.71,91.72,87.34,90.52,86.4459227011695,795686,0.0,1.0
2016-09-02,86.5,88.9948,86.5,88.21,84.2398899853089,523946,0.0,1.0
2016-09-01,83.35,86.26,83.15,86.04,82.1675562219247,344414,0.0,1.0
2016-08-31,83.0,83.78,82.475,83.5,79.7418752269957,180716,0.0,1.0
2016-08-30,82.74,83.45,82.6,83.29,79.5413267982811,186678,0.0,1.0
2016-08-29,82.52,83.06,82.25,83.0,79.2643789681514,97953,0.0,1.0
2016-08-26,81.18,82.54,80.82,82.46,78.7486830085996,131022,0.0,1.0
2016-08-25,81.42,82.06,80.89,81.01,77.3639438579512,238324,0.0,1.0
2016-08-24,82.54,83.21,79.9432,81.6,77.9273894433874,190069,0.0,1.0
2016-08-23,80.64,83.233,80.64,82.92,79.1879795667363,602110,0.0,1.0
2016-08-22,80.59,81.2,79.63,80.17,76.5617501430928,139851,0.0,1.0
2016-08-19,80.4,81.0,80.17,80.79,77.1538455040597,200620,0.0,1.0
2016-08-18,80.83,81.37,80.12,80.44,76.8195981228687,253297,0.0,1.0
2016-08-17,81.58,81.8,79.71,80.68,77.0487963271139,333965,0.0,1.0
2016-08-16,82.91,82.92,81.725,81.76,78.0801882462176,297132,0.0,1.0
2016-08-15,83.42,83.6,82.55,83.07,79.3312284443896,148522,0.0,1.0
2016-08-12,84.17,84.36,82.71,82.91,79.1784296415594,313884,0.0,1.0
2016-08-11,83.88,84.73,83.325,84.16,80.3721702886702,399962,0.0,1.0
2016-08-10,83.2,84.309,81.61,83.3,79.550876723458,406506,0.0,1.0
2016-08-09,82.22,84.0129,82.091,83.61,79.8469244039415,320011,0.0,1.0
2016-08-08,83.48,83.89,82.01,82.45,78.7391330834227,170782,0.0,1.0
2016-08-05,83.65,84.0,83.1553,83.66,79.8946740298259,279520,0.0,1.0
2016-08-04,83.52,84.285,83.15,83.28,79.5317768731042,196421,0.5,1.0
2016-08-03,84.56,84.56,83.2952,84.04,79.7785930820683,409027,0.0,1.0
2016-08-02,84.21,85.6,84.135,84.91,80.6044780889864,385972,0.0,1.0
2016-08-01,85.73,85.73,84.0,84.69,80.3956336044783,360263,0.0,1.0
2016-07-29,85.95,86.0,83.71,85.91,81.5537712003865,499212,0.0,1.0
2016-07-28,83.65,86.0,82.5745,85.72,81.3734055092205,1394696,0.0,1.0
2016-07-27,85.02,86.4,82.3,83.62,79.3798899752802,3402250,0.0,1.0
2016-07-26,65.53,73.49,64.74,69.71,66.1752227957042,943318,0.0,1.0
2016-07-25,64.45,65.69,64.18,65.31,61.9983331055435,241884,0.0,1.0
2016-07-22,62.28,64.67,61.96,64.47,61.2009268919674,261359,0.0,1.0
2016-07-21,64.34,64.82,61.815,62.44,59.2738618758251,193089,0.0,1.0
2016-07-20,63.61,64.65,63.2,64.5,61.2294056853094,179294,0.0,1.0
2016-07-19,63.55,63.975,63.0,63.15,59.9478599849192,203206,0.0,1.0
2016-07-18,63.23,64.065,62.97,63.49,60.2706196427953,176693,0.0,1.0
2016-07-15,64.61,64.61,63.0401,63.37,60.1567044694272,89894,0.0,1.0
2016-07-14,64.53,64.6,63.65,64.07,60.8212096474073,101288,0.0,1.0
