,MCF_Open,MCF_High,MCF_Low,MCF_Close,MCF_Adj Close,MCF_Volume,MCF_Dividend Amount,MCF_Split Coefficient
2016-04-26,12.51,12.7899,12.15,12.6,12.6,106683,0.0,1.0
2016-04-25,12.61,12.65,12.15,12.43,12.43,151137,0.0,1.0
2016-04-22,12.48,12.87,12.48,12.61,12.61,208295,0.0,1.0
2016-04-21,12.84,13.05,12.21,12.34,12.34,89191,0.0,1.0
2016-04-20,12.45,12.85,12.16,12.8,12.8,258885,0.0,1.0
2016-04-19,12.14,13.1899,12.14,12.5,12.5,99566,0.0,1.0
2016-04-18,11.27,12.46,10.62,12.1,12.1,130393,0.0,1.0
2016-04-15,11.43,11.81,11.08,11.62,11.62,101354,0.0,1.0
2016-04-14,11.8,11.83,11.35,11.61,11.61,106625,0.0,1.0
2016-04-13,11.39,11.83,11.15,11.71,11.71,186702,0.0,1.0
2016-04-12,11.4,11.7,11.18,11.48,11.48,295781,0.0,1.0
2016-04-11,11.53,11.75,11.26,11.3,11.3,160096,0.0,1.0
2016-04-08,11.34,11.55,11.17,11.38,11.38,185471,0.0,1.0
2016-04-07,10.91,11.3872,10.8,11.0,11.0,84512,0.0,1.0
2016-04-06,11.04,11.29,10.8,11.09,11.09,146943,0.0,1.0
2016-04-05,10.97,11.235,10.52,10.82,10.82,131789,0.0,1.0
2016-04-04,10.95,11.705,10.8674,11.1,11.1,105464,0.0,1.0
2016-04-01,11.33,11.6,10.849,11.2,11.2,111213,0.0,1.0
2016-03-31,11.05,11.79,11.05,11.79,11.79,205873,0.0,1.0
2016-03-30,11.87,11.89,10.985,11.07,11.07,141359,0.0,1.0
2016-03-29,11.12,11.6,11.12,11.5,11.5,186004,0.0,1.0
2016-03-28,11.62,11.84,10.41,11.6,11.6,141118,0.0,1.0
2016-03-24,11.3,12.04,11.05,11.84,11.84,108095,0.0,1.0
2016-03-23,12.01,12.136,11.3,11.54,11.54,166335,0.0,1.0
2016-03-22,11.55,12.84,11.55,12.31,12.31,189809,0.0,1.0
2016-03-21,11.4,12.5,10.995,12.17,12.17,203409,0.0,1.0
2016-03-18,10.98,11.69,10.5,11.47,11.47,364565,0.0,1.0
2016-03-17,9.91,10.8899,9.52,10.69,10.69,148811,0.0,1.0
2016-03-16,9.01,10.0,9.01,9.85,9.85,129136,0.0,1.0
2016-03-15,8.99,9.17,8.48,9.14,9.14,118887,0.0,1.0
2016-03-14,9.42,9.59,8.98,9.17,9.17,147968,0.0,1.0
2016-03-11,8.7,9.34,8.7,9.26,9.26,130211,0.0,1.0
2016-03-10,8.05,8.5299,7.83,8.46,8.46,103786,0.0,1.0
2016-03-09,7.86,8.39,7.55,8.12,8.12,120355,0.0,1.0
2016-03-08,7.89,7.89,7.51,7.65,7.65,150868,0.0,1.0
2016-03-07,7.75,8.01,7.44,7.96,7.96,260931,0.0,1.0
2016-03-04,7.1,7.96,6.97,7.35,7.35,365958,0.0,1.0
2016-03-03,6.77,7.32,6.6124,6.97,6.97,167650,0.0,1.0
2016-03-02,5.99,6.79,5.99,6.79,6.79,80534,0.0,1.0
2016-03-01,6.2,6.47,5.74,6.19,6.19,58713,0.0,1.0
2016-02-29,5.85,6.09,5.58,6.03,6.03,153983,0.0,1.0
2016-02-26,5.39,5.89,5.33,5.69,5.69,78025,0.0,1.0
2016-02-25,5.47,5.47,5.025,5.28,5.28,30850,0.0,1.0
2016-02-24,5.01,5.47,5.01,5.44,5.44,79309,0.0,1.0
2016-02-23,5.92,5.92,5.29,5.39,5.39,70450,0.0,1.0
2016-02-22,5.68,5.95,5.67,5.9,5.9,94431,0.0,1.0
2016-02-19,5.63,5.65,5.27,5.44,5.44,66917,0.0,1.0
2016-02-18,6.35,6.36,5.725,5.79,5.79,50778,0.0,1.0
2016-02-17,5.6,6.33,5.56,6.26,6.26,116901,0.0,1.0
2016-02-16,5.98,5.98,5.34,5.59,5.59,99879,0.0,1.0
2016-02-12,5.56,5.97,5.55,5.81,5.81,58290,0.0,1.0
2016-02-11,5.55,5.71,5.19,5.57,5.57,92069,0.0,1.0
2016-02-10,5.8,6.25,5.7,5.8,5.8,81244,0.0,1.0
2016-02-09,6.15,6.15,5.59,5.8,5.8,164273,0.0,1.0
2016-02-08,5.91,6.37,5.7,6.21,6.21,116031,0.0,1.0
2016-02-05,6.44,6.51,6.09,6.16,6.16,113805,0.0,1.0
2016-02-04,6.02,6.5,6.02,6.46,6.46,140980,0.0,1.0
2016-02-03,5.72,5.99,5.5,5.96,5.96,118224,0.0,1.0
2016-02-02,5.74,5.86,5.68,5.69,5.69,133983,0.0,1.0
2016-02-01,6.11,6.19,5.74,6.03,6.03,207125,0.0,1.0
2016-01-29,6.18,6.66,6.04,6.41,6.41,347715,0.0,1.0
2016-01-28,6.02,6.49,5.907,6.17,6.17,197060,0.0,1.0
2016-01-27,4.97,5.99,4.94,5.76,5.76,306925,0.0,1.0
2016-01-26,4.57,5.015,4.51,4.97,4.97,115082,0.0,1.0
2016-01-25,4.76,4.91,4.5,4.51,4.51,138582,0.0,1.0
2016-01-22,4.9,4.93,4.5901,4.77,4.77,161602,0.0,1.0
2016-01-21,4.13,4.65,4.13,4.46,4.46,110966,0.0,1.0
2016-01-20,3.87,4.25,3.71,4.15,4.15,186294,0.0,1.0
2016-01-19,4.28,4.36,3.95,4.03,4.03,195393,0.0,1.0
2016-01-15,3.95,4.19,3.68,4.19,4.19,170750,0.0,1.0
2016-01-14,4.1,4.32,3.95,4.15,4.15,147164,0.0,1.0
2016-01-13,4.15,4.38,3.9,4.05,4.05,218168,0.0,1.0
2016-01-12,4.27,4.32,3.96,4.11,4.11,138324,0.0,1.0
2016-01-11,4.31,4.35,3.89,4.15,4.15,291271,0.0,1.0
2016-01-08,5.07,5.2,4.455,4.5,4.5,454009,0.0,1.0
2016-01-07,5.58,5.64,5.03,5.06,5.06,140942,0.0,1.0
2016-01-06,6.16,6.17,5.67,5.71,5.71,136095,0.0,1.0
2016-01-05,6.33,6.4,6.17,6.36,6.36,107122,0.0,1.0
2016-01-04,6.4,6.53,6.05,6.4,6.4,141743,0.0,1.0
2015-12-31,6.3,6.5,6.25,6.41,6.41,129383,0.0,1.0
2015-12-30,6.13,6.43,6.1,6.31,6.31,110551,0.0,1.0
2015-12-29,6.47,6.49,6.03,6.31,6.31,91385,0.0,1.0
2015-12-28,6.31,6.4899,6.1,6.27,6.27,93662,0.0,1.0
2015-12-24,6.73,6.73,6.24,6.36,6.36,121727,0.0,1.0
2015-12-23,6.12,6.75,6.02,6.74,6.74,178857,0.0,1.0
2015-12-22,5.79,6.07,5.73,5.94,5.94,132716,0.0,1.0
2015-12-21,6.3,6.47,5.74,5.79,5.79,135162,0.0,1.0
2015-12-18,6.23,6.3,6.06,6.08,6.08,264629,0.0,1.0
2015-12-17,6.55,6.75,6.12,6.23,6.23,168868,0.0,1.0
2015-12-16,6.84,6.99,6.42,6.5,6.5,162078,0.0,1.0
2015-12-15,6.45,6.82,6.23,6.82,6.82,129182,0.0,1.0
2015-12-14,6.6,6.88,6.18,6.3,6.3,182927,0.0,1.0
2015-12-11,6.7,7.05,6.68,6.73,6.73,142863,0.0,1.0
2015-12-10,6.7,7.05,6.52,7.0,7.0,106588,0.0,1.0
2015-12-09,6.8,7.19,6.6,6.79,6.79,149423,0.0,1.0
2015-12-08,6.45,6.99,6.45,6.77,6.77,201969,0.0,1.0
2015-12-07,6.79,6.95,6.45,6.58,6.58,180109,0.0,1.0
2015-12-04,7.23,7.23,6.87,7.0,7.0,115966,0.0,1.0
2015-12-03,7.5,7.64,7.2701,7.31,7.31,98172,0.0,1.0
2015-12-02,7.9,8.0,7.41,7.45,7.45,192686,0.0,1.0
2015-12-01,7.78,8.14,7.6254,7.98,7.98,140578,0.0,1.0
2015-11-30,8.01,8.3,7.69,7.71,7.71,271837,0.0,1.0
2015-11-27,8.1,8.19,7.95,8.01,8.01,50563,0.0,1.0
2015-11-25,7.89,8.27,7.65,8.2,8.2,89174,0.0,1.0
2015-11-24,7.51,7.98,7.5,7.89,7.89,102803,0.0,1.0
2015-11-23,7.5,7.74,7.15,7.44,7.44,75578,0.0,1.0
2015-11-20,7.91,7.91,7.38,7.45,7.45,106074,0.0,1.0
2015-11-19,8.28,8.35,7.63,7.86,7.86,102403,0.0,1.0
2015-11-18,8.71,8.84,8.2075,8.35,8.35,125415,0.0,1.0
2015-11-17,7.75,8.79,7.51,8.43,8.43,128047,0.0,1.0
2015-11-16,7.97,8.17,7.54,7.73,7.73,204883,0.0,1.0
2015-11-13,7.53,8.02,7.39,7.93,7.93,82142,0.0,1.0
2015-11-12,7.87,8.27,7.51,7.57,7.57,69215,0.0,1.0
2015-11-11,8.47,8.6,8.0,8.05,8.05,123683,0.0,1.0
2015-11-10,8.15,8.61,8.0,8.41,8.41,79881,0.0,1.0
2015-11-09,8.86,8.98,8.13,8.16,8.16,135788,0.0,1.0
2015-11-06,7.8,8.85,7.8,8.79,8.79,117418,0.0,1.0
2015-11-05,7.58,8.18,7.2701,7.93,7.93,128245,0.0,1.0
2015-11-04,8.65,8.9052,7.4,7.61,7.61,245093,0.0,1.0
2015-11-03,8.4,9.13,8.29,8.65,8.65,96242,0.0,1.0
2015-11-02,7.59,8.51,7.45,8.42,8.42,82893,0.0,1.0
2015-10-30,7.86,7.96,7.43,7.65,7.65,88622,0.0,1.0
2015-10-29,7.65,7.98,7.65,7.85,7.85,77485,0.0,1.0
2015-10-28,7.44,7.84,7.38,7.64,7.64,98623,0.0,1.0
2015-10-27,7.71,7.71,7.15,7.41,7.41,100420,0.0,1.0
2015-10-26,8.73,8.765,7.81,7.82,7.82,86819,0.0,1.0
2015-10-23,8.99,9.15,8.57,8.8,8.8,57928,0.0,1.0
2015-10-22,9.13,9.43,8.76,8.98,8.98,66153,0.0,1.0
2015-10-21,9.57,9.69,8.96,9.03,9.03,65219,0.0,1.0
2015-10-20,9.47,9.9,9.43,9.74,9.74,55815,0.0,1.0
2015-10-19,9.7,9.7,9.29,9.47,9.47,68433,0.0,1.0
2015-10-16,10.26,10.2999,9.59,9.81,9.81,71494,0.0,1.0
2015-10-15,9.72,10.17,9.56,10.14,10.14,83450,0.0,1.0
2015-10-14,9.64,9.91,9.54,9.74,9.74,109852,0.0,1.0
2015-10-13,9.36,10.13,9.36,9.61,9.61,123626,0.0,1.0
2015-10-12,10.19,10.19,9.26,9.47,9.47,73747,0.0,1.0
2015-10-09,10.43,10.46,9.9,10.1,10.1,122350,0.0,1.0
2015-10-08,9.55,10.31,9.48,10.3,10.3,114153,0.0,1.0
2015-10-07,9.56,10.15,9.25,9.68,9.68,361107,0.0,1.0
2015-10-06,8.81,9.63,8.61,9.41,9.41,173165,0.0,1.0
2015-10-05,8.02,9.0,7.95,8.8,8.8,327162,0.0,1.0
2015-10-02,7.16,7.91,7.12,7.89,7.89,202093,0.0,1.0
2015-10-01,7.76,7.88,7.2,7.23,7.23,172990,0.0,1.0
2015-09-30,7.92,7.92,7.51,7.6,7.6,126986,0.0,1.0
2015-09-29,7.89,8.09,7.76,7.78,7.78,139716,0.0,1.0
2015-09-28,8.08,8.12,7.82,7.84,7.84,185982,0.0,1.0
2015-09-25,8.44,8.44,7.9,8.21,8.21,105349,0.0,1.0
2015-09-24,8.06,8.49,7.95,8.41,8.41,98383,0.0,1.0
2015-09-23,9.06,9.06,8.15,8.17,8.17,130239,0.0,1.0
2015-09-22,8.835,9.2,8.75,9.0,9.0,112803,0.0,1.0
2015-09-21,8.94,9.28,8.86,8.97,8.97,225437,0.0,1.0
2015-09-18,9.21,9.23,8.62,8.88,8.88,440548,0.0,1.0
2015-09-17,9.68,9.79,9.28,9.41,9.41,146091,0.0,1.0
2015-09-16,9.48,9.97,9.42,9.67,9.67,162036,0.0,1.0
2015-09-15,9.39,9.66,9.3,9.4,9.4,139520,0.0,1.0
2015-09-14,9.16,9.52,8.94,9.42,9.42,164340,0.0,1.0
2015-09-11,9.27,9.5499,9.1,9.25,9.25,123810,0.0,1.0
2015-09-10,9.31,9.6,9.03,9.46,9.46,123454,0.0,1.0
2015-09-09,9.53,9.75,9.14,9.27,9.27,117388,0.0,1.0
2015-09-08,9.45,9.67,9.2,9.49,9.49,240315,0.0,1.0
2015-09-04,9.27,9.6,9.18,9.42,9.42,110621,0.0,1.0
2015-09-03,9.29,9.8,9.07,9.41,9.41,160239,0.0,1.0
2015-09-02,8.99,9.33,8.72,9.24,9.24,154568,0.0,1.0
2015-09-01,8.88,9.5,8.87,9.06,9.06,190090,0.0,1.0
2015-08-31,8.85,9.39,8.36,9.31,9.31,292190,0.0,1.0
2015-08-28,7.68,9.05,7.68,8.98,8.98,203574,0.0,1.0
2015-08-27,6.97,7.76,6.94,7.71,7.71,256325,0.0,1.0
2015-08-26,6.75,6.95,6.61,6.83,6.83,150750,0.0,1.0
2015-08-25,7.15,7.19,6.6,6.68,6.68,170620,0.0,1.0
2015-08-24,7.3,7.545,6.96,7.0,7.0,216193,0.0,1.0
2015-08-21,7.03,7.8,7.03,7.69,7.69,193873,0.0,1.0
2015-08-20,7.71,7.71,7.23,7.34,7.34,186323,0.0,1.0
2015-08-19,7.69,7.8899,7.46,7.68,7.68,268104,0.0,1.0
2015-08-18,7.67,8.01,7.52,7.76,7.76,136903,0.0,1.0
2015-08-17,7.92,8.0,7.61,7.8,7.8,168356,0.0,1.0
2015-08-14,7.87,8.25,7.87,7.98,7.98,194513,0.0,1.0
2015-08-13,8.16,8.2,7.82,7.83,7.83,117655,0.0,1.0
2015-08-12,7.11,8.25,7.11,8.22,8.22,476358,0.0,1.0
2015-08-11,8.31,8.37,7.71,7.93,7.93,312367,0.0,1.0
2015-08-10,8.15,8.53,7.83,8.52,8.52,338705,0.0,1.0
2015-08-07,8.05,9.08,8.0,8.14,8.14,190668,0.0,1.0
2015-08-06,8.65,8.93,8.33,8.81,8.81,233991,0.0,1.0
2015-08-05,9.24,9.42,8.55,8.55,8.55,292558,0.0,1.0
2015-08-04,9.19,9.5074,8.77,9.13,9.13,190068,0.0,1.0
2015-08-03,8.99,9.41,8.72,9.14,9.14,189975,0.0,1.0
2015-07-31,9.59,9.66,9.15,9.18,9.18,118629,0.0,1.0
2015-07-30,9.74,9.95,9.53,9.6,9.6,237829,0.0,1.0
2015-07-29,9.7,10.1,9.535,9.81,9.81,128902,0.0,1.0
2015-07-28,9.41,9.75,9.03,9.7,9.7,154109,0.0,1.0
2015-07-27,9.57,9.98,9.37,9.42,9.42,146496,0.0,1.0
2015-07-24,10.02,10.02,9.42,9.77,9.77,214728,0.0,1.0
2015-07-23,10.2,10.4,9.84,10.09,10.09,197616,0.0,1.0
2015-07-22,10.21,10.27,10.03,10.26,10.26,192047,0.0,1.0
2015-07-21,9.92,10.34,9.92,10.25,10.25,232253,0.0,1.0
2015-07-20,10.51,10.51,9.81,9.87,9.87,202077,0.0,1.0
2015-07-17,11.14,11.21,10.52,10.56,10.56,251459,0.0,1.0
2015-07-16,11.56,11.7099,10.98,11.12,11.12,247668,0.0,1.0
2015-07-15,11.75,11.97,11.34,11.43,11.43,193526,0.0,1.0
2015-07-14,11.54,12.01,11.53,11.87,11.87,164265,0.0,1.0
2015-07-13,11.51,11.8,11.39,11.56,11.56,238345,0.0,1.0
2015-07-10,11.54,11.69,11.38,11.51,11.51,280737,0.0,1.0
2015-07-09,11.99,12.11,11.56,11.56,11.56,220026,0.0,1.0
2015-07-08,11.91,12.05,11.59,11.8,11.8,345510,0.0,1.0
2015-07-07,11.86,12.24,11.5,11.98,11.98,216943,0.0,1.0
2015-07-06,11.8,12.05,11.61,11.92,11.92,164158,0.0,1.0
2015-07-02,11.95,12.13,11.82,12.07,12.07,123546,0.0,1.0
2015-07-01,12.19,12.34,11.66,11.96,11.96,315972,0.0,1.0
2015-06-30,12.21,12.418,12.07,12.27,12.27,149688,0.0,1.0
2015-06-29,12.24,12.63,11.99,12.1,12.1,178222,0.0,1.0
2015-06-26,12.54,12.83,12.25,12.57,12.57,503099,0.0,1.0
2015-06-25,12.98,12.98,12.41,12.53,12.53,132683,0.0,1.0
2015-06-24,13.13,13.22,12.88,12.89,12.89,248070,0.0,1.0
2015-06-23,12.7,13.186,12.56,13.08,13.08,352549,0.0,1.0
2015-06-22,12.15,13.0,11.8,12.74,12.74,406529,0.0,1.0
2015-06-19,12.78,12.9,11.99,12.04,12.04,1591872,0.0,1.0
2015-06-18,13.06,13.23,12.6,12.85,12.85,358030,0.0,1.0
2015-06-17,12.78,13.28,12.73,12.93,12.93,560784,0.0,1.0
2015-06-16,11.48,12.73,11.461,12.73,12.73,290176,0.0,1.0
2015-06-15,11.45,11.77,11.38,11.5,11.5,447471,0.0,1.0
2015-06-12,11.66,11.71,11.32,11.43,11.43,155515,0.0,1.0
2015-06-11,12.5,12.5,11.7,11.7,11.7,156112,0.0,1.0
2015-06-10,12.92,13.11,12.41,12.45,12.45,171693,0.0,1.0
2015-06-09,12.81,13.06,12.63,12.75,12.75,100873,0.0,1.0
2015-06-08,12.41,12.86,12.31,12.71,12.71,150492,0.0,1.0
2015-06-05,12.26,12.42,11.707,12.41,12.41,412747,0.0,1.0
2015-06-04,13.63,13.63,12.26,12.28,12.28,311507,0.0,1.0
2015-06-03,14.3,14.64,13.6,13.65,13.65,156456,0.0,1.0
2015-06-02,13.58,15.0,13.58,14.23,14.23,220176,0.0,1.0
2015-06-01,13.76,13.88,13.08,13.59,13.59,155198,0.0,1.0
2015-05-29,14.15,14.34,13.72,13.78,13.78,145092,0.0,1.0
2015-05-28,13.95,14.2499,13.8,14.15,14.15,104377,0.0,1.0
2015-05-27,14.13,14.31,13.7,14.04,14.04,107636,0.0,1.0
2015-05-26,14.7,14.88,14.12,14.15,14.15,134378,0.0,1.0
2015-05-22,14.95,15.298,14.44,14.91,14.91,185168,0.0,1.0
2015-05-21,15.3,15.79,14.91,15.3,15.3,156726,0.0,1.0
2015-05-20,15.11,15.285,14.62,15.21,15.21,185005,0.0,1.0
2015-05-19,16.86,16.86,15.015,15.02,15.02,253242,0.0,1.0
2015-05-18,16.5,17.06,16.35,16.98,16.98,131921,0.0,1.0
2015-05-15,16.36,16.97,16.03,16.52,16.52,169920,0.0,1.0
2015-05-14,17.05,17.56,16.34,16.38,16.38,193710,0.0,1.0
2015-05-13,18.71,19.1,16.94,16.98,16.98,236953,0.0,1.0
2015-05-12,18.38,19.69,18.28,18.65,18.65,214994,0.0,1.0
2015-05-11,20.9,20.91,18.22,18.57,18.57,233980,0.0,1.0
2015-05-08,21.02,21.08,18.73,20.88,20.88,261527,0.0,1.0
2015-05-07,20.5,20.91,20.26,20.74,20.74,149244,0.0,1.0
2015-05-06,21.04,21.09,20.05,20.46,20.46,201137,0.0,1.0
2015-05-05,21.59,22.27,20.68,20.74,20.74,143722,0.0,1.0
2015-05-04,22.52,22.67,21.32,21.4,21.4,149068,0.0,1.0
2015-05-01,24.78,25.26,22.59,22.63,22.63,140603,0.0,1.0
2015-04-30,24.85,25.41,24.12,25.07,25.07,192670,0.0,1.0
2015-04-29,22.16,25.09,21.8105,24.91,24.91,245196,0.0,1.0
2015-04-28,21.65,22.3,21.65,22.03,22.03,96857,0.0,1.0
2015-04-27,21.99,22.15,21.51,21.65,21.65,132413,0.0,1.0
2015-04-24,21.48,22.26,21.0,21.86,21.86,142457,0.0,1.0
2015-04-23,20.45,21.63,20.45,21.59,21.59,158917,0.0,1.0
2015-04-22,20.57,21.08,20.0101,20.44,20.44,115308,0.0,1.0
2015-04-21,21.79,21.79,20.42,20.46,20.46,197209,0.0,1.0
2015-04-20,21.94,22.32,21.74,21.8,21.8,94014,0.0,1.0
2015-04-17,22.59,22.88,21.53,22.05,22.05,141272,0.0,1.0
2015-04-16,23.56,23.625,22.65,22.65,22.65,128467,0.0,1.0
2015-04-15,22.98,23.82,22.68,23.73,23.73,238760,0.0,1.0
2015-04-14,22.31,22.9,21.83,22.81,22.81,160264,0.0,1.0
2015-04-13,22.88,22.8888,22.05,22.12,22.12,67482,0.0,1.0
2015-04-10,22.89,22.89,22.21,22.65,22.65,92642,0.0,1.0
2015-04-09,22.72,22.89,22.12,22.72,22.72,71111,0.0,1.0
2015-04-08,23.53,23.595,22.48,22.61,22.61,155341,0.0,1.0
2015-04-07,23.16,23.93,22.53,23.5,23.5,169689,0.0,1.0
2015-04-06,23.06,23.27,22.5,23.17,23.17,125143,0.0,1.0
2015-04-02,22.15,23.2,22.07,22.75,22.75,152029,0.0,1.0
2015-04-01,22.08,22.97,22.02,22.36,22.36,127385,0.0,1.0
2015-03-31,21.65,22.38,21.63,22.0,22.0,109670,0.0,1.0
2015-03-30,22.09,22.384,21.5,21.89,21.89,124338,0.0,1.0
2015-03-27,22.49,22.83,21.66,21.8,21.8,97820,0.0,1.0
2015-03-26,22.37,23.06,22.3,22.76,22.76,213545,0.0,1.0
2015-03-25,22.5,22.55,21.63,22.04,22.04,284152,0.0,1.0
2015-03-24,20.98,22.33,20.82,22.26,22.26,302064,0.0,1.0
2015-03-23,21.35,22.34,20.93,20.94,20.94,213088,0.0,1.0
2015-03-20,21.0,21.78,20.99,21.42,21.42,423487,0.0,1.0
2015-03-19,21.62,21.92,21.06,21.1,21.1,135817,0.0,1.0
2015-03-18,21.01,22.3,20.25,22.03,22.03,277277,0.0,1.0
2015-03-17,21.96,22.78,20.83,21.31,21.31,182754,0.0,1.0
2015-03-16,22.46,22.87,22.08,22.18,22.18,250047,0.0,1.0
2015-03-13,22.09,22.65,21.894,22.56,22.56,154145,0.0,1.0
2015-03-12,22.22,22.69,22.17,22.4,22.4,182084,0.0,1.0
2015-03-11,21.66,22.11,21.5,22.02,22.02,150788,0.0,1.0
2015-03-10,21.54,21.9,21.29,21.56,21.56,128938,0.0,1.0
2015-03-09,21.88,22.38,21.64,21.8,21.8,184323,0.0,1.0
2015-03-06,21.49,22.05,21.38,21.75,21.75,236470,0.0,1.0
2015-03-05,21.43,21.74,21.155,21.71,21.71,213605,0.0,1.0
2015-03-04,20.94,21.69,20.51,21.69,21.69,362028,0.0,1.0
2015-03-03,23.0,23.05,20.93,21.04,21.04,256635,0.0,1.0
2015-03-02,23.55,23.78,22.52,22.91,22.91,182888,0.0,1.0
2015-02-27,24.26,24.59,23.17,23.53,23.53,154230,0.0,1.0
2015-02-26,25.33,25.38,23.9,24.34,24.34,166918,0.0,1.0
2015-02-25,24.51,25.52,24.29,25.49,25.49,104754,0.0,1.0
2015-02-24,25.49,25.57,24.41,24.59,24.59,102936,0.0,1.0
2015-02-23,25.07,25.69,24.15,25.2,25.2,142476,0.0,1.0
2015-02-20,26.74,26.74,25.04,25.37,25.37,163639,0.0,1.0
2015-02-19,26.47,27.29,25.22,26.67,26.67,194806,0.0,1.0
2015-02-18,29.92,30.03,26.85,27.09,27.09,250704,0.0,1.0
2015-02-17,30.45,30.7,29.61,30.46,30.46,79071,0.0,1.0
2015-02-13,29.71,30.88,29.27,30.56,30.56,166623,0.0,1.0
2015-02-12,28.97,31.13,28.97,29.4,29.4,443155,0.0,1.0
2015-02-11,28.07,29.33,26.89,28.55,28.55,194764,0.0,1.0
2015-02-10,28.7,28.95,27.1,28.15,28.15,220797,0.0,1.0
2015-02-09,29.4,30.72,29.005,29.17,29.17,204911,0.0,1.0
2015-02-06,29.79,30.37,28.99,29.84,29.84,117605,0.0,1.0
2015-02-05,29.81,30.96,29.4,29.47,29.47,150080,0.0,1.0
2015-02-04,31.19,32.23,28.99,30.13,30.13,175785,0.0,1.0
2015-02-03,32.64,33.17,30.9,31.89,31.89,208633,0.0,1.0
2015-02-02,30.5,32.15,30.04,32.01,32.01,180454,0.0,1.0
2015-01-30,29.42,30.73,28.98,30.07,30.07,156613,0.0,1.0
2015-01-29,29.29,30.35,27.54,29.91,29.91,227312,0.0,1.0
2015-01-28,29.8,30.968,28.59,29.0,29.0,212699,0.0,1.0
2015-01-27,29.01,30.69,28.8,30.0,30.0,110794,0.0,1.0
2015-01-26,28.57,29.81,28.01,29.19,29.19,113436,0.0,1.0
2015-01-23,28.04,29.75,28.04,28.85,28.85,200130,0.0,1.0
2015-01-22,28.02,28.14,26.7,28.0,28.0,113843,0.0,1.0
2015-01-21,26.73,28.26,26.73,27.63,27.63,160650,0.0,1.0
2015-01-20,27.54,27.54,25.9,26.54,26.54,127630,0.0,1.0
2015-01-16,26.7,28.08,26.585,27.9,27.9,155058,0.0,1.0
2015-01-15,28.88,28.88,26.54,26.68,26.68,106620,0.0,1.0
2015-01-14,25.9,28.61,25.69,28.39,28.39,163221,0.0,1.0
2015-01-13,25.51,26.39,24.57,26.15,26.15,312548,0.0,1.0
2015-01-12,25.89,25.89,24.18,25.28,25.28,315974,0.0,1.0
2015-01-09,26.12,26.59,25.11,26.03,26.03,125926,0.0,1.0
2015-01-08,25.95,26.8671,25.35,26.04,26.04,397364,0.0,1.0
2015-01-07,27.34,27.5,25.44,25.59,25.59,144921,0.0,1.0
2015-01-06,28.13,28.25,26.32,27.06,27.06,199138,0.0,1.0
2015-01-05,29.19,29.19,27.71,28.07,28.07,137514,0.0,1.0
2015-01-02,29.08,29.97,28.29,29.69,29.69,125814,0.0,1.0
2014-12-31,30.17,30.52,28.86,29.24,29.24,368630,0.0,1.0
2014-12-30,31.15,31.34,30.11,30.43,30.43,145691,0.0,1.0
2014-12-29,31.72,32.45,31.06,31.35,31.35,83209,0.0,1.0
2014-12-26,32.49,32.49,31.5,31.77,31.77,96116,0.0,1.0
2014-12-24,32.85,32.85,31.33,32.1,32.1,59091,0.0,1.0
2014-12-23,32.05,32.6275,31.7,32.43,32.43,146102,0.0,1.0
2014-12-22,32.45,32.45,30.99,31.62,31.62,121721,0.0,1.0
2014-12-19,30.97,33.34,30.1,32.75,32.75,475832,0.0,1.0
2014-12-18,32.84,33.74,30.27,30.84,30.84,256136,0.0,1.0
2014-12-17,29.6,33.35,28.8,31.6,31.6,267521,0.0,1.0
2014-12-16,28.43,31.4,28.15,29.4,29.4,221053,0.0,1.0
2014-12-15,29.34,29.76,28.33,28.53,28.53,187980,0.0,1.0
2014-12-12,28.25,30.12,28.07,29.01,29.01,136724,0.0,1.0
2014-12-11,29.42,30.93,28.76,29.11,29.11,169461,0.0,1.0
2014-12-10,30.64,30.64,28.52,29.13,29.13,164989,0.0,1.0
2014-12-09,29.8,31.63,29.41,31.14,31.14,301567,0.0,1.0
2014-12-08,31.95,31.95,29.84,29.95,29.95,160768,0.0,1.0
2014-12-05,32.45,33.0,31.68,32.06,32.06,213375,0.0,1.0
2014-12-04,33.27,33.9,32.46,32.78,32.78,176604,0.0,1.0
2014-12-03,33.0,34.66,33.0,34.03,34.03,283088,0.0,1.0
2014-12-02,34.98,36.42,33.5,33.64,33.64,358792,0.0,1.0
2014-12-01,33.92,35.23,32.55,34.99,34.99,318147,0.0,1.0
2014-11-28,35.6,36.13,33.63,33.81,33.81,294970,0.0,1.0
2014-11-26,38.15,38.41,37.04,37.25,37.25,354445,0.0,1.0
2014-11-25,37.49,38.2,36.58,37.5,37.5,312804,0.0,1.0
2014-11-24,37.6,37.9,36.75,37.28,37.28,280479,0.0,1.0
2014-11-21,37.5,37.88,36.73,37.55,37.55,222622,0.0,1.0
2014-11-20,35.96,37.01,35.96,36.63,36.63,202675,0.0,1.0
2014-11-19,35.86,36.85,34.94,36.0,36.0,274390,0.0,1.0
2014-11-18,35.36,36.6,34.934,35.77,35.77,270999,0.0,1.0
2014-11-17,36.88,36.88,34.98,35.29,35.29,187072,0.0,1.0
2014-11-14,36.5,37.4,36.36,37.01,37.01,287226,0.0,1.0
2014-11-13,37.18,37.3,35.9,36.5,36.5,308131,0.0,1.0
2014-11-12,37.57,38.48,36.95,37.24,37.24,223906,0.0,1.0
