,LITE_Open,LITE_High,LITE_Low,LITE_Close,LITE_Adj Close,LITE_Volume,LITE_Dividend Amount,LITE_Split Coefficient
2023-05-04,48.1,48.17,46.97,47.5,47.5,911856,0.0,1.0
2023-05-03,47.27,49.28,47.23,48.46,48.46,1108152,0.0,1.0
2023-05-02,48.0,48.0,47.09,47.19,47.19,777426,0.0,1.0
2023-05-01,48.25,48.48,47.9,48.3,48.3,638325,0.0,1.0
2023-04-28,48.57,48.82,47.87,48.25,48.25,683518,0.0,1.0
2023-04-27,48.0,48.58,47.385,48.43,48.43,558584,0.0,1.0
2023-04-26,47.56,48.72,47.5111,47.9,47.9,1062629,0.0,1.0
2023-04-25,47.43,48.18,47.06,47.52,47.52,974084,0.0,1.0
2023-04-24,46.87,47.67,46.28,47.6,47.6,760463,0.0,1.0
2023-04-21,46.1,47.26,45.95,47.05,47.05,847259,0.0,1.0
2023-04-20,46.14,46.9,45.93,46.1,46.1,641225,0.0,1.0
2023-04-19,45.7,46.55,45.515,46.47,46.47,946076,0.0,1.0
2023-04-18,46.03,46.66,45.1,46.49,46.49,1431240,0.0,1.0
2023-04-17,46.81,46.88,45.57,46.22,46.22,1400741,0.0,1.0
2023-04-14,45.42,46.1197,44.94,45.24,45.24,659623,0.0,1.0
2023-04-13,45.72,46.11,45.03,45.63,45.63,768939,0.0,1.0
2023-04-12,47.15,47.35,45.19,45.38,45.38,966221,0.0,1.0
2023-04-11,47.54,48.06,46.79,46.84,46.84,765208,0.0,1.0
2023-04-10,46.08,48.19,45.86,47.47,47.47,1324937,0.0,1.0
2023-04-06,45.92,48.06,45.33,46.33,46.33,4929069,0.0,1.0
2023-04-05,51.97,52.03,51.16,51.31,51.31,501640,0.0,1.0
2023-04-04,52.96,53.15,52.06,52.45,52.45,646376,0.0,1.0
2023-04-03,53.83,53.83,52.5013,52.95,52.95,667580,0.0,1.0
2023-03-31,53.52,54.225,53.52,54.01,54.01,589344,0.0,1.0
2023-03-30,53.04,53.31,52.73,53.27,53.27,585552,0.0,1.0
2023-03-29,51.21,52.5382,51.195,52.24,52.24,596828,0.0,1.0
2023-03-28,50.75,51.03,50.0,50.89,50.89,698446,0.0,1.0
2023-03-27,51.84,51.99,50.76,51.09,51.09,543303,0.0,1.0
2023-03-24,51.4,51.42,50.35,51.39,51.39,547742,0.0,1.0
2023-03-23,51.38,52.52,50.705,51.47,51.47,803498,0.0,1.0
2023-03-22,52.09,52.61,50.81,50.86,50.86,687021,0.0,1.0
2023-03-21,51.73,52.28,50.81,51.98,51.98,1102111,0.0,1.0
2023-03-20,50.07,51.495,49.76,51.25,51.25,798724,0.0,1.0
2023-03-17,50.57,50.65,49.575,49.97,49.97,1373572,0.0,1.0
2023-03-16,49.49,50.86,48.965,50.6,50.6,686327,0.0,1.0
2023-03-15,49.39,50.34,49.26,50.08,50.08,1269196,0.0,1.0
2023-03-14,51.45,51.75,49.8,50.54,50.54,1071367,0.0,1.0
2023-03-13,50.73,51.91,49.46,50.34,50.34,1396795,0.0,1.0
2023-03-10,52.6,52.63,51.13,51.54,51.54,1181265,0.0,1.0
2023-03-09,54.03,54.99,52.45,52.47,52.47,1274672,0.0,1.0
2023-03-08,52.0,53.88,52.0,53.85,53.85,1232383,0.0,1.0
2023-03-07,53.34,53.51,51.3,52.22,52.22,988556,0.0,1.0
2023-03-06,54.18,54.7,52.95,53.13,53.13,937351,0.0,1.0
2023-03-03,53.89,54.21,53.0201,53.91,53.91,1134915,0.0,1.0
2023-03-02,52.31,53.635,51.6,53.18,53.18,1276197,0.0,1.0
2023-03-01,54.06,54.2,52.49,52.84,52.84,1126395,0.0,1.0
2023-02-28,52.09,54.82,51.84,53.81,53.81,2133807,0.0,1.0
2023-02-27,54.53,54.56,52.36,52.51,52.51,1751445,0.0,1.0
2023-02-24,56.87,56.87,52.03,53.83,53.83,3638298,0.0,1.0
2023-02-23,57.72,58.36,56.815,57.9,57.9,1257342,0.0,1.0
2023-02-22,57.05,57.665,56.69,56.95,56.95,878375,0.0,1.0
2023-02-21,57.42,58.1,56.75,56.96,56.96,1198621,0.0,1.0
2023-02-17,58.36,58.93,57.42,58.16,58.16,673778,0.0,1.0
2023-02-16,58.97,59.28,58.29,58.41,58.41,664219,0.0,1.0
2023-02-15,58.92,59.94,58.64,59.93,59.93,534558,0.0,1.0
2023-02-14,58.67,59.78,57.84,59.32,59.32,828438,0.0,1.0
2023-02-13,59.64,59.68,58.3901,59.1,59.1,981169,0.0,1.0
2023-02-10,58.14,59.96,57.07,59.4,59.4,1083525,0.0,1.0
2023-02-09,59.7,62.37,57.5,60.3,60.3,1722037,0.0,1.0
2023-02-08,61.31,62.095,60.54,61.17,61.17,1347309,0.0,1.0
2023-02-07,60.4,61.6,59.69,61.44,61.44,868514,0.0,1.0
2023-02-06,61.24,61.85,60.375,60.92,60.92,686574,0.0,1.0
2023-02-03,61.53,62.3364,60.96,61.94,61.94,705337,0.0,1.0
2023-02-02,61.43,63.44,61.28,62.36,62.36,1183845,0.0,1.0
2023-02-01,59.99,60.975,59.42,60.8,60.8,701332,0.0,1.0
2023-01-31,59.02,60.27,59.02,60.18,60.18,669279,0.0,1.0
2023-01-30,59.86,59.99,58.86,59.36,59.36,591468,0.0,1.0
2023-01-27,59.8,60.67,59.33,60.3,60.3,511118,0.0,1.0
2023-01-26,60.05,60.445,59.05,59.87,59.87,672189,0.0,1.0
2023-01-25,59.05,59.32,57.715,59.3,59.3,847873,0.0,1.0
2023-01-24,59.91,60.57,58.75,58.9,58.9,638432,0.0,1.0
2023-01-23,59.34,61.0,59.19,60.3,60.3,611402,0.0,1.0
2023-01-20,58.68,59.58,57.95,58.84,58.84,788433,0.0,1.0
2023-01-19,58.47,58.78,57.8201,58.68,58.68,465992,0.0,1.0
2023-01-18,58.32,59.51,58.01,58.47,58.47,866278,0.0,1.0
2023-01-17,57.57,58.465,57.475,58.21,58.21,536843,0.0,1.0
2023-01-13,56.35,57.6117,56.3,57.58,57.58,475737,0.0,1.0
2023-01-12,56.97,57.53,56.33,57.25,57.25,674475,0.0,1.0
2023-01-11,56.82,57.1,56.18,56.61,56.61,637160,0.0,1.0
2023-01-10,56.29,56.7299,55.41,56.51,56.51,528745,0.0,1.0
2023-01-09,55.98,57.53,55.88,56.51,56.51,1169806,0.0,1.0
2023-01-06,53.45,55.27,53.2,55.16,55.16,698411,0.0,1.0
2023-01-05,52.98,53.45,52.18,53.21,53.21,451895,0.0,1.0
2023-01-04,53.23,53.88,52.45,53.12,53.12,693631,0.0,1.0
2023-01-03,52.27,52.975,52.2,52.74,52.74,797122,0.0,1.0
2022-12-30,50.93,52.45,50.66,52.17,52.17,1030597,0.0,1.0
2022-12-29,49.74,51.47,49.575,51.39,51.39,697995,0.0,1.0
2022-12-28,50.73,51.27,49.35,49.41,49.41,547049,0.0,1.0
2022-12-27,50.83,50.885,49.6043,50.79,50.79,552792,0.0,1.0
2022-12-23,50.67,50.995,49.705,50.56,50.56,800304,0.0,1.0
2022-12-22,49.78,50.63,48.73,50.6,50.6,1363801,0.0,1.0
2022-12-21,50.66,51.085,50.2,50.35,50.35,807234,0.0,1.0
2022-12-20,49.57,51.45,49.5,50.45,50.45,1092560,0.0,1.0
2022-12-19,52.02,52.21,50.57,50.8,50.8,829338,0.0,1.0
2022-12-16,51.98,52.96,51.8,52.09,52.09,1813445,0.0,1.0
2022-12-15,53.99,54.02,52.4101,52.66,52.66,1096164,0.0,1.0
2022-12-14,55.07,55.85,54.27,54.46,54.46,713809,0.0,1.0
2022-12-13,56.06,56.815,55.075,55.39,55.39,1208815,0.0,1.0
2022-12-12,54.34,54.5999,53.2501,54.45,54.45,858756,0.0,1.0
2022-12-09,55.36,55.36,54.275,54.41,54.41,813852,0.0,1.0
2022-12-08,55.13,56.76,54.6,55.71,55.71,1767304,0.0,1.0
2022-12-07,52.55,53.0,51.68,51.7,51.7,1411539,0.0,1.0
2022-12-06,54.19,54.42,52.1,52.72,52.72,939003,0.0,1.0
2022-12-05,54.72,55.33,54.2,54.45,54.45,826910,0.0,1.0
2022-12-02,54.48,55.04,53.54,55.0,55.0,811000,0.0,1.0
2022-12-01,55.0,55.4999,54.25,54.35,54.35,752972,0.0,1.0
2022-11-30,53.39,55.1,52.12,54.94,54.94,1870024,0.0,1.0
2022-11-29,54.3,54.53,53.29,53.53,53.53,1102449,0.0,1.0
2022-11-28,55.33,55.51,54.215,54.39,54.39,887063,0.0,1.0
2022-11-25,55.32,56.47,55.2353,55.83,55.83,464805,0.0,1.0
2022-11-23,55.05,55.57,54.84,55.32,55.32,1420703,0.0,1.0
2022-11-22,54.96,55.25,54.51,55.0,55.0,643218,0.0,1.0
2022-11-21,55.43,56.0,54.595,54.84,54.84,1074663,0.0,1.0
2022-11-18,55.9,56.45,55.53,56.2,56.2,875613,0.0,1.0
2022-11-17,55.34,56.24,55.02,55.47,55.47,754384,0.0,1.0
2022-11-16,56.73,57.7,54.4,55.84,55.84,1459370,0.0,1.0
2022-11-15,57.13,58.6,57.06,57.71,57.71,1362780,0.0,1.0
2022-11-14,57.8,58.36,56.5,56.59,56.59,1270217,0.0,1.0
2022-11-11,55.31,58.14,55.31,57.73,57.73,2000601,0.0,1.0
2022-11-10,56.59,58.29,55.4,56.55,56.55,2704770,0.0,1.0
2022-11-09,58.01,59.77,55.18,55.25,55.25,3051109,0.0,1.0
2022-11-08,61.0,61.93,58.73,59.0,59.0,5948866,0.0,1.0
2022-11-07,72.4,72.435,69.94,70.38,70.38,1794480,0.0,1.0
2022-11-04,73.03,73.63,70.785,71.56,71.56,1227272,0.0,1.0
2022-11-03,72.7,73.215,71.51,72.46,72.46,683902,0.0,1.0
2022-11-02,75.5,75.56,73.01,73.22,73.22,746553,0.0,1.0
2022-11-01,75.31,75.47,74.18,75.42,75.42,665813,0.0,1.0
2022-10-31,74.88,74.945,73.6372,74.45,74.45,575769,0.0,1.0
2022-10-28,73.39,75.06,72.81,74.85,74.85,609655,0.0,1.0
2022-10-27,73.89,74.48,72.84,72.88,72.88,1159778,0.0,1.0
2022-10-26,73.14,74.355,72.8,73.27,73.27,616096,0.0,1.0
2022-10-25,71.95,75.03,71.95,73.92,73.92,703964,0.0,1.0
2022-10-24,71.64,72.69,70.705,72.41,72.41,491541,0.0,1.0
2022-10-21,70.87,72.2993,69.78,71.9,71.9,587630,0.0,1.0
2022-10-20,70.38,72.37,69.9,70.33,70.33,703881,0.0,1.0
2022-10-19,70.69,71.17,69.79,70.49,70.49,385188,0.0,1.0
2022-10-18,71.38,71.9,70.185,71.02,71.02,768284,0.0,1.0
2022-10-17,67.34,70.06,67.15,69.75,69.75,875818,0.0,1.0
2022-10-14,68.86,69.33,65.66,65.7,65.7,1165829,0.0,1.0
2022-10-13,68.4,70.2,67.09,69.16,69.16,750826,0.0,1.0
2022-10-12,71.89,71.89,68.2,69.48,69.48,938476,0.0,1.0
2022-10-11,71.68,72.37,70.39,71.38,71.38,1011692,0.0,1.0
2022-10-10,72.92,72.92,71.29,72.11,72.11,653151,0.0,1.0
2022-10-07,73.04,73.2,71.75,72.7,72.7,474782,0.0,1.0
2022-10-06,74.23,74.98,73.33,73.97,73.97,625135,0.0,1.0
2022-10-05,73.02,74.73,72.8,74.28,74.28,558868,0.0,1.0
2022-10-04,72.3,74.1,72.3,74.03,74.03,860136,0.0,1.0
2022-10-03,69.55,71.54,69.19,70.94,70.94,590682,0.0,1.0
2022-09-30,69.65,70.84,68.46,68.57,68.57,1138353,0.0,1.0
2022-09-29,69.94,70.089,68.56,69.49,69.49,576434,0.0,1.0
2022-09-28,70.32,71.38,69.32,70.83,70.83,911957,0.0,1.0
2022-09-27,69.83,70.51,69.15,70.02,70.02,734227,0.0,1.0
2022-09-26,69.86,70.59,68.002,68.66,68.66,1081766,0.0,1.0
2022-09-23,69.92,70.725,69.17,70.4,70.4,717611,0.0,1.0
2022-09-22,72.44,72.475,70.66,71.27,71.27,594142,0.0,1.0
2022-09-21,72.97,74.68,72.57,72.59,72.59,736835,0.0,1.0
2022-09-20,73.37,74.11,72.63,72.76,72.76,780119,0.0,1.0
2022-09-19,74.5,75.075,73.57,74.22,74.22,749206,0.0,1.0
2022-09-16,75.61,75.86,74.59,74.99,74.99,1338530,0.0,1.0
2022-09-15,78.34,78.77,75.73,75.92,75.92,1475983,0.0,1.0
2022-09-14,79.71,80.14,78.11,78.85,78.85,514356,0.0,1.0
2022-09-13,80.13,80.67,79.23,79.44,79.44,629277,0.0,1.0
2022-09-12,82.1,82.78,81.15,82.07,82.07,500200,0.0,1.0
2022-09-09,81.68,82.265,81.11,81.22,81.22,461163,0.0,1.0
2022-09-08,78.35,80.63,78.05,80.6,80.6,578350,0.0,1.0
2022-09-07,79.06,79.69,77.8,79.09,79.09,725883,0.0,1.0
2022-09-06,80.75,80.75,78.13,78.44,78.44,1061204,0.0,1.0
2022-09-02,80.5,81.45,79.25,79.59,79.59,711504,0.0,1.0
2022-09-01,82.23,83.07,79.425,80.17,80.17,829754,0.0,1.0
2022-08-31,84.82,84.9,83.4,83.55,83.55,697864,0.0,1.0
2022-08-30,86.49,86.49,84.12,84.82,84.82,701839,0.0,1.0
2022-08-29,86.41,86.95,85.41,85.73,85.73,576281,0.0,1.0
2022-08-26,88.65,89.36,86.34,86.73,86.73,744327,0.0,1.0
2022-08-25,92.0,92.52,89.28,89.4,89.4,956012,0.0,1.0
2022-08-24,91.5,92.065,89.86,91.1,91.1,632483,0.0,1.0
2022-08-23,92.0,94.22,90.92,91.75,91.75,658274,0.0,1.0
2022-08-22,91.47,92.48,90.73,91.57,91.57,794559,0.0,1.0
2022-08-19,91.86,92.71,91.435,92.42,92.42,678106,0.0,1.0
2022-08-18,89.22,93.44,89.2,92.71,92.71,1519179,0.0,1.0
2022-08-17,89.0,91.03,87.77,89.31,89.31,1335437,0.0,1.0
2022-08-16,91.0,93.0,88.75,89.6,89.6,2834345,0.0,1.0
2022-08-15,94.0,96.46,93.23,96.19,96.19,1281847,0.0,1.0
2022-08-12,93.4,94.499,92.73,94.27,94.27,602694,0.0,1.0
2022-08-11,93.22,94.61,91.97,92.5,92.5,540426,0.0,1.0
2022-08-10,90.61,92.25,89.27,92.17,92.17,496081,0.0,1.0
2022-08-09,91.51,91.9,88.852,89.19,89.19,786907,0.0,1.0
2022-08-08,91.86,93.695,91.27,92.19,92.19,497806,0.0,1.0
2022-08-05,90.57,91.15,89.83,90.99,90.99,484321,0.0,1.0
2022-08-04,92.65,93.37,90.85,91.08,91.08,1030591,0.0,1.0
2022-08-03,91.0,93.5,90.88,93.43,93.43,720855,0.0,1.0
2022-08-02,89.96,91.45,89.75,90.74,90.74,395721,0.0,1.0
2022-08-01,89.88,91.99,89.41,90.66,90.66,532752,0.0,1.0
2022-07-29,87.48,91.0,86.58,90.46,90.46,1025105,0.0,1.0
2022-07-28,87.44,88.35,86.45,88.15,88.15,330563,0.0,1.0
2022-07-27,85.88,87.85,85.33,87.06,87.06,536432,0.0,1.0
2022-07-26,83.75,85.74,83.16,85.42,85.42,458680,0.0,1.0
2022-07-25,84.96,85.0,83.33,84.46,84.46,276205,0.0,1.0
2022-07-22,86.05,86.32,84.28,85.02,85.02,363814,0.0,1.0
2022-07-21,85.64,86.53,84.63,86.42,86.42,399144,0.0,1.0
2022-07-20,83.77,85.68,83.185,85.48,85.48,515565,0.0,1.0
2022-07-19,81.94,84.46,81.65,83.59,83.59,615793,0.0,1.0
2022-07-18,82.4,82.68,80.73,81.0,81.0,526228,0.0,1.0
2022-07-15,79.5,81.98,79.28,81.96,81.96,527296,0.0,1.0
2022-07-14,77.42,79.32,76.5,79.08,79.08,661756,0.0,1.0
2022-07-13,76.0,78.48,76.0,78.06,78.06,276116,0.0,1.0
2022-07-12,78.46,78.8289,76.9,77.62,77.62,545575,0.0,1.0
2022-07-11,79.89,79.89,78.2,78.51,78.51,514821,0.0,1.0
2022-07-08,77.4,80.505,77.17,80.14,80.14,639598,0.0,1.0
2022-07-07,77.79,79.34,77.79,78.1,78.1,677333,0.0,1.0
2022-07-06,76.0,77.527,76.0,76.93,76.93,469337,0.0,1.0
2022-07-05,76.46,77.25,75.13,76.59,76.59,785762,0.0,1.0
2022-07-01,79.31,79.97,76.7,77.82,77.82,766641,0.0,1.0
2022-06-30,78.92,81.33,78.92,79.42,79.42,899528,0.0,1.0
2022-06-29,80.2,81.08,79.71,80.61,80.61,1336727,0.0,1.0
2022-06-28,82.72,83.59,80.35,80.41,80.41,541987,0.0,1.0
2022-06-27,82.9,84.52,81.875,82.28,82.28,900778,0.0,1.0
2022-06-24,78.38,82.38,78.38,82.18,82.18,1128080,0.0,1.0
2022-06-23,77.97,78.56,77.35,78.2,78.2,720306,0.0,1.0
2022-06-22,77.63,79.98,77.53,78.09,78.09,962772,0.0,1.0
2022-06-21,76.0,79.5,76.0,78.67,78.67,707671,0.0,1.0
2022-06-17,75.66,77.5,75.56,76.67,76.67,1782359,0.0,1.0
2022-06-16,78.25,78.98,73.97,75.21,75.21,1306930,0.0,1.0
2022-06-15,80.12,81.45,78.864,80.32,80.32,967049,0.0,1.0
2022-06-14,79.77,80.8889,78.84,79.29,79.29,708729,0.0,1.0
2022-06-13,80.43,81.83,79.01,79.34,79.34,700430,0.0,1.0
2022-06-10,83.28,83.89,82.48,82.92,82.92,550971,0.0,1.0
2022-06-09,87.34,88.26,84.49,84.56,84.56,970245,0.0,1.0
2022-06-08,88.29,88.64,86.415,87.38,87.38,606079,0.0,1.0
2022-06-07,85.54,88.44,85.12,88.26,88.26,594014,0.0,1.0
2022-06-06,84.28,86.49,84.13,85.9,85.9,720955,0.0,1.0
2022-06-03,86.6,86.6,83.68,84.0,84.0,704611,0.0,1.0
2022-06-02,86.11,88.57,84.8525,88.03,88.03,954471,0.0,1.0
2022-06-01,86.55,88.26,84.99,86.8,86.8,925265,0.0,1.0
2022-05-31,88.08,88.08,85.28,86.08,86.08,786396,0.0,1.0
2022-05-27,86.33,87.99,85.83,87.99,87.99,552116,0.0,1.0
2022-05-26,84.52,87.005,83.6754,85.78,85.78,831438,0.0,1.0
2022-05-25,83.2,86.02,83.0201,84.61,84.61,671686,0.0,1.0
2022-05-24,86.67,86.67,82.47,83.65,83.65,873449,0.0,1.0
2022-05-23,86.75,88.17,85.86,87.08,87.08,645322,0.0,1.0
2022-05-20,88.3,88.43,84.7949,87.08,87.08,748390,0.0,1.0
2022-05-19,86.66,88.38,85.036,86.75,86.75,1287548,0.0,1.0
2022-05-18,89.53,92.36,86.75,87.95,87.95,1198017,0.0,1.0
2022-05-17,88.79,90.85,88.51,90.53,90.53,729329,0.0,1.0
2022-05-16,89.64,90.04,87.03,87.18,87.18,592455,0.0,1.0
2022-05-13,87.95,90.55,87.62,90.08,90.08,711456,0.0,1.0
2022-05-12,88.59,89.86,84.82,87.21,87.21,1122361,0.0,1.0
2022-05-11,88.47,91.86,88.2472,89.22,89.22,2436922,0.0,1.0
2022-05-10,87.36,90.23,85.51,89.33,89.33,1645389,0.0,1.0
2022-05-09,87.22,90.15,86.45,87.02,87.02,1705897,0.0,1.0
2022-05-06,87.8,90.61,86.6448,89.01,89.01,1690694,0.0,1.0
2022-05-05,88.99,90.45,87.695,88.82,88.82,1544962,0.0,1.0
2022-05-04,90.88,90.9299,85.01,89.5,89.5,3427316,0.0,1.0
2022-05-03,82.96,84.0,81.16,82.14,82.14,1378551,0.0,1.0
2022-05-02,80.86,83.58,80.86,83.08,83.08,1482762,0.0,1.0
2022-04-29,82.79,84.35,81.13,81.21,81.21,627006,0.0,1.0
2022-04-28,81.79,83.62,80.5682,83.26,83.26,758874,0.0,1.0
2022-04-27,83.0,83.81,80.7,80.85,80.85,840016,0.0,1.0
2022-04-26,85.21,85.6883,82.8,82.85,82.85,873705,0.0,1.0
2022-04-25,83.76,86.4,83.73,86.11,86.11,669972,0.0,1.0
2022-04-22,85.73,86.51,83.97,84.46,84.46,543864,0.0,1.0
2022-04-21,89.28,89.28,85.08,85.6,85.6,689217,0.0,1.0
2022-04-20,88.2,88.51,86.98,87.95,87.95,672049,0.0,1.0
2022-04-19,85.25,87.87,85.25,86.95,86.95,777000,0.0,1.0
2022-04-18,85.07,86.27,84.85,85.5,85.5,574500,0.0,1.0
2022-04-14,89.52,89.8,85.6,85.65,85.65,953277,0.0,1.0
2022-04-13,86.93,90.18,86.6894,90.0,90.0,974896,0.0,1.0
2022-04-12,87.89,89.57,86.52,86.6,86.6,624285,0.0,1.0
2022-04-11,87.57,89.75,86.63,86.97,86.97,650594,0.0,1.0
2022-04-08,90.28,90.43,88.32,88.72,88.72,598629,0.0,1.0
2022-04-07,90.51,91.45,89.045,90.24,90.24,523508,0.0,1.0
2022-04-06,91.98,92.83,90.655,90.78,90.78,612930,0.0,1.0
2022-04-05,95.28,95.41,91.495,93.07,93.07,654422,0.0,1.0
2022-04-04,95.57,96.595,94.66,95.46,95.46,684804,0.0,1.0
2022-04-01,97.72,98.32,95.22,95.5,95.5,654414,0.0,1.0
2022-03-31,97.94,99.17,97.45,97.6,97.6,891555,0.0,1.0
2022-03-30,98.72,99.85,97.46,97.8,97.8,319833,0.0,1.0
2022-03-29,98.63,100.219,98.066,99.73,99.73,499781,0.0,1.0
2022-03-28,98.17,98.355,96.08,97.39,97.39,735219,0.0,1.0
2022-03-25,97.26,99.1125,97.26,98.83,98.83,619954,0.0,1.0
2022-03-24,95.38,98.17,94.34,97.85,97.85,828762,0.0,1.0
2022-03-23,93.14,94.8,92.69,93.11,93.11,526760,0.0,1.0
2022-03-22,93.17,95.98,93.1,94.15,94.15,558520,0.0,1.0
2022-03-21,94.85,95.85,92.21,92.87,92.87,481332,0.0,1.0
2022-03-18,91.17,95.4,91.12,95.0,95.0,1226830,0.0,1.0
2022-03-17,90.67,93.43,90.67,92.27,92.27,665396,0.0,1.0
2022-03-16,89.76,91.53,88.645,91.49,91.49,975130,0.0,1.0
2022-03-15,86.97,89.0,86.11,88.54,88.54,1313521,0.0,1.0
2022-03-14,90.0,91.46,84.94,85.01,85.01,1346699,0.0,1.0
2022-03-11,94.1,94.45,91.209,91.44,91.44,611107,0.0,1.0
2022-03-10,93.53,94.72,92.35,93.46,93.46,654191,0.0,1.0
2022-03-09,93.85,95.62,93.02,94.66,94.66,882009,0.0,1.0
2022-03-08,93.11,94.83,90.07,90.59,90.59,1367479,0.0,1.0
2022-03-07,93.95,94.632,91.5,92.99,92.99,1632009,0.0,1.0
2022-03-04,97.62,98.44,90.94,93.33,93.33,5428138,0.0,1.0
2022-03-03,101.73,105.05,98.38,98.89,98.89,2522101,0.0,1.0
2022-03-02,97.88,101.391,97.6,101.28,101.28,620433,0.0,1.0
2022-03-01,98.43,99.525,96.3113,97.19,97.19,937410,0.0,1.0
2022-02-28,99.87,101.48,97.185,98.86,98.86,837274,0.0,1.0
2022-02-25,98.44,101.72,96.74,101.41,101.41,1450173,0.0,1.0
2022-02-24,93.02,99.01,92.75,98.93,98.93,807886,0.0,1.0
2022-02-23,97.78,98.56,95.06,95.42,95.42,545270,0.0,1.0
2022-02-22,98.53,100.94,96.9,97.26,97.26,868363,0.0,1.0
2022-02-18,99.96,100.29,98.365,99.08,99.08,694600,0.0,1.0
2022-02-17,100.24,102.2687,99.8233,101.13,101.13,1104527,0.0,1.0
2022-02-16,96.41,101.61,95.24,101.58,101.58,976601,0.0,1.0
2022-02-15,94.35,97.49,94.34,97.15,97.15,1144745,0.0,1.0
2022-02-14,94.47,96.145,93.13,93.36,93.36,880412,0.0,1.0
2022-02-11,96.93,98.44,94.31,94.31,94.31,896969,0.0,1.0
2022-02-10,96.6,99.92,95.0,96.88,96.88,783445,0.0,1.0
2022-02-09,96.28,98.5,95.85,97.82,97.82,1023769,0.0,1.0
2022-02-08,92.35,96.2,92.35,95.37,95.37,1193157,0.0,1.0
2022-02-07,90.39,93.68,90.39,92.77,92.77,1179469,0.0,1.0
2022-02-04,86.71,91.33,86.59,90.4,90.4,1258752,0.0,1.0
2022-02-03,90.5,93.78,85.1799,86.37,86.37,5484135,0.0,1.0
2022-02-02,100.38,101.27,97.86,100.95,100.95,1126609,0.0,1.0
2022-02-01,100.76,101.2,99.51,100.38,100.38,868457,0.0,1.0
2022-01-31,97.63,101.5,97.005,101.48,101.48,755872,0.0,1.0
2022-01-28,97.2,97.41,94.79,97.37,97.37,693935,0.0,1.0
2022-01-27,99.49,100.23,96.35,97.25,97.25,1249413,0.0,1.0
2022-01-26,99.02,99.865,96.69,97.83,97.83,883821,0.0,1.0
2022-01-25,97.06,97.06,94.0,95.48,95.48,872812,0.0,1.0
2022-01-24,95.86,98.72,94.095,98.52,98.52,779944,0.0,1.0
2022-01-21,98.5,99.92,97.35,97.49,97.49,564281,0.0,1.0
2022-01-20,100.62,101.765,98.89,98.98,98.98,736368,0.0,1.0
2022-01-19,104.02,104.02,99.35,99.44,99.44,1235780,0.0,1.0
2022-01-18,106.11,106.11,102.8,104.02,104.02,1378815,0.0,1.0
2022-01-14,104.96,106.655,104.0,106.36,106.36,773897,0.0,1.0
2022-01-13,108.1,108.84,104.85,105.32,105.32,679311,0.0,1.0
2022-01-12,107.36,108.44,105.3,107.43,107.43,615543,0.0,1.0
2022-01-11,105.93,108.58,105.1,107.61,107.61,1271451,0.0,1.0
2022-01-10,104.27,106.25,102.78,106.09,106.09,730773,0.0,1.0
2022-01-07,105.13,105.96,103.14,105.3,105.3,876421,0.0,1.0
2022-01-06,103.135,105.85,103.135,104.72,104.72,449586,0.0,1.0
2022-01-05,106.32,107.96,104.95,105.02,105.02,664657,0.0,1.0
2022-01-04,107.34,108.9,106.0125,107.05,107.05,806286,0.0,1.0
2022-01-03,106.09,107.13,105.02,107.13,107.13,493522,0.0,1.0
2021-12-31,106.87,107.1,105.46,105.77,105.77,292050,0.0,1.0
2021-12-30,106.87,107.9,106.22,106.35,106.35,294062,0.0,1.0
2021-12-29,106.25,107.47,106.25,106.89,106.89,254165,0.0,1.0
2021-12-28,106.65,106.87,104.82,106.19,106.19,465225,0.0,1.0
2021-12-27,104.3,107.195,104.3,106.99,106.99,633294,0.0,1.0
2021-12-23,104.77,105.83,103.81,104.49,104.49,459270,0.0,1.0
2021-12-22,103.91,104.69,102.54,104.5,104.5,366451,0.0,1.0
2021-12-21,103.88,104.78,102.61,103.8,103.8,517485,0.0,1.0
2021-12-20,103.31,104.815,101.92,103.7,103.7,622511,0.0,1.0
2021-12-17,102.0,105.28,101.42,104.19,104.19,2167413,0.0,1.0
2021-12-16,103.92,105.42,101.94,102.76,102.76,1046643,0.0,1.0
2021-12-15,102.15,104.575,101.9,104.3,104.3,1479028,0.0,1.0
2021-12-14,98.96,103.45,98.75,102.59,102.59,1678003,0.0,1.0
2021-12-13,100.47,102.17,99.08,99.46,99.46,1558257,0.0,1.0
2021-12-10,96.86,100.97,96.75,100.6,100.6,1465943,0.0,1.0
2021-12-09,94.08,98.24,93.8263,96.97,96.97,1696416,0.0,1.0
2021-12-08,90.22,93.84,89.32,93.41,93.41,1005060,0.0,1.0
2021-12-07,88.42,91.34,88.095,90.58,90.58,1112907,0.0,1.0
2021-12-06,87.0,88.76,86.49,87.08,87.08,670196,0.0,1.0
2021-12-03,85.73,86.81,85.0,85.9,85.9,605081,0.0,1.0
2021-12-02,85.35,86.55,84.1869,85.32,85.32,897616,0.0,1.0
2021-12-01,88.25,89.805,85.43,85.51,85.51,861178,0.0,1.0
2021-11-30,86.5,87.24,84.67,86.77,86.77,726988,0.0,1.0
2021-11-29,87.68,87.99,85.865,87.29,87.29,888432,0.0,1.0
2021-11-26,88.0,88.335,86.5,86.82,86.82,350684,0.0,1.0
2021-11-24,89.35,89.6,87.53,89.21,89.21,658689,0.0,1.0
