,BA_Open,BA_High,BA_Low,BA_Close,BA_Adj Close,BA_Volume,BA_Dividend Amount,BA_Split Coefficient
2021-04-05,256.56,260.48,256.25,259.36,259.36,13750297,0.0,1.0
2021-04-01,256.67,257.88,251.31,252.96,252.96,10934489,0.0,1.0
2021-03-31,254.7,257.88,253.36,254.72,254.72,14138489,0.0,1.0
2021-03-30,251.24,253.5,248.91,252.01,252.01,12577251,0.0,1.0
2021-03-29,251.3,254.71,248.03,250.52,250.52,22198781,0.0,1.0
2021-03-26,249.62,250.9,240.3,244.87,244.87,17157068,0.0,1.0
2021-03-25,234.34,247.58,231.7,247.19,247.19,27553588,0.0,1.0
2021-03-24,243.75,248.8,239.06,239.24,239.24,24055110,0.0,1.0
2021-03-23,249.26,251.3,239.43,241.25,241.25,21358225,0.0,1.0
2021-03-22,255.82,257.6699,250.16,251.23,251.23,15230028,0.0,1.0
2021-03-19,257.75,258.88,251.31,255.82,255.82,17330779,0.0,1.0
2021-03-18,261.32,267.3693,254.73,256.06,256.06,24595516,0.0,1.0
2021-03-17,254.7,263.61,253.68,263.59,263.59,23785524,0.0,1.0
2021-03-16,263.23,264.17,254.02,255.21,255.21,28785798,0.0,1.0
2021-03-15,274.15,278.5671,264.33,265.63,265.63,34889116,0.0,1.0
2021-03-12,253.86,269.72,253.5,269.19,269.19,35264331,0.0,1.0
2021-03-11,248.77,256.65,246.55,252.0,252.0,30139245,0.0,1.0
2021-03-10,233.81,246.8,232.88,245.34,245.34,27753366,0.0,1.0
2021-03-09,226.81,234.06,222.5801,230.61,230.61,21001194,0.0,1.0
2021-03-08,226.67,229.89,223.71,224.03,224.03,13836761,0.0,1.0
2021-03-05,229.01,229.92,213.8,223.22,223.22,20026576,0.0,1.0
2021-03-04,232.73,237.1027,218.7,224.71,224.71,26645062,0.0,1.0
2021-03-03,226.36,235.4,225.04,228.56,228.56,30426042,0.0,1.0
2021-03-02,224.79,227.19,222.15,223.14,223.14,11114402,0.0,1.0
2021-03-01,219.6,226.98,219.02,224.39,224.39,18735442,0.0,1.0
2021-02-26,218.51,220.66,211.29,212.01,212.01,12699629,0.0,1.0
2021-02-25,227.8,228.5,214.71,216.45,216.45,18774835,0.0,1.0
2021-02-24,212.1,229.61,211.6,229.34,229.34,30709277,0.0,1.0
2021-02-23,214.15,214.75,206.6,212.12,212.12,15996695,0.0,1.0
2021-02-22,211.89,220.39,210.8,212.88,212.88,21275718,0.0,1.0
2021-02-19,209.97,217.64,209.15,217.47,217.47,12415284,0.0,1.0
2021-02-18,213.45,214.34,208.08,208.48,208.48,9121302,0.0,1.0
2021-02-17,215.52,218.71,212.68,215.52,215.52,9169815,0.0,1.0
2021-02-16,213.08,217.4,212.3301,217.18,217.18,10171133,0.0,1.0
2021-02-12,210.36,213.16,209.67,210.98,210.98,6010791,0.0,1.0
2021-02-11,212.235,213.99,208.5709,210.66,210.66,7140235,0.0,1.0
2021-02-10,215.65,217.49,211.12,211.92,211.92,11421079,0.0,1.0
2021-02-09,210.6,216.73,208.9027,215.12,215.12,13470586,0.0,1.0
2021-02-08,209.55,211.99,208.3,211.95,211.95,11182088,0.0,1.0
2021-02-05,212.25,213.1988,206.66,207.93,207.93,9546076,0.0,1.0
2021-02-04,209.87,212.48,208.02,210.64,210.64,11869930,0.0,1.0
2021-02-03,202.0,208.16,201.2606,207.39,207.39,11836856,0.0,1.0
2021-02-02,198.98,203.03,198.09,200.94,200.94,11039127,0.0,1.0
2021-02-01,196.0,197.38,192.86,195.84,195.84,9061904,0.0,1.0
2021-01-29,198.3,201.57,193.1201,194.19,194.19,13683736,0.0,1.0
2021-01-28,198.045,200.42,196.0,197.23,197.23,10403214,0.0,1.0
2021-01-27,196.9,199.47,191.8504,194.03,194.03,20948458,0.0,1.0
2021-01-26,205.34,208.35,201.79,202.06,202.06,11011763,0.0,1.0
2021-01-25,203.265,203.8,199.3,203.36,203.36,14276235,0.0,1.0
2021-01-22,205.55,206.6999,204.27,205.84,205.84,7514630,0.0,1.0
2021-01-21,211.72,211.93,206.34,207.41,207.41,11119827,0.0,1.0
2021-01-20,213.24,215.59,211.21,211.45,211.45,9727036,0.0,1.0
2021-01-19,206.99,211.52,206.52,210.71,210.71,11947219,0.0,1.0
2021-01-15,208.96,209.25,204.2,204.32,204.32,11103341,0.0,1.0
2021-01-14,208.79,214.19,208.21,209.91,209.91,12446820,0.0,1.0
2021-01-13,207.15,208.79,204.85,207.21,207.21,8570469,0.0,1.0
2021-01-12,206.65,209.06,204.81,208.41,208.41,12599521,0.0,1.0
2021-01-11,203.03,207.7799,201.01,206.79,206.79,16789281,0.0,1.0
2021-01-08,213.61,214.1,208.155,209.9,209.9,14144017,0.0,1.0
2021-01-07,213.39,216.6,211.78,212.71,212.71,14474098,0.0,1.0
2021-01-06,210.22,215.61,209.34,211.03,211.03,16202157,0.0,1.0
2021-01-05,204.74,213.35,204.6,211.63,211.63,19338304,0.0,1.0
2021-01-04,210.0,210.2,202.4911,202.72,202.72,21225594,0.0,1.0
2020-12-31,216.24,216.9,212.7,214.06,214.06,10487567,0.0,1.0
2020-12-30,216.36,218.554,214.365,216.67,216.67,10812617,0.0,1.0
2020-12-29,218.3,221.68,215.4,216.25,216.25,14593765,0.0,1.0
2020-12-28,218.19,219.2,215.1627,216.09,216.09,8821894,0.0,1.0
2020-12-24,219.62,219.88,216.05,217.15,217.15,6398510,0.0,1.0
2020-12-23,219.55,224.4022,219.32,219.69,219.69,10869007,0.0,1.0
2020-12-22,223.28,223.89,217.7,218.78,218.78,13326166,0.0,1.0
2020-12-21,212.34,219.43,211.1,219.31,219.31,18726505,0.0,1.0
2020-12-18,222.05,223.464,218.61,219.75,219.75,19092763,0.0,1.0
2020-12-17,227.24,228.49,220.53,221.24,221.24,17465600,0.0,1.0
2020-12-16,229.33,232.37,225.2959,225.87,225.87,17858394,0.0,1.0
2020-12-15,230.0,232.5,224.36,229.5,229.5,19013191,0.0,1.0
2020-12-14,235.0,237.63,228.37,228.62,228.62,19231239,0.0,1.0
2020-12-11,232.82,236.22,228.33,230.33,230.33,17311799,0.0,1.0
2020-12-10,228.1,237.01,228.02,234.43,234.43,16185032,0.0,1.0
2020-12-09,238.64,240.84,228.28,232.06,232.06,19043597,0.0,1.0
2020-12-08,238.7,241.7,234.46,236.57,236.57,19682031,0.0,1.0
2020-12-07,238.5,244.08,237.11,238.17,238.17,33246663,0.0,1.0
2020-12-04,236.36,238.1799,230.25,232.71,232.71,29378368,0.0,1.0
2020-12-03,228.3,242.0,226.53,237.2,237.2,45945139,0.0,1.0
2020-12-02,213.01,224.99,210.3,223.85,223.85,25912263,0.0,1.0
2020-12-01,214.31,218.09,213.0,213.01,213.01,15539226,0.0,1.0
2020-11-30,215.7,217.7799,208.5188,210.71,210.71,16501856,0.0,1.0
2020-11-27,218.25,219.93,216.04,216.5,216.5,9970228,0.0,1.0
2020-11-25,217.71,221.0,213.09,217.61,217.61,19254143,0.0,1.0
2020-11-24,219.43,222.95,215.76,218.49,218.49,30816128,0.0,1.0
2020-11-23,203.24,214.2099,201.87,211.53,211.53,28372397,0.0,1.0
2020-11-20,204.59,206.58,199.17,199.62,199.62,18230882,0.0,1.0
2020-11-19,200.45,209.44,199.9007,205.67,205.67,34236071,0.0,1.0
2020-11-18,223.02,223.02,203.0,203.3,203.3,65990690,0.0,1.0
2020-11-17,200.25,211.2,196.05,210.05,210.05,38299287,0.0,1.0
2020-11-16,194.56,202.94,191.3501,202.4,202.4,40562836,0.0,1.0
2020-11-13,178.9997,187.27,178.71,187.11,187.11,19784797,0.0,1.0
2020-11-12,178.95,184.59,176.25,176.72,176.72,20336210,0.0,1.0
2020-11-11,189.89,190.0,180.41,182.15,182.15,29907750,0.0,1.0
2020-11-10,182.8,193.95,180.38,188.69,188.69,46404277,0.0,1.0
2020-11-09,179.0,184.46,172.16,179.36,179.36,49014412,0.0,1.0
2020-11-06,156.33,158.47,154.52,157.74,157.74,8995560,0.0,1.0
2020-11-05,152.48,157.63,152.1009,157.09,157.09,12328321,0.0,1.0
2020-11-04,153.17,155.4,151.17,151.63,151.63,11344718,0.0,1.0
2020-11-03,151.83,154.82,150.64,153.65,153.65,12249773,0.0,1.0
2020-11-02,145.75,149.59,143.38,148.6,148.6,13854646,0.0,1.0
2020-10-30,147.2,149.1699,141.58,144.39,144.39,15392753,0.0,1.0
2020-10-29,148.03,150.1,146.6,148.29,148.29,14554267,0.0,1.0
2020-10-28,153.0,153.95,148.0,148.14,148.14,20279768,0.0,1.0
2020-10-27,159.16,160.25,155.0,155.24,155.24,15491864,0.0,1.0
2020-10-26,164.95,165.5,159.05,160.83,160.83,16151140,0.0,1.0
2020-10-23,169.99,170.26,166.05,167.36,167.36,10024180,0.0,1.0
2020-10-22,164.7,169.63,164.095,169.07,169.07,14238164,0.0,1.0
2020-10-21,166.44,167.63,163.82,163.86,163.86,11450646,0.0,1.0
2020-10-20,168.29,169.29,166.18,167.24,167.24,12319920,0.0,1.0
2020-10-19,169.09,170.84,166.11,167.11,167.11,16519618,0.0,1.0
2020-10-16,171.22,173.42,167.27,167.35,167.35,31780625,0.0,1.0
2020-10-15,161.01,164.54,158.73,164.24,164.24,13226822,0.0,1.0
2020-10-14,162.7,165.17,162.49,163.24,163.24,10541785,0.0,1.0
2020-10-13,165.36,165.5299,162.09,162.14,162.14,15182626,0.0,1.0
2020-10-12,167.75,169.2,165.95,167.35,167.35,12176639,0.0,1.0
2020-10-09,169.93,170.0,166.82,167.33,167.33,17405970,0.0,1.0
2020-10-08,166.22,168.09,163.5401,168.0,168.0,20598604,0.0,1.0
2020-10-07,163.71,166.3447,162.38,164.61,164.61,26019072,0.0,1.0
2020-10-06,173.04,175.56,159.33,159.54,159.54,47132549,0.0,1.0
2020-10-05,169.49,172.08,167.51,171.2,171.2,19082147,0.0,1.0
2020-10-02,161.86,169.78,161.8,168.08,168.08,31773793,0.0,1.0
2020-10-01,170.15,172.76,165.57,167.86,167.86,30677082,0.0,1.0
2020-09-30,164.5,170.98,164.11,165.26,165.26,38436691,0.0,1.0
2020-09-29,164.77,165.5,162.01,163.6,163.6,19920966,0.0,1.0
2020-09-28,160.33,168.0,159.2,166.08,166.08,38868155,0.0,1.0
2020-09-25,146.85,156.3116,146.415,156.03,156.03,29123012,0.0,1.0
2020-09-24,150.29,150.31,145.02,146.05,146.05,27098139,0.0,1.0
2020-09-23,157.33,160.42,150.89,151.18,151.18,18247495,0.0,1.0
2020-09-22,156.81,160.0678,154.95,156.8,156.8,17768918,0.0,1.0
2020-09-21,157.83,158.83,154.2,156.35,156.35,23125336,0.0,1.0
2020-09-18,165.66,169.72,161.02,161.14,161.14,22057120,0.0,1.0
2020-09-17,164.63,168.455,161.05,167.53,167.53,19717829,0.0,1.0
2020-09-16,161.95,170.57,160.31,167.46,167.46,21886252,0.0,1.0
2020-09-15,166.65,168.84,163.33,163.49,163.49,14881701,0.0,1.0
2020-09-14,161.75,165.94,158.9,165.35,165.35,17228433,0.0,1.0
2020-09-11,158.0,161.3592,156.32,160.23,160.23,14722442,0.0,1.0
2020-09-10,160.96,163.78,157.57,157.69,157.69,14532586,0.0,1.0
2020-09-09,161.61,163.06,157.0,160.78,160.78,21951401,0.0,1.0
2020-09-08,165.8,166.9,160.5,161.08,161.08,22622677,0.0,1.0
2020-09-04,171.31,172.83,164.0,171.05,171.05,18867266,0.0,1.0
2020-09-03,175.0,180.85,168.12,168.77,168.77,27799393,0.0,1.0
2020-09-02,172.7398,175.0,171.45,174.78,174.78,16552085,0.0,1.0
2020-09-01,170.71,175.49,169.25,172.1,172.1,18997415,0.0,1.0
2020-08-31,174.65,175.2699,171.7,171.82,171.82,16264298,0.0,1.0
2020-08-28,175.11,177.28,172.57,175.8,175.8,20383897,0.0,1.0
2020-08-27,174.71,181.31,173.5601,174.2,174.2,29548068,0.0,1.0
2020-08-26,173.8,174.4299,171.35,171.9,171.9,16189790,0.0,1.0
2020-08-25,180.46,180.63,172.44,174.73,174.73,31318540,0.0,1.0
2020-08-24,168.78,178.27,167.93,178.27,178.27,39317105,0.0,1.0
2020-08-21,168.35,170.0839,167.27,167.5,167.5,16945902,0.0,1.0
2020-08-20,168.54,170.84,165.86,169.58,169.58,23213414,0.0,1.0
2020-08-19,170.44,174.1,169.09,169.27,169.27,25601504,0.0,1.0
2020-08-18,172.01,173.238,169.01,170.23,170.23,21488490,0.0,1.0
2020-08-17,178.24,178.29,171.4085,172.01,172.01,23240046,0.0,1.0
2020-08-14,173.09,179.47,172.35,178.08,178.08,32414091,0.0,1.0
2020-08-13,173.62,179.47,172.4301,174.73,174.73,22958755,0.0,1.0
2020-08-12,184.01,184.149,173.19,175.44,175.44,40702391,0.0,1.0
2020-08-11,184.51,189.97,179.53,180.13,180.13,61036613,0.0,1.0
2020-08-10,171.36,179.79,171.33,179.41,179.41,35857657,0.0,1.0
2020-08-07,171.5,171.8599,168.7,170.02,170.02,19317971,0.0,1.0
2020-08-06,172.8,175.57,170.6,172.2,172.2,32921629,0.0,1.0
2020-08-05,167.6,174.98,166.4,174.28,174.28,46550968,0.0,1.0
2020-08-04,164.63,167.4,163.01,165.07,165.07,30853453,0.0,1.0
2020-08-03,156.51,163.58,153.41,162.27,162.27,38520485,0.0,1.0
2020-07-31,161.55,163.4,156.26,158.0,158.0,30286699,0.0,1.0
2020-07-30,162.88,164.5499,160.64,161.95,161.95,29140019,0.0,1.0
2020-07-29,172.9,173.01,162.25,166.01,166.01,51709634,0.0,1.0
2020-07-28,168.5,173.74,168.23,170.84,170.84,25349138,0.0,1.0
2020-07-27,173.19,174.14,169.0,170.21,170.21,30243773,0.0,1.0
2020-07-24,175.68,181.0999,173.6,173.76,173.76,28548036,0.0,1.0
2020-07-23,178.0,182.5,175.42,176.45,176.45,29587221,0.0,1.0
2020-07-22,176.43,182.95,175.39,179.79,179.79,29790308,0.0,1.0
2020-07-21,178.43,182.65,176.75,178.63,178.63,40733560,0.0,1.0
2020-07-20,175.13,176.57,171.62,174.42,174.42,25267053,0.0,1.0
2020-07-17,178.41,181.1,175.55,175.66,175.66,26164500,0.0,1.0
2020-07-16,184.32,184.59,177.34,178.7,178.7,34993600,0.0,1.0
2020-07-15,185.54,189.53,181.25,187.94,187.94,47947900,0.0,1.0
2020-07-14,177.0,181.3,173.41,179.96,179.96,38579500,0.0,1.0
2020-07-13,180.2,183.25,174.36,175.65,175.65,42964200,0.0,1.0
2020-07-10,171.7,179.33,169.75,178.44,178.44,40911200,0.0,1.0
2020-07-09,179.67,180.75,172.81,173.28,173.28,33435000,0.0,1.0
2020-07-08,179.05,181.58,175.51,180.08,180.08,38055200,0.0,1.0
2020-07-07,185.07,185.07,178.65,178.88,178.88,37021800,0.0,1.0
2020-07-06,184.52,189.36,181.6,187.91,187.91,49350000,0.0,1.0
2020-07-02,185.58,187.79,180.43,180.81,180.81,41721500,0.0,1.0
2020-07-01,185.88,190.61,180.04,180.32,180.32,48890100,0.0,1.0
2020-06-30,188.02,188.49,180.38,183.3,183.3,65221300,0.0,1.0
2020-06-29,181.0,194.5,176.27,194.49,194.49,78116300,0.0,1.0
2020-06-26,173.42,173.85,167.6,170.01,170.01,50580953,0.0,1.0
2020-06-25,169.87,177.5,169.59,174.88,174.88,57227052,0.0,1.0
2020-06-24,183.61,185.2,176.07,176.69,176.69,56321094,0.0,1.0
2020-06-23,189.3,190.12,183.55,187.88,187.88,50133899,0.0,1.0
2020-06-22,184.56,188.7,181.9,188.52,188.52,53741901,0.0,1.0
2020-06-19,197.9,197.96,184.571,187.02,187.02,67092230,0.0,1.0
2020-06-18,188.24,198.0345,187.2,192.29,192.29,60509096,0.0,1.0
2020-06-17,194.52,196.43,191.25,192.54,192.54,52876559,0.0,1.0
2020-06-16,207.15,208.3,192.6,197.77,197.77,76070821,0.0,1.0
2020-06-15,177.18,193.23,175.89,190.94,190.94,78313114,0.0,1.0
2020-06-12,187.15,191.3,176.26,189.51,189.51,89383845,0.0,1.0
2020-06-11,179.35,192.18,166.01,170.0,170.0,102405291,0.0,1.0
2020-06-10,211.17,213.03,197.4,203.41,203.41,89521700,0.0,1.0
2020-06-09,222.14,227.0,213.08,216.74,216.74,66492269,0.0,1.0
2020-06-08,222.94,234.2,218.93,230.5,230.5,80282907,0.0,1.0
2020-06-05,205.0,218.79,197.36,205.43,205.43,99582873,0.0,1.0
2020-06-04,181.28,188.6,177.4,184.3,184.3,67030206,0.0,1.0
2020-06-03,157.1,173.78,155.49,173.16,173.16,66051955,0.0,1.0
2020-06-02,154.0,155.85,151.8101,153.31,153.31,24707813,0.0,1.0
2020-06-01,145.45,153.55,144.55,151.39,151.39,27124553,0.0,1.0
2020-05-29,145.3,152.0,142.94,145.85,145.85,33845454,0.0,1.0
2020-05-28,156.1,156.7,149.05,149.82,149.82,34727185,0.0,1.0
2020-05-27,149.14,149.65,141.24,149.52,149.52,32412854,0.0,1.0
2020-05-26,145.21,145.91,142.61,144.73,144.73,30290023,0.0,1.0
2020-05-22,141.01,141.08,135.7766,137.53,137.53,21072749,0.0,1.0
2020-05-21,137.0,144.239,136.1508,139.0,139.0,48178884,0.0,1.0
2020-05-20,133.27,135.45,131.3101,133.32,133.32,21774773,0.0,1.0
2020-05-19,137.0,137.04,130.28,130.44,130.44,32288142,0.0,1.0
2020-05-18,126.18,136.2,125.7998,135.44,135.44,43780493,0.0,1.0
2020-05-15,118.33,121.8899,117.78,120.0,120.0,26737739,0.0,1.0
2020-05-14,118.98,122.61,113.89,122.52,122.52,37456776,0.0,1.0
2020-05-13,125.0,125.07,119.33,121.5,121.5,25936158,0.0,1.0
2020-05-12,129.72,133.12,125.1989,125.22,125.22,22503045,0.0,1.0
2020-05-11,130.92,131.0,127.95,128.91,128.91,20015699,0.0,1.0
2020-05-08,132.57,135.55,131.56,133.44,133.44,22689783,0.0,1.0
2020-05-07,122.81,130.71,122.36,128.65,128.65,29466006,0.0,1.0
2020-05-06,125.8,126.8591,121.37,121.86,121.86,29535705,0.0,1.0
2020-05-05,132.88,133.8,125.0,125.4,125.4,30554080,0.0,1.0
2020-05-04,127.115,131.5,124.35,131.46,131.46,30690804,0.0,1.0
2020-05-01,143.23,143.71,132.84,133.37,133.37,36543743,0.0,1.0
2020-04-30,137.67,144.65,132.31,141.02,141.02,37696852,0.0,1.0
2020-04-29,138.08,147.18,135.25,139.0,139.0,60310583,0.0,1.0
2020-04-28,133.88,137.2,127.74,131.3,131.3,37733163,0.0,1.0
2020-04-27,129.97,131.2,123.83,128.68,128.68,34476971,0.0,1.0
2020-04-24,137.0,137.57,128.33,128.98,128.98,35871543,0.0,1.0
2020-04-23,136.5,142.38,136.05,137.74,137.74,25799954,0.0,1.0
2020-04-22,140.42,140.8199,134.5202,134.97,134.97,22714797,0.0,1.0
2020-04-21,139.01,141.8962,135.45,136.33,136.33,26962155,0.0,1.0
2020-04-20,147.21,151.6299,142.5,143.61,143.61,34863988,0.0,1.0
2020-04-17,149.41,154.0,145.0,154.0,154.0,52277217,0.0,1.0
2020-04-16,141.46,143.24,134.0,134.24,134.24,40110412,0.0,1.0
2020-04-15,139.0,148.6873,132.9,145.98,145.98,39170590,0.0,1.0
2020-04-14,150.51,152.4,140.0,141.0,141.0,33796548,0.0,1.0
2020-04-13,155.5,156.0,146.26,147.33,147.33,25944952,0.0,1.0
2020-04-09,154.71,157.98,150.09,151.84,151.84,37869667,0.0,1.0
2020-04-08,147.51,154.0,144.55,146.87,146.87,41219762,0.0,1.0
2020-04-07,162.0,164.8,140.26,141.58,141.58,56560178,0.0,1.0
2020-04-06,133.7,149.69,129.21,148.77,148.77,50771164,0.0,1.0
2020-04-03,125.0,131.29,122.5,124.52,124.52,37244450,0.0,1.0
2020-04-02,128.51,136.68,120.0204,123.27,123.27,42157052,0.0,1.0
2020-04-01,138.91,144.38,130.0,130.7,130.7,41740852,0.0,1.0
2020-03-31,155.0,160.64,149.0,149.14,149.14,29782664,0.0,1.0
2020-03-30,153.81,153.81,140.68,152.28,152.28,50975151,0.0,1.0
2020-03-27,172.0,172.92,155.5401,162.0,162.0,47729982,0.0,1.0
2020-03-26,172.29,186.48,167.18,180.55,180.55,63172068,0.0,1.0
2020-03-25,154.9,174.77,141.0,158.73,158.73,77314766,0.0,1.0
2020-03-24,123.68,127.96,116.13,127.68,127.68,42870185,0.0,1.0
2020-03-23,98.75,114.49,93.56,105.62,105.62,45885390,0.0,1.0
2020-03-20,99.85,107.0,94.28,95.01,95.01,41315012,0.0,1.0
2020-03-19,98.8,103.57,90.35,97.71,97.71,40102013,0.0,1.0
2020-03-18,99.86,107.85,89.0,101.89,101.89,61670161,0.0,1.0
2020-03-17,132.51,134.96,101.25,124.14,124.14,54313919,0.0,1.0
2020-03-16,149.42,151.0,128.76,129.61,129.61,26677344,0.0,1.0
2020-03-13,174.97,178.28,161.3755,170.2,170.2,21124475,0.0,1.0
2020-03-12,160.53,189.85,154.813,154.84,154.84,31573834,0.0,1.0
2020-03-11,222.99,226.99,187.0,189.08,189.08,28430955,0.0,1.0
2020-03-10,237.0,237.83,215.0,231.01,231.01,13035158,0.0,1.0
2020-03-09,238.0035,241.48,224.37,227.17,227.17,11531537,0.0,1.0
2020-03-06,253.7,264.29,249.8,262.33,262.33,12851096,0.0,1.0
2020-03-05,275.79,276.31,259.65,260.37,260.37,14604268,0.0,1.0
2020-03-04,284.55,285.91,277.01,283.12,283.12,6982078,0.0,1.0
2020-03-03,292.0,297.44,278.08,280.62,280.62,7480561,0.0,1.0
2020-03-02,279.54,291.7099,274.29,289.27,289.27,10998219,0.0,1.0
2020-02-28,278.07,282.86,269.6,275.11,275.11,15360622,0.0,1.0
2020-02-27,300.37,301.0,284.29,287.76,287.76,10969032,0.0,1.0
2020-02-26,307.0,315.22,304.06,305.59,305.59,6986642,0.0,1.0
2020-02-25,318.26,320.64,303.63,304.14,304.14,8038159,0.0,1.0
2020-02-24,320.0,321.74,316.33,317.9,317.9,6047617,0.0,1.0
2020-02-21,334.05,334.6599,330.23,330.38,330.38,3706421,0.0,1.0
2020-02-20,338.29,341.24,335.39,336.28,336.28,2797345,0.0,1.0
2020-02-19,338.12,341.4742,335.861,338.3,338.3,4933408,0.0,1.0
2020-02-18,338.77,339.99,336.1,338.88,338.88,2904392,0.0,1.0
2020-02-14,342.3,344.5,338.0,340.49,340.49,4197440,0.0,1.0
2020-02-13,344.32,347.89,342.63,342.82,342.82,3779508,2.055,1.0
2020-02-12,346.42,349.95,345.85,347.45,345.379656397245,4411447,0.0,1.0
2020-02-11,347.64,348.0745,342.1,344.42,342.36771119971,5308416,0.0,1.0
2020-02-10,337.22,345.94,336.3201,344.67,342.61622152954,5866702,0.0,1.0
2020-02-07,340.37,340.74,335.69,336.75,334.743414280536,5335901,0.0,1.0
2020-02-06,330.91,343.44,325.66,341.43,339.395527654947,12833674,0.0,1.0
2020-02-05,320.5,329.68,319.23,329.55,327.586316781443,6066530,0.0,1.0
2020-02-04,318.28,319.48,315.03,317.94,316.045497064154,3775968,0.0,1.0
2020-02-03,318.75,320.7399,314.88,316.0,314.117056904676,4841642,0.0,1.0
2020-01-31,321.75,321.93,316.99,318.27,316.373530699529,4996741,0.0,1.0
2020-01-30,320.5,325.35,317.635,323.3,321.373558535701,6015979,0.0,1.0
2020-01-29,324.35,327.175,319.14,322.02,320.101185646974,12453405,0.0,1.0
2020-01-28,318.05,319.355,314.0,316.56,314.673720043494,5490338,0.0,1.0
2020-01-27,316.21,321.2564,314.5819,316.6,314.713481696267,7462778,0.0,1.0
2020-01-24,322.0,326.2,312.51,323.05,321.125048205872,17787515,0.0,1.0
2020-01-23,308.5,318.17,307.7,317.79,315.896390866256,9694336,0.0,1.0
2020-01-22,309.82,312.8399,302.72,309.0,307.158767669445,18777101,0.0,1.0
2020-01-21,322.6,326.5999,305.75,313.37,311.502728234868,19297403,0.0,1.0
2020-01-17,332.39,332.5,323.0,324.15,322.218493657122,11010301,0.0,1.0
2020-01-16,331.05,332.87,329.31,332.0,330.021718013773,4018081,0.0,1.0
2020-01-15,332.35,333.11,329.69,329.8,327.834827111272,4576134,0.0,1.0
2020-01-14,330.76,335.35,328.28,332.35,330.369632475535,6944916,0.0,1.0
2020-01-13,332.4,334.1,330.08,330.22,328.252324465386,5647243,0.0,1.0
2020-01-10,335.56,337.7,329.4548,329.92,327.95411206959,7160434,0.0,1.0
2020-01-09,334.95,341.73,332.05,336.34,334.335857339616,8174937,0.0,1.0
2020-01-08,332.1203,334.03,329.6,331.37,329.395471982602,8238497,0.0,1.0
2020-01-07,334.26,344.19,330.71,337.28,335.270256179775,9901768,0.0,1.0
2020-01-06,329.3,334.86,327.88,333.74,331.751349909387,5353250,0.0,1.0
2020-01-03,330.63,334.89,330.3,332.76,330.777189416455,3875835,0.0,1.0
2020-01-02,328.55,333.35,327.7,333.32,331.333852555274,4543965,0.0,1.0
2019-12-31,325.41,326.57,323.32,325.76,323.818900181225,4957776,0.0,1.0
2019-12-30,330.5,330.6299,325.7127,326.4,324.455086625589,4525479,0.0,1.0
2019-12-27,330.2,333.65,329.17,330.14,328.172801159841,4123776,0.0,1.0
2019-12-26,332.7,333.36,329.3,329.92,327.95411206959,4591692,0.0,1.0
2019-12-24,339.51,339.75,332.62,333.0,331.015759333092,4120051,0.0,1.0
2019-12-23,336.75,340.5899,334.2,337.55,335.538647335991,9533291,0.0,1.0
2019-12-20,334.62,335.5,328.0,328.0,326.045552736499,9481657,0.0,1.0
2019-12-19,332.9,334.81,330.98,333.5,331.512779992751,5492619,0.0,1.0
2019-12-18,328.72,335.25,328.14,330.68,328.709583472273,7029215,0.0,1.0
2019-12-17,322.06,330.95,320.61,327.0,325.05151141718,13525654,0.0,1.0
2019-12-16,328.53,336.233,326.43,327.0,325.05151141718,16449378,0.0,1.0
2019-12-13,346.3,349.31,341.1,341.67,339.634097571584,4526133,0.0,1.0
2019-12-12,348.25,351.07,341.0,346.29,344.226568466836,5968290,0.0,1.0
2019-12-11,342.1,350.03,338.5,350.0,347.914461761508,7308101,0.0,1.0
2019-12-10,350.15,351.4024,347.45,347.9,345.826974990939,2920843,0.0,1.0
2019-12-09,352.67,353.6,349.57,351.21,349.117251757883,2844021,0.0,1.0
2019-12-06,347.74,354.4,347.1104,354.09,351.980090757521,2855923,0.0,1.0
2019-12-05,350.22,350.42,345.59,345.68,343.620203262051,4716897,0.0,1.0
2019-12-04,354.7,355.29,348.82,348.84,346.761373831098,3013066,0.0,1.0
2019-12-03,352.09,355.558,347.61,352.08,349.98206770569,4765573,0.0,1.0
2019-12-02,367.08,367.38,355.16,355.18,353.063595795578,4793225,0.0,1.0
2019-11-29,367.5,368.3,366.18,366.18,363.998050308083,1390949,0.0,1.0
2019-11-27,369.96,371.83,366.8,368.0,365.807205509242,4142581,0.0,1.0
2019-11-26,373.66,374.77,371.36,373.51,371.284373178688,2858993,0.0,1.0
2019-11-25,372.52,374.3,369.2,373.13,370.906637477347,3324362,0.0,1.0
2019-11-22,368.27,373.55,366.61,371.34,369.127303515767,3912408,0.0,1.0
2019-11-21,369.75,370.7642,366.255,366.44,364.256501051105,2701384,0.0,1.0
2019-11-20,366.0,370.99,365.75,370.91,368.69986574846,3774770,0.0,1.0
2019-11-19,373.51,374.83,361.6101,367.0,364.813164189924,6668803,0.0,1.0
2019-11-18,371.67,375.6026,367.9,369.46,367.258505835448,3823813,0.0,1.0
2019-11-15,370.0,373.48,369.3,371.68,369.465277564335,5492927,0.0,1.0
2019-11-14,363.1,368.48,361.48,367.44,365.250542370424,5339524,0.0,1.0
2019-11-13,361.87,366.62,361.1153,362.5,360.33997825299,3478495,0.0,1.0
2019-11-12,366.49,367.11,360.01,362.88,360.717713954331,5769700,0.0,1.0
