,ICE_Open,ICE_High,ICE_Low,ICE_Close,ICE_Adj Close,ICE_Volume,ICE_Dividend Amount,ICE_Split Coefficient
2020-08-20,103.0,104.18,102.96,103.75,98.1465729028122,3332761,0.0,1.0
2020-08-19,104.62,104.83,103.26,103.53,97.938454868705,2726937,0.0,1.0
2020-08-18,103.32,104.598,102.91,104.38,98.74254727321,3333684,0.0,1.0
2020-08-17,102.5,104.3,102.1,104.05,98.4303702220492,4844801,0.0,1.0
2020-08-14,100.11,102.96,100.09,102.49,96.9546241620166,4239626,0.0,1.0
2020-08-13,99.18,100.74,98.88,100.2,94.7883046251738,5028735,0.0,1.0
2020-08-12,99.33,100.1,99.1,99.43,94.0598915057987,2859820,0.0,1.0
2020-08-11,99.87,99.87,98.37,98.61,93.2841788332174,3825176,0.0,1.0
2020-08-10,100.96,101.105,98.5,99.16,93.8044739184853,3587660,0.0,1.0
2020-08-07,96.92,101.11,95.28,100.96,95.5072578339076,5646259,0.0,1.0
2020-08-06,95.9,97.74,95.78,97.46,92.1962891094754,3174270,0.0,1.0
2020-08-05,96.15,96.57,95.68,96.16,90.9665007261149,2217925,0.0,1.0
2020-08-04,95.71,96.0163,95.04,95.78,90.607024121748,1834636,0.0,1.0
2020-08-03,97.12,97.9,95.94,96.28,91.0800196538097,2873304,0.0,1.0
2020-07-31,94.72,96.83,93.91,96.78,91.5530151858714,3423695,0.0,1.0
2020-07-30,93.63,95.38,93.35,94.37,89.2731767213338,3402951,0.0,1.0
2020-07-29,92.85,94.77,92.81,94.3,89.2069573468452,2489758,0.0,1.0
2020-07-28,94.58,94.68,92.82,92.92,87.9014896783548,3218680,0.0,1.0
2020-07-27,95.92,96.53,94.54,94.54,89.4339952022348,3023754,0.0,1.0
2020-07-24,95.85,96.54,95.5,96.32,91.1178592963746,3222017,0.0,1.0
2020-07-23,96.29,97.04,95.52,95.85,90.6732434962366,3245234,0.0,1.0
2020-07-22,94.66,96.21,94.39,96.06,90.8719016197025,2908159,0.0,1.0
2020-07-21,94.29,95.46,94.26,95.11,89.9732101087852,2420338,0.0,1.0
2020-07-20,93.39,94.63,93.22,94.25,89.159657793639,1900377,0.0,1.0
2020-07-17,92.83,94.04,92.55,93.83,88.7623415467071,2094858,0.0,1.0
2020-07-16,92.89,93.61,92.06,92.37,87.3811945930868,2401406,0.0,1.0
2020-07-15,92.76,93.82,91.51,93.24,88.2042068188743,3542182,0.0,1.0
2020-07-14,91.84,92.34,90.84,91.72,86.7663004014066,2386909,0.0,1.0
2020-07-13,92.73,94.32,91.72,91.83,86.8703594184602,2435824,0.0,1.0
2020-07-10,92.24,92.7,91.55,92.55,87.5514729846291,1784103,0.0,1.0
2020-07-09,94.13,94.13,91.5,92.14,87.1636166483384,1888631,0.0,1.0
2020-07-08,92.68,93.87,92.55,93.84,88.7718014573484,2529968,0.0,1.0
2020-07-07,92.0,93.11,91.99,92.57,87.5703928059115,2085725,0.0,1.0
2020-07-06,93.5,93.54,92.15,92.53,87.5325531633466,1921649,0.0,1.0
2020-07-02,94.55,94.6,92.19,92.26,87.2771355760333,2084899,0.0,1.0
2020-07-01,91.68,93.9,91.57,93.3,88.2609662827217,2305142,0.0,1.0
2020-06-30,90.31,91.86,90.31,91.6,86.6527814737118,5300792,0.0,1.0
2020-06-29,91.29,91.29,90.1,90.4,85.5175921967636,2186609,0.0,1.0
2020-06-26,92.14,92.79,90.33,90.4,85.5175921967636,3368688,0.0,1.0
2020-06-25,90.86,92.96,90.01,92.83,87.8163504825836,2718931,0.0,1.0
2020-06-24,92.92,93.26,90.45,90.71,85.8108494266418,3967619,0.0,1.0
2020-06-23,95.03,95.25,93.45,93.5,88.4501644955464,2054985,0.0,1.0
2020-06-22,94.17,94.95,93.74,94.31,89.2164172574864,1570596,0.0,1.0
2020-06-19,95.73,95.76,93.49,94.52,89.4150753809523,4015799,0.0,1.0
2020-06-18,94.43,94.64,93.66,94.39,89.2920965426163,1944156,0.0,1.0
2020-06-17,95.17,95.22,94.36,94.62,89.5096744873647,3188370,0.0,1.0
2020-06-16,95.75,95.75,93.4,94.66,89.5475141299296,2266201,0.0,1.0
2020-06-15,91.34,94.04,90.76,93.77,88.7055820828597,2436952,0.3,1.0
2020-06-12,93.59,94.46,91.56,93.26,87.9417729887052,2808776,0.0,1.0
2020-06-11,96.99,97.0,91.78,92.04,86.7913444765219,3560139,0.0,1.0
2020-06-10,97.48,97.91,96.57,97.31,91.7608184594779,2466913,0.0,1.0
2020-06-09,97.06,98.17,96.68,97.44,91.8834051042187,2198316,0.0,1.0
2020-06-08,97.25,97.73,96.42,97.48,91.9211240718313,5449441,0.0,1.0
2020-06-05,96.0,98.39,93.48,97.81,92.232305554635,3964747,0.0,1.0
2020-06-04,97.21,97.47,95.0,95.79,90.3274976902002,3720854,0.0,1.0
2020-06-03,96.63,98.16,95.95,97.88,92.298313747957,2781778,0.0,1.0
2020-06-02,98.04,98.12,95.93,96.35,90.8555632367762,3342795,0.0,1.0
2020-06-01,97.4,98.48,96.93,97.62,92.0531404584753,2137250,0.0,1.0
2020-05-29,94.92,97.37,94.54,97.25,91.704240008059,3405646,0.0,1.0
2020-05-28,93.87,95.63,93.11,94.87,89.4599614351111,2682023,0.0,1.0
2020-05-27,94.87,94.99,91.89,92.83,87.5362940868701,3450086,0.0,1.0
2020-05-26,95.34,95.69,94.02,94.23,88.85645795331,2689636,0.0,1.0
2020-05-22,93.16,93.84,92.42,93.77,88.4226898257655,1747467,0.0,1.0
2020-05-21,93.2,93.72,92.04,92.86,87.5645833125795,2397510,0.0,1.0
2020-05-20,94.06,94.36,93.09,93.45,88.1209380848649,3702044,0.0,1.0
2020-05-19,95.51,96.14,92.69,92.96,87.6588807316109,2656349,0.0,1.0
2020-05-18,95.26,96.74,94.39,96.0,90.5255222701662,2872227,0.0,1.0
2020-05-15,92.92,94.09,92.68,93.47,88.1397975686712,2595837,0.0,1.0
2020-05-14,91.77,93.27,91.01,93.25,87.9323432468021,2450390,0.0,1.0
2020-05-13,92.17,93.99,91.41,93.3,87.9794919563178,3332734,0.0,1.0
2020-05-12,94.66,94.7,92.51,92.55,87.2722613135821,2624540,0.0,1.0
2020-05-11,93.22,94.32,92.7,94.1,88.7338713085692,3080839,0.0,1.0
2020-05-08,94.66,94.7,92.77,93.52,88.1869462781869,2126736,0.0,1.0
2020-05-07,92.99,94.68,92.61,93.09,87.7814673763518,2064546,0.0,1.0
2020-05-06,93.34,93.44,91.65,91.74,86.5084522194276,2318872,0.0,1.0
2020-05-05,89.85,93.78,89.68,92.97,87.6683104735141,2676891,0.0,1.0
2020-05-04,88.15,90.5,87.51,89.67,84.5564956454771,3015425,0.0,1.0
2020-05-01,88.55,90.64,88.12,88.67,83.6135214551629,3026190,0.0,1.0
2020-04-30,90.04,91.85,89.03,89.45,84.349041323608,3764238,0.0,1.0
2020-04-29,91.7,92.26,90.56,90.7,85.5277590615008,2054506,0.0,1.0
2020-04-28,93.51,94.2,90.16,90.29,85.141139643472,2332988,0.0,1.0
2020-04-27,90.01,92.58,89.8,92.35,87.0836664755193,2273792,0.0,1.0
2020-04-24,89.21,89.33,87.81,88.92,83.8492650027415,1804377,0.0,1.0
2020-04-23,89.07,90.31,88.15,88.5,83.4532158428095,2204595,0.0,1.0
2020-04-22,88.74,90.05,87.04,89.19,84.1038680341263,2237337,0.0,1.0
2020-04-21,87.84,88.99,86.74,87.53,82.5385308782047,3154577,0.0,1.0
2020-04-20,90.83,91.73,88.18,89.4,84.3018926140923,4322219,0.0,1.0
2020-04-17,89.71,90.55,87.87,90.4,85.2448668044065,3854539,0.0,1.0
2020-04-16,86.65,88.44,86.0,88.1,83.0760261666838,2674906,0.0,1.0
2020-04-15,86.02,86.74,85.4,86.25,81.3315239146025,3483116,0.0,1.0
2020-04-14,86.71,87.5,86.16,87.0,82.0387545573381,3350558,0.0,1.0
2020-04-13,86.69,86.69,84.67,85.18,80.3225415309662,2499261,0.0,1.0
2020-04-09,86.2,87.87,85.86,87.38,82.3970847496575,4285631,0.0,1.0
2020-04-08,83.19,85.96,82.3,85.34,80.4734174014165,3512081,0.0,1.0
2020-04-07,87.17,87.17,82.11,82.3,77.6067758628612,4680429,0.0,1.0
2020-04-06,83.54,85.66,82.45,84.43,79.6153108882306,4128065,0.0,1.0
2020-04-03,80.85,82.95,80.71,80.99,76.3714796735496,4932298,0.0,1.0
2020-04-02,79.0,81.39,77.17,81.14,76.5129258020967,2963175,0.0,1.0
2020-04-01,77.38,80.12,77.38,79.31,74.7872830338217,3229093,0.0,1.0
2020-03-31,82.55,82.96,80.29,80.75,76.1451658678742,3815645,0.0,1.0
2020-03-30,82.07,84.5,81.26,83.81,79.0306668902357,4768834,0.0,1.0
2020-03-27,77.66,84.35,77.32,81.25,76.6166529630313,4639698,0.0,1.0
2020-03-26,75.41,80.7,75.41,79.82,75.2681998708819,4670449,0.0,1.0
2020-03-25,73.49,77.54,72.51,74.52,70.2704366622165,4553169,0.0,1.0
2020-03-24,70.3,74.15,69.89,73.66,69.4594788585463,5100748,0.0,1.0
2020-03-23,72.24,72.41,63.51,66.85,63.0378246225064,6813580,0.0,1.0
2020-03-20,73.77,74.1,68.82,72.99,68.8276861510357,8460297,0.0,1.0
2020-03-19,70.03,74.94,64.11,73.68,69.4783383423526,5503073,0.0,1.0
2020-03-18,72.72,73.58,66.04,70.08,66.0836312572213,8141149,0.0,1.0
2020-03-17,75.81,78.88,73.71,76.79,72.4109880742298,7108146,0.0,1.0
2020-03-16,75.03,79.95,72.82,74.13,69.902676727994,5791790,0.3,1.0
2020-03-13,79.77,83.29,76.78,83.12,78.064093640076,7337899,0.0,1.0
2020-03-12,80.43,83.04,75.46,75.61,71.0109013489671,6549792,0.0,1.0
2020-03-11,88.24,89.31,84.96,86.2,80.9567477354975,4539923,0.0,1.0
2020-03-10,90.82,91.5,86.85,90.55,85.0421520585766,5243060,0.0,1.0
2020-03-09,88.93,91.93,87.67,88.62,83.2295473819001,5788440,0.0,1.0
2020-03-06,95.13,96.58,92.18,94.04,88.3198672511159,5963960,0.0,1.0
2020-03-05,98.21,99.31,96.77,97.91,91.9544683385448,3752251,0.0,1.0
2020-03-04,95.25,100.46,94.86,100.17,94.0770002397307,5223482,0.0,1.0
2020-03-03,93.62,96.22,92.24,94.94,89.1651233179598,6139193,0.0,1.0
2020-03-02,89.94,93.4,89.53,93.4,87.7187962702491,7056057,0.0,1.0
2020-02-28,90.66,92.64,87.42,89.22,83.7930514264627,7199867,0.0,1.0
2020-02-27,93.08,95.31,91.8,91.82,86.2349022862341,5272229,0.0,1.0
2020-02-26,92.15,94.5,91.77,93.86,88.1508160377471,3923856,0.0,1.0
2020-02-25,94.03,94.51,91.57,91.97,86.3757782973748,3063565,0.0,1.0
2020-02-24,93.5,94.74,93.06,93.85,88.141424303671,2558910,0.0,1.0
2020-02-21,95.08,95.2,94.5,94.75,88.986680370515,2047257,0.0,1.0
2020-02-20,95.14,95.69,94.48,95.21,89.418700138013,1880692,0.0,1.0
2020-02-19,96.72,96.95,95.41,95.42,89.6159265536099,2520243,0.0,1.0
2020-02-18,95.85,96.6,95.01,96.2,90.3484818115413,2656210,0.0,1.0
2020-02-14,94.5,96.9,94.45,96.86,90.9683362605602,5111620,0.0,1.0
2020-02-13,94.61,94.67,93.89,94.19,88.4607432622565,5791323,0.0,1.0
2020-02-12,94.7,94.99,93.93,94.39,88.6485779437774,4506128,0.0,1.0
2020-02-11,94.9,95.15,94.67,94.76,88.996072104591,3827799,0.0,1.0
2020-02-10,92.54,94.97,92.53,94.82,89.0524225090473,5715002,0.0,1.0
2020-02-07,93.9,95.46,92.12,92.63,86.9956327463937,12776943,0.0,1.0
2020-02-06,92.75,92.83,86.83,90.11,84.6289157592306,17785173,0.0,1.0
2020-02-05,93.61,94.02,91.33,92.88,87.2304260982948,12767969,0.0,1.0
2020-02-04,100.76,101.93,91.05,92.59,86.9580658100895,11042465,0.0,1.0
2020-02-03,100.15,100.43,99.52,100.04,93.9549076967421,1920006,0.0,1.0
2020-01-31,99.86,100.43,99.39,99.74,93.6731556744608,2067871,0.0,1.0
2020-01-30,98.58,100.18,98.45,100.17,94.0770002397307,1463780,0.0,1.0
2020-01-29,99.26,99.8,98.55,98.91,92.8936417461492,1762432,0.0,1.0
2020-01-28,98.14,99.1,98.09,98.94,92.9218169483773,2034020,0.0,1.0
2020-01-27,96.31,98.39,95.64,98.18,92.208045158598,2342978,0.0,1.0
2020-01-24,97.3,98.09,96.86,97.11,91.2031296124613,1880174,0.0,1.0
2020-01-23,96.15,97.42,96.01,97.3,91.3815725599061,2332685,0.0,1.0
2020-01-22,96.63,97.1,96.34,96.43,90.5644916952903,1930376,0.0,1.0
2020-01-21,96.69,97.45,96.6,96.76,90.8744189197998,2263597,0.0,1.0
2020-01-17,96.05,97.05,96.05,96.77,90.8838106538758,2468719,0.0,1.0
2020-01-16,96.73,96.99,95.58,96.27,90.4142239500736,2686473,0.0,1.0
2020-01-15,94.06,96.25,93.6,95.77,89.9446372462714,3014833,0.0,1.0
2020-01-14,95.05,95.12,93.51,93.77,88.0662904310627,3366071,0.0,1.0
2020-01-13,94.2,95.07,94.03,95.03,89.2496489246442,2627651,0.0,1.0
2020-01-10,94.41,94.8,94.07,94.25,88.5170936667128,1510521,0.0,1.0
2020-01-09,93.62,94.98,93.62,94.43,88.6861448800816,2268259,0.0,1.0
2020-01-08,94.66,94.9,93.48,93.6,87.9066309517699,3013701,0.0,1.0
2020-01-07,94.08,94.93,93.77,94.43,88.6861448800816,2345883,0.0,1.0
2020-01-06,94.7,95.47,94.02,94.7,88.9397217001347,2648218,0.0,1.0
2020-01-03,92.1,94.98,91.95,94.67,88.9115464979066,2544459,0.0,1.0
2020-01-02,92.84,93.07,92.18,92.67,87.0331996826979,3045306,0.0,1.0
2019-12-31,92.4,92.83,91.71,92.55,86.9204988737853,2358095,0.0,1.0
2019-12-30,93.08,93.22,92.28,92.44,86.8171897989488,2059647,0.0,1.0
2019-12-27,93.01,93.22,92.64,93.0,87.3431269072073,1226428,0.0,1.0
2019-12-26,92.46,93.05,92.21,92.87,87.2210343642187,1212653,0.0,1.0
2019-12-24,92.4,92.51,91.96,92.19,86.5823964470477,731162,0.0,1.0
2019-12-23,93.23,93.45,92.14,92.36,86.7420559263405,2695972,0.0,1.0
2019-12-20,93.84,94.12,92.72,93.03,87.3713021094354,4585614,0.0,1.0
2019-12-19,91.74,93.57,91.61,93.49,87.8033218769334,2233399,0.0,1.0
2019-12-18,92.99,92.99,91.7,91.86,86.2724692225383,3521174,0.0,1.0
2019-12-17,91.92,92.78,90.78,92.6,86.9674575441655,4126518,0.0,1.0
2019-12-16,92.43,92.53,91.81,92.27,86.6575303196561,2883269,0.0,1.0
2019-12-13,90.44,92.07,90.01,91.91,86.3194278929185,2861815,0.275,1.0
2019-12-12,92.23,92.36,90.65,90.72,84.9476433090586,6006592,0.0,1.0
2019-12-11,92.66,93.24,92.2,92.31,86.4364743591182,3023310,0.0,1.0
2019-12-10,92.9,93.04,92.11,92.33,86.4552017937101,2317323,0.0,1.0
2019-12-09,93.7,93.7,92.45,92.88,86.9702062449886,3062930,0.0,1.0
2019-12-06,94.13,94.46,93.64,93.8,87.831668236218,2170436,0.0,1.0
2019-12-05,93.27,93.84,92.87,93.65,87.6912124767784,1544016,0.0,1.0
2019-12-04,93.36,94.12,93.09,93.32,87.3822098060113,2260418,0.0,1.0
2019-12-03,92.99,93.77,92.85,93.45,87.503938130859,3226263,0.0,1.0
2019-12-02,94.16,94.61,92.97,93.3,87.3634823714194,2141210,0.0,1.0
2019-11-29,93.14,94.51,93.14,94.17,88.178125776169,1259232,0.0,1.0
2019-11-27,94.31,94.47,92.84,93.43,87.485210696267,2423496,0.0,1.0
2019-11-26,94.26,94.74,93.98,94.47,88.4590372950481,4588571,0.0,1.0
2019-11-25,93.97,94.78,93.83,94.32,88.3185815356085,2143970,0.0,1.0
2019-11-22,93.87,94.57,93.42,93.75,87.7848496497381,1958422,0.0,1.0
2019-11-21,94.6,94.87,93.57,93.89,87.9159416918817,1978403,0.0,1.0
2019-11-20,94.02,95.34,93.93,94.48,88.4684010123441,1502276,0.0,1.0
2019-11-19,92.85,94.33,92.51,93.98,88.0002151475455,2389721,0.0,1.0
2019-11-18,93.32,93.6,92.55,92.82,86.9140239412127,3077858,0.0,1.0
2019-11-15,93.45,93.5,92.55,92.96,87.0451159833563,2833571,0.0,1.0
2019-11-14,92.69,93.25,92.24,93.17,87.2417540465718,1919343,0.0,1.0
2019-11-13,91.52,92.8,91.35,92.67,86.7735681817732,1861960,0.0,1.0
2019-11-12,91.25,91.78,91.21,91.4,85.5843760851847,1548001,0.0,1.0
2019-11-11,90.62,91.44,90.02,91.18,85.3783743046733,1715787,0.0,1.0
2019-11-08,90.9,91.67,90.38,90.47,84.7135503766593,2064307,0.0,1.0
2019-11-07,91.39,91.43,90.37,90.64,84.8727335706908,2905407,0.0,1.0
2019-11-06,89.8,91.21,89.48,91.11,85.3128282836015,3407734,0.0,1.0
2019-11-05,91.02,91.31,89.09,89.41,83.7209963432862,4367080,0.0,1.0
2019-11-04,93.21,93.43,90.72,91.17,85.3690105873773,2819278,0.0,1.0
2019-11-01,94.94,95.28,92.76,92.93,87.0170248314684,2536936,0.0,1.0
2019-10-31,93.85,95.14,92.75,94.32,88.3185815356085,3281168,0.0,1.0
2019-10-30,91.46,93.25,91.36,93.18,87.2511177638677,2372439,0.0,1.0
2019-10-29,91.73,92.76,91.28,91.35,85.5375574987048,2130136,0.0,1.0
2019-10-28,92.39,92.39,91.42,91.6,85.7716504311041,2520691,0.0,1.0
2019-10-25,92.83,93.41,91.93,91.96,86.1087442537591,1407464,0.0,1.0
2019-10-24,92.82,93.94,92.82,92.91,86.9982973968765,1696614,0.0,1.0
2019-10-23,91.76,93.27,91.76,92.93,87.0170248314684,2098443,0.0,1.0
2019-10-22,93.27,94.34,91.81,91.87,86.0244707980954,2561551,0.0,1.0
2019-10-21,94.54,94.57,93.15,93.33,87.3915735233073,2497858,0.0,1.0
2019-10-18,94.43,94.81,93.93,94.4,88.3934912739763,2177528,0.0,1.0
2019-10-17,93.93,94.55,93.79,94.28,88.2811266664247,1615210,0.0,1.0
2019-10-16,93.66,93.87,92.42,93.6,87.6443938902985,2053330,0.0,1.0
2019-10-15,93.98,94.17,93.17,93.3,87.3634823714194,2190673,0.0,1.0
2019-10-14,94.11,94.63,93.16,93.5,87.5507567173388,1480544,0.0,1.0
2019-10-11,95.56,95.56,93.81,93.94,87.9627602783616,2547286,0.0,1.0
2019-10-10,93.75,95.28,93.75,94.74,88.7118576620394,2742160,0.0,1.0
2019-10-09,93.66,94.37,93.39,94.13,88.1406709069851,1830080,0.0,1.0
2019-10-08,93.96,94.29,92.93,92.94,87.0263885487644,1485912,0.0,1.0
2019-10-07,93.65,94.77,93.4,94.36,88.3560364047924,2353175,0.0,1.0
2019-10-04,91.76,94.07,91.53,94.0,88.0189425821374,1653089,0.0,1.0
2019-10-03,90.35,91.36,89.94,91.35,85.5375574987048,1827644,0.0,1.0
2019-10-02,92.0,92.2,90.22,90.43,84.6760955074754,2097688,0.0,1.0
2019-10-01,92.2,92.8,91.72,92.33,86.4552017937101,2365697,0.0,1.0
2019-09-30,92.73,92.94,91.93,92.27,86.3990194899343,2087314,0.0,1.0
2019-09-27,94.5,94.91,92.06,92.4,86.5207478147819,2556631,0.0,1.0
2019-09-26,93.63,94.23,93.0,94.17,88.178125776169,2140784,0.0,1.0
2019-09-25,93.14,93.56,92.08,93.38,87.4383921097872,1440251,0.0,1.0
2019-09-24,92.82,93.92,92.39,92.9,86.9889336795805,1526835,0.0,1.0
2019-09-23,92.36,92.82,92.17,92.5,86.6143849877416,1293594,0.0,1.0
2019-09-20,93.86,93.9,92.06,92.33,86.4552017937101,3216084,0.0,1.0
2019-09-19,93.07,94.04,92.69,93.53,87.5788478692267,1381350,0.0,1.0
2019-09-18,94.45,94.62,92.21,93.33,87.3915735233073,1664903,0.0,1.0
2019-09-17,92.33,94.05,92.33,93.25,87.3166637849395,2463700,0.0,1.0
2019-09-16,91.0,94.22,90.66,91.88,86.0338345153913,3139561,0.0,1.0
2019-09-13,90.27,90.96,89.27,90.83,85.0506441993143,2066329,0.275,1.0
2019-09-12,89.25,90.64,89.25,90.3,84.2991402359704,2527843,0.0,1.0
2019-09-11,90.57,90.72,88.99,89.06,83.1415440688319,2430634,0.0,1.0
2019-09-10,91.88,91.94,89.04,90.12,84.1311020826761,2814699,0.0,1.0
2019-09-09,95.55,95.55,91.6,92.18,86.0542053925997,2748443,0.0,1.0
2019-09-06,95.0,95.52,94.68,94.89,88.5841131449748,1573142,0.0,1.0
2019-09-05,95.04,95.45,94.25,94.73,88.4347458976021,2331290,0.0,1.0
2019-09-04,94.19,94.88,93.76,94.26,87.9959796084448,1303285,0.0,1.0
2019-09-03,93.12,93.8,93.09,93.77,87.5385424133659,1871637,0.0,1.0
2019-08-30,93.5,93.77,92.68,93.48,87.2678142775029,1473589,0.0,1.0
2019-08-29,93.5,93.88,92.47,92.78,86.6143325702473,1591806,0.0,1.0
2019-08-28,93.0,93.28,92.17,93.27,87.0717697653262,1740960,0.0,1.0
2019-08-27,92.7,93.31,92.46,93.12,86.9317379709143,1816709,0.0,1.0
2019-08-26,92.11,92.54,91.56,92.51,86.3622753403059,1124176,0.0,1.0
2019-08-23,92.5,92.8,90.95,91.44,85.3633818735009,2116863,0.0,1.0
2019-08-22,93.0,93.33,91.95,92.52,86.3716107932666,1721150,0.0,1.0
2019-08-21,92.23,92.75,91.97,92.72,86.5583198524825,1339431,0.0,1.0
2019-08-20,92.8,93.12,91.93,92.03,85.9141735981877,1303059,0.0,1.0
2019-08-19,92.55,93.15,92.19,92.85,86.6796807409728,1651584,0.0,1.0
2019-08-16,90.93,91.95,90.47,91.67,85.5780972915991,1922510,0.0,1.0
2019-08-15,89.9,90.86,89.64,90.5,84.4858492951862,1365586,0.0,1.0
2019-08-14,90.9,91.91,89.26,89.27,83.3375885810086,2074586,0.0,1.0
2019-08-13,90.41,92.25,90.12,92.01,85.8955026922661,1971382,0.0,1.0
2019-08-12,92.39,92.42,90.48,90.59,84.5698683718334,2198475,0.0,1.0
2019-08-09,92.25,93.4,91.94,92.88,86.7076870998552,1693591,0.0,1.0
2019-08-08,91.16,92.14,90.47,91.91,85.8021481626582,1590952,0.0,1.0
2019-08-07,89.7,91.17,88.92,90.85,84.812590148814,1913211,0.0,1.0
2019-08-06,88.77,90.6,88.25,90.57,84.5511974659118,2326239,0.0,1.0
2019-08-05,89.51,90.24,88.28,88.42,82.5440750793411,3134642,0.0,1.0
2019-08-02,89.15,90.68,88.5,90.42,84.4111656714999,2635040,0.0,1.0
2019-08-01,87.02,89.39,85.79,89.2,83.272240410283,3272536,0.0,1.0
2019-07-31,87.96,88.48,87.37,87.86,82.0212897135366,2533275,0.0,1.0
2019-07-30,88.07,88.8,87.79,87.87,82.0306251664974,1382820,0.0,1.0
2019-07-29,89.56,89.56,87.98,88.18,82.320024208282,2194517,0.0,1.0
2019-07-26,89.66,89.86,89.14,89.59,83.636323075754,1548477,0.0,1.0
2019-07-25,89.35,89.92,89.01,89.59,83.636323075754,1664484,0.0,1.0
2019-07-24,90.54,90.66,87.1,89.25,83.318917675087,4039358,0.0,1.0
2019-07-23,90.69,91.08,89.97,90.9,84.859267413618,2011400,0.0,1.0
2019-07-22,90.21,91.06,89.17,90.71,84.6818938073629,1671828,0.0,1.0
2019-07-19,91.79,91.82,90.7,90.77,84.7379065251277,1510532,0.0,1.0
2019-07-18,90.87,91.64,90.76,91.54,85.4567364031088,1859226,0.0,1.0
2019-07-17,91.57,91.9,90.78,90.92,84.8779383195396,1612177,0.0,1.0
2019-07-16,91.96,92.31,91.3,91.77,85.6714518212071,1176832,0.0,1.0
2019-07-15,91.79,91.92,91.07,91.89,85.7834772567366,1291123,0.0,1.0
2019-07-12,91.5,91.73,91.07,91.55,85.4660718560696,1773170,0.0,1.0
2019-07-11,90.6,91.77,90.22,91.73,85.6341100093639,2727749,0.0,1.0
2019-07-10,89.42,90.46,89.39,90.29,84.2898047830096,1837876,0.0,1.0
2019-07-09,89.2,89.64,89.05,89.6,83.6456585287148,1652839,0.0,1.0
2019-07-08,89.35,89.58,88.86,89.41,83.4682849224597,1722852,0.0,1.0
2019-07-05,88.82,89.59,88.46,89.52,83.5709749050284,1799341,0.0,1.0
2019-07-03,87.61,88.66,87.54,88.59,82.7027777796746,1665562,0.0,1.0
2019-07-02,86.15,87.38,86.15,87.38,81.5731879714185,1779495,0.0,1.0
2019-07-01,86.69,86.74,85.71,86.16,80.4342627102016,1580712,0.0,1.0
2019-06-28,85.51,85.94,85.25,85.94,80.2288827450642,3252890,0.0,1.0
2019-06-27,85.09,86.02,84.93,85.51,79.82745826775,1434649,0.0,1.0
2019-06-26,86.6,86.6,84.5,84.52,78.9032484246314,1987930,0.0,1.0
2019-06-25,86.55,86.67,85.9,86.53,80.779674469751,1738817,0.0,1.0
2019-06-24,86.59,87.12,86.42,86.6,80.8450226404766,2043430,0.0,1.0
2019-06-21,86.67,87.26,86.36,86.77,81.00372534081,4287943,0.0,1.0
2019-06-20,85.43,86.65,85.43,86.43,80.6863199401431,1721948,0.0,1.0
2019-06-19,84.94,85.59,84.77,85.48,79.7994519088676,1493086,0.0,1.0
2019-06-18,84.35,84.87,84.05,84.69,79.0619511249649,1682431,0.0,1.0
2019-06-17,85.16,85.38,83.95,84.04,78.4551466825133,1927109,0.0,1.0
2019-06-14,84.69,85.11,84.46,84.93,79.286001996024,1248405,0.0,1.0
2019-06-13,85.46,85.46,84.25,84.57,78.9499256894354,1505417,0.275,1.0
2019-06-12,84.93,85.48,84.75,85.48,79.5408055622952,1431017,0.0,1.0
2019-06-11,86.52,86.78,84.68,84.94,79.0383250404931,1747879,0.0,1.0
2019-06-10,85.9,86.46,85.53,86.08,80.0991172531863,2669082,0.0,1.0
2019-06-07,85.29,85.85,85.28,85.38,79.4477536138133,1633157,0.0,1.0
2019-06-06,85.1,85.47,84.63,85.19,79.2709549116978,1815302,0.0,1.0
2019-06-05,84.17,85.01,84.0,84.95,79.0476302353413,2136404,0.0,1.0
2019-06-04,83.0,83.94,82.83,83.81,77.9868380226481,3872476,0.0,1.0
2019-06-03,82.3,82.66,81.94,82.52,76.7864678872321,3538996,0.0,1.0
2019-05-31,81.88,82.41,81.78,82.21,76.4980068469383,2540661,0.0,1.0
2019-05-30,82.19,82.72,82.01,82.61,76.8702146408657,1946264,0.0,1.0
2019-05-29,81.58,82.17,81.28,82.05,76.3491237293673,1800077,0.0,1.0
2019-05-28,81.8,82.79,81.69,82.07,76.3677341190637,4187752,0.0,1.0
2019-05-24,81.56,81.83,80.85,81.83,76.1444094427072,2693678,0.0,1.0
2019-05-23,80.76,81.46,80.47,81.25,75.6047081415124,3167153,0.0,1.0
2019-05-22,81.4,81.73,81.01,81.12,75.483740608486,2333014,0.0,1.0
2019-05-21,81.5,82.07,81.33,81.81,76.1257990530109,2300891,0.0,1.0
2019-05-20,81.25,81.61,80.87,81.1,75.4651302187896,1788393,0.0,1.0
2019-05-17,80.72,81.58,80.72,81.22,75.5767925569679,1284448,0.0,1.0
2019-05-16,80.99,81.66,80.79,81.34,75.6884548951461,2442989,0.0,1.0
2019-05-15,80.72,81.37,80.59,80.61,75.0091756712285,1370385,0.0,1.0
2019-05-14,80.56,81.99,80.55,81.31,75.6605393106015,3179375,0.0,1.0
2019-05-13,80.17,80.74,79.79,80.52,74.9254289175948,1943949,0.0,1.0
2019-05-10,80.76,81.59,79.9,81.36,75.7070652848425,1627951,0.0,1.0
