,OGS_Open,OGS_High,OGS_Low,OGS_Close,OGS_Adj Close,OGS_Volume,OGS_Dividend Amount,OGS_Split Coefficient
2023-01-24,78.06,79.23,77.09,79.05,73.9579546323252,334232,0.0,1.0
2023-01-23,77.4,78.89,76.55,78.32,73.274977948181,456532,0.0,1.0
2023-01-20,77.28,77.28,75.14,76.71,71.7686869050685,384644,0.0,1.0
2023-01-19,77.26,77.43,76.145,76.78,71.8341778199864,350614,0.0,1.0
2023-01-18,79.05,79.2,76.955,77.27,72.2926142244119,298439,0.0,1.0
2023-01-17,80.11,80.825,77.92,78.93,73.8456844924658,359366,0.0,1.0
2023-01-13,79.99,80.6833,79.36,80.52,75.3332638456018,197851,0.0,1.0
2023-01-12,80.39,81.33,80.02,80.09,74.9309625111059,305740,0.0,1.0
2023-01-11,79.65,81.06,79.65,80.83,75.6232950402384,317819,0.0,1.0
2023-01-10,78.91,79.61,78.5,79.6,74.4725261066803,412503,0.0,1.0
2023-01-09,78.69,79.2,78.01,78.87,73.7895494225362,290854,0.0,1.0
2023-01-06,77.64,79.19,77.5038,78.95,73.8643961824424,343935,0.0,1.0
2023-01-05,76.83,76.83,75.49,76.45,71.5254349353733,403600,0.0,1.0
2023-01-04,76.91,77.92,76.4,77.17,72.1990557745292,310692,0.0,1.0
2023-01-03,76.5,76.54,75.03,76.3,71.3850972605491,341516,0.0,1.0
2022-12-30,76.74,76.94,75.16,75.72,70.8424582512291,297838,0.0,1.0
2022-12-29,75.91,77.36,75.835,76.74,71.7967544400333,413105,0.0,1.0
2022-12-28,76.3,76.66,75.53,75.53,70.6646971964519,273323,0.0,1.0
2022-12-27,75.83,76.215,75.33,75.92,71.0295751509946,208652,0.0,1.0
2022-12-23,74.65,75.85,74.59,75.54,70.6740530414401,288434,0.0,1.0
2022-12-22,75.1,75.44,73.455,74.92,70.093990652167,216010,0.0,1.0
2022-12-21,75.0,75.89,75.0,75.48,70.6179179715105,314573,0.0,1.0
2022-12-20,74.64,75.69,74.34,75.04,70.2062607920263,439724,0.0,1.0
2022-12-19,74.18,75.18,73.76,74.69,69.8788062174366,421246,0.0,1.0
2022-12-16,75.16,75.84,72.76,74.32,69.5326399528704,1407645,0.0,1.0
2022-12-15,78.69,79.3289,75.75,76.24,71.3289621906195,480292,0.0,1.0
2022-12-14,78.86,80.08,78.54,78.88,73.7989052675244,631293,0.0,1.0
2022-12-13,79.97,81.11,78.32,78.33,73.2843337931693,848817,0.0,1.0
2022-12-12,77.91,79.31,77.28,78.79,73.71470266263,511782,0.0,1.0
2022-12-09,76.59,78.49,76.59,77.18,72.2084116195175,573447,0.0,1.0
2022-12-08,76.22,77.4999,76.09,77.07,72.1054973246464,451627,0.0,1.0
2022-12-07,76.22,76.97,75.61,76.2,71.2915388106664,568708,0.0,1.0
2022-12-06,73.42,76.44,73.16,76.31,71.3944531055374,810723,0.0,1.0
2022-12-05,71.74,73.41,71.2976,73.31,68.5876996090545,670074,0.0,1.0
2022-12-02,71.1,73.255,70.55,72.84,68.1479748946055,830158,0.0,1.0
2022-12-01,80.0,80.0,71.08,71.61,66.9972059610475,1561350,0.0,1.0
2022-11-30,84.96,86.98,84.62,86.95,81.3490721730635,520380,0.0,1.0
2022-11-29,85.9,86.95,85.09,85.15,79.6650200751738,282672,0.0,1.0
2022-11-28,87.64,88.11,85.88,86.55,80.9748383735325,303384,0.0,1.0
2022-11-25,87.83,89.01,87.83,88.33,82.6401787814457,146783,0.0,1.0
2022-11-23,86.7,87.94,86.37,87.54,81.9010670273719,317007,0.0,1.0
2022-11-22,85.6,87.615,85.6,87.15,81.5361890728291,462865,0.0,1.0
2022-11-21,84.48,86.33,84.48,85.83,80.3012175343766,375773,0.0,1.0
2022-11-18,83.13,84.89,83.1,84.87,79.403056415502,302428,0.0,1.0
2022-11-17,80.68,82.28,80.41,82.07,76.7834198187846,271942,0.0,1.0
2022-11-16,81.57,82.58,81.245,81.53,76.2782041894177,276938,0.0,1.0
2022-11-15,82.0,82.655,81.03,81.91,76.6337262989722,288295,0.0,1.0
2022-11-14,80.93,82.115,80.23,81.47,76.2220691194881,327083,0.62,1.0
2022-11-11,82.89,82.96,81.125,81.36,75.5442507438366,262137,0.0,1.0
2022-11-10,80.89,82.41,79.68,82.31,76.4263431505063,357953,0.0,1.0
2022-11-09,78.04,80.17,77.84,78.29,72.6936994928093,440739,0.0,1.0
2022-11-08,77.95,79.08,77.24,78.22,72.6287032102126,345623,0.0,1.0
2022-11-07,81.33,81.33,76.78,77.77,72.210869964948,481959,0.0,1.0
2022-11-04,80.74,82.325,80.15,80.9,75.1171323153439,630013,0.0,1.0
2022-11-03,78.5,80.035,77.885,79.93,74.216469542218,346683,0.0,1.0
2022-11-02,79.83,81.38,79.02,79.37,73.6964992814443,327085,0.0,1.0
2022-11-01,77.36,81.1,76.055,80.03,74.309321374499,608278,0.0,1.0
2022-10-31,77.29,78.05,76.62,77.48,71.9415996513331,414424,0.0,1.0
2022-10-28,75.98,77.52,75.98,77.2,71.6816145209462,405207,0.0,1.0
2022-10-27,75.42,76.85,75.42,75.59,70.1867000212218,218916,0.0,1.0
2022-10-26,74.31,75.24,73.61,74.45,69.1281891332182,310979,0.0,1.0
2022-10-25,73.14,74.08,72.555,73.71,68.4410855743387,604818,0.0,1.0
2022-10-24,73.5,74.59,72.7,72.98,67.7632671986873,341224,0.0,1.0
2022-10-21,72.65,73.99,72.12,73.08,67.8561190309683,260134,0.0,1.0
2022-10-20,74.16,74.16,72.11,72.39,67.2154413882293,165675,0.0,1.0
2022-10-19,72.77,73.895,72.745,73.8,68.5246522233916,277926,0.0,1.0
2022-10-18,71.91,74.09,71.91,73.75,68.4782263072511,396983,0.0,1.0
2022-10-17,71.33,73.43,71.33,72.38,67.2061562050011,251485,0.0,1.0
2022-10-14,72.31,72.58,69.75,70.54,65.4976824910304,334251,0.0,1.0
2022-10-13,69.22,72.41,68.86,71.96,66.8161785094209,334804,0.0,1.0
2022-10-12,71.74,71.74,69.99,70.03,65.0241381463972,197045,0.0,1.0
2022-10-11,70.1,73.27,70.1,72.0,66.8533192423333,461556,0.0,1.0
2022-10-10,70.56,71.7,70.46,70.53,65.4883973078023,254114,0.0,1.0
2022-10-07,71.28,71.62,69.65,70.29,65.2655529103279,319540,0.0,1.0
2022-10-06,72.88,73.32,70.735,71.16,66.0733638511727,200021,0.0,1.0
2022-10-05,73.58,73.615,72.77,72.93,67.7168412825468,214410,0.0,1.0
2022-10-04,72.99,74.95,72.99,74.61,69.2767520648678,283325,0.0,1.0
2022-10-03,71.64,73.45,70.968,72.76,67.558993167669,252460,0.0,1.0
2022-09-30,72.86,72.86,70.22,70.39,65.3584047426089,376042,0.0,1.0
2022-09-29,75.34,75.34,71.75,72.25,67.0854488230358,247507,0.0,1.0
2022-09-28,74.9,76.35,73.91,75.81,70.3909740522401,403708,0.0,1.0
2022-09-27,77.21,77.31,73.91,74.05,68.7567818040941,390452,0.0,1.0
2022-09-26,78.02,78.59,76.66,76.91,71.4123442073313,323324,0.0,1.0
2022-09-23,79.2,79.2,77.28,78.6,72.9815401728805,315364,0.0,1.0
2022-09-22,78.5,80.27,77.95,79.84,74.1329028931651,337646,0.0,1.0
2022-09-21,80.35,81.14,78.93,78.94,73.2972364026359,227274,0.0,1.0
2022-09-20,79.74,80.17,78.98,79.87,74.1607584428494,293328,0.0,1.0
2022-09-19,78.87,80.57,78.84,80.47,74.7178694365355,224618,0.0,1.0
2022-09-16,78.89,79.745,78.211,79.44,73.761495564041,542972,0.0,1.0
2022-09-15,79.53,79.9,78.69,79.0,73.3529475020046,214954,0.0,1.0
2022-09-14,79.44,80.745,79.37,80.56,74.8014360855884,264062,0.0,1.0
2022-09-13,80.74,81.35,79.42,79.59,73.9007733124626,287115,0.0,1.0
2022-09-12,81.17,82.3782,80.75,81.92,76.0642210046103,255267,0.0,1.0
2022-09-09,80.46,81.06,79.715,80.73,74.9592842004662,165148,0.0,1.0
2022-09-08,80.37,80.79,79.755,80.08,74.3557472906396,185508,0.0,1.0
2022-09-07,79.38,81.115,79.38,80.83,75.0521360327472,232648,0.0,1.0
2022-09-06,79.46,80.61,79.0,79.18,73.5200808001104,235013,0.0,1.0
2022-09-02,79.53,80.35,78.87,79.12,73.4643697007418,263585,0.0,1.0
2022-09-01,78.34,79.99,77.85,79.35,73.6779289149881,323144,0.0,1.0
2022-08-31,78.44,78.9,77.92,78.27,72.6751291263531,360286,0.0,1.0
2022-08-30,80.9,80.99,78.67,79.0,73.3529475020046,246017,0.0,1.0
2022-08-29,80.23,81.22,79.53,80.84,75.0614212159753,150154,0.0,1.0
2022-08-26,81.52,81.75,80.54,80.77,74.9964249333786,162709,0.0,1.0
2022-08-25,80.72,81.69,80.39,81.52,75.6928136754862,150403,0.0,1.0
2022-08-24,81.16,81.37,80.32,80.91,75.126417498572,209818,0.0,1.0
2022-08-23,82.3,82.47,80.99,81.57,75.7392395916267,237454,0.0,1.0
2022-08-22,83.08,83.34,81.73,82.06,76.1942135698037,205569,0.0,1.0
2022-08-19,83.35,84.14,83.15,83.71,77.7262688024405,238980,0.0,1.0
2022-08-18,83.5,83.63,82.92,83.42,77.4569984888256,190672,0.0,1.0
2022-08-17,82.88,83.39,82.51,82.89,76.9648837777362,200759,0.0,1.0
2022-08-16,82.75,83.45,82.69,83.17,77.224868908123,212535,0.0,1.0
2022-08-15,82.01,83.51,82.01,83.14,77.1970133584387,168048,0.0,1.0
2022-08-12,81.48,82.795,81.0644,82.61,76.7048986473493,170501,0.62,1.0
2022-08-11,82.72,82.8874,81.801,81.91,75.488384575326,145571,0.0,1.0
2022-08-10,82.85,82.89,81.91,82.11,75.6727048892689,162634,0.0,1.0
2022-08-09,81.09,82.28,81.09,82.25,75.801729109029,181024,0.0,1.0
2022-08-08,81.09,81.75,80.359,81.02,74.66815917828,207544,0.0,1.0
2022-08-05,80.19,80.75,79.52,80.57,74.2534384719084,158850,0.0,1.0
2022-08-04,82.23,82.32,80.83,80.92,74.5759990213085,173995,0.0,1.0
2022-08-03,82.76,83.1,79.33,82.14,75.7003529363604,283242,0.0,1.0
2022-08-02,85.28,85.44,82.94,82.97,76.4652822392235,352400,0.0,1.0
2022-08-01,84.21,84.879,83.1,84.1,77.5066920130011,301727,0.0,1.0
2022-07-29,84.6,85.81,84.29,84.94,78.2808373315614,291879,0.0,1.0
2022-07-28,83.16,84.961,82.335,84.82,78.1702451431956,279911,0.0,1.0
2022-07-27,81.93,82.545,81.45,82.33,75.8754572346061,166748,0.0,1.0
2022-07-26,81.67,82.54,81.555,82.39,75.930753328789,205912,0.0,1.0
2022-07-25,80.49,81.75,80.22,81.67,75.2672001985945,149489,0.0,1.0
2022-07-22,80.02,80.475,79.41,80.3,74.0046060480854,156366,0.0,1.0
2022-07-21,80.05,80.32,79.13,79.7,73.4516451062567,176717,0.0,1.0
2022-07-20,82.46,82.46,80.79,81.09,74.73267128816,256621,0.0,1.0
2022-07-19,81.81,82.67,81.545,82.26,75.8109451247261,235706,0.0,1.0
2022-07-18,82.08,82.11,81.11,81.25,74.8801275393143,236641,0.0,1.0
2022-07-15,81.45,81.99,79.99,81.86,75.4423044968403,266755,0.0,1.0
2022-07-14,78.79,80.64,78.79,80.4,74.0967662050569,184945,0.0,1.0
2022-07-13,79.24,80.535,79.02,80.02,73.7465576085653,175903,0.0,1.0
2022-07-12,78.96,80.18,78.96,79.79,73.534589247531,184684,0.0,1.0
2022-07-11,79.67,80.47,79.22,79.82,73.5622372946224,142550,0.0,1.0
2022-07-08,80.49,80.68,79.49,79.67,73.4239970591652,154415,0.0,1.0
2022-07-07,81.62,81.62,79.71,80.31,74.0138220637826,251964,0.0,1.0
2022-07-06,79.23,81.09,78.755,80.85,74.5114869114285,309798,0.0,1.0
2022-07-05,83.32,83.32,78.2,79.3,73.0830044783708,376288,0.0,1.0
2022-07-01,81.19,84.215,81.11,84.15,77.5527720914868,230446,0.0,1.0
2022-06-30,79.96,81.66,79.96,81.19,74.8248314451315,334969,0.0,1.0
2022-06-29,80.95,81.59,80.29,80.81,74.4746228486399,210996,0.0,1.0
2022-06-28,81.6,82.6,80.82,80.93,74.5852150370057,271063,0.0,1.0
2022-06-27,79.16,81.32,78.8,81.1,74.7418873038571,370503,0.0,1.0
2022-06-24,78.57,79.86,78.24,78.46,72.3088591598105,697646,0.0,1.0
2022-06-23,78.56,79.78,77.97,78.19,72.0600267359875,409933,0.0,1.0
2022-06-22,77.84,78.94,77.76,78.38,72.2351310342333,348283,0.0,1.0
2022-06-21,77.92,79.0,76.86,78.42,72.2719950970219,236780,0.0,1.0
2022-06-17,78.1,79.14,76.73,77.44,71.3688255587016,617218,0.0,1.0
2022-06-16,78.14,78.16,77.09,78.08,71.9586505633189,293275,0.0,1.0
2022-06-15,79.62,80.08,78.48,79.0,72.8065240074564,216445,0.0,1.0
2022-06-14,79.82,80.37,77.6,78.82,72.6406357249078,262106,0.0,1.0
2022-06-13,84.4,84.97,79.695,80.16,73.8755818283254,362307,0.0,1.0
2022-06-10,84.05,85.745,84.05,85.11,78.4375095984128,188536,0.0,1.0
2022-06-09,86.06,86.65,84.79,85.0,78.3361334257442,167250,0.0,1.0
2022-06-08,87.94,88.15,86.38,86.53,79.7461838274076,183475,0.0,1.0
2022-06-07,87.45,88.26,87.04,88.16,81.2483943860425,371615,0.0,1.0
2022-06-06,88.32,88.575,87.06,87.44,80.5848412558479,212927,0.0,1.0
2022-06-03,86.33,87.28,86.115,87.15,80.3175768006307,262802,0.0,1.0
2022-06-02,87.87,87.87,85.1,86.74,79.9397201570477,262400,0.0,1.0
2022-06-01,87.44,87.44,85.78,86.76,79.958152188442,395145,0.0,1.0
2022-05-31,87.04,87.4,86.32,87.02,80.1977685965678,371168,0.0,1.0
2022-05-27,88.32,88.6,87.35,88.0,81.1009381348882,211976,0.0,1.0
2022-05-26,88.8,88.8,87.95,88.21,81.2944744645282,175435,0.0,1.0
2022-05-25,88.63,89.13,87.4,88.15,81.2391783703454,251632,0.0,1.0
2022-05-24,86.22,88.72,86.08,88.63,81.6815471238084,203556,0.0,1.0
2022-05-23,86.66,87.25,85.54,86.65,79.8567760157734,180763,0.0,1.0
2022-05-20,85.99,86.115,84.61,85.69,78.9720385088473,280401,0.0,1.0
2022-05-19,86.59,86.93,84.99,86.14,79.3867592152189,329460,0.0,1.0
2022-05-18,88.7,89.455,86.91,87.37,80.5203291459679,394171,0.0,1.0
2022-05-17,86.42,87.66,84.63,87.55,80.6862174285166,316030,0.0,1.0
2022-05-16,84.97,86.335,84.97,85.96,79.2208709326703,203947,0.0,1.0
2022-05-13,84.86,85.3184,83.46,84.9,78.2439732687728,242629,0.62,1.0
2022-05-12,84.98,85.45,83.705,85.34,78.0792876374774,292611,0.0,1.0
2022-05-11,85.17,86.42,84.451,84.59,77.3930975070801,271515,0.0,1.0
2022-05-10,85.62,86.68,83.55,84.68,77.4754403227278,257282,0.0,1.0
2022-05-09,84.91,86.5,84.21,85.42,78.1524812513865,274537,0.0,1.0
2022-05-06,84.12,86.04,83.95,85.13,77.8871544009662,249525,0.0,1.0
2022-05-05,85.49,86.41,83.99,84.79,77.5760815418527,249894,0.0,1.0
2022-05-04,83.25,85.955,83.24,85.82,78.5184493209317,346560,0.0,1.0
2022-05-03,84.94,86.22,82.61,82.99,75.9292252288991,411674,0.0,1.0
2022-05-02,84.95,85.24,81.84,82.63,75.5998539663084,368198,0.0,1.0
2022-04-29,86.24,86.29,84.085,84.37,77.1918150688302,422331,0.0,1.0
2022-04-28,87.83,88.345,86.67,87.57,80.1195596251921,319766,0.0,1.0
2022-04-27,88.18,89.04,86.98,87.35,79.9182771869423,420516,0.0,1.0
2022-04-26,87.18,88.39,86.43,87.77,80.3025436599648,285317,0.0,1.0
2022-04-25,88.61,88.95,85.88,87.73,80.2659468530102,283391,0.0,1.0
2022-04-22,88.79,89.62,88.28,88.39,80.8697941677599,184734,0.0,1.0
2022-04-21,89.16,90.63,88.76,88.93,81.363851061646,266577,0.0,1.0
2022-04-20,89.48,90.28,89.175,89.2,81.610879508589,222647,0.0,1.0
2022-04-19,88.75,90.09,88.57,88.75,81.1991654303506,187232,0.0,1.0
2022-04-18,89.2,91.25,87.98,88.43,80.9063909747144,274081,0.0,1.0
2022-04-14,89.98,90.45,89.02,89.02,81.4461938772937,259643,0.0,1.0
2022-04-13,90.83,91.35,89.0,89.5,81.8853555607479,234526,0.0,1.0
2022-04-12,90.54,91.5,90.01,90.9,83.1662438041563,201157,0.0,1.0
2022-04-11,92.11,92.11,90.53,90.57,82.8643201467815,267868,0.0,1.0
2022-04-08,90.45,92.26,89.88,91.88,84.0628655745421,354218,0.0,1.0
2022-04-07,91.7,91.79,89.72,90.46,82.7636789276565,324767,0.0,1.0
2022-04-06,88.91,91.72,88.91,91.37,83.596256285872,353096,0.0,1.0
2022-04-05,88.03,89.89,88.03,89.11,81.5285366929413,294182,0.0,1.0
2022-04-04,88.92,89.5527,86.57,88.38,80.8606449660213,526773,0.0,1.0
2022-04-01,88.19,89.63,87.98,89.53,81.9128031659638,271421,0.0,1.0
2022-03-31,88.53,89.63,88.23,88.24,80.7325561416804,243498,0.0,1.0
2022-03-30,88.02,88.72,87.745,88.5,80.9704353868848,211029,0.0,1.0
2022-03-29,87.53,87.82,86.13,87.71,80.247648449533,188579,0.0,1.0
2022-03-28,86.54,87.52,86.1,87.2,79.7810391608628,237866,0.0,1.0
2022-03-25,84.56,86.84,84.26,86.84,79.4516678982721,185937,0.0,1.0
2022-03-24,83.58,84.48,83.22,84.2,77.0362786392735,153512,0.0,1.0
2022-03-23,83.71,83.71,82.18,83.27,76.1854028775808,252049,0.0,1.0
2022-03-22,84.61,84.87,83.18,83.56,76.4507297280011,205519,0.0,1.0
2022-03-21,82.52,84.51,82.52,84.48,77.2924562879552,316361,0.0,1.0
2022-03-18,84.26,84.26,81.63,82.5,75.4809143437062,503227,0.0,1.0
2022-03-17,83.53,84.715,82.76,83.87,76.7343549818987,296350,0.0,1.0
2022-03-16,85.23,85.33,82.1,83.45,76.3500885088762,536599,0.0,1.0
2022-03-15,86.28,86.47,84.74,85.1,77.8597067957503,198002,0.0,1.0
2022-03-14,86.64,86.64,84.41,85.83,78.5275985226703,269441,0.0,1.0
2022-03-11,86.19,87.825,85.65,86.15,78.8203729783066,255794,0.0,1.0
2022-03-10,83.44,86.45,83.37,86.07,78.7471793643975,501015,0.0,1.0
2022-03-09,89.11,89.11,83.63,83.84,76.7069073766828,648384,0.0,1.0
2022-03-08,89.02,89.47,88.25,88.47,80.9429877816689,609112,0.0,1.0
2022-03-07,88.01,89.01,86.42,88.87,81.3089558512142,682359,0.0,1.0
2022-03-04,85.49,87.39,84.59,87.36,79.9274263886809,341023,0.0,1.0
2022-03-03,84.55,85.84,83.97,85.78,78.4818525139772,283515,0.0,1.0
2022-03-02,82.42,84.67,82.07,84.14,76.9813834288417,382853,0.0,1.0
2022-03-01,82.9,83.88,81.45,82.35,75.3436763176267,692692,0.0,1.0
2022-02-28,80.44,83.54,80.44,83.09,76.0207172462854,503445,0.0,1.0
2022-02-25,78.56,81.71,78.54,81.21,74.3006673194228,605474,0.0,1.0
2022-02-24,76.46,79.56,75.55,77.61,71.0069546935156,610500,0.62,1.0
2022-02-23,77.4,77.82,75.7,76.07,69.0463894098905,551158,0.0,1.0
2022-02-22,77.4,78.15,76.22,77.36,70.2172825653888,348826,0.0,1.0
2022-02-18,76.61,77.445,76.5551,76.96,69.8542149202731,438112,0.0,1.0
2022-02-17,75.88,77.161,74.88,76.98,69.8723683025289,340237,0.0,1.0
2022-02-16,74.6,75.93,74.46,75.18,68.2385638995079,277246,0.0,1.0
2022-02-15,75.24,75.87,73.91,74.31,67.4488917713811,194537,0.0,1.0
2022-02-14,75.64,75.64,73.63,74.98,68.05703007695,213969,0.0,1.0
2022-02-11,74.41,76.07,74.32,75.3,68.3474841930426,188928,0.0,1.0
2022-02-10,75.2,76.15,74.0,74.41,67.5396586826601,224751,0.0,1.0
2022-02-09,77.13,77.38,75.88,76.24,69.2006931590647,215945,0.0,1.0
2022-02-08,76.89,77.77,76.25,76.71,69.6272976420757,247677,0.0,1.0
2022-02-07,76.85,77.13,76.06,76.6,69.5274540396689,165048,0.0,1.0
2022-02-04,77.59,77.91,76.06,77.06,69.944981831552,192142,0.0,1.0
2022-02-03,77.48,78.48,76.9,78.29,71.061414840283,195125,0.0,1.0
2022-02-02,77.18,78.045,77.03,77.87,70.6801938129114,239345,0.0,1.0
2022-02-01,78.04,78.32,76.635,77.69,70.5168133726093,213499,0.0,1.0
2022-01-31,76.83,78.16,76.03,77.89,70.6983471951672,258011,0.0,1.0
2022-01-28,76.37,77.72,75.98,77.5,70.3443562411794,290131,0.0,1.0
2022-01-27,76.495,77.99,75.65,76.76,69.6726810977152,174093,0.0,1.0
2022-01-26,75.9,77.15,74.85,76.25,69.2097698501926,385298,0.0,1.0
2022-01-25,74.2,76.65,73.37,75.9,68.8920856607163,408381,0.0,1.0
2022-01-24,76.97,77.21,73.44,75.09,68.1568736793569,540783,0.0,1.0
2022-01-21,78.71,79.18,77.12,77.32,70.1809758008772,396037,0.0,1.0
2022-01-20,79.84,79.84,77.85,77.95,70.7528073419346,297427,0.0,1.0
2022-01-19,81.09,81.575,79.6,79.64,72.2867681425487,536196,0.0,1.0
2022-01-18,80.0,81.15,78.765,80.21,72.8041395368386,302606,0.0,1.0
2022-01-14,79.1,80.72,78.62,80.43,73.0038267416523,305783,0.0,1.0
2022-01-13,78.4,79.81,77.91,79.32,71.9963140264561,270648,0.0,1.0
2022-01-12,78.91,79.15,77.9906,78.25,71.0251080757714,353011,0.0,1.0
2022-01-11,79.45,79.66,77.31,79.23,71.914623806305,346837,0.0,1.0
2022-01-10,78.75,79.47,78.36,79.31,71.9872373353282,400249,0.0,1.0
2022-01-07,78.87,79.4,78.59,78.97,71.6786298369798,229212,0.0,1.0
2022-01-06,79.45,79.54,78.43,78.88,71.5969396168287,333453,0.0,1.0
2022-01-05,77.62,78.67,77.51,78.29,71.061414840283,304409,0.0,1.0
2022-01-04,77.47,78.38,76.87,77.62,70.4532765347141,204195,0.0,1.0
2022-01-03,77.75,78.07,76.347,77.13,70.0085186694473,223961,0.0,1.0
2021-12-31,77.36,78.01,76.96,77.59,70.4260464613304,179795,0.0,1.0
2021-12-30,76.56,77.92,76.56,77.46,70.3080494766678,213212,0.0,1.0
2021-12-29,76.12,76.85,75.37,76.82,69.7271412444826,262601,0.0,1.0
2021-12-28,76.14,76.69,75.535,75.74,68.74685860267,178223,0.0,1.0
2021-12-27,76.13,76.28,75.32,76.26,69.2188465413205,114506,0.0,1.0
2021-12-23,75.47,76.08,75.1562,75.71,68.7196285292863,139031,0.0,1.0
2021-12-22,74.2,74.95,73.6,74.92,68.0025699301827,201509,0.0,1.0
2021-12-21,76.0,76.63,74.25,74.43,67.5578120649159,270737,0.0,1.0
2021-12-20,74.92,75.52,73.59,75.42,68.4564044865774,235169,0.0,1.0
2021-12-17,75.12,76.615,74.76,75.46,68.4927112510889,736761,0.0,1.0
2021-12-16,74.74,75.49,74.13,75.21,68.2657939728916,342891,0.0,1.0
2021-12-15,73.38,74.38,73.05,74.37,67.5033519181485,356867,0.0,1.0
2021-12-14,73.0,73.63,72.43,72.55,65.8513941328718,428528,0.0,1.0
2021-12-13,72.51,74.05,72.315,73.18,66.4232256739291,393243,0.0,1.0
2021-12-10,71.29,72.62,70.66,72.51,65.8150873683602,436077,0.0,1.0
2021-12-09,70.31,70.945,69.57,70.7,64.1722062742114,278891,0.0,1.0
2021-12-08,69.64,70.57,69.3095,70.54,64.0269792161651,309853,0.0,1.0
2021-12-07,69.74,70.27,69.3,69.67,63.2373070880383,291148,0.0,1.0
2021-12-06,67.64,69.845,67.64,69.6,63.173770250143,311158,0.0,1.0
2021-12-03,66.8,66.9,66.07,66.59,60.4416862206469,286072,0.0,1.0
2021-12-02,64.96,66.81,64.73,66.24,60.1240020311706,276943,0.0,1.0
2021-12-01,65.88,67.16,64.37,64.5,58.544657774917,274035,0.0,1.0
2021-11-30,66.0,66.045,64.6,64.84,58.8532652732654,271426,0.0,1.0
2021-11-29,66.12,67.31,65.67,66.7,60.5415298230537,211415,0.0,1.0
2021-11-26,67.13,67.51,65.42,66.03,59.9333915174848,152020,0.0,1.0
2021-11-24,67.97,68.65,67.54,68.57,62.2388710639699,189395,0.0,1.0
2021-11-23,67.88,68.76,67.55,67.97,61.6942695962963,160351,0.0,1.0
2021-11-22,68.12,68.93,67.51,67.93,61.6579628317847,206257,0.0,1.0
2021-11-19,66.89,68.15,66.89,67.95,61.6761162140405,185491,0.0,1.0
2021-11-18,67.95,68.45,66.7,67.21,61.0044410705763,200202,0.0,1.0
2021-11-17,67.82,68.23,67.19,68.19,61.8939568011099,180631,0.0,1.0
2021-11-16,68.73,68.96,67.35,68.08,61.7941131987031,205693,0.0,1.0
2021-11-15,67.3,69.0,67.04,68.97,62.6019387090857,230171,0.0,1.0
2021-11-12,67.02,67.56,66.7354,66.89,60.7139869544837,228377,0.58,1.0
2021-11-11,68.69,68.91,67.29,67.67,60.8939602372893,430932,0.0,1.0
2021-11-10,68.69,69.3,68.58,68.76,61.8748146285801,287411,0.0,1.0
2021-11-09,69.15,69.15,68.33,68.49,61.6318506967925,215909,0.0,1.0
2021-11-08,69.41,69.41,67.53,68.94,62.0367905831052,192941,0.0,1.0
2021-11-05,69.95,70.72,68.87,69.27,62.3337464997345,202532,0.0,1.0
2021-11-04,69.47,69.9873,68.66,69.3,62.3607424921553,216294,0.0,1.0
2021-11-03,68.4,69.13,67.82,69.0,62.0907825679469,205562,0.0,1.0
2021-11-02,70.34,70.34,67.53,68.65,61.775829323037,354593,0.0,1.0
2021-11-01,67.35,69.76,67.31,69.4,62.4507291335582,332686,0.0,1.0
2021-10-29,67.34,67.85,66.665,67.3,60.5610096640989,285696,0.0,1.0
2021-10-28,67.2,67.925,66.96,67.37,60.6240003130809,160934,0.0,1.0
2021-10-27,68.25,68.25,66.94,67.24,60.5070176792572,213063,0.0,1.0
2021-10-26,68.9,69.4,68.3,68.48,61.6228520326522,170085,0.0,1.0
2021-10-25,68.0,69.08,67.36,69.03,62.1177785603677,206178,0.0,1.0
2021-10-22,67.59,68.22,67.3,67.95,61.1459228332172,167697,0.0,1.0
2021-10-21,67.97,68.451,67.22,67.52,60.7589802751851,151936,0.0,1.0
2021-10-20,67.0,68.33,66.824,68.13,61.3078987877423,146973,0.0,1.0
2021-10-19,66.76,67.105,65.85,67.03,60.3180457323113,172619,0.0,1.0
2021-10-18,67.35,67.96,66.35,66.36,59.7151352349124,279152,0.0,1.0
2021-10-15,69.48,69.61,67.86,67.88,61.0829321842353,260817,0.0,1.0
2021-10-14,69.49,69.79,68.33,68.96,62.0547879113857,245615,0.0,1.0
2021-10-13,68.29,68.79,67.73,68.66,61.7848279871773,183157,0.0,1.0
2021-10-12,68.24,69.17,68.1,68.55,61.6858426816342,228321,0.0,1.0
2021-10-11,67.85,68.61,67.48,68.28,61.4428787498466,236287,0.0,1.0
2021-10-08,67.42,68.17,66.97,67.71,60.9299548938505,147767,0.0,1.0
2021-10-07,67.37,67.85,67.175,67.48,60.722985618624,286346,0.0,1.0
2021-10-06,66.83,67.35,65.42,67.35,60.6060029848003,179935,0.0,1.0
2021-10-05,67.295,67.65,66.8,67.28,60.5430123358183,376035,0.0,1.0
2021-10-04,64.95,67.79,64.29,67.37,60.6240003130809,435252,0.0,1.0
2021-10-01,63.93,65.01,63.225,65.01,58.5003155759743,559064,0.0,1.0
2021-09-30,64.81,64.91,63.29,63.37,57.024534656968,258186,0.0,1.0
2021-09-29,63.32,64.92,62.98,64.48,58.0233863765393,315245,0.0,1.0
